Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Matthew Dellavedova,26.1,MIL,Point,156,12,47.5%,6,40.0%,0,40.0%,0,75.0%,18,50%,88,0%,35,25%,0,100%
Boris Diaw,34.5,UTA,Big,184,48,54.8%,28,50.0%,0,42.9%,0,87.5%,40,80%,10,89%,93,40%,43,100%
Kevin Durant,28.1,GSW,Forward,529,94,63.3%,75,61.5%,100,44.7%,80,89.3%,75,56%,38,73%,63,36%,88,63%
James Ennis,26.3,MEM,Forward,158,31,50.0%,44,52.6%,18,31.6%,0,84.6%,69,63%,56,63%,94,0%,69,83%
Derrick Favors,25.3,UTA,Big,194,50,54.9%,55,54.9%,0,0.0%,0,47.6%,23,86%,28,83%,3,100%,0,0%
Raymond Felton,32.4,LAC,Combo,102,67,51.9%,50,44.4%,0,44.4%,0,100.0%,42,58%,67,20%,8,67%,17,100%
Channing Frye,33.5,CLE,Big,111,100,73.8%,53,53.8%,100,55.6%,0,85.7%,5,91%,0,100%,48,75%,93,93%
Marc Gasol,31.8,MEM,Big,238,33,51.2%,8,45.1%,0,58.3%,100,93.9%,78,67%,63,67%,70,58%,43,100%
Pau Gasol,36.3,SAS,Big,364,15,46.5%,10,45.8%,46,33.3%,0,70.8%,95,56%,80,50%,75,50%,43,100%
Paul George,26.5,IND,Forward,171,19,48.9%,0,34.8%,91,42.9%,60,86.7%,88,47%,88,40%,75,27%,94,61%
Taj Gibson,31.4,OKC,Big,118,78,60.0%,83,60.0%,0,0.0%,0,87.5%,68,71%,75,60%,43,82%,0,0%
Manu Ginobili,39.3,SAS,Wing,282,35,47.3%,68,54.4%,6,24.3%,0,73.9%,68,55%,76,41%,38,50%,0,100%
Rudy Gobert,24.4,UTA,Big,231,85,64.5%,88,64.5%,0,0.0%,7,45.7%,53,75%,48,73%,3,100%,0,0%
Eric Gordon,27.9,HOU,Wing,355,65,53.3%,41,47.1%,59,38.6%,0,72.2%,47,63%,82,31%,59,38%,56,89%
Marcin Gortat,32.7,WAS,Big,369,25,50.0%,28,50.0%,0,0.0%,0,69.2%,45,78%,30,82%,75,50%,0,0%
Jerami Grant,22.6,OKC,Forward,106,100,69.0%,100,70.8%,0,33.3%,0,85.7%,63,68%,31,73%,94,0%,0,100%
Danny Green,29.4,SAS,Wing,434,68,53.7%,65,54.3%,53,34.7%,0,57.1%,9,84%,24,69%,21,67%,44,96%
Draymond Green,26.7,GSW,Big,590,57,55.3%,25,48.2%,77,42.1%,36,68.7%,20,86%,43,76%,63,67%,43,100%
Gerald Green,30.8,BOS,Wing,147,88,63.5%,79,57.1%,88,45.2%,0,75.0%,0,92%,9,83%,15,83%,0,100%
JaMychal Green,26.4,MEM,Big,117,73,58.6%,28,50.0%,0,46.7%,0,100.0%,70,71%,80,50%,75,50%,43,100%
Tim Hardaway Jr.,24.6,ATL,Wing,198,3,40.1%,12,40.0%,22,26.8%,0,63.2%,38,70%,26,67%,32,57%,71,82%
James Harden,27.2,HOU,Combo,405,50,49.1%,67,56.3%,0,28.3%,100,87.8%,92,12%,83,8%,75,22%,100,16%
Andrew Harrison,22.0,MEM,Combo,106,83,54.5%,83,60.0%,0,33.3%,0,100.0%,25,70%,33,50%,25,50%,17,100%
Gordon Hayward,26.6,UTA,Wing,367,59,51.8%,35,46.6%,69,40.0%,88,92.9%,74,53%,68,44%,62,34%,74,81%
Nene Hilario,34.1,HOU,Big,160,93,70.6%,98,72.0%,0,0.0%,14,58.1%,65,72%,53,71%,45,80%,0,0%
George Hill,30.5,UTA,Point,246,41,52.4%,53,50.0%,40,37.9%,0,70.4%,24,38%,12,33%,29,26%,35,64%
Rodney Hood,24.0,UTA,Wing,254,6,40.2%,21,41.2%,13,26.1%,0,60.0%,79,52%,50,50%,79,18%,68,83%
Al Horford,30.4,BOS,Big,573,83,64.4%,73,58.6%,92,53.1%,50,75.9%,73,70%,35,79%,98,39%,85,96%
Dwight Howard,30.9,ATL,Big,155,25,50.0%,28,50.0%,0,0.0%,0,63.2%,30,83%,15,88%,75,50%,0,0%
Serge Ibaka,27.1,TOR,Big,305,30,50.8%,43,52.2%,38,31.6%,0,84.6%,28,85%,40,76%,35,85%,43,100%
Andre Iguodala,32.8,GSW,Wing,417,53,49.5%,97,64.4%,0,19.0%,0,57.7%,29,76%,18,77%,38,50%,0,100%
Joe Ingles,29.1,UTA,Wing,296,50,49.1%,29,44.4%,47,34.2%,0,57.1%,50,62%,100,17%,94,0%,53,92%
Kyrie Irving,24.6,CLE,Point,652,53,53.0%,71,51.2%,40,37.9%,89,90.5%,53,30%,24,30%,35,25%,65,39%
LeBron James,31.8,CLE,Forward,742,88,62.2%,81,62.5%,82,41.1%,20,70.0%,100,36%,81,43%,88,14%,100,39%
Richard Jefferson,36.4,CLE,Forward,144,0,37.9%,50,53.3%,0,14.3%,0,62.5%,31,80%,50,67%,0,100%,0,100%
Brandon Jennings,27.1,WAS,Combo,156,25,46.9%,83,60.0%,0,16.7%,0,87.5%,100,7%,92,0%,92,0%,92,50%
Amir Johnson,29.5,BOS,Big,127,60,55.4%,57,56.0%,0,33.3%,0,62.5%,63,73%,57,69%,3,100%,43,100%
Joe Johnson,35.3,UTA,Forward,295,38,51.2%,31,51.3%,45,34.1%,0,81.8%,94,37%,100,20%,81,21%,75,80%
DeAndre Jordan,28.3,LAC,Big,224,95,70.8%,95,70.8%,0,0.0%,0,39.0%,50,76%,33,79%,100,0%,0,0%
Cory Joseph,25.2,TOR,Combo,205,8,44.5%,25,40.0%,57,36.8%,0,100.0%,67,40%,67,20%,83,15%,17,100%
Kyle Korver,35.6,CLE,Wing,312,85,60.9%,94,63.6%,75,40.3%,0,100.0%,3,91%,0,100%,18,80%,47,93%
David Lee,33.5,SAS,Big,237,38,52.1%,48,53.2%,0,0.0%,0,57.1%,75,68%,55,70%,75,50%,0,0%
Kawhi Leonard,25.3,SAS,Wing,428,79,59.3%,76,55.1%,94,46.3%,100,93.1%,91,34%,88,24%,82,17%,76,80%
Damian Lillard,26.3,POR,Point,150,24,48.9%,76,51.7%,7,29.0%,0,96.0%,88,13%,59,12%,82,8%,100,22%
Shaun Livingston,31.1,GSW,Combo,201,92,56.6%,75,56.6%,0,0.0%,0,66.7%,58,53%,0,92%,67,24%,0,0%
Robin Lopez,28.6,CHI,Big,161,88,65.4%,93,65.4%,0,0.0%,0,100.0%,93,59%,95,35%,40,82%,0,0%
Kevin Love,28.2,CLE,Big,576,53,55.0%,3,42.1%,85,45.0%,93,84.0%,48,77%,88,46%,53,71%,90,94%
Kyle Lowry,30.6,TOR,Point,299,65,54.4%,88,54.5%,20,36.1%,33,81.8%,71,23%,35,20%,65,10%,71,38%
Shelvin Mack,26.5,UTA,Point,141,0,41.5%,0,28.1%,0,46.7%,0,86.7%,47,31%,0,50%,88,0%,88,29%
Thon Maker,19.7,MIL,Big,114,3,41.9%,18,47.6%,0,20.0%,0,81.8%,53,75%,70,63%,3,100%,43,100%
Luc Mbah a Moute,30.1,LAC,Forward,208,13,47.6%,13,46.2%,0,33.3%,0,66.7%,0,94%,6,86%,0,100%,0,100%
Patrick McCaw,21.0,GSW,Wing,138,94,69.4%,74,55.0%,0,63.6%,0,81.8%,12,83%,35,63%,3,100%,0,100%
CJ McCollum,25.1,POR,Combo,138,25,46.9%,8,36.2%,86,50.0%,0,93.8%,83,38%,92,0%,58,29%,83,73%
JaVale McGee,28.8,GSW,Big,144,98,73.2%,100,73.2%,0,0.0%,0,68.8%,15,88%,20,86%,3,100%,0,0%
Khris Middleton,25.2,MIL,Wing,230,18,44.8%,18,40.7%,63,38.9%,0,81.8%,71,55%,50,50%,56,39%,0,100%
Patty Mills,28.2,SAS,Point,414,47,52.5%,41,49.0%,27,36.4%,0,86.4%,0,63%,47,15%,6,42%,18,91%
Paul Millsap,31.7,ATL,Big,218,35,52.0%,65,57.3%,0,17.6%,79,81.1%,88,62%,68,65%,68,59%,100,67%
Nikola Mirotic,25.7,CHI,Big,161,8,44.0%,15,46.7%,15,28.6%,0,80.0%,35,82%,50,71%,0,0%,98,90%
Greg Monroe,26.4,MIL,Big,140,45,52.9%,45,52.9%,0,0.0%,86,83.3%,85,63%,60,68%,93,40%,0,0%
Markieff Morris,27.2,WAS,Big,361,18,46.7%,5,42.6%,69,38.9%,71,80.0%,60,74%,73,61%,50,72%,95,93%
Dejounte Murray,20.1,SAS,Combo,132,0,40.8%,42,43.5%,0,0.0%,0,66.7%,67,40%,58,42%,42,38%,0,0%
Victor Oladipo,24.5,OKC,Wing,179,0,39.3%,24,41.7%,3,24.0%,0,100.0%,76,52%,21,71%,94,0%,0,100%
Kelly Olynyk,25.5,BOS,Big,310,63,56.7%,90,64.7%,23,29.5%,50,75.9%,43,79%,45,75%,63,67%,43,100%
Kelly Oubre,20.9,WAS,Wing,145,21,45.6%,24,41.7%,41,33.3%,0,70.0%,18,82%,50,50%,3,100%,0,100%
Zaza Pachulia,32.7,GSW,Big,198,68,57.4%,68,57.4%,0,0.0%,0,76.5%,38,81%,8,92%,90,43%,0,0%
Tony Parker,34.5,SAS,Point,211,82,57.7%,59,50.6%,100,57.9%,0,100.0%,41,33%,59,12%,59,17%,0,100%
Patrick Patterson,27.6,TOR,Big,181,0,38.9%,0,20.0%,31,30.8%,0,100.0%,0,100%,0,100%,3,100%,43,100%
Chris Paul,31.5,LAC,Point,220,88,59.2%,100,56.5%,80,44.8%,100,90.6%,100,7%,88,0%,88,0%,82,31%
Otto Porter,23.4,WAS,Forward,386,75,57.1%,88,65.1%,0,28.6%,100,90.9%,56,69%,56,63%,50,60%,0,100%
Bobby Portis,21.7,CHI,Big,106,90,65.5%,78,58.8%,0,50.0%,0,0.0%,18,88%,98,33%,3,100%,43,100%
Norman Powell,23.4,TOR,Wing,212,56,50.7%,9,38.1%,88,45.2%,0,89.5%,24,80%,44,60%,3,100%,0,100%
Taurean Prince,22.6,ATL,Forward,185,81,60.8%,94,65.8%,0,30.8%,0,100.0%,44,79%,13,83%,56,57%,0,100%
Zach Randolph,35.3,MEM,Big,189,10,44.4%,13,45.9%,0,16.7%,0,72.7%,100,49%,80,50%,88,44%,43,100%
JJ Redick,32.4,LAC,Wing,183,47,48.9%,50,47.6%,41,33.3%,0,85.0%,12,83%,35,63%,3,100%,0,100%
Andre Roberson,24.9,OKC,Wing,185,82,59.8%,85,58.6%,81,41.2%,0,14.3%,32,75%,32,65%,0,0%,0,100%
Terry Rozier,22.6,BOS,Combo,209,42,47.7%,33,41.7%,43,36.7%,0,80.0%,50,58%,42,45%,92,0%,58,91%
Dennis Schroder,23.1,ATL,Point,210,59,53.2%,29,47.1%,67,42.5%,44,83.8%,59,26%,53,15%,47,23%,53,41%
Iman Shumpert,26.4,CLE,Combo,249,17,45.8%,17,38.5%,14,34.8%,0,81.3%,17,78%,25,75%,25,50%,17,100%
Jonathon Simmons,27.1,SAS,Wing,279,44,48.8%,53,47.7%,50,34.3%,0,68.0%,56,57%,26,67%,47,46%,88,67%
Marcus Smart,22.7,BOS,Wing,486,29,46.3%,0,28.6%,78,40.9%,13,63.8%,44,70%,65,45%,50,40%,65,85%
JR Smith,31.1,CLE,Wing,485,100,72.1%,62,52.6%,97,51.9%,0,45.5%,6,86%,12,80%,50,40%,50,93%
Jason Smith,30.7,WAS,Big,131,20,48.3%,18,47.6%,0,30.0%,0,66.7%,3,92%,23,86%,3,100%,43,100%
Tony Snell,25.0,MIL,Wing,184,97,69.8%,32,46.2%,100,53.3%,0,0.0%,21,82%,50,50%,94,0%,0,100%
Lance Stephenson,26.2,IND,Wing,107,76,58.7%,79,57.1%,81,41.2%,0,75.0%,82,41%,94,20%,68,30%,62,86%
Jeff Teague,28.4,IND,Point,142,94,60.2%,24,46.4%,93,56.3%,0,83.3%,82,14%,88,0%,88,0%,76,33%
Isaiah Thomas,27.7,BOS,Point,477,18,48.5%,47,49.3%,13,31.6%,22,81.7%,35,36%,29,26%,18,27%,41,60%
Klay Thompson,26.7,GSW,Wing,592,41,48.5%,12,40.0%,66,39.4%,25,78.1%,26,77%,15,77%,26,63%,59,88%
Tristan Thompson,25.6,CLE,Big,560,75,58.7%,75,58.7%,0,0.0%,29,66.7%,78,67%,65,66%,57,70%,0,0%
PJ Tucker,31.5,TOR,Forward,250,6,46.9%,6,42.9%,27,33.3%,0,62.5%,13,89%,69,60%,0,100%,0,100%
Evan Turner,28.0,POR,Wing,123,15,43.9%,3,36.8%,0,35.7%,0,75.0%,53,58%,0,100%,74,20%,76,80%
Myles Turner,20.6,IND,Big,133,5,43.2%,28,50.0%,0,0.0%,0,62.5%,8,89%,38,78%,3,100%,0,0%
Jonas Valanciunas,24.5,TOR,Big,221,40,52.6%,50,53.2%,0,0.0%,43,71.0%,33,83%,5,95%,57,70%,0,0%
Dwyane Wade,34.8,CHI,Wing,190,9,40.7%,6,37.7%,56,35.3%,0,95.2%,88,34%,74,42%,85,14%,88,67%
John Wall,26.2,WAS,Point,464,29,49.8%,35,47.5%,33,37.7%,67,84.3%,76,23%,41,18%,71,10%,29,65%
David West,36.2,GSW,Big,211,70,58.5%,70,57.9%,0,50.0%,0,77.8%,13,88%,15,88%,33,88%,43,100%
Russell Westbrook,28.0,OKC,Point,194,6,43.1%,18,44.7%,0,26.5%,11,80.0%,94,12%,76,9%,76,8%,94,23%
Deron Williams,32.4,CLE,Point,229,71,55.7%,82,52.0%,53,39.3%,0,90.9%,6,58%,6,38%,0,60%,24,73%
Lou Williams,30.0,HOU,Wing,265,32,46.5%,47,47.4%,34,29.7%,75,89.7%,97,25%,91,22%,91,11%,100,55%
Thaddeus Young,28.4,IND,Big,140,55,55.1%,63,57.1%,0,25.0%,0,50.0%,23,86%,23,86%,38,83%,43,100%
Paul Zipser,22.7,CHI,Forward,127,69,56.3%,63,56.3%,64,37.5%,0,100.0%,31,80%,88,40%,0,100%,0,100%
