Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Goran Dragic,29.5,MIA,Point,470,14,76.7%,69,10.5%,44,1.9%,69,30.4%
Andre Drummond,22.2,DET,Big,131,0,32.4%,37,10.7%,100,8.7%,95,50.0%
Tim Duncan,39.5,SAS,Big,216,0,71.4%,87,19.7%,3,0.9%,66,25.0%
Kevin Durant,27.1,OKC,Forward,723,88,88.8%,78,12.6%,83,2.4%,44,17.5%
Monta Ellis,30.0,IND,Combo,225,0,80.0%,46,7.5%,54,1.7%,85,33.3%
Festus Ezeli,26.0,GSW,Big,187,19,40.5%,61,13.7%,82,3.4%,53,20.0%
Jordan Farmar,28.9,MEM,Point,100,0,100.0%,13,3.7%,0,0.4%,0,0.0%
Raymond Felton,31.3,DAL,Combo,160,0,63.6%,23,6.0%,69,1.8%,54,25.0%
Randy Foye,32.1,OKC,Combo,148,0,100.0%,0,3.6%,15,1.2%,0,0.0%
Channing Frye,32.5,CLE,Big,227,0,80.0%,3,3.0%,32,1.7%,0,0.0%
Paul George,25.5,IND,Forward,274,100,95.2%,89,15.9%,100,4.6%,6,4.3%
Manu Ginobili,38.3,SAS,Wing,190,0,78.3%,69,9.8%,97,3.1%,0,0.0%
Danny Green,28.4,SAS,Wing,263,0,66.7%,3,1.6%,34,1.1%,97,100.0%
Draymond Green,25.7,GSW,Big,876,63,73.8%,66,16.1%,47,2.2%,47,17.6%
Jeff Green,29.2,LAC,Forward,154,0,60.0%,100,22.8%,6,0.6%,17,7.7%
Blake Griffin,26.6,LAC,Big,126,0,76.0%,76,18.0%,42,2.1%,79,27.3%
James Harden,26.2,HOU,Combo,192,67,84.4%,92,15.7%,85,2.4%,15,5.6%
Maurice Harkless,22.5,POR,Forward,270,0,48.0%,39,8.4%,78,2.2%,28,10.0%
Devin Harris,32.7,DAL,Wing,117,0,50.0%,100,18.2%,24,0.8%,79,33.3%
Tobias Harris,23.3,DET,Big,156,0,92.3%,47,11.8%,16,1.3%,39,16.7%
Gerald Henderson,27.9,POR,Wing,233,0,75.0%,48,6.9%,10,0.6%,0,0.0%
George Hill,29.5,IND,Point,234,0,81.8%,81,12.5%,19,1.7%,25,12.5%
Solomon Hill,24.6,IND,Forward,195,0,93.8%,94,16.2%,72,2.0%,0,0.0%
Al Horford,29.4,ATL,Big,326,0,93.8%,5,3.4%,50,2.2%,0,0.0%
Dwight Howard,29.9,HOU,Big,176,6,36.8%,95,22.0%,92,4.3%,18,7.7%
Serge Ibaka,26.1,OKC,Big,599,0,75.0%,16,5.4%,0,0.6%,92,44.4%
Andre Iguodala,31.8,GSW,Forward,765,0,56.1%,67,12.2%,56,1.5%,33,13.6%
Kyrie Irving,23.6,CLE,Combo,771,83,87.5%,38,7.3%,62,1.7%,92,34.4%
Reggie Jackson,25.5,DET,Point,147,0,100.0%,25,5.4%,56,2.4%,100,66.7%
LeBron James,30.8,CLE,Forward,819,13,66.1%,72,12.2%,89,2.9%,72,26.8%
Al Jefferson,30.8,CHA,Big,168,0,69.2%,26,6.8%,13,1.2%,39,16.7%
Richard Jefferson,35.4,CLE,Forward,338,0,71.4%,17,6.7%,61,1.5%,83,40.0%
Jonas Jerebko,28.7,BOS,Forward,162,0,80.0%,11,6.3%,0,0.3%,78,33.3%
Amir Johnson,28.5,BOS,Big,133,0,77.8%,39,11.1%,5,1.0%,66,25.0%
Joe Johnson,34.3,MIA,Wing,489,0,87.5%,28,5.0%,76,2.0%,86,37.5%
DeAndre Jordan,27.3,LAC,Big,197,13,37.3%,92,21.3%,97,6.1%,21,10.0%
Cory Joseph,24.2,TOR,Combo,437,0,75.0%,54,7.7%,38,1.6%,31,16.7%
Frank Kaminsky,22.6,CHA,Big,184,0,81.0%,74,17.6%,21,1.3%,32,11.1%
Enes Kanter,23.4,OKC,Big,296,94,87.8%,58,13.6%,18,1.3%,66,25.0%
Kyle Korver,34.6,ATL,Wing,315,0,100.0%,21,3.9%,72,1.9%,93,66.7%
Courtney Lee,30.1,CHA,Wing,256,0,93.3%,90,12.3%,3,0.2%,45,14.3%
Kawhi Leonard,24.3,SAS,Wing,337,50,82.4%,79,11.1%,93,2.5%,55,20.0%
Damian Lillard,25.3,POR,Point,436,71,90.9%,50,9.2%,75,3.0%,56,20.8%
Jeremy Lin,27.2,CHA,Combo,188,50,82.1%,100,22.7%,100,3.0%,77,29.4%
Shaun Livingston,30.1,GSW,Combo,507,100,88.6%,62,9.0%,31,1.4%,54,25.0%
Kevin Love,27.1,CLE,Big,611,81,84.0%,34,9.6%,79,3.4%,34,12.0%
Kyle Lowry,29.6,TOR,Point,765,0,74.3%,81,12.5%,25,1.7%,38,15.2%
Ian Mahinmi,29.0,IND,Big,171,0,60.0%,84,19.6%,24,1.4%,21,10.0%
Wesley Matthews,29.0,DAL,Wing,173,0,78.9%,62,9.1%,90,2.4%,0,0.0%
CJ McCollum,24.1,POR,Combo,441,33,80.4%,85,10.7%,8,1.2%,46,21.7%
Josh McRoberts,28.7,MIA,Big,121,0,100.0%,18,5.6%,55,2.4%,0,0.0%
Patty Mills,27.2,SAS,Combo,160,0,63.6%,15,5.7%,92,2.8%,0,0.0%
Paul Millsap,30.7,ATL,Big,364,75,74.5%,68,16.7%,74,3.3%,76,26.9%
Marcus Morris,26.2,DET,Wing,143,0,87.0%,93,16.4%,79,2.1%,38,11.1%
Dirk Nowitzki,37.4,DAL,Big,169,0,94.1%,29,6.9%,95,4.9%,87,33.3%
Zaza Pachulia,31.7,DAL,Big,106,0,93.3%,45,11.5%,87,4.0%,0,0.0%
Tony Parker,33.5,SAS,Point,263,0,85.7%,31,7.0%,31,1.8%,94,57.1%
Patrick Patterson,26.6,TOR,Big,582,88,84.6%,24,6.3%,8,1.0%,61,22.2%
Chris Paul,30.5,LAC,Point,124,0,100.0%,0,1.3%,100,5.4%,0,0.0%
Mason Plumlee,25.7,POR,Big,303,56,63.6%,55,12.7%,61,2.9%,21,10.0%
Norman Powell,22.4,TOR,Wing,173,0,85.7%,38,5.9%,7,0.3%,0,0.0%
Zach Randolph,34.3,MEM,Big,119,0,85.7%,8,4.6%,84,3.7%,0,0.0%
JJ Redick,31.4,LAC,Wing,166,0,66.7%,0,1.3%,69,1.9%,97,100.0%
Josh Richardson,22.1,MIA,Combo,378,0,71.4%,8,5.5%,0,0.9%,38,20.0%
Austin Rivers,23.2,LAC,Combo,139,0,66.7%,31,6.8%,46,1.6%,100,75.0%
Andre Roberson,23.9,OKC,Wing,464,0,40.0%,14,3.4%,31,1.0%,0,0.0%
Terrence Ross,24.7,TOR,Wing,313,0,66.7%,17,3.6%,52,1.5%,0,0.0%
Dennis Schroder,22.1,ATL,Point,186,0,84.6%,19,4.7%,50,2.0%,50,20.0%
Luis Scola,35.5,TOR,Big,131,0,66.7%,63,15.2%,26,1.4%,53,20.0%
Mike Scott,27.3,ATL,Big,153,0,83.3%,32,9.5%,34,1.8%,95,50.0%
Thabo Sefolosha,31.5,ATL,Wing,200,0,53.3%,69,9.8%,21,0.7%,0,0.0%
Iman Shumpert,25.3,CLE,Wing,347,0,63.6%,45,6.7%,38,1.1%,69,25.0%
Marcus Smart,21.7,BOS,Wing,191,0,81.0%,76,10.9%,100,3.2%,76,28.6%
JR Smith,30.1,CLE,Wing,729,0,61.9%,10,3.2%,48,1.4%,48,16.7%
Marreese Speights,28.2,GSW,Big,163,0,78.3%,53,12.4%,29,1.6%,63,23.1%
Rodney Stuckey,29.5,IND,Wing,123,0,55.6%,41,6.5%,59,1.6%,0,0.0%
Jeff Teague,27.4,ATL,Point,278,57,84.6%,75,12.4%,88,3.5%,19,5.9%
Jason Terry,38.1,HOU,Wing,119,0,100.0%,7,2.9%,0,0.0%,0,0.0%
Isaiah Thomas,26.7,BOS,Point,219,29,82.6%,100,16.0%,81,3.3%,88,38.1%
Klay Thompson,25.7,GSW,Wing,847,100,85.3%,52,7.1%,86,2.3%,59,20.6%
Tristan Thompson,24.6,CLE,Big,620,25,57.5%,82,18.9%,58,2.8%,37,14.3%
Evan Turner,27.0,BOS,Wing,214,0,77.8%,66,9.8%,62,1.6%,62,22.2%
Myles Turner,19.6,IND,Big,197,0,66.7%,13,5.4%,45,2.2%,66,25.0%
Jonas Valanciunas,23.5,TOR,Big,314,69,74.4%,50,12.2%,89,4.1%,50,18.8%
Dwyane Wade,33.8,MIA,Combo,471,17,78.1%,69,9.8%,77,1.9%,23,14.8%
Dion Waiters,23.9,OKC,Wing,463,0,61.9%,55,8.7%,17,0.7%,72,27.3%
Kemba Walker,25.5,CHA,Point,259,100,93.9%,63,10.4%,38,1.8%,63,23.5%
David West,35.2,SAS,Big,157,0,55.6%,18,5.6%,63,2.9%,87,33.3%
Russell Westbrook,27.0,OKC,Point,672,43,83.6%,94,13.0%,69,2.4%,44,15.8%
Hassan Whiteside,26.4,MIA,Big,290,38,59.1%,97,25.9%,37,1.8%,79,27.3%
Marvin Williams,29.4,CHA,Forward,226,0,50.0%,0,0.0%,67,1.9%,100,0.0%
Justise Winslow,19.6,MIA,Forward,321,25,71.4%,83,15.5%,44,1.2%,39,15.4%
Cody Zeller,23.1,CHA,Big,136,0,81.0%,71,17.4%,76,3.3%,0,0.0%
