Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Alex Acker,25.8,LAC,Wing,132,0,100.0%,2,2.1%,3,0.4%,0,0.0%
Arron Afflalo,23.0,DET,Wing,1193,55,81.7%,52,8.1%,16,0.7%,79,28.0%
Alexis Ajinca,20.5,CHA,Big,136,0,73.3%,24,10.5%,21,1.1%,0,0.0%
LaMarcus Aldridge,23.3,POR,Big,2993,77,78.1%,31,11.5%,64,1.7%,51,21.2%
Joe Alexander,21.9,MIL,Forward,612,26,74.6%,79,13.2%,5,0.6%,52,20.7%
Malik Allen,30.3,MIL,Big,522,0,46.7%,2,3.8%,27,1.2%,93,33.3%
Ray Allen,33.3,BOS,Wing,2866,99,95.2%,46,7.4%,72,1.5%,65,24.7%
Tony Allen,26.8,BOS,Wing,782,10,71.2%,99,20.4%,61,1.3%,93,37.9%
Morris Almond,23.7,UTA,Wing,233,45,80.8%,91,15.7%,27,0.8%,86,30.8%
Rafer Alston,32.3,HOU,Point,1587,36,78.9%,30,5.8%,15,1.2%,7,3.1%
Rafer Alston,32.3,ORL,Point,853,5,71.1%,70,10.4%,37,1.4%,22,14.7%
Lou Amundson,25.9,PHX,Big,909,3,39.1%,77,18.2%,29,1.2%,80,27.3%
Chris Andersen,30.3,DEN,Big,1412,53,70.8%,86,19.9%,86,2.4%,20,13.2%
Ryan Anderson,20.5,BKN,Big,1233,93,83.8%,29,11.4%,5,0.7%,21,14.3%
Carmelo Anthony,24.4,DEN,Forward,2273,56,79.3%,86,14.4%,93,3.0%,43,19.4%
Joel Anthony,26.2,MIA,Big,1008,34,65.2%,64,16.2%,19,1.1%,38,19.0%
Trevor Ariza,23.3,LAL,Wing,1902,5,69.7%,75,11.2%,45,1.0%,82,29.0%
Hilton Armstrong,23.9,NOP,Big,1050,23,61.5%,69,16.8%,79,2.2%,27,15.6%
Darrell Arthur,20.6,MEM,Big,1426,41,67.9%,4,5.4%,12,0.9%,85,29.2%
Chucky Atkins,34.2,OKC,Combo,278,0,91.7%,12,3.7%,51,1.5%,0,0.0%
D.J. Augustin,21.0,CHA,Point,1844,93,88.7%,74,11.0%,67,2.0%,15,11.0%
Kelenna Azubuike,24.9,GSW,Wing,2350,44,80.6%,78,12.0%,43,1.0%,80,28.2%
Renaldo Balkman,24.3,DEN,Big,704,21,61.0%,55,15.0%,7,0.7%,93,33.3%
Marcus Banks,27.0,MIA,Combo,134,0,64.3%,77,12.9%,74,2.1%,70,25.0%
Leandro Barbosa,25.9,PHX,Combo,1661,90,87.8%,60,11.0%,23,1.1%,88,33.3%
J.J. Barea,24.4,DAL,Combo,1476,13,75.3%,30,7.3%,49,1.4%,23,12.5%
Andrea Bargnani,23.0,TOR,Big,2418,91,83.1%,25,10.8%,82,2.2%,35,17.9%
Matt Barnes,28.6,PHX,Wing,2051,22,74.3%,49,8.0%,53,1.1%,52,21.4%
Brent Barry,36.8,HOU,Wing,798,0,95.0%,3,2.5%,9,0.6%,0,0.0%
Brandon Bass,23.5,DAL,Big,1501,98,86.9%,70,17.0%,67,1.7%,47,20.2%
Maceo Baston,32.4,IND,Big,201,27,63.0%,61,15.4%,91,2.6%,17,12.5%
Tony Battie,32.7,ORL,Big,1159,34,65.4%,20,9.9%,32,1.2%,66,24.2%
Shane Battier,30.1,HOU,Wing,2022,62,82.1%,37,6.8%,28,0.8%,12,8.0%
Nicolas Batum,19.9,POR,Wing,1407,58,82.0%,38,6.8%,19,0.7%,27,16.0%
Jerryd Bayless,20.2,POR,Combo,560,87,87.3%,95,17.7%,88,2.4%,33,18.2%
Michael Beasley,19.8,MIA,Big,1976,72,77.2%,30,11.4%,23,1.1%,61,23.1%
Marco Belinelli,22.6,GSW,Wing,849,30,76.9%,23,5.8%,85,2.1%,88,33.3%
Charlie Bell,29.6,MIL,Wing,1731,53,81.6%,19,5.1%,39,0.9%,21,14.8%
Raja Bell,32.1,CHA,Wing,1600,91,87.3%,5,2.7%,76,1.7%,10,7.1%
Raja Bell,32.1,PHX,Wing,711,0,76.2%,6,2.8%,62,1.3%,0,0.0%
Mike Bibby,30.5,ATL,Point,2731,39,78.9%,9,4.4%,59,1.9%,87,33.3%
Andris Biedrins,22.6,GSW,Big,1860,10,55.6%,70,16.8%,65,1.7%,84,28.4%
Chauncey Billups,32.1,DEN,Combo,2706,97,91.3%,79,13.3%,95,2.8%,35,18.3%
Steve Blake,28.7,POR,Point,2182,77,85.7%,2,2.2%,13,1.2%,11,7.1%
Andray Blatche,22.2,WAS,Big,1679,49,69.6%,26,11.0%,32,1.2%,51,21.3%
Mark Blount,32.9,MIA,Big,176,0,58.3%,12,8.3%,9,0.8%,29,16.7%
Keith Bogans,28.5,MIL,Wing,448,100,96.8%,50,8.0%,37,0.9%,0,0.0%
Keith Bogans,28.5,ORL,Wing,758,0,87.5%,22,5.7%,21,0.7%,0,0.0%
Andrew Bogut,23.9,MIL,Big,1121,12,57.1%,43,12.9%,92,2.6%,78,26.7%
Matt Bonner,28.6,SAS,Big,1912,0,72.7%,0,1.5%,9,0.8%,98,37.5%
Josh Boone,23.9,BKN,Big,967,2,37.3%,55,15.1%,39,1.3%,57,22.2%
Carlos Boozer,26.9,UTA,Big,1187,54,70.8%,24,10.7%,53,1.5%,26,15.0%
Chris Bosh,24.6,TOR,Big,2920,88,81.8%,83,19.1%,93,2.8%,40,19.4%
Bruce Bowen,37.4,SAS,Wing,1447,0,53.8%,18,5.1%,23,0.7%,96,55.6%
Ryan Bowen,33.0,NOP,Forward,191,0,60.0%,21,6.7%,2,0.5%,95,50.0%
Elton Brand,29.6,PHI,Big,918,39,67.6%,47,13.7%,58,1.6%,52,21.4%
Corey Brewer,22.7,MIN,Wing,305,0,73.7%,55,8.4%,35,0.9%,92,37.5%
Ronnie Brewer,23.6,UTA,Wing,2575,8,70.4%,97,19.3%,29,0.8%,77,26.7%
Aaron Brooks,23.8,HOU,Combo,1958,84,86.6%,28,7.0%,70,2.0%,77,26.8%
Bobby Brown,24.1,MIN,Combo,201,0,75.0%,14,3.7%,0,0.2%,98,66.7%
Bobby Brown,24.1,SAC,Point,561,0,70.0%,7,3.7%,44,1.5%,19,12.5%
Dee Brown,24.2,WAS,Point,222,0,33.3%,15,4.9%,0,0.2%,96,50.0%
Devin Brown,29.8,NOP,Combo,820,23,77.8%,88,15.2%,19,0.9%,42,20.0%
Kwame Brown,26.6,DET,Big,987,7,52.6%,96,26.4%,72,1.9%,37,18.2%
Shannon Brown,22.9,CHA,Wing,301,0,76.0%,56,8.5%,91,2.4%,39,20.0%
Shannon Brown,22.9,LAL,Point,101,0,87.5%,80,11.8%,24,1.3%,69,25.0%
Kobe Bryant,30.2,LAL,Wing,2950,81,85.7%,77,12.0%,100,3.5%,72,25.4%
Greg Buckner,32.1,MEM,Wing,851,0,80.0%,8,3.2%,44,1.0%,39,20.0%
Caron Butler,28.6,WAS,Wing,2578,84,85.8%,90,14.4%,88,2.2%,66,25.0%
Rasual Butler,29.4,NOP,Wing,2606,36,78.2%,21,5.6%,5,0.5%,73,25.5%
Andrew Bynum,21.0,LAL,Big,1430,50,70.0%,87,20.0%,41,1.3%,87,29.3%
Will Bynum,25.8,DET,Point,747,48,80.0%,89,14.0%,74,2.2%,35,18.0%
Jose Calderon,27.1,TOR,Point,2327,100,98.1%,19,5.0%,61,1.9%,78,27.3%
Marcus Camby,34.6,LAC,Big,1923,60,72.5%,51,14.5%,33,1.2%,41,19.8%
Brian Cardinal,31.5,MIN,Forward,834,0,91.3%,7,3.7%,50,1.4%,32,16.7%
Rodney Carney,24.6,MIN,Wing,1099,33,77.0%,36,6.8%,12,0.6%,21,14.8%
Matt Carroll,28.2,CHA,Wing,450,0,77.8%,12,3.9%,21,0.7%,97,60.0%
Anthony Carter,33.4,DEN,Point,1722,11,73.1%,33,6.3%,7,1.0%,83,29.2%
Vince Carter,31.8,BKN,Wing,2931,57,82.0%,73,10.6%,96,2.9%,54,22.1%
Mario Chalmers,22.5,MIA,Point,2621,25,76.6%,67,9.9%,69,2.0%,52,22.9%
Tyson Chandler,26.1,NOP,Big,1442,13,57.9%,77,18.2%,78,2.1%,54,21.7%
Wilson Chandler,21.5,NYK,Wing,2707,41,79.5%,60,9.3%,52,1.1%,81,28.8%
Jarron Collins,29.9,UTA,Big,173,0,85.7%,15,8.8%,41,1.3%,93,33.3%
Jason Collins,29.9,MIN,Big,421,4,46.4%,52,14.6%,88,2.5%,0,0.0%
Mardy Collins,24.2,LAC,Wing,778,3,66.7%,38,6.9%,25,0.8%,88,33.3%
Nick Collison,28.0,OKC,Big,1794,54,70.8%,45,13.2%,22,1.1%,36,18.0%
Mike Conley,21.1,MEM,Point,2488,64,82.4%,63,9.4%,31,1.4%,74,26.0%
Daequan Cook,21.5,MIA,Wing,1791,90,87.0%,1,2.0%,7,0.6%,24,15.4%
Jamal Crawford,28.6,GSW,Combo,2069,94,89.2%,58,10.9%,56,1.7%,81,30.3%
Jamal Crawford,28.6,NYK,Wing,390,28,76.1%,62,9.4%,63,1.3%,83,29.4%
Javaris Crittenton,20.8,WAS,Combo,1053,3,54.5%,72,11.8%,77,2.2%,95,51.6%
Samuel Dalembert,28.5,PHI,Big,2032,63,73.4%,23,10.5%,24,1.1%,16,12.0%
Erick Dampier,33.3,DAL,Big,1834,30,63.8%,85,19.6%,48,1.4%,42,20.0%
Antonio Daniels,33.6,NOP,Combo,686,52,82.3%,74,12.2%,84,2.4%,14,8.0%
Antonio Daniels,33.6,WAS,Point,287,20,75.8%,100,30.4%,9,1.2%,91,35.3%
Marquis Daniels,27.8,IND,Wing,1697,14,72.1%,57,8.6%,67,1.4%,94,40.3%
Jermareo Davidson,24.0,GSW,Big,104,0,47.1%,67,16.7%,85,2.4%,29,16.7%
Baron Davis,29.6,LAC,Point,2246,18,75.7%,52,8.1%,54,1.7%,48,22.0%
Glen Davis,22.8,BOS,Big,1552,60,72.9%,76,17.7%,35,1.2%,41,19.5%
Paul Davis,24.3,LAC,Big,297,75,78.1%,56,15.1%,34,1.2%,0,0.0%
Ricky Davis,29.1,LAC,Wing,755,74,84.4%,17,4.9%,54,1.2%,66,25.0%
Luol Deng,23.5,CHI,Forward,1654,60,79.6%,73,12.6%,48,1.4%,14,13.3%
Boris Diaw,26.5,CHA,Big,2208,43,68.1%,7,6.3%,63,1.6%,77,26.5%
Boris Diaw,26.5,PHX,Forward,523,12,69.2%,29,7.2%,71,1.7%,100,60.0%
Yakhouba Diawara,26.2,MIA,Wing,820,0,52.6%,15,4.7%,2,0.3%,84,30.0%
Travis Diener,26.7,IND,Point,685,0,80.0%,0,1.2%,43,1.5%,0,0.0%
Ike Diogu,25.1,SAC,Big,129,66,75.0%,93,23.3%,80,2.2%,100,42.9%
DeSagana Diop,26.8,CHA,Big,543,0,29.4%,43,12.8%,20,1.1%,20,13.3%
DeSagana Diop,26.8,DAL,Big,432,1,37.0%,75,17.6%,38,1.3%,12,8.3%
Juan Dixon,30.1,WAS,Point,782,73,84.8%,11,4.4%,6,0.9%,78,27.3%
Keyon Dooling,28.5,BKN,Combo,2013,55,82.4%,40,9.1%,60,1.8%,51,21.1%
Quincy Douby,24.5,SAC,Wing,131,0,87.5%,24,5.9%,18,0.7%,0,0.0%
