Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Arron Afflalo,24.0,DEN,Wing,2157,78,-1.6%,14,+3.7%,94,-5.6%,16,+3.0%,56,-0.3%,87,-7.4%,96,-6.5%,97,-6.8%
LaMarcus Aldridge,24.3,POR,Big,2911,27,+1.3%,61,-0.9%,30,+2.1%,6,+5.0%,7,+3.9%,58,-1.3%,30,+1.8%,36,+1.0%
Malik Allen,31.3,DEN,Big,383,1,+6.3%,1,+8.6%,19,+3.4%,5,+5.3%,5,+4.5%,16,+6.6%,10,+5.1%,6,+5.3%
Ray Allen,34.3,BOS,Wing,2813,84,-2.1%,42,+0.6%,61,-0.9%,90,-4.0%,89,-2.8%,67,-2.5%,84,-3.5%,87,-3.3%
Tony Allen,27.8,BOS,Wing,838,51,-0.1%,40,+0.7%,59,-0.8%,79,-2.5%,78,-1.7%,10,+7.9%,78,-2.4%,37,+0.9%
Rafer Alston,33.3,NJN,Combo,744,82,-1.9%,73,-1.9%,82,-3.4%,98,-7.3%,98,-5.8%,97,-12.2%,1,+13.1%,5,+6.1%
Rafer Alston,33.3,MIA,Point,652,49,+0.0%,16,+3.4%,55,-0.4%,93,-4.7%,89,-2.8%,16,+6.5%,81,-2.8%,53,-0.3%
Lou Amundson,26.9,PHX,Big,1029,48,+0.1%,48,-0.0%,83,-3.5%,66,-1.2%,84,-2.2%,5,+10.4%,46,+0.1%,14,+3.2%
Chris Andersen,31.3,DEN,Big,1668,95,-3.4%,97,-7.5%,70,-1.8%,58,-0.6%,68,-1.0%,64,-2.2%,70,-1.8%,76,-1.9%
David Andersen,29.4,HOU,Big,848,90,-2.7%,19,+3.1%,77,-2.8%,70,-1.5%,82,-2.0%,56,-1.0%,99,-10.0%,98,-7.5%
Ryan Anderson,21.5,ORL,Big,837,44,+0.3%,83,-3.1%,25,+2.8%,30,+1.4%,21,+1.9%,63,-2.1%,37,+1.0%,47,+0.2%
Carmelo Anthony,25.4,DEN,Wing,2624,70,-0.9%,80,-2.6%,41,+0.8%,31,+1.4%,33,+1.0%,72,-3.4%,61,-1.0%,70,-1.5%
Joel Anthony,27.2,MIA,Big,1249,93,-3.1%,88,-3.9%,88,-4.2%,88,-3.7%,95,-3.9%,18,+5.9%,50,-0.1%,33,+1.2%
Gilbert Arenas,27.8,WAS,Combo,1166,38,+0.7%,34,+1.3%,80,-3.0%,19,+2.8%,42,+0.4%,22,+4.3%,53,-0.4%,40,+0.7%
Trevor Ariza,24.3,HOU,Wing,2625,29,+1.2%,75,-2.1%,41,+0.8%,31,+1.3%,31,+1.1%,40,+1.5%,15,+3.9%,16,+3.0%
Hilton Armstrong,24.9,NOH,Big,197,53,-0.2%,77,-2.2%,7,+6.4%,75,-2.0%,33,+1.0%,84,-6.4%,56,-0.6%,77,-2.1%
Carlos Arroyo,30.3,MIA,Point,1503,58,-0.4%,78,-2.3%,33,+1.6%,14,+3.2%,14,+2.5%,50,-0.3%,75,-2.2%,74,-1.9%
Darrell Arthur,21.6,MEM,Big,444,42,+0.5%,72,-1.8%,60,-0.9%,50,-0.1%,59,-0.4%,8,+9.3%,35,+1.3%,15,+3.0%
Chucky Atkins,35.2,DET,Point,607,11,+2.5%,26,+2.2%,58,-0.6%,34,+1.1%,41,+0.6%,1,+16.7%,18,+3.3%,3,+6.9%
D.J. Augustin,22.0,CHA,Point,1392,65,-0.7%,85,-3.4%,91,-4.5%,34,+1.1%,70,-1.1%,31,+2.7%,34,+1.4%,27,+1.9%
Jeff Ayres,22.5,POR,Big,376,5,+3.8%,33,+1.5%,66,-1.4%,37,+0.9%,50,-0.0%,4,+10.9%,5,+7.0%,2,+8.0%
Kelenna Azubuike,25.9,GSW,Wing,220,21,+1.6%,49,-0.1%,50,+0.1%,33,+1.1%,39,+0.7%,13,+7.2%,8,+5.6%,5,+6.1%
Marcus Banks,28.0,TOR,Point,183,97,-4.2%,86,-3.4%,19,+3.4%,43,+0.4%,24,+1.6%,71,-3.3%,98,-8.5%,99,-8.1%
Leandro Barbosa,26.9,PHX,Wing,688,74,-1.2%,82,-2.8%,26,+2.5%,79,-2.4%,53,-0.2%,31,+2.7%,76,-2.3%,60,-0.8%
J.J. Barea,25.3,DAL,Combo,1484,28,+1.2%,28,+2.1%,58,-0.7%,87,-3.6%,85,-2.3%,24,+3.8%,15,+4.0%,10,+3.9%
Andrea Bargnani,24.0,TOR,Big,2794,7,+3.2%,8,+4.6%,76,-2.7%,14,+3.2%,35,+0.9%,9,+8.7%,67,-1.5%,31,+1.6%
Matt Barnes,29.6,ORL,Wing,2039,35,+0.9%,19,+3.1%,86,-3.8%,21,+2.4%,51,-0.0%,50,-0.0%,25,+2.3%,30,+1.7%
Earl Barron,28.2,NYK,Big,231,60,-0.5%,44,+0.3%,98,-9.5%,100,-16.2%,100,-13.1%,57,-1.2%,0,+19.2%,0,+14.6%
Brandon Bass,24.5,ORL,Big,552,25,+1.4%,54,-0.6%,28,+2.3%,73,-1.7%,51,-0.0%,17,+6.2%,11,+4.9%,6,+5.5%
Tony Battie,33.7,NJN,Big,115,60,-0.5%,56,-0.7%,37,+1.2%,39,+0.7%,35,+0.9%,15,+6.6%,86,-4.3%,57,-0.6%
Shane Battier,31.1,HOU,Forward,2163,88,-2.6%,66,-1.4%,79,-3.0%,57,-0.6%,77,-1.7%,95,-9.8%,63,-1.1%,84,-3.0%
Nicolas Batum,20.9,POR,Wing,911,15,+2.0%,42,+0.6%,86,-3.9%,13,+3.3%,40,+0.6%,19,+5.3%,27,+2.1%,15,+3.0%
Jerryd Bayless,21.2,POR,Combo,1264,47,+0.1%,17,+3.3%,35,+1.3%,70,-1.4%,59,-0.4%,50,-0.2%,78,-2.5%,75,-1.9%
Michael Beasley,20.8,MIA,Forward,2264,11,+2.6%,9,+4.5%,42,+0.7%,28,+1.7%,29,+1.3%,48,+0.3%,33,+1.5%,37,+0.9%
Rodrigue Beaubois,21.7,DAL,Wing,620,50,-0.0%,52,-0.3%,43,+0.6%,45,+0.2%,44,+0.3%,72,-3.5%,44,+0.3%,59,-0.7%
Marco Belinelli,23.6,TOR,Wing,1022,65,-0.7%,63,-1.1%,9,+5.6%,61,-0.8%,23,+1.8%,90,-8.3%,50,-0.1%,80,-2.6%
Charlie Bell,30.6,MIL,Wing,1567,54,-0.2%,40,+0.7%,64,-1.3%,37,+0.8%,47,+0.1%,51,-0.3%,79,-2.6%,75,-1.9%
Raja Bell,33.1,CHA,Wing,157,98,-4.9%,5,+5.6%,70,-1.8%,99,-9.8%,99,-6.8%,99,-18.1%,91,-5.1%,99,-9.6%
Jonathan Bender,28.8,NYK,Big,249,97,-4.2%,100,-10.4%,91,-4.8%,5,+5.6%,29,+1.2%,100,-28.0%,5,+6.9%,81,-2.6%
Mike Bibby,31.5,ATL,Point,2191,78,-1.6%,54,-0.6%,88,-4.2%,77,-2.2%,90,-3.0%,3,+12.5%,81,-2.9%,35,+1.1%
Andris Biedrins,23.6,GSW,Big,761,85,-2.2%,24,+2.4%,95,-6.4%,62,-0.9%,93,-3.3%,9,+8.5%,70,-1.8%,36,+1.0%
Chauncey Billups,33.1,DEN,Combo,2483,67,-0.8%,60,-0.9%,52,-0.1%,75,-1.9%,71,-1.2%,41,+1.5%,47,+0.1%,43,+0.4%
DeJuan Blair,20.5,SAS,Big,1409,33,+1.0%,36,+1.0%,40,+0.9%,44,+0.3%,41,+0.6%,55,-0.9%,62,-1.1%,64,-1.0%
Steve Blake,29.7,POR,Point,1392,76,-1.4%,91,-4.5%,90,-4.4%,9,+4.3%,33,+1.0%,25,+3.7%,86,-3.8%,71,-1.5%
Steve Blake,29.7,LAC,Point,737,5,+3.6%,5,+5.9%,96,-6.8%,79,-2.4%,96,-4.3%,1,+15.6%,5,+7.0%,1,+9.6%
Andray Blatche,23.2,WAS,Big,2214,17,+1.9%,43,+0.5%,44,+0.5%,54,-0.3%,50,-0.0%,6,+9.8%,79,-2.5%,36,+0.9%
Keith Bogans,29.5,SAS,Wing,1515,41,+0.5%,35,+1.2%,48,+0.2%,40,+0.5%,43,+0.4%,83,-6.2%,39,+0.9%,61,-0.9%
Andrew Bogut,24.9,MIL,Big,2225,93,-3.0%,98,-8.3%,54,-0.3%,20,+2.5%,26,+1.4%,84,-6.5%,20,+3.0%,46,+0.2%
Matt Bonner,29.6,SAS,Big,1138,41,+0.6%,49,-0.1%,68,-1.6%,55,-0.5%,66,-0.9%,51,-0.3%,10,+5.2%,12,+3.7%
Josh Boone,24.9,NJN,Big,992,59,-0.4%,61,-1.0%,14,+4.3%,76,-2.1%,43,+0.3%,47,+0.5%,44,+0.3%,43,+0.3%
Carlos Boozer,27.9,UTA,Big,2668,11,+2.6%,4,+6.6%,5,+6.8%,42,+0.4%,11,+2.9%,90,-8.0%,60,-0.9%,85,-3.1%
Chris Bosh,25.6,TOR,Big,2522,85,-2.2%,71,-1.7%,64,-1.3%,77,-2.1%,79,-1.8%,92,-9.0%,42,+0.5%,78,-2.2%
Earl Boykins,33.4,WAS,Point,1100,40,+0.6%,64,-1.2%,18,+3.5%,63,-0.9%,34,+0.9%,53,-0.7%,49,-0.0%,52,-0.2%
Elton Brand,30.6,PHI,Big,2294,75,-1.3%,73,-1.9%,89,-4.3%,34,+1.1%,72,-1.2%,24,+3.8%,66,-1.3%,46,+0.2%
Corey Brewer,23.7,MIN,Wing,2468,28,+1.2%,28,+2.2%,57,-0.6%,26,+1.8%,35,+0.9%,61,-1.6%,52,-0.3%,59,-0.7%
Ronnie Brewer,24.6,UTA,Wing,1650,9,+3.0%,6,+5.4%,32,+1.8%,5,+5.4%,6,+4.1%,21,+4.6%,82,-3.0%,56,-0.5%
Jon Brockman,22.6,SAC,Big,637,27,+1.3%,69,-1.6%,61,-0.9%,11,+3.6%,25,+1.5%,32,+2.5%,36,+1.2%,31,+1.7%
Aaron Brooks,24.8,HOU,Point,2904,69,-0.9%,47,+0.1%,53,-0.2%,50,-0.2%,54,-0.2%,91,-8.6%,77,-2.3%,90,-3.9%
Bobby Brown,25.1,NOH,Combo,301,44,+0.3%,74,-2.0%,2,+9.5%,74,-1.8%,17,+2.2%,57,-1.2%,62,-1.0%,65,-1.1%
Bobby Brown,25.1,LAC,Combo,157,2,+5.1%,12,+3.9%,0,+14.8%,7,+4.7%,0,+8.7%,79,-5.3%,34,+1.4%,48,+0.0%
Derrick Brown,22.1,CHA,Big,443,56,-0.3%,24,+2.4%,49,+0.2%,81,-2.6%,77,-1.7%,80,-5.5%,83,-3.2%,91,-4.0%
Devin Brown,30.8,NOH,Wing,962,63,-0.6%,87,-3.7%,13,+4.5%,71,-1.5%,42,+0.5%,11,+7.6%,45,+0.2%,26,+2.0%
Kwame Brown,27.6,DET,Big,600,82,-1.9%,34,+1.3%,4,+7.0%,16,+3.0%,6,+4.3%,82,-6.0%,100,-13.6%,100,-11.4%
Shannon Brown,23.9,LAL,Combo,1596,61,-0.5%,52,-0.3%,20,+3.3%,78,-2.3%,53,-0.1%,66,-2.3%,72,-1.9%,76,-2.0%
Kobe Bryant,31.2,LAL,Wing,2824,86,-2.2%,71,-1.8%,87,-3.9%,38,+0.8%,67,-1.0%,47,+0.4%,85,-3.5%,79,-2.5%
Chase Budinger,21.4,HOU,Wing,1404,21,+1.6%,13,+3.7%,45,+0.4%,40,+0.5%,39,+0.7%,16,+6.4%,73,-2.0%,45,+0.2%
Caron Butler,29.6,WAS,Wing,1847,37,+0.7%,10,+4.3%,77,-2.8%,3,+7.1%,10,+3.1%,91,-8.4%,73,-2.0%,90,-3.8%
Caron Butler,29.6,DAL,Wing,926,41,+0.5%,65,-1.3%,42,+0.7%,35,+1.0%,42,+0.5%,28,+3.1%,50,-0.1%,38,+0.8%
Rasual Butler,30.4,LAC,Wing,2670,94,-3.2%,86,-3.5%,47,+0.3%,95,-5.1%,91,-3.0%,61,-1.6%,85,-3.8%,86,-3.2%
Andrew Bynum,22.0,LAL,Big,1968,45,+0.2%,7,+5.1%,94,-5.6%,54,-0.3%,86,-2.4%,67,-2.6%,25,+2.3%,39,+0.8%
Will Bynum,26.8,DET,Point,1622,23,+1.5%,7,+4.8%,33,+1.7%,46,+0.1%,39,+0.7%,76,-4.3%,74,-2.2%,83,-2.8%
Jose Calderon,28.1,TOR,Point,1804,62,-0.6%,44,+0.4%,81,-3.1%,64,-1.0%,80,-1.8%,47,+0.4%,52,-0.3%,49,-0.0%
Marcus Camby,35.6,LAC,Big,1594,49,+0.0%,89,-4.1%,60,-0.9%,77,-2.2%,75,-1.5%,46,+0.5%,4,+7.4%,6,+5.7%
Marcus Camby,35.6,POR,Big,717,92,-2.9%,92,-4.8%,33,+1.7%,86,-3.4%,76,-1.5%,98,-13.5%,16,+3.7%,56,-0.5%
Brian Cardinal,32.5,MIN,Big,218,54,-0.2%,25,+2.4%,63,-1.1%,56,-0.5%,63,-0.7%,44,+1.0%,48,+0.0%,48,+0.1%
Rodney Carney,25.6,PHI,Wing,813,88,-2.6%,59,-0.8%,21,+3.2%,99,-7.4%,88,-2.8%,95,-10.0%,71,-1.9%,92,-4.3%
DeMarre Carroll,23.3,MEM,Forward,706,82,-1.9%,66,-1.4%,37,+1.2%,85,-3.1%,75,-1.5%,28,+3.1%,86,-4.2%,77,-2.2%
Anthony Carter,34.4,DEN,Point,810,10,+2.6%,50,-0.2%,30,+2.1%,51,-0.3%,39,+0.7%,20,+4.9%,6,+6.7%,4,+6.3%
Vince Carter,32.8,ORL,Wing,2303,91,-2.9%,47,+0.1%,96,-7.1%,23,+2.0%,77,-1.7%,86,-7.1%,95,-6.2%,96,-6.4%
Omri Casspi,21.4,SAC,Forward,1901,79,-1.6%,46,+0.2%,79,-2.9%,29,+1.6%,58,-0.4%,70,-3.1%,91,-5.2%,93,-4.7%
Mario Chalmers,23.5,MIA,Combo,1737,50,-0.0%,65,-1.3%,43,+0.7%,67,-1.2%,59,-0.4%,27,+3.2%,35,+1.3%,28,+1.8%
Tyson Chandler,27.1,CHA,Big,1157,37,+0.7%,13,+3.8%,57,-0.6%,23,+2.2%,31,+1.1%,91,-8.4%,26,+2.2%,67,-1.2%
Wilson Chandler,22.5,NYK,Wing,2299,92,-3.0%,59,-0.8%,77,-2.8%,80,-2.5%,86,-2.6%,18,+5.9%,95,-6.1%,84,-3.0%
Earl Clark,21.8,PHX,Forward,254,68,-0.8%,23,+2.5%,97,-7.2%,22,+2.4%,81,-1.9%,89,-8.0%,78,-2.5%,92,-4.2%
Jarron Collins,30.9,PHX,Big,217,21,+1.6%,13,+3.7%,91,-4.6%,96,-5.5%,97,-5.2%,1,+15.0%,24,+2.6%,4,+6.4%
Mardy Collins,25.2,LAC,Wing,424,31,+1.1%,22,+2.6%,92,-5.0%,14,+3.2%,52,-0.0%,19,+5.3%,33,+1.4%,17,+2.8%
Darren Collison,22.2,NOH,Combo,2057,20,+1.7%,4,+6.5%,79,-2.9%,18,+2.9%,38,+0.7%,77,-4.9%,90,-4.9%,93,-4.8%
Nick Collison,29.0,OKC,Big,1544,79,-1.7%,53,-0.5%,60,-0.9%,69,-1.4%,72,-1.2%,49,-0.0%,46,+0.1%,49,-0.1%
Mike Conley,22.1,MEM,Point,2558,5,+3.7%,5,+5.9%,12,+4.7%,49,-0.1%,22,+1.9%,63,-2.1%,16,+3.7%,25,+2.1%
Daequan Cook,22.5,MIA,Wing,596,97,-3.8%,94,-5.7%,57,-0.6%,50,-0.1%,57,-0.4%,98,-15.6%,79,-2.7%,96,-6.1%
Jamal Crawford,29.6,ATL,Combo,2365,54,-0.2%,43,+0.4%,47,+0.3%,66,-1.1%,61,-0.6%,70,-3.1%,76,-2.3%,78,-2.3%
Dante Cunningham,22.5,POR,Big,661,41,+0.5%,31,+1.9%,89,-4.2%,12,+3.5%,43,+0.3%,8,+8.9%,93,-5.5%,72,-1.7%
