Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,22.3,OKC,Big,546,35,-1.6,23,-5.0,81,+5.1%,3,+5.0%,32,-2.3,20,-3.2,68,+9.0
LaMarcus Aldridge,30.3,SAS,Big,336,24,-4.7,58,+2.6,22,-4.2%,30,+1.4%,19,-4.7,47,-0.4,12,-33.4
Al-Farouq Aminu,25.1,POR,Forward,370,31,-2.4,30,-3.9,90,+6.3%,77,-2.8%,75,+2.9,73,+2.2,64,+6.1
Kyle Anderson,22.1,SAS,Forward,100,18,-7.9,22,-5.2,61,+2.2%,7,+4.0%,17,-4.9,14,-3.6,38,-7.1
Trevor Ariza,30.3,HOU,Forward,180,1,-18.3,2,-18.4,0,-12.6%,66,-1.6%,7,-8.9,1,-9.9,51,-3.1
Leandro Barbosa,32.9,GSW,Wing,212,42,-0.4,69,+5.1,31,-2.6%,14,+3.0%,24,-3.8,8,-4.9,75,+13.6
J.J. Barea,31.3,DAL,Point,100,97,+19.8,97,+23.1,81,+5.1%,5,+4.4%,67,+1.6,48,-0.2,70,+11.1
Harrison Barnes,23.4,GSW,Forward,720,23,-5.0,68,+4.5,31,-2.6%,10,+3.6%,11,-6.2,22,-2.9,25,-18.0
Matt Barnes,35.6,MEM,Forward,138,66,+4.2,83,+7.6,58,+1.4%,81,-3.1%,5,-9.4,93,+6.9,1,-94.5
Nicolas Batum,26.9,CHA,Wing,143,6,-12.9,15,-7.0,36,-2.2%,16,+2.9%,13,-6.0,51,-0.1,6,-57.1
Kent Bazemore,26.3,ATL,Wing,324,54,+2.4,78,+6.5,13,-6.8%,58,-1.1%,14,-5.3,19,-3.3,29,-13.3
Patrick Beverley,27.3,HOU,Point,128,79,+7.4,39,-1.6,100,+15.6%,95,-6.3%,97,+11.5,98,+11.0,76,+14.8
Bismack Biyombo,23.2,TOR,Big,504,67,+4.3,57,+2.5,51,+0.5%,42,+0.3%,40,-1.6,44,-0.8,47,-4.5
Andrew Bogut,30.9,GSW,Big,364,17,-8.0,10,-8.8,63,+2.5%,89,-4.3%,89,+6.0,94,+6.9,35,-8.5
Kentavious Caldwell-Pope,22.7,DET,Wing,160,81,+8.0,67,+4.4,92,+7.1%,31,+1.3%,18,-4.7,76,+2.5,5,-70.0
DeMarre Carroll,29.3,TOR,Forward,595,83,+8.4,63,+3.7,62,+2.3%,43,+0.0%,60,+0.7,31,-1.7,79,+17.0
Ian Clark,24.7,GSW,Combo,109,26,-4.2,42,-1.4,9,-7.5%,39,+0.4%,45,-1.3,16,-3.5,84,+22.0
Allen Crabbe,23.6,POR,Wing,298,84,+8.5,81,+7.3,23,-4.1%,8,+3.8%,80,+3.4,30,-1.8,87,+25.0
Jamal Crawford,35.6,LAC,Wing,197,80,+7.9,71,+5.5,69,+3.5%,2,+5.4%,14,-5.6,17,-3.5,43,-5.8
Jae Crowder,25.3,BOS,Forward,195,7,-12.1,36,-2.4,7,-7.8%,93,-5.4%,34,-2.1,36,-1.4,50,-3.4
Stephen Curry,27.6,GSW,Point,612,55,+2.5,42,-1.3,52,+0.5%,79,-2.8%,52,-0.5,70,+2.0,21,-20.4
Ed Davis,26.4,POR,Big,204,68,+4.4,86,+8.2,44,-0.6%,3,+5.2%,62,+1.1,43,-0.8,67,+8.6
DeMar DeRozan,26.2,TOR,Wing,745,59,+3.0,64,+3.8,64,+2.8%,72,-2.0%,70,+2.5,75,+2.4,58,+0.8
Matthew Dellavedova,25.1,CLE,Point,218,20,-5.8,17,-6.3,19,-4.4%,17,+2.7%,75,+3.1,61,+1.2,69,+9.8
Luol Deng,30.5,MIA,Forward,492,75,+5.6,82,+7.5,56,+1.0%,55,-0.8%,43,-1.4,24,-2.8,74,+13.0
Boris Diaw,33.5,SAS,Big,138,32,-2.0,11,-8.6,41,-1.5%,18,+2.7%,19,-4.7,2,-6.9,89,+27.3
Goran Dragic,29.5,MIA,Point,470,8,-10.0,8,-11.1,14,-6.2%,60,-1.4%,61,+0.8,10,-4.1,95,+41.0
