Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Mike Conley,25.1,MEM,Point,2749,63,50.1%,80,39%,49,17%,22,16%,20,33%,55,5%,55,23%,57,29%
Daequan Cook,25.5,CHI,Wing,225,1,29.2%,4,8%,7,5%,91,35%,68,39%,45,12%,93,40%,88,52%
Daequan Cook,25.5,HOU,Wing,109,24,45.8%,7,11%,21,8%,81,30%,60,38%,19,5%,98,46%,85,51%
Chris Copeland,28.6,NYK,Big,762,84,56.2%,26,39%,2,7%,43,18%,12,25%,96,11%,95,25%,96,36%
DeMarcus Cousins,22.2,SAC,Big,2271,33,46.9%,48,50%,63,23%,63,25%,62,48%,65,0%,78,1%,76,2%
Jamal Crawford,32.6,LAC,Wing,2126,68,51.0%,14,14%,79,19%,85,31%,87,50%,61,14%,45,22%,46,36%
Jordan Crawford,24.0,BOS,Combo,551,50,47.8%,64,34%,74,19%,30,17%,39,36%,73,11%,39,19%,48,30%
Jordan Crawford,24.0,WAS,Combo,1104,45,47.4%,27,19%,82,22%,70,29%,83,50%,23,4%,62,26%,52,31%
Jae Crowder,22.3,DAL,Forward,1268,46,47.9%,19,26%,15,6%,56,21%,33,27%,60,12%,88,36%,83,47%
Dante Cunningham,25.5,MIN,Big,1939,31,46.8%,11,29%,11,11%,98,59%,97,71%,0,0%,60,0%,54,0%
Stephen Curry,24.6,GSW,Combo,2975,92,55.2%,12,13%,55,16%,74,30%,74,46%,38,6%,86,35%,74,41%
Samuel Dalembert,32.5,MIL,Big,743,78,55.2%,61,56%,66,24%,48,20%,49,43%,0,0%,61,0%,56,0%
Marquis Daniels,31.8,MIL,Wing,1012,6,41.4%,80,39%,93,26%,34,17%,77,44%,36,9%,14,8%,17,18%
Anthony Davis,19.6,NOP,Big,1822,59,51.4%,55,55%,39,19%,65,25%,55,45%,0,0%,70,1%,64,1%
Ed Davis,23.4,MEM,Big,526,54,50.4%,80,68%,80,28%,16,4%,27,32%,0,0%,0,0%,0,0%
Ed Davis,23.4,TOR,Big,1070,80,55.3%,42,49%,92,37%,34,13%,69,51%,0,0%,0,0%,0,0%
Glen Davis,26.8,ORL,Big,1060,20,44.7%,28,40%,77,27%,81,32%,84,60%,62,0%,57,0%,55,0%
Austin Daye,24.4,DET,Wing,302,88,54.9%,15,14%,85,20%,62,25%,83,46%,46,12%,64,28%,56,40%
Austin Daye,24.4,MEM,Forward,299,79,53.0%,6,10%,69,18%,65,24%,69,41%,69,12%,90,37%,85,49%
Nando De Colo,25.4,SAS,Combo,782,61,48.5%,76,36%,23,9%,45,22%,29,31%,71,11%,45,22%,55,33%
DeMar DeRozan,23.2,TOR,Wing,2995,27,46.1%,59,30%,82,19%,98,43%,98,62%,7,3%,10,6%,4,8%
Carlos Delfino,30.2,HOU,Wing,1646,81,53.4%,19,16%,12,6%,13,12%,8,18%,83,20%,98,46%,95,66%
Luol Deng,27.5,CHI,Forward,2890,35,46.3%,56,37%,56,16%,79,27%,75,44%,23,5%,40,14%,33,19%
Boris Diaw,30.5,SAS,Big,1685,89,58.3%,37,45%,18,14%,47,19%,28,33%,93,6%,90,16%,91,22%
DeSagana Diop,30.8,CHA,Big,191,1,31.8%,0,0%,86,32%,99,68%,100,100%,0,0%,0,0%,0,0%
Toney Douglas,26.6,HOU,Combo,837,42,47.1%,55,31%,48,13%,18,14%,15,27%,91,18%,56,24%,77,43%
Toney Douglas,26.6,SAC,Combo,326,94,55.4%,53,28%,44,13%,11,11%,11,24%,85,15%,76,33%,86,48%
Goran Dragic,26.5,PHX,Point,2564,55,49.2%,61,33%,47,16%,53,23%,41,39%,61,6%,47,22%,53,28%
Andre Drummond,19.2,DET,Big,1185,94,60.8%,97,86%,14,12%,9,2%,2,14%,0,0%,59,0%,52,0%
Jared Dudley,27.3,PHX,Wing,2150,89,55.0%,47,26%,17,7%,77,29%,52,36%,55,13%,54,25%,50,38%
Chris Duhon,30.2,LAL,Point,778,82,52.1%,2,11%,10,7%,4,9%,0,16%,92,12%,100,62%,100,73%
Tim Duncan,36.5,SAS,Big,2069,52,50.3%,25,39%,81,29%,81,32%,86,61%,72,0%,55,0%,61,1%
Mike Dunleavy,32.1,MIL,Wing,1888,86,54.6%,31,22%,18,8%,64,26%,39,33%,67,15%,71,30%,69,45%
Kevin Durant,24.1,OKC,Forward,3112,92,55.8%,31,29%,94,27%,71,25%,88,51%,6,1%,58,19%,38,20%
Devin Ebanks,23.0,LAL,Forward,170,4,34.0%,38,32%,67,18%,85,28%,81,46%,54,11%,33,12%,44,23%
Wayne Ellington,24.9,CLE,Wing,949,66,51.0%,27,19%,60,13%,67,27%,69,40%,27,7%,79,34%,57,41%
Wayne Ellington,24.9,MEM,Wing,656,78,52.6%,26,19%,36,11%,53,23%,42,34%,50,13%,80,35%,74,47%
Monta Ellis,27.0,MIL,Combo,3057,29,45.3%,68,35%,53,15%,71,29%,68,45%,26,5%,30,16%,20,20%
Kim English,24.1,DET,Wing,285,8,42.5%,68,33%,8,5%,33,17%,12,23%,80,20%,46,24%,66,44%
Jeremy Evans,25.0,UTA,Big,134,98,66.7%,72,64%,14,12%,61,24%,37,36%,0,0%,0,0%,0,0%
Reggie Evans,32.5,BKN,Big,1951,37,47.7%,93,83%,19,14%,13,3%,7,17%,0,0%,0,0%,0,0%
Tyreke Evans,23.1,SAC,Wing,2007,65,50.9%,98,58%,54,13%,18,14%,22,27%,9,3%,21,12%,12,15%
Festus Ezeli,23.0,GSW,Big,1065,17,44.1%,73,64%,83,30%,20,6%,34,36%,0,0%,0,0%,0,0%
Kenneth Faried,23.0,DEN,Big,2239,78,55.2%,87,73%,51,21%,19,5%,16,27%,0,0%,0,0%,0,0%
Derrick Favors,21.3,UTA,Big,1711,39,48.0%,68,60%,76,27%,31,12%,41,40%,61,0%,54,0%,55,0%
Raymond Felton,28.4,NYK,Combo,2302,59,48.4%,71,35%,47,13%,55,25%,45,38%,27,5%,50,23%,36,27%
Landry Fields,24.3,TOR,Forward,983,50,48.1%,90,52%,98,30%,25,13%,73,43%,8,3%,15,3%,6,6%
Derek Fisher,38.2,DAL,Combo,228,18,43.1%,26,19%,38,12%,86,37%,79,49%,42,7%,58,25%,53,32%
Derek Fisher,38.2,OKC,Wing,310,7,41.7%,2,8%,25,9%,69,27%,51,36%,95,29%,64,28%,91,57%
Evan Fournier,20.0,DEN,Combo,309,95,57.3%,97,55%,20,8%,2,7%,2,15%,62,9%,44,21%,50,30%
Randy Foye,29.1,UTA,Combo,2229,82,52.1%,14,14%,14,8%,44,21%,23,29%,74,11%,97,45%,94,57%
Jimmer Fredette,23.7,SAC,Combo,835,76,50.6%,29,19%,94,27%,36,18%,71,45%,44,7%,68,29%,64,36%
Joel Freeland,25.7,POR,Big,392,7,38.6%,41,48%,66,24%,72,28%,73,52%,0,0%,0,0%,0,0%
Danilo Gallinari,24.2,DEN,Forward,2303,58,49.8%,46,33%,33,12%,52,18%,35,30%,52,10%,75,26%,67,36%
Francisco Garcia,30.8,HOU,Wing,282,98,59.3%,6,10%,2,3%,8,10%,3,14%,98,41%,82,35%,98,76%
Francisco Garcia,30.8,SAC,Wing,696,33,47.0%,13,14%,9,5%,74,28%,40,33%,87,22%,74,31%,89,53%
Kevin Garnett,36.5,BOS,Big,2012,49,49.9%,8,25%,78,28%,94,47%,98,74%,0,0%,79,1%,73,1%
Diante Garrett,24.0,PHX,Combo,104,0,30.6%,73,35%,95,29%,5,9%,47,38%,58,9%,38,18%,35,26%
Marc Gasol,27.8,MEM,Big,2781,48,49.6%,13,30%,96,42%,69,27%,95,69%,58,0%,73,1%,69,1%
Pau Gasol,32.3,LAL,Big,1651,34,47.3%,22,36%,79,28%,80,32%,84,59%,81,1%,84,3%,81,4%
Rudy Gay,26.2,MEM,Wing,1535,15,44.1%,61,31%,99,30%,52,22%,90,53%,6,2%,26,14%,14,17%
Rudy Gay,26.2,TOR,Forward,1144,40,46.6%,21,26%,90,25%,81,27%,90,53%,17,3%,52,18%,40,21%
Alonzo Gee,25.4,CLE,Wing,2536,22,45.5%,89,41%,81,19%,15,13%,31,32%,69,15%,19,11%,28,27%
Mickael Gelabale,29.4,MIN,Wing,587,94,56.4%,62,31%,33,10%,43,20%,30,31%,93,26%,22,12%,51,38%
Paul George,22.5,IND,Wing,2964,52,49.5%,60,30%,43,12%,46,21%,35,33%,36,10%,62,27%,50,37%
Daniel Gibson,26.7,CLE,Combo,853,44,47.3%,5,8%,6,6%,47,23%,20,29%,65,10%,98,53%,98,63%
Taj Gibson,27.4,CHI,Big,1423,42,48.4%,49,51%,46,21%,70,28%,63,48%,63,0%,64,0%,63,1%
Manu Ginobili,35.3,SAS,Wing,1375,64,50.8%,75,37%,44,12%,12,12%,17,24%,33,8%,75,31%,55,39%
Drew Gooden,31.1,MIL,Big,128,2,32.7%,33,42%,43,20%,78,31%,70,51%,83,2%,86,5%,85,7%
Ben Gordon,29.6,CHA,Wing,1533,47,48.7%,30,21%,69,15%,71,27%,75,42%,38,10%,61,27%,49,37%
Eric Gordon,23.9,NOP,Wing,1261,21,45.3%,81,39%,73,17%,38,19%,50,36%,12,4%,44,22%,27,26%
Marcin Gortat,28.7,PHX,Big,1867,64,52.0%,47,50%,89,34%,37,15%,64,49%,0,0%,66,0%,58,0%
Aaron Gray,27.9,TOR,Big,481,60,51.7%,83,69%,84,30%,6,1%,23,31%,0,0%,0,0%,0,0%
Danny Green,25.4,SAS,Wing,2188,97,58.8%,39,23%,15,7%,10,11%,7,18%,91,25%,81,35%,92,60%
Draymond Green,22.7,GSW,Forward,966,6,37.2%,48,35%,63,17%,69,24%,63,40%,42,8%,48,17%,52,25%
Gerald Green,26.8,IND,Wing,975,10,42.8%,23,18%,42,11%,72,27%,66,39%,42,11%,77,32%,64,43%
Jeff Green,26.2,BOS,Forward,2208,75,51.6%,81,46%,54,16%,54,19%,46,34%,67,12%,25,7%,31,19%
Willie Green,31.3,LAC,Wing,1096,93,56.3%,33,22%,29,10%,68,27%,53,36%,89,24%,35,18%,61,42%
Blake Griffin,23.6,LAC,Big,2590,75,54.1%,46,50%,60,23%,62,25%,60,47%,78,1%,80,1%,80,2%
Hamed Haddadi,27.5,PHX,Big,206,13,42.9%,72,64%,38,19%,41,17%,36,36%,0,0%,0,0%,0,0%
Jordan Hamilton,22.1,DEN,Forward,295,48,47.9%,27,28%,92,27%,19,10%,52,37%,31,7%,81,29%,65,35%
Richard Hamilton,34.7,CHI,Wing,1087,17,44.6%,7,11%,97,29%,100,50%,100,79%,13,4%,11,6%,7,11%
Ben Hansbrough,24.9,IND,Point,133,4,35.7%,55,31%,0,0%,45,22%,6,22%,69,6%,88,41%,86,47%
Tyler Hansbrough,27.0,IND,Big,1299,12,42.3%,69,61%,34,18%,52,21%,40,39%,0,0%,63,0%,57,0%
James Harden,23.2,HOU,Wing,2976,64,50.7%,83,39%,69,16%,21,15%,29,31%,2,1%,69,29%,34,30%
Maurice Harkless,19.5,ORL,Forward,1906,52,48.5%,100,61%,42,13%,6,7%,15,20%,79,14%,21,6%,35,19%
Al Harrington,32.7,ORL,Forward,112,19,42.3%,33,30%,4,4%,27,13%,4,17%,73,13%,96,41%,90,54%
Devin Harris,29.7,ATL,Combo,1405,89,53.4%,70,35%,12,8%,8,11%,5,19%,36,6%,94,40%,83,46%
Terrel Harris,25.2,NOP,Wing,102,0,11.8%,51,28%,38,11%,73,28%,67,39%,21,6%,64,28%,41,33%
Tobias Harris,20.3,MIL,Forward,294,71,51.5%,75,43%,96,30%,13,9%,54,39%,73,13%,19,6%,29,19%
Tobias Harris,20.3,ORL,Big,948,42,48.3%,31,41%,77,27%,28,12%,40,39%,90,5%,89,15%,88,20%
Udonis Haslem,32.4,MIA,Big,1399,58,51.2%,42,48%,4,9%,92,43%,72,52%,0,0%,0,0%,0,0%
Spencer Hawes,24.5,PHI,Big,2192,39,48.1%,24,38%,28,17%,83,35%,71,52%,84,2%,87,7%,86,10%
Chuck Hayes,29.4,SAC,Big,1143,15,43.5%,65,59%,94,40%,7,1%,45,41%,0,0%,67,1%,60,1%
Gordon Hayward,22.6,UTA,Wing,2082,58,50.3%,69,34%,47,12%,65,26%,61,38%,26,7%,43,22%,31,28%
Brendan Haywood,32.9,CHA,Big,1148,13,42.7%,36,44%,99,48%,23,7%,78,56%,0,0%,0,0%,0,0%
Gerald Henderson,24.9,CHA,Wing,2113,31,46.9%,70,34%,87,21%,94,36%,95,56%,5,2%,12,7%,5,10%
Xavier Henry,21.6,NOP,Wing,576,12,43.6%,96,49%,31,10%,93,36%,81,46%,16,5%,2,1%,3,5%
John Henson,21.8,MIL,Big,760,47,49.0%,66,60%,78,27%,30,12%,42,40%,70,0%,61,0%,62,1%
Roy Hibbert,25.9,IND,Big,2264,22,45.0%,38,45%,98,43%,27,11%,76,55%,64,0%,0,0%,51,0%
JJ Hickson,24.2,POR,Big,2317,84,56.1%,78,67%,42,20%,34,13%,28,33%,60,0%,49,0%,51,0%
Nene Hilario,30.1,WAS,Big,1647,38,47.9%,50,52%,56,22%,66,26%,61,48%,0,0%,51,0%,43,0%
George Hill,26.5,IND,Point,2615,84,52.4%,24,22%,55,18%,43,22%,49,40%,82,9%,65,30%,71,38%
Grant Hill,40.1,LAC,Forward,398,13,41.2%,25,27%,75,19%,100,45%,98,64%,46,8%,10,1%,13,9%
Jordan Hill,25.3,LAL,Big,444,57,51.0%,55,55%,40,19%,68,26%,57,45%,0,0%,0,0%,0,0%
Kirk Hinrich,31.8,CHI,Combo,1761,39,46.8%,24,18%,35,12%,73,30%,64,42%,45,7%,77,33%,70,40%
Jrue Holiday,22.4,PHI,Point,2914,37,47.0%,59,33%,71,20%,80,29%,84,50%,27,3%,20,15%,16,18%
Justin Holiday,23.6,PHI,Combo,112,12,42.1%,39,23%,9,8%,92,43%,80,50%,50,8%,41,20%,38,28%
Ryan Hollins,28.1,LAC,Big,537,96,61.5%,84,70%,60,23%,21,7%,20,30%,0,0%,0,0%,0,0%
Al Horford,26.4,ATL,Big,2744,76,54.5%,30,41%,58,23%,87,36%,83,59%,66,0%,60,0%,61,1%
Dwight Howard,26.9,LAL,Big,2714,89,58.1%,89,75%,59,23%,10,2%,13,25%,63,0%,57,0%,57,0%
Josh Howard,32.5,MIN,Wing,203,26,45.9%,55,28%,86,21%,92,35%,93,55%,7,3%,25,14%,14,17%
Kris Humphries,27.7,BKN,Big,1140,21,44.7%,59,56%,63,23%,51,21%,52,44%,69,0%,0,0%,54,0%
Serge Ibaka,23.1,OKC,Big,2478,90,58.6%,28,41%,29,17%,86,36%,73,53%,92,6%,65,0%,84,7%
Andre Iguodala,28.8,DEN,Wing,2768,63,50.6%,76,37%,45,12%,45,21%,36,33%,41,11%,38,19%,33,30%
Ersan Ilyasova,25.5,MIL,Big,1998,65,52.6%,19,34%,13,12%,76,29%,45,41%,85,2%,93,22%,92,25%
Kyrie Irving,20.6,CLE,Point,2044,65,50.5%,51,29%,80,22%,61,25%,73,47%,4,2%,49,22%,39,24%
Royal Ivey,30.9,PHI,Combo,658,98,58.0%,23,18%,11,8%,12,13%,6,20%,100,26%,89,35%,95,62%
Jarrett Jack,29.0,GSW,Point,2332,67,50.7%,4,12%,88,27%,98,39%,100,67%,43,4%,27,17%,27,21%
Reggie Jackson,22.5,OKC,Combo,820,77,50.6%,82,39%,68,18%,24,15%,33,33%,32,5%,47,22%,39,28%
Stephen Jackson,34.6,SAS,Wing,1006,28,46.2%,64,32%,40,11%,4,8%,9,20%,69,16%,78,33%,77,48%
Bernard James,27.7,DAL,Big,383,66,52.6%,92,79%,33,18%,10,2%,8,20%,79,1%,0,0%,67,1%
LeBron James,27.8,MIA,Forward,2872,98,60.5%,77,43%,71,18%,60,23%,65,41%,13,3%,38,14%,25,17%
Mike James,37.4,DAL,Combo,836,47,47.5%,32,20%,83,22%,23,15%,41,36%,92,18%,59,26%,82,44%
Antawn Jamison,36.4,LAL,Forward,1612,81,53.1%,67,41%,50,14%,4,7%,19,21%,58,11%,73,26%,69,37%
Al Jefferson,27.8,UTA,Big,2571,49,49.8%,14,31%,87,33%,84,35%,92,68%,70,0%,70,1%,68,1%
