Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Anthony Davis,27.6,LAL,Big,186,3,42.9%,37,38%,51,20%,94,26%,89,46%,57,2%,46,14%,46,16%
Luka Doncic,21.7,DAL,Wing,280,71,57.8%,29,19%,96,32%,68,14%,86,46%,0,0%,50,34%,21,35%
Goran Dragic,34.5,MIA,Point,111,43,53.0%,21,17%,29,17%,86,21%,64,38%,100,19%,43,26%,57,45%
Andre Drummond,27.2,LAL,Big,121,66,60.0%,94,85%,26,15%,0,0%,20,15%,0,0%,0,0%,0,0%
Kevin Durant,32.1,BKN,Forward,477,74,57.4%,30,16%,87,34%,91,24%,100,58%,0,2%,30,24%,17,26%
Joel Embiid,26.6,PHI,Big,356,40,55.3%,14,29%,91,34%,86,19%,97,53%,0,0%,57,18%,49,18%
Derrick Favors,29.3,UTA,Big,144,91,69.6%,86,81%,46,19%,0,0%,29,19%,0,0%,0,0%,0,0%
Dorian Finney-Smith,27.5,DAL,Forward,269,61,53.1%,70,29%,22,8%,35,6%,30,14%,52,14%,74,43%,57,57%
Bryn Forbes,27.3,MIL,Combo,256,86,57.0%,0,3%,14,11%,43,6%,5,18%,81,18%,100,62%,100,80%
Evan Fournier,28.0,BOS,Wing,200,29,50.7%,32,19%,75,21%,64,13%,71,34%,57,18%,32,29%,36,47%
Daniel Gafford,22.1,WAS,Big,142,100,80.6%,77,77%,57,20%,31,2%,46,23%,0,0%,0,0%,0,0%
Danilo Gallinari,32.2,ATL,Big,441,23,52.6%,3,12%,40,18%,97,26%,83,43%,63,4%,94,41%,83,45%
Paul George,30.5,LAC,Forward,776,48,50.8%,78,30%,57,16%,74,17%,61,33%,22,5%,43,32%,35,37%
Taj Gibson,35.4,NYK,Big,137,66,60.0%,83,80%,23,15%,54,5%,34,20%,0,0%,0,0%,0,0%
Rudy Gobert,28.4,UTA,Big,375,94,75.0%,100,94%,9,6%,0,0%,6,6%,0,0%,0,0%,0,0%
Aaron Gordon,25.1,DEN,Forward,298,30,48.0%,100,53%,61,17%,52,8%,48,26%,30,6%,9,15%,9,21%
Danny Green,33.4,PHI,Forward,198,83,59.6%,22,15%,4,4%,26,4%,4,9%,87,28%,83,49%,96,77%
JaMychal Green,30.4,DEN,Big,186,9,50.0%,60,54%,0,0%,46,4%,0,4%,77,10%,80,31%,74,42%
Jeff Green,34.2,BKN,Big,147,86,65.6%,51,42%,11,8%,34,3%,11,11%,97,22%,71,25%,91,47%
Blake Griffin,31.6,BKN,Big,317,80,62.8%,57,51%,3,5%,26,1%,9,6%,60,4%,86,39%,77,43%
Rui Hachimura,22.7,WAS,Big,211,97,75.4%,9,23%,63,22%,100,27%,94,48%,80,11%,54,17%,54,28%
Tim Hardaway Jr.,28.6,DAL,Wing,261,54,53.5%,21,18%,79,22%,36,7%,61,29%,36,13%,57,40%,46,53%
James Harden,31.2,BKN,Point,311,93,60.9%,29,19%,64,26%,21,2%,36,28%,29,2%,93,51%,79,53%
Joe Harris,29.2,BKN,Wing,423,50,52.1%,46,23%,25,7%,29,5%,29,12%,32,12%,93,53%,75,65%
Tobias Harris,28.3,PHI,Forward,436,57,52.8%,87,31%,91,39%,61,12%,91,50%,4,2%,13,17%,4,19%
George Hill,34.5,PHI,Combo,203,67,54.8%,81,29%,57,27%,19,2%,33,29%,71,13%,38,29%,57,42%
Solomon Hill,29.6,ATL,Forward,138,4,34.1%,48,21%,48,13%,0,0%,17,13%,91,29%,61,38%,78,67%
Jrue Holiday,30.4,MIL,Combo,900,10,46.1%,86,30%,43,23%,62,12%,62,35%,38,6%,33,29%,24,35%
Dwight Howard,34.9,PHI,Big,143,31,53.3%,91,82%,29,16%,0,0%,23,16%,0,0%,34,2%,34,2%
Kevin Huerter,22.2,ATL,Wing,556,46,52.0%,0,7%,82,25%,82,17%,82,42%,39,14%,54,37%,43,51%
DeAndre Hunter,22.9,ATL,Forward,151,17,46.7%,26,16%,70,27%,87,22%,83,49%,43,12%,26,22%,30,35%
Joe Ingles,33.1,UTA,Forward,306,96,65.4%,43,19%,26,9%,13,1%,9,10%,65,16%,91,56%,83,72%
Kyrie Irving,28.6,BKN,Combo,318,71,55.0%,33,21%,52,25%,71,15%,76,40%,14,4%,62,35%,43,38%
Jaren Jackson,21.1,MEM,Big,183,17,50.8%,26,33%,49,20%,0,0%,31,20%,66,7%,91,41%,94,47%
Reggie Jackson,30.5,LAC,Combo,621,90,60.6%,38,22%,24,14%,57,10%,29,25%,62,13%,71,40%,67,53%
LeBron James,35.8,LAL,Wing,258,57,54.3%,96,42%,39,12%,50,10%,46,22%,14,4%,46,32%,25,36%
Cameron Johnson,24.7,PHX,Forward,428,100,65.7%,61,24%,13,5%,48,7%,17,13%,96,31%,48,32%,74,63%
Nikola Jokic,25.7,DEN,Big,344,43,55.5%,23,32%,83,27%,83,19%,86,46%,54,2%,60,20%,51,22%
Luke Kennard,24.4,LAC,Combo,208,95,70.3%,5,3%,19,12%,48,7%,14,19%,100,31%,81,47%,95,78%
Maxi Kleber,28.8,DAL,Big,187,37,55.2%,0,10%,20,13%,74,13%,51,27%,100,23%,89,40%,100,63%
Furkan Korkmaz,23.3,PHI,Forward,180,22,47.8%,35,17%,52,15%,43,7%,39,22%,61,15%,78,46%,70,61%
Kyle Kuzma,25.3,LAL,Forward,144,0,31.9%,91,37%,39,10%,65,12%,43,22%,43,12%,39,29%,43,41%
Romeo Langford,21.0,BOS,Wing,113,11,48.1%,89,40%,29,7%,0,0%,11,7%,96,33%,18,20%,46,53%
Kawhi Leonard,29.3,LAC,Forward,431,91,62.9%,83,30%,83,28%,70,15%,70,43%,17,4%,22,22%,22,26%
Damian Lillard,30.3,POR,Point,247,86,59.8%,50,27%,7,9%,50,9%,21,19%,71,5%,86,49%,93,54%
Brook Lopez,32.6,MIL,Big,660,63,59.9%,49,41%,74,23%,40,4%,54,27%,74,10%,63,21%,60,31%
Terance Mann,24.0,LAC,Wing,370,82,59.3%,100,44%,54,15%,46,9%,54,25%,71,21%,0,11%,18,32%
Wesley Matthews,34.1,LAL,Wing,124,4,41.7%,18,16%,32,8%,14,3%,21,11%,89,29%,75,45%,96,74%
Tyrese Maxey,20.0,PHI,Combo,144,29,48.4%,95,40%,76,30%,76,16%,81,46%,0,1%,5,13%,0,14%
CJ McCollum,29.1,POR,Combo,239,33,50.0%,29,14%,81,31%,86,19%,90,50%,43,8%,29,28%,29,35%
De'Anthony Melton,22.4,MEM,Combo,104,14,47.3%,52,24%,29,18%,0,0%,10,18%,95,29%,43,29%,76,58%
Khris Middleton,29.2,MIL,Forward,913,39,50.3%,17,13%,65,24%,100,25%,87,49%,9,3%,52,35%,39,38%
Paul Millsap,35.7,DEN,Big,106,9,50.0%,31,35%,43,18%,43,4%,43,22%,0,0%,100,43%,80,43%
Shake Milton,24.1,PHI,Combo,105,0,39.3%,48,23%,90,32%,38,6%,67,38%,24,4%,57,34%,38,38%
Donovan Mitchell,24.2,UTA,Combo,345,76,55.2%,43,23%,38,23%,52,8%,43,31%,5,2%,76,44%,62,46%
Ja Morant,21.2,MEM,Point,288,50,53.1%,57,28%,100,40%,43,5%,71,46%,7,1%,29,25%,29,26%
Marcus Morris,31.2,LAC,Big,604,20,52.3%,6,13%,60,21%,91,21%,80,42%,89,16%,77,30%,89,46%
Monte Morris,25.3,DEN,Combo,282,33,50.0%,90,34%,10,11%,90,24%,57,34%,57,10%,24,22%,19,32%
Raul Neto,28.5,WAS,Combo,149,48,51.4%,52,24%,67,29%,33,5%,52,34%,67,13%,43,29%,52,42%
Georges Niang,27.4,UTA,Forward,128,9,39.7%,4,10%,35,10%,30,5%,35,15%,83,20%,87,55%,87,75%
Jusuf Nurkic,26.2,POR,Big,173,49,56.5%,74,68%,66,22%,37,3%,49,25%,0,0%,37,6%,37,6%
Royce O'Neale,27.4,UTA,Wing,402,96,67.1%,64,26%,14,5%,0,0%,4,5%,79,22%,82,47%,89,69%
Onyeka Okongwu,19.9,ATL,Big,152,77,61.5%,69,62%,89,32%,60,6%,71,38%,0,0%,0,0%,0,0%
Chris Paul,35.5,PHX,Point,680,64,53.6%,0,10%,79,31%,100,40%,100,70%,43,3%,21,17%,21,20%
Cameron Payne,26.2,PHX,Point,403,36,50.0%,71,35%,71,27%,36,4%,50,31%,57,4%,50,30%,36,34%
Michael Porter,22.3,DEN,Forward,331,78,58.1%,52,21%,17,7%,78,19%,52,26%,39,11%,65,42%,52,53%
Bobby Portis,25.7,MIL,Big,348,29,52.8%,29,34%,77,25%,66,8%,60,33%,91,17%,49,16%,66,33%
Kristaps Porzingis,25.3,DAL,Big,232,26,52.8%,11,26%,71,23%,77,17%,77,40%,69,8%,74,27%,71,35%
Norman Powell,27.4,POR,Wing,215,68,57.3%,86,40%,50,14%,71,14%,64,29%,64,19%,4,12%,14,31%
Julius Randle,25.9,NYK,Big,180,0,34.4%,17,32%,31,16%,89,20%,69,37%,69,8%,69,24%,63,32%
Austin Rivers,28.3,DEN,Wing,302,75,58.1%,50,23%,43,12%,18,3%,36,15%,68,21%,68,41%,64,62%
Rajon Rondo,34.7,LAC,Point,220,21,44.3%,86,38%,0,9%,29,4%,7,13%,86,9%,64,41%,71,50%
Derrick Rose,32.1,NYK,Point,174,71,53.7%,79,36%,57,26%,79,20%,79,46%,64,5%,7,13%,7,18%
Dario Saric,26.6,PHX,Big,131,34,53.6%,54,46%,34,17%,46,4%,40,21%,0,0%,83,33%,69,33%
Dennis Schroder,27.1,LAL,Point,226,14,42.8%,93,39%,43,18%,57,9%,29,27%,79,7%,36,26%,43,34%
Landry Shamet,23.6,BKN,Wing,195,61,56.9%,61,24%,7,3%,32,5%,14,8%,75,22%,79,46%,86,68%
Ben Simmons,24.3,PHI,Point,402,100,62.1%,100,82%,36,17%,0,0%,14,17%,0,0%,0,1%,0,1%
Anfernee Simons,21.4,POR,Combo,105,100,78.0%,10,4%,0,8%,81,16%,24,24%,86,24%,86,48%,90,72%
Marcus Smart,26.7,BOS,Combo,209,81,56.3%,19,13%,48,24%,29,5%,38,29%,48,9%,90,49%,81,58%
Ish Smith,32.3,WAS,Combo,149,24,48.0%,71,26%,86,31%,95,28%,95,59%,33,6%,0,9%,5,15%
Jayson Tatum,22.7,BOS,Forward,217,43,50.4%,57,24%,74,27%,83,20%,78,46%,13,4%,35,26%,26,30%
Jeff Teague,32.4,MIL,Combo,100,5,40.5%,67,24%,100,40%,0,0%,71,40%,19,4%,52,32%,33,36%
Tristan Thompson,29.6,BOS,Big,155,46,56.1%,80,80%,51,20%,0,0%,37,20%,0,0%,0,0%,0,0%
Matisse Thybulle,23.7,PHI,Wing,213,79,59.0%,68,27%,21,6%,0,0%,7,6%,54,18%,89,49%,82,67%
PJ Tucker,35.5,MIL,Forward,670,26,47.9%,74,30%,30,9%,9,1%,13,10%,100,54%,0,6%,65,60%
Jonas Valanciunas,28.5,MEM,Big,228,57,59.4%,46,41%,97,43%,51,5%,91,48%,0,0%,40,11%,40,11%
Kemba Walker,30.5,BOS,Point,124,7,42.3%,43,25%,14,10%,71,19%,43,29%,36,3%,71,43%,64,46%
Russell Westbrook,32.0,WAS,Point,252,0,37.3%,64,35%,50,23%,93,24%,93,47%,50,4%,14,15%,14,19%
Lou Williams,34.0,ATL,Combo,275,52,51.8%,24,13%,62,28%,100,34%,100,62%,29,5%,14,20%,14,25%
Trae Young,22.1,ATL,Point,603,29,48.2%,14,16%,86,32%,64,15%,86,46%,14,1%,57,36%,50,37%
Ivica Zubac,23.6,LAC,Big,301,60,59.6%,89,82%,37,17%,29,1%,26,18%,0,0%,0,0%,0,0%
