Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,28.9,SAC,Big,122,59,-2.8,15,+8.4,84,-6.8%,99,+8.6%,97,-22.7,94,-9.3,97,-77.2
Malik Allen,27.3,CHI,Big,116,47,-0.3,35,+3.3,32,+2.1%,1,-8.4%,71,-4.1,48,-0.3,62,-17.8
Carmelo Anthony,21.4,DEN,Forward,192,100,-31.9,100,-30.3,99,-19.7%,26,-1.7%,74,-5.2,95,-9.6,20,+31.8
Gilbert Arenas,23.8,WAS,Combo,283,39,+1.6,4,+18.3,90,-9.0%,93,+5.0%,73,-4.8,100,-20.7,9,+60.8
Chucky Atkins,31.2,MEM,Point,101,2,+16.9,8,+13.8,3,+10.6%,0,-9.3%,7,+10.7,0,+13.6,85,-45.0
Leandro Barbosa,22.9,PHX,Wing,625,28,+4.4,53,-0.4,3,+10.4%,9,-3.7%,17,+6.4,9,+6.2,50,-6.7
Brent Barry,33.8,SAS,Wing,281,4,+15.2,9,+13.2,46,-0.0%,25,-1.7%,39,+1.7,45,-0.0,42,+7.9
Shane Battier,27.1,MEM,Forward,128,85,-9.3,97,-17.4,74,-4.8%,79,+1.8%,12,+8.4,88,-6.6,3,+86.1
Raja Bell,29.1,PHX,Wing,673,42,+1.3,33,+3.8,65,-2.8%,85,+3.0%,28,+4.1,56,-1.0,22,+26.1
Mike Bibby,27.5,SAC,Point,255,23,+5.5,59,-1.4,96,-13.1%,28,-1.4%,3,+22.0,24,+2.8,0,+140.7
Chauncey Billups,29.1,DET,Point,702,82,-8.0,72,-5.4,63,-2.6%,76,+1.4%,93,-15.6,86,-6.3,78,-34.8
Andrew Bogut,20.9,MIL,Big,168,94,-12.0,22,+6.1,98,-17.5%,97,+8.2%,100,-30.4,99,-19.5,72,-27.1
Bruce Bowen,34.4,SAS,Wing,440,78,-7.2,75,-5.7,67,-3.6%,72,+1.2%,56,-1.7,74,-3.8,37,+14.0
Earl Boykins,29.4,DEN,Point,139,3,+15.5,3,+18.8,81,-5.6%,97,+6.7%,35,+2.8,43,+0.1,35,+17.0
Elton Brand,26.6,LAC,Big,516,0,+21.6,3,+20.0,83,-6.0%,86,+3.1%,87,-9.8,77,-4.1,77,-30.5
Kwame Brown,23.6,LAL,Big,224,9,+11.7,14,+8.7,64,-2.8%,78,+1.6%,89,-11.0,70,-3.2,93,-61.2
Kobe Bryant,27.2,LAL,Combo,313,47,+0.2,9,+11.7,47,-0.1%,12,-3.5%,86,-7.7,39,+0.8,100,-87.5
Greg Buckner,29.1,DEN,Wing,137,96,-15.9,88,-9.7,66,-2.9%,77,+1.4%,95,-21.0,93,-9.2,91,-54.8
Caron Butler,25.6,WAS,Wing,261,88,-9.4,91,-13.0,58,-2.2%,2,-8.4%,23,+5.4,79,-4.7,14,+48.3
Marcus Camby,31.6,DEN,Big,175,74,-6.2,71,-4.8,9,+8.6%,58,+0.3%,69,-3.8,22,+3.3,91,-54.2
Vince Carter,28.8,NJN,Wing,449,58,-2.7,65,-2.5,78,-5.5%,30,-1.3%,78,-5.9,60,-1.5,65,-19.4
Sam Cassell,36.0,LAC,Point,403,3,+15.8,2,+20.4,33,+2.1%,72,+1.2%,83,-7.0,53,-0.7,84,-38.7
Tyson Chandler,23.1,CHI,Big,103,16,+8.0,28,+5.4,45,+0.2%,35,-0.9%,59,-2.2,19,+4.2,83,-38.3
Jason Collins,26.9,NJN,Big,302,51,-0.8,60,-1.7,82,-5.7%,91,+4.1%,37,+2.6,80,-4.7,13,+48.4
Austin Croshere,30.5,IND,Forward,173,17,+7.1,6,+14.8,41,+0.9%,100,+9.9%,31,+3.4,51,-0.5,21,+28.9
Erick Dampier,30.3,DAL,Big,447,31,+4.0,47,+1.1,48,-0.2%,52,+0.1%,33,+3.4,53,-0.6,27,+24.6
Antonio Daniels,30.6,WAS,Point,215,19,+6.9,19,+7.2,27,+3.1%,96,+5.8%,29,+4.0,16,+5.0,59,-14.4
Marquis Daniels,24.8,DAL,Wing,207,55,-1.8,66,-2.9,20,+4.4%,29,-1.4%,15,+7.1,12,+5.9,47,+2.5
Tony Delk,31.8,DET,Combo,114,11,+10.3,32,+4.0,59,-2.3%,60,+0.4%,11,+8.6,37,+0.9,17,+38.0
Luol Deng,20.5,CHI,Forward,178,34,+3.5,54,-0.6,42,+0.7%,84,+2.7%,48,-0.3,72,-3.5,30,+19.1
Boris Diaw,23.5,PHX,Big,793,76,-6.9,89,-11.0,53,-1.3%,53,+0.1%,42,+0.9,62,-1.6,39,+11.3
DeSagana Diop,23.8,DAL,Big,404,73,-6.1,66,-3.5,35,+1.6%,80,+2.0%,46,-0.1,28,+2.1,58,-14.2
Chris Duhon,23.2,CHI,Point,127,35,+2.2,20,+6.9,40,+1.2%,49,-0.1%,84,-7.3,59,-1.5,75,-29.2
Tim Duncan,29.5,SAS,Big,491,71,-5.1,5,+14.9,97,-16.0%,95,+5.7%,94,-20.3,96,-10.0,78,-35.1
Michael Finley,32.7,SAS,Forward,408,16,+7.9,11,+10.1,25,+3.4%,71,+1.0%,66,-3.2,46,-0.1,64,-18.3
T.J. Ford,22.6,MIL,Point,160,99,-23.7,82,-7.6,72,-4.6%,83,+2.7%,98,-25.3,92,-8.9,97,-68.6
Pau Gasol,25.3,MEM,Big,157,25,+4.9,18,+7.5,72,-4.5%,46,-0.2%,91,-14.9,90,-7.1,70,-23.8
Devean George,28.2,LAL,Wing,120,95,-13.3,92,-13.5,22,+4.0%,65,+0.6%,28,+4.2,30,+1.8,34,+17.5
Manu Ginobili,28.3,SAS,Wing,424,97,-16.3,93,-13.6,49,-0.3%,63,+0.6%,68,-3.6,27,+2.3,79,-35.4
Drew Gooden,24.1,CLE,Big,280,79,-7.7,77,-6.6,75,-5.0%,68,+0.9%,26,+4.3,52,-0.5,23,+26.0
Ben Gordon,22.6,CHI,Wing,244,78,-7.2,97,-15.8,19,+4.5%,22,-2.1%,4,+16.7,18,+4.3,4,+74.3
Danny Granger,22.5,IND,Forward,158,12,+9.9,36,+3.0,16,+5.0%,4,-6.5%,2,+22.0,3,+11.0,5,+73.6
Adrian Griffin,31.3,DAL,Wing,338,53,-0.9,43,+1.9,54,-1.3%,66,+0.7%,58,-1.9,76,-4.1,28,+19.4
Richard Hamilton,27.7,DET,Wing,689,54,-1.3,27,+5.5,95,-12.4%,47,-0.1%,91,-13.4,91,-8.8,59,-15.1
Devin Harris,22.7,DAL,Point,556,28,+4.5,17,+7.5,52,-0.8%,32,-1.1%,45,+0.0,23,+3.1,68,-22.3
Udonis Haslem,25.4,MIA,Big,647,20,+6.0,24,+5.9,59,-2.2%,56,+0.3%,34,+3.0,71,-3.2,15,+45.6
Brendan Haywood,25.9,WAS,Big,154,91,-10.4,94,-13.9,61,-2.4%,17,-2.3%,55,-1.6,78,-4.1,33,+18.2
Kirk Hinrich,24.8,CHI,Combo,233,57,-2.4,78,-7.1,16,+4.9%,88,+3.4%,8,+10.6,6,+6.6,31,+18.9
Robert Horry,35.2,SAS,Big,223,48,-0.5,84,-8.6,6,+9.2%,13,-3.4%,14,+7.8,14,+5.6,43,+6.7
