Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Dominick Barlow,21.4,ATL,Big,336,75,2.4%,44,1.1%,9,5.5%,73,10.7%,21,13.6%,0,0.0%,8,7.1%
Harrison Barnes,32.4,SAS,Big,2224,2,0.3%,12,0.8%,100,1.4%,13,4.4%,4,9.3%,0,0.0%,8,6.8%
Scottie Barnes,23.3,TOR,Forward,2121,90,1.5%,79,1.8%,91,1.9%,73,4.8%,94,17.6%,81,4.3%,67,20.9%
RJ Barrett,24.4,TOR,Forward,1855,21,0.5%,26,1.0%,60,2.9%,40,3.2%,85,15.4%,48,1.7%,82,30.0%
Charles Bassey,24.0,SAS,Big,316,98,4.1%,79,1.6%,8,5.6%,98,15.6%,79,22.2%,0,0.0%,99,53.8%
Jamison Battle,23.5,TOR,Forward,977,25,0.5%,1,0.6%,25,3.7%,38,3.2%,53,11.8%,79,4.2%,20,8.7%
Nicolas Batum,35.9,LAC,Forward,1344,84,1.3%,72,1.7%,36,3.5%,46,3.6%,43,11.3%,0,0.0%,61,20.0%
Damion Baugh,24.2,CHA,Combo,347,22,0.3%,56,1.7%,71,2.4%,66,3.5%,32,8.6%,95,5.6%,84,12.5%
Bradley Beal,31.3,PHX,Wing,1699,63,0.8%,58,1.5%,37,3.5%,30,2.2%,20,8.1%,70,1.5%,63,13.6%
Malik Beasley,27.9,DET,Wing,2272,3,0.1%,38,1.3%,87,2.2%,27,2.1%,11,7.2%,0,0.0%,18,4.3%
Reece Beekman,23.1,BKN,Point,413,15,0.3%,98,2.8%,35,3.4%,60,2.5%,15,6.5%,0,0.0%,0,0.0%
Goga Bitadze,25.3,ORL,Big,1402,95,3.9%,76,1.5%,41,4.0%,85,12.3%,81,22.6%,53,1.4%,53,28.1%
Bismack Biyombo,32.2,SAS,Big,511,69,2.2%,67,1.4%,50,3.7%,55,8.5%,65,19.8%,0,0.0%,52,27.8%
Anthony Black,20.8,ORL,Combo,1809,95,1.4%,72,2.0%,23,3.6%,53,3.0%,63,10.1%,0,0.0%,59,7.9%
Bogdan Bogdanovic,32.2,LAC,Wing,735,23,0.4%,33,1.3%,26,3.8%,21,1.8%,63,11.2%,0,0.0%,23,5.1%
Bogdan Bogdanovic,32.2,ATL,Wing,597,28,0.4%,41,1.4%,36,3.5%,18,1.8%,30,8.6%,0,0.0%,46,9.4%
Bol Bol,25.0,PHX,Big,375,85,3.0%,16,0.8%,96,2.1%,19,5.0%,43,16.6%,0,0.0%,50,27.3%
Adem Bona,21.6,PHI,Big,822,93,3.7%,52,1.2%,17,4.8%,70,10.3%,40,16.3%,76,4.8%,31,19.5%
Devin Booker,28.0,PHX,Combo,2780,18,0.3%,11,1.0%,51,2.9%,51,2.9%,26,8.4%,0,0.0%,23,2.9%
Brandon Boston Jr.,22.9,NOP,Forward,953,27,0.5%,89,2.2%,59,2.9%,25,2.8%,38,11.1%,0,0.0%,17,7.7%
Chris Boucher,31.8,TOR,Big,842,45,1.5%,42,1.1%,70,3.1%,49,8.0%,52,17.3%,92,8.1%,56,28.9%
Malaki Branham,21.5,SAS,Wing,321,16,0.3%,23,1.2%,45,3.2%,11,1.6%,26,8.5%,0,0.0%,48,10.0%
Christian Braun,23.5,DEN,Wing,2667,54,0.7%,43,1.4%,75,2.5%,70,4.2%,54,10.6%,0,0.0%,75,18.1%
Mikal Bridges,28.2,NYK,Forward,3022,50,0.7%,29,1.1%,97,1.7%,17,2.5%,1,6.5%,0,0.0%,5,2.5%
Miles Bridges,26.6,CHA,Forward,2025,76,1.1%,18,0.9%,95,1.8%,37,3.1%,95,18.1%,88,6.7%,96,39.6%
Oshae Brissett,26.4,PHI,Big,142,24,1.1%,56,1.2%,32,4.3%,19,5.0%,5,9.7%,0,0.0%,93,50.0%
Malcolm Brogdon,31.9,WAS,Combo,563,41,0.4%,9,1.0%,91,2.0%,75,3.8%,82,12.5%,0,0.0%,24,3.0%
Dillon Brooks,28.8,HOU,Forward,2386,10,0.3%,25,1.0%,22,4.0%,25,2.8%,6,8.2%,72,3.6%,14,6.9%
Keion Brooks,24.3,NOP,Forward,301,87,1.4%,57,1.4%,28,3.6%,30,2.9%,54,11.9%,89,7.1%,82,30.0%
Bruce Brown,28.2,TOR,Wing,340,31,0.4%,87,2.1%,50,3.1%,80,4.8%,91,14.2%,0,0.0%,72,17.4%
Bruce Brown,28.2,NOP,Combo,567,61,0.6%,25,1.3%,30,3.3%,82,4.0%,86,12.9%,0,0.0%,91,14.3%
Jaylen Brown,28.0,BOS,Wing,2154,27,0.4%,53,1.5%,71,2.7%,65,3.9%,69,11.6%,0,0.0%,98,37.6%
Kobe Brown,24.8,LAC,Big,156,21,1.0%,7,0.6%,59,3.4%,48,7.9%,32,15.0%,0,0.0%,93,50.0%
Jalen Brunson,28.2,NYK,Point,2300,2,0.2%,8,1.1%,71,2.5%,8,1.3%,25,7.4%,0,0.0%,46,4.6%
Thomas Bryant,27.3,MIA,Big,103,87,3.3%,3,0.4%,62,3.3%,28,5.9%,58,18.5%,0,0.0%,81,40.0%
Thomas Bryant,27.3,IND,Big,814,61,1.9%,61,1.3%,68,3.2%,65,9.5%,46,17.0%,0,0.0%,12,7.9%
Kobe Bufkin,21.1,ATL,Point,116,75,0.9%,4,1.1%,58,2.8%,87,3.8%,73,11.4%,0,0.0%,0,0.0%
Alec Burks,33.3,MIA,Wing,859,26,0.4%,50,1.5%,97,1.8%,19,1.8%,77,12.1%,0,0.0%,59,12.5%
Jared Butler,24.2,WAS,Point,257,6,0.2%,12,1.3%,12,4.2%,85,3.6%,19,6.9%,0,0.0%,60,5.6%
Jared Butler,24.2,PHI,Wing,662,38,0.5%,84,1.9%,33,3.6%,17,1.7%,12,7.5%,0,0.0%,27,5.4%
Jimmy Butler,35.1,GSW,Forward,979,18,0.4%,90,2.2%,100,1.0%,90,7.1%,26,10.3%,53,2.1%,11,5.1%
Jimmy Butler,35.1,MIA,Forward,765,40,0.7%,60,1.5%,99,1.2%,93,7.5%,30,10.6%,0,0.0%,0,0.0%
Matas Buzelis,20.1,CHI,Forward,1440,97,2.3%,10,0.8%,40,3.4%,42,3.5%,68,13.1%,58,2.4%,53,18.0%
Jamal Cain,25.6,NOP,Wing,425,77,0.9%,81,1.8%,17,4.1%,85,5.6%,70,11.7%,0,0.0%,73,17.6%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,58,0.8%,83,1.9%,76,2.5%,10,1.5%,7,6.6%,60,0.9%,7,1.0%
Toumani Camara,24.5,POR,Forward,2557,71,1.0%,81,1.9%,32,3.5%,84,6.2%,33,10.9%,95,9.4%,44,15.1%
Vlatko Cancar,27.6,DEN,Big,124,11,0.8%,28,1.0%,78,2.9%,12,4.3%,52,17.3%,0,0.0%,19,12.5%
Clint Capela,30.5,ATL,Big,1173,68,2.1%,48,1.2%,64,3.3%,92,13.9%,83,23.0%,52,1.4%,93,50.0%
Branden Carlson,25.4,OKC,Big,161,98,4.1%,64,1.3%,60,3.4%,39,7.0%,15,12.3%,0,0.0%,15,11.1%
Carlton Carrington,19.3,WAS,Combo,2423,36,0.4%,7,0.9%,40,3.1%,11,1.2%,78,11.9%,67,1.0%,66,8.9%
Devin Carter,22.6,SAC,Combo,344,60,0.6%,80,2.2%,10,4.3%,91,4.5%,99,15.9%,0,0.0%,36,5.3%
Jevon Carter,29.1,CHI,Combo,223,13,0.2%,74,2.0%,63,2.6%,2,0.9%,44,9.1%,0,0.0%,71,10.0%
Wendell Carter,25.5,ORL,Big,1749,33,1.3%,62,1.3%,27,4.4%,59,8.8%,70,20.3%,60,2.3%,41,23.4%
Alex Caruso,30.7,OKC,Forward,1029,89,1.5%,99,3.6%,19,4.1%,43,3.5%,29,10.6%,82,4.7%,56,18.8%
Stephon Castle,20.0,SAS,Combo,2136,53,0.5%,41,1.5%,43,3.0%,80,4.0%,54,9.4%,85,2.8%,53,7.1%
Colin Castleton,24.4,TOR,Big,279,37,1.4%,19,0.9%,34,4.3%,65,9.7%,13,11.5%,96,11.8%,59,30.8%
Julian Champagnie,23.3,SAS,Wing,1916,69,0.9%,39,1.4%,83,2.3%,56,3.3%,75,12.1%,79,2.4%,77,18.5%
Justin Champagnie,23.3,WAS,Big,1261,40,1.4%,93,2.0%,62,3.4%,50,8.1%,32,15.0%,56,1.8%,78,38.1%
Max Christie,21.7,DAL,Wing,940,37,0.5%,28,1.3%,92,1.9%,6,1.4%,79,12.2%,0,0.0%,67,16.2%
Max Christie,21.7,LAL,Wing,1110,74,0.9%,34,1.3%,65,2.8%,31,2.4%,23,8.4%,0,0.0%,11,2.7%
Jaylen Clark,23.1,MIN,Wing,491,8,0.2%,99,3.1%,6,4.9%,82,5.1%,1,5.4%,0,0.0%,0,0.0%
Brandon Clarke,28.1,MEM,Big,1184,42,1.4%,89,1.8%,19,4.7%,73,10.6%,31,14.9%,79,5.2%,22,13.3%
Jordan Clarkson,32.4,UTA,Combo,961,49,0.5%,32,1.3%,92,2.0%,46,2.6%,52,9.3%,0,0.0%,67,9.1%
Nicolas Claxton,25.5,BKN,Big,1889,82,2.8%,76,1.5%,79,2.9%,54,8.4%,62,19.2%,0,0.0%,80,38.4%
Donovan Clingan,20.7,POR,Big,1294,97,4.1%,37,1.1%,13,5.1%,97,15.2%,76,21.4%,81,5.5%,73,35.7%
Noah Clowney,20.3,BKN,Big,1019,27,1.1%,33,1.0%,44,3.9%,7,3.7%,24,14.0%,78,5.2%,26,17.0%
Amir Coffey,27.4,LAC,Forward,1643,5,0.2%,22,0.9%,57,2.9%,8,2.0%,2,7.3%,0,0.0%,19,8.5%
Isaiah Collier,20.1,UTA,Point,1794,42,0.4%,25,1.4%,44,3.1%,31,1.8%,65,10.7%,0,0.0%,40,3.7%
John Collins,27.1,UTA,Big,1218,47,1.6%,64,1.3%,65,3.3%,45,7.6%,51,17.2%,65,3.0%,69,33.9%
Zach Collins,27.0,CHI,Big,536,33,1.3%,48,1.2%,36,4.2%,76,11.0%,67,20.0%,80,5.3%,72,34.8%
Zach Collins,27.0,SAS,Big,398,42,1.5%,68,1.4%,2,6.5%,57,8.6%,25,14.1%,0,0.0%,67,33.3%
Mike Conley,37.1,MIN,Point,1755,40,0.4%,67,2.0%,63,2.7%,33,1.9%,40,8.7%,81,1.5%,37,3.4%
Pat Connaughton,31.8,MIL,Wing,570,83,1.0%,0,0.6%,44,3.2%,59,3.4%,92,14.2%,81,2.7%,82,20.8%
Bilal Coulibaly,20.3,WAS,Wing,1944,85,1.0%,70,1.7%,61,2.9%,77,4.5%,42,9.5%,0,0.0%,70,17.0%
Ricky Council,23.2,PHI,Combo,1154,55,0.5%,21,1.2%,82,2.2%,77,3.9%,79,12.2%,76,1.7%,98,26.2%
Torrey Craig,33.9,BOS,Wing,180,100,2.3%,10,1.0%,21,4.0%,98,9.2%,52,10.6%,0,0.0%,94,30.0%
Torrey Craig,33.9,CHI,Forward,106,25,0.5%,11,0.8%,1,6.0%,82,5.9%,55,12.0%,100,33.3%,98,42.9%
Cade Cunningham,23.1,DET,Combo,2451,90,1.1%,23,1.2%,39,3.1%,36,2.2%,95,14.9%,87,3.3%,90,13.3%
Seth Curry,34.2,CHA,Wing,1056,20,0.3%,17,1.1%,82,2.3%,28,2.1%,17,8.0%,0,0.0%,47,9.7%
Stephen Curry,36.6,GSW,Point,2250,69,0.7%,31,1.5%,98,1.6%,27,1.7%,81,12.4%,62,0.9%,29,2.6%
Dyson Daniels,21.6,ATL,Combo,2568,87,1.1%,100,3.7%,59,2.6%,92,4.6%,83,12.5%,91,3.6%,95,18.4%
Anthony Davis,31.6,DAL,Big,265,92,3.6%,17,0.8%,88,2.5%,32,6.4%,93,25.8%,0,0.0%,75,36.4%
Anthony Davis,31.6,LAL,Big,1439,86,3.1%,85,1.7%,95,2.3%,63,9.1%,92,25.5%,52,1.4%,47,25.9%
Johnny Davis,22.7,WAS,Wing,129,99,2.1%,96,2.9%,24,3.9%,51,3.0%,86,13.4%,0,0.0%,0,0.0%
DeMar DeRozan,35.2,SAC,Wing,2761,50,0.6%,10,1.0%,86,2.2%,20,1.8%,37,9.1%,61,1.0%,42,8.0%
Donte DiVincenzo,27.8,MIN,Combo,1584,54,0.5%,71,2.0%,46,3.0%,30,2.0%,77,11.8%,84,2.7%,61,8.2%
Moussa Diabate,22.8,CHA,Big,1159,58,1.8%,79,1.5%,54,3.5%,94,14.5%,69,20.3%,55,1.6%,50,27.3%
Gradey Dick,21.0,TOR,Wing,1573,13,0.3%,30,1.3%,51,3.0%,40,2.7%,41,9.5%,89,4.0%,17,4.3%
Ousmane Dieng,21.5,OKC,Big,312,30,1.2%,65,1.4%,48,3.8%,16,4.7%,16,12.3%,0,0.0%,49,26.7%
Rob Dillingham,19.8,MIN,Point,442,0,0.1%,46,1.7%,42,3.2%,69,2.7%,10,6.3%,0,0.0%,0,0.0%
Spencer Dinwiddie,31.6,DAL,Combo,2097,29,0.3%,40,1.5%,80,2.3%,5,0.9%,41,8.9%,0,0.0%,15,1.1%
Luka Doncic,25.7,DAL,Point,780,58,0.6%,92,2.4%,46,3.0%,44,2.1%,100,20.2%,87,1.9%,87,18.2%
Luka Doncic,25.7,LAL,Point,983,63,0.6%,73,2.0%,56,2.8%,63,2.6%,98,19.2%,0,0.0%,94,29.5%
Luguentz Dort,25.5,OKC,Wing,2071,78,0.9%,66,1.6%,19,4.0%,71,4.3%,44,9.6%,63,1.2%,21,4.6%
Ayo Dosunmu,24.8,CHI,Wing,1391,46,0.6%,37,1.3%,49,3.1%,22,1.9%,43,9.5%,0,0.0%,9,1.3%
Jeff Dowtin,27.5,PHI,Wing,564,84,1.0%,77,1.8%,93,1.9%,23,2.0%,15,7.8%,0,0.0%,14,3.3%
Andre Drummond,31.2,PHI,Big,741,32,1.3%,97,2.3%,28,4.4%,90,13.4%,97,27.8%,98,12.8%,98,51.5%
Kris Dunn,30.6,LAC,Combo,1779,76,0.8%,98,3.2%,0,4.7%,59,3.3%,75,11.6%,0,0.0%,16,1.3%
Ryan Dunn,21.8,PHX,Forward,1384,86,1.4%,49,1.3%,6,4.9%,85,6.5%,48,11.5%,64,2.8%,60,19.4%
Kevin Durant,36.1,PHX,Big,2262,52,1.7%,27,1.0%,99,1.7%,1,1.2%,28,14.5%,0,0.0%,33,20.0%
Jalen Duren,21.0,DET,Big,2033,72,2.2%,44,1.1%,22,4.6%,93,14.1%,87,24.6%,91,7.9%,97,51.4%
Tari Eason,23.5,HOU,Forward,1405,94,1.8%,97,2.8%,30,3.6%,96,8.2%,84,15.3%,86,5.9%,80,28.6%
Zach Edey,22.6,MEM,Big,1380,84,2.9%,32,1.0%,25,4.5%,96,15.2%,75,21.4%,99,16.4%,10,7.2%
Anthony Edwards,23.2,MIN,Combo,2870,82,0.9%,33,1.4%,89,2.1%,34,2.2%,91,13.6%,72,1.5%,49,6.7%
Justin Edwards,20.9,PHI,Forward,1117,44,0.7%,73,1.7%,25,3.7%,53,3.8%,15,9.1%,80,4.3%,34,13.2%
Kessler Edwards,24.2,DAL,Big,549,50,1.7%,78,1.5%,26,4.5%,10,4.1%,24,14.0%,0,0.0%,53,28.0%
Keon Ellis,24.8,SAC,Combo,1928,99,1.7%,94,2.8%,20,3.8%,56,3.2%,21,8.0%,69,1.1%,34,5.2%
Joel Embiid,30.6,PHI,Big,574,49,1.6%,39,1.1%,92,2.4%,34,6.5%,73,20.6%,0,0.0%,44,25.0%
Tyson Etienne,25.1,BKN,Wing,136,23,0.4%,7,0.9%,10,4.4%,26,2.1%,3,5.7%,0,0.0%,0,0.0%
Drew Eubanks,27.7,LAC,Big,133,62,1.9%,9,0.7%,43,4.0%,78,11.3%,80,22.6%,0,0.0%,25,16.7%
Drew Eubanks,27.7,UTA,Big,547,80,2.6%,11,0.7%,79,2.9%,44,7.6%,72,20.6%,0,0.0%,70,34.5%
Tosan Evbuomwan,23.7,BKN,Forward,628,57,0.9%,64,1.5%,42,3.3%,67,4.6%,57,12.5%,63,2.8%,75,25.0%
Dante Exum,29.3,DAL,Combo,370,33,0.4%,38,1.4%,22,3.6%,9,1.1%,10,7.6%,0,0.0%,0,0.0%
Bruno Fernando,26.2,TOR,Big,129,92,3.6%,26,1.0%,2,7.7%,87,12.6%,59,18.5%,0,0.0%,100,55.6%
Kyle Filipowski,21.0,UTA,Big,1480,10,0.7%,62,1.3%,28,4.4%,41,7.2%,71,20.5%,84,6.0%,81,40.0%
Dorian Finney-Smith,31.5,LAL,Forward,1236,20,0.4%,58,1.4%,62,2.9%,59,4.3%,7,8.3%,66,2.9%,12,5.6%
Dorian Finney-Smith,31.5,BKN,Big,579,28,1.1%,72,1.4%,40,4.1%,27,5.9%,6,10.2%,87,6.7%,39,23.1%
Adam Flagler,24.9,OKC,Combo,108,51,0.5%,45,1.5%,76,2.3%,24,1.6%,66,10.2%,0,0.0%,0,0.0%
Simone Fontecchio,28.9,DET,Forward,1186,26,0.5%,24,1.0%,44,3.2%,45,3.6%,62,12.6%,96,15.3%,28,11.7%
De'Aaron Fox,26.9,SAC,Point,1662,62,0.6%,38,1.6%,54,2.9%,71,2.7%,67,10.9%,0,0.0%,52,5.3%
De'Aaron Fox,26.9,SAS,Combo,578,39,0.4%,64,1.8%,33,3.2%,23,1.6%,71,11.2%,0,0.0%,62,8.3%
Enrique Freeman,24.3,IND,Big,142,25,1.1%,20,0.9%,12,5.2%,16,4.7%,3,9.1%,0,0.0%,33,20.0%
Markelle Fultz,26.4,SAC,Combo,130,77,0.8%,36,1.4%,99,1.4%,87,4.5%,15,7.8%,0,0.0%,0,0.0%
Johnny Furphy,19.9,IND,Wing,290,97,1.6%,91,2.4%,23,3.9%,90,5.7%,80,12.3%,0,0.0%,66,15.8%
Daniel Gafford,26.1,DAL,Big,1225,96,3.9%,15,0.8%,21,4.7%,90,13.6%,39,16.2%,51,1.3%,70,33.9%
Darius Garland,24.8,CLE,Point,2295,13,0.2%,44,1.7%,69,2.5%,52,2.2%,23,7.2%,0,0.0%,19,0.9%
Luka Garza,25.8,MIN,Big,132,29,1.1%,80,1.6%,7,5.6%,96,15.0%,0,5.7%,0,0.0%,77,37.5%
Keyonte George,21.0,UTA,Combo,2066,11,0.2%,3,0.9%,86,2.1%,13,1.3%,68,10.6%,0,0.0%,56,7.6%
Kyshawn George,20.9,WAS,Wing,1771,92,1.4%,63,1.6%,8,4.5%,35,2.5%,72,11.9%,72,1.6%,86,22.1%
Paul George,34.5,PHI,Wing,1321,59,0.8%,94,2.5%,58,2.9%,17,1.8%,93,14.6%,75,1.8%,96,33.3%
Taj Gibson,39.4,CHA,Big,386,70,2.2%,33,1.0%,12,5.2%,82,11.7%,28,14.4%,0,0.0%,64,31.6%
Josh Giddey,22.1,CHI,Point,2113,83,1.0%,40,1.7%,81,2.3%,96,6.0%,96,18.7%,67,1.2%,96,33.0%
Shai Gilgeous-Alexander,26.3,OKC,Point,2595,98,1.5%,79,2.1%,75,2.4%,62,2.6%,79,11.7%,63,1.0%,50,5.0%
Anthony Gill,32.0,WAS,Forward,273,4,0.2%,13,0.8%,61,2.9%,65,4.5%,32,10.7%,0,0.0%,16,7.1%
Collin Gillespie,25.4,PHX,Combo,418,52,0.5%,57,1.8%,61,2.6%,93,4.7%,90,13.5%,99,7.7%,46,6.3%
Rudy Gobert,32.4,MIN,Big,2382,73,2.3%,32,1.0%,77,2.9%,78,11.3%,68,20.1%,87,6.6%,86,43.2%
Jordan Goodwin,26.0,LAL,Combo,512,91,1.1%,84,2.3%,26,3.4%,98,7.1%,89,13.5%,92,4.3%,79,11.8%
Aaron Gordon,29.1,DEN,Big,1444,5,0.4%,10,0.7%,96,2.1%,33,6.4%,10,11.0%,49,1.2%,18,12.1%
Eric Gordon,35.9,PHI,Wing,756,62,0.8%,54,1.5%,98,1.7%,3,1.1%,0,5.0%,0,0.0%,52,10.5%
Jerami Grant,30.6,POR,Big,1523,44,1.5%,45,1.1%,80,2.8%,1,1.5%,2,8.9%,61,2.4%,12,8.2%
AJ Green,25.1,MIL,Wing,1638,9,0.2%,8,1.0%,18,4.1%,1,0.9%,22,8.2%,89,4.0%,87,22.5%
Draymond Green,34.7,GSW,Big,1980,59,1.8%,95,2.1%,31,4.3%,7,3.7%,35,15.6%,73,3.9%,88,44.8%
Jalen Green,22.7,HOU,Wing,2680,37,0.5%,17,1.1%,96,1.8%,12,1.6%,77,12.1%,59,0.7%,50,10.3%
Javonte Green,31.3,CLE,Wing,153,19,0.3%,95,2.7%,2,5.4%,91,6.1%,97,15.4%,0,0.0%,100,42.9%
Javonte Green,31.3,NOP,Wing,1074,93,1.4%,88,2.1%,57,2.9%,68,4.1%,51,10.5%,83,2.9%,97,34.7%
Jeff Green,38.2,HOU,Forward,348,16,0.4%,0,0.5%,33,3.5%,12,2.4%,49,11.6%,91,7.7%,9,5.0%
Josh Green,24.0,CHA,Wing,1884,24,0.4%,70,1.7%,38,3.4%,47,2.8%,3,6.1%,63,1.2%,16,3.9%
Quentin Grimes,24.5,PHI,Combo,942,62,0.6%,70,1.9%,56,2.7%,55,3.0%,80,12.4%,79,2.3%,78,11.4%
Quentin Grimes,24.5,DAL,Wing,1022,30,0.4%,35,1.3%,52,3.0%,44,2.8%,85,13.4%,70,1.4%,29,5.7%
Mouhamed Gueye,22.0,ATL,Big,515,87,3.3%,96,2.3%,30,4.3%,52,8.3%,54,17.8%,74,4.0%,42,23.8%
Rui Hachimura,26.7,LAL,Forward,1868,41,0.7%,28,1.1%,78,2.4%,63,4.5%,28,10.4%,75,3.8%,94,36.2%
Tyrese Haliburton,24.7,IND,Combo,2450,85,1.0%,66,1.8%,97,1.6%,26,1.8%,40,8.9%,0,0.0%,25,3.7%
Tim Hardaway Jr.,32.6,DET,Forward,2152,3,0.2%,9,0.8%,94,1.8%,1,0.8%,4,7.5%,50,1.9%,24,9.2%
James Harden,35.2,LAC,Point,2787,85,1.0%,52,1.8%,85,2.1%,42,2.0%,85,13.0%,79,1.5%,98,39.6%
Jaden Hardy,21.3,DAL,Combo,831,24,0.3%,30,1.3%,17,3.9%,3,0.9%,36,8.7%,0,0.0%,60,7.9%
Elijah Harkless,24.7,UTA,Wing,135,25,0.4%,97,3.1%,4,4.9%,94,6.3%,48,10.0%,0,0.0%,0,0.0%
Gary Harris,30.1,ORL,Wing,709,73,0.9%,62,1.6%,69,2.7%,32,2.4%,6,6.4%,92,4.9%,36,6.9%
Tobias Harris,32.3,DET,Forward,2305,81,1.3%,53,1.4%,82,2.3%,28,2.9%,87,15.6%,34,0.8%,41,14.8%
Josh Hart,29.7,NYK,Wing,2891,34,0.5%,78,1.8%,55,3.0%,90,6.0%,100,20.0%,74,1.7%,92,28.9%
Isaiah Hartenstein,26.5,OKC,Big,1589,63,1.9%,59,1.3%,39,4.1%,72,10.5%,90,25.3%,86,6.6%,92,48.2%
Sam Hauser,26.9,BOS,Forward,1503,19,0.4%,32,1.1%,75,2.5%,27,2.9%,45,11.3%,0,0.0%,51,17.5%
Jordan Hawkins,22.5,NOP,Wing,1277,65,0.8%,11,1.0%,99,1.6%,14,1.6%,47,9.9%,71,1.5%,53,10.7%
Jaxson Hayes,24.4,LAL,Big,1074,74,2.4%,61,1.3%,19,4.7%,44,7.5%,41,16.4%,82,5.9%,42,23.9%
Killian Hayes,23.3,BKN,Point,152,92,1.3%,6,1.1%,40,3.3%,75,3.1%,50,9.2%,0,0.0%,0,0.0%
Scoot Henderson,20.7,POR,Point,1732,29,0.3%,35,1.6%,13,4.0%,65,2.7%,37,8.3%,94,4.9%,60,5.6%
Tyler Herro,24.8,MIA,Combo,2718,26,0.3%,18,1.1%,100,1.3%,16,1.3%,87,13.3%,68,1.0%,92,14.8%
Buddy Hield,31.9,GSW,Wing,1834,53,0.6%,60,1.6%,63,2.8%,36,2.5%,64,11.2%,63,1.2%,56,11.3%
