Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Erick Dampier,34.3,DAL,Big,118,0,41.7%,93,27.3%,33,1.2%,0,0.0%
Glen Davis,23.8,BOS,Big,467,56,72.7%,88,25.5%,56,1.8%,86,29.7%
Carlos Delfino,27.2,MIL,Wing,224,0,75.0%,3,1.4%,43,1.5%,0,0.0%
Luol Deng,24.5,CHI,Forward,201,40,73.1%,30,11.5%,70,2.0%,70,30.0%
Boris Diaw,27.5,CHA,Big,151,0,50.0%,0,0.0%,7,0.6%,98,0.0%
Goran Dragic,23.5,PHX,Combo,214,0,74.1%,83,13.1%,50,2.7%,58,23.1%
Jared Dudley,24.3,PHX,Wing,364,0,50.0%,74,13.3%,83,2.4%,94,72.7%
Tim Duncan,33.5,SAS,Big,371,0,47.8%,74,19.9%,77,2.2%,74,25.7%
Kevin Durant,21.1,OKC,Wing,230,67,87.1%,91,15.5%,91,3.3%,26,9.1%
Maurice Evans,31.0,ATL,Wing,126,0,0.0%,0,0.0%,14,0.7%,100,0.0%
Jordan Farmar,22.9,LAL,Point,270,0,50.0%,20,2.4%,7,0.7%,0,0.0%
Raymond Felton,25.3,CHA,Point,129,0,75.0%,47,7.0%,80,2.6%,80,33.3%
Rudy Fernandez,24.6,POR,Wing,108,0,66.7%,17,6.9%,51,1.8%,0,0.0%
Kyrylo Fesenko,22.9,UTA,Big,177,0,31.6%,81,21.6%,26,1.0%,35,12.5%
Derek Fisher,35.2,LAL,Point,749,57,81.8%,60,10.1%,20,1.3%,47,15.0%
Channing Frye,26.5,PHX,Big,426,0,93.8%,19,5.8%,12,0.8%,40,14.3%
Kevin Garnett,33.5,BOS,Big,763,94,83.9%,23,7.0%,67,2.0%,91,36.4%
Pau Gasol,29.3,LAL,Big,910,78,75.9%,63,17.1%,93,4.0%,51,18.0%
Taj Gibson,24.4,CHI,Big,143,0,54.5%,37,11.9%,49,1.6%,56,20.0%
Manu Ginobili,32.3,SAS,Wing,351,61,86.6%,43,10.0%,100,4.4%,66,26.7%
Marcin Gortat,25.7,ORL,Big,190,0,70.0%,33,9.5%,28,1.1%,0,0.0%
Jeff Green,23.2,OKC,Forward,216,0,85.0%,20,8.1%,60,1.9%,10,16.7%
Udonis Haslem,29.4,MIA,Big,141,0,66.7%,12,5.1%,23,1.0%,0,0.0%
Brendan Haywood,29.9,DAL,Big,133,0,60.0%,95,32.1%,81,2.5%,63,22.2%
Nene Hilario,27.1,DEN,Big,168,17,58.3%,100,38.6%,79,2.3%,33,11.8%
George Hill,23.5,SAS,Combo,343,80,83.8%,42,9.9%,33,2.0%,25,9.1%
Grant Hill,37.1,PHX,Wing,449,78,87.9%,51,10.5%,37,1.4%,71,28.6%
Kirk Hinrich,28.8,CHI,Combo,195,0,71.4%,0,3.7%,0,1.4%,0,0.0%
Al Horford,23.4,ATL,Big,386,89,83.9%,42,12.4%,63,1.9%,81,29.4%
Dwight Howard,23.9,ORL,Big,494,6,51.9%,98,33.0%,100,7.2%,53,19.0%
Serge Ibaka,20.1,OKC,Big,132,0,70.0%,35,11.4%,40,1.4%,0,0.0%
Ersan Ilyasova,22.5,MIL,Big,150,0,83.3%,60,16.7%,58,1.9%,63,22.2%
Stephen Jackson,31.6,CHA,Wing,155,22,80.8%,69,12.2%,69,2.2%,31,11.1%
LeBron James,24.8,CLE,Forward,459,60,73.3%,80,21.4%,90,3.0%,60,28.3%
Antawn Jamison,33.4,CLE,Forward,373,20,72.5%,40,12.0%,50,1.9%,50,27.8%
Richard Jefferson,29.4,SAS,Forward,331,80,75.8%,70,19.5%,10,0.4%,20,18.8%
Brandon Jennings,20.1,MIL,Combo,248,40,80.8%,17,5.6%,67,2.9%,75,28.6%
Joe Johnson,28.3,ATL,Wing,440,28,81.0%,34,8.9%,66,2.2%,40,15.8%
Jason Kidd,36.6,DAL,Point,243,0,91.7%,13,2.1%,53,1.9%,0,0.0%
Kyle Korver,28.6,UTA,Wing,209,0,88.9%,6,1.6%,49,1.7%,97,100.0%
Nenad Krstic,26.3,OKC,Big,129,0,92.9%,70,18.6%,2,0.3%,70,25.0%
Ty Lawson,22.0,DEN,Combo,115,0,70.6%,100,19.5%,58,2.7%,33,12.5%
Rashard Lewis,30.2,ORL,Big,511,0,80.0%,16,5.3%,53,1.7%,35,12.5%
Robin Lopez,21.6,PHX,Big,100,0,100.0%,9,2.9%,86,3.1%,95,100.0%
Shawn Marion,31.5,DAL,Forward,148,0,80.0%,0,3.4%,30,0.9%,100,50.0%
Kenyon Martin,31.8,DEN,Big,204,0,63.2%,65,17.2%,0,0.0%,28,10.0%
Wesley Matthews,23.0,UTA,Wing,368,33,81.3%,89,15.4%,77,2.3%,31,11.1%
Luc Mbah a Moute,23.1,MIL,Forward,172,0,60.0%,90,21.4%,0,0.3%,80,33.3%
Antonio McDyess,35.2,SAS,Big,245,0,100.0%,5,1.6%,47,1.6%,0,0.0%
CJ Miles,22.6,UTA,Wing,336,83,89.7%,80,14.9%,6,0.7%,43,16.7%
Andre Miller,33.6,POR,Combo,208,20,76.3%,92,14.9%,75,3.0%,0,0.0%
Paul Millsap,24.7,UTA,Big,322,44,69.0%,77,21.0%,19,1.0%,77,26.7%
Steve Nash,35.7,PHX,Point,536,100,89.3%,33,4.6%,87,3.1%,87,44.4%
Jameer Nelson,27.7,ORL,Point,479,71,82.3%,53,8.5%,93,3.5%,73,23.5%
Joakim Noah,24.7,CHI,Big,187,0,94.7%,53,14.8%,35,1.2%,30,11.1%
Dirk Nowitzki,31.4,DAL,Big,229,100,95.2%,44,13.0%,95,4.8%,93,40.0%
Jermaine O'Neal,31.1,MIA,Big,116,0,42.9%,30,8.5%,14,0.8%,70,25.0%
Shaquille O'Neal,37.7,CLE,Big,242,39,66.0%,79,21.4%,88,3.4%,60,20.8%
Lamar Odom,30.0,LAL,Big,650,28,59.2%,40,12.0%,21,1.0%,56,20.0%
Zaza Pachulia,25.7,ATL,Big,135,0,37.5%,49,13.3%,91,3.5%,0,0.0%
Anthony Parker,34.4,CLE,Wing,327,0,73.3%,49,10.1%,0,0.1%,71,28.6%
Tony Parker,27.5,SAS,Point,333,0,59.5%,80,11.8%,73,2.2%,60,20.0%
Kendrick Perkins,25.0,BOS,Big,571,22,58.5%,72,18.8%,30,1.2%,40,14.3%
Paul Pierce,32.1,BOS,Wing,926,39,82.4%,86,15.0%,86,3.0%,54,21.1%
Mickael Pietrus,27.7,ORL,Wing,258,0,58.3%,46,10.1%,17,0.8%,0,0.0%
JJ Redick,25.4,ORL,Wing,244,89,90.9%,60,11.3%,94,3.5%,0,0.0%
Jason Richardson,28.8,PHX,Wing,531,11,75.9%,20,7.2%,57,1.8%,49,17.6%
Quentin Richardson,29.6,MIA,Wing,148,0,80.0%,11,4.3%,34,1.3%,91,50.0%
Luke Ridnour,28.7,MIL,Point,116,0,83.3%,67,10.2%,60,2.0%,0,0.0%
Nate Robinson,25.4,BOS,Combo,105,0,90.9%,8,5.5%,83,4.2%,83,33.3%
Rajon Rondo,23.7,BOS,Point,972,14,59.6%,87,12.9%,40,1.6%,40,14.9%
Derrick Rose,21.1,CHI,Point,211,0,81.8%,40,6.1%,67,2.1%,0,0.0%
John Salmons,29.9,MIL,Wing,283,100,96.4%,29,7.8%,63,2.0%,57,22.2%
Thabo Sefolosha,25.5,OKC,Wing,124,0,88.9%,97,16.7%,11,0.7%,89,40.0%
JR Smith,24.1,DEN,Wing,156,0,83.3%,54,10.7%,20,0.8%,83,33.3%
Josh Smith,23.9,ATL,Big,390,33,65.9%,51,14.7%,51,1.6%,79,28.6%
Jerry Stackhouse,35.0,MIL,Wing,134,0,85.7%,83,14.9%,31,1.1%,0,0.0%
Amar'e Stoudemire,27.0,PHX,Big,581,72,75.4%,86,22.9%,84,3.1%,49,17.9%
Jason Terry,32.1,DAL,Wing,166,0,71.4%,40,9.9%,3,0.3%,0,0.0%
Kurt Thomas,37.1,MIL,Big,198,0,80.0%,0,0.0%,65,2.0%,98,0.0%
Anderson Varejao,27.1,CLE,Big,255,61,74.2%,84,22.0%,72,2.0%,47,15.4%
Dwyane Wade,27.8,MIA,Wing,209,6,67.5%,100,17.7%,71,2.2%,80,31.8%
Gerald Wallace,27.3,CHA,Forward,163,0,65.7%,100,26.3%,100,3.7%,0,6.7%
Rasheed Wallace,35.1,BOS,Big,404,83,82.8%,28,8.1%,70,2.0%,26,9.1%
Martell Webster,22.9,POR,Forward,132,0,57.1%,50,13.0%,80,2.9%,80,33.3%
Delonte West,26.3,CLE,Combo,261,0,92.9%,25,5.8%,17,1.7%,67,25.0%
Russell Westbrook,21.0,OKC,Point,211,86,84.2%,93,18.1%,47,1.7%,67,21.1%
Deron Williams,25.3,UTA,Point,397,29,80.2%,100,23.2%,100,3.8%,53,19.0%
Jason Williams,34.0,ORL,Point,172,0,100.0%,0,0.0%,13,1.2%,93,0.0%
Marvin Williams,23.4,ATL,Forward,329,100,93.3%,60,17.4%,20,0.7%,40,26.7%
Mo Williams,26.9,CLE,Point,409,43,80.4%,73,10.9%,27,1.5%,33,13.3%
Metta World Peace,30.0,LAL,Wing,837,0,57.9%,14,4.6%,29,0.9%,43,16.7%
Dorell Wright,23.9,MIA,Wing,107,0,100.0%,9,3.8%,23,0.9%,0,0.0%
