Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Alex Acker,25.8,LAC,Wing,132,79,+1.8%,27,-2.1%,29,-1.3%,84,+3.6%,71,+2.3%,97,+3.0%,12,-3.2%,53,-0.1%
Arron Afflalo,23.0,DET,Wing,1193,60,+0.4%,74,+2.1%,51,-0.0%,19,-2.8%,21,-2.8%,87,+1.7%,39,-1.0%,62,+0.7%
Alexis Ajinca,20.5,CHA,Big,136,40,-0.7%,0,-10.1%,67,+0.9%,99,+11.6%,99,+12.4%,1,-3.8%,72,+1.5%,28,-2.3%
LaMarcus Aldridge,23.3,POR,Big,2993,86,+2.4%,35,-1.4%,92,+3.6%,56,+0.5%,83,+4.1%,38,-0.6%,24,-2.1%,24,-2.7%
Joe Alexander,21.9,MIL,Forward,612,37,-1.0%,60,+0.7%,51,+0.0%,57,+0.6%,56,+0.6%,47,-0.3%,38,-1.0%,40,-1.3%
Malik Allen,30.3,MIL,Big,522,22,-2.0%,2,-6.6%,57,+0.4%,93,+5.6%,93,+6.0%,89,+1.8%,34,-1.2%,62,+0.6%
Ray Allen,33.3,BOS,Wing,2866,98,+5.3%,52,+0.0%,80,+1.9%,11,-3.9%,28,-2.0%,86,+1.6%,56,+0.4%,73,+2.0%
Tony Allen,26.8,BOS,Wing,782,8,-4.2%,98,+6.9%,47,-0.3%,12,-3.8%,14,-4.1%,17,-1.5%,32,-1.3%,23,-2.8%
Morris Almond,23.7,UTA,Wing,233,1,-7.8%,67,+1.3%,68,+0.9%,34,-1.2%,45,-0.4%,79,+1.2%,23,-2.1%,44,-1.0%
Rafer Alston,32.3,HOU,Point,1587,41,-0.7%,70,+1.7%,89,+3.0%,21,-2.5%,54,+0.5%,53,-0.1%,24,-2.1%,29,-2.2%
Rafer Alston,32.3,ORL,Point,853,36,-1.0%,92,+4.3%,31,-1.2%,1,-7.0%,2,-8.2%,56,+0.0%,91,+3.9%,85,+3.9%
Lou Amundson,25.9,PHX,Big,909,8,-4.3%,82,+2.9%,47,-0.3%,34,-1.2%,32,-1.6%,25,-1.1%,49,-0.2%,40,-1.3%
Chris Andersen,30.3,DEN,Big,1412,39,-0.8%,57,+0.5%,15,-2.2%,23,-2.2%,12,-4.4%,63,+0.4%,89,+3.5%,85,+3.9%
Ryan Anderson,20.5,NJN,Big,1233,53,-0.1%,85,+3.1%,39,-0.7%,27,-1.9%,23,-2.5%,12,-1.8%,69,+1.3%,47,-0.6%
Carmelo Anthony,24.4,DEN,Forward,2273,78,+1.6%,86,+3.2%,70,+1.0%,75,+2.2%,77,+3.2%,13,-1.8%,5,-4.7%,5,-6.4%
Joel Anthony,26.2,MIA,Big,1008,52,-0.2%,12,-3.9%,83,+2.1%,56,+0.6%,73,+2.7%,28,-0.9%,79,+2.2%,68,+1.3%
Trevor Ariza,23.3,LAL,Wing,1902,31,-1.4%,90,+3.8%,1,-6.3%,36,-1.1%,3,-7.4%,65,+0.5%,87,+3.1%,84,+3.6%
Hilton Armstrong,23.9,NOH,Big,1050,27,-1.7%,64,+1.1%,59,+0.4%,81,+3.1%,79,+3.5%,15,-1.5%,13,-3.1%,10,-4.6%
Darrell Arthur,20.6,MEM,Big,1426,51,-0.2%,17,-3.2%,43,-0.4%,90,+4.8%,84,+4.4%,20,-1.3%,53,+0.2%,42,-1.2%
Chucky Atkins,34.2,OKC,Combo,278,25,-1.8%,9,-4.8%,38,-0.7%,76,+2.5%,67,+1.8%,72,+0.8%,80,+2.3%,80,+3.1%
D.J. Augustin,21.0,CHA,Point,1844,41,-0.7%,38,-1.2%,22,-1.7%,14,-3.4%,10,-5.1%,90,+1.9%,93,+4.4%,94,+6.3%
Kelenna Azubuike,24.9,GSW,Wing,2350,26,-1.8%,55,+0.3%,64,+0.7%,35,-1.2%,43,-0.5%,40,-0.5%,63,+0.7%,57,+0.2%
Renaldo Balkman,24.3,DEN,Big,704,34,-1.1%,86,+3.3%,27,-1.5%,34,-1.3%,21,-2.7%,53,-0.1%,47,-0.4%,48,-0.6%
Marcus Banks,27.0,MIA,Combo,134,5,-5.2%,91,+4.1%,56,+0.4%,26,-1.9%,32,-1.6%,90,+1.9%,6,-4.4%,26,-2.5%
Leandro Barbosa,25.9,PHX,Combo,1661,19,-2.4%,85,+3.2%,26,-1.5%,16,-3.0%,12,-4.5%,81,+1.3%,52,+0.1%,69,+1.4%
J.J. Barea,24.4,DAL,Combo,1476,64,+0.6%,91,+4.2%,33,-1.1%,18,-2.8%,15,-3.9%,39,-0.5%,55,+0.3%,50,-0.3%
Andrea Bargnani,23.0,TOR,Big,2418,57,+0.3%,43,-0.7%,21,-1.8%,43,-0.6%,25,-2.4%,30,-0.9%,92,+4.0%,80,+3.1%
Matt Barnes,28.6,PHX,Wing,2051,46,-0.4%,26,-2.2%,74,+1.3%,5,-5.1%,15,-3.8%,84,+1.5%,94,+4.5%,93,+6.0%
Brent Barry,36.8,HOU,Wing,798,24,-1.9%,41,-0.8%,5,-3.6%,52,+0.1%,17,-3.6%,64,+0.4%,92,+3.9%,87,+4.4%
Brandon Bass,23.5,DAL,Big,1501,56,+0.2%,56,+0.4%,20,-2.0%,49,-0.0%,28,-2.0%,42,-0.5%,77,+2.1%,71,+1.6%
Maceo Baston,32.4,IND,Big,201,24,-2.0%,56,+0.3%,48,-0.3%,65,+1.2%,59,+0.9%,33,-0.7%,46,-0.5%,41,-1.2%
Tony Battie,32.7,ORL,Big,1159,14,-3.3%,9,-4.7%,82,+2.0%,99,+10.1%,99,+12.2%,7,-2.3%,3,-5.2%,2,-7.5%
Shane Battier,30.1,HOU,Wing,2022,77,+1.6%,24,-2.5%,92,+3.6%,14,-3.4%,51,+0.2%,85,+1.6%,61,+0.6%,75,+2.2%
Nicolas Batum,19.9,POR,Wing,1407,89,+2.6%,74,+2.1%,77,+1.5%,48,-0.1%,62,+1.4%,59,+0.2%,10,-3.6%,17,-3.5%
Jerryd Bayless,20.2,POR,Combo,560,8,-4.3%,98,+6.3%,9,-3.1%,58,+0.6%,24,-2.5%,6,-2.4%,31,-1.4%,14,-3.8%
Michael Beasley,19.8,MIA,Big,1976,46,-0.4%,54,+0.2%,32,-1.1%,51,+0.1%,36,-1.1%,66,+0.5%,56,+0.4%,64,+0.9%
Marco Belinelli,22.6,GSW,Wing,849,66,+0.9%,65,+1.2%,14,-2.3%,33,-1.3%,16,-3.6%,92,+2.0%,57,+0.4%,77,+2.4%
Charlie Bell,29.6,MIL,Wing,1731,25,-1.9%,16,-3.3%,17,-2.2%,57,+0.6%,31,-1.6%,92,+2.1%,85,+2.9%,90,+5.0%
Raja Bell,32.1,PHX,Wing,711,99,+5.6%,24,-2.4%,63,+0.7%,66,+1.2%,69,+1.9%,7,-2.3%,84,+2.8%,60,+0.5%
Raja Bell,32.1,CHA,Wing,1600,77,+1.6%,37,-1.3%,85,+2.4%,61,+0.8%,77,+3.2%,26,-1.0%,41,-0.9%,32,-1.9%
Mike Bibby,30.5,ATL,Point,2731,76,+1.5%,8,-5.0%,9,-2.9%,87,+4.1%,61,+1.2%,74,+0.9%,84,+2.8%,84,+3.8%
Andris Biedrins,22.6,GSW,Big,1860,38,-0.9%,95,+4.8%,50,-0.1%,6,-5.0%,11,-5.1%,31,-0.8%,68,+1.1%,59,+0.3%
Chauncey Billups,32.1,DEN,Combo,2706,55,+0.1%,14,-3.7%,77,+1.5%,82,+3.2%,86,+4.8%,18,-1.4%,57,+0.4%,43,-1.0%
Steve Blake,28.7,POR,Point,2182,76,+1.4%,4,-5.9%,79,+1.6%,79,+2.9%,85,+4.5%,91,+2.0%,44,-0.7%,69,+1.4%
Andray Blatche,22.2,WAS,Big,1679,58,+0.3%,34,-1.5%,77,+1.5%,65,+1.2%,74,+2.7%,50,-0.2%,39,-1.0%,41,-1.2%
Mark Blount,32.9,MIA,Big,176,87,+2.5%,1,-7.3%,10,-2.9%,55,+0.5%,25,-2.4%,91,+2.0%,99,+7.6%,98,+9.6%
Keith Bogans,28.5,ORL,Wing,758,15,-3.0%,20,-2.8%,91,+3.5%,25,-2.0%,64,+1.5%,94,+2.5%,35,-1.2%,68,+1.3%
Keith Bogans,28.5,MIL,Wing,448,84,+2.2%,16,-3.4%,11,-2.7%,6,-4.9%,3,-7.6%,99,+3.9%,99,+7.1%,99,+11.0%
Andrew Bogut,23.9,MIL,Big,1121,43,-0.6%,83,+2.9%,62,+0.6%,48,-0.2%,54,+0.5%,27,-1.0%,20,-2.5%,17,-3.4%
Matt Bonner,28.6,SAS,Big,1912,97,+4.1%,25,-2.3%,52,+0.1%,52,+0.2%,50,+0.2%,35,-0.6%,83,+2.7%,74,+2.1%
Josh Boone,23.9,NJN,Big,967,56,+0.2%,48,-0.3%,2,-4.7%,73,+2.0%,23,-2.6%,66,+0.5%,81,+2.4%,79,+2.9%
Carlos Boozer,26.9,UTA,Big,1187,37,-0.9%,71,+1.8%,66,+0.8%,64,+1.0%,67,+1.8%,34,-0.7%,16,-2.9%,16,-3.6%
Chris Bosh,24.6,TOR,Big,2920,85,+2.4%,59,+0.7%,35,-1.0%,40,-0.8%,29,-1.8%,66,+0.5%,60,+0.6%,66,+1.1%
Bruce Bowen,37.4,SAS,Wing,1447,11,-4.0%,64,+1.1%,64,+0.7%,63,+0.9%,64,+1.6%,35,-0.6%,25,-2.0%,24,-2.7%
Ryan Bowen,33.0,NOH,Forward,191,20,-2.4%,28,-2.0%,19,-2.0%,71,+1.7%,46,-0.3%,2,-3.4%,96,+5.7%,76,+2.3%
Elton Brand,29.6,PHI,Big,918,25,-1.8%,20,-2.8%,95,+4.2%,72,+1.8%,92,+6.0%,23,-1.2%,25,-2.0%,21,-3.2%
Corey Brewer,22.7,MIN,Wing,305,61,+0.5%,71,+1.8%,73,+1.2%,94,+5.7%,95,+6.9%,2,-3.2%,2,-5.5%,1,-8.8%
Ronnie Brewer,23.6,UTA,Wing,2575,87,+2.5%,73,+2.0%,63,+0.7%,25,-2.0%,34,-1.3%,7,-2.3%,74,+1.6%,46,-0.7%
Aaron Brooks,23.8,HOU,Combo,1958,83,+2.0%,30,-1.8%,41,-0.5%,41,-0.8%,34,-1.3%,64,+0.4%,83,+2.7%,80,+3.1%
Bobby Brown,24.1,SAC,Point,561,21,-2.1%,18,-3.1%,40,-0.6%,65,+1.2%,55,+0.5%,42,-0.5%,86,+3.0%,77,+2.5%
Bobby Brown,24.1,MIN,Combo,201,34,-1.2%,85,+3.1%,31,-1.2%,22,-2.4%,16,-3.6%,77,+1.1%,45,-0.6%,61,+0.5%
Dee Brown,24.2,WAS,Point,222,90,+2.7%,89,+3.8%,23,-1.6%,14,-3.4%,11,-5.0%,60,+0.2%,67,+1.1%,68,+1.3%
Devin Brown,29.8,NOH,Combo,820,10,-4.0%,90,+3.9%,40,-0.6%,29,-1.7%,26,-2.3%,7,-2.3%,62,+0.7%,36,-1.6%
Kwame Brown,26.6,DET,Big,987,47,-0.4%,39,-1.0%,86,+2.5%,72,+1.9%,84,+4.4%,29,-0.9%,20,-2.5%,18,-3.4%
Shannon Brown,22.9,CHA,Wing,301,63,+0.6%,53,+0.2%,66,+0.8%,39,-0.9%,48,-0.0%,70,+0.7%,43,-0.9%,52,-0.1%
Shannon Brown,22.9,LAL,Point,101,98,+5.5%,94,+4.5%,5,-3.7%,55,+0.5%,18,-3.2%,73,+0.9%,22,-2.3%,39,-1.4%
Kobe Bryant,30.2,LAL,Wing,2950,93,+3.2%,12,-4.0%,90,+3.3%,62,+0.8%,82,+4.1%,36,-0.6%,59,+0.6%,54,-0.0%
Greg Buckner,32.1,MEM,Wing,851,46,-0.4%,93,+4.5%,47,-0.3%,9,-4.4%,12,-4.7%,83,+1.4%,35,-1.2%,58,+0.2%
Caron Butler,28.6,WAS,Wing,2578,88,+2.6%,47,-0.3%,7,-3.2%,53,+0.3%,21,-2.9%,77,+1.1%,78,+2.1%,81,+3.2%
Rasual Butler,29.4,NOH,Wing,2606,67,+0.9%,49,-0.2%,28,-1.4%,90,+4.6%,77,+3.2%,9,-2.1%,41,-0.9%,23,-3.0%
Andrew Bynum,21.0,LAL,Big,1430,66,+0.8%,48,-0.3%,91,+3.4%,44,-0.5%,75,+2.9%,71,+0.7%,11,-3.3%,25,-2.6%
Will Bynum,25.8,DET,Point,747,75,+1.4%,81,+2.7%,78,+1.6%,9,-4.3%,21,-2.7%,94,+2.4%,21,-2.3%,55,+0.0%
Jose Calderon,27.1,TOR,Point,2327,62,+0.5%,37,-1.2%,14,-2.3%,67,+1.3%,36,-1.0%,83,+1.5%,63,+0.7%,76,+2.3%
Marcus Camby,34.6,LAC,Big,1923,35,-1.0%,94,+4.6%,72,+1.1%,65,+1.2%,71,+2.3%,13,-1.7%,3,-5.2%,3,-6.9%
Brian Cardinal,31.5,MIN,Forward,834,92,+3.2%,20,-2.8%,4,-3.9%,13,-3.4%,3,-7.3%,99,+4.0%,97,+6.2%,98,+10.2%
Rodney Carney,24.6,MIN,Wing,1099,33,-1.2%,47,-0.3%,3,-4.1%,20,-2.7%,5,-6.8%,99,+4.2%,86,+2.9%,96,+7.1%
