Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,29.9,SAC,Big,1996,25,+2.6,14,+3.9,89,-3.2%,35,-0.6%,72,-2.1,71,-1.2,68,-5.0
Hassan Adams,22.4,NJN,Wing,448,82,-3.8,91,-5.2,4,+5.1%,28,-0.8%,71,-2.1,54,-0.1,82,-11.1
Maurice Ager,22.7,DAL,Wing,158,12,+5.1,31,+2.0,3,+5.2%,68,+0.6%,74,-2.6,92,-3.5,24,+8.2
LaMarcus Aldridge,21.3,POR,Big,1342,67,-1.6,43,+0.7,73,-1.5%,93,+2.4%,75,-2.7,84,-2.3,51,+0.3
Malik Allen,28.3,CHI,Big,572,30,+2.1,48,+0.3,3,+5.3%,61,+0.3%,34,+1.7,36,+0.7,33,+4.8
Ray Allen,31.3,SEA,Wing,2214,55,-0.6,56,-0.7,63,-0.8%,35,-0.5%,22,+2.5,36,+0.7,23,+8.9
Tony Allen,24.8,BOS,Wing,772,53,-0.2,82,-3.5,43,+0.6%,52,-0.0%,5,+5.9,49,+0.1,2,+31.8
Rafer Alston,30.3,HOU,Point,3027,84,-4.1,75,-2.6,74,-1.6%,49,-0.0%,29,+2.1,58,-0.3,9,+17.7
Alan Anderson,24.0,CHA,Wing,242,75,-2.6,47,+0.4,97,-5.0%,99,+3.9%,70,-1.9,86,-2.6,32,+5.4
Derek Anderson,32.3,CHA,Wing,1172,63,-1.3,69,-1.8,13,+2.9%,39,-0.4%,20,+2.9,12,+2.5,49,+0.8
Carmelo Anthony,22.4,DEN,Wing,2479,6,+7.0,5,+7.0,21,+2.3%,59,+0.2%,9,+4.4,8,+2.9,31,+5.5
Rafael Araujo,26.2,UTA,Big,193,97,-8.0,78,-2.9,94,-3.8%,99,+4.1%,82,-3.3,94,-3.7,31,+5.4
Gilbert Arenas,24.8,WAS,Combo,2935,68,-1.8,61,-1.1,75,-1.7%,48,-0.1%,30,+2.0,12,+2.4,66,-4.0
Trevor Ariza,21.3,ORL,Wing,1230,82,-3.7,72,-2.3,44,+0.5%,59,+0.3%,28,+2.1,11,+2.5,66,-4.2
Darrell Armstrong,38.4,IND,Combo,1236,40,+1.1,32,+1.9,17,+2.7%,30,-0.8%,56,-0.6,28,+1.2,77,-8.9
Hilton Armstrong,21.9,NOH,Big,546,95,-7.2,96,-7.3,29,+1.6%,83,+1.4%,87,-4.3,72,-1.3,92,-18.0
Carlos Arroyo,27.3,ORL,Point,1255,78,-3.0,89,-4.9,22,+2.2%,78,+1.1%,26,+2.2,18,+1.9,47,+1.1
Chucky Atkins,32.2,MEM,Point,2050,27,+2.5,70,-1.9,4,+5.0%,43,-0.3%,4,+6.0,5,+3.6,20,+9.9
Kelenna Azubuike,22.9,GSW,Wing,595,4,+7.7,11,+4.5,37,+1.1%,62,+0.4%,59,-0.7,32,+0.9,80,-10.5
Renaldo Balkman,22.3,NYK,Forward,998,96,-7.6,98,-8.8,52,+0.0%,22,-1.1%,34,+1.6,47,+0.2,21,+9.4
Marcus Banks,25.0,PHX,Combo,447,8,+6.2,2,+9.9,56,-0.3%,23,-1.1%,66,-1.5,37,+0.7,84,-13.0
Leandro Barbosa,23.9,PHX,Combo,2570,41,+1.0,25,+2.7,35,+1.2%,84,+1.5%,63,-1.0,72,-1.4,36,+4.0
J.J. Barea,22.3,DAL,Combo,112,9,+5.8,20,+3.2,82,-2.4%,39,-0.4%,83,-3.5,99,-6.2,3,+28.1
Andrea Bargnani,21.0,TOR,Big,1594,17,+3.6,55,-0.6,10,+3.7%,28,-0.8%,2,+7.3,4,+3.7,9,+16.9
Matt Barnes,26.6,GSW,Forward,1735,41,+0.9,32,+1.8,50,+0.1%,26,-0.9%,67,-1.6,26,+1.3,91,-17.4
Earl Barron,25.2,MIA,Big,128,14,+4.3,14,+4.0,74,-1.6%,89,+1.8%,27,+2.1,89,-3.0,1,+38.6
Brent Barry,34.8,SAS,Wing,1528,9,+5.8,9,+5.3,34,+1.4%,18,-1.3%,32,+1.9,17,+1.9,59,-2.3
Brandon Bass,21.5,NOH,Big,109,7,+6.5,1,+11.3,78,-1.9%,0,-6.1%,1,+8.8,9,+2.9,3,+26.6
Maceo Baston,30.4,IND,Big,358,51,-0.1,24,+2.8,61,-0.5%,97,+3.1%,81,-3.3,91,-3.4,35,+4.6
Tony Battie,30.7,ORL,Big,1566,84,-4.1,62,-1.2,90,-3.4%,44,-0.2%,83,-3.6,71,-1.2,84,-12.9
Shane Battier,28.1,HOU,Forward,2976,91,-5.4,71,-2.0,77,-1.8%,40,-0.3%,76,-2.7,52,-0.1,96,-20.4
Charlie Bell,27.6,MIL,Wing,2807,59,-1.0,66,-1.4,27,+1.8%,53,+0.1%,47,+0.4,36,+0.7,57,-1.9
Raja Bell,30.1,PHX,Wing,2905,86,-4.3,89,-4.8,71,-1.3%,66,+0.5%,62,-0.9,67,-0.9,42,+2.0
Mike Bibby,28.5,SAC,Point,2775,58,-0.9,53,-0.5,74,-1.5%,24,-1.0%,38,+1.3,14,+2.2,72,-6.3
Andris Biedrins,20.6,GSW,Big,2372,84,-4.1,73,-2.4,92,-3.6%,82,+1.4%,91,-5.1,88,-2.9,74,-7.3
Chauncey Billups,30.1,DET,Point,2527,27,+2.5,27,+2.4,40,+0.8%,37,-0.5%,12,+4.1,6,+3.4,48,+0.9
Steve Blake,26.7,MIL,Point,555,4,+8.1,6,+6.5,14,+2.9%,45,-0.2%,25,+2.3,48,+0.2,18,+10.8
Steve Blake,26.7,DEN,Point,1617,52,-0.2,27,+2.4,11,+3.4%,48,-0.1%,47,+0.5,7,+3.3,94,-19.5
Will Blalock,23.1,DET,Point,154,81,-3.7,88,-4.4,5,+4.7%,41,-0.3%,54,-0.4,77,-1.6,27,+7.4
Andray Blatche,20.2,WAS,Big,623,60,-1.1,39,+1.2,75,-1.6%,32,-0.7%,97,-6.9,83,-2.2,97,-23.7
Mark Blount,30.9,MIN,Big,2539,20,+3.2,37,+1.4,31,+1.5%,36,-0.5%,47,+0.4,45,+0.3,52,+0.0
Keith Bogans,26.5,ORL,Wing,957,57,-0.8,58,-0.8,79,-2.0%,61,+0.3%,78,-2.9,81,-2.2,64,-3.5
Andrew Bogut,21.9,MIL,Big,2250,83,-3.9,39,+1.1,97,-4.9%,90,+1.8%,88,-4.7,97,-4.5,40,+2.8
Matt Bonner,26.6,SAS,Big,507,9,+5.8,5,+7.3,51,+0.1%,15,-1.5%,44,+0.7,81,-2.1,4,+23.8
Josh Boone,21.9,NJN,Big,608,72,-2.3,87,-4.3,6,+4.2%,19,-1.2%,27,+2.1,24,+1.4,39,+3.0
Calvin Booth,30.5,WAS,Big,365,93,-6.5,85,-3.8,84,-2.7%,19,-1.3%,36,+1.4,55,-0.1,24,+8.2
Carlos Boozer,24.9,UTA,Big,2541,34,+1.6,46,+0.4,67,-1.1%,17,-1.4%,30,+2.0,10,+2.6,72,-6.6
Chris Bosh,22.6,TOR,Big,2652,74,-2.5,67,-1.6,72,-1.4%,91,+2.1%,91,-5.2,83,-2.3,87,-14.2
Bruce Bowen,35.4,SAS,Wing,2456,100,-11.3,99,-10.8,49,+0.1%,82,+1.3%,56,-0.5,31,+1.0,81,-10.5
Earl Boykins,30.4,DEN,Point,865,73,-2.3,87,-4.3,59,-0.4%,63,+0.4%,15,+3.6,53,-0.1,10,+16.4
Earl Boykins,30.4,MIL,Point,1141,4,+8.1,35,+1.6,2,+5.5%,5,-2.6%,1,+9.0,1,+4.9,14,+13.8
Cedric Bozeman,23.7,ATL,Combo,184,50,-0.0,57,-0.7,67,-1.1%,87,+1.6%,99,-8.4,90,-3.1,98,-28.1
Elton Brand,27.6,LAC,Big,3071,20,+3.2,9,+4.8,96,-4.4%,81,+1.3%,83,-3.4,83,-2.3,63,-3.3
Ronnie Brewer,21.6,UTA,Wing,608,47,+0.2,57,-0.7,64,-0.8%,18,-1.3%,9,+4.5,8,+3.0,33,+4.9
Primoz Brezec,27.1,CHA,Big,827,18,+3.5,3,+7.6,83,-2.5%,84,+1.5%,92,-5.3,98,-5.4,30,+5.6
Andre Brown,25.5,SEA,Big,224,94,-6.7,99,-10.3,11,+3.6%,16,-1.4%,11,+4.1,2,+4.7,83,-11.4
Dee Brown,22.2,UTA,Point,372,65,-1.5,63,-1.3,57,-0.3%,98,+3.4%,96,-6.6,99,-6.0,46,+1.4
Devin Brown,27.8,NOH,Combo,1613,79,-3.0,59,-1.0,81,-2.2%,26,-0.9%,82,-3.4,68,-0.9,86,-13.9
Kwame Brown,24.6,LAL,Big,1129,43,+0.5,18,+3.5,78,-1.8%,91,+2.3%,42,+1.0,74,-1.4,11,+15.9
P.J. Brown,37.0,CHI,Big,1443,81,-3.7,45,+0.5,96,-4.7%,64,+0.4%,90,-5.0,79,-1.9,91,-17.2
Shannon Brown,20.9,CLE,Wing,160,0,+14.2,0,+15.5,33,+1.4%,83,+1.4%,24,+2.3,90,-3.2,0,+42.2
Kobe Bryant,28.2,LAL,Wing,3136,59,-1.0,64,-1.3,73,-1.5%,46,-0.1%,73,-2.3,57,-0.3,79,-9.5
