Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Patty Mills,29.2,SAS,Combo,164,76,+8.4,27,-5.1,89,+8.3%,94,-5.7%,100,+22.0,100,+11.8,100,+126.9
Nikola Mirotic,26.7,NOP,Big,319,34,-2.9,56,+1.9,73,+4.2%,49,-0.2%,96,+12.1,91,+6.6,93,+51.8
E'Twaun Moore,28.7,NOP,Wing,281,50,+1.6,42,-1.0,70,+3.7%,51,-0.4%,84,+6.4,61,+1.6,87,+38.0
Marcus Morris,28.2,BOS,Forward,555,59,+4.0,47,-0.4,26,-2.9%,80,-2.6%,53,+1.6,60,+1.4,49,-0.9
Markieff Morris,28.2,WAS,Big,180,27,-4.9,32,-3.5,59,+2.2%,78,-2.5%,72,+4.2,84,+4.9,51,-0.5
Larry Nance Jr.,24.8,CLE,Big,273,10,-10.5,10,-11.6,66,+2.8%,71,-1.7%,73,+4.6,76,+3.6,56,+3.7
Victor Oladipo,25.5,IND,Wing,256,79,+9.0,28,-4.2,98,+10.7%,98,-7.2%,85,+7.3,94,+7.2,15,-35.0
Kelly Olynyk,26.5,MIA,Big,145,96,+18.9,96,+17.2,11,-6.8%,5,+4.1%,2,-11.9,0,-11.0,18,-27.5
Kelly Oubre,21.9,WAS,Wing,143,35,-2.8,34,-3.3,44,-0.7%,31,+1.3%,89,+8.5,71,+3.3,89,+41.6
Jabari Parker,22.6,MIL,Big,166,13,-9.3,16,-9.1,23,-3.4%,27,+1.7%,22,-5.4,11,-4.8,29,-14.5
Chris Paul,32.5,HOU,Point,515,49,+1.2,75,+7.2,19,-4.1%,56,-0.8%,7,-9.6,21,-3.2,12,-39.9
Jakob Poeltl,22.0,TOR,Big,125,26,-4.9,35,-2.7,17,-5.0%,9,+3.5%,45,-0.2,4,-7.0,92,+51.5
Otto Porter,24.4,WAS,Forward,158,38,-1.8,78,+8.6,6,-7.7%,82,-2.9%,0,-19.1,1,-8.2,1,-87.7
JJ Redick,33.4,PHI,Wing,342,69,+6.4,82,+10.8,48,-0.2%,43,+0.2%,77,+5.1,44,-0.2,77,+23.4
Josh Richardson,24.1,MIA,Wing,128,56,+3.6,61,+3.7,68,+3.5%,76,-2.1%,93,+10.2,99,+10.3,78,+25.1
Rajon Rondo,31.7,NOP,Point,302,44,-0.1,33,-3.4,44,-0.6%,2,+5.6%,83,+6.3,56,+1.2,88,+40.6
Derrick Rose,29.1,MIN,Wing,113,98,+20.5,94,+15.6,72,+4.0%,90,-3.9%,80,+5.8,69,+2.6,79,+25.9
Terry Rozier,23.6,BOS,Combo,687,61,+4.5,63,+3.9,15,-5.3%,36,+0.6%,4,-11.2,26,-3.0,7,-48.9
Ricky Rubio,27.0,UTA,Point,180,45,+0.5,41,-1.0,82,+6.3%,97,-6.7%,91,+9.9,93,+7.1,56,+4.4
Domantas Sabonis,21.5,IND,Big,156,64,+5.2,53,+1.3,86,+7.1%,45,+0.1%,71,+3.9,70,+2.9,44,-4.6
Dario Saric,23.6,PHI,Big,328,33,-3.4,37,-2.3,32,-2.0%,1,+6.7%,36,-1.7,7,-6.3,73,+21.6
Mike Scott,29.3,WAS,Big,123,92,+15.3,90,+13.5,38,-1.3%,14,+3.0%,65,+2.9,30,-2.1,83,+34.6
Pascal Siakam,23.6,TOR,Big,159,42,-0.6,19,-7.8,35,-1.8%,31,+1.3%,12,-6.7,2,-7.2,63,+11.4
Ben Simmons,21.3,PHI,Combo,368,19,-7.6,35,-3.2,61,+2.4%,3,+5.3%,19,-5.9,33,-1.9,31,-13.8
Marcus Smart,23.7,BOS,Wing,443,40,-0.9,50,+0.2,30,-2.2%,81,-2.8%,81,+6.2,53,+1.0,85,+35.9
JR Smith,32.1,CLE,Wing,705,73,+8.1,79,+8.6,14,-5.4%,35,+0.7%,54,+1.7,23,-3.2,81,+27.3
Tony Snell,26.0,MIL,Wing,129,9,-11.1,27,-4.9,56,+0.9%,69,-1.6%,27,-3.4,73,+3.4,4,-63.6
Lance Stephenson,27.2,IND,Wing,139,56,+3.5,73,+7.0,18,-4.5%,10,+3.4%,32,-2.0,19,-3.5,73,+22.0
Jeff Teague,29.4,MIN,Point,152,39,-1.7,46,-0.5,46,-0.5%,59,-0.9%,35,-1.9,54,+1.0,30,-14.3
Klay Thompson,27.7,GSW,Wing,790,18,-8.5,40,-1.3,0,-12.9%,85,-3.3%,52,+1.4,60,+1.5,50,-0.8
Tristan Thompson,26.6,CLE,Big,398,57,+3.7,40,-1.6,75,+4.5%,68,-1.6%,82,+6.2,80,+4.1,59,+7.6
Karl-Anthony Towns,22.0,MIN,Big,169,78,+8.9,84,+11.2,73,+4.2%,19,+2.6%,60,+2.2,90,+6.3,35,-12.5
PJ Tucker,32.5,HOU,Forward,567,84,+10.7,66,+4.6,81,+6.0%,13,+3.0%,90,+9.7,78,+4.0,90,+43.8
Myles Turner,21.6,IND,Big,195,28,-4.8,26,-5.6,15,-5.3%,77,-2.4%,67,+3.1,41,-0.7,82,+31.2
Jonas Valanciunas,25.5,TOR,Big,243,63,+5.1,67,+5.1,77,+5.7%,83,-2.9%,48,+0.2,98,+10.2,2,-71.3
Fred VanVleet,23.7,TOR,Combo,109,91,+15.0,97,+18.9,43,-0.8%,91,-4.4%,87,+7.7,97,+9.5,25,-18.0
Dwyane Wade,35.8,MIA,Combo,126,67,+6.1,74,+7.1,99,+11.3%,61,-1.0%,21,-5.5,86,+5.8,6,-60.0
John Wall,27.2,WAS,Point,233,86,+10.9,98,+20.6,31,-2.1%,37,+0.6%,2,-14.4,17,-4.0,2,-67.9
David West,37.2,GSW,Big,168,48,+1.1,52,+1.2,93,+9.9%,25,+1.9%,15,-6.2,37,-1.5,17,-33.6
Russell Westbrook,29.0,OKC,Point,235,0,-18.2,20,-6.8,88,+7.7%,8,+3.6%,1,-18.2,28,-2.4,0,-103.4
Andrew Wiggins,22.7,MIN,Wing,163,15,-8.8,3,-12.7,76,+4.8%,28,+1.5%,20,-5.6,74,+3.5,6,-56.5
Justise Winslow,21.6,MIA,Forward,122,73,+7.9,58,+2.4,63,+2.6%,20,+2.4%,9,-7.7,10,-5.0,18,-27.5
Delon Wright,25.5,TOR,Combo,195,25,-5.1,18,-7.8,31,-2.2%,48,-0.2%,6,-9.6,2,-7.8,48,-1.0
Nick Young,32.4,GSW,Wing,159,14,-9.0,13,-9.6,94,+9.9%,21,+2.3%,29,-2.7,38,-1.3,37,-10.4
Thaddeus Young,29.4,IND,Big,232,10,-10.3,25,-5.7,60,+2.3%,74,-1.9%,14,-6.4,57,+1.2,5,-60.9
Quinn Cook,24.6,GSW,Point,130,47,+0.8,19,-7.1,92,+9.8%,24,+2.0%,74,+4.6,82,+4.8,52,+1.9
Jordan Bell,22.8,GSW,Big,133,85,+10.7,56,+1.9,98,+10.8%,10,+3.4%,77,+4.8,87,+5.9,45,-4.5
OG Anunoby,20.3,TOR,Forward,237,62,+5.0,87,+12.6,67,+2.8%,46,+0.0%,97,+12.6,85,+5.1,85,+35.6
Jayson Tatum,19.7,BOS,Forward,674,51,+1.6,81,+9.7,21,-3.6%,17,+2.8%,30,-2.3,19,-3.4,64,+12.8
Semi Ojeleye,22.9,BOS,Forward,206,16,-8.7,31,-3.6,56,+1.2%,12,+3.3%,42,-1.2,27,-2.6,69,+19.2
Donovan Mitchell,21.1,UTA,Combo,409,17,-8.7,21,-6.6,55,+0.9%,15,+2.9%,23,-5.1,20,-3.3,43,-5.4
Royce O'Neale,24.4,UTA,Wing,254,2,-17.2,6,-12.0,6,-7.6%,15,+2.9%,5,-11.1,15,-4.3,15,-37.8
