Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Arron Afflalo,24.0,DEN,Wing,2157,83,-3.7,26,+0.8,35,+0.6%,22,+7.0,52,-0.0,19,+4.9%,53,-1.1,24,+0.6,66,-1.0%,20,+9.1
LaMarcus Aldridge,24.3,POR,Big,2911,54,-0.4,65,-0.5,85,-1.4%,50,+0.1,32,+0.3,84,-5.5%,14,+15.3,72,-0.6,88,-3.7%,61,-3.8
Malik Allen,31.3,DEN,Big,383,1,+10.1,28,+0.7,46,+0.3%,21,+7.2,22,+0.5,38,+1.8%,22,+10.6,33,+0.5,63,-0.8%,18,+10.2
Ray Allen,34.3,BOS,Wing,2813,90,-4.7,21,+0.9,32,+0.7%,27,+5.3,32,+0.3,14,+6.1%,34,+5.6,27,+0.6,23,+2.1%,36,+3.5
Tony Allen,27.8,BOS,Wing,838,50,-0.0,87,-1.4,95,-2.1%,90,-11.9,46,+0.1,60,-1.2%,48,+1.0,92,-1.4,95,-5.2%,96,-20.4
Rafer Alston,33.3,NJN,Combo,744,85,-4.0,19,+1.1,10,+1.7%,48,+0.7,8,+0.9,52,-0.1%,63,-4.8,27,+0.6,64,-0.9%,30,+6.2
Rafer Alston,33.3,MIA,Point,652,33,+1.8,76,-1.0,6,+2.0%,81,-8.2,44,+0.1,15,+5.8%,48,+1.5,93,-1.5,8,+4.3%,93,-16.9
Lou Amundson,26.9,PHX,Big,1029,85,-4.0,50,-0.0,18,+1.3%,63,-3.1,26,+0.4,33,+2.5%,49,+0.5,59,-0.3,9,+4.0%,61,-3.8
Chris Andersen,31.3,DEN,Big,1668,89,-4.7,99,-3.6,54,+0.0%,100,-32.7,83,-0.6,78,-4.1%,96,-28.6,99,-2.7,36,+1.2%,99,-32.3
David Andersen,29.4,HOU,Big,848,81,-3.4,83,-1.2,40,+0.4%,85,-9.7,53,-0.1,32,+2.8%,54,-1.7,86,-1.0,33,+1.3%,85,-11.5
Ryan Anderson,21.5,ORL,Big,837,51,-0.2,71,-0.7,5,+2.1%,72,-5.2,95,-1.2,11,+6.6%,97,-33.6,39,+0.2,2,+6.3%,27,+7.2
Carmelo Anthony,25.4,DEN,Wing,2624,26,+2.4,29,+0.7,32,+0.7%,42,+1.9,29,+0.3,81,-4.8%,11,+17.5,39,+0.2,4,+5.6%,67,-5.5
Joel Anthony,27.2,MIA,Big,1249,65,-1.4,70,-0.6,78,-1.1%,70,-5.0,78,-0.5,50,+0.2%,81,-12.9,51,-0.1,83,-3.0%,51,-0.9
Gilbert Arenas,27.8,WAS,Combo,1166,64,-1.3,50,-0.0,25,+0.9%,60,-2.7,15,+0.7,91,-7.5%,20,+11.6,55,-0.2,22,+2.2%,63,-4.2
Trevor Ariza,24.3,HOU,Wing,2625,43,+0.6,47,+0.0,78,-1.1%,33,+3.6,21,+0.5,68,-2.4%,30,+6.9,63,-0.3,88,-3.6%,42,+1.7
Hilton Armstrong,24.9,NOH,Big,197,26,+2.4,98,-2.9,59,-0.2%,99,-30.3,98,-1.7,63,-1.6%,100,-55.3,86,-1.0,62,-0.7%,92,-16.0
Carlos Arroyo,30.3,MIA,Point,1503,81,-3.4,75,-0.8,59,-0.2%,81,-7.9,76,-0.5,41,+1.4%,86,-15.8,57,-0.2,68,-1.2%,57,-2.6
Darrell Arthur,21.6,MEM,Big,444,11,+5.1,92,-1.8,72,-0.8%,92,-12.9,84,-0.6,96,-10.7%,78,-11.5,93,-1.4,73,-1.9%,89,-14.0
Chucky Atkins,35.2,DET,Point,607,48,+0.0,12,+1.4,19,+1.2%,15,+8.8,81,-0.5,26,+3.9%,85,-14.9,3,+2.0,13,+3.2%,4,+20.3
D.J. Augustin,22.0,CHA,Point,1392,41,+0.7,27,+0.7,74,-0.9%,28,+5.0,48,+0.0,81,-4.9%,44,+2.5,29,+0.5,49,+0.4%,33,+4.6
Jeff Ayres,22.5,POR,Big,376,2,+9.6,51,-0.0,59,-0.2%,51,-0.4,66,-0.3,99,-15.5%,35,+5.4,73,-0.6,26,+1.9%,80,-9.6
Kelenna Azubuike,25.9,GSW,Wing,220,60,-0.9,7,+1.8,21,+1.1%,26,+5.6,22,+0.5,21,+4.5%,35,+5.2,7,+1.4,29,+1.7%,32,+5.3
Marcus Banks,28.0,TOR,Point,183,100,-11.6,90,-1.6,100,-5.2%,83,-9.3,96,-1.2,89,-6.9%,89,-19.5,38,+0.3,100,-11.2%,28,+6.9
Leandro Barbosa,26.9,PHX,Wing,688,78,-2.9,21,+0.9,77,-1.1%,20,+7.6,47,+0.1,53,-0.3%,23,+10.1,11,+1.1,53,+0.2%,14,+11.3
J.J. Barea,25.3,DAL,Combo,1484,10,+5.1,41,+0.2,53,+0.0%,37,+2.7,55,-0.1,61,-1.3%,51,-0.2,37,+0.3,34,+1.3%,34,+4.5
Andrea Bargnani,24.0,TOR,Big,2794,3,+8.9,1,+3.4,9,+1.7%,1,+22.6,3,+1.3,67,-2.2%,2,+34.1,5,+1.8,5,+4.7%,10,+14.1
Matt Barnes,29.6,ORL,Wing,2039,58,-0.8,64,-0.5,87,-1.5%,67,-3.8,76,-0.5,95,-9.8%,67,-6.3,48,+0.0,70,-1.4%,56,-2.6
Earl Barron,28.2,NYK,Big,231,96,-7.4,100,-4.0,100,-5.1%,96,-19.6,4,+1.2,75,-3.6%,1,+37.5,100,-5.3,99,-7.8%,99,-42.7
Brandon Bass,24.5,ORL,Big,552,13,+4.6,3,+2.5,33,+0.6%,2,+21.0,3,+1.3,5,+9.8%,4,+27.1,10,+1.2,57,-0.2%,10,+13.7
Tony Battie,33.7,NJN,Big,115,56,-0.5,99,-3.4,0,+4.7%,98,-23.2,99,-1.7,11,+7.0%,99,-44.4,99,-3.4,38,+1.1%,98,-26.7
Shane Battier,31.1,HOU,Forward,2163,73,-2.2,55,-0.1,61,-0.3%,49,+0.3,54,-0.1,22,+4.4%,69,-7.4,47,+0.0,85,-3.3%,38,+2.5
Nicolas Batum,20.9,POR,Wing,911,31,+2.0,53,-0.1,23,+1.0%,79,-7.3,80,-0.5,47,+0.7%,91,-22.4,26,+0.6,20,+2.3%,43,+1.3
Jerryd Bayless,21.2,POR,Combo,1264,24,+2.7,16,+1.2,79,-1.1%,13,+10.5,33,+0.3,72,-3.0%,10,+19.3,18,+0.8,60,-0.6%,28,+6.9
Michael Beasley,20.8,MIA,Forward,2264,15,+4.2,8,+1.8,15,+1.4%,13,+10.3,13,+0.8,4,+10.8%,17,+13.4,15,+1.0,24,+2.1%,27,+7.2
Rodrigue Beaubois,21.7,DAL,Wing,620,53,-0.4,53,-0.1,20,+1.1%,57,-2.1,43,+0.1,28,+3.5%,66,-6.1,56,-0.2,18,+2.7%,53,-1.7
Marco Belinelli,23.6,TOR,Wing,1022,79,-3.1,83,-1.2,46,+0.2%,91,-12.2,85,-0.7,15,+5.5%,94,-25.1,69,-0.5,49,+0.4%,67,-5.6
