Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Chase Budinger,26.4,MIN,Wing,1212,39,0.4%,54,1.5%,81,2.5%,67,2.8%,84,12.9%,0,0.0%,93,25.8%
Reggie Bullock,23.6,LAC,Wing,199,51,0.5%,88,2.2%,33,3.6%,0,0.0%,98,16.2%,0,0.0%,88,20.0%
Trey Burke,22.0,UTA,Point,2268,63,0.4%,32,1.3%,84,2.3%,37,1.5%,39,8.2%,0,0.0%,27,1.4%
Alec Burks,23.3,UTA,Wing,894,25,0.3%,13,0.9%,60,2.9%,56,2.3%,75,11.9%,0,0.0%,20,3.8%
Caron Butler,34.6,DET,Wing,1592,10,0.1%,34,1.2%,44,3.2%,23,1.2%,63,10.9%,74,1.9%,74,12.8%
Jimmy Butler,25.1,CHI,Wing,2507,67,0.7%,83,2.0%,100,1.5%,90,4.8%,52,10.1%,50,0.7%,44,7.5%
Rasual Butler,35.4,WAS,Wing,1423,71,0.8%,10,0.8%,65,2.8%,44,1.9%,57,10.5%,0,0.0%,56,9.3%
Dwight Buycks,25.7,LAL,Point,101,0,0.0%,3,0.9%,100,0.9%,0,0.0%,53,9.2%,0,0.0%,0,0.0%
Nick Calathes,25.7,MEM,Combo,770,55,0.4%,100,3.3%,2,5.3%,74,2.5%,74,10.5%,0,0.0%,72,6.7%
Jose Calderon,33.1,NYK,Combo,1265,0,0.0%,17,1.1%,78,2.7%,28,1.5%,62,9.4%,0,0.0%,42,2.4%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,34,0.4%,55,1.5%,74,2.7%,36,1.7%,23,8.2%,66,1.5%,62,10.4%
Isaiah Canaan,23.4,HOU,Combo,308,0,0.0%,75,1.9%,42,3.6%,80,2.8%,3,5.3%,0,0.0%,0,0.0%
Isaiah Canaan,23.4,PHI,Combo,563,40,0.3%,23,1.1%,23,4.1%,15,1.2%,46,8.5%,0,0.0%,82,8.6%
DeMarre Carroll,28.3,ATL,Wing,2178,36,0.4%,80,2.0%,57,3.0%,92,5.0%,68,11.5%,72,1.9%,98,35.3%
Vince Carter,37.8,MEM,Wing,1065,67,0.7%,70,1.8%,23,3.8%,61,2.4%,46,9.8%,71,1.9%,44,7.5%
Michael Carter-Williams,23.1,MIL,Point,756,98,0.9%,98,2.9%,44,3.4%,84,3.1%,77,11.6%,0,0.0%,0,0.0%
Michael Carter-Williams,23.1,PHI,Point,1374,89,0.7%,66,1.9%,61,2.9%,81,2.9%,95,15.0%,90,1.9%,92,10.5%
Omri Casspi,26.4,SAC,Forward,1364,7,0.3%,15,0.9%,61,3.1%,54,4.0%,70,13.3%,72,3.8%,48,15.9%
Mario Chalmers,28.5,MIA,Combo,2339,31,0.2%,88,2.4%,11,4.6%,14,1.1%,43,8.3%,71,0.6%,68,5.4%
Tyson Chandler,32.1,DAL,Big,2280,63,2.1%,28,0.8%,96,2.7%,96,13.6%,94,24.2%,21,0.9%,59,32.7%
Wilson Chandler,27.5,DEN,Forward,2461,39,0.6%,19,1.0%,44,3.8%,43,3.6%,85,15.6%,67,3.3%,41,15.1%
Ian Clark,23.7,UTA,Combo,124,98,0.9%,18,1.1%,48,3.4%,68,2.4%,0,3.7%,0,0.0%,0,0.0%
Jordan Clarkson,22.4,LAL,Combo,1401,72,0.5%,54,1.5%,55,3.2%,92,3.6%,66,10.1%,0,0.0%,58,3.8%
Norris Cole,26.1,MIA,Point,1131,69,0.4%,55,1.8%,53,3.0%,26,1.3%,55,9.2%,0,0.0%,53,2.8%
Norris Cole,26.1,NOP,Point,658,84,0.6%,15,1.0%,45,3.3%,2,0.2%,24,7.1%,0,0.0%,69,4.8%
Darren Collison,27.2,SAC,Point,1559,79,0.5%,63,1.9%,77,2.5%,27,1.3%,37,8.1%,76,1.0%,24,1.0%
Nick Collison,34.0,OKC,Big,1067,36,1.3%,70,1.3%,14,6.0%,40,7.9%,26,14.3%,79,6.2%,9,15.3%
Mike Conley,27.1,MEM,Point,2215,60,0.4%,60,1.9%,71,2.7%,29,1.3%,48,8.8%,89,1.8%,35,1.9%
Chris Copeland,30.6,IND,Forward,784,43,0.6%,4,0.6%,46,3.7%,26,2.6%,39,10.9%,91,5.6%,28,12.7%
Bryce Cotton,22.2,UTA,Combo,129,0,0.0%,8,1.0%,95,2.0%,37,1.7%,91,11.8%,97,6.3%,0,0.0%
DeMarcus Cousins,24.2,SAC,Big,2006,76,2.7%,93,2.0%,57,4.1%,61,9.6%,97,26.2%,92,10.0%,88,41.2%
Robert Covington,23.9,PHI,Wing,1939,76,0.9%,86,2.1%,24,3.8%,71,2.9%,82,12.7%,90,3.9%,78,14.8%
Allen Crabbe,22.6,POR,Wing,610,98,1.3%,47,1.4%,6,4.7%,18,1.2%,37,9.0%,0,0.0%,48,7.9%
Jamal Crawford,34.6,LAC,Wing,1641,38,0.4%,59,1.6%,75,2.6%,12,0.9%,4,6.1%,91,4.1%,45,7.7%
Jae Crowder,24.3,BOS,Forward,1362,59,0.8%,78,1.8%,57,3.4%,63,4.3%,76,14.2%,35,1.3%,74,22.9%
Jae Crowder,24.3,DAL,Forward,205,76,1.0%,91,2.2%,17,4.5%,87,5.4%,4,7.1%,0,0.0%,0,0.0%
Dante Cunningham,27.5,NOP,Forward,1614,80,1.2%,52,1.2%,69,2.6%,61,4.3%,44,11.2%,94,6.2%,43,15.3%
Stephen Curry,26.6,GSW,Point,2606,56,0.3%,95,2.6%,81,2.4%,66,2.2%,69,10.5%,73,0.8%,40,2.2%
Samuel Dalembert,34.5,NYK,Big,538,94,4.1%,63,1.2%,21,5.6%,72,10.3%,82,20.7%,74,5.3%,88,41.4%
Troy Daniels,23.3,CHA,Wing,101,49,0.5%,44,1.4%,7,4.5%,40,1.9%,1,5.1%,0,0.0%,0,0.0%
Troy Daniels,23.3,MIN,Combo,118,0,0.0%,0,0.7%,40,3.6%,83,2.8%,51,9.1%,100,25.0%,97,20.0%
Gigi Datome,26.9,BOS,Forward,169,91,2.3%,0,0.3%,56,3.4%,6,1.1%,33,10.7%,0,0.0%,22,12.5%
Brandon Davies,23.3,PHI,Big,368,8,0.6%,87,1.8%,15,6.0%,52,8.9%,2,9.9%,96,11.8%,32,24.1%
Anthony Davis,21.6,NOP,Big,2450,95,4.4%,90,1.9%,98,2.3%,37,7.6%,82,20.7%,35,2.2%,82,40.0%
Ed Davis,25.4,LAL,Big,1770,81,2.9%,54,1.1%,43,4.6%,92,12.8%,80,20.2%,20,0.9%,56,32.2%
Glen Davis,28.8,LAC,Big,781,44,1.4%,96,2.1%,15,5.9%,15,5.4%,12,12.5%,0,0.0%,20,20.3%
Austin Daye,26.4,SAS,Forward,241,44,0.6%,28,1.1%,7,4.9%,13,1.7%,100,18.9%,0,0.0%,98,35.3%
DeMar DeRozan,25.2,TOR,Wing,2094,24,0.3%,60,1.6%,85,2.3%,47,2.0%,67,11.3%,72,1.9%,71,12.7%
Dewayne Dedmon,25.2,ORL,Big,796,86,3.3%,29,0.9%,6,6.8%,96,13.8%,75,19.5%,99,15.1%,60,32.8%
Matthew Dellavedova,24.1,CLE,Combo,1259,17,0.0%,3,0.8%,3,5.1%,78,2.8%,26,7.1%,0,0.0%,26,1.3%
Luol Deng,29.5,MIA,Forward,2413,26,0.5%,57,1.3%,91,2.0%,76,5.0%,48,11.3%,31,0.7%,39,15.0%
Boris Diaw,32.5,SAS,Big,1932,11,0.7%,26,0.8%,85,3.2%,8,4.1%,17,13.2%,59,3.7%,26,22.6%
Gorgui Dieng,24.8,MIN,Big,2155,84,3.1%,77,1.4%,74,3.6%,74,10.5%,57,17.9%,56,3.5%,56,32.4%
Spencer Dinwiddie,21.6,DET,Combo,430,94,0.8%,72,1.8%,14,4.5%,8,0.9%,75,10.6%,0,0.0%,0,0.0%
Joey Dorsey,30.9,HOU,Big,762,51,1.6%,96,2.1%,4,7.0%,89,12.3%,66,18.9%,26,1.5%,59,32.7%
Toney Douglas,28.6,NOP,Combo,140,100,1.5%,92,2.5%,6,5.0%,37,1.7%,95,13.1%,0,0.0%,0,0.0%
Goran Dragic,28.5,MIA,Point,902,61,0.4%,35,1.4%,39,3.5%,92,3.7%,15,6.8%,0,0.0%,63,4.2%
Goran Dragic,28.5,PHX,Wing,1730,21,0.3%,37,1.2%,67,2.8%,77,3.1%,18,7.8%,63,1.2%,15,2.7%
Larry Drew,24.7,PHI,Point,198,0,0.0%,37,1.4%,66,2.7%,5,0.5%,29,7.6%,0,0.0%,0,0.0%
Andre Drummond,21.2,DET,Big,2487,87,3.3%,72,1.3%,47,4.5%,100,17.6%,98,26.7%,39,2.5%,95,46.8%
Jared Dudley,29.3,MIL,Forward,1688,6,0.3%,83,1.9%,63,2.8%,28,2.7%,24,10.2%,81,4.3%,19,11.0%
Tim Duncan,38.5,SAS,Big,2221,92,3.6%,72,1.3%,93,2.8%,42,8.1%,94,23.5%,80,6.4%,50,29.9%
Mike Dunleavy,34.1,CHI,Wing,1834,56,0.6%,17,1.0%,62,2.9%,34,1.6%,67,11.4%,0,0.0%,53,8.8%
Kevin Durant,26.1,OKC,Forward,908,81,1.4%,26,1.1%,98,1.6%,9,1.6%,91,16.4%,80,4.3%,57,19.1%
Cleanthony Early,23.5,NYK,Wing,579,90,1.1%,68,1.8%,10,4.4%,57,2.3%,78,12.3%,97,6.7%,82,15.8%
Wayne Ellington,26.9,LAL,Wing,1624,6,0.1%,13,0.9%,93,2.0%,38,1.8%,63,11.1%,60,1.1%,7,1.7%
Monta Ellis,29.0,DAL,Wing,2694,44,0.5%,91,2.4%,59,2.9%,25,1.3%,2,5.7%,0,0.0%,29,5.5%
James Ennis,24.3,MIA,Forward,996,69,0.9%,31,1.1%,41,3.8%,81,5.2%,41,11.1%,59,3.1%,89,26.0%
Tyler Ennis,20.2,MIL,Point,336,81,0.5%,85,2.4%,10,4.2%,53,1.9%,13,6.8%,0,0.0%,0,0.0%
Jeremy Evans,27.0,UTA,Big,224,53,1.7%,84,1.7%,28,5.2%,86,11.7%,24,14.2%,0,0.0%,16,18.8%
Reggie Evans,34.5,SAC,Big,760,3,0.4%,69,1.3%,45,4.6%,94,13.3%,98,27.4%,49,3.1%,52,30.4%
Tyreke Evans,25.1,NOP,Wing,2685,68,0.7%,62,1.6%,64,2.8%,79,3.2%,87,13.2%,49,0.6%,33,6.0%
Dante Exum,19.3,UTA,Combo,1771,69,0.4%,9,1.0%,35,3.7%,29,1.5%,8,6.1%,72,0.8%,34,2.0%
Festus Ezeli,25.0,GSW,Big,431,96,4.5%,16,0.7%,12,6.0%,91,12.6%,46,16.9%,0,0.0%,16,19.0%
Kenneth Faried,25.0,DEN,Big,2069,44,1.4%,71,1.3%,68,3.8%,84,11.4%,78,19.9%,48,3.0%,71,36.4%
Jordan Farmar,27.9,LAC,Point,444,82,0.5%,29,1.3%,2,4.9%,45,1.6%,11,6.7%,0,0.0%,55,3.0%
Derrick Favors,23.3,UTA,Big,2273,82,3.0%,59,1.2%,69,3.8%,58,9.5%,55,17.7%,40,2.6%,61,33.3%
Raymond Felton,30.3,DAL,Combo,202,92,0.8%,6,0.9%,82,2.7%,0,0.5%,40,7.8%,0,0.0%,0,0.0%
Landry Fields,26.3,TOR,Wing,178,0,0.0%,90,2.3%,87,2.3%,89,4.6%,13,7.4%,100,33.3%,100,50.0%
Evan Fournier,22.0,ORL,Wing,1650,6,0.1%,24,1.1%,55,3.0%,42,1.9%,17,7.7%,0,0.0%,60,10.3%
Randy Foye,31.1,DEN,Combo,1055,82,0.6%,40,1.4%,34,3.7%,5,0.7%,32,7.5%,0,0.0%,60,4.2%
Tim Frazier,24.0,PHI,Point,165,0,0.0%,52,1.6%,21,3.8%,71,2.6%,50,9.0%,0,0.0%,0,0.0%
Jimmer Fredette,25.7,NOP,Combo,425,32,0.2%,26,1.2%,29,3.8%,51,1.9%,23,6.8%,0,0.0%,54,3.4%
Joel Freeland,27.7,POR,Big,572,55,1.8%,17,0.7%,3,7.0%,73,10.4%,64,18.7%,89,8.7%,61,33.3%
Channing Frye,31.5,ORL,Big,1856,32,1.1%,56,1.1%,56,4.1%,0,1.5%,30,14.6%,24,1.1%,33,24.8%
Danilo Gallinari,26.2,DEN,Forward,1375,52,0.8%,72,1.5%,65,2.8%,20,2.0%,67,13.2%,46,2.3%,6,7.9%
Langston Galloway,22.9,NYK,Combo,1400,74,0.5%,51,1.5%,25,3.9%,72,2.5%,82,11.0%,86,1.6%,88,9.6%
Francisco Garcia,32.8,HOU,Wing,195,89,1.1%,87,2.1%,10,4.4%,32,1.6%,15,7.5%,0,0.0%,0,0.0%
Kevin Garnett,38.5,BKN,Big,853,23,0.9%,98,2.3%,51,4.4%,20,5.9%,100,28.9%,76,5.9%,97,50.0%
Marc Gasol,29.8,MEM,Big,2677,78,2.7%,60,1.2%,86,3.1%,12,4.6%,74,19.5%,63,3.9%,48,29.5%
Pau Gasol,34.3,CHI,Big,2673,78,2.8%,3,0.4%,97,2.3%,47,8.3%,92,23.1%,68,4.6%,72,36.9%
Rudy Gay,28.2,SAC,Wing,2402,79,0.9%,40,1.3%,77,2.6%,87,4.4%,79,12.5%,79,2.7%,72,12.7%
Alonzo Gee,27.4,DEN,Wing,426,66,0.7%,93,2.5%,19,4.0%,93,5.1%,9,7.1%,87,3.4%,75,13.3%
Alonzo Gee,27.4,POR,Forward,129,0,0.0%,98,2.4%,2,5.5%,67,4.8%,26,10.5%,0,0.0%,11,10.0%
Taj Gibson,29.4,CHI,Big,1659,69,2.3%,34,0.9%,66,3.8%,66,9.9%,16,13.2%,53,3.3%,14,17.4%
Manu Ginobili,37.3,SAS,Wing,1575,64,0.7%,76,1.9%,28,3.8%,40,1.9%,71,11.6%,61,1.2%,54,9.3%
Rudy Gobert,22.3,UTA,Big,2123,98,4.7%,74,1.3%,79,3.4%,94,13.2%,88,22.3%,37,2.4%,85,40.6%
Drew Gooden,33.1,WAS,Big,828,5,0.5%,41,1.0%,45,4.6%,51,8.8%,41,16.0%,74,5.4%,42,27.1%
Archie Goodwin,20.2,PHX,Combo,451,97,0.8%,29,1.3%,17,4.3%,98,5.3%,37,7.7%,92,2.7%,69,5.6%
Aaron Gordon,19.1,ORL,Forward,780,83,1.4%,46,1.2%,26,4.2%,91,6.1%,89,15.8%,48,2.4%,9,9.3%
Ben Gordon,31.6,ORL,Wing,764,7,0.1%,7,0.8%,50,3.1%,11,0.8%,10,7.1%,0,0.0%,21,4.3%
Eric Gordon,25.9,NOP,Combo,2014,58,0.4%,22,1.1%,65,3.1%,26,1.5%,18,6.6%,0,0.0%,71,5.8%
Marcin Gortat,30.7,WAS,Big,2445,69,2.4%,30,0.9%,85,3.1%,39,7.9%,78,20.0%,49,3.1%,81,39.0%
Danny Granger,31.5,MIA,Wing,595,52,0.6%,23,1.1%,2,5.3%,82,3.5%,51,10.1%,0,0.0%,85,18.8%
Jerami Grant,20.6,PHI,Forward,1303,94,2.5%,56,1.2%,20,4.3%,39,3.5%,28,10.5%,43,1.7%,31,13.2%
Danny Green,27.4,SAS,Wing,2284,99,2.0%,84,2.0%,53,3.1%,62,2.5%,80,12.6%,78,2.7%,37,6.7%
Draymond Green,24.7,GSW,Big,2475,61,2.0%,97,2.2%,59,4.0%,12,4.6%,58,18.0%,75,5.6%,95,46.7%
Erick Green,23.5,DEN,Combo,301,0,0.0%,20,1.1%,60,3.1%,57,2.1%,14,6.3%,0,0.0%,0,0.0%
Gerald Green,28.8,PHX,Wing,1423,40,0.4%,39,1.3%,17,4.2%,56,2.3%,56,10.5%,64,1.3%,67,12.0%
JaMychal Green,24.4,MEM,Big,116,46,1.5%,78,1.5%,29,5.2%,85,11.4%,34,15.1%,0,0.0%,82,40.0%
Jeff Green,28.2,BOS,Forward,1085,33,0.6%,20,1.0%,87,2.2%,17,1.9%,31,10.6%,0,0.0%,52,17.8%
Jeff Green,28.2,MEM,Forward,1341,67,0.9%,13,0.9%,70,2.6%,41,3.5%,35,10.8%,0,0.0%,20,12.1%
Willie Green,33.3,ORL,Wing,898,27,0.3%,29,1.1%,22,4.0%,26,1.4%,8,7.1%,76,2.4%,32,6.0%
Blake Griffin,25.6,LAC,Big,2347,18,0.8%,59,1.2%,84,3.2%,16,5.4%,38,15.7%,86,7.6%,38,25.2%
Jorge Gutierrez,25.8,MIL,Combo,124,0,0.0%,43,1.4%,5,5.1%,95,4.4%,48,8.9%,0,0.0%,100,22.2%
PJ Hairston,21.9,CHA,Wing,603,81,1.0%,44,1.4%,21,4.0%,67,2.7%,43,9.5%,0,0.0%,61,10.3%
Justin Hamilton,24.6,MIA,Big,266,31,1.1%,69,1.3%,24,5.5%,31,7.2%,0,7.4%,84,7.1%,34,25.0%
Justin Hamilton,24.6,MIN,Big,414,83,3.0%,94,2.0%,70,3.7%,49,8.4%,9,12.3%,0,0.0%,42,26.7%
Tyler Hansbrough,29.0,TOR,Big,1040,19,0.8%,71,1.3%,16,5.8%,81,11.1%,38,15.6%,82,6.7%,31,23.3%
Tim Hardaway Jr.,22.6,NYK,Wing,1631,43,0.5%,3,0.6%,60,2.9%,8,0.8%,31,8.8%,0,0.0%,52,8.7%
James Harden,25.2,HOU,Wing,2976,86,1.1%,89,2.2%,79,2.5%,66,2.6%,76,12.2%,53,0.9%,87,19.7%
Maurice Harkless,21.5,ORL,Forward,610,65,0.8%,93,2.2%,28,4.1%,85,5.4%,30,10.6%,93,6.1%,50,16.2%
Devin Harris,31.7,DAL,Combo,1666,65,0.4%,80,2.1%,38,3.6%,3,0.7%,35,7.6%,0,0.0%,0,0.0%
Gary Harris,20.1,DEN,Wing,572,33,0.4%,87,2.1%,29,3.7%,52,2.1%,5,6.2%,0,0.0%,9,2.0%
