Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Nikola Jokic,29.7,DEN,Big,562,60,+1.2%,48,-1.2%,28,-2.0%,2,-5.7%,4,-7.7%,92,+4.2%,92,+4.7%,96,+8.9%
Derrick Jones Jr.,27.7,LAC,Big,128,27,-2.7%,7,-7.9%,19,-2.8%,97,+4.6%,67,+1.8%,79,+2.2%,86,+3.8%,88,+6.1%
Cory Joseph,33.2,ORL,Point,142,23,-3.1%,17,-5.4%,72,+2.5%,68,+1.0%,78,+3.5%,68,+1.6%,53,+0.3%,63,+1.8%
Kawhi Leonard,33.3,LAC,Forward,264,83,+3.9%,58,+0.1%,89,+5.2%,86,+2.6%,97,+7.8%,50,+0.4%,4,-8.3%,8,-7.9%
Kevon Looney,28.7,GSW,Big,128,35,-1.5%,69,+2.0%,90,+5.5%,69,+1.1%,92,+6.6%,4,-3.9%,14,-4.7%,6,-8.6%
TJ McConnell,32.6,IND,Point,385,30,-2.2%,84,+4.4%,68,+2.1%,29,-1.1%,53,+1.0%,21,-1.4%,19,-3.9%,17,-5.4%
Jamal Murray,27.7,DEN,Combo,578,100,+17.2%,52,-0.7%,40,-1.0%,25,-1.2%,31,-2.2%,31,-0.9%,85,+3.8%,69,+2.9%
Bobby Portis,29.7,MIL,Big,158,41,-0.8%,30,-3.3%,5,-6.0%,81,+2.3%,19,-3.8%,95,+5.1%,65,+2.0%,93,+7.1%
Kristaps Porzingis,29.3,BOS,Big,230,36,-1.4%,62,+0.8%,76,+2.8%,64,+0.8%,80,+3.6%,22,-1.4%,25,-3.0%,19,-4.4%
Norman Powell,31.4,LAC,Wing,237,36,-1.3%,73,+2.6%,84,+4.0%,10,-2.6%,61,+1.4%,41,-0.0%,19,-4.0%,22,-4.0%
Julius Randle,29.9,MIN,Big,527,67,+1.6%,36,-2.2%,95,+7.3%,36,-0.8%,92,+6.4%,17,-1.8%,30,-2.5%,21,-4.3%
Dennis Schroder,31.1,DET,Point,164,84,+4.2%,9,-7.5%,62,+1.0%,88,+2.8%,82,+3.9%,49,+0.4%,79,+3.3%,72,+3.7%
Pascal Siakam,30.6,IND,Big,768,19,-3.8%,44,-1.4%,86,+4.4%,90,+3.1%,95,+7.6%,14,-2.3%,20,-3.8%,11,-6.1%
Karl-Anthony Towns,29.0,NYK,Big,639,17,-4.1%,89,+6.3%,31,-1.7%,19,-1.6%,21,-3.3%,12,-2.7%,45,-0.3%,27,-3.0%
Myles Turner,28.6,IND,Big,671,92,+5.8%,8,-7.8%,54,+0.4%,81,+2.1%,71,+2.6%,80,+2.2%,75,+3.0%,82,+5.2%
Fred VanVleet,30.7,HOU,Point,276,80,+3.4%,51,-0.7%,27,-2.1%,34,-0.9%,23,-3.0%,75,+2.0%,62,+1.7%,74,+3.8%
Russell Westbrook,36.0,DEN,Point,312,7,-6.6%,59,+0.5%,30,-1.8%,64,+0.8%,41,-1.0%,94,+4.9%,16,-4.3%,49,+0.6%
Andrew Wiggins,29.7,MIA,Wing,200,8,-6.1%,63,+0.8%,70,+2.3%,76,+1.6%,83,+3.9%,9,-3.0%,36,-1.7%,19,-4.7%
Ivica Zubac,27.6,LAC,Big,255,95,+8.3%,60,+0.5%,97,+8.3%,33,-1.0%,94,+7.4%,75,+1.9%,3,-9.8%,8,-7.9%
Gary Payton II,31.9,GSW,Wing,199,58,+1.1%,47,-1.3%,31,-1.6%,75,+1.5%,43,-0.1%,52,+0.5%,54,+0.8%,56,+1.3%
Alex Caruso,30.7,OKC,Forward,561,50,+0.2%,61,+0.7%,25,-2.2%,44,-0.3%,29,-2.5%,73,+1.9%,46,-0.2%,59,+1.7%
Thomas Bryant,27.3,IND,Big,146,9,-6.1%,77,+2.9%,56,+0.5%,8,-2.7%,31,-2.2%,82,+2.6%,23,-3.3%,38,-0.7%
Josh Hart,29.7,NYK,Wing,641,56,+0.8%,68,+1.9%,8,-5.7%,58,+0.5%,11,-5.2%,63,+1.0%,69,+2.3%,70,+3.3%
OG Anunoby,27.3,NYK,Forward,703,42,-0.6%,79,+3.2%,7,-5.8%,72,+1.3%,15,-4.5%,55,+0.7%,53,+0.6%,55,+1.3%
Bam Adebayo,27.3,MIA,Big,233,31,-2.1%,18,-5.3%,53,+0.4%,95,+4.1%,86,+4.5%,97,+5.5%,13,-4.7%,50,+0.8%
Dillon Brooks,28.8,HOU,Forward,205,89,+5.4%,42,-1.7%,55,+0.5%,54,+0.2%,51,+0.7%,23,-1.3%,68,+2.3%,51,+1.0%
Jayson Tatum,26.7,BOS,Forward,321,46,-0.2%,47,-1.3%,48,-0.1%,56,+0.3%,44,+0.2%,81,+2.3%,39,-1.2%,53,+1.1%
Bogdan Bogdanovic,32.2,LAC,Wing,114,18,-4.0%,74,+2.7%,0,-10.5%,87,+2.6%,3,-7.8%,69,+1.6%,82,+3.6%,81,+5.2%
Derrick White,30.3,BOS,Combo,415,20,-3.5%,65,+1.3%,88,+4.6%,50,-0.1%,85,+4.4%,31,-0.7%,12,-5.0%,14,-5.7%
Luke Kornet,29.3,BOS,Big,180,64,+1.4%,54,-0.5%,49,-0.1%,61,+0.7%,47,+0.7%,26,-1.2%,56,+1.0%,43,-0.2%
Jarrett Allen,26.5,CLE,Big,261,86,+5.1%,75,+2.8%,74,+2.5%,58,+0.5%,75,+3.0%,5,-3.9%,33,-2.0%,12,-5.8%
Donovan Mitchell,28.2,CLE,Combo,288,2,-10.3%,88,+5.4%,14,-4.5%,31,-1.0%,9,-5.5%,42,+0.0%,52,+0.2%,47,+0.2%
Wendell Carter,25.5,ORL,Big,188,69,+1.8%,36,-2.2%,45,-0.4%,37,-0.8%,39,-1.2%,44,+0.0%,81,+3.3%,71,+3.4%
Luka Doncic,25.7,LAL,Point,207,99,+14.1%,72,+2.2%,2,-7.7%,41,-0.5%,3,-8.2%,92,+4.6%,58,+1.4%,86,+6.0%
Michael Porter,26.3,DEN,Forward,435,81,+3.4%,39,-1.9%,78,+3.1%,27,-1.1%,68,+2.0%,1,-5.1%,93,+5.0%,46,-0.1%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,25,-3.1%,13,-7.0%,44,-0.6%,93,+3.4%,72,+2.8%,65,+1.4%,72,+2.8%,77,+4.2%
Jaren Jackson,25.1,MEM,Big,211,37,-0.9%,83,+4.3%,73,+2.5%,3,-3.7%,38,-1.2%,28,-1.1%,34,-2.0%,25,-3.0%
Donte DiVincenzo,27.8,MIN,Combo,369,31,-2.2%,95,+9.4%,3,-7.4%,31,-1.0%,1,-8.4%,36,-0.3%,42,-0.6%,34,-0.9%
Mikal Bridges,28.2,NYK,Forward,705,12,-5.4%,3,-10.0%,100,+12.7%,84,+2.4%,100,+15.2%,13,-2.5%,26,-2.7%,18,-5.2%
Jalen Brunson,28.2,NYK,Point,680,91,+5.6%,85,+4.4%,13,-4.8%,39,-0.6%,10,-5.4%,67,+1.5%,43,-0.5%,52,+1.0%
Isaiah Hartenstein,26.5,OKC,Big,515,25,-3.1%,37,-2.1%,94,+6.9%,66,+0.9%,97,+7.8%,24,-1.3%,15,-4.4%,14,-5.7%
Mitchell Robinson,26.6,NYK,Big,369,59,+1.2%,15,-6.1%,92,+5.6%,63,+0.8%,91,+6.4%,47,+0.2%,44,-0.5%,42,-0.2%
Gary Trent Jr.,25.8,MIL,Wing,170,57,+0.8%,45,-1.4%,6,-6.0%,97,+4.7%,37,-1.3%,57,+0.8%,64,+1.9%,69,+2.7%
Haywood Highsmith,27.9,MIA,Forward,139,53,+0.6%,2,-10.0%,80,+3.2%,59,+0.5%,81,+3.7%,29,-1.0%,97,+7.3%,89,+6.3%
Ja Morant,25.2,MEM,Point,149,63,+1.3%,93,+8.4%,63,+1.1%,42,-0.5%,48,+0.7%,10,-3.0%,8,-6.1%,5,-9.0%
DeAndre Hunter,26.9,CLE,Forward,185,47,-0.1%,71,+2.1%,91,+5.6%,26,-1.1%,86,+4.4%,6,-3.5%,25,-3.1%,9,-6.5%
Darius Garland,24.8,CLE,Point,147,75,+2.7%,0,-13.7%,86,+4.4%,100,+7.4%,99,+11.9%,53,+0.6%,58,+1.2%,62,+1.8%
Rui Hachimura,26.7,LAL,Forward,182,4,-7.7%,23,-4.5%,46,-0.4%,11,-2.5%,24,-2.9%,99,+7.3%,50,+0.1%,95,+7.5%
Tyler Herro,24.8,MIA,Combo,225,96,+8.8%,90,+6.3%,11,-5.4%,47,-0.2%,8,-5.6%,70,+1.7%,29,-2.5%,36,-0.8%
Nickeil Alexander-Walker,26.2,MIN,Wing,300,71,+2.1%,81,+4.0%,20,-2.7%,30,-1.0%,19,-3.8%,86,+3.0%,22,-3.3%,41,-0.2%
Ty Jerome,27.3,CLE,Combo,186,73,+2.3%,24,-4.5%,91,+5.6%,7,-3.1%,69,+2.4%,14,-2.5%,91,+4.5%,64,+2.0%
Kevin Porter,24.5,MIL,Combo,148,3,-7.7%,19,-5.0%,34,-1.4%,98,+5.0%,79,+3.6%,88,+3.2%,36,-1.7%,58,+1.4%
Luguentz Dort,25.5,OKC,Wing,665,34,-1.5%,27,-3.6%,32,-1.6%,73,+1.3%,42,-0.3%,38,-0.1%,87,+3.9%,75,+3.8%
Naz Reid,25.2,MIN,Big,367,65,+1.5%,92,+7.5%,8,-5.8%,35,-0.9%,8,-6.7%,64,+1.1%,35,-1.9%,36,-0.8%
Dean Wade,27.9,CLE,Forward,137,39,-0.8%,97,+11.2%,4,-6.6%,20,-1.6%,2,-8.3%,51,+0.4%,21,-3.4%,28,-2.9%
Max Strus,28.6,CLE,Wing,252,82,+3.7%,64,+1.0%,10,-5.4%,80,+2.1%,20,-3.3%,78,+2.2%,49,+0.1%,65,+2.3%
Anthony Edwards,23.2,MIN,Combo,584,14,-5.1%,43,-1.5%,47,-0.1%,77,+1.8%,64,+1.6%,36,-0.3%,51,+0.2%,45,-0.1%
Obi Toppin,26.7,IND,Forward,429,61,+1.2%,87,+5.3%,14,-4.4%,9,-2.7%,5,-7.0%,34,-0.4%,67,+2.1%,61,+1.8%
Tyrese Haliburton,24.7,IND,Combo,770,79,+3.3%,26,-3.9%,22,-2.7%,47,-0.2%,25,-2.9%,89,+3.6%,78,+3.2%,92,+6.8%
Aaron Nesmith,25.0,IND,Wing,649,40,-0.8%,34,-2.3%,52,+0.4%,62,+0.8%,55,+1.1%,42,-0.0%,57,+1.1%,54,+1.1%
Payton Pritchard,26.8,BOS,Point,298,97,+9.6%,55,-0.3%,29,-1.9%,86,+2.6%,50,+0.7%,8,-3.3%,76,+3.0%,40,-0.3%
Jaden McDaniels,24.1,MIN,Forward,494,78,+3.2%,31,-3.2%,81,+3.6%,70,+1.2%,87,+4.8%,2,-4.8%,80,+3.3%,32,-1.5%
Desmond Bane,26.4,MEM,Wing,211,69,+1.8%,49,-1.1%,12,-5.1%,82,+2.4%,25,-2.7%,58,+0.9%,75,+2.9%,75,+3.8%
Isaiah Joe,25.3,OKC,Wing,167,52,+0.5%,21,-4.8%,42,-0.8%,17,-1.9%,26,-2.7%,43,+0.0%,97,+7.4%,94,+7.5%
Sam Merrill,28.5,CLE,Wing,159,49,+0.1%,20,-4.9%,50,+0.3%,16,-2.0%,36,-1.7%,90,+3.9%,70,+2.6%,91,+6.5%
Cade Cunningham,23.1,DET,Combo,247,51,+0.4%,99,+16.1%,98,+8.6%,1,-8.4%,45,+0.3%,39,-0.1%,1,-16.3%,1,-16.3%
Jalen Green,22.7,HOU,Wing,214,92,+5.7%,66,+1.6%,75,+2.6%,71,+1.2%,81,+3.8%,60,+0.9%,7,-6.4%,16,-5.4%
Evan Mobley,23.4,CLE,Big,257,6,-7.1%,29,-3.5%,38,-1.1%,85,+2.5%,62,+1.4%,47,+0.2%,64,+1.9%,64,+2.1%
Jonathan Kuminga,22.1,GSW,Forward,184,38,-0.9%,97,+11.0%,81,+3.6%,45,-0.2%,77,+3.3%,27,-1.1%,2,-13.2%,2,-14.4%
Franz Wagner,23.2,ORL,Forward,228,22,-3.3%,46,-1.4%,96,+7.9%,14,-2.3%,90,+5.6%,18,-1.8%,28,-2.5%,20,-4.3%
Davion Mitchell,26.2,MIA,Point,209,29,-2.3%,56,-0.2%,79,+3.1%,19,-1.7%,59,+1.4%,87,+3.0%,18,-4.2%,33,-1.1%
Moses Moody,22.4,GSW,Wing,214,13,-5.4%,50,-0.9%,71,+2.5%,32,-1.0%,63,+1.5%,54,+0.7%,38,-1.3%,39,-0.6%
Alperen Sengun,22.3,HOU,Big,252,15,-4.9%,33,-2.4%,97,+8.4%,8,-2.8%,89,+5.6%,20,-1.5%,37,-1.7%,25,-3.2%
Santi Aldama,23.8,MEM,Big,177,76,+2.8%,76,+2.9%,15,-4.1%,74,+1.4%,27,-2.7%,37,-0.2%,48,+0.0%,42,-0.2%
Miles McBride,24.1,NYK,Combo,334,70,+2.0%,28,-3.5%,64,+1.4%,42,-0.5%,53,+0.9%,71,+1.7%,55,+0.8%,68,+2.6%
Aaron Wiggins,25.8,OKC,Wing,276,72,+2.2%,86,+4.6%,58,+0.9%,4,-3.5%,28,-2.6%,25,-1.2%,41,-0.8%,31,-2.0%
Austin Reaves,26.4,LAL,Combo,196,21,-3.4%,69,+2.0%,51,+0.3%,5,-3.4%,22,-3.1%,98,+7.0%,9,-5.9%,53,+1.1%
Sam Hauser,26.9,BOS,Forward,106,97,+10.0%,12,-7.2%,59,+0.9%,53,+0.2%,54,+1.1%,56,+0.8%,96,+5.3%,87,+6.1%
Paolo Banchero,22.0,ORL,Big,230,77,+2.8%,14,-6.6%,53,+0.4%,79,+2.1%,69,+2.5%,91,+4.2%,47,-0.0%,76,+4.1%
Chet Holmgren,22.5,OKC,Big,684,62,+1.3%,64,+1.0%,47,-0.2%,75,+1.5%,58,+1.3%,45,+0.1%,31,-2.4%,29,-2.3%
Jabari Smith Jr.,21.5,HOU,Big,138,19,-3.7%,70,+2.0%,39,-1.0%,36,-0.9%,34,-1.9%,7,-3.5%,81,+3.3%,44,-0.1%
Bennedict Mathurin,22.4,IND,Wing,369,8,-6.5%,92,+7.3%,61,+1.0%,15,-2.1%,40,-1.1%,35,-0.3%,10,-5.9%,10,-6.2%
Jalen Williams,23.6,OKC,Forward,795,64,+1.4%,91,+6.3%,57,+0.5%,69,+1.2%,65,+1.7%,16,-1.9%,8,-6.1%,7,-8.0%
Jalen Duren,21.0,DET,Big,203,3,-8.6%,32,-2.5%,87,+4.6%,25,-1.2%,76,+3.3%,11,-2.7%,63,+1.9%,35,-0.8%
Tari Eason,23.5,HOU,Forward,131,43,-0.4%,82,+4.1%,1,-10.3%,51,-0.1%,0,-10.4%,93,+4.8%,59,+1.4%,90,+6.3%
Christian Braun,23.5,DEN,Wing,544,94,+6.4%,75,+2.7%,19,-2.9%,22,-1.5%,17,-4.4%,72,+1.9%,47,-0.1%,60,+1.8%
Peyton Watson,22.1,DEN,Forward,179,0,-11.3%,57,+0.0%,35,-1.3%,96,+4.3%,75,+3.0%,77,+2.2%,11,-5.2%,26,-3.0%
Andrew Nembhard,24.8,IND,Combo,762,54,+0.7%,16,-5.9%,37,-1.3%,83,+2.4%,56,+1.2%,62,+1.0%,84,+3.7%,79,+4.7%
AJ Green,25.1,MIL,Wing,134,88,+5.3%,11,-7.2%,36,-1.3%,91,+3.1%,66,+1.8%,100,+7.4%,32,-2.1%,84,+5.4%
Scotty Pippen,24.0,MEM,Combo,189,44,-0.3%,14,-6.7%,64,+1.3%,49,-0.2%,57,+1.2%,48,+0.3%,95,+5.2%,85,+5.5%
Amen Thompson,21.8,HOU,Combo,227,45,-0.2%,53,-0.6%,83,+4.0%,28,-1.1%,73,+2.9%,59,+0.9%,24,-3.2%,30,-2.3%
Ausar Thompson,21.8,DET,Wing,134,66,+1.5%,98,+14.6%,33,-1.5%,6,-3.3%,14,-4.8%,0,-7.5%,31,-2.3%,3,-9.8%
Anthony Black,20.8,ORL,Combo,107,87,+5.2%,81,+3.9%,17,-3.0%,65,+0.9%,32,-2.1%,30,-0.9%,40,-0.8%,31,-1.8%
Cason Wallace,21.0,OKC,Combo,514,58,+1.0%,80,+3.8%,24,-2.4%,18,-1.8%,18,-4.2%,58,+0.9%,42,-0.5%,48,+0.4%
Brandin Podziemski,21.7,GSW,Combo,412,55,+0.7%,40,-1.8%,18,-2.9%,92,+3.3%,47,+0.4%,19,-1.5%,74,+2.9%,57,+1.4%
Ben Sheppard,23.3,IND,Wing,261,90,+5.4%,42,-1.6%,66,+1.7%,43,-0.4%,58,+1.3%,15,-1.9%,69,+2.3%,47,+0.3%
Zach Edey,22.6,MEM,Big,172,32,-1.8%,10,-7.2%,77,+2.9%,53,+0.1%,74,+3.0%,46,+0.1%,90,+4.2%,78,+4.3%
Quinten Post,24.6,GSW,Big,162,75,+2.6%,4,-9.0%,43,-0.6%,3,-4.3%,14,-4.9%,81,+2.2%,100,+11.7%,100,+14.0%
