Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,28.9,SAC,Big,122,84,+12.5,85,+12.7,99,+14.0%,75,-1.8%,91,+11.4,93,+7.5,59,+10.8
Malik Allen,27.3,CHI,Big,116,18,-7.6,40,-1.7,8,-8.2%,23,+1.9%,72,+4.1,66,+1.9,65,+11.9
Carmelo Anthony,21.4,DEN,Forward,192,49,+1.1,41,-0.9,41,-1.3%,1,+5.7%,32,-2.8,28,-2.3,39,-5.8
Gilbert Arenas,23.8,WAS,Combo,283,54,+2.5,30,-3.3,84,+6.9%,9,+3.0%,45,+0.1,24,-2.8,64,+11.9
Chucky Atkins,31.2,MEM,Point,101,68,+6.0,65,+4.6,53,+0.5%,8,+3.2%,2,-17.3,2,-8.9,13,-35.7
Leandro Barbosa,22.9,PHX,Wing,625,27,-5.1,22,-7.7,66,+3.2%,80,-2.5%,34,-2.0,72,+2.3,8,-40.1
Brent Barry,33.8,SAS,Wing,281,23,-5.5,45,-0.6,28,-3.3%,68,-1.2%,8,-12.2,22,-3.5,5,-54.4
Shane Battier,27.1,MEM,Forward,128,83,+12.4,90,+14.7,67,+3.4%,71,-1.3%,98,+14.0,97,+8.9,70,+15.0
Raja Bell,29.1,PHX,Wing,673,55,+2.8,75,+8.5,14,-6.1%,55,-0.2%,34,-2.7,12,-5.5,81,+25.6
Mike Bibby,27.5,SAC,Point,255,72,+7.4,26,-4.9,36,-2.1%,98,-6.4%,100,+26.0,36,-1.3,100,+130.0
Chauncey Billups,29.1,DET,Point,702,60,+3.6,66,+6.1,26,-3.6%,66,-1.1%,60,+2.0,33,-1.8,76,+21.6
Andrew Bogut,20.9,MIL,Big,168,29,-4.7,14,-9.5,20,-4.0%,95,-5.1%,11,-9.3,20,-3.9,23,-23.8
Bruce Bowen,34.4,SAS,Wing,440,9,-12.6,8,-12.5,49,+0.3%,18,+2.5%,94,+12.0,79,+3.2,97,+59.3
Earl Boykins,29.4,DEN,Point,139,33,-4.4,36,-2.7,9,-8.1%,17,+2.6%,16,-6.3,7,-6.5,42,-3.0
Elton Brand,26.6,LAC,Big,516,90,+18.6,76,+8.6,91,+9.7%,77,-2.0%,57,+1.5,73,+2.6,30,-12.5
Kwame Brown,23.6,LAL,Big,224,6,-14.1,10,-11.0,6,-8.6%,21,+2.2%,52,+0.8,35,-1.4,68,+14.7
Kobe Bryant,27.2,LAL,Combo,313,10,-11.4,34,-2.8,88,+7.9%,31,+1.4%,30,-2.9,72,+2.5,14,-34.0
Greg Buckner,29.1,DEN,Wing,137,41,-1.7,49,+0.3,96,+11.3%,84,-2.7%,73,+4.2,97,+10.2,17,-30.5
Caron Butler,25.6,WAS,Wing,261,3,-16.1,0,-25.6,25,-3.6%,41,+0.7%,93,+11.6,41,-0.5,96,+57.9
Marcus Camby,31.6,DEN,Big,175,44,-0.2,53,+1.2,90,+9.2%,59,-0.4%,14,-7.4,39,-0.8,16,-30.7
Vince Carter,28.8,NJN,Wing,449,91,+18.9,95,+21.5,58,+1.6%,48,+0.2%,28,-3.3,9,-6.4,82,+25.9
Sam Cassell,36.0,LAC,Point,403,47,+0.5,41,-1.1,82,+6.3%,69,-1.2%,66,+3.2,47,-0.1,69,+14.9
Tyson Chandler,23.1,CHI,Big,103,74,+8.4,57,+2.4,80,+5.9%,94,-4.8%,47,+0.1,49,0.0,47,0.0
Jason Collins,26.9,NJN,Big,302,59,+3.5,59,+3.2,18,-4.2%,37,+0.8%,13,-7.5,3,-8.8,78,+24.4
Austin Croshere,30.5,IND,Forward,173,80,+11.4,86,+13.1,3,-10.6%,84,-2.7%,53,+0.8,16,-4.8,93,+41.5
Erick Dampier,30.3,DAL,Big,447,72,+7.4,64,+4.5,70,+3.8%,41,+0.5%,86,+9.1,76,+3.0,90,+30.5
Antonio Daniels,30.6,WAS,Point,215,94,+20.7,98,+22.5,41,-1.0%,58,-0.2%,62,+2.0,60,+1.0,56,+5.2
Marquis Daniels,24.8,DAL,Wing,207,32,-4.4,28,-4.6,22,-3.9%,61,-0.6%,56,+1.5,56,+0.7,51,+2.0
Tony Delk,31.8,DET,Combo,114,50,+1.5,38,-2.3,55,+1.0%,36,+0.9%,36,-1.9,50,+0.1,28,-13.7
Luol Deng,20.5,CHI,Forward,178,12,-11.1,7,-14.3,16,-4.9%,59,-0.3%,10,-9.3,26,-2.6,9,-37.4
Boris Diaw,23.5,PHX,Big,793,43,-1.2,31,-3.2,24,-3.8%,26,+1.5%,58,+1.5,29,-2.1,80,+25.5
DeSagana Diop,23.8,DAL,Big,404,28,-4.8,29,-3.4,51,+0.4%,52,+0.1%,22,-4.6,32,-1.9,33,-11.7
Chris Duhon,23.2,CHI,Point,127,15,-9.5,48,+0.1,1,-17.7%,45,+0.4%,20,-5.5,3,-8.8,89,+30.2
Tim Duncan,29.5,SAS,Big,491,92,+19.3,92,+17.4,71,+3.8%,79,-2.1%,84,+8.6,91,+6.9,55,+4.3
Michael Finley,32.7,SAS,Forward,408,69,+6.1,83,+11.3,9,-8.1%,43,+0.5%,3,-17.1,0,-9.0,9,-38.6
T.J. Ford,22.6,MIL,Point,160,64,+4.9,44,-0.7,92,+10.0%,99,-6.7%,97,+14.0,98,+12.7,53,+3.2
Pau Gasol,25.3,MEM,Big,157,89,+16.3,91,+16.5,15,-5.3%,10,+3.0%,3,-14.1,8,-6.4,16,-31.4
Devean George,28.2,LAL,Wing,120,65,+5.4,72,+7.8,76,+5.1%,39,+0.8%,6,-12.8,21,-3.9,6,-48.1
Manu Ginobili,28.3,SAS,Wing,424,77,+10.1,74,+8.1,81,+5.9%,72,-1.5%,78,+5.3,70,+2.2,75,+19.6
Drew Gooden,24.1,CLE,Big,280,11,-11.4,12,-9.8,44,-0.5%,91,-3.9%,49,+0.1,41,-0.5,54,+3.6
Ben Gordon,22.6,CHI,Wing,244,71,+7.2,62,+3.5,87,+7.9%,78,-2.0%,37,-1.7,34,-1.5,47,0.0
Danny Granger,22.5,IND,Forward,158,38,-3.3,22,-7.7,32,-2.7%,19,+2.4%,19,-5.5,13,-5.5,58,+7.0
Adrian Griffin,31.3,DAL,Wing,338,51,+1.6,56,+2.4,63,+2.7%,70,-1.3%,25,-4.0,53,+0.4,22,-24.8
Richard Hamilton,27.7,DET,Wing,689,67,+5.8,81,+10.8,46,-0.5%,76,-1.9%,79,+5.7,59,+0.8,86,+27.2
Devin Harris,22.7,DAL,Point,556,37,-3.6,50,+0.6,27,-3.5%,22,+1.9%,41,-0.8,28,-2.1,60,+10.9
Udonis Haslem,25.4,MIA,Big,647,28,-4.8,25,-6.5,57,+1.4%,53,+0.0%,55,+1.4,58,+0.8,53,+3.0
Brendan Haywood,25.9,WAS,Big,154,0,-22.1,3,-17.3,78,+5.8%,33,+1.1%,48,+0.1,78,+3.1,26,-18.4
Kirk Hinrich,24.8,CHI,Combo,233,93,+20.1,69,+6.9,97,+13.4%,63,-0.6%,42,-0.7,85,+4.7,7,-46.9
Robert Horry,35.2,SAS,Big,223,26,-5.1,17,-8.6,40,-1.3%,40,+0.7%,81,+6.5,63,+1.6,85,+27.1
Eddie House,27.5,PHX,Combo,121,14,-9.6,3,-17.0,77,+5.3%,73,-1.7%,85,+8.7,94,+7.6,50,+0.8
Josh Howard,25.5,DAL,Wing,823,61,+4.4,70,+7.4,66,+3.2%,65,-0.8%,43,-0.6,44,-0.3,45,-1.4
Larry Hughes,26.8,CLE,Wing,333,56,+2.9,28,-3.5,59,+1.8%,72,-1.5%,78,+5.5,54,+0.5,87,+27.3
Lindsey Hunter,34.9,DET,Point,196,24,-5.4,24,-6.6,73,+4.2%,47,+0.3%,23,-4.4,71,+2.2,10,-37.0
Zydrunas Ilgauskas,30.4,CLE,Big,353,3,-16.0,5,-15.3,50,+0.3%,74,-1.7%,83,+7.7,74,+2.7,84,+26.8
Stephen Jackson,27.6,IND,Wing,227,81,+11.7,84,+12.7,98,+13.7%,91,-3.9%,16,-6.7,84,+4.7,1,-100.0
LeBron James,20.8,CLE,Wing,602,7,-12.8,4,-17.0,83,+6.4%,46,+0.4%,99,+21.1,92,+7.0,99,+110.2
Antawn Jamison,29.4,WAS,Forward,252,98,+25.3,96,+22.2,61,+2.3%,85,-3.0%,89,+11.0,95,+7.7,66,+12.8
