Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Alex Abrines,25.3,OKC,Wing,558,26,-4.7,-10,9,-8.1,6,-4.8%,37,+0.4%,42,-0.6%,43,-0.6,81,-3.4,97,-4.2%,67,+0.5%,17,+2.1%,10,+4.2
Quincy Acy,28.1,PHX,Big,102,100,+22.0,+44,79,+3.3,86,+2.1%,98,-2.5%,51,-0.0%,97,+6.2,100,-18.7,100,-9.9%,84,+1.4%,99,-5.4%,2,+7.3
Steven Adams,25.3,OKC,Big,2678,94,+9.5,+24,97,+9.8,96,+4.1%,25,+0.9%,93,+4.2%,48,-0.4,48,+0.3,12,+2.3%,36,-0.5%,99,-6.2%,80,-2.2
LaMarcus Aldridge,33.3,SAS,Big,2698,51,-0.3,-1,62,+0.7,54,-0.0%,77,-0.9%,35,-1.1%,48,-0.4,41,+1.1,33,+0.7%,17,-1.2%,85,-2.3%,40,+0.9
Al-Farouq Aminu,28.1,POR,Big,2291,91,+7.7,+18,90,+5.5,85,+2.0%,86,-1.3%,82,+2.3%,86,+3.0,73,-2.2,59,-0.5%,87,+1.5%,49,+0.0%,64,-0.8
Justin Anderson,25.0,ATL,Wing,414,16,-7.8,-14,23,-4.3,25,-1.9%,96,-2.3%,16,-2.9%,76,+1.8,19,+3.5,81,-1.7%,20,-1.0%,60,-0.6%,23,+2.4
Kyle Anderson,25.1,MEM,Forward,1270,48,-0.8,-2,21,-4.6,55,-0.0%,24,+0.9%,11,-3.7%,46,-0.5,85,-3.8,70,-1.0%,55,+0.2%,59,-0.5%,84,-2.6
Ryan Anderson,30.5,PHX,Big,277,17,-7.5,-12,3,-11.8,7,-4.5%,1,+4.0%,60,+0.6%,60,+0.4,88,-4.3,91,-2.9%,0,-4.5%,100,-7.6%,94,-4.2
Giannis Antetokounmpo,23.9,MIL,Forward,2364,93,+8.7,+18,79,+3.4,82,+1.8%,55,-0.2%,33,-1.2%,94,+4.4,92,-5.4,71,-1.1%,74,+0.8%,77,-1.6%,52,+0.0
Carmelo Anthony,34.4,HOU,Forward,291,3,-15.0,-35,2,-12.8,3,-5.5%,25,+0.9%,30,-1.3%,1,-7.7,29,+2.1,52,-0.1%,69,+0.6%,39,+0.6%,3,+7.1
Trevor Ariza,33.3,PHX,Wing,883,11,-9.8,-17,23,-4.1,44,-0.6%,50,+0.0%,9,-4.0%,20,-2.3,8,+5.7,2,+4.3%,34,-0.6%,72,-1.2%,50,+0.2
Trevor Ariza,33.3,WAS,Wing,1463,66,+2.2,+6,83,+4.0,93,+3.4%,29,+0.6%,7,-4.4%,65,+0.8,31,+1.8,19,+1.8%,73,+0.8%,38,+0.6%,36,+1.2
D.J. Augustin,31.0,ORL,Point,2265,90,+7.4,+19,93,+6.5,91,+2.8%,72,-0.7%,61,+0.6%,42,-0.7,60,-0.9,17,+2.0%,31,-0.7%,51,-0.1%,96,-5.0
J.J. Barea,34.3,DAL,Combo,744,82,+5.2,+13,81,+3.7,49,-0.3%,70,-0.6%,88,+3.3%,91,+3.7,66,-1.5,39,+0.5%,95,+2.3%,61,-0.6%,22,+2.5
Harrison Barnes,26.4,DAL,Forward,1569,18,-7.2,-18,21,-4.6,28,-1.7%,18,+1.2%,11,-3.7%,93,+4.1,24,+2.6,63,-0.6%,5,-2.2%,24,+1.5%,89,-3.3
Harrison Barnes,26.4,SAC,Forward,948,80,+4.8,+12,68,+1.5,69,+1.0%,98,-2.5%,5,-4.8%,14,-3.1,81,-3.3,96,-3.9%,2,-2.9%,98,-5.0%,43,+0.7
Will Barton,27.8,DEN,Wing,1189,26,-4.7,-12,29,-3.0,41,-0.8%,41,+0.3%,28,-1.5%,47,-0.4,33,+1.6,29,+1.0%,45,-0.1%,62,-0.7%,61,-0.5
Nicolas Batum,29.9,CHA,Wing,2338,56,+0.6,+1,45,-1.0,64,+0.6%,15,+1.4%,53,+0.2%,26,-1.7,67,-1.6,75,-1.3%,62,+0.4%,24,+1.5%,78,-2.0
Jerryd Bayless,30.2,MIN,Point,637,6,-13.1,-29,16,-5.9,13,-3.3%,29,+0.7%,66,+1.0%,16,-2.7,4,+7.2,3,+3.6%,39,-0.4%,23,+1.5%,21,+2.6
Aron Baynes,31.9,BOS,Big,810,77,+4.2,+10,63,+0.9,60,+0.4%,32,+0.6%,78,+2.1%,41,-0.8,81,-3.3,69,-1.0%,75,+0.9%,57,-0.4%,66,-0.9
Kent Bazemore,29.3,ATL,Wing,1639,44,-1.2,-3,19,-5.0,15,-3.1%,58,-0.2%,32,-1.3%,83,+2.6,84,-3.8,84,-1.9%,92,+2.0%,7,+3.3%,56,-0.3
Bradley Beal,25.3,WAS,Wing,3025,89,+6.9,+16,95,+8.2,94,+3.6%,58,-0.2%,44,-0.5%,25,-1.9,37,+1.3,36,+0.6%,19,-1.1%,76,-1.5%,76,-1.7
Malik Beasley,21.9,DEN,Wing,1789,41,-1.9,-5,64,+1.0,75,+1.4%,69,-0.6%,24,-2.0%,42,-0.7,22,+3.0,16,+2.0%,50,+0.0%,47,+0.1%,50,+0.2
Michael Beasley,29.8,LAL,Big,254,29,-4.1,-11,53,-0.2,31,-1.4%,91,-1.6%,86,+2.8%,50,-0.2,15,+3.9,29,+1.0%,34,-0.6%,11,+2.8%,33,+1.5
Marco Belinelli,32.6,SAS,Wing,1796,44,-1.4,-4,73,+2.6,64,+0.7%,31,+0.6%,63,+0.8%,77,+2.0,15,+4.0,67,-0.9%,18,-1.1%,25,+1.4%,25,+2.3
DeAndre' Bembry,24.3,ATL,Wing,1873,47,-0.9,-2,44,-1.1,38,-0.9%,14,+1.4%,64,+1.0%,79,+2.1,54,-0.2,74,-1.2%,76,+1.0%,53,-0.2%,16,+3.5
Dragan Bender,21.0,PHX,Big,776,39,-2.3,-4,42,-1.4,61,+0.5%,24,+0.9%,36,-1.0%,61,+0.4,42,+0.9,63,-0.6%,14,-1.4%,14,+2.4%,92,-3.8
Davis Bertans,26.0,SAS,Big,1594,95,+10.4,+25,97,+10.0,98,+4.9%,63,-0.4%,41,-0.7%,92,+4.0,55,-0.5,42,+0.3%,61,+0.4%,78,-1.7%,66,-0.8
Patrick Beverley,30.3,LAC,Combo,2121,86,+6.4,+16,88,+4.8,79,+1.6%,73,-0.7%,93,+4.2%,28,-1.5,66,-1.5,76,-1.4%,85,+1.4%,30,+1.1%,29,+1.9
Bismack Biyombo,26.2,CHA,Big,755,10,-10.3,-24,9,-8.4,19,-2.4%,42,+0.3%,37,-1.0%,24,-1.9,31,+2.0,67,-0.9%,5,-2.2%,80,-1.9%,54,-0.1
Nemanja Bjelica,30.5,SAC,Big,1795,88,+6.8,+17,86,+4.5,95,+3.8%,37,+0.4%,42,-0.6%,36,-1.1,74,-2.2,20,+1.6%,77,+1.0%,87,-2.6%,82,-2.3
Eric Bledsoe,28.9,MIL,Point,2266,83,+5.3,+10,79,+3.3,90,+2.6%,65,-0.5%,29,-1.4%,20,-2.3,70,-2.0,34,+0.7%,77,+1.0%,23,+1.6%,81,-2.3
Bojan Bogdanovic,29.5,IND,Forward,2547,62,+1.5,+4,60,+0.6,82,+1.8%,22,+1.0%,20,-2.4%,48,-0.4,61,-0.9,40,+0.4%,69,+0.6%,14,+2.4%,62,-0.6
Andrew Bogut,33.9,GSW,Big,126,38,-2.5,-5,77,+3.2,82,+1.8%,94,-2.0%,0,-11.4%,96,+5.6,8,+5.7,1,+5.4%,54,+0.1%,95,-3.6%,30,+1.9
Devin Booker,22.0,PHX,Combo,2239,89,+6.8,+13,97,+9.2,94,+3.4%,46,+0.2%,74,+1.7%,85,+2.8,26,+2.4,53,-0.1%,5,-2.2%,39,+0.6%,54,-0.1
Avery Bradley,27.9,LAC,Wing,1462,29,-4.0,-10,15,-6.2,24,-1.9%,25,+0.9%,26,-1.7%,21,-2.1,73,-2.2,72,-1.1%,58,+0.3%,38,+0.7%,77,-1.8
