Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Lorenzo Brown,27.2,TOR,Wing,107,24,47.6%,94,75%,64,40%,87,50%,88,44%,0,0%,0,50%,0,25%
Sterling Brown,22.7,MIL,Wing,716,34,48.9%,5,46%,57,38%,76,44%,70,41%,40,37%,54,36%,46,36%
Reggie Bullock,26.6,DET,Wing,1695,95,60.2%,85,68%,44,34%,83,48%,63,40%,71,44%,96,45%,97,45%
Trey Burke,25.0,NYK,Point,746,84,55.2%,98,71%,87,45%,92,53%,95,50%,0,47%,43,34%,54,36%
Alec Burks,26.3,UTA,Wing,954,16,45.6%,44,59%,30,30%,47,38%,30,33%,18,30%,31,33%,30,32%
Jimmy Butler,28.1,MIN,Wing,2137,56,51.6%,65,63%,96,50%,44,37%,87,44%,70,43%,35,33%,42,36%
Dwight Buycks,28.7,DET,Point,366,46,47.3%,21,51%,13,27%,61,43%,39,37%,0,50%,86,42%,88,42%
Jose Calderon,36.1,CLE,Point,815,95,61.4%,93,67%,28,31%,77,46%,64,42%,100,63%,90,43%,95,46%
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,67,52.7%,79,67%,22,27%,38,34%,27,32%,80,46%,64,37%,71,39%
Isaiah Canaan,26.5,PHX,Point,405,41,47.0%,7,38%,100,58%,5,25%,98,52%,0,45%,31,32%,41,34%
Clint Capela,23.5,HOU,Big,2009,97,65.1%,72,69%,43,38%,83,50%,40,38%,0,0%,0,0%,0,0%
DeMarre Carroll,31.3,BKN,Forward,2158,37,50.5%,39,59%,41,34%,22,29%,33,33%,60,41%,60,36%,57,37%
Vince Carter,40.8,SAC,Forward,1005,41,50.9%,20,57%,35,33%,88,48%,76,42%,13,32%,62,36%,41,35%
Michael Carter-Williams,26.1,CHA,Combo,789,0,35.1%,7,48%,14,27%,5,19%,7,23%,0,22%,12,26%,8,24%
Alex Caruso,23.7,LAL,Combo,522,21,45.7%,89,68%,7,21%,7,20%,4,21%,0,0%,33,33%,17,29%
Omri Casspi,29.4,GSW,Forward,635,100,63.6%,86,70%,96,50%,4,0%,94,49%,0,80%,0,38%,100,50%
Willie Cauley-Stein,24.2,SAC,Big,2001,23,50.8%,41,65%,24,33%,47,37%,25,35%,0,25%,0,40%,0,33%
Tyler Cavanaugh,23.7,ATL,Big,472,60,56.0%,12,57%,94,54%,97,67%,97,58%,58,40%,45,35%,59,37%
Mario Chalmers,31.5,MEM,Point,1372,25,44.7%,26,53%,49,37%,89,49%,57,41%,31,33%,8,27%,16,28%
Tyson Chandler,35.1,PHX,Big,1145,97,65.1%,47,66%,25,33%,83,50%,36,38%,0,0%,0,0%,0,0%
Wilson Chandler,30.5,DEN,Forward,2324,51,51.8%,59,62%,45,35%,55,36%,45,35%,10,31%,73,38%,46,36%
Marquese Chriss,20.3,PHX,Big,1478,13,48.8%,27,62%,20,30%,44,37%,17,33%,11,27%,19,30%,14,29%
Ian Clark,26.7,NOP,Combo,1375,70,51.9%,77,64%,95,47%,98,51%,98,49%,54,38%,16,30%,30,33%
Jordan Clarkson,25.4,LAL,Combo,1238,59,50.3%,63,62%,80,43%,70,40%,79,42%,46,37%,20,32%,28,33%
Jordan Clarkson,25.4,CLE,Combo,615,80,53.0%,38,57%,91,47%,79,43%,89,45%,100,55%,37,34%,91,40%
John Collins,20.1,ATL,Big,1709,83,59.5%,69,69%,43,38%,28,31%,29,35%,37,35%,0,50%,65,38%
Zach Collins,20.0,POR,Big,990,6,45.9%,16,59%,54,41%,13,19%,22,34%,66,41%,6,25%,15,30%
Kyle Collinsworth,26.1,DAL,Wing,451,10,41.9%,15,53%,40,33%,32,33%,32,33%,0,14%,0,30%,5,24%
Darren Collison,30.2,IND,Point,1989,92,57.2%,87,64%,10,26%,75,46%,70,43%,83,47%,100,48%,100,48%
Mike Conley,30.1,MEM,Point,373,26,45.2%,48,55%,34,33%,11,29%,18,32%,0,13%,37,33%,29,31%
Pat Connaughton,24.8,POR,Wing,1402,46,50.5%,45,60%,55,37%,39,34%,43,36%,6,26%,56,36%,39,34%
Quinn Cook,24.6,GSW,Point,697,93,57.4%,36,54%,95,50%,90,50%,93,50%,69,41%,98,45%,93,44%
DeMarcus Cousins,27.2,NOP,Big,1715,42,53.5%,23,61%,55,41%,26,30%,36,37%,0,30%,55,36%,53,36%
Robert Covington,26.9,PHI,Forward,2515,65,53.9%,63,64%,24,28%,39,31%,24,30%,50,39%,69,37%,65,37%
Allen Crabbe,25.6,BKN,Wing,2160,71,53.3%,90,71%,61,40%,30,32%,43,36%,55,39%,70,38%,66,38%
Torrey Craig,26.9,DEN,Wing,585,67,52.9%,50,61%,16,25%,99,100%,63,40%,38,36%,10,27%,18,31%
Jamal Crawford,37.6,MIN,Wing,1613,35,49.0%,18,53%,92,48%,80,46%,94,47%,56,39%,30,32%,38,34%
Jae Crowder,27.3,CLE,Forward,1324,39,50.7%,61,64%,20,26%,31,31%,22,30%,23,36%,44,32%,33,33%
Jae Crowder,27.3,UTA,Forward,737,24,47.3%,49,61%,27,30%,27,30%,27,30%,35,38%,29,29%,22,32%
Dante Cunningham,30.5,NOP,Forward,1075,57,52.7%,57,62%,4,13%,100,62%,47,36%,28,37%,7,22%,30,33%
Dante Cunningham,30.5,BKN,Big,442,49,55.0%,37,64%,25,33%,47,38%,24,34%,56,39%,56,36%,73,38%
Stephen Curry,29.6,GSW,Point,1619,97,62.5%,92,65%,70,41%,100,62%,100,54%,34,35%,94,44%,91,43%
Troy Daniels,26.3,PHX,Combo,1586,96,57.2%,4,46%,98,49%,46,37%,80,42%,92,49%,84,38%,92,41%
Anthony Davis,24.6,NOP,Big,2703,54,55.4%,90,73%,76,46%,35,34%,50,41%,48,38%,44,34%,38,35%
Deyonta Davis,20.9,MEM,Big,867,89,62.3%,95,77%,39,36%,57,41%,43,39%,0,0%,0,0%,0,0%
Ed Davis,28.4,POR,Big,1456,76,58.5%,36,63%,49,39%,83,50%,46,40%,0,0%,0,0%,0,0%
DeMar DeRozan,28.2,TOR,Wing,2700,36,49.1%,70,65%,87,45%,67,41%,81,43%,10,29%,37,34%,30,32%
Dewayne Dedmon,28.2,ATL,Big,1516,72,58.0%,98,79%,59,42%,79,48%,75,45%,58,40%,20,30%,40,35%
Sam Dekker,23.5,LAC,Forward,809,45,51.1%,71,66%,65,41%,14,18%,39,35%,0,18%,0,16%,0,16%
Malcolm Delaney,28.6,ATL,Combo,963,18,45.3%,11,49%,9,21%,38,34%,20,31%,69,42%,55,35%,70,37%
Matthew Dellavedova,27.1,MIL,Combo,700,16,45.0%,0,35%,54,36%,27,29%,38,34%,0,36%,76,37%,66,37%
Cheick Diallo,21.1,NOP,Big,495,70,57.3%,89,73%,65,44%,23,27%,40,38%,0,0%,0,0%,0,0%
Gorgui Dieng,27.8,MIN,Big,1281,21,50.5%,17,59%,64,44%,79,48%,83,47%,21,31%,0,33%,25,32%
Spencer Dinwiddie,24.6,BKN,Combo,2257,32,47.0%,34,57%,45,35%,25,28%,34,33%,28,33%,29,32%,26,32%
Tyler Dorsey,21.7,ATL,Combo,870,34,47.4%,38,57%,4,16%,64,39%,18,30%,38,36%,57,35%,55,36%
Damyean Dotson,23.5,NYK,Wing,374,58,51.7%,43,59%,98,55%,94,56%,100,55%,0,29%,23,32%,18,31%
Goran Dragic,31.5,MIA,Point,2352,57,50.3%,61,59%,72,41%,41,38%,56,40%,46,36%,69,38%,63,37%
Andre Drummond,24.2,DET,Big,2591,40,53.3%,33,63%,20,30%,11,18%,13,30%,0,0%,0,0%,0,0%
Jared Dudley,32.3,PHX,Big,667,25,51.3%,23,61%,9,25%,24,29%,9,28%,94,53%,24,31%,49,36%
Kris Dunn,23.6,CHI,Point,1459,31,46.1%,28,53%,62,39%,66,44%,61,41%,29,32%,35,32%,32,32%
Kevin Durant,29.1,GSW,Forward,2308,94,58.9%,90,72%,100,52%,90,49%,98,50%,100,54%,89,41%,93,42%
Henry Ellenson,20.8,DET,Big,237,5,44.9%,34,63%,25,33%,14,20%,13,30%,0,11%,81,39%,31,33%
Wayne Ellington,29.9,MIA,Wing,1966,90,57.2%,50,61%,11,18%,53,40%,32,33%,93,50%,63,37%,78,40%
Joel Embiid,23.6,PHI,Big,1899,28,51.4%,74,69%,53,41%,61,42%,54,41%,0,31%,22,31%,18,31%
James Ennis,27.3,DET,Wing,528,68,52.9%,44,59%,89,46%,96,60%,98,52%,13,29%,30,33%,23,31%
James Ennis,27.3,MEM,Wing,1027,87,56.7%,84,67%,40,33%,62,41%,47,37%,58,40%,41,35%,47,37%
Tyler Ennis,23.2,LAL,Combo,639,27,46.3%,16,52%,55,36%,86,46%,68,41%,0,60%,6,20%,15,28%
Jawun Evans,21.3,LAC,Point,713,3,37.7%,10,41%,38,34%,16,32%,21,33%,6,25%,24,31%,18,29%
Tyreke Evans,28.1,MEM,Wing,1579,66,52.6%,20,53%,27,29%,54,40%,41,35%,0,27%,87,41%,84,40%
Dante Exum,22.3,UTA,Combo,223,66,51.2%,45,58%,88,44%,2,0%,84,42%,0,38%,0,22%,19,29%
Kenneth Faried,28.0,DEN,Big,442,27,51.4%,13,58%,39,36%,95,63%,49,40%,0,0%,0,0%,0,0%
Derrick Favors,26.3,UTA,Big,2130,71,57.5%,91,74%,53,41%,50,39%,47,40%,2,24%,0,17%,7,23%
Kay Felder,22.6,CHI,Point,102,5,37.8%,11,42%,34,33%,31,35%,28,35%,0,100%,0,11%,0,27%
Cristiano Felicio,25.3,CHI,Big,862,75,58.2%,55,67%,44,38%,36,35%,32,37%,0,0%,0,0%,0,0%
Raymond Felton,33.3,OKC,Combo,1309,55,50.2%,21,53%,89,45%,66,40%,73,41%,87,48%,69,36%,83,39%
Terrance Ferguson,19.5,OKC,Wing,689,41,50.3%,67,64%,16,25%,98,67%,99,54%,65,42%,2,19%,26,31%
Yogi Ferrell,24.5,DAL,Point,2193,64,51.6%,31,54%,57,39%,84,48%,84,45%,91,51%,41,34%,61,37%
Dorian Finney-Smith,24.5,DAL,Wing,447,21,47.1%,92,73%,12,20%,32,33%,12,26%,51,38%,7,25%,15,30%
Bryn Forbes,24.3,SAS,Wing,1396,63,52.3%,30,57%,93,48%,64,41%,90,44%,94,50%,61,37%,76,39%
Evan Fournier,25.0,ORL,Wing,1809,78,54.1%,63,63%,73,42%,78,45%,84,44%,82,46%,57,36%,64,38%
De'Aaron Fox,19.9,SAC,Point,1940,20,43.7%,66,60%,39,34%,28,35%,30,35%,26,30%,20,31%,25,31%
Tim Frazier,27.0,WAS,Point,746,15,42.0%,51,57%,48,37%,38,38%,43,37%,0,0%,10,28%,11,27%
Channing Frye,34.5,CLE,Big,466,62,56.3%,99,81%,98,80%,90,54%,97,59%,0,23%,17,30%,13,29%
Channing Frye,34.5,LAL,Big,150,76,58.3%,19,60%,98,71%,83,50%,98,62%,0,50%,56,36%,65,38%
Markelle Fultz,19.4,PHI,Combo,221,2,41.8%,54,60%,16,27%,13,25%,9,27%,0,0%,0,0%,0,0%
Danilo Gallinari,29.2,LAC,Forward,663,20,46.7%,14,56%,22,27%,84,45%,57,39%,15,33%,42,32%,20,32%
Langston Galloway,25.9,DET,Combo,759,41,48.1%,23,53%,57,37%,54,38%,50,37%,49,37%,49,35%,51,35%
Marc Gasol,32.8,MEM,Big,2376,10,47.5%,20,60%,35,35%,82,49%,49,40%,0,30%,48,35%,37,35%
Pau Gasol,37.3,SAS,Big,1784,15,49.4%,45,65%,24,33%,51,39%,31,36%,31,33%,63,37%,48,36%
Rudy Gay,31.2,SAS,Big,1191,24,51.0%,43,65%,71,45%,51,40%,69,44%,24,32%,36,33%,30,33%
Paul George,27.5,OKC,Wing,2863,64,52.5%,60,62%,47,35%,36,33%,36,34%,72,44%,82,40%,87,41%
Marcus Georges-Hunt,23.6,MIN,Wing,173,3,38.9%,16,53%,1,0%,13,25%,3,14%,0,50%,0,13%,0,20%
Taj Gibson,32.4,MIN,Big,2693,78,58.6%,84,72%,75,46%,61,42%,72,44%,5,25%,0,0%,5,22%
Manu Ginobili,40.3,SAS,Wing,1284,56,51.6%,61,62%,67,40%,20,29%,48,37%,38,36%,43,35%,41,35%
Rudy Gobert,25.3,UTA,Big,1807,90,62.4%,80,70%,5,19%,39,36%,5,22%,0,0%,0,0%,0,0%
Aaron Gordon,22.1,ORL,Big,1890,19,50.2%,75,69%,8,23%,36,35%,12,29%,42,36%,39,33%,33,34%
Eric Gordon,28.9,HOU,Wing,2120,80,54.4%,66,63%,51,36%,26,31%,39,35%,67,43%,44,35%,46,36%
Marcin Gortat,33.7,WAS,Big,2064,31,52.0%,26,62%,66,44%,31,33%,64,43%,0,0%,0,0%,0,0%
Treveon Graham,24.0,CHA,Wing,949,84,55.4%,22,54%,60,39%,47,38%,56,39%,79,46%,95,45%,98,45%
Jerami Grant,23.6,OKC,Big,1586,75,58.3%,55,67%,36,35%,69,44%,39,38%,8,26%,68,38%,23,31%
Jerian Grant,25.1,CHI,Point,1595,51,48.0%,75,62%,26,30%,79,46%,52,39%,0,43%,27,32%,36,33%
Danny Green,30.4,SAS,Wing,1776,37,49.5%,17,53%,33,31%,39,34%,31,33%,75,45%,35,33%,52,37%
Draymond Green,27.7,GSW,Big,2268,32,52.0%,62,68%,35,35%,31,33%,25,35%,0,11%,31,32%,19,31%
Gerald Green,31.8,HOU,Wing,856,83,55.0%,30,57%,68,41%,93,52%,93,46%,45,37%,66,38%,56,37%
JaMychal Green,27.4,MEM,Forward,1526,35,50.3%,41,59%,33,32%,51,35%,35,34%,30,37%,47,32%,39,34%
Jeff Green,31.2,CLE,Big,1728,43,53.6%,57,67%,30,34%,40,36%,27,35%,35,34%,45,35%,34,34%
Blake Griffin,28.6,LAC,Big,1133,16,49.6%,24,61%,40,37%,18,21%,15,31%,5,25%,50,36%,35,34%
Blake Griffin,28.6,DET,Big,824,14,49.2%,66,68%,21,31%,38,36%,18,33%,100,65%,25,31%,43,36%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,40,50.1%,59,62%,50,36%,82,47%,74,42%,47,38%,21,31%,31,32%
James Harden,28.2,HOU,Combo,2519,91,54.5%,68,63%,48,35%,77,42%,52,38%,26,33%,80,38%,72,37%
Maurice Harkless,24.5,POR,Forward,1246,88,58.0%,37,59%,51,36%,57,36%,49,36%,53,40%,98,44%,87,42%
Montrezl Harrell,23.8,LAC,Big,1227,94,64.4%,87,73%,80,47%,22,27%,74,45%,0,0%,0,0%,0,0%
Devin Harris,34.7,DEN,Point,514,69,52.2%,56,58%,30,31%,70,44%,34,36%,0,57%,29,32%,52,36%
Devin Harris,34.7,DAL,Wing,803,50,50.9%,48,61%,15,22%,8,17%,7,20%,30,33%,68,38%,50,37%
Gary Harris,23.1,DEN,Wing,2278,89,56.9%,86,69%,75,42%,57,40%,71,41%,57,40%,80,39%,77,40%
Joe Harris,26.2,BKN,Wing,1897,98,61.3%,81,67%,71,42%,29,32%,58,39%,29,33%,97,45%,91,42%
Tobias Harris,25.3,DET,Forward,1535,63,53.3%,51,61%,71,42%,61,38%,69,41%,68,42%,91,41%,80,41%
Tobias Harris,25.3,LAC,Forward,1101,69,54.1%,55,62%,84,44%,63,40%,82,42%,93,50%,76,38%,83,41%
Aaron Harrison,23.0,DAL,Wing,233,1,34.1%,25,56%,64,40%,13,25%,18,29%,0,14%,6,24%,1,21%
Andrew Harrison,23.0,MEM,Combo,1278,43,48.2%,27,56%,46,35%,68,40%,54,38%,21,32%,53,35%,36,34%
Shaquille Harrison,24.1,PHX,Combo,357,36,47.6%,32,57%,2,13%,0,0%,0,13%,0,38%,0,8%,2,19%
Josh Hart,22.7,LAL,Wing,1407,93,58.8%,76,66%,14,21%,32,33%,16,28%,89,49%,74,39%,88,41%
Nigel Hayes,22.9,SAC,Big,104,0,33.3%,0,0%,0,0%,94,60%,91,50%,0,40%,0,0%,0,17%
Myke Henry,24.9,MEM,Forward,358,22,47.1%,10,55%,6,14%,18,22%,6,19%,78,45%,18,26%,35,34%
John Henson,26.8,MIL,Big,1953,72,57.6%,59,68%,63,43%,37,35%,54,41%,0,0%,0,33%,0,25%
Juan Hernangomez,22.1,DEN,Forward,228,31,48.3%,88,71%,59,40%,0,0%,63,40%,0,40%,4,20%,9,28%
Willy Hernangomez,23.4,CHA,Big,206,14,49.3%,5,54%,45,39%,1,0%,20,33%,0,100%,0,0%,0,50%
Willy Hernangomez,23.4,NYK,Big,162,87,61.2%,78,70%,94,54%,31,33%,86,47%,0,0%,0,0%,0,0%
Mario Hezonja,22.7,ORL,Forward,1555,47,51.3%,65,65%,63,41%,69,40%,67,40%,8,31%,49,33%,26,33%
Isaiah Hicks,23.3,NYK,Big,201,7,46.0%,25,62%,25,33%,1,0%,6,25%,0,33%,0,17%,0,22%
Buddy Hield,24.9,SAC,Wing,1944,75,53.9%,47,60%,44,34%,56,40%,55,38%,92,49%,89,41%,93,43%
Nene Hilario,35.1,HOU,Big,744,68,57.1%,30,62%,75,46%,65,43%,73,45%,0,0%,0,0%,0,0%
George Hill,31.5,CLE,Combo,667,68,51.6%,96,71%,68,39%,50,38%,55,38%,87,48%,6,20%,47,35%
George Hill,31.5,SAC,Combo,1127,95,56.2%,82,66%,77,41%,63,39%,66,40%,82,46%,98,46%,98,46%
Solomon Hill,26.6,NOP,Wing,182,1,34.2%,25,56%,4,11%,87,50%,6,18%,0,33%,0,20%,3,22%
Jrue Holiday,27.4,NOP,Combo,2900,89,54.5%,79,65%,93,47%,93,49%,96,47%,18,31%,43,35%,38,34%
Justin Holiday,28.6,CHI,Wing,2209,23,47.3%,8,49%,21,26%,45,37%,33,33%,41,37%,47,35%,42,36%
John Holland,29.0,CLE,Wing,132,9,41.5%,4,45%,16,25%,1,0%,1,11%,0,29%,43,35%,33,33%
Rondae Hollis-Jefferson,22.8,BKN,Big,1878,13,48.5%,15,59%,49,39%,70,45%,53,41%,18,30%,2,18%,8,25%
Richaun Holmes,24.0,PHI,Big,642,87,61.1%,97,78%,74,46%,11,18%,51,41%,0,0%,1,16%,1,14%
Rodney Hood,25.0,UTA,Wing,1062,53,51.2%,31,57%,79,43%,64,41%,76,42%,47,38%,73,39%,68,39%
Rodney Hood,25.0,CLE,Wing,527,44,50.5%,73,66%,82,44%,72,43%,85,44%,86,47%,27,32%,42,36%
Al Horford,31.4,BOS,Big,2263,51,55.3%,75,69%,51,40%,69,45%,56,42%,89,51%,86,41%,96,43%
Danuel House,24.4,PHX,Wing,381,38,49.6%,84,67%,30,30%,32,33%,24,32%,47,38%,3,22%,10,27%
Dwight Howard,31.9,CHA,Big,2441,57,55.7%,58,68%,36,36%,31,33%,26,35%,0,0%,0,0%,0,0%
Josh Huestis,25.9,OKC,Wing,908,11,42.8%,2,43%,16,25%,8,17%,7,20%,16,30%,17,30%,14,30%
Serge Ibaka,28.1,TOR,Big,2079,50,55.2%,65,68%,91,52%,82,49%,92,51%,73,45%,43,34%,47,36%
