Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Jimmy Butler,33.1,MIA,Forward,2138,96,+7.6,79,+3.1,67,+1.5%,65,-0.8%,90,+5.5,83,+2.9,79,+11.2
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,99,+11.5,99,+13.2,27,-2.1%,94,-3.0%,85,+4.3,74,+1.8,77,+10.0
Clint Capela,28.5,ATL,Big,1730,64,+1.1,61,+0.8,76,+2.4%,91,-2.5%,72,+2.1,86,+3.3,22,-10.2
Jordan Clarkson,30.4,UTA,Combo,1987,85,+4.7,68,+1.9,65,+1.4%,22,+1.2%,49,-0.1,67,+1.2,28,-8.2
Mike Conley,35.1,UTA,Point,1274,86,+5.0,76,+2.8,64,+1.2%,24,+1.1%,61,+1.0,54,+0.2,58,+2.6
Mike Conley,35.1,MIN,Point,752,90,+6.1,85,+4.4,80,+2.9%,62,-0.6%,70,+1.9,82,+2.7,24,-9.6
Pat Connaughton,29.8,MIL,Wing,1402,62,+0.9,77,+2.9,43,-0.5%,77,-1.4%,65,+1.4,66,+1.1,54,+1.2
Robert Covington,31.9,LAC,Big,697,33,-3.1,48,-0.9,73,+2.1%,79,-1.4%,36,-1.5,70,+1.5,10,-17.5
Jae Crowder,32.3,MIL,Forward,325,28,-3.6,25,-4.4,77,+2.4%,49,+0.0%,5,-6.6,25,-2.0,5,-25.6
Seth Curry,32.2,BKN,Wing,1181,21,-4.9,63,+1.2,10,-4.4%,8,+2.4%,5,-6.6,6,-4.0,20,-11.3
Stephen Curry,34.6,GSW,Point,1940,94,+7.0,89,+5.6,38,-1.0%,90,-2.4%,62,+1.1,53,+0.1,68,+6.4
Anthony Davis,29.6,LAL,Big,1904,71,+1.8,56,+0.4,74,+2.2%,77,-1.3%,81,+3.5,73,+1.7,71,+7.8
DeMar DeRozan,33.2,CHI,Forward,2673,69,+1.5,90,+5.7,14,-3.7%,4,+3.5%,11,-4.8,7,-3.9,42,-3.1
Dewayne Dedmon,33.2,MIA,Big,349,3,-11.5,11,-8.3,18,-3.2%,38,+0.5%,32,-2.0,57,+0.4,12,-15.7
Matthew Dellavedova,32.1,SAC,Point,158,0,-19.0,8,-9.8,22,-2.7%,72,-1.0%,4,-6.9,14,-3.0,8,-20.4
Gorgui Dieng,32.8,SAS,Big,259,5,-10.0,15,-6.8,2,-6.9%,18,+1.6%,7,-5.9,3,-5.8,67,+6.0
Spencer Dinwiddie,29.6,DAL,Combo,1792,12,-7.1,24,-4.8,29,-1.8%,65,-0.7%,21,-3.3,43,-0.7,9,-18.7
Spencer Dinwiddie,29.6,BKN,Point,917,95,+7.3,87,+4.9,61,+0.9%,40,+0.4%,56,+0.5,38,-1.0,75,+9.1
Goran Dragic,36.5,CHI,Combo,781,76,+2.7,50,-0.5,91,+5.5%,64,-0.7%,65,+1.4,74,+1.8,38,-4.1
Andre Drummond,29.2,CHI,Big,831,37,-2.4,9,-9.2,99,+11.5%,98,-4.4%,96,+8.8,99,+10.1,18,-12.3
Kris Dunn,28.6,UTA,Point,555,74,+2.5,67,+1.7,7,-4.8%,54,-0.3%,43,-0.8,4,-4.7,97,+26.6
Kevin Durant,34.1,BKN,Big,1402,95,+7.5,87,+5.0,33,-1.5%,14,+1.9%,35,-1.7,9,-3.6,93,+20.9
Kevin Durant,34.1,PHX,Big,269,62,+1.0,91,+6.2,5,-5.4%,11,+2.2%,75,+2.4,9,-3.6,99,+37.7
Joel Embiid,28.6,PHI,Big,2283,91,+6.2,98,+10.1,11,-4.2%,6,+2.7%,11,-4.7,8,-3.6,45,-2.3
Dorian Finney-Smith,29.5,DAL,Forward,1284,67,+1.4,31,-3.5,87,+4.6%,51,-0.1%,94,+7.2,77,+2.1,98,+36.1
Dorian Finney-Smith,29.5,BKN,Big,718,45,-1.1,29,-3.8,61,+1.0%,76,-1.3%,70,+1.9,46,-0.4,89,+16.3
Bryn Forbes,29.3,MIN,Wing,241,27,-3.7,15,-6.8,90,+5.3%,35,+0.6%,98,+11.8,92,+5.0,98,+28.5
Evan Fournier,30.0,NYK,Wing,453,9,-8.4,10,-8.8,42,-0.6%,72,-1.1%,68,+1.7,45,-0.6,81,+12.2
Rudy Gay,36.2,UTA,Forward,812,42,-1.7,63,+1.2,18,-3.1%,23,+1.2%,28,-2.6,12,-3.2,69,+6.9
Paul George,32.5,LAC,Wing,1937,89,+5.5,92,+6.6,8,-4.6%,8,+2.5%,24,-3.0,13,-3.1,57,+2.4
Taj Gibson,37.4,WAS,Big,444,57,+0.3,62,+0.8,16,-3.5%,11,+2.2%,40,-1.1,26,-1.9,69,+7.0
Rudy Gobert,30.3,MIN,Big,2148,16,-6.1,15,-6.7,88,+4.7%,28,+1.0%,68,+1.8,84,+3.0,19,-11.6
Aaron Gordon,27.1,DEN,Forward,2052,100,+13.3,99,+13.3,52,+0.2%,98,-4.2%,92,+6.4,89,+3.9,69,+6.7
Eric Gordon,33.9,HOU,Wing,1414,59,+0.6,95,+7.9,17,-3.2%,18,+1.6%,7,-6.0,10,-3.5,27,-8.6
Eric Gordon,33.9,LAC,Wing,541,65,+1.2,82,+3.6,76,+2.4%,29,+1.0%,70,+1.9,85,+3.1,22,-10.3
Jerami Grant,28.6,POR,Forward,2245,86,+4.8,91,+5.9,22,-2.7%,20,+1.4%,28,-2.5,13,-3.1,67,+6.2
Draymond Green,32.7,GSW,Big,2298,83,+4.2,92,+6.5,29,-1.9%,70,-0.9%,13,-4.4,33,-1.4,15,-14.0
JaMychal Green,32.4,GSW,Big,784,20,-5.1,22,-5.1,63,+1.2%,28,+1.0%,58,+0.6,66,+1.1,43,-2.8
Jeff Green,36.2,DEN,Big,1055,2,-13.3,5,-11.7,38,-1.1%,2,+3.9%,4,-7.2,15,-2.9,9,-19.3
Blake Griffin,33.6,BOS,Big,526,54,-0.1,71,+2.3,42,-0.5%,25,+1.1%,51,-0.0,28,-1.8,88,+16.0
Tim Hardaway Jr.,30.6,DAL,Forward,2140,90,+5.9,88,+5.2,47,-0.2%,32,+0.8%,57,+0.6,51,-0.0,66,+5.5
James Harden,33.2,PHI,Point,2131,87,+5.3,89,+5.4,49,-0.0%,24,+1.1%,47,-0.4,38,-1.0,63,+4.5
Montrezl Harrell,28.8,PHI,Big,657,32,-3.1,23,-5.0,70,+1.9%,44,+0.2%,70,+2.0,62,+0.8,68,+6.5
Gary Harris,28.1,ORL,Wing,1183,82,+3.9,87,+4.8,12,-3.9%,33,+0.7%,43,-0.9,40,-0.9,56,+2.0
Joe Harris,31.2,BKN,Forward,1508,39,-2.0,62,+0.9,24,-2.4%,18,+1.6%,26,-2.7,19,-2.5,60,+3.7
Tobias Harris,30.3,PHI,Forward,2434,62,+0.9,53,-0.2,37,-1.2%,25,+1.1%,20,-3.4,41,-0.8,13,-15.3
Gordon Hayward,32.6,CHA,Forward,1576,58,+0.4,74,+2.6,10,-4.3%,59,-0.5%,16,-3.9,17,-2.7,39,-3.8
Juan Hernangomez,27.1,TOR,Forward,577,75,+2.6,55,-0.0,69,+1.7%,17,+1.6%,96,+9.1,90,+4.1,90,+17.0
Willy Hernangomez,28.4,NOP,Big,375,40,-1.8,62,+1.0,81,+3.1%,75,-1.2%,26,-2.8,77,+2.1,4,-28.0
Buddy Hield,29.9,IND,Wing,2480,83,+4.0,93,+6.8,4,-6.1%,40,+0.4%,5,-6.5,3,-5.7,57,+2.5
George Hill,36.5,MIL,Combo,646,36,-2.6,57,+0.4,41,-0.7%,4,+3.5%,39,-1.1,48,-0.3,36,-4.5
George Hill,36.5,IND,Combo,158,77,+2.8,51,-0.3,19,-3.0%,85,-2.0%,41,-1.0,23,-2.3,78,+11.0
Jrue Holiday,32.4,MIL,Point,2175,96,+7.6,90,+5.9,41,-0.7%,89,-2.4%,74,+2.4,63,+0.9,71,+7.8
Justin Holiday,33.6,ATL,Forward,390,9,-8.3,16,-6.3,63,+1.1%,45,+0.2%,9,-5.3,14,-3.0,22,-10.2
Justin Holiday,33.6,DAL,Wing,285,4,-10.6,14,-7.2,39,-0.9%,86,-2.0%,36,-1.6,33,-1.5,53,+0.7
Richaun Holmes,29.0,SAC,Big,296,2,-14.1,5,-11.7,48,-0.1%,27,+1.0%,15,-4.0,57,+0.4,5,-26.6
Al Horford,36.4,BOS,Big,1921,73,+2.3,83,+3.6,8,-4.5%,69,-0.9%,31,-2.1,25,-2.0,59,+3.2
Danuel House,29.4,PHI,Wing,745,30,-3.3,55,+0.1,47,-0.2%,50,-0.0%,38,-1.3,47,-0.3,34,-5.3
Serge Ibaka,33.1,MIL,Big,154,16,-6.1,16,-6.5,58,+0.8%,2,+4.0%,18,-3.7,2,-6.1,94,+22.8
Andre Iguodala,38.8,GSW,Forward,111,90,+5.9,100,+15.1,10,-4.3%,16,+1.7%,4,-7.1,1,-9.2,98,+33.9
Joe Ingles,35.1,MIL,Forward,1033,86,+5.0,89,+5.5,20,-2.8%,30,+0.9%,9,-5.4,16,-2.8,18,-12.0
Brandon Ingram,25.2,NOP,Forward,1538,76,+2.7,77,+3.0,43,-0.5%,55,-0.3%,48,-0.3,44,-0.7,59,+3.3
Kyrie Irving,30.6,BKN,Combo,1476,72,+2.0,90,+5.6,24,-2.4%,85,-1.9%,22,-3.2,39,-1.0,16,-13.3
Kyrie Irving,30.6,DAL,Combo,762,97,+8.8,98,+10.3,11,-4.2%,8,+2.5%,19,-3.5,11,-3.3,63,+4.5
Reggie Jackson,32.5,LAC,Combo,1333,34,-3.0,28,-3.9,49,-0.0%,43,+0.3%,57,+0.6,39,-1.0,76,+9.9
Reggie Jackson,32.5,DEN,Point,296,15,-6.3,9,-9.6,88,+4.8%,27,+1.0%,16,-3.9,31,-1.5,30,-7.1
LeBron James,37.8,LAL,Big,1951,89,+5.7,85,+4.4,50,+0.1%,95,-3.1%,60,+0.8,46,-0.5,72,+8.2
James Johnson,35.7,IND,Big,134,3,-11.4,40,-1.9,33,-1.5%,20,+1.4%,3,-7.7,4,-4.9,9,-18.7
Stanley Johnson,26.4,SAS,Big,424,75,+2.6,88,+5.4,67,+1.6%,55,-0.3%,46,-0.5,56,+0.3,32,-6.3
Nikola Jokic,27.7,DEN,Big,2319,100,+18.7,100,+19.6,33,-1.4%,96,-3.4%,94,+7.2,90,+4.4,73,+8.5
Damian Jones,27.3,LAL,Big,140,17,-5.7,0,-18.1,81,+3.1%,57,-0.5%,93,+6.6,75,+2.0,96,+24.7
Damian Jones,27.3,UTA,Big,285,27,-3.8,19,-5.8,20,-2.8%,69,-0.9%,78,+2.9,40,-0.9,92,+18.9
Tyus Jones,26.5,MEM,Combo,1918,47,-0.9,52,-0.2,9,-4.5%,11,+2.2%,16,-3.8,7,-4.0,62,+4.2
Derrick Jones Jr.,25.7,CHI,Big,845,79,+3.3,62,+0.9,91,+5.4%,83,-1.8%,91,+6.0,90,+3.9,78,+10.8
DeAndre Jordan,34.3,DEN,Big,568,5,-10.0,7,-10.1,65,+1.4%,3,+3.8%,23,-3.2,16,-2.8,62,+4.4
Cory Joseph,31.2,DET,Combo,1184,76,+2.8,54,-0.1,69,+1.8%,34,+0.7%,89,+5.3,78,+2.1,84,+14.1
Frank Kaminsky,29.6,ATL,Big,132,60,+0.7,93,+6.8,0,-9.8%,0,+7.3%,0,-16.2,0,-10.4,1,-45.2
Zach LaVine,27.6,CHI,Wing,2768,50,-0.5,56,+0.2,2,-7.1%,10,+2.3%,17,-3.8,2,-6.0,88,+15.7
Caris LeVert,28.2,CLE,Wing,2206,26,-3.8,39,-2.2,37,-1.1%,28,+1.0%,33,-2.0,47,-0.4,26,-8.7
Alex Len,29.4,SAC,Big,132,18,-5.4,7,-10.0,97,+8.5%,90,-2.4%,97,+9.6,96,+6.0,82,+12.9
Kawhi Leonard,31.3,LAC,Forward,1745,97,+9.4,95,+8.2,47,-0.1%,44,+0.2%,79,+3.2,69,+1.3,77,+10.2
Meyers Leonard,30.7,MIL,Big,100,67,+1.4,75,+2.7,50,+0.1%,0,+8.0%,3,-7.3,16,-2.9,3,-28.3
Damian Lillard,32.3,POR,Point,2105,99,+11.3,98,+11.9,56,+0.6%,51,-0.1%,51,+0.1,48,-0.3,58,+2.7
Kevon Looney,26.7,GSW,Big,1961,81,+3.7,63,+1.2,89,+4.9%,72,-1.0%,97,+9.7,94,+5.5,90,+16.7
Brook Lopez,34.6,MIL,Big,2367,51,-0.3,45,-1.1,64,+1.3%,60,-0.6%,90,+5.7,85,+3.2,80,+11.6
Robin Lopez,34.6,CLE,Big,243,3,-11.3,1,-16.0,31,-1.7%,60,-0.6%,86,+4.5,49,-0.2,98,+28.7
Kevin Love,34.1,CLE,Big,820,41,-1.7,33,-3.1,51,+0.2%,9,+2.4%,60,+0.8,38,-1.1,82,+13.0
Kevin Love,34.1,MIA,Big,414,48,-0.6,73,+2.5,13,-3.8%,82,-1.6%,1,-8.9,47,-0.4,0,-54.0
Kyle Lowry,36.6,MIA,Point,1706,63,+1.0,48,-0.8,58,+0.8%,45,+0.2%,33,-1.9,28,-1.8,57,+2.4
Trey Lyles,27.0,SAC,Big,1212,53,-0.2,43,-1.3,89,+4.9%,30,+0.9%,39,-1.1,70,+1.4,11,-17.0
Wesley Matthews,36.0,MIL,Wing,771,65,+1.2,59,+0.7,66,+1.5%,26,+1.0%,75,+2.4,60,+0.6,74,+8.9
CJ McCollum,31.1,NOP,Combo,2647,80,+3.4,69,+2.0,77,+2.6%,63,-0.7%,68,+1.7,72,+1.6,48,-0.8
TJ McConnell,30.6,IND,Point,1491,41,-1.8,40,-1.9,94,+6.2%,52,-0.2%,56,+0.4,82,+2.7,12,-15.8
Doug McDermott,30.8,SAS,Forward,1311,72,+1.9,78,+3.1,40,-0.8%,21,+1.2%,26,-2.7,27,-1.8,46,-2.1
JaVale McGee,34.8,DAL,Big,318,7,-8.8,30,-3.7,82,+3.2%,88,-2.3%,94,+7.0,95,+5.6,52,+0.4
Rodney McGruder,31.3,DET,Wing,491,79,+3.3,34,-3.0,94,+6.4%,67,-0.8%,97,+9.4,94,+5.4,84,+14.3
Khris Middleton,31.2,MIL,Forward,792,74,+2.5,70,+2.1,17,-3.3%,78,-1.4%,41,-1.0,32,-1.5,63,+4.7
Patty Mills,34.2,BKN,Combo,536,37,-2.5,19,-5.8,78,+2.7%,95,-3.2%,73,+2.3,91,+4.6,8,-19.9
Marcus Morris,33.2,LAC,Big,1822,59,+0.5,58,+0.6,11,-4.2%,10,+2.3%,25,-3.0,14,-3.0,55,+1.9
Markieff Morris,33.2,BKN,Big,275,62,+0.9,48,-0.8,14,-3.7%,54,-0.2%,82,+3.6,57,+0.4,91,+18.8
Dejounte Murray,26.1,ATL,Combo,2686,18,-5.5,13,-7.3,31,-1.7%,86,-2.0%,32,-2.0,45,-0.5,31,-6.7
Jamal Murray,25.7,DEN,Combo,2128,90,+6.1,93,+6.8,27,-2.1%,78,-1.4%,63,+1.3,47,-0.4,72,+8.3
Mike Muscala,31.3,OKC,Big,621,97,+8.3,96,+8.6,12,-4.0%,16,+1.7%,46,-0.5,5,-4.2,97,+28.0
Mike Muscala,31.3,BOS,Big,297,49,-0.6,35,-2.9,45,-0.3%,3,+3.6%,38,-1.3,21,-2.4,79,+11.5
Larry Nance Jr.,29.8,NOP,Big,1368,83,+4.1,81,+3.4,34,-1.4%,31,+0.8%,40,-1.1,18,-2.6,82,+12.8
Raul Neto,30.5,CLE,Combo,413,79,+3.3,64,+1.3,71,+1.9%,9,+2.3%,50,-0.1,48,-0.3,56,+2.2
Georges Niang,29.4,PHI,Forward,1489,31,-3.2,25,-4.4,35,-1.4%,53,-0.2%,76,+2.6,51,-0.0,90,+16.7
Nerlens Noel,28.6,DET,Big,136,14,-6.7,16,-6.5,3,-6.3%,16,+1.7%,0,-17.4,2,-6.0,0,-74.2
Jusuf Nurkic,28.2,POR,Big,1387,56,+0.2,48,-0.8,62,+1.1%,82,-1.6%,77,+2.7,70,+1.5,68,+6.6
Victor Oladipo,30.5,MIA,Combo,1100,46,-1.1,27,-4.0,80,+2.9%,47,+0.1%,63,+1.2,44,-0.6,80,+11.9
Kelly Olynyk,31.5,UTA,Big,1942,76,+2.7,73,+2.5,71,+2.0%,67,-0.8%,75,+2.5,81,+2.7,42,-3.2
Kelly Oubre,26.9,CHA,Wing,1546,41,-1.7,36,-2.6,67,+1.5%,59,-0.5%,62,+1.1,66,+1.1,50,+0.0
Chris Paul,37.5,PHX,Point,1886,60,+0.7,82,+3.5,10,-4.3%,23,+1.2%,15,-4.0,12,-3.1,47,-1.3
Cameron Payne,28.2,PHX,Point,939,81,+3.7,76,+2.8,57,+0.6%,59,-0.5%,58,+0.7,64,+0.9,44,-2.5
Mason Plumlee,32.7,CHA,Big,1595,88,+5.5,92,+6.7,46,-0.2%,23,+1.2%,63,+1.2,37,-1.1,81,+12.5
Mason Plumlee,32.7,LAC,Big,449,42,-1.6,51,-0.4,92,+5.7%,10,+2.3%,37,-1.4,54,+0.2,25,-9.3
Jakob Poeltl,27.0,SAS,Big,1198,38,-2.2,46,-1.0,87,+4.7%,73,-1.1%,74,+2.4,91,+4.6,15,-14.1
Jakob Poeltl,27.0,TOR,Big,706,84,+4.2,69,+2.1,78,+2.7%,92,-2.7%,96,+8.7,93,+5.3,78,+10.7
Otto Porter,29.4,TOR,Wing,139,22,-4.8,4,-12.2,74,+2.2%,58,-0.5%,99,+12.3,76,+2.1,99,+42.8
Bobby Portis,27.7,MIL,Big,1795,58,+0.4,42,-1.5,81,+3.1%,31,+0.8%,25,-2.9,76,+2.1,3,-28.0
Kristaps Porzingis,27.2,WAS,Big,2119,92,+6.4,99,+12.1,16,-3.4%,10,+2.3%,9,-5.3,22,-2.4,17,-12.8
Dwight Powell,31.3,DAL,Big,1449,88,+5.4,60,+0.8,93,+5.9%,61,-0.6%,92,+6.6,82,+2.8,95,+23.2
Norman Powell,29.4,LAC,Wing,1535,19,-5.3,38,-2.4,27,-2.1%,36,+0.6%,34,-1.8,11,-3.2,77,+10.6
Taurean Prince,28.6,MIN,Forward,1182,73,+2.0,70,+2.2,23,-2.4%,59,-0.5%,48,-0.2,42,-0.8,65,+5.1
Julius Randle,27.9,NYK,Forward,2733,89,+5.8,84,+3.9,68,+1.6%,14,+1.9%,56,+0.5,61,+0.7,48,-1.0
Josh Richardson,29.1,SAS,Combo,980,78,+3.1,86,+4.5,26,-2.1%,13,+2.0%,53,+0.3,22,-2.3,86,+14.8
Josh Richardson,29.1,NOP,Combo,509,10,-7.8,9,-9.8,66,+1.5%,24,+1.1%,57,+0.6,52,-0.0,60,+3.6
Austin Rivers,30.3,MIN,Wing,1011,28,-3.5,45,-1.1,44,-0.4%,5,+2.9%,29,-2.4,31,-1.5,45,-2.4
Derrick Rose,34.1,NYK,Point,332,5,-10.3,11,-7.8,54,+0.3%,94,-3.1%,67,+1.6,65,+1.0,58,+3.1
Terrence Ross,31.7,ORL,Wing,939,69,+1.5,75,+2.6,9,-4.4%,15,+1.8%,21,-3.3,24,-2.2,45,-2.5
Terrence Ross,31.7,PHX,Wing,379,50,-0.5,78,+3.1,53,+0.3%,73,-1.1%,33,-2.0,68,+1.3,11,-16.5
Terry Rozier,28.6,CHA,Combo,2221,83,+4.0,74,+2.5,70,+1.8%,43,+0.3%,79,+3.0,58,+0.5,80,+12.1
Ricky Rubio,32.0,CLE,Combo,556,11,-7.6,30,-3.6,14,-3.7%,12,+2.0%,8,-5.7,10,-3.4,19,-11.6
D'Angelo Russell,26.7,MIN,Point,1777,28,-3.6,32,-3.2,30,-1.7%,40,+0.4%,35,-1.6,46,-0.5,32,-6.6
D'Angelo Russell,26.7,LAL,Point,525,98,+9.6,63,+1.1,89,+5.1%,94,-3.0%,100,+15.3,92,+5.0,100,+46.8
Domantas Sabonis,26.5,SAC,Big,2728,91,+6.2,86,+4.8,17,-3.2%,38,+0.5%,56,+0.5,42,-0.7,70,+7.1
Dario Saric,28.6,PHX,Big,465,40,-1.8,59,+0.8,83,+3.4%,2,+4.1%,11,-4.5,75,+1.9,2,-31.8
Dario Saric,28.6,OKC,Big,267,68,+1.5,71,+2.3,4,-5.7%,42,+0.3%,54,+0.3,28,-1.8,79,+11.4
Dennis Schroder,29.1,LAL,Point,1974,80,+3.5,83,+3.9,34,-1.4%,19,+1.5%,29,-2.4,31,-1.5,44,-2.6
Pascal Siakam,28.6,TOR,Forward,2651,80,+3.4,96,+8.3,17,-3.3%,71,-1.0%,6,-6.0,24,-2.1,14,-14.2
Ben Simmons,26.3,BKN,Point,1104,70,+1.6,66,+1.5,9,-4.5%,91,-2.5%,41,-1.0,24,-2.2,83,+13.4
Marcus Smart,28.7,BOS,Point,1954,69,+1.6,88,+5.4,6,-5.0%,67,-0.8%,9,-5.2,18,-2.7,24,-9.6
Ish Smith,34.3,DEN,Point,300,10,-7.7,6,-10.9,32,-1.6%,7,+2.7%,50,-0.1,9,-3.5,97,+27.9
Klay Thompson,32.7,GSW,Wing,2277,73,+2.1,70,+2.2,57,+0.7%,79,-1.4%,54,+0.4,61,+0.7,46,-2.0
Karl-Anthony Towns,27.0,MIN,Big,957,43,-1.3,34,-3.0,53,+0.3%,66,-0.8%,78,+2.9,80,+2.4,47,-1.7
PJ Tucker,37.5,PHI,Big,1919,57,+0.3,89,+5.5,18,-3.1%,4,+3.2%,3,-7.7,7,-3.9,10,-18.5
Myles Turner,26.6,IND,Big,1825,77,+2.8,85,+4.3,1,-9.1%,23,+1.2%,18,-3.7,2,-6.2,95,+23.9
Jonas Valanciunas,30.5,NOP,Big,1966,34,-3.0,24,-4.5,82,+3.2%,52,-0.2%,83,+3.9,86,+3.2,52,+0.3
Fred VanVleet,28.7,TOR,Point,2532,92,+6.7,94,+7.3,40,-0.8%,30,+0.9%,43,-0.8,50,-0.1,39,-4.0
Noah Vonleh,27.2,BOS,Big,120,98,+10.1,81,+3.4,94,+6.1%,66,-0.8%,90,+5.7,80,+2.5,88,+15.8
Nikola Vucevic,32.0,CHI,Big,2743,49,-0.5,91,+6.2,0,-10.4%,1,+5.1%,3,-7.9,1,-8.6,71,+7.9
Kemba Walker,32.5,DAL,Combo,122,25,-4.0,44,-1.2,26,-2.1%,42,+0.3%,10,-5.1,7,-4.0,37,-4.3
John Wall,32.2,LAC,Point,753,14,-6.9,14,-6.8,32,-1.6%,77,-1.3%,32,-2.0,37,-1.2,35,-4.9
TJ Warren,29.2,BKN,Forward,468,51,-0.3,37,-2.5,38,-1.0%,33,+0.7%,33,-2.0,45,-0.5,23,-10.1
TJ Warren,29.2,PHX,Big,178,70,+1.6,79,+3.1,91,+5.4%,94,-3.1%,61,+1.1,65,+1.0,49,-0.6
Russell Westbrook,34.0,LAL,Combo,1487,85,+4.8,78,+3.0,80,+2.9%,87,-2.1%,74,+2.4,83,+2.9,26,-8.7
Russell Westbrook,34.0,LAC,Point,633,15,-6.4,17,-6.0,14,-3.7%,92,-2.8%,65,+1.4,79,+2.3,29,-7.8
Andrew Wiggins,27.7,GSW,Forward,1188,63,+1.0,86,+4.6,8,-4.5%,66,-0.8%,19,-3.5,25,-2.0,34,-5.3
Justise Winslow,26.6,POR,Forward,764,30,-3.3,11,-7.9,92,+5.6%,93,-2.8%,93,+6.9,98,+7.2,30,-7.4
Christian Wood,27.1,DAL,Big,1715,57,+0.2,67,+1.7,35,-1.3%,18,+1.6%,13,-4.4,32,-1.5,9,-19.5
Delon Wright,30.5,WAS,Combo,1217,73,+2.2,54,-0.1,81,+3.1%,55,-0.3%,43,-0.8,52,+0.0,35,-5.0
Thaddeus Young,34.4,TOR,Big,781,21,-4.9,13,-7.3,61,+0.9%,60,-0.6%,68,+1.7,58,+0.4,66,+5.5
Cody Zeller,30.1,MIA,Big,216,13,-7.0,10,-8.8,93,+5.8%,42,+0.3%,80,+3.3,80,+2.4,46,-1.9
