Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Chandler Parsons,25.0,HOU,Forward,250,0,73.3%,18,6.4%,9,0.3%,36,14.3%
Patrick Patterson,24.6,TOR,Big,199,0,77.8%,33,9.4%,39,1.9%,0,0.0%
Chris Paul,28.5,LAC,Point,470,44,77.4%,21,6.3%,95,3.3%,47,23.1%
Kendrick Perkins,29.0,OKC,Big,382,0,80.0%,67,15.4%,26,1.6%,30,12.5%
Paul Pierce,36.1,BKN,Forward,368,33,78.1%,73,10.9%,82,2.7%,91,40.0%
Mason Plumlee,23.7,BKN,Big,113,0,44.4%,100,33.3%,35,1.8%,0,0.0%
Tayshaun Prince,33.7,MEM,Wing,112,0,0.0%,0,0.0%,8,0.5%,100,0.0%
Zach Randolph,32.3,MEM,Big,234,10,61.0%,74,16.9%,46,2.2%,72,25.0%
JJ Redick,29.4,LAC,Wing,350,100,96.2%,5,2.9%,47,1.2%,0,0.0%
Thomas Robinson,22.6,POR,Big,121,0,85.7%,48,11.8%,2,0.7%,72,25.0%
Terrence Ross,22.7,TOR,Wing,157,0,60.0%,26,6.3%,0,0.0%,71,33.3%
Luis Scola,33.5,IND,Big,237,0,59.1%,11,6.6%,76,3.1%,39,14.3%
Mike Scott,25.3,ATL,Big,138,0,66.7%,17,8.3%,52,2.3%,93,40.0%
Thabo Sefolosha,29.5,OKC,Wing,226,0,80.0%,13,3.6%,0,0.0%,0,0.0%
Tiago Splitter,28.8,SAS,Big,512,45,71.0%,96,27.0%,33,1.6%,50,17.6%
Lance Stephenson,23.2,IND,Wing,704,7,71.4%,66,10.2%,34,1.0%,61,29.2%
Jeff Teague,25.4,ATL,Point,241,100,95.0%,84,11.9%,37,2.1%,0,0.0%
Mirza Teletovic,28.1,BKN,Forward,216,0,80.0%,9,5.9%,18,0.7%,91,40.0%
Klay Thompson,23.7,GSW,Wing,256,0,79.2%,29,6.7%,76,1.9%,0,0.0%
Marcus Thornton,26.4,BKN,Wing,121,0,66.7%,84,14.0%,26,0.8%,55,25.0%
Evan Turner,25.0,IND,Wing,135,0,100.0%,53,8.3%,24,0.7%,71,33.3%
Beno Udrih,31.3,MEM,Point,109,0,60.0%,16,4.7%,89,3.0%,0,0.0%
Jonas Valanciunas,21.5,TOR,Big,200,0,63.6%,72,16.7%,89,3.6%,96,44.4%
Greivis Vasquez,26.8,TOR,Point,189,0,77.8%,11,3.0%,5,1.3%,0,0.0%
Dwyane Wade,31.8,MIA,Wing,691,14,76.7%,87,14.2%,74,1.7%,37,13.3%
Kemba Walker,23.5,CHA,Point,152,0,77.8%,79,11.9%,79,2.8%,68,28.6%
John Wall,23.2,WAS,Point,419,22,76.5%,95,14.4%,68,2.7%,63,26.9%
CJ Watson,29.5,IND,Point,331,0,66.7%,53,9.8%,63,2.7%,42,22.2%
Martell Webster,26.9,WAS,Wing,186,0,40.0%,37,7.3%,66,1.5%,71,33.3%
David West,33.2,IND,Big,687,40,70.5%,17,8.3%,72,2.7%,37,13.6%
Russell Westbrook,25.0,OKC,Point,733,78,88.3%,100,14.9%,47,2.5%,21,10.3%
Deron Williams,29.3,BKN,Point,428,56,80.0%,42,9.3%,74,2.8%,95,33.3%
Lou Williams,27.0,ATL,Wing,132,0,93.8%,95,15.8%,21,0.7%,50,22.2%
Mo Williams,30.9,POR,Combo,186,0,90.9%,0,1.8%,64,1.9%,100,100.0%
