Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Arron Afflalo,24.0,DEN,Wing,2157,90,55.7%,28,54%,35,35%,96,49%,86,45%,76,45%,90,40%,94,43%
LaMarcus Aldridge,24.3,POR,Big,2911,43,49.9%,89,70%,75,45%,58,41%,68,43%,0,67%,0,17%,0,42%
Malik Allen,31.3,DEN,Big,383,3,38.3%,2,43%,0,0%,70,43%,38,37%,0,25%,0,0%,0,20%
Ray Allen,34.3,BOS,Wing,2813,88,55.2%,83,67%,85,47%,94,49%,95,48%,26,35%,72,37%,50,36%
Tony Allen,27.8,BOS,Wing,838,76,52.2%,67,63%,49,37%,2,19%,10,27%,0,0%,0,0%,0,0%
Rafer Alston,33.3,BKN,Combo,744,4,39.2%,6,43%,36,37%,2,23%,2,31%,0,15%,60,36%,28,33%
Rafer Alston,33.3,MIA,Point,652,20,44.6%,0,36%,27,38%,4,28%,2,33%,97,55%,38,31%,59,38%
Lou Amundson,26.9,PHX,Big,1029,78,55.8%,38,59%,78,46%,81,45%,87,46%,0,0%,0,0%,0,0%
Chris Andersen,31.3,DEN,Big,1668,89,57.9%,61,64%,27,36%,43,38%,36,37%,0,0%,0,0%,0,0%
David Andersen,29.4,HOU,Big,848,30,48.5%,16,54%,62,43%,83,45%,76,44%,0,0%,67,38%,63,36%
Ryan Anderson,21.5,ORL,Big,837,66,53.2%,33,58%,12,27%,36,35%,17,32%,64,40%,56,36%,66,37%
Carmelo Anthony,25.4,DEN,Wing,2624,33,47.9%,47,59%,38,35%,70,41%,61,40%,27,35%,32,32%,26,33%
Joel Anthony,27.2,MIA,Big,1249,36,49.0%,14,53%,50,42%,0,0%,60,42%,0,0%,0,0%,0,0%
Gilbert Arenas,27.8,WAS,Combo,1166,26,46.1%,32,53%,45,38%,51,40%,53,40%,0,31%,47,35%,43,35%
Trevor Ariza,24.3,HOU,Wing,2625,25,46.6%,38,57%,12,19%,17,30%,8,26%,42,37%,40,33%,36,34%
Hilton Armstrong,24.9,NOP,Big,197,0,34.1%,18,55%,7,20%,1,0%,3,11%,0,0%,0,0%,0,0%
Carlos Arroyo,30.3,MIA,Point,1503,41,47.7%,10,45%,76,50%,90,48%,92,49%,0,20%,0,40%,15,28%
Darrell Arthur,21.6,MEM,Big,444,16,44.4%,4,46%,76,45%,58,40%,70,43%,0,0%,0,0%,0,0%
Chucky Atkins,35.2,DET,Point,607,6,42.2%,31,52%,98,60%,8,31%,8,34%,31,36%,19,27%,28,30%
D.J. Augustin,22.0,CHA,Point,1392,49,48.8%,8,42%,47,41%,14,35%,18,37%,76,47%,83,41%,89,42%
Jeff Ayres,22.5,POR,Big,376,100,68.3%,97,76%,90,50%,99,67%,100,57%,0,0%,0,0%,0,0%
Kelenna Azubuike,25.9,GSW,Wing,220,98,60.8%,99,78%,79,45%,11,27%,36,36%,0,43%,57,35%,60,38%
Marcus Banks,28.0,TOR,Point,183,96,55.8%,96,70%,0,0%,92,50%,65,43%,0,38%,0,30%,33,33%
Leandro Barbosa,26.9,PHX,Wing,688,49,49.5%,53,60%,26,31%,67,41%,38,37%,32,35%,27,32%,29,33%
J.J. Barea,25.3,DAL,Combo,1484,53,49.3%,43,54%,26,35%,91,48%,70,42%,28,35%,53,35%,46,35%
Andrea Bargnani,24.0,TOR,Big,2794,61,52.3%,81,67%,64,44%,73,44%,73,44%,0,50%,63,37%,72,38%
Matt Barnes,29.6,ORL,Wing,2039,86,55.0%,70,63%,76,44%,98,53%,94,48%,16,32%,31,32%,21,32%
Earl Barron,28.2,NYK,Big,231,15,44.1%,11,52%,51,42%,49,39%,47,40%,0,0%,0,0%,0,0%
Brandon Bass,24.5,ORL,Big,552,54,51.0%,57,63%,57,43%,75,44%,72,44%,0,0%,0,0%,0,0%
Tony Battie,33.7,BKN,Big,115,1,36.4%,1,40%,90,50%,30,33%,36,37%,0,0%,0,0%,0,0%
Shane Battier,31.1,HOU,Forward,2163,78,51.2%,24,55%,64,40%,7,25%,38,36%,66,38%,61,35%,69,36%
Nicolas Batum,20.9,POR,Wing,911,99,62.0%,90,69%,91,50%,97,52%,99,52%,72,44%,87,39%,90,41%
Jerryd Bayless,21.2,POR,Combo,1264,21,44.2%,32,53%,2,21%,36,38%,17,35%,9,29%,81,39%,33,33%
Michael Beasley,20.8,MIA,Forward,2264,20,46.5%,78,65%,60,39%,49,37%,56,38%,48,35%,10,23%,9,28%
