Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Calvin Booth,28.5,MIL,Big,153,100,68.8%,100,83%,99,67%,93,50%,99,60%,0,0%,0,0%,0,0%
Carlos Boozer,22.9,UTA,Big,1776,76,52.1%,83,65%,67,42%,74,42%,71,42%,0,0%,0,0%,0,0%
Curtis Borchardt,24.1,UTA,Big,819,18,42.4%,18,51%,7,21%,63,40%,13,29%,0,0%,0,0%,0,0%
Chris Bosh,20.6,TOR,Big,2994,49,47.3%,43,58%,66,42%,66,41%,68,41%,0,50%,0,33%,0,38%
Bruce Bowen,33.4,SAS,Wing,2602,76,50.6%,58,58%,18,27%,66,40%,31,36%,60,41%,49,36%,81,41%
Ryan Bowen,29.0,HOU,Forward,531,15,42.1%,7,45%,4,14%,74,42%,67,39%,0,40%,0,0%,0,40%
Earl Boykins,28.4,DEN,Point,2087,35,44.4%,59,54%,81,45%,28,37%,48,39%,66,39%,35,34%,39,35%
Shawn Bradley,32.6,DAL,Big,848,50,47.4%,11,49%,57,40%,95,51%,91,46%,0,0%,0,0%,0,0%
Elton Brand,25.6,LAC,Big,2999,66,50.4%,75,64%,81,45%,66,40%,81,43%,0,0%,0,0%,0,0%
Jamison Brewer,24.0,NYK,Combo,156,2,35.9%,63,55%,19,25%,0,0%,0,13%,0,14%,0,33%,0,23%
Primoz Brezec,25.1,CHA,Big,2264,71,51.1%,70,63%,69,43%,58,39%,66,41%,0,0%,0,0%,0,0%
Damone Brown,25.3,WAS,Forward,135,9,41.1%,22,53%,9,20%,13,28%,9,25%,0,0%,0,44%,0,44%
Devin Brown,25.8,SAS,Wing,1122,41,47.2%,51,58%,76,42%,10,32%,29,35%,26,34%,56,37%,41,35%
Kwame Brown,22.6,WAS,Big,896,42,46.2%,60,61%,42,36%,78,44%,47,37%,0,0%,0,0%,0,0%
P.J. Brown,35.0,NOP,Big,2820,25,44.6%,25,52%,37,34%,79,44%,66,41%,0,0%,0,0%,0,0%
Tierre Brown,25.4,LAL,Combo,1015,19,40.3%,7,39%,54,36%,18,31%,23,33%,0,50%,76,38%,89,40%
Rick Brunson,32.4,LAC,Point,1906,22,43.0%,6,41%,9,19%,41,38%,33,37%,91,45%,28,32%,73,38%
Kobe Bryant,26.2,LAL,Wing,2679,53,48.8%,69,60%,61,39%,50,38%,56,39%,15,30%,48,36%,40,35%
Greg Buckner,28.1,DEN,Wing,1490,98,60.0%,98,71%,27,32%,14,33%,14,33%,62,41%,69,38%,73,40%
Rodney Buford,27.0,BKN,Wing,1251,7,42.2%,10,45%,77,43%,50,38%,61,39%,27,34%,16,30%,19,32%
Antonio Burks,24.7,MEM,Point,191,87,51.9%,56,54%,20,29%,100,58%,98,52%,0,0%,0,38%,0,33%
Caron Butler,24.6,LAL,Wing,2730,35,46.6%,36,55%,74,42%,38,37%,50,38%,28,35%,14,29%,21,32%
Rasual Butler,25.4,MIA,Wing,1153,36,46.7%,27,53%,54,38%,58,39%,59,39%,34,37%,60,38%,56,37%
Zarko Cabarkapa,23.4,GSW,Big,448,80,52.5%,69,63%,39,34%,92,49%,74,42%,0,31%,88,42%,70,38%
Marcus Camby,30.6,DEN,Big,2015,44,46.6%,62,61%,20,29%,59,39%,45,37%,0,0%,0,0%,0,0%
Elden Campbell,36.3,DET,Big,329,3,35.5%,5,44%,38,34%,20,27%,18,31%,0,0%,0,0%,0,0%
Brian Cardinal,27.5,MEM,Big,1397,17,42.2%,4,43%,45,36%,39,34%,32,35%,44,35%,62,36%,59,36%
Matt Carroll,24.2,CHA,Wing,406,9,42.5%,32,54%,13,22%,78,42%,42,38%,38,37%,0,27%,22,32%
Anthony Carter,29.4,MIN,Point,673,13,39.2%,65,56%,22,30%,17,32%,11,32%,0,0%,0,14%,0,11%
Vince Carter,27.8,BKN,Wing,2229,79,50.9%,66,60%,70,41%,69,41%,73,41%,66,42%,92,44%,92,44%
Vince Carter,27.8,TOR,Wing,605,20,44.5%,34,54%,30,33%,79,42%,54,39%,0,27%,40,35%,26,33%
Sam Cassell,35.0,MIN,Point,1520,67,48.9%,94,65%,89,50%,91,48%,94,48%,100,56%,5,23%,16,28%
Kelvin Cato,30.2,ORL,Big,1514,84,53.6%,79,65%,85,46%,28,30%,48,38%,0,0%,0,0%,0,0%
Lionel Chalmers,24.0,LAC,Combo,383,23,41.5%,12,41%,33,30%,98,50%,89,45%,0,0%,36,29%,11,26%
Tyson Chandler,22.1,CHI,Big,2164,63,50.0%,57,60%,22,30%,40,34%,18,31%,0,0%,0,0%,0,0%
Calbert Cheaney,33.3,GSW,Wing,926,10,43.1%,92,67%,53,38%,24,36%,35,36%,0,0%,0,0%,0,0%
Josh Childress,21.4,ATL,Wing,2328,50,48.5%,53,58%,19,27%,7,31%,6,30%,7,26%,0,21%,4,25%
Doug Christie,34.5,ORL,Wing,527,2,38.7%,3,39%,8,20%,86,43%,68,40%,0,23%,0,20%,2,22%
Doug Christie,34.5,SAC,Wing,987,14,44.0%,16,48%,65,40%,82,43%,85,42%,1,18%,54,37%,7,28%
Speedy Claxton,26.5,GSW,Point,1500,37,44.6%,78,58%,35,34%,74,43%,56,39%,0,21%,0,20%,2,20%
Speedy Claxton,26.5,NOP,Point,365,7,38.1%,33,50%,89,50%,7,27%,17,34%,0,0%,0,14%,0,13%
Jason Collier,27.1,ATL,Big,927,48,47.3%,71,64%,45,36%,56,38%,48,38%,0,45%,0,50%,0,46%
Jarron Collins,25.9,UTA,Big,948,12,41.7%,9,47%,26,31%,67,41%,46,37%,0,0%,0,0%,0,0%
Jason Collins,25.9,BKN,Big,2541,11,41.6%,11,48%,11,25%,70,42%,47,37%,0,0%,0,50%,0,50%
Nick Collison,24.0,OKC,Big,1362,84,53.4%,64,62%,29,33%,17,26%,17,31%,0,0%,0,0%,0,0%
Brian Cook,23.9,LAL,Big,1021,66,50.4%,13,49%,68,42%,51,38%,51,39%,31,31%,85,41%,81,39%
Jamal Crawford,24.6,NYK,Wing,2667,57,49.1%,23,52%,63,40%,63,40%,65,40%,74,43%,44,35%,57,37%
Austin Croshere,29.5,IND,Forward,1783,13,42.1%,26,54%,26,28%,20,33%,15,32%,36,33%,11,24%,13,26%
Eddy Curry,21.9,CHI,Big,1789,83,53.3%,87,67%,53,38%,12,20%,36,35%,0,0%,0,0%,0,0%
Michael Curry,36.2,IND,Wing,242,33,46.4%,19,50%,100,100%,52,39%,93,45%,0,0%,0,0%,0,0%
Samuel Dalembert,24.5,PHI,Big,1771,80,52.5%,94,70%,29,33%,20,27%,20,31%,0,0%,0,0%,0,0%
Erick Dampier,29.3,DAL,Big,1598,91,55.1%,58,60%,78,44%,71,42%,82,44%,0,0%,0,0%,0,0%
Antonio Daniels,29.6,OKC,Combo,1998,74,48.4%,89,61%,88,44%,53,41%,79,42%,94,52%,29,29%,30,32%
Marquis Daniels,23.8,DAL,Combo,1355,47,44.9%,68,56%,89,44%,7,27%,46,38%,0,27%,4,20%,2,23%
Antonio Davis,36.0,CHI,Big,1825,40,46.0%,42,57%,41,36%,68,41%,52,39%,0,0%,0,0%,0,0%
Baron Davis,25.6,GSW,Point,985,61,48.6%,57,54%,43,35%,22,35%,26,35%,0,20%,57,36%,36,35%
Baron Davis,25.6,NOP,Combo,590,40,44.3%,42,49%,58,36%,19,32%,21,33%,48,38%,51,32%,36,33%
Dale Davis,35.6,GSW,Big,572,16,42.1%,37,56%,7,21%,9,14%,3,20%,0,0%,0,0%,0,0%
Dale Davis,35.6,IND,Big,726,85,53.6%,86,66%,29,33%,7,8%,10,26%,0,0%,0,0%,0,0%
Josh Davis,24.2,PHI,Big,293,36,45.8%,8,47%,0,0%,9,14%,1,10%,0,31%,58,36%,48,35%
Ricky Davis,25.1,BOS,Wing,2670,65,50.0%,78,62%,28,32%,93,46%,86,43%,61,41%,47,36%,61,38%
Carlos Delfino,22.2,DET,Wing,438,5,40.4%,14,47%,16,25%,18,34%,16,33%,0,11%,25,32%,5,26%
Tony Delk,30.8,ATL,Combo,1343,68,47.8%,40,48%,81,40%,81,44%,84,43%,26,35%,64,36%,62,36%
Luol Deng,19.5,CHI,Forward,1641,41,46.0%,78,63%,28,29%,57,38%,39,35%,41,34%,4,21%,16,26%
Boris Diaw,22.5,ATL,Wing,1168,16,44.2%,76,61%,50,38%,59,39%,57,39%,18,32%,0,11%,0,20%
Dan Dickau,26.1,NOP,Point,2023,44,46.8%,24,47%,39,35%,87,46%,76,42%,75,42%,30,33%,41,35%
DeSagana Diop,22.8,CLE,Big,237,1,28.9%,15,50%,3,10%,26,29%,4,22%,0,0%,0,0%,0,0%
Vlade Divac,36.7,LAL,Big,127,14,41.9%,30,55%,29,33%,1,0%,2,11%,0,0%,0,0%,0,0%
Juan Dixon,26.1,WAS,Combo,1018,70,47.8%,81,57%,82,41%,63,42%,77,42%,19,34%,56,35%,51,35%
Michael Doleac,27.4,MIA,Big,1138,30,45.2%,3,42%,84,46%,87,46%,90,46%,0,0%,0,0%,0,0%
Keyon Dooling,24.5,MIA,Point,1131,24,43.5%,80,59%,76,43%,54,40%,65,41%,0,31%,8,24%,7,25%
Predrag Drobnjak,29.0,ATL,Big,1416,39,46.0%,34,56%,27,32%,81,44%,65,40%,75,43%,15,31%,56,35%
Chris Duhon,22.2,CHI,Point,2134,39,44.8%,0,37%,67,41%,2,21%,13,33%,63,38%,38,35%,43,35%
Tim Duncan,28.5,SAS,Big,2192,63,49.9%,81,65%,63,41%,80,44%,74,42%,0,100%,0,29%,0,38%
Mike Dunleavy,24.1,GSW,Forward,2553,76,51.2%,89,65%,43,34%,54,38%,54,37%,55,37%,82,40%,69,39%
Ronald Dupree,23.8,DET,Wing,402,51,48.6%,74,61%,4,11%,9,32%,2,28%,0,0%,0,100%,0,50%
Howard Eisley,31.9,UTA,Combo,1356,33,43.1%,35,48%,44,32%,70,43%,72,42%,0,38%,24,28%,23,29%
Obinna Ekezie,29.2,ATL,Big,719,21,43.4%,18,51%,22,30%,96,52%,53,39%,0,0%,0,0%,0,0%
Francisco Elson,28.7,DEN,Big,882,46,47.0%,87,67%,74,43%,25,29%,26,33%,0,0%,0,0%,0,0%
Melvin Ely,26.5,CHA,Big,1621,19,43.0%,48,58%,49,37%,21,28%,37,35%,0,0%,0,0%,0,0%
Maurice Evans,26.0,SAC,Wing,1150,77,50.8%,73,61%,68,40%,44,38%,55,39%,59,40%,8,27%,47,36%
Reggie Evans,24.5,OKC,Big,1874,52,47.8%,31,55%,16,28%,8,10%,7,25%,0,0%,0,0%,0,0%
Michael Finley,31.7,DAL,Wing,2358,60,49.5%,54,58%,72,41%,77,42%,78,42%,84,45%,82,40%,83,42%
Derek Fisher,30.2,GSW,Combo,2196,58,46.6%,46,49%,26,27%,61,42%,51,39%,58,40%,67,36%,66,37%
Marcus Fizer,26.2,MIL,Big,833,24,44.4%,20,51%,62,41%,79,44%,77,42%,0,0%,0,0%,0,0%
Danny Fortson,28.6,OKC,Big,1039,79,52.5%,25,52%,95,53%,0,0%,97,53%,0,0%,0,0%,0,0%
Jeff Foster,27.8,IND,Big,1593,77,52.2%,71,64%,10,24%,14,23%,5,23%,0,0%,0,0%,0,0%
Adonal Foyle,29.7,GSW,Big,1687,64,50.2%,36,56%,75,43%,71,42%,80,43%,0,0%,0,0%,0,0%
Richie Frahm,27.2,POR,Wing,466,86,51.9%,8,42%,92,50%,40,37%,52,39%,89,49%,30,33%,77,40%
Steve Francis,27.7,ORL,Combo,2963,39,44.1%,75,57%,67,37%,33,36%,35,36%,74,43%,31,29%,34,32%
Matt Freije,23.1,NOP,Forward,426,2,36.7%,0,23%,50,36%,35,35%,33,35%,0,23%,18,30%,28,28%
Dan Gadzuric,26.7,MIL,Big,1770,88,53.9%,55,60%,37,34%,11,18%,22,32%,0,0%,0,0%,0,0%
Alex Garcia,24.7,NOP,Combo,145,14,39.4%,49,50%,46,33%,4,18%,4,21%,0,14%,0,36%,17,28%
Kevin Garnett,28.5,MIN,Big,3114,67,50.5%,78,65%,80,45%,83,45%,86,45%,0,0%,4,27%,7,27%
Pat Garrity,28.2,ORL,Big,901,55,48.8%,33,55%,90,50%,80,44%,86,45%,56,37%,35,33%,44,34%
Pau Gasol,24.3,MEM,Big,1776,75,51.5%,83,65%,60,40%,53,38%,59,40%,0,0%,0,25%,0,17%
Devean George,27.2,LAL,Wing,302,54,49.0%,19,50%,44,36%,4,30%,12,32%,33,36%,89,42%,72,40%
Eddie Gill,26.2,IND,Combo,941,30,42.8%,9,40%,18,24%,32,36%,16,32%,48,38%,49,31%,47,34%
Kendall Gill,36.4,MIL,Wing,271,15,44.1%,84,64%,30,33%,14,33%,16,33%,0,43%,0,0%,0,33%
Manu Ginobili,27.3,SAS,Wing,2187,91,53.8%,64,59%,86,44%,6,31%,63,40%,52,39%,62,38%,63,38%
Gordan Giricek,27.4,UTA,Wing,1599,45,48.1%,59,59%,47,37%,87,44%,80,42%,19,32%,84,41%,55,37%
Anthony Goldwire,33.2,MIL,Point,430,94,55.3%,70,56%,4,17%,65,41%,22,35%,0,38%,93,42%,84,42%
Drew Gooden,23.1,CLE,Big,2507,58,49.4%,61,61%,79,45%,52,38%,73,42%,0,0%,0,24%,0,19%
Ben Gordon,21.6,CHI,Wing,1979,48,48.3%,6,41%,77,42%,74,42%,79,42%,88,48%,75,39%,84,42%
Brian Grant,32.7,LAL,Big,1133,54,48.5%,24,52%,84,46%,87,46%,88,46%,0,0%,0,0%,0,0%
Willie Green,23.3,PHI,Combo,1015,21,40.9%,79,57%,25,26%,16,30%,11,29%,97,56%,16,23%,26,29%
Adrian Griffin,30.3,CHI,Wing,619,1,37.1%,1,36%,89,47%,13,33%,41,37%,0,33%,0,25%,0,29%
Eddie Griffin,22.4,MIN,Big,1456,36,45.8%,36,56%,29,33%,51,38%,34,35%,0,67%,31,33%,41,34%
Tom Gugliotta,34.9,ATL,Big,746,32,45.3%,37,56%,29,33%,83,45%,78,42%,0,33%,27,32%,30,32%
Tom Gugliotta,34.9,BOS,Big,189,0,25.0%,15,50%,29,33%,10,17%,3,19%,0,0%,0,0%,0,0%
Darvin Ham,31.3,DET,Forward,218,52,48.4%,30,55%,0,0%,76,43%,24,33%,0,0%,0,0%,0,0%
Richard Hamilton,26.7,DET,Wing,2928,30,45.7%,50,57%,88,45%,45,38%,74,41%,32,36%,11,27%,20,32%
Zendon Hamilton,29.5,MIL,Big,136,1,31.0%,1,29%,90,50%,15,25%,48,38%,0,0%,0,0%,0,0%
Ben Handlogten,31.0,UTA,Big,266,74,51.4%,82,65%,25,31%,14,23%,11,27%,0,0%,0,0%,0,0%
Anfernee Hardaway,33.3,NYK,Wing,883,23,45.1%,75,61%,82,43%,67,40%,75,41%,0,21%,34,33%,14,30%
Matt Harpring,28.4,UTA,Wing,2543,58,49.2%,82,63%,80,43%,30,36%,45,38%,0,17%,5,25%,1,21%
Al Harrington,24.7,ATL,Forward,2533,43,47.1%,61,61%,39,33%,67,39%,50,36%,14,21%,14,24%,6,23%
Junior Harrington,24.1,NOP,Combo,520,9,38.0%,23,43%,37,31%,25,34%,26,34%,0,33%,0,36%,57,35%
Othella Harrington,30.8,CHI,Big,1233,73,51.3%,77,64%,89,48%,67,41%,89,46%,0,0%,0,0%,0,0%
Devin Harris,21.7,DAL,Combo,1095,86,49.9%,77,57%,70,38%,77,44%,74,42%,74,43%,44,30%,38,33%
Lucious Harris,33.9,CLE,Wing,1058,11,43.1%,9,43%,59,39%,81,43%,81,42%,69,42%,1,18%,16,31%
David Harrison,22.2,IND,Big,722,95,57.7%,87,67%,86,46%,78,44%,89,46%,0,0%,0,0%,0,0%
Jason Hart,26.5,CHA,Combo,1842,72,48.3%,37,48%,75,39%,96,48%,96,46%,35,37%,91,40%,85,39%
Udonis Haslem,24.4,MIA,Big,2671,90,54.2%,82,65%,63,41%,77,44%,79,43%,0,0%,0,0%,0,0%
Trenton Hassell,25.7,MIN,Wing,2054,46,48.1%,31,53%,78,43%,95,47%,96,46%,0,0%,0,33%,0,33%
Jarvis Hayes,23.2,WAS,Forward,1542,22,42.9%,93,69%,30,29%,41,36%,28,34%,23,29%,61,35%,47,34%
Brendan Haywood,24.9,WAS,Big,1862,94,56.0%,95,71%,44,36%,11,18%,32,35%,0,0%,0,0%,0,0%
Alan Henderson,31.9,DAL,Big,1127,78,52.3%,59,61%,28,33%,63,40%,30,34%,0,0%,0,0%,0,0%
Nene Hilario,22.1,DEN,Big,1283,68,50.5%,86,67%,9,22%,23,29%,9,25%,0,0%,0,0%,0,0%
Grant Hill,32.1,ORL,Wing,2334,82,51.2%,91,67%,86,44%,92,46%,94,45%,0,25%,0,29%,0,27%
Kirk Hinrich,23.8,CHI,Combo,2789,60,46.7%,44,49%,35,30%,75,43%,63,40%,55,39%,69,36%,64,37%
Fred Hoiberg,32.0,MIN,Wing,1229,100,62.0%,83,63%,8,20%,97,47%,88,43%,94,50%,100,49%,100,50%
Robert Horry,34.2,SAS,Big,1359,55,49.0%,59,60%,72,43%,18,26%,30,34%,88,44%,50,34%,67,37%
Eddie House,26.5,CHA,Combo,290,89,50.8%,4,36%,100,58%,84,46%,100,48%,0,55%,62,35%,94,43%
Eddie House,26.5,SAC,Combo,501,95,52.7%,49,50%,65,36%,89,47%,95,46%,100,64%,38,30%,100,45%
Allan Houston,33.5,NYK,Wing,529,65,50.0%,4,40%,97,57%,70,41%,90,44%,22,33%,94,45%,77,40%
Dwight Howard,18.9,ORL,Big,2650,76,51.9%,63,61%,52,37%,34,33%,42,36%,0,0%,0,0%,0,0%
Josh Howard,24.5,DAL,Forward,2429,65,50.1%,76,62%,93,47%,24,34%,72,40%,9,21%,50,34%,31,30%
Juwan Howard,31.7,HOU,Big,1617,29,45.0%,44,58%,83,46%,61,40%,76,42%,0,0%,0,0%,0,0%
Troy Hudson,28.6,MIN,Point,1731,54,47.5%,33,50%,41,35%,76,44%,78,42%,3,22%,65,37%,45,35%
Larry Hughes,25.8,WAS,Combo,2348,51,45.7%,91,64%,42,32%,58,41%,47,38%,16,33%,20,27%,21,28%
Ryan Humphrey,25.3,MEM,Big,298,10,41.5%,7,45%,12,26%,90,47%,44,37%,0,0%,0,0%,0,0%
Kris Humphries,19.7,UTA,Forward,800,4,39.7%,24,53%,20,25%,17,33%,11,29%,0,50%,0,100%,0,67%
Brandon Hunter,23.9,ORL,Big,172,87,53.8%,71,63%,80,45%,1,0%,67,41%,0,0%,0,0%,0,0%
Lindsey Hunter,33.9,DET,Combo,1090,11,39.2%,26,44%,28,27%,23,34%,19,33%,84,46%,4,20%,19,28%
Steven Hunter,23.0,PHX,Big,1011,99,61.7%,91,69%,47,37%,1,0%,35,35%,0,0%,0,0%,0,0%
Andre Iguodala,20.8,PHI,Wing,2654,92,53.8%,95,69%,21,29%,8,32%,7,31%,14,30%,70,39%,30,34%
Zydrunas Ilgauskas,29.4,CLE,Big,2598,47,47.1%,32,55%,48,37%,76,43%,61,40%,0,0%,0,50%,0,50%
Allen Iverson,29.4,PHI,Point,3171,43,45.5%,61,54%,72,42%,35,37%,52,39%,84,43%,18,30%,23,32%
Royal Ivey,22.9,ATL,Point,784,31,43.9%,52,53%,57,40%,33,37%,46,38%,0,100%,0,25%,0,40%
Bobby Jackson,31.6,SAC,Combo,510,84,49.4%,74,56%,96,47%,56,41%,81,42%,90,46%,33,29%,49,34%
Jermaine Jackson,28.4,NYK,Point,216,93,53.3%,100,90%,26,33%,37,38%,35,37%,0,0%,0,0%,0,0%
Jim Jackson,34.1,HOU,Wing,993,84,51.6%,33,54%,95,52%,85,43%,95,46%,72,43%,26,32%,53,37%
Jim Jackson,34.1,PHX,Combo,968,98,53.8%,25,43%,9,19%,93,47%,70,41%,45,38%,100,51%,98,45%
Marc Jackson,29.8,PHI,Big,1943,44,46.5%,34,55%,52,37%,71,42%,60,40%,0,0%,0,0%,0,0%
Stephen Jackson,26.6,IND,Wing,1776,37,46.8%,40,56%,29,32%,21,35%,21,34%,55,39%,45,35%,48,37%
Casey Jacobsen,23.6,NOP,Combo,995,49,45.6%,21,43%,16,23%,54,41%,28,34%,3,28%,98,43%,68,38%
Casey Jacobsen,23.6,PHX,Combo,700,93,51.8%,70,56%,37,31%,12,29%,12,30%,81,44%,42,30%,79,38%
Jerome James,29.0,OKC,Big,1321,70,50.9%,85,66%,78,44%,36,33%,78,43%,0,0%,0,0%,0,0%
LeBron James,19.8,CLE,Wing,3375,77,50.6%,99,71%,43,36%,22,35%,30,35%,93,49%,30,33%,44,36%
Mike James,29.4,HOU,Combo,671,91,51.3%,58,51%,77,40%,82,46%,88,44%,58,40%,87,40%,87,40%
Mike James,29.4,MIL,Point,1117,85,51.4%,26,48%,98,52%,85,46%,91,48%,81,43%,73,39%,77,40%
Antawn Jamison,28.4,WAS,Wing,2605,39,46.9%,86,65%,57,38%,49,38%,50,38%,58,40%,33,33%,35,35%
Marko Jaric,25.9,LAC,Combo,1649,65,47.6%,72,56%,9,19%,39,38%,32,35%,0,38%,73,38%,70,38%
Al Jefferson,19.8,BOS,Big,991,86,53.8%,46,58%,89,49%,47,37%,93,47%,0,0%,0,0%,0,0%
Richard Jefferson,24.4,BKN,Wing,1360,22,45.0%,28,53%,56,38%,57,39%,58,39%,68,42%,18,30%,33,34%
Jared Jeffries,22.9,WAS,Forward,1983,54,48.5%,63,61%,17,24%,11,25%,7,25%,0,33%,29,31%,38,31%
Anthony Johnson,30.1,IND,Point,1719,65,48.9%,50,53%,52,39%,83,46%,80,43%,34,35%,80,41%,75,39%
DerMarr Johnson,24.5,DEN,Wing,1154,95,55.8%,93,68%,36,35%,35,37%,33,36%,75,44%,3,24%,39,35%
Ervin Johnson,36.9,MIN,Big,390,89,54.0%,55,60%,29,33%,99,67%,62,40%,0,0%,0,0%,0,0%
Joe Johnson,23.3,PHX,Wing,3202,93,53.9%,38,55%,91,49%,34,37%,77,41%,99,52%,98,46%,99,49%
