Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Drew Gooden,32.1,WAS,Big,145,2,36.8%,37,44%,48,17%,76,29%,59,46%,80,2%,85,7%,83,10%
Marcin Gortat,29.7,WAS,Big,381,52,49.2%,50,47%,91,35%,57,18%,67,53%,0,0%,0,0%,0,0%
Danny Granger,30.5,LAC,Forward,116,0,34.4%,9,17%,55,14%,64,14%,45,29%,82,20%,82,34%,82,54%
Danny Green,26.4,SAS,Wing,521,97,64.4%,16,13%,32,9%,26,16%,16,25%,76,16%,92,45%,89,62%
Draymond Green,23.7,GSW,Forward,225,73,55.2%,82,39%,18,8%,45,10%,9,18%,27,8%,91,35%,64,44%
Blake Griffin,24.6,LAC,Big,476,57,50.2%,52,49%,43,17%,80,32%,65,48%,65,1%,76,2%,72,3%
James Harden,24.2,HOU,Wing,263,21,43.5%,58,26%,55,14%,66,25%,66,39%,0,1%,74,34%,42,35%
Devin Harris,30.7,DAL,Combo,173,100,55.6%,45,27%,36,14%,73,24%,55,38%,9,3%,73,32%,55,35%
Udonis Haslem,33.4,MIA,Big,152,9,41.9%,46,47%,7,3%,93,50%,76,53%,0,0%,0,0%,0,0%
Gerald Henderson,25.9,CHA,Wing,119,3,37.8%,61,26%,68,16%,92,37%,87,53%,13,5%,18,16%,13,21%
Roy Hibbert,26.9,IND,Big,541,24,44.9%,39,45%,98,43%,39,11%,78,54%,61,1%,0,0%,54,1%
Nene Hilario,31.1,WAS,Big,321,37,46.3%,22,34%,46,17%,91,49%,91,66%,0,0%,0,0%,0,0%
George Hill,27.5,IND,Point,682,68,52.3%,79,38%,47,16%,5,8%,0,24%,79,11%,47,27%,74,38%
Kirk Hinrich,32.8,CHI,Combo,167,45,47.3%,36,26%,9,9%,91,33%,73,41%,64,9%,45,24%,36,33%
Dwight Howard,27.9,HOU,Big,231,72,54.7%,78,74%,74,26%,0,0%,26,26%,0,0%,0,0%,0,0%
Serge Ibaka,24.1,OKC,Big,580,87,60.9%,28,39%,22,9%,89,43%,74,53%,87,8%,70,1%,80,8%
Andre Iguodala,29.8,GSW,Wing,246,82,58.1%,95,38%,92,25%,18,14%,71,39%,55,11%,13,11%,16,23%
Reggie Jackson,23.5,OKC,Combo,509,91,54.4%,91,42%,64,17%,18,14%,36,31%,45,7%,27,20%,18,27%
LeBron James,28.8,MIA,Forward,761,100,61.8%,91,43%,36,13%,82,21%,73,35%,0,2%,18,20%,0,22%
Al Jefferson,28.8,CHA,Big,105,50,49.1%,24,36%,96,42%,65,22%,85,64%,0,0%,0,0%,0,0%
Amir Johnson,26.5,TOR,Big,191,96,65.4%,72,66%,63,23%,24,7%,37,30%,74,2%,78,2%,74,4%
Joe Johnson,32.3,BKN,Wing,469,89,59.2%,18,14%,100,38%,53,20%,89,59%,50,10%,21,17%,26,28%
James Jones,33.1,MIA,Wing,111,87,58.6%,3,7%,3,3%,13,13%,8,17%,100,33%,89,43%,95,77%
Terrence Jones,21.8,HOU,Big,138,61,51.3%,70,65%,78,28%,15,5%,39,33%,78,2%,0,0%,70,2%
DeAndre Jordan,25.3,LAC,Big,440,100,73.0%,100,96%,11,4%,0,0%,0,4%,0,0%,0,0%,0,0%
Andrei Kirilenko,32.7,BKN,Big,141,39,46.7%,80,79%,24,11%,37,11%,24,21%,0,0%,0,0%,0,0%
Kyle Korver,32.6,ATL,Wing,250,95,62.3%,0,1%,0,0%,21,15%,3,15%,87,22%,97,61%,100,84%
Courtney Lee,28.1,MEM,Wing,223,37,47.5%,45,24%,82,19%,79,27%,82,47%,42,10%,29,19%,32,29%
David Lee,30.5,GSW,Big,217,67,53.2%,83,80%,33,15%,13,5%,22,20%,0,0%,0,0%,0,0%
Kawhi Leonard,22.3,SAS,Forward,734,91,57.5%,45,29%,73,23%,73,21%,91,43%,45,9%,9,19%,18,28%
Rashard Lewis,34.2,MIA,Forward,317,64,54.8%,0,14%,45,14%,0,5%,18,19%,100,36%,64,31%,100,67%
Damian Lillard,23.3,POR,Point,465,63,51.3%,58,33%,58,17%,37,16%,26,33%,32,3%,74,31%,47,34%
Jeremy Lin,25.2,HOU,Point,176,32,45.8%,53,32%,74,23%,16,11%,37,34%,58,6%,63,28%,42,34%
Shaun Livingston,28.1,BKN,Combo,325,64,50.6%,73,36%,100,42%,55,22%,100,64%,0,0%,0,0%,0,0%
Robin Lopez,25.6,POR,Big,366,48,48.9%,65,63%,67,24%,43,13%,48,37%,0,0%,0,0%,0,0%
Kyle Lowry,27.6,TOR,Combo,271,55,48.6%,82,37%,73,18%,9,11%,18,29%,18,3%,64,31%,45,34%
Shelvin Mack,23.5,ATL,Combo,110,73,51.1%,9,16%,18,12%,36,18%,27,30%,27,4%,100,50%,100,54%
Ian Mahinmi,27.0,IND,Big,235,41,48.1%,96,88%,13,6%,17,6%,7,12%,0,0%,0,0%,0,0%
Shawn Marion,35.5,DAL,Forward,192,9,44.1%,73,38%,100,29%,9,5%,64,33%,55,16%,0,13%,27,29%
Wesley Matthews,27.0,POR,Wing,426,50,49.6%,55,26%,58,15%,16,13%,34,28%,53,11%,82,36%,66,46%
Josh McRoberts,26.7,CHA,Big,153,85,59.4%,30,41%,2,3%,46,14%,11,16%,96,14%,96,30%,96,43%
Andre Miller,37.6,WAS,Point,104,37,48.8%,100,51%,95,26%,47,19%,79,44%,21,2%,0,2%,0,5%
Mike Miller,33.7,MEM,Wing,173,61,52.4%,5,7%,5,5%,58,21%,18,26%,13,5%,100,63%,92,67%
Patty Mills,25.2,SAS,Point,336,95,56.3%,0,11%,5,5%,79,30%,42,35%,100,17%,89,37%,100,54%
Paul Millsap,28.7,ATL,Big,267,22,44.6%,35,43%,54,22%,48,14%,41,35%,83,3%,91,19%,87,22%
Gary Neal,29.1,CHA,Wing,101,5,40.0%,39,23%,89,25%,45,19%,76,43%,5,4%,61,30%,39,34%
Joakim Noah,28.7,CHI,Big,209,59,51.2%,54,53%,50,19%,72,28%,63,47%,0,0%,0,0%,0,0%
Dirk Nowitzki,35.4,DAL,Big,262,17,43.6%,0,12%,57,22%,100,58%,100,80%,76,2%,83,6%,78,8%
Tony Parker,31.5,SAS,Point,717,58,50.4%,37,29%,79,24%,89,38%,100,62%,53,6%,5,4%,5,10%
Chandler Parsons,25.0,HOU,Forward,250,36,50.5%,100,45%,64,16%,27,7%,36,24%,36,8%,27,24%,36,32%
Patrick Patterson,24.6,TOR,Big,199,89,61.5%,2,23%,80,28%,52,15%,57,43%,100,17%,87,17%,93,34%
Chris Paul,28.5,LAC,Point,470,84,54.8%,21,22%,53,17%,74,26%,68,43%,26,2%,79,33%,68,36%
Kendrick Perkins,29.0,OKC,Big,382,70,53.3%,61,58%,93,40%,9,2%,54,42%,0,0%,0,0%,0,0%
Paul Pierce,36.1,BKN,Forward,368,55,53.9%,55,29%,9,8%,100,25%,55,33%,18,4%,73,34%,45,38%
Mason Plumlee,23.7,BKN,Big,113,20,43.8%,87,83%,39,17%,0,0%,15,17%,0,0%,0,0%,0,0%
Tayshaun Prince,33.7,MEM,Wing,112,11,42.0%,24,16%,24,8%,100,64%,100,72%,29,8%,3,4%,5,12%
Zach Randolph,32.3,MEM,Big,234,4,40.8%,41,46%,85,33%,63,21%,80,54%,0,0%,0,0%,0,0%
JJ Redick,29.4,LAC,Wing,350,71,55.6%,13,13%,45,12%,76,27%,68,39%,58,12%,84,36%,71,47%
Thomas Robinson,22.6,POR,Big,121,9,41.9%,74,71%,7,3%,70,26%,35,29%,0,0%,0,0%,0,0%
Terrence Ross,22.7,TOR,Wing,157,0,34.8%,32,21%,34,10%,55,21%,39,31%,89,23%,39,25%,76,48%
Luis Scola,33.5,IND,Big,237,26,45.0%,15,34%,30,14%,98,51%,87,65%,0,0%,72,1%,61,1%
Mike Scott,25.3,ATL,Big,138,28,45.6%,7,23%,52,20%,22,7%,30,27%,91,8%,98,42%,98,50%
Thabo Sefolosha,29.5,OKC,Wing,226,34,47.2%,74,29%,13,5%,61,22%,26,27%,79,18%,42,25%,63,44%
Tiago Splitter,28.8,SAS,Big,512,91,62.2%,85,83%,39,17%,7,1%,20,17%,0,0%,0,0%,0,0%
Lance Stephenson,23.2,IND,Wing,704,58,51.9%,97,40%,71,17%,24,15%,47,33%,61,12%,16,15%,24,27%
Jeff Teague,25.4,ATL,Point,241,11,43.7%,89,40%,84,25%,26,13%,63,38%,11,2%,26,20%,16,21%
Mirza Teletovic,28.1,BKN,Forward,216,82,55.5%,36,24%,0,4%,18,7%,0,11%,64,16%,100,49%,91,66%
Klay Thompson,23.7,GSW,Wing,256,47,49.0%,34,21%,79,19%,39,18%,61,37%,74,15%,50,27%,58,42%
Marcus Thornton,26.4,BKN,Wing,121,18,43.1%,89,35%,63,16%,29,16%,42,32%,66,12%,32,21%,37,33%
Evan Turner,25.0,IND,Wing,135,32,47.1%,8,11%,97,31%,95,39%,97,69%,32,8%,11,11%,11,19%
Beno Udrih,31.3,MEM,Point,109,89,56.1%,42,30%,32,14%,84,33%,84,47%,84,12%,11,12%,26,23%
Jonas Valanciunas,21.5,TOR,Big,200,93,63.3%,63,59%,87,33%,26,7%,52,41%,0,0%,0,0%,0,0%
Greivis Vasquez,26.8,TOR,Point,189,42,50.0%,16,20%,100,29%,11,9%,58,38%,5,2%,100,41%,89,42%
Dwyane Wade,31.8,MIA,Wing,691,55,51.8%,79,31%,95,29%,87,33%,95,62%,3,2%,8,6%,0,7%
Kemba Walker,23.5,CHA,Point,152,100,59.3%,11,15%,89,25%,53,19%,74,44%,37,5%,84,36%,84,41%
John Wall,23.2,WAS,Point,419,5,39.6%,47,32%,21,13%,95,40%,95,53%,16,2%,16,14%,11,16%
CJ Watson,29.5,IND,Point,331,42,50.0%,32,27%,11,11%,68,21%,21,32%,95,13%,58,27%,79,41%
Martell Webster,26.9,WAS,Wing,186,26,46.2%,29,20%,8,5%,34,17%,11,22%,82,20%,87,39%,87,59%
David West,33.2,IND,Big,687,54,49.8%,4,23%,83,33%,87,40%,98,73%,72,2%,80,2%,76,4%
Russell Westbrook,25.0,OKC,Point,733,26,45.5%,95,43%,42,16%,63,20%,53,36%,0,1%,32,21%,21,22%
Deron Williams,29.3,BKN,Point,428,21,45.4%,63,34%,26,14%,58,20%,32,33%,47,6%,53,27%,37,33%
Lou Williams,27.0,ATL,Wing,132,16,43.0%,66,27%,87,21%,68,25%,79,46%,37,9%,24,18%,21,27%
Mo Williams,30.9,POR,Combo,186,18,43.8%,27,21%,27,13%,100,34%,91,46%,73,9%,36,23%,27,32%
