Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,28.3,MEM,Big,1997,90,+6.4,82,+3.8,95,+6.5%,36,+0.5%,81,+3.6,91,+4.3,27,-7.3
LaMarcus Aldridge,36.3,BKN,Big,1047,55,+0.1,53,+0.1,13,-3.4%,8,+2.4%,40,-0.8,14,-2.6,85,+13.1
Justin Anderson,28.0,IND,Forward,260,43,-1.4,68,+1.7,63,+1.2%,16,+1.6%,5,-6.6,38,-0.8,4,-29.7
Kyle Anderson,28.1,MEM,Forward,1458,34,-2.9,29,-3.1,14,-3.3%,42,+0.3%,15,-3.9,7,-3.5,59,+2.1
Giannis Antetokounmpo,26.9,MIL,Big,2189,91,+6.5,95,+7.5,30,-1.6%,81,-1.6%,53,+0.2,23,-1.8,85,+13.7
Thanasis Antetokounmpo,29.3,MIL,Big,359,24,-4.1,10,-7.4,69,+1.7%,10,+2.0%,72,+2.0,71,+1.4,58,+1.8
Carmelo Anthony,37.4,LAL,Big,1784,72,+2.6,64,+1.3,58,+0.8%,33,+0.8%,45,-0.5,42,-0.5,51,-0.4
Trevor Ariza,36.3,LAL,Forward,453,44,-1.4,45,-0.9,34,-1.2%,41,+0.4%,70,+1.8,62,+0.7,73,+7.2
D.J. Augustin,34.0,HOU,Point,507,65,+1.6,60,+0.8,64,+1.3%,20,+1.3%,58,+0.6,67,+1.1,30,-6.2
D.J. Augustin,34.0,LAL,Combo,357,38,-2.4,13,-6.7,70,+1.8%,9,+2.1%,78,+2.7,60,+0.6,82,+10.7
Harrison Barnes,29.4,SAC,Forward,2581,80,+3.9,88,+5.1,36,-1.0%,22,+1.2%,49,-0.2,46,-0.3,58,+1.7
Will Barton,30.8,DEN,Wing,2272,46,-0.9,39,-1.7,19,-2.4%,81,-1.6%,34,-1.5,25,-1.6,61,+2.7
Nicolas Batum,32.9,LAC,Forward,1457,16,-5.7,31,-2.9,13,-3.4%,13,+1.8%,30,-2.0,22,-1.9,53,+0.3
Kent Bazemore,32.3,LAL,Wing,487,3,-12.1,3,-12.1,15,-3.1%,68,-0.9%,9,-4.9,28,-1.5,8,-21.2
Bradley Beal,28.3,WAS,Combo,1438,24,-4.1,23,-4.4,56,+0.7%,58,-0.4%,78,+2.9,51,+0.1,91,+17.4
Malik Beasley,24.9,MIN,Wing,1959,48,-0.6,55,+0.3,21,-2.3%,32,+0.8%,39,-0.9,29,-1.4,66,+4.6
DeAndre' Bembry,27.3,BKN,Wing,894,62,+1.1,72,+2.4,17,-2.7%,53,-0.1%,16,-3.8,16,-2.4,33,-5.5
Davis Bertans,29.0,WAS,Forward,489,74,+3.1,63,+1.1,27,-1.8%,65,-0.7%,57,+0.5,32,-1.1,86,+13.8
Davis Bertans,29.0,DAL,Forward,285,75,+3.2,68,+1.8,4,-5.8%,93,-3.0%,29,-2.1,13,-2.7,77,+9.2
Patrick Beverley,33.3,MIN,Combo,1473,51,-0.3,33,-2.5,90,+4.6%,27,+1.0%,80,+3.4,77,+2.0,66,+4.7
Bismack Biyombo,29.2,PHX,Big,440,37,-2.5,25,-4.1,85,+3.7%,75,-1.3%,28,-2.2,54,+0.2,16,-14.1
Nemanja Bjelica,33.5,GSW,Big,1093,44,-1.2,53,+0.1,35,-1.1%,14,+1.7%,37,-1.1,47,-0.2,35,-4.8
Eric Bledsoe,31.9,LAC,Point,1358,43,-1.4,31,-2.9,51,+0.3%,77,-1.4%,85,+4.4,86,+2.8,78,+9.4
Bojan Bogdanovic,32.5,UTA,Forward,2121,55,+0.1,78,+3.3,18,-2.7%,79,-1.5%,28,-2.2,34,-1.0,38,-4.1
Devin Booker,25.0,PHX,Wing,2343,96,+9.1,96,+8.8,36,-1.0%,90,-2.4%,53,+0.2,52,+0.1,55,+0.9
Avery Bradley,30.9,LAL,Wing,1384,17,-5.5,38,-1.8,24,-2.0%,74,-1.3%,20,-3.1,50,+0.0,9,-19.1
Malcolm Brogdon,28.9,IND,Combo,1205,47,-0.8,47,-0.7,31,-1.4%,23,+1.2%,35,-1.4,22,-1.8,62,+3.2
Jaylen Brown,25.0,BOS,Wing,2220,63,+1.3,87,+4.7,33,-1.3%,81,-1.6%,42,-0.7,51,+0.1,36,-4.6
Reggie Bullock,30.6,DAL,Forward,1893,71,+2.5,58,+0.6,73,+2.1%,62,-0.6%,80,+3.3,75,+1.8,77,+8.8
Trey Burke,29.0,DAL,Combo,351,32,-3.2,53,+0.0,9,-4.1%,9,+2.2%,14,-4.0,8,-3.4,45,-1.8
Alec Burks,30.3,NYK,Combo,2309,79,+3.8,57,+0.5,78,+2.5%,62,-0.6%,61,+0.9,75,+1.8,34,-5.3
Jimmy Butler,32.1,MIA,Forward,1926,73,+2.9,66,+1.6,69,+1.7%,36,+0.6%,73,+2.2,53,+0.2,84,+12.3
Kentavious Caldwell-Pope,28.7,WAS,Wing,2326,42,-1.8,66,+1.4,28,-1.8%,50,-0.0%,54,+0.2,48,-0.1,60,+2.4
Clint Capela,27.5,ATL,Big,2041,72,+2.7,80,+3.6,76,+2.4%,93,-2.9%,71,+2.0,91,+4.3,13,-15.9
Willie Cauley-Stein,28.2,DAL,Big,170,36,-2.6,9,-7.5,51,+0.2%,85,-1.8%,92,+6.2,89,+3.6,86,+14.1
Marquese Chriss,24.3,DAL,Big,278,54,-0.0,47,-0.6,38,-0.9%,86,-1.9%,4,-6.9,50,+0.0,1,-48.8
Jordan Clarkson,29.4,UTA,Combo,2109,65,+1.6,39,-1.6,91,+4.8%,51,-0.1%,87,+4.9,91,+4.3,35,-4.8
Mike Conley,34.1,UTA,Point,2056,37,-2.5,44,-0.9,32,-1.3%,13,+1.8%,5,-6.2,12,-2.7,15,-14.6
Pat Connaughton,28.8,MIL,Wing,1655,33,-2.9,36,-1.9,49,+0.0%,20,+1.3%,17,-3.6,48,-0.1,9,-19.8
DeMarcus Cousins,31.2,MIL,Big,286,95,+7.9,100,+13.2,93,+5.4%,27,+1.0%,75,+2.4,74,+1.6,59,+2.0
DeMarcus Cousins,31.2,DEN,Big,424,24,-4.1,21,-4.9,82,+3.2%,2,+3.3%,54,+0.3,81,+2.4,12,-16.7
Robert Covington,30.9,POR,Forward,1425,48,-0.7,71,+2.3,5,-5.4%,38,+0.5%,7,-5.6,11,-2.7,17,-13.3
Robert Covington,30.9,LAC,Forward,478,93,+7.1,84,+4.2,73,+2.1%,85,-1.8%,60,+0.8,53,+0.2,57,+1.5
Jae Crowder,31.3,PHX,Forward,1884,75,+3.2,96,+8.8,1,-7.7%,19,+1.4%,4,-6.9,4,-4.3,21,-11.0
Seth Curry,31.2,PHI,Combo,1564,77,+3.5,92,+6.4,4,-6.5%,11,+2.0%,11,-4.7,7,-3.7,45,-1.8
Seth Curry,31.2,BKN,Wing,568,78,+3.6,81,+3.7,77,+2.5%,46,+0.2%,4,-6.7,24,-1.7,5,-26.6
Stephen Curry,33.6,GSW,Point,2203,89,+5.8,92,+6.4,75,+2.4%,93,-2.9%,36,-1.2,63,+0.8,20,-11.3
Anthony Davis,28.6,LAL,Big,1402,15,-5.9,19,-5.3,17,-2.7%,54,-0.2%,24,-2.6,42,-0.5,17,-13.3
Ed Davis,32.4,CLE,Big,158,4,-10.3,2,-12.8,9,-4.2%,54,-0.2%,18,-3.3,19,-2.0,30,-6.3
