Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Paul George,23.5,IND,Wing,779,84,26.2%,63,114.1,79,17.8%,63,0.68,47,11.7%
Taj Gibson,28.4,CHI,Big,153,76,21.6%,85,124.7,11,2.8%,4,0.13,61,11.3%
Manu Ginobili,36.3,SAS,Wing,585,89,27.6%,76,120.0,100,24.3%,89,0.88,18,14.9%
Drew Gooden,32.1,WAS,Big,145,37,14.0%,2,81.0,28,4.3%,35,0.31,76,9.1%
Marcin Gortat,29.7,WAS,Big,381,63,18.3%,46,103.6,50,7.1%,50,0.39,33,13.6%
Danny Granger,30.5,LAC,Forward,116,18,14.0%,0,82.9,9,2.5%,9,0.18,64,8.3%
Danny Green,26.4,SAS,Wing,521,26,14.2%,95,130.8,21,5.6%,13,0.39,42,12.5%
Draymond Green,23.7,GSW,Forward,225,45,16.2%,82,120.3,82,12.2%,91,0.75,0,20.1%
Blake Griffin,24.6,LAC,Big,476,96,27.0%,61,110.5,91,18.1%,74,0.67,72,10.5%
James Harden,24.2,HOU,Wing,263,100,29.9%,32,103.3,92,20.8%,68,0.70,53,11.4%
Devin Harris,30.7,DAL,Combo,173,73,23.0%,100,116.7,82,23.7%,82,1.03,55,12.4%
Udonis Haslem,33.4,MIA,Big,152,20,11.5%,7,88.9,33,4.5%,52,0.39,98,2.9%
Gerald Henderson,25.9,CHA,Wing,119,66,19.9%,8,88.6,61,12.3%,58,0.62,68,10.1%
Roy Hibbert,26.9,IND,Big,541,57,17.1%,30,101.7,41,5.7%,41,0.33,35,13.4%
Nene Hilario,31.1,WAS,Big,321,87,23.0%,11,91.2,87,16.0%,78,0.70,63,11.0%
George Hill,27.5,IND,Point,682,11,17.2%,68,111.3,11,14.2%,16,0.83,74,11.3%
Kirk Hinrich,32.8,CHI,Combo,167,55,21.8%,18,94.8,91,24.2%,91,1.11,36,14.5%
Dwight Howard,27.9,HOU,Big,231,98,27.7%,70,114.7,63,8.9%,39,0.32,50,12.7%
Serge Ibaka,24.1,OKC,Big,580,24,12.3%,87,125.8,20,3.3%,26,0.27,43,12.9%
Andre Iguodala,29.8,GSW,Wing,246,58,18.7%,74,119.7,84,18.9%,97,1.01,0,20.4%
Reggie Jackson,23.5,OKC,Combo,509,36,19.2%,91,115.9,45,14.9%,45,0.78,9,16.8%
LeBron James,28.8,MIA,Forward,761,100,32.6%,100,133.3,100,25.3%,100,0.78,36,12.6%
Al Jefferson,28.8,CHA,Big,105,72,20.9%,35,101.8,24,3.9%,7,0.19,100,2.1%
Amir Johnson,26.5,TOR,Big,191,48,15.6%,100,135.1,54,7.5%,59,0.48,15,18.9%
Joe Johnson,32.3,BKN,Wing,469,76,23.2%,92,125.1,71,14.1%,55,0.61,87,8.6%
James Jones,33.1,MIA,Wing,111,13,12.1%,76,120.0,13,5.0%,21,0.41,100,0.0%
Terrence Jones,21.8,HOU,Big,138,39,14.2%,37,102.2,61,8.6%,67,0.61,93,4.3%
DeAndre Jordan,25.3,LAC,Big,440,11,10.8%,89,126.3,15,3.2%,33,0.30,13,20.3%
Andrei Kirilenko,32.7,BKN,Big,141,7,9.5%,59,109.1,72,10.0%,93,1.06,65,10.9%
Kyle Korver,32.6,ATL,Wing,250,16,12.3%,100,137.3,8,3.9%,11,0.32,8,16.5%
Courtney Lee,28.1,MEM,Wing,223,34,14.6%,37,104.5,26,7.3%,34,0.50,84,8.7%
David Lee,30.5,GSW,Big,217,67,19.1%,63,111.5,83,12.9%,76,0.68,17,17.6%
Kawhi Leonard,22.3,SAS,Forward,734,64,18.3%,91,121.0,36,7.7%,27,0.42,45,10.1%
Rashard Lewis,34.2,MIA,Forward,317,0,12.6%,45,110.5,0,2.4%,18,0.19,82,6.5%
Damian Lillard,23.3,POR,Point,465,53,26.0%,84,117.3,42,24.8%,32,0.96,79,11.0%
Jeremy Lin,25.2,HOU,Point,176,21,21.1%,21,101.5,32,23.0%,53,1.09,21,14.5%
Shaun Livingston,28.1,BKN,Combo,325,45,21.0%,73,109.7,64,21.2%,73,1.01,27,16.0%
Robin Lopez,25.6,POR,Big,366,28,12.5%,54,106.8,22,3.6%,30,0.29,70,10.6%
Kyle Lowry,27.6,TOR,Combo,271,82,26.6%,82,115.1,73,23.4%,55,0.88,45,12.9%
Shelvin Mack,23.5,ATL,Combo,110,100,27.7%,55,107.7,100,41.1%,100,1.48,73,9.2%
Ian Mahinmi,27.0,IND,Big,235,2,8.9%,39,102.9,7,2.0%,20,0.23,11,21.2%
Shawn Marion,35.5,DAL,Forward,192,36,15.6%,9,92.2,64,10.2%,82,0.66,73,7.5%
Wesley Matthews,27.0,POR,Wing,426,45,16.8%,45,106.7,13,5.0%,8,0.30,29,13.6%
Josh McRoberts,26.7,CHA,Big,153,46,14.6%,78,117.9,85,15.3%,91,1.05,48,12.8%
Andre Miller,37.6,WAS,Point,104,42,25.0%,16,100.0,16,16.7%,11,0.67,16,15.2%
Mike Miller,33.7,MEM,Wing,173,21,12.9%,55,110.9,50,8.8%,66,0.68,66,10.2%
Patty Mills,25.2,SAS,Point,336,26,21.6%,79,114.9,5,14.0%,5,0.65,95,8.9%
Paul Millsap,28.7,ATL,Big,267,91,25.6%,52,106.3,89,16.8%,72,0.66,28,13.7%
Gary Neal,29.1,CHA,Wing,101,87,27.4%,5,84.9,29,7.5%,5,0.28,32,13.6%
Joakim Noah,28.7,CHI,Big,209,54,16.4%,50,106.1,98,19.3%,98,1.18,9,25.5%
Dirk Nowitzki,35.4,DAL,Big,262,93,25.7%,24,95.7,46,6.9%,24,0.27,74,10.1%
Tony Parker,31.5,SAS,Point,717,84,30.4%,42,105.0,47,26.0%,21,0.86,42,13.0%
Chandler Parsons,25.0,HOU,Forward,250,73,19.0%,36,104.5,55,9.2%,45,0.48,100,4.5%
Patrick Patterson,24.6,TOR,Big,199,33,13.3%,91,128.1,48,6.9%,61,0.52,67,10.7%
Chris Paul,28.5,LAC,Point,470,79,29.0%,89,117.4,100,42.7%,95,1.47,58,12.3%
Kendrick Perkins,29.0,OKC,Big,382,4,9.1%,72,115.4,37,5.1%,65,0.56,0,32.9%
Paul Pierce,36.1,BKN,Forward,368,82,20.5%,73,115.5,73,11.4%,55,0.56,18,13.0%
Mason Plumlee,23.7,BKN,Big,113,41,14.3%,4,88.0,13,2.9%,9,0.20,4,28.1%
Tayshaun Prince,33.7,MEM,Wing,112,11,11.3%,3,84.0,42,8.2%,76,0.73,95,4.0%
Zach Randolph,32.3,MEM,Big,234,89,24.5%,9,90.1,76,11.4%,57,0.47,83,8.1%
JJ Redick,29.4,LAC,Wing,350,42,16.3%,84,122.7,37,8.0%,29,0.49,74,9.7%
Thomas Robinson,22.6,POR,Big,121,35,13.9%,20,94.1,52,7.3%,63,0.52,39,13.0%
Terrence Ross,22.7,TOR,Wing,157,39,15.6%,0,72.9,3,2.1%,3,0.14,13,15.1%
Luis Scola,33.5,IND,Big,237,80,21.9%,13,92.8,57,7.8%,46,0.35,89,6.6%
Mike Scott,25.3,ATL,Big,138,65,18.7%,26,96.8,26,4.2%,17,0.23,96,3.6%
Thabo Sefolosha,29.5,OKC,Wing,226,8,11.3%,18,98.2,24,6.3%,42,0.56,58,10.5%
Tiago Splitter,28.8,SAS,Big,512,30,13.2%,98,131.5,80,12.7%,89,0.96,57,12.2%
Lance Stephenson,23.2,IND,Wing,704,68,20.8%,47,107.9,89,20.1%,92,0.97,11,15.2%
Jeff Teague,25.4,ATL,Point,241,89,31.9%,32,103.8,84,35.0%,58,1.10,53,12.7%
Mirza Teletovic,28.1,BKN,Forward,216,55,17.6%,64,115.1,18,2.5%,0,0.14,91,6.3%
Klay Thompson,23.7,GSW,Wing,256,71,20.8%,39,104.5,74,15.4%,79,0.74,45,12.2%
Marcus Thornton,26.4,BKN,Wing,121,74,21.5%,13,94.9,0,1.4%,0,0.07,97,3.6%
Evan Turner,25.0,IND,Wing,135,61,18.7%,26,102.8,97,21.1%,100,1.13,3,19.8%
Beno Udrih,31.3,MEM,Point,109,37,23.6%,74,113.0,26,21.1%,26,0.89,11,16.2%
Jonas Valanciunas,21.5,TOR,Big,200,52,15.9%,96,131.0,4,2.0%,2,0.12,2,28.4%
Greivis Vasquez,26.8,TOR,Point,189,32,22.1%,37,104.4,79,34.0%,100,1.54,68,11.3%
Dwyane Wade,31.8,MIA,Wing,691,95,28.9%,58,111.6,95,20.9%,74,0.72,26,13.6%
Kemba Walker,23.5,CHA,Point,152,68,26.6%,100,125.8,58,29.3%,63,1.10,0,17.6%
John Wall,23.2,WAS,Point,419,74,28.7%,5,92.2,68,32.4%,68,1.13,32,14.0%
CJ Watson,29.5,IND,Point,331,0,16.0%,53,106.3,0,9.3%,0,0.58,47,13.0%
Martell Webster,26.9,WAS,Wing,186,3,10.7%,11,92.7,11,4.3%,18,0.40,76,9.6%
David West,33.2,IND,Big,687,83,22.2%,48,104.7,100,19.5%,87,0.88,30,13.7%
Russell Westbrook,25.0,OKC,Point,733,100,37.5%,58,107.2,95,38.4%,42,1.02,37,13.2%
Deron Williams,29.3,BKN,Point,428,47,25.5%,26,101.8,53,27.2%,47,1.07,63,12.2%
Lou Williams,27.0,ATL,Wing,132,82,25.4%,24,101.8,58,11.8%,26,0.46,5,18.2%
Mo Williams,30.9,POR,Combo,186,27,18.6%,27,96.7,18,12.1%,27,0.65,0,17.8%
