Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,20.3,OKC,Big,300,59,-1.0%,38,+2.0%,57,-1.6%,81,-6.8%,74,-4.5%,61,-4.8%,49,+1.3%,57,-0.4%
LaMarcus Aldridge,28.3,POR,Big,440,90,-5.4%,42,+1.4%,51,-0.2%,93,-14.3%,84,-6.3%,90,-22.0%,53,-1.1%,80,-5.7%
Ray Allen,38.3,MIA,Wing,526,86,-4.1%,60,-1.5%,85,-7.6%,85,-9.3%,92,-8.5%,55,-2.8%,64,-3.7%,71,-3.3%
Tony Allen,31.8,MEM,Wing,230,48,+0.3%,62,-1.7%,52,-0.6%,95,-15.4%,94,-8.9%,12,+19.6%,35,+4.7%,16,+8.2%
Chris Andersen,35.3,MIA,Big,316,79,-3.1%,79,-5.6%,91,-10.9%,65,-2.7%,88,-7.1%,58,-4.0%,41,+3.1%,47,+0.8%
Alan Anderson,31.0,BKN,Wing,257,75,-2.8%,85,-6.9%,66,-3.4%,75,-5.3%,71,-3.9%,67,-6.8%,43,+2.7%,54,-0.3%
Pero Antic,31.3,ATL,Big,169,67,-1.8%,58,-1.4%,38,+2.5%,88,-11.3%,83,-6.0%,57,-3.7%,31,+5.4%,32,+2.8%
Trevor Ariza,28.3,WAS,Wing,407,67,-1.7%,89,-9.7%,33,+3.4%,71,-4.3%,54,-0.2%,5,+26.9%,87,-9.4%,48,+0.5%
Omer Asik,27.3,HOU,Big,162,49,+0.3%,54,-0.4%,5,+14.2%,26,+6.8%,5,+10.0%,86,-20.0%,67,-4.1%,86,-7.3%
D.J. Augustin,26.0,CHI,Point,140,98,-11.0%,98,-15.8%,46,+0.6%,82,-7.7%,77,-4.8%,99,-55.6%,24,+6.7%,88,-7.9%
