Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Quincy Acy,25.1,SAC,Big,843,58,-0.8,73,-0.7,18,+1.2%,79,-7.8,76,-0.5,63,-1.6%,78,-11.5,65,-0.4,14,+2.8%,77,-8.1
Steven Adams,22.3,OKC,Big,1999,98,-9.3,38,+0.5,52,-0.1%,23,+7.9,17,+0.7,37,+1.8%,9,+21.1,61,-0.3,40,+0.6%,52,-1.3
Arron Afflalo,30.0,NYK,Wing,2354,24,+3.1,46,+0.2,62,-0.4%,51,-0.0,35,+0.3,6,+9.9%,46,+1.8,57,-0.2,83,-2.7%,51,-0.9
Alexis Ajinca,27.5,NOP,Big,815,96,-7.3,38,+0.5,92,-1.7%,25,+7.3,55,-0.1,86,-5.5%,46,+1.5,29,+0.5,89,-3.7%,26,+9.0
Cole Aldrich,27.0,LAC,Big,704,61,-1.2,53,-0.1,43,+0.3%,69,-4.8,19,+0.7,81,-4.3%,22,+12.2,72,-0.5,28,+1.6%,83,-10.6
LaMarcus Aldridge,30.3,SAS,Big,2251,45,+0.6,22,+1.1,50,-0.0%,16,+10.7,63,-0.3,74,-3.2%,57,-2.5,13,+1.2,17,+2.4%,9,+18.7
Lavoy Allen,26.7,IND,Big,1558,70,-2.1,11,+1.7,74,-0.9%,9,+15.9,25,+0.5,67,-2.1%,37,+5.4,17,+1.1,51,-0.3%,7,+21.9
Tony Allen,33.8,MEM,Wing,1606,72,-2.4,36,+0.5,90,-1.6%,21,+8.2,55,-0.1,83,-4.8%,47,+1.5,29,+0.5,73,-1.7%,25,+9.4
Al-Farouq Aminu,25.1,POR,Forward,2337,52,-0.2,25,+1.0,59,-0.3%,19,+9.3,53,-0.0,52,-0.4%,58,-2.6,19,+0.9,65,-1.1%,14,+14.4
Lou Amundson,32.9,NYK,Big,171,93,-5.9,72,-0.7,88,-1.4%,77,-7.1,9,+1.0,80,-4.2%,6,+23.8,98,-2.3,94,-4.7%,99,-33.1
Chris Andersen,37.3,MEM,Big,361,40,+1.1,73,-0.7,94,-2.1%,46,+1.5,97,-1.5,98,-13.3%,94,-24.5,22,+0.8,91,-3.9%,17,+13.5
Alan Anderson,33.0,WAS,Wing,190,94,-6.7,70,-0.6,97,-2.7%,78,-7.4,88,-0.8,99,-15.7%,45,+2.3,31,+0.5,85,-3.0%,68,-5.5
James Anderson,26.6,SAC,Wing,690,49,+0.2,69,-0.6,15,+1.4%,73,-6.1,34,+0.3,20,+4.2%,36,+5.5,81,-0.8,4,+4.6%,80,-9.4
Justin Anderson,21.9,DAL,Wing,556,85,-3.9,17,+1.3,72,-0.8%,22,+8.1,78,-0.5,70,-2.7%,56,-2.2,10,+1.4,56,-0.6%,17,+12.6
Kyle Anderson,22.1,SAS,Forward,1048,37,+1.4,74,-0.8,65,-0.6%,84,-9.6,23,+0.6,17,+4.7%,25,+11.0,90,-1.3,83,-2.7%,96,-21.1
Ryan Anderson,27.5,NOP,Big,1965,60,-1.0,59,-0.3,54,-0.1%,66,-3.8,67,-0.3,71,-2.8%,64,-5.1,49,+0.0,24,+1.9%,57,-2.0
Giannis Antetokounmpo,20.9,MIL,Forward,2813,34,+1.6,57,-0.2,96,-2.4%,45,+2.0,67,-0.3,89,-6.6%,43,+2.9,43,+0.2,68,-1.3%,41,+2.3
Carmelo Anthony,31.4,NYK,Wing,2524,23,+3.3,32,+0.7,37,+0.5%,44,+2.1,82,-0.6,71,-2.7%,80,-12.8,17,+1.1,6,+4.2%,22,+10.2
Trevor Ariza,30.3,HOU,Forward,2853,18,+4.2,51,-0.0,68,-0.7%,43,+2.6,74,-0.4,66,-2.0%,51,-0.2,46,+0.1,53,-0.4%,40,+2.4
Darrell Arthur,27.6,DEN,Big,1496,86,-4.1,12,+1.6,75,-0.9%,11,+14.2,51,-0.0,76,-3.5%,50,+0.4,7,+1.6,75,-1.9%,5,+23.2
Omer Asik,29.3,NOP,Big,1175,55,-0.6,98,-2.7,17,+1.3%,98,-23.7,93,-1.0,45,+0.5%,98,-33.4,94,-1.6,26,+1.7%,95,-19.9
D.J. Augustin,28.0,OKC,Point,471,43,+0.8,58,-0.2,17,+1.3%,57,-1.5,87,-0.8,83,-4.8%,95,-25.0,25,+0.7,48,-0.0%,10,+17.6
D.J. Augustin,28.0,DEN,Point,631,29,+2.5,17,+1.3,61,-0.4%,14,+12.5,24,+0.6,65,-1.9%,18,+14.4,36,+0.3,41,+0.5%,30,+6.6
Luke Babbitt,26.4,NOP,Forward,798,23,+3.4,4,+2.7,34,+0.5%,2,+24.3,6,+1.1,20,+4.2%,4,+30.9,8,+1.6,36,+0.9%,8,+21.1
Leandro Barbosa,32.9,GSW,Wing,955,16,+4.4,34,+0.6,54,-0.1%,23,+7.7,60,-0.2,84,-5.0%,48,+0.9,17,+1.0,32,+1.1%,11,+16.7
J.J. Barea,31.3,DAL,Point,1601,14,+4.8,34,+0.6,31,+0.6%,40,+3.0,70,-0.4,53,-0.5%,78,-11.9,22,+0.8,32,+1.1%,25,+9.3
Andrea Bargnani,30.0,BKN,Big,612,8,+6.9,84,-1.3,69,-0.7%,74,-6.2,78,-0.5,18,+4.6%,68,-7.1,81,-0.8,78,-2.1%,71,-6.5
Harrison Barnes,23.4,GSW,Forward,2008,55,-0.6,76,-0.8,66,-0.6%,61,-2.6,81,-0.6,67,-2.1%,68,-7.0,54,-0.1,67,-1.3%,39,+2.8
Matt Barnes,35.6,MEM,Forward,2145,20,+3.7,64,-0.4,30,+0.6%,70,-5.0,72,-0.4,75,-3.3%,77,-11.4,45,+0.1,31,+1.2%,47,+0.1
Will Barton,24.8,DEN,Wing,2284,46,+0.5,45,+0.2,91,-1.6%,38,+3.6,64,-0.3,48,+0.1%,55,-2.0,31,+0.5,97,-5.8%,31,+6.2
Brandon Bass,30.5,LAL,Big,1287,84,-3.7,90,-1.7,95,-2.3%,86,-10.2,67,-0.3,70,-2.6%,53,-0.9,93,-1.5,61,-0.8%,89,-14.3
Nicolas Batum,26.9,CHA,Wing,2434,47,+0.4,9,+1.8,61,-0.4%,8,+16.2,12,+0.9,50,-0.1%,14,+16.7,27,+0.6,74,-1.7%,19,+11.5
Jerryd Bayless,27.2,MIL,Combo,1481,18,+4.1,45,+0.2,45,+0.2%,49,+0.4,23,+0.6,33,+2.3%,19,+13.2,64,-0.4,62,-0.9%,70,-6.5
Aron Baynes,28.9,DET,Big,1177,26,+2.9,45,+0.2,46,+0.2%,48,+0.6,84,-0.7,56,-0.9%,84,-14.6,21,+0.8,69,-1.4%,29,+6.9
Kent Bazemore,26.3,ATL,Wing,2068,31,+2.2,16,+1.4,9,+1.7%,24,+7.5,26,+0.5,39,+1.5%,35,+6.4,18,+1.0,6,+4.3%,23,+10.0
Bradley Beal,22.3,WAS,Wing,1695,27,+2.7,43,+0.3,18,+1.2%,62,-3.0,63,-0.2,44,+0.7%,62,-3.8,30,+0.5,7,+4.2%,56,-1.8
Michael Beasley,26.8,HOU,Big,355,5,+8.6,49,+0.1,58,-0.3%,51,-0.1,14,+0.8,49,0.0%,25,+11.6,49,+0.0,90,-3.8%,52,-1.3
Marco Belinelli,29.6,SAC,Wing,1659,34,+1.5,29,+0.8,37,+0.5%,34,+4.6,6,+1.2,13,+6.4%,10,+20.4,69,-0.5,86,-3.0%,68,-5.7
Patrick Beverley,27.3,HOU,Point,2021,79,-3.0,77,-0.9,85,-1.3%,69,-4.7,77,-0.5,62,-1.5%,53,-0.6,55,-0.1,49,-0.0%,53,-1.5
Bismack Biyombo,23.2,TOR,Big,1799,83,-3.7,64,-0.5,65,-0.6%,64,-3.4,21,+0.6,24,+3.5%,8,+21.6,85,-1.0,77,-2.0%,87,-13.2
Nemanja Bjelica,27.5,MIN,Big,1012,43,+0.8,44,+0.3,52,-0.1%,29,+5.9,16,+0.7,41,+1.3%,15,+15.6,60,-0.3,69,-1.3%,44,+1.2
Tarik Black,23.9,LAL,Big,432,98,-9.4,97,-2.5,99,-4.1%,83,-9.4,73,-0.4,83,-4.8%,88,-18.1,97,-2.0,99,-10.1%,80,-9.5
DeJuan Blair,26.5,WAS,Big,175,22,+3.5,14,+1.5,75,-0.9%,25,+7.3,29,+0.4,39,+1.5%,17,+14.5,39,+0.2,78,-2.2%,75,-7.5
Steve Blake,35.7,DET,Point,919,65,-1.6,81,-1.1,79,-1.1%,89,-11.9,81,-0.6,10,+7.4%,70,-7.3,66,-0.4,95,-5.1%,89,-14.7
Eric Bledsoe,25.9,PHX,Combo,1055,87,-4.4,94,-2.0,93,-2.0%,83,-9.2,97,-1.4,89,-7.4%,87,-17.9,75,-0.6,71,-1.6%,61,-3.3
Bojan Bogdanovic,26.5,BKN,Wing,2066,29,+2.5,11,+1.7,7,+1.9%,20,+8.8,25,+0.5,28,+2.9%,42,+3.1,18,+0.9,13,+3.1%,23,+9.7
Andrew Bogut,30.9,GSW,Big,1449,95,-6.9,80,-1.1,26,+0.8%,92,-13.7,76,-0.5,17,+4.8%,89,-18.2,74,-0.6,54,-0.5%,85,-12.1
Matt Bonner,35.6,SAS,Big,129,9,+6.2,5,+2.6,85,-1.3%,1,+31.5,0,+2.5,1,+17.0%,0,+74.8,31,+0.5,76,-1.9%,24,+9.5
Devin Booker,19.0,PHX,Wing,2064,16,+4.5,47,+0.2,24,+0.8%,59,-2.2,51,-0.0,37,+1.8%,56,-2.1,41,+0.2,37,+0.9%,55,-1.7
Trevor Booker,27.9,UTA,Big,1612,70,-2.1,56,-0.2,25,+0.8%,57,-1.6,34,+0.3,50,-0.2%,46,+1.5,69,-0.5,16,+2.5%,65,-4.7
Chris Bosh,31.6,MIA,Big,1769,73,-2.4,75,-0.8,90,-1.6%,74,-6.4,43,+0.1,88,-6.4%,36,+6.1,86,-1.0,93,-4.5%,88,-14.2
Avery Bradley,24.9,BOS,Combo,2518,17,+4.4,75,-0.8,72,-0.8%,80,-8.1,53,-0.1,49,-0.1%,38,+4.9,77,-0.7,61,-0.8%,87,-13.2
Elton Brand,36.6,PHI,Big,224,99,-12.6,100,-4.5,85,-1.3%,99,-26.6,62,-0.2,15,+5.5%,83,-13.7,100,-3.5,99,-10.1%,99,-32.7
Corey Brewer,29.7,HOU,Forward,1624,66,-1.8,75,-0.8,48,+0.1%,81,-8.4,37,+0.3,21,+4.0%,59,-2.8,88,-1.1,59,-0.7%,90,-15.0
Aaron Brooks,30.8,CHI,Point,1065,57,-0.8,20,+1.1,57,-0.3%,20,+8.6,64,-0.3,57,-1.0%,61,-3.6,10,+1.4,69,-1.4%,11,+16.6
Anthony Brown,23.1,LAL,Wing,500,92,-5.2,50,+0.0,16,+1.4%,66,-3.8,69,-0.4,9,+7.6%,86,-16.7,35,+0.3,30,+1.2%,46,+0.7
Markel Brown,23.8,BKN,Wing,892,3,+10.0,63,-0.4,81,-1.1%,56,-1.3,78,-0.5,95,-9.4%,39,+4.7,43,+0.2,33,+1.1%,57,-1.9
Kobe Bryant,37.2,LAL,Wing,1858,6,+7.7,21,+1.1,6,+2.1%,30,+5.4,26,+0.5,31,+2.6%,31,+8.1,23,+0.7,12,+3.2%,32,+5.7
Chase Budinger,27.4,IND,Wing,691,52,-0.2,35,+0.6,56,-0.2%,23,+7.8,41,+0.2,40,+1.4%,30,+8.5,30,+0.5,54,-0.4%,25,+9.1
Chase Budinger,27.4,PHX,Wing,191,4,+8.9,37,+0.5,69,-0.7%,28,+6.0,92,-1.0,99,-15.8%,28,+9.4,11,+1.4,2,+5.6%,19,+11.5
Reggie Bullock,24.6,DET,Wing,373,6,+8.0,5,+2.6,96,-2.4%,1,+32.2,12,+0.9,98,-13.9%,1,+55.7,4,+2.0,92,-4.0%,3,+29.4
Trey Burke,23.0,UTA,Point,1319,20,+3.9,51,-0.0,61,-0.4%,42,+2.7,80,-0.6,73,-3.0%,80,-12.9,26,+0.6,61,-0.8%,13,+15.4
Alec Burks,24.3,UTA,Combo,793,37,+1.3,19,+1.2,45,+0.2%,13,+13.0,61,-0.2,73,-3.1%,51,-0.3,12,+1.3,23,+2.0%,8,+20.8
Caron Butler,35.6,SAC,Wing,170,34,+1.5,55,-0.2,8,+1.9%,55,-1.0,21,+0.6,3,+13.0%,22,+12.5,86,-1.0,66,-1.2%,85,-12.3
Jimmy Butler,26.1,CHI,Wing,2469,75,-2.5,94,-2.1,55,-0.2%,94,-15.2,83,-0.6,16,+5.4%,85,-15.8,94,-1.7,59,-0.7%,93,-18.2
Rasual Butler,36.4,SAS,Wing,277,39,+1.1,8,+2.0,51,-0.0%,12,+13.1,33,+0.4,1,+16.2%,78,-11.9,8,+1.6,84,-2.9%,3,+29.5
Jose Calderon,34.1,NYK,Point,2017,28,+2.6,7,+2.3,12,+1.5%,7,+17.2,30,+0.4,48,+0.1%,32,+7.3,5,+1.9,10,+3.5%,5,+23.3
Kentavious Caldwell-Pope,22.7,DET,Wing,2777,73,-2.4,44,+0.3,85,-1.3%,43,+2.5,37,+0.3,96,-10.8%,28,+9.5,56,-0.2,52,-0.3%,50,-0.8
Isaiah Canaan,24.4,PHI,Combo,1934,37,+1.3,46,+0.2,29,+0.7%,47,+1.0,39,+0.2,54,-0.7%,26,+10.7,51,-0.0,32,+1.1%,50,-0.7
Clint Capela,21.5,HOU,Big,1440,86,-4.1,58,-0.3,80,-1.1%,48,+0.8,48,+0.0,78,-3.9%,49,+0.8,52,-0.1,71,-1.6%,42,+1.9
DeMarre Carroll,29.3,TOR,Forward,786,61,-1.1,75,-0.8,1,+3.3%,84,-9.5,74,-0.4,32,+2.4%,90,-19.9,55,-0.2,1,+7.2%,59,-2.4
Vince Carter,38.8,MEM,Wing,948,46,+0.5,42,+0.3,53,-0.1%,50,+0.3,15,+0.8,94,-8.9%,5,+26.5,58,-0.2,24,+1.9%,67,-5.2
Michael Carter-Williams,24.1,MIL,Point,1637,64,-1.5,81,-1.1,50,+0.0%,83,-9.4,79,-0.5,64,-1.8%,80,-12.9,72,-0.5,34,+1.0%,76,-7.7
Omri Casspi,27.4,SAC,Forward,1861,78,-3.0,30,+0.8,61,-0.4%,28,+6.1,30,+0.4,77,-3.8%,17,+14.6,41,+0.2,44,+0.2%,42,+1.8
Willie Cauley-Stein,22.2,SAC,Big,1378,28,+2.7,47,+0.2,72,-0.8%,45,+2.0,13,+0.9,8,+7.9%,20,+13.1,71,-0.5,65,-1.1%,62,-4.0
Mario Chalmers,29.5,MIA,Combo,117,100,-14.4,30,+0.7,99,-4.3%,0,+33.7,72,-0.4,82,-4.7%,5,+27.8,29,+0.5,100,-11.5%,3,+27.3
Mario Chalmers,29.5,MEM,Combo,1203,53,-0.4,53,-0.1,57,-0.3%,49,+0.4,58,-0.2,80,-4.3%,65,-5.5,33,+0.4,27,+1.6%,30,+6.6
Tyson Chandler,33.1,PHX,Big,1614,47,+0.4,23,+1.0,10,+1.7%,31,+5.1,14,+0.8,41,+1.1%,33,+7.0,41,+0.2,27,+1.6%,42,+1.6
Ian Clark,24.7,GSW,Combo,454,3,+9.5,8,+2.0,13,+1.5%,22,+8.2,2,+1.8,34,+2.2%,4,+30.9,43,+0.2,26,+1.7%,68,-5.6
Jordan Clarkson,23.4,LAL,Wing,2514,15,+4.6,71,-0.6,40,+0.4%,71,-5.2,87,-0.8,85,-5.3%,63,-4.6,38,+0.3,19,+2.2%,52,-1.0
Norris Cole,27.0,NOP,Combo,1176,51,-0.1,96,-2.3,56,-0.2%,95,-16.6,85,-0.7,63,-1.5%,92,-20.2,92,-1.5,55,-0.5%,88,-14.0
Darren Collison,28.2,SAC,Combo,2199,33,+1.8,86,-1.3,87,-1.4%,74,-6.2,94,-1.2,71,-2.7%,82,-13.6,49,+0.0,74,-1.8%,45,+0.8
Nick Collison,35.0,OKC,Big,618,51,-0.1,48,+0.1,61,-0.4%,39,+3.3,92,-0.9,97,-11.4%,90,-19.7,14,+1.2,42,+0.4%,6,+22.3
Mike Conley,28.1,MEM,Point,1750,83,-3.7,67,-0.5,48,+0.1%,59,-2.0,75,-0.5,15,+5.5%,58,-2.7,58,-0.2,47,+0.0%,59,-2.4
Chris Copeland,31.6,MIL,Forward,100,1,+13.4,4,+2.8,0,+5.3%,41,+2.8,47,+0.1,42,+1.0%,97,-30.0,3,+2.3,0,+7.4%,10,+17.2
DeMarcus Cousins,25.2,SAC,Big,2240,93,-5.5,86,-1.4,80,-1.1%,76,-6.9,97,-1.4,87,-6.3%,97,-31.4,45,+0.1,75,-1.9%,33,+5.4
Robert Covington,24.9,PHI,Forward,1864,86,-4.1,99,-3.6,83,-1.2%,98,-21.8,99,-2.0,86,-5.3%,96,-29.0,93,-1.5,72,-1.6%,92,-16.6
Allen Crabbe,23.6,POR,Wing,2061,30,+2.3,44,+0.3,60,-0.4%,50,+0.4,29,+0.4,47,+0.2%,19,+13.3,50,-0.0,57,-0.7%,60,-3.1
Jamal Crawford,35.6,LAC,Wing,2054,10,+5.8,16,+1.4,25,+0.8%,18,+9.8,24,+0.6,93,-8.1%,25,+11.4,19,+0.9,31,+1.2%,20,+11.3
Jae Crowder,25.3,BOS,Forward,2297,35,+1.5,64,-0.4,79,-1.1%,61,-2.5,48,+0.0,75,-3.3%,30,+8.6,60,-0.3,57,-0.6%,61,-3.5
Dante Cunningham,28.5,NOP,Forward,1942,21,+3.6,69,-0.6,69,-0.7%,62,-2.6,60,-0.2,78,-4.0%,62,-3.6,65,-0.4,81,-2.5%,56,-1.8
Jared Cunningham,24.4,CLE,Combo,270,43,+0.9,49,+0.1,99,-3.2%,23,+7.7,66,-0.3,97,-11.8%,48,+1.0,30,+0.5,90,-3.8%,14,+14.8
Seth Curry,25.2,SAC,Combo,651,26,+2.8,13,+1.6,43,+0.3%,19,+9.1,35,+0.3,23,+3.8%,30,+8.5,7,+1.7,58,-0.7%,14,+14.8
Stephen Curry,27.6,GSW,Point,2694,96,-7.3,78,-1.0,40,+0.4%,82,-9.0,90,-0.9,14,+5.6%,96,-28.6,58,-0.3,45,+0.2%,50,-0.8
Troy Daniels,24.3,CHA,Wing,384,8,+6.3,15,+1.4,10,+1.7%,46,+1.9,48,+0.0,7,+8.9%,74,-9.4,12,+1.3,43,+0.3%,32,+5.8
Anthony Davis,22.6,NOP,Big,2156,52,-0.3,78,-0.9,24,+0.8%,85,-10.1,69,-0.4,51,-0.3%,76,-10.2,68,-0.4,29,+1.5%,74,-7.3
Ed Davis,26.4,POR,Big,1661,80,-3.3,42,+0.3,44,+0.3%,49,+0.6,45,+0.1,30,+2.7%,28,+9.9,36,+0.3,19,+2.3%,51,-0.9
DeMar DeRozan,26.2,TOR,Wing,2799,10,+5.6,26,+0.9,28,+0.7%,30,+5.3,11,+0.9,63,-1.6%,10,+19.7,49,+0.0,6,+4.2%,58,-2.2
Dewayne Dedmon,26.2,ORL,Big,617,50,+0.1,25,+1.0,30,+0.6%,34,+4.6,35,+0.3,72,-2.8%,52,-0.5,27,+0.6,35,+0.9%,31,+5.9
Bryce Dejean-Jones,23.2,NOP,Wing,270,78,-3.0,88,-1.5,24,+0.8%,93,-14.1,98,-1.7,69,-2.4%,99,-41.5,40,+0.2,7,+4.0%,55,-1.6
Matthew Dellavedova,25.1,CLE,Point,1806,91,-4.9,79,-1.0,75,-0.9%,90,-12.3,82,-0.6,44,+0.6%,81,-13.0,69,-0.5,63,-1.0%,83,-10.8
Luol Deng,30.5,MIA,Forward,2363,31,+2.1,19,+1.2,8,+1.9%,26,+6.8,79,-0.5,12,+6.6%,91,-19.9,6,+1.8,5,+4.4%,7,+21.9
Boris Diaw,33.5,SAS,Big,1305,45,+0.6,91,-1.8,38,+0.4%,94,-15.1,91,-0.9,55,-0.8%,95,-25.9,82,-0.8,60,-0.8%,82,-10.1
Gorgui Dieng,25.8,MIN,Big,2199,72,-2.4,90,-1.6,34,+0.6%,96,-18.5,49,+0.0,47,+0.3%,60,-3.0,96,-1.8,9,+3.6%,98,-29.0
Spencer Dinwiddie,22.6,DET,Point,138,27,+2.7,2,+3.4,10,+1.7%,8,+16.8,2,+1.8,18,+4.6%,2,+39.3,4,+2.1,60,-0.7%,17,+13.1
Toney Douglas,29.6,NOP,Combo,1195,15,+4.5,23,+1.0,20,+1.0%,35,+4.4,19,+0.7,12,+6.5%,16,+15.5,33,+0.4,22,+2.0%,49,-0.6
Goran Dragic,29.5,MIA,Point,2331,64,-1.6,15,+1.4,43,+0.3%,16,+10.7,47,+0.1,24,+3.6%,44,+2.5,9,+1.5,33,+1.0%,12,+16.5
Andre Drummond,22.2,DET,Big,2661,80,-3.3,45,+0.2,37,+0.5%,40,+2.9,16,+0.7,28,+2.9%,17,+14.6,68,-0.4,18,+2.3%,55,-1.7
Jared Dudley,30.3,WAS,Big,2038,59,-1.0,55,-0.2,77,-1.0%,42,+2.7,27,+0.5,28,+2.9%,17,+14.4,83,-0.9,88,-3.5%,70,-6.4
Tim Duncan,39.5,SAS,Big,1532,91,-5.1,58,-0.3,67,-0.7%,54,-0.9,38,+0.3,87,-5.9%,24,+11.8,71,-0.5,59,-0.7%,70,-6.4
Mike Dunleavy,35.1,CHI,Wing,702,7,+7.1,78,-1.0,11,+1.6%,82,-8.7,36,+0.3,22,+3.9%,41,+3.5,87,-1.1,8,+3.8%,86,-12.6
Kevin Durant,27.1,OKC,Forward,2561,79,-3.1,21,+1.1,27,+0.7%,26,+6.8,7,+1.1,5,+10.7%,10,+20.1,49,-0.0,37,+0.9%,61,-3.2
Cleanthony Early,24.5,NYK,Forward,141,94,-6.6,97,-2.5,98,-2.8%,95,-15.4,48,+0.0,64,-1.8%,42,+3.0,99,-2.5,99,-8.9%,98,-32.0
Jarell Eddie,24.0,WAS,Wing,100,43,+0.8,60,-0.3,3,+2.6%,73,-6.0,5,+1.4,83,-4.8%,14,+15.8,95,-1.7,2,+6.5%,91,-16.5
Wayne Ellington,27.9,BKN,Wing,1590,81,-3.5,66,-0.5,33,+0.6%,62,-3.0,54,-0.1,36,+2.0%,56,-2.1,71,-0.5,62,-0.9%,62,-3.7
Monta Ellis,30.0,IND,Combo,2722,50,+0.0,16,+1.4,43,+0.3%,21,+8.4,17,+0.7,61,-1.3%,21,+12.8,26,+0.6,41,+0.5%,31,+6.2
James Ennis,25.3,NOP,Wing,281,72,-2.4,98,-2.9,99,-3.2%,89,-11.8,97,-1.5,20,+4.2%,97,-32.6,86,-1.0,98,-7.4%,67,-5.2
Tyler Ennis,21.2,MIL,Point,585,61,-1.1,58,-0.2,22,+0.9%,66,-4.1,41,+0.2,30,+2.6%,41,+3.2,80,-0.7,30,+1.3%,83,-10.9
Jeremy Evans,28.0,DAL,Big,182,55,-0.5,72,-0.7,7,+2.0%,80,-8.2,5,+1.5,27,+3.3%,16,+15.0,99,-2.9,26,+1.7%,99,-34.5
Tyreke Evans,26.1,NOP,Combo,764,73,-2.4,86,-1.4,84,-1.3%,91,-12.8,69,-0.4,67,-2.0%,73,-9.3,87,-1.1,72,-1.6%,90,-15.5
Festus Ezeli,26.0,GSW,Big,738,89,-4.6,43,+0.3,32,+0.6%,37,+4.2,56,-0.1,19,+4.4%,69,-7.2,30,+0.5,34,+1.0%,18,+12.2
Kenneth Faried,25.9,DEN,Big,1689,22,+3.6,84,-1.2,35,+0.5%,87,-10.4,40,+0.2,45,+0.6%,39,+4.6,92,-1.5,12,+3.2%,95,-20.5
Jordan Farmar,28.9,MEM,Point,290,56,-0.6,29,+0.8,65,-0.6%,28,+6.2,54,-0.1,90,-7.4%,79,-11.9,21,+0.8,94,-4.7%,24,+9.5
Derrick Favors,24.3,UTA,Big,1976,24,+3.2,6,+2.6,51,-0.1%,6,+18.6,8,+1.0,45,+0.6%,23,+12.0,9,+1.5,59,-0.7%,7,+21.2
Cristiano Felicio,23.3,CHI,Big,285,63,-1.5,95,-2.2,78,-1.0%,84,-9.8,98,-1.5,49,+0.0%,98,-35.4,80,-0.7,68,-1.3%,43,+1.5
Raymond Felton,31.3,DAL,Combo,2158,30,+2.4,32,+0.7,14,+1.4%,49,+0.6,44,+0.1,60,-1.3%,50,+0.5,28,+0.6,3,+5.2%,40,+2.6
Evan Fournier,23.0,ORL,Wing,2560,11,+5.6,41,+0.3,13,+1.5%,58,-1.7,9,+1.0,28,+2.9%,15,+15.5,79,-0.7,13,+2.9%,84,-11.6
Randy Foye,32.1,DEN,Combo,1036,90,-4.9,25,+1.0,11,+1.6%,29,+5.6,13,+0.8,16,+5.4%,41,+3.4,41,+0.2,57,-0.6%,40,+2.6
Randy Foye,32.1,OKC,Combo,519,65,-1.7,53,-0.1,96,-2.4%,53,-0.6,4,+1.5,84,-5.0%,5,+26.0,91,-1.4,98,-7.2%,95,-20.6
Tim Frazier,25.0,POR,Point,219,90,-4.8,98,-2.8,75,-0.9%,100,-39.5,87,-0.8,57,-1.0%,99,-37.2,96,-1.8,73,-1.7%,99,-38.1
Tim Frazier,25.0,NOP,Point,462,81,-3.5,2,+3.7,84,-1.3%,2,+27.9,1,+2.0,5,+10.0%,2,+35.2,9,+1.5,95,-5.1%,11,+16.6
Channing Frye,32.5,ORL,Big,751,68,-1.9,74,-0.8,49,+0.0%,67,-4.3,16,+0.7,71,-2.8%,9,+21.1,92,-1.5,40,+0.6%,92,-17.5
Channing Frye,32.5,CLE,Big,397,75,-2.6,89,-1.5,77,-1.0%,61,-2.5,71,-0.4,82,-4.6%,28,+9.5,87,-1.1,79,-2.2%,73,-6.9
Danilo Gallinari,27.2,DEN,Forward,1834,54,-0.5,70,-0.6,63,-0.5%,74,-6.2,67,-0.3,62,-1.5%,65,-5.4,64,-0.4,60,-0.7%,74,-7.2
Langston Galloway,23.9,NYK,Combo,1966,74,-2.4,82,-1.1,86,-1.4%,66,-3.8,85,-0.7,38,+1.7%,83,-13.7,62,-0.3,90,-3.8%,48,-0.0
Kevin Garnett,39.5,MIN,Big,555,100,-13.5,96,-2.3,98,-3.0%,67,-4.5,99,-1.9,97,-12.3%,97,-31.4,61,-0.3,97,-6.1%,20,+10.7
Marc Gasol,30.8,MEM,Big,1788,87,-4.3,36,+0.6,41,+0.3%,27,+6.5,25,+0.5,35,+2.1%,15,+15.7,53,-0.1,56,-0.6%,47,+0.1
