Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,26.0,DEN,Wing,228,63,-1.1%,67,-1.5%,2,+7.4%,28,+2.7%,5,+10.1%,100,-6.7%,72,-2.0%,97,-8.7%
Lavoy Allen,22.7,PHI,Big,234,33,+1.8%,9,+5.3%,88,-3.7%,89,-5.1%,94,-8.8%,34,+1.0%,20,+2.5%,20,+3.5%
Ray Allen,36.3,BOS,Wing,610,16,+4.0%,37,+1.4%,27,+2.0%,86,-4.8%,70,-2.8%,24,+1.8%,56,-0.4%,39,+1.4%
Tony Allen,29.8,MEM,Wing,170,88,-5.1%,31,+2.1%,25,+2.2%,76,-2.7%,53,-0.6%,29,+1.2%,79,-2.7%,64,-1.5%
Ryan Anderson,23.5,ORL,Big,172,23,+3.2%,37,+1.5%,4,+6.1%,95,-7.7%,60,-1.6%,12,+2.5%,77,-2.4%,48,+0.1%
Carmelo Anthony,27.4,NYK,Forward,203,1,+11.1%,10,+5.0%,100,-11.3%,2,+10.2%,57,-1.1%,51,-0.1%,89,-3.9%,83,-4.0%
Joel Anthony,29.2,MIA,Big,319,51,-0.0%,82,-3.2%,16,+3.3%,27,+2.7%,16,+6.0%,39,+0.5%,85,-3.3%,73,-2.8%
Omer Asik,25.3,CHI,Big,128,77,-2.8%,72,-1.9%,11,+4.7%,40,+1.7%,13,+6.4%,63,-0.9%,87,-3.7%,85,-4.6%
Leandro Barbosa,28.9,IND,Wing,214,30,+2.0%,2,+9.6%,53,-0.2%,98,-9.4%,96,-9.6%,45,+0.1%,52,-0.0%,49,+0.1%
Matt Barnes,31.6,LAL,Wing,173,59,-0.7%,7,+6.2%,71,-1.9%,96,-8.2%,98,-10.1%,20,+2.1%,28,+1.7%,15,+3.8%
Brandon Bass,26.5,BOS,Big,603,21,+3.3%,4,+8.3%,74,-2.4%,76,-2.8%,85,-5.2%,52,-0.2%,80,-2.9%,76,-3.1%
Shane Battier,33.1,MIA,Wing,761,46,+0.4%,72,-1.9%,51,-0.2%,30,+2.4%,33,+2.3%,41,+0.4%,59,-0.8%,52,-0.4%
Mike Bibby,33.5,NYK,Point,108,58,-0.5%,32,+1.9%,49,+0.1%,84,-4.5%,78,-4.4%,27,+1.3%,33,+1.2%,28,+2.5%
Steve Blake,31.7,LAL,Point,298,55,-0.4%,13,+4.6%,83,-3.1%,93,-6.1%,95,-9.3%,13,+2.5%,23,+2.2%,10,+4.7%
Eric Bledsoe,21.9,LAC,Combo,184,62,-0.9%,46,-0.1%,86,-3.3%,79,-3.3%,91,-6.6%,32,+1.1%,0,+5.6%,4,+6.7%
