Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,74,48.8%,48,58%,80,45%,85,43%,93,44%,0,0%,21,26%,9,22%
Shareef Abdur-Rahim,26.9,POR,Forward,708,30,45.4%,57,59%,35,34%,39,35%,35,34%,0,100%,0,13%,0,36%
Malik Allen,25.3,MIA,Big,576,19,42.2%,11,48%,74,40%,73,42%,80,41%,0,0%,0,0%,0,0%
Ray Allen,28.3,OKC,Combo,2147,82,51.4%,93,64%,64,39%,62,37%,69,38%,79,44%,75,38%,85,39%
Rafer Alston,27.3,MIA,Point,2546,77,48.6%,31,49%,31,30%,18,31%,19,30%,26,34%,75,38%,69,38%
Chris Andersen,25.3,DEN,Big,1016,29,44.3%,25,53%,2,12%,45,35%,17,30%,0,0%,0,0%,0,0%
Derek Anderson,29.3,POR,Wing,1807,36,44.8%,44,56%,40,32%,64,40%,62,39%,38,36%,19,30%,22,31%
Kenny Anderson,33.1,IND,Point,862,40,44.2%,56,55%,84,45%,37,36%,55,38%,0,25%,0,0%,0,25%
Shandon Anderson,29.8,NYK,Wing,1916,45,45.5%,61,59%,64,37%,33,35%,42,36%,11,27%,26,31%,12,28%
Carmelo Anthony,19.4,DEN,Wing,2984,42,45.2%,35,54%,17,24%,37,35%,30,33%,23,32%,41,33%,30,33%
Robert Archibald,23.6,TOR,Big,232,0,26.9%,1,28%,11,25%,18,25%,9,25%,0,0%,0,0%,0,0%
Gilbert Arenas,21.8,WAS,Combo,2047,56,46.1%,47,54%,16,23%,53,36%,24,32%,32,33%,80,39%,68,38%
Brandon Armstrong,23.4,BKN,Combo,329,36,44.0%,56,56%,36,33%,49,36%,40,35%,0,19%,100,48%,60,36%
Darrell Armstrong,35.4,NOP,Point,2212,84,49.4%,89,62%,56,37%,79,44%,81,43%,15,32%,41,32%,29,32%
Carlos Arroyo,24.3,UTA,Point,1999,61,47.0%,39,50%,73,40%,90,46%,94,45%,85,45%,20,30%,37,33%
Chucky Atkins,29.2,BOS,Point,793,92,50.2%,35,49%,26,30%,98,51%,95,46%,33,36%,61,36%,57,36%
Chucky Atkins,29.2,DET,Point,717,65,47.5%,23,45%,6,20%,85,46%,79,42%,0,28%,64,36%,47,34%
Stacey Augmon,35.2,NOP,Wing,1409,18,41.8%,45,56%,37,31%,34,35%,28,33%,0,0%,0,50%,0,25%
Vin Baker,31.9,BOS,Big,1003,80,50.5%,58,60%,80,42%,89,46%,89,44%,0,0%,0,0%,0,0%
Vin Baker,31.9,NYK,Big,301,9,39.4%,4,42%,47,36%,54,38%,48,37%,0,0%,0,0%,0,0%
Marcus Banks,21.9,BOS,Point,1319,29,41.7%,29,49%,35,31%,42,37%,32,35%,0,40%,11,27%,18,29%
Leandro Barbosa,20.9,PHX,Combo,1485,93,53.8%,87,62%,4,14%,7,24%,4,19%,57,39%,85,40%,90,40%
Matt Barnes,23.6,LAC,Forward,699,43,47.0%,20,53%,61,41%,98,50%,91,44%,0,25%,0,0%,0,17%
Brent Barry,31.8,OKC,Wing,1798,100,64.1%,84,65%,97,54%,92,45%,98,48%,17,30%,100,48%,98,46%
Jon Barry,34.3,DEN,Wing,1042,64,48.4%,83,64%,77,41%,16,30%,26,33%,7,26%,87,41%,69,38%
Tony Battie,27.7,BOS,Big,491,60,48.3%,69,62%,61,39%,76,42%,76,40%,0,100%,0,0%,0,100%
Tony Battie,27.7,CLE,Big,951,23,43.2%,45,58%,93,47%,34,31%,65,38%,0,0%,0,25%,0,25%
Shane Battier,25.1,MEM,Wing,1919,85,51.5%,79,64%,34,30%,98,50%,89,43%,41,36%,60,36%,52,36%
Lonny Baxter,24.8,CHI,Big,124,91,52.9%,21,52%,71,40%,94,50%,91,44%,0,100%,0,0%,0,100%
Lonny Baxter,24.8,TOR,Big,477,47,47.2%,37,56%,37,34%,36,31%,26,33%,0,0%,0,0%,0,0%
Lonny Baxter,24.8,WAS,Big,114,75,50.0%,78,64%,95,50%,68,40%,86,43%,0,0%,0,0%,0,0%
Raja Bell,27.1,UTA,Wing,1987,37,44.8%,25,51%,36,31%,69,41%,66,39%,52,39%,62,36%,65,37%
Jonathan Bender,22.8,IND,Big,247,80,50.5%,95,69%,17,29%,30,29%,14,29%,0,0%,100,44%,65,37%
Travis Best,31.3,DAL,Point,727,16,39.1%,77,59%,3,16%,27,34%,16,30%,0,100%,0,14%,0,20%
Mike Bibby,25.5,SAC,Point,2977,94,51.4%,71,57%,58,38%,77,44%,84,43%,59,40%,84,39%,78,39%
Chauncey Billups,27.1,DET,Combo,2755,51,46.0%,13,46%,29,31%,67,37%,42,35%,96,48%,68,37%,80,39%
Steve Blake,23.7,WAS,Point,1290,82,49.3%,66,56%,23,29%,56,38%,40,36%,89,50%,66,37%,76,39%
Corie Blount,34.8,CHI,Big,727,58,48.2%,22,52%,52,37%,93,50%,96,47%,0,0%,0,0%,0,0%
Corie Blount,34.8,TOR,Big,290,7,38.6%,16,50%,32,33%,42,35%,34,34%,0,0%,0,0%,0,0%
Mark Blount,27.9,BOS,Big,2397,99,56.6%,83,64%,86,45%,93,50%,96,47%,0,0%,0,0%,0,0%
Keith Bogans,23.5,ORL,Wing,1735,67,48.5%,37,55%,66,38%,23,33%,36,35%,82,44%,24,30%,64,37%
Calvin Booth,27.5,OKC,Big,1188,42,46.6%,91,67%,9,23%,52,37%,22,32%,0,0%,0,0%,0,0%
