Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Marquese Chriss,22.3,GSW,Big,1160,28,+1.3%,21,+2.6%,24,+3.2%,62,-1.6%,30,+1.6%,63,-2.0%,28,+1.6%,38,+0.7%
Jordan Clarkson,27.4,CLE,Wing,665,62,-0.8%,42,+0.7%,74,-2.7%,60,-1.2%,74,-2.1%,36,+1.9%,49,+0.0%,42,+0.5%
Jordan Clarkson,27.4,UTA,Wing,1025,49,-0.1%,67,-1.5%,7,+6.2%,45,+0.4%,11,+3.9%,50,-0.0%,68,-1.4%,67,-1.2%
Mike Conley,32.1,UTA,Point,1359,29,+1.2%,13,+3.8%,87,-4.6%,88,-5.8%,93,-5.1%,64,-2.2%,12,+3.4%,17,+2.5%
Pat Connaughton,26.8,MIL,Wing,1146,11,+2.7%,3,+6.6%,17,+4.0%,58,-1.0%,27,+1.9%,17,+5.5%,59,-0.7%,39,+0.6%
Robert Covington,28.9,MIN,Forward,1410,22,+1.7%,43,+0.6%,35,+1.5%,37,+1.3%,29,+1.6%,88,-6.5%,6,+4.6%,18,+2.3%
Robert Covington,28.9,HOU,Big,725,98,-6.4%,99,-12.2%,63,-1.3%,8,+6.4%,38,+0.9%,5,+10.2%,96,-6.0%,65,-1.1%
Allen Crabbe,27.6,ATL,Wing,504,35,+0.8%,53,-0.2%,84,-4.1%,48,+0.2%,79,-2.6%,98,-12.8%,6,+4.6%,35,+0.9%
Allen Crabbe,27.6,MIN,Wing,131,56,-0.4%,21,+2.6%,69,-2.1%,61,-1.4%,80,-2.6%,56,-0.7%,93,-5.0%,91,-4.2%
Jae Crowder,29.3,MEM,Forward,1321,10,+2.9%,8,+4.7%,29,+2.5%,6,+7.3%,10,+4.2%,26,+3.7%,60,-0.8%,47,+0.2%
Jae Crowder,29.3,MIA,Big,553,91,-3.5%,71,-2.1%,21,+3.5%,98,-15.7%,76,-2.3%,40,+1.4%,95,-5.6%,91,-4.1%
Seth Curry,29.2,DAL,Combo,1543,50,-0.1%,47,+0.3%,80,-3.5%,49,+0.1%,75,-2.3%,63,-2.2%,46,+0.2%,50,-0.2%
Stephen Curry,31.6,GSW,Point,139,1,+7.1%,2,+7.9%,0,+14.0%,99,-15.9%,15,+3.1%,0,+21.7%,37,+0.8%,4,+5.6%
Troy Daniels,28.3,LAL,Wing,387,60,-0.6%,21,+2.7%,61,-1.1%,72,-2.8%,70,-1.8%,83,-5.1%,53,-0.4%,68,-1.4%
Anthony Davis,26.6,LAL,Big,2130,31,+1.0%,46,+0.4%,24,+3.2%,65,-1.9%,35,+1.1%,49,+0.1%,28,+1.5%,33,+1.0%
Ed Davis,30.4,UTA,Big,281,9,+3.1%,15,+3.4%,42,+0.7%,94,-9.2%,87,-3.8%,27,+3.1%,0,+10.2%,0,+8.9%
DeMar DeRozan,30.2,SAS,Forward,2315,43,+0.2%,18,+3.0%,76,-2.9%,13,+5.4%,46,+0.3%,7,+9.3%,86,-3.4%,59,-0.8%
Dewayne Dedmon,30.2,SAC,Big,526,58,-0.5%,79,-2.9%,73,-2.5%,53,-0.5%,69,-1.8%,17,+5.6%,35,+0.9%,19,+2.1%
Dewayne Dedmon,30.2,ATL,Big,233,87,-2.6%,97,-9.1%,92,-5.7%,11,+5.7%,75,-2.2%,3,+13.4%,27,+1.6%,7,+4.2%
Matthew Dellavedova,29.1,CLE,Combo,804,97,-4.7%,85,-3.8%,92,-5.9%,15,+4.8%,71,-1.9%,77,-4.3%,85,-3.3%,87,-3.3%
Cheick Diallo,23.1,PHX,Big,406,32,+0.9%,66,-1.4%,57,-0.8%,4,+9.2%,16,+3.0%,86,-5.7%,25,+2.0%,45,+0.4%
Gorgui Dieng,29.8,MIN,Big,769,94,-4.4%,81,-3.2%,80,-3.5%,55,-0.6%,73,-2.1%,74,-3.6%,95,-5.6%,95,-5.2%
Gorgui Dieng,29.8,MEM,Big,297,89,-3.1%,76,-2.6%,26,+2.9%,36,+1.4%,23,+2.3%,99,-15.3%,85,-3.1%,97,-5.9%
Spencer Dinwiddie,26.6,BKN,Combo,1993,22,+1.7%,42,+0.6%,54,-0.6%,19,+4.0%,32,+1.3%,48,+0.3%,23,+2.1%,25,+1.7%
Goran Dragic,33.5,MIA,Point,1645,72,-1.4%,85,-3.8%,50,-0.2%,69,-2.4%,57,-0.9%,64,-2.2%,58,-0.7%,63,-1.0%
Andre Drummond,26.2,DET,Big,1651,33,+0.9%,57,-0.7%,7,+6.0%,81,-4.3%,22,+2.4%,42,+1.1%,46,+0.2%,45,+0.4%
Andre Drummond,26.2,CLE,Big,220,5,+4.1%,5,+5.9%,2,+8.5%,9,+6.2%,3,+7.8%,52,-0.3%,14,+3.1%,24,+1.8%
Jared Dudley,34.3,LAL,Big,292,45,+0.1%,91,-5.6%,4,+7.1%,2,+13.6%,1,+9.3%,8,+8.5%,86,-3.4%,64,-1.0%
Kris Dunn,25.6,CHI,Point,1259,76,-1.7%,75,-2.5%,72,-2.4%,58,-0.9%,72,-1.9%,35,+2.0%,42,+0.5%,35,+0.9%
Wayne Ellington,31.9,NYK,Combo,528,92,-3.7%,72,-2.1%,72,-2.4%,28,+2.5%,55,-0.6%,79,-4.6%,90,-4.5%,93,-4.4%
Joel Embiid,25.6,PHI,Big,1505,95,-4.4%,87,-4.3%,82,-3.8%,32,+2.1%,65,-1.4%,81,-4.8%,59,-0.7%,70,-1.4%
James Ennis,29.3,PHI,Wing,758,19,+2.0%,34,+1.5%,27,+2.8%,60,-1.2%,34,+1.1%,9,+7.9%,47,+0.2%,27,+1.4%
James Ennis,29.3,ORL,Forward,484,41,+0.3%,1,+9.8%,21,+3.5%,94,-8.5%,54,-0.5%,92,-8.3%,76,-2.1%,87,-3.4%
Dante Exum,24.3,CLE,Wing,385,68,-1.0%,78,-2.7%,90,-5.4%,95,-11.3%,97,-7.6%,37,+1.7%,5,+5.0%,8,+3.8%
Derrick Favors,28.3,NOP,Big,1241,78,-1.9%,61,-1.1%,48,-0.0%,50,-0.1%,50,-0.0%,86,-5.8%,39,+0.6%,60,-0.8%
Cristiano Felicio,27.3,CHI,Big,380,1,+6.6%,3,+6.8%,33,+1.8%,53,-0.5%,36,+1.0%,6,+9.7%,25,+1.9%,6,+4.4%
Yogi Ferrell,26.5,SAC,Point,460,44,+0.1%,76,-2.6%,34,+1.5%,13,+5.4%,17,+3.0%,37,+1.7%,39,+0.7%,34,+1.0%
Dorian Finney-Smith,26.5,DAL,Forward,2116,86,-2.5%,69,-1.8%,65,-1.6%,92,-7.4%,86,-3.6%,55,-0.7%,80,-2.6%,78,-2.2%
Bryn Forbes,26.3,SAS,Wing,1570,19,+1.9%,14,+3.6%,41,+0.9%,54,-0.6%,44,+0.5%,35,+2.1%,22,+2.1%,18,+2.2%
Evan Fournier,27.0,ORL,Wing,2075,10,+2.9%,38,+1.2%,43,+0.6%,38,+1.3%,38,+0.9%,74,-3.6%,1,+7.4%,4,+5.1%
Tim Frazier,29.0,DET,Point,322,56,-0.4%,24,+2.4%,58,-1.0%,14,+5.0%,33,+1.2%,96,-10.4%,19,+2.4%,57,-0.6%
Danilo Gallinari,31.2,OKC,Big,1833,3,+5.0%,17,+3.2%,2,+8.3%,10,+5.9%,3,+7.4%,60,-1.2%,7,+4.3%,13,+3.1%
Langston Galloway,27.9,DET,Wing,1684,39,+0.4%,63,-1.3%,76,-2.9%,79,-4.0%,84,-3.2%,9,+7.9%,24,+2.1%,8,+3.7%
Marc Gasol,34.8,TOR,Big,1157,82,-2.3%,76,-2.5%,41,+0.9%,90,-6.8%,69,-1.7%,43,+1.0%,65,-1.2%,56,-0.6%
Rudy Gay,33.2,SAS,Big,1455,66,-0.9%,83,-3.5%,68,-2.0%,75,-3.5%,79,-2.5%,16,+5.6%,49,+0.1%,30,+1.3%
Paul George,29.5,LAC,Wing,1412,27,+1.3%,40,+0.9%,82,-3.7%,12,+5.5%,49,-0.0%,48,+0.3%,19,+2.4%,21,+2.0%
Taj Gibson,34.4,NYK,Big,1020,9,+3.1%,8,+4.6%,15,+4.3%,31,+2.2%,13,+3.5%,46,+0.4%,40,+0.6%,40,+0.6%
Rudy Gobert,27.3,UTA,Big,2331,90,-3.3%,75,-2.4%,93,-6.1%,63,-1.6%,90,-4.4%,91,-7.4%,44,+0.3%,67,-1.2%
Aaron Gordon,24.1,ORL,Forward,2017,17,+2.1%,53,-0.2%,48,-0.0%,44,+0.5%,45,+0.3%,30,+2.8%,5,+4.9%,6,+4.6%
Eric Gordon,30.9,HOU,Wing,1016,34,+0.9%,37,+1.2%,44,+0.3%,9,+6.3%,25,+2.1%,31,+2.5%,56,-0.6%,47,+0.3%
Treveon Graham,26.0,MIN,Forward,640,34,+0.8%,97,-8.1%,15,+4.3%,92,-7.1%,51,-0.2%,16,+5.7%,3,+6.1%,3,+6.1%
Treveon Graham,26.0,ATL,Forward,246,82,-2.2%,25,+2.3%,54,-0.6%,98,-15.6%,93,-5.4%,84,-5.2%,78,-2.4%,85,-3.1%
Jerami Grant,25.6,DEN,Big,1860,21,+1.8%,52,-0.2%,18,+4.0%,34,+1.8%,14,+3.2%,26,+3.3%,42,+0.4%,31,+1.2%
Danny Green,32.4,LAL,Wing,1684,24,+1.5%,65,-1.4%,56,-0.8%,29,+2.4%,43,+0.5%,18,+5.2%,33,+1.1%,21,+2.0%
Draymond Green,29.7,GSW,Big,1221,82,-2.2%,71,-2.1%,75,-2.8%,30,+2.3%,57,-0.9%,83,-5.2%,41,+0.5%,62,-0.9%
JaMychal Green,29.4,LAC,Big,1248,68,-1.0%,30,+1.8%,59,-1.0%,73,-3.1%,70,-1.8%,71,-3.1%,75,-2.1%,80,-2.4%
Jeff Green,33.2,UTA,Forward,545,17,+2.2%,20,+2.8%,24,+3.1%,80,-4.2%,44,+0.4%,21,+4.7%,21,+2.3%,16,+2.6%
Jeff Green,33.2,HOU,Forward,390,3,+4.8%,4,+6.5%,32,+1.9%,17,+4.6%,19,+2.7%,50,0.0%,4,+5.6%,8,+3.9%
Blake Griffin,30.6,DET,Big,512,63,-0.8%,41,+0.8%,79,-3.4%,96,-11.5%,94,-6.2%,5,+10.2%,68,-1.5%,35,+0.9%
Tim Hardaway Jr.,27.6,DAL,Wing,2090,63,-0.8%,88,-4.4%,53,-0.5%,77,-3.7%,68,-1.6%,57,-0.9%,20,+2.3%,25,+1.6%
James Harden,30.2,HOU,Point,2482,93,-4.1%,94,-6.4%,89,-5.3%,72,-2.9%,91,-4.6%,29,+2.9%,82,-2.8%,67,-1.2%
Maurice Harkless,26.5,LAC,Forward,1131,52,-0.2%,69,-1.9%,84,-4.1%,31,+2.2%,67,-1.6%,71,-3.1%,29,+1.4%,42,+0.5%
Maurice Harkless,26.5,NYK,Wing,285,13,+2.5%,59,-0.9%,32,+1.9%,53,-0.5%,46,+0.3%,11,+6.9%,29,+1.5%,16,+2.5%
Montrezl Harrell,25.8,LAC,Big,1724,69,-1.1%,43,+0.6%,29,+2.6%,59,-1.1%,35,+1.1%,73,-3.5%,87,-3.6%,89,-3.6%
Gary Harris,25.1,DEN,Wing,1779,78,-1.9%,11,+4.1%,35,+1.4%,32,+2.0%,30,+1.6%,84,-5.2%,96,-6.0%,97,-5.8%
Joe Harris,28.2,BKN,Wing,2122,12,+2.6%,33,+1.5%,27,+2.8%,16,+4.7%,11,+3.7%,23,+4.2%,47,+0.2%,32,+1.1%
Tobias Harris,27.3,PHI,Forward,2468,57,-0.4%,50,-0.0%,49,-0.1%,49,+0.0%,50,-0.1%,15,+5.8%,82,-2.8%,68,-1.3%
Gordon Hayward,29.6,BOS,Forward,1737,49,-0.0%,77,-2.6%,51,-0.3%,67,-2.2%,60,-1.1%,38,+1.5%,28,+1.5%,28,+1.4%
John Henson,28.8,CLE,Big,405,88,-2.7%,94,-7.2%,69,-2.2%,38,+1.2%,59,-1.0%,44,+0.8%,42,+0.4%,41,+0.5%
John Henson,28.8,DET,Big,188,92,-3.9%,96,-7.7%,90,-5.5%,28,+2.6%,79,-2.6%,3,+12.9%,94,-5.6%,74,-1.7%
Juan Hernangomez,24.1,DEN,Forward,370,42,+0.2%,43,+0.6%,78,-3.0%,4,+10.1%,33,+1.2%,93,-8.5%,59,-0.7%,83,-2.8%
Juan Hernangomez,24.1,MIN,Big,407,0,+7.4%,15,+3.4%,6,+6.5%,34,+1.7%,8,+4.8%,6,+9.4%,3,+6.3%,1,+7.4%
Willy Hernangomez,25.4,CHA,Big,320,88,-2.8%,85,-3.8%,10,+5.4%,1,+13.6%,1,+8.9%,95,-9.5%,93,-5.0%,98,-6.2%
Mario Hezonja,24.7,POR,Forward,803,64,-0.8%,68,-1.7%,34,+1.5%,21,+3.6%,24,+2.2%,95,-8.9%,36,+0.8%,70,-1.4%
Buddy Hield,26.9,SAC,Wing,2201,44,+0.1%,45,+0.5%,43,+0.7%,44,+0.6%,41,+0.7%,62,-1.9%,63,-1.0%,66,-1.2%
George Hill,33.5,MIL,Combo,1264,38,+0.5%,36,+1.4%,79,-3.4%,84,-4.8%,89,-4.1%,51,-0.2%,17,+2.5%,22,+1.9%
Solomon Hill,28.6,MEM,Forward,874,25,+1.4%,30,+1.8%,19,+3.8%,61,-1.5%,26,+2.0%,82,-4.9%,31,+1.3%,51,-0.2%
Solomon Hill,28.6,MIA,Forward,183,65,-0.9%,54,-0.4%,100,-15.8%,18,+4.1%,99,-9.6%,89,-6.7%,6,+4.6%,15,+2.7%
Jrue Holiday,29.4,NOP,Combo,2115,80,-2.0%,47,+0.3%,78,-3.1%,17,+4.5%,52,-0.4%,86,-5.7%,63,-1.0%,77,-2.0%
Justin Holiday,30.6,IND,Wing,1805,59,-0.5%,37,+1.3%,74,-2.5%,28,+2.5%,55,-0.6%,82,-4.9%,53,-0.4%,69,-1.4%
Rondae Hollis-Jefferson,24.8,TOR,Big,1092,24,+1.5%,68,-1.7%,68,-1.9%,11,+5.7%,41,+0.7%,56,-0.7%,7,+4.4%,16,+2.7%
Richaun Holmes,26.0,SAC,Big,1229,64,-0.9%,81,-3.2%,36,+1.4%,43,+0.7%,34,+1.1%,69,-2.8%,34,+1.0%,49,+0.1%
Rodney Hood,27.0,POR,Forward,618,62,-0.7%,17,+3.1%,63,-1.4%,31,+2.2%,49,-0.0%,91,-7.5%,43,+0.4%,68,-1.4%
Al Horford,33.4,PHI,Big,2022,61,-0.7%,53,-0.2%,74,-2.6%,37,+1.3%,60,-1.1%,54,-0.4%,71,-1.7%,72,-1.6%
Danuel House,26.4,HOU,Forward,1875,53,-0.2%,60,-1.0%,69,-2.2%,68,-2.3%,74,-2.2%,76,-4.1%,16,+2.7%,37,+0.8%
Dwight Howard,33.9,LAL,Big,1266,19,+1.9%,4,+6.4%,44,+0.4%,22,+3.6%,29,+1.7%,63,-1.9%,31,+1.3%,39,+0.6%
Serge Ibaka,30.1,TOR,Big,1476,46,+0.0%,52,-0.1%,61,-1.1%,64,-1.8%,64,-1.3%,47,+0.3%,40,+0.6%,41,+0.5%
Andre Iguodala,35.8,MIA,Forward,412,93,-4.1%,96,-7.9%,33,+1.6%,99,-17.0%,89,-4.1%,80,-4.7%,51,-0.2%,67,-1.2%
Ersan Ilyasova,32.5,MIL,Big,970,4,+4.7%,29,+1.8%,12,+5.1%,48,+0.2%,16,+3.0%,53,-0.3%,4,+5.3%,7,+4.0%
Joe Ingles,32.1,UTA,Forward,2131,86,-2.5%,56,-0.6%,56,-0.7%,49,-0.0%,53,-0.4%,76,-4.1%,89,-3.9%,90,-3.9%
Brandon Ingram,22.2,NOP,Forward,2102,49,-0.0%,37,+1.2%,73,-2.5%,37,+1.4%,60,-1.1%,44,+0.8%,60,-0.8%,57,-0.6%
Kyrie Irving,27.6,BKN,Point,657,3,+4.8%,14,+3.4%,1,+10.0%,17,+4.3%,2,+8.3%,59,-1.1%,31,+1.3%,36,+0.8%
Reggie Jackson,29.5,DET,Point,380,92,-3.7%,71,-2.1%,22,+3.4%,43,+0.7%,22,+2.4%,77,-4.2%,98,-6.8%,97,-6.0%
Reggie Jackson,29.5,LAC,Combo,344,75,-1.6%,100,-12.4%,5,+6.8%,2,+13.1%,1,+9.2%,78,-4.3%,51,-0.2%,66,-1.2%
LeBron James,34.8,LAL,Forward,2315,83,-2.3%,76,-2.5%,46,+0.3%,39,+1.2%,42,+0.6%,92,-7.6%,73,-1.9%,86,-3.2%
James Johnson,32.7,MIA,Big,268,48,+0.0%,82,-3.2%,11,+5.3%,83,-4.7%,24,+2.2%,90,-6.9%,30,+1.4%,60,-0.8%
James Johnson,32.7,MIN,Big,338,55,-0.4%,6,+5.6%,3,+8.1%,67,-2.1%,9,+4.4%,86,-5.7%,87,-3.6%,94,-4.4%
Stanley Johnson,23.4,TOR,Forward,109,52,-0.2%,53,-0.3%,97,-10.3%,91,-7.1%,98,-9.2%,77,-4.2%,10,+3.7%,33,+1.0%
Tyler Johnson,27.5,PHX,Combo,514,78,-1.9%,83,-3.5%,61,-1.1%,86,-5.1%,79,-2.6%,96,-9.6%,24,+2.0%,57,-0.6%
Tyler Johnson,27.5,BKN,Wing,192,83,-2.3%,97,-8.4%,9,+5.5%,99,-19.1%,94,-5.9%,72,-3.3%,20,+2.3%,29,+1.3%
Nikola Jokic,24.7,DEN,Big,2334,51,-0.1%,20,+2.7%,60,-1.1%,61,-1.4%,62,-1.2%,39,+1.5%,72,-1.8%,62,-0.9%
Damian Jones,24.3,ATL,Big,851,2,+5.2%,33,+1.5%,6,+6.7%,5,+8.0%,3,+7.2%,66,-2.4%,3,+6.6%,5,+4.8%
Tyus Jones,23.5,MEM,Point,1193,16,+2.3%,43,+0.5%,63,-1.3%,26,+2.8%,48,+0.1%,22,+4.4%,21,+2.2%,15,+2.8%
Derrick Jones Jr.,22.7,MIA,Forward,1351,29,+1.2%,69,-1.8%,5,+6.8%,15,+4.7%,5,+6.1%,49,+0.1%,53,-0.3%,50,-0.2%
DeAndre Jordan,31.3,BKN,Big,1233,76,-1.7%,11,+4.1%,54,-0.6%,88,-5.6%,81,-2.8%,54,-0.4%,80,-2.5%,77,-2.1%
Cory Joseph,28.2,SAC,Combo,1721,80,-2.1%,28,+1.9%,30,+2.4%,54,-0.6%,32,+1.3%,79,-4.5%,88,-3.8%,91,-3.9%
Frank Kaminsky,26.6,PHX,Big,761,35,+0.8%,27,+2.0%,16,+4.2%,79,-4.0%,34,+1.2%,47,+0.3%,76,-2.2%,71,-1.6%
