Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Victor Oladipo,25.5,IND,Wing,256,100,32.4%,40,109.7,97,25.8%,80,0.80,17,13.3%
Kelly Olynyk,26.5,MIA,Big,145,78,18.9%,54,120.8,93,20.7%,93,1.09,46,12.7%
Kelly Oubre,21.9,WAS,Wing,143,40,16.0%,9,92.2,11,3.0%,9,0.19,54,9.6%
Jabari Parker,22.6,MIL,Big,166,80,19.2%,10,102.9,73,9.9%,56,0.52,98,7.5%
Chris Paul,32.5,HOU,Point,515,85,30.0%,77,113.6,54,29.9%,46,1.00,92,8.2%
Jakob Poeltl,22.0,TOR,Big,125,56,15.3%,78,127.8,59,8.1%,63,0.53,12,17.1%
Otto Porter,24.4,WAS,Forward,158,27,12.2%,47,111.1,33,7.1%,47,0.59,100,6.9%
JJ Redick,33.4,PHI,Wing,342,54,18.7%,80,119.0,60,11.9%,63,0.64,80,7.3%
Josh Richardson,24.1,MIA,Wing,128,43,16.5%,20,97.7,77,15.9%,91,0.96,46,10.1%
Rajon Rondo,31.7,NOP,Point,302,38,25.3%,8,94.9,92,46.4%,100,1.84,0,18.5%
Derrick Rose,29.1,MIN,Wing,113,80,24.6%,71,116.9,80,16.2%,71,0.66,20,12.6%
Terry Rozier,23.6,BOS,Combo,687,63,22.7%,50,106.2,81,25.8%,81,1.14,100,6.5%
Ricky Rubio,27.0,UTA,Point,180,62,28.5%,0,94.4,77,36.5%,77,1.28,31,14.9%
Domantas Sabonis,21.5,IND,Big,156,68,17.9%,59,122.6,20,5.2%,12,0.29,76,10.3%
Dario Saric,23.6,PHI,Big,328,88,21.9%,27,108.9,90,17.5%,85,0.80,88,8.9%
Mike Scott,29.3,WAS,Big,123,32,13.6%,100,147.7,15,4.5%,20,0.33,39,13.0%
Pascal Siakam,23.6,TOR,Big,159,37,13.7%,90,131.1,46,6.9%,49,0.50,41,12.8%
Ben Simmons,21.3,PHI,Combo,368,75,25.1%,56,106.6,94,34.5%,94,1.38,6,20.0%
Marcus Smart,23.7,BOS,Wing,443,77,23.2%,6,90.1,100,28.1%,100,1.21,6,15.5%
JR Smith,32.1,CLE,Wing,705,17,13.2%,14,96.9,20,5.2%,29,0.40,66,9.0%
Tony Snell,26.0,MIL,Wing,129,9,9.3%,3,79.2,14,3.1%,14,0.33,23,12.0%
Lance Stephenson,27.2,IND,Wing,139,89,26.1%,49,110.9,86,18.8%,77,0.72,29,11.9%
Jayson Tatum,19.7,BOS,Forward,674,80,23.3%,53,113.9,67,13.2%,40,0.57,40,12.1%
Jeff Teague,29.4,MIN,Point,152,31,25.0%,69,112.1,54,29.9%,54,1.20,8,16.8%
Klay Thompson,27.7,GSW,Wing,790,57,19.4%,69,116.5,37,7.3%,23,0.37,63,9.2%
Tristan Thompson,26.6,CLE,Big,398,5,10.2%,68,124.2,7,4.2%,29,0.41,59,11.3%
Karl-Anthony Towns,22.0,MIN,Big,169,83,20.4%,29,110.1,76,9.9%,44,0.49,27,15.8%
PJ Tucker,32.5,HOU,Forward,567,7,9.3%,87,130.2,20,5.5%,53,0.60,47,12.0%
Myles Turner,21.6,IND,Big,195,46,14.8%,98,140.3,5,3.4%,2,0.23,5,17.9%
Jonas Valanciunas,25.5,TOR,Big,243,93,23.0%,46,118.7,54,7.6%,17,0.33,34,14.6%
Fred VanVleet,23.7,TOR,Combo,109,50,20.7%,13,100.0,44,16.3%,44,0.78,88,8.4%
Dwyane Wade,35.8,MIA,Combo,126,88,31.5%,25,102.5,88,28.6%,69,0.91,56,11.5%
John Wall,27.2,WAS,Point,233,92,39.0%,46,106.1,100,49.6%,69,1.27,54,13.2%
David West,37.2,GSW,Big,168,49,14.9%,71,125.0,98,25.0%,100,1.68,22,15.9%
Russell Westbrook,29.0,OKC,Point,235,100,40.8%,23,98.3,85,39.1%,38,0.96,46,13.8%
Andrew Wiggins,22.7,MIN,Wing,163,74,22.6%,26,103.9,51,10.6%,46,0.47,40,11.0%
Justise Winslow,21.6,MIA,Forward,122,60,20.1%,33,95.9,80,16.9%,80,0.84,20,13.8%
Delon Wright,25.5,TOR,Combo,195,44,19.1%,81,113.0,50,16.7%,56,0.87,63,11.1%
Nick Young,32.4,GSW,Wing,159,6,9.2%,34,108.1,9,2.7%,11,0.29,94,5.9%
Thaddeus Young,29.4,IND,Big,232,34,13.7%,44,118.5,34,6.6%,41,0.48,73,10.3%
