Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,29.9,SAC,Big,1996,38,47.8%,32,57%,81,46%,51,38%,72,42%,0,43%,0,0%,3,16%
Hassan Adams,22.4,BKN,Wing,448,90,54.8%,78,63%,0,0%,97,50%,48,38%,0,0%,0,0%,0,0%
Maurice Ager,22.7,DAL,Wing,158,1,34.7%,1,31%,30,33%,58,40%,52,39%,0,0%,0,29%,0,20%
LaMarcus Aldridge,21.3,POR,Big,1342,48,49.8%,93,70%,51,39%,49,38%,42,38%,0,0%,0,0%,0,0%
Malik Allen,28.3,CHI,Big,572,12,41.3%,5,45%,12,25%,86,48%,53,40%,0,0%,0,0%,0,0%
Ray Allen,31.3,OKC,Wing,2214,68,51.2%,51,60%,69,42%,76,43%,75,43%,31,37%,65,38%,57,38%
Tony Allen,24.8,BOS,Wing,772,80,52.8%,86,64%,49,38%,34,35%,38,37%,0,17%,15,30%,7,25%
Rafer Alston,30.3,HOU,Point,3027,53,47.0%,34,49%,13,31%,6,29%,2,30%,8,28%,82,38%,67,36%
Alan Anderson,24.0,CHA,Wing,242,83,53.4%,79,63%,71,43%,81,43%,80,43%,0,60%,0,22%,0,36%
Derek Anderson,32.3,CHA,Wing,1172,77,52.6%,95,71%,85,47%,52,39%,58,40%,21,33%,70,38%,48,36%
Carmelo Anthony,22.4,DEN,Wing,2479,49,49.2%,85,64%,53,39%,42,37%,41,37%,25,35%,13,28%,14,29%
Rafael Araujo,26.2,UTA,Big,193,14,42.2%,18,53%,55,40%,33,31%,32,36%,0,0%,0,0%,0,0%
Gilbert Arenas,24.8,WAS,Combo,2935,64,48.3%,64,56%,39,34%,71,40%,61,39%,22,31%,45,35%,48,35%
Trevor Ariza,21.3,ORL,Wing,1230,86,54.2%,91,67%,24,29%,24,33%,19,32%,0,0%,0,0%,0,0%
Darrell Armstrong,38.4,IND,Combo,1236,89,51.9%,91,64%,18,27%,98,46%,82,42%,28,32%,64,37%,50,35%
Hilton Armstrong,21.9,NOP,Big,546,68,52.8%,84,68%,24,32%,36,32%,22,32%,0,0%,0,0%,0,0%
Carlos Arroyo,27.3,ORL,Point,1255,26,44.8%,25,44%,75,45%,75,45%,85,45%,0,42%,5,23%,9,28%
Chucky Atkins,32.2,MEM,Point,2050,85,52.1%,43,52%,45,39%,74,45%,64,43%,92,50%,68,36%,87,39%
Kelenna Azubuike,22.9,GSW,Wing,595,76,52.4%,27,54%,19,26%,18,31%,11,29%,95,48%,94,44%,99,45%
Renaldo Balkman,22.3,NYK,Forward,998,86,52.5%,67,63%,0,18%,0,15%,0,16%,6,20%,0,25%,7,21%
Marcus Banks,25.0,PHX,Combo,447,36,44.7%,93,64%,13,25%,38,37%,34,36%,0,0%,0,15%,0,14%
Leandro Barbosa,23.9,PHX,Combo,2570,98,56.8%,82,59%,48,37%,80,41%,68,40%,100,51%,89,41%,98,45%
J.J. Barea,22.3,DAL,Combo,112,39,44.8%,57,55%,36,33%,2,11%,5,20%,0,0%,0,42%,0,38%
Andrea Bargnani,21.0,TOR,Big,1594,55,50.8%,39,59%,16,28%,80,46%,56,41%,0,22%,72,38%,72,38%
Matt Barnes,26.6,GSW,Forward,1735,71,51.6%,61,62%,39,35%,39,35%,29,35%,35,34%,51,37%,48,36%
Earl Barron,25.2,MIA,Big,128,1,31.4%,12,50%,8,23%,18,25%,6,24%,0,0%,0,0%,0,0%
Brent Barry,34.8,SAS,Wing,1528,100,61.4%,94,71%,46,38%,85,44%,71,42%,67,41%,95,44%,97,43%
Brandon Bass,21.5,NOP,Big,109,1,30.8%,12,50%,5,20%,18,25%,5,24%,0,0%,0,0%,0,0%
Maceo Baston,30.4,IND,Big,358,99,67.9%,88,69%,100,71%,88,50%,100,62%,0,0%,0,50%,0,50%
Tony Battie,30.7,ORL,Big,1566,44,48.9%,68,65%,73,44%,44,36%,54,41%,0,0%,0,0%,0,0%
Shane Battier,28.1,HOU,Forward,2976,96,56.9%,43,59%,80,44%,49,37%,86,42%,85,45%,78,39%,95,42%
Charlie Bell,27.6,MIL,Wing,2807,53,50.0%,70,62%,51,39%,47,38%,44,38%,33,37%,38,34%,41,35%
Raja Bell,30.1,PHX,Wing,2905,87,54.3%,58,61%,75,45%,55,39%,56,40%,93,47%,72,38%,90,42%
Mike Bibby,28.5,SAC,Point,2775,60,48.0%,42,52%,30,36%,58,42%,45,41%,62,39%,66,36%,70,36%
Andris Biedrins,20.6,GSW,Big,2372,94,59.9%,70,65%,31,34%,88,50%,29,35%,0,0%,0,0%,0,0%
Chauncey Billups,30.1,DET,Point,2527,70,49.3%,79,59%,42,39%,70,44%,58,43%,15,31%,59,35%,48,35%
Steve Blake,26.7,DEN,Point,1617,72,49.7%,70,58%,17,32%,91,48%,89,46%,88,48%,11,27%,46,34%
Steve Blake,26.7,MIL,Point,555,19,42.9%,9,38%,62,43%,32,40%,28,40%,0,18%,61,36%,20,31%
Will Blalock,23.1,DET,Point,154,0,30.4%,9,38%,4,20%,0,0%,0,13%,0,0%,0,50%,0,25%
Andray Blatche,20.2,WAS,Big,623,28,45.7%,51,61%,16,29%,27,29%,16,29%,0,0%,8,24%,10,17%
Mark Blount,30.9,MIN,Big,2539,60,51.4%,78,67%,53,40%,84,47%,81,45%,0,40%,12,24%,24,29%
Keith Bogans,26.5,ORL,Wing,957,75,52.4%,43,58%,9,20%,13,29%,6,26%,35,38%,86,42%,77,40%
Andrew Bogut,21.9,MIL,Big,2250,81,55.6%,75,66%,58,41%,34,31%,39,38%,0,0%,0,25%,0,25%
Matt Bonner,26.6,SAS,Big,507,49,50.0%,71,65%,45,38%,82,46%,61,41%,0,27%,64,36%,52,34%
Josh Boone,21.9,BKN,Big,608,86,57.0%,41,59%,69,43%,5,0%,53,40%,0,0%,0,0%,0,0%
Calvin Booth,30.5,WAS,Big,365,49,50.0%,78,67%,14,27%,70,43%,46,39%,0,0%,0,100%,0,100%
Carlos Boozer,24.9,UTA,Big,2541,81,56.2%,95,71%,75,44%,56,40%,69,42%,0,0%,0,0%,0,0%
Chris Bosh,22.6,TOR,Big,2652,52,50.0%,69,65%,49,39%,69,43%,64,42%,0,0%,44,33%,28,30%
Bruce Bowen,35.4,SAS,Wing,2456,57,50.3%,25,53%,34,34%,58,40%,50,39%,64,41%,10,26%,67,39%
Earl Boykins,30.4,DEN,Point,865,49,46.9%,83,61%,25,35%,25,39%,19,37%,12,29%,86,40%,76,37%
Earl Boykins,30.4,MIL,Point,1141,74,49.7%,30,49%,51,40%,49,41%,34,40%,27,33%,98,45%,93,43%
Cedric Bozeman,23.7,ATL,Combo,184,2,29.4%,5,40%,2,0%,23,33%,2,13%,0,0%,0,40%,0,18%
Elton Brand,27.6,LAC,Big,3071,71,53.2%,85,68%,94,52%,65,42%,90,48%,0,0%,0,0%,0,0%
Ronnie Brewer,21.6,UTA,Wing,608,93,55.2%,97,72%,15,23%,38,36%,24,33%,0,0%,0,0%,0,0%
Primoz Brezec,27.1,CHA,Big,827,22,44.8%,16,52%,30,34%,64,42%,51,40%,0,100%,0,0%,0,50%
Andre Brown,25.5,OKC,Big,224,82,56.3%,36,58%,90,50%,98,100%,97,53%,0,0%,0,0%,0,0%
Dee Brown,22.2,UTA,Point,372,4,38.5%,17,40%,0,0%,53,41%,8,33%,0,17%,30,31%,4,27%
Devin Brown,27.8,NOP,Combo,1613,80,50.1%,39,54%,64,42%,30,35%,55,39%,72,42%,50,35%,65,37%
Kwame Brown,24.6,LAL,Big,1129,93,59.2%,68,64%,67,43%,88,50%,74,43%,0,0%,0,0%,0,0%
P.J. Brown,37.0,CHI,Big,1443,10,41.1%,3,42%,42,37%,66,43%,55,41%,0,0%,0,0%,0,0%
Shannon Brown,20.9,CLE,Wing,160,6,40.7%,75,63%,30,33%,8,27%,10,29%,0,36%,0,0%,5,24%
Kobe Bryant,28.2,LAL,Wing,3136,62,50.5%,67,61%,90,48%,80,43%,89,45%,35,38%,47,35%,39,35%
Greg Buckner,30.1,DAL,Wing,1278,25,47.1%,83,64%,43,37%,7,26%,16,31%,5,27%,75,39%,24,33%
Pat Burke,32.9,PHX,Big,119,3,32.9%,5,45%,97,67%,10,13%,14,27%,0,0%,0,17%,0,10%
Caron Butler,26.6,WAS,Wing,2458,30,47.5%,42,58%,55,40%,78,43%,75,42%,0,36%,6,23%,11,26%
Rasual Butler,27.4,NOP,Wing,2159,40,48.3%,36,56%,59,40%,45,37%,45,38%,40,38%,54,37%,52,37%
Andrew Bynum,19.0,LAL,Big,1773,80,55.5%,83,68%,47,39%,18,25%,42,38%,0,0%,0,0%,0,0%
Jose Calderon,25.1,TOR,Point,1582,94,54.9%,89,63%,77,45%,89,48%,91,48%,0,43%,39,33%,50,35%
Marcus Camby,32.6,DEN,Big,2360,34,47.3%,52,61%,76,44%,42,35%,40,38%,0,0%,0,0%,0,0%
Brian Cardinal,29.5,MEM,Forward,307,100,59.5%,33,56%,8,25%,100,65%,98,58%,0,29%,95,43%,89,41%
Rodney Carney,22.6,PHI,Forward,1110,45,49.4%,63,63%,71,42%,59,38%,63,39%,100,54%,8,25%,50,36%
Matt Carroll,26.2,CHA,Wing,1851,71,51.6%,7,46%,72,44%,74,43%,79,43%,71,42%,91,43%,92,42%
Vince Carter,29.8,BKN,Wing,3116,58,50.3%,41,57%,68,42%,70,42%,69,42%,80,44%,46,35%,46,36%
Sam Cassell,37.0,LAC,Point,1404,25,44.5%,68,57%,79,46%,45,40%,55,42%,0,30%,23,30%,15,30%
Tyson Chandler,24.1,NOP,Big,2520,97,62.4%,92,69%,69,43%,32,30%,68,42%,0,0%,0,0%,0,0%
Josh Childress,23.4,ATL,Wing,1987,81,52.9%,63,61%,23,28%,19,31%,12,30%,41,38%,9,25%,40,35%
Speedy Claxton,28.5,ATL,Point,1050,2,34.6%,6,34%,19,33%,11,34%,13,34%,0,43%,0,20%,4,27%
Jarron Collins,27.9,UTA,Big,896,18,43.6%,38,59%,23,31%,35,31%,19,31%,0,0%,0,0%,0,0%
Jason Collins,27.9,BKN,Big,1841,5,36.7%,6,47%,3,17%,24,28%,11,26%,0,0%,0,0%,0,0%
Mardy Collins,22.2,NYK,Wing,720,9,42.4%,38,57%,17,25%,6,26%,5,26%,0,38%,16,30%,22,32%
Nick Collison,26.0,OKC,Big,2372,49,50.0%,64,63%,22,31%,37,33%,21,32%,0,0%,0,0%,0,0%
Brian Cook,25.9,LAL,Big,1012,56,51.1%,8,48%,95,53%,81,46%,91,48%,0,40%,84,40%,86,40%
Jamal Crawford,26.6,NYK,Wing,2165,21,46.4%,13,49%,92,49%,46,38%,72,42%,45,39%,18,30%,26,33%
Austin Croshere,31.5,DAL,Big,615,13,41.6%,9,48%,40,36%,47,37%,38,37%,0,20%,28,30%,21,27%
Eddy Curry,23.9,NYK,Big,2841,89,57.6%,77,66%,57,40%,16,21%,50,40%,0,100%,0,0%,0,100%
Samuel Dalembert,26.5,PHI,Big,2528,74,54.2%,72,65%,78,45%,74,45%,78,45%,0,0%,0,0%,0,0%
Erick Dampier,31.3,DAL,Big,1900,97,62.8%,89,69%,39,36%,0,0%,34,36%,0,0%,0,0%,0,0%
Antonio Daniels,31.6,WAS,Point,1726,43,46.6%,92,64%,26,36%,17,35%,15,35%,0,40%,18,29%,22,31%
Marquis Daniels,25.8,IND,Wing,772,27,47.4%,52,60%,84,47%,21,33%,70,42%,0,27%,0,0%,0,17%
Baron Davis,27.6,GSW,Point,2206,66,48.7%,87,62%,23,34%,28,39%,17,36%,58,38%,25,30%,24,32%
Dale Davis,37.6,DET,Big,457,19,43.7%,60,63%,5,20%,8,11%,1,14%,0,0%,0,0%,0,0%
Paul Davis,22.3,LAC,Big,102,16,42.3%,54,62%,9,25%,16,22%,5,23%,0,0%,0,0%,0,0%
Ricky Davis,27.1,MIN,Wing,3010,79,52.8%,84,64%,56,40%,90,45%,85,44%,63,41%,87,42%,86,41%
Carlos Delfino,24.2,DET,Wing,1277,29,47.4%,16,50%,5,11%,71,42%,32,35%,23,34%,52,36%,38,35%
Luol Deng,21.5,CHI,Forward,3060,75,51.9%,86,67%,63,41%,90,43%,90,43%,0,50%,0,0%,0,25%
Boris Diaw,24.5,PHX,Big,2242,79,55.4%,86,68%,85,47%,76,45%,81,46%,67,42%,0,29%,69,38%
Yakhouba Diawara,24.2,DEN,Wing,1138,10,42.7%,8,47%,26,31%,5,24%,8,27%,3,25%,22,31%,15,29%
Dan Dickau,28.1,POR,Combo,387,18,42.6%,63,56%,89,50%,27,34%,50,38%,0,14%,11,29%,15,27%
Travis Diener,24.7,ORL,Point,244,92,53.8%,98,75%,0,0%,83,47%,43,41%,0,38%,80,38%,83,38%
Ike Diogu,23.1,GSW,Big,199,49,50.0%,71,65%,55,40%,18,25%,38,37%,0,0%,0,0%,0,0%
Ike Diogu,23.1,IND,Big,494,25,45.4%,10,48%,31,34%,97,62%,66,42%,0,0%,0,0%,0,0%
DeSagana Diop,24.8,DAL,Big,1400,21,44.7%,11,49%,21,31%,12,18%,7,25%,0,0%,0,0%,0,0%
Juan Dixon,28.1,POR,Combo,1211,68,48.8%,100,69%,73,44%,36,36%,59,39%,63,41%,52,36%,71,38%
Juan Dixon,28.1,TOR,Wing,661,36,48.0%,45,58%,97,54%,69,42%,92,45%,20,33%,23,31%,23,32%
Michael Doleac,29.4,MIA,Big,639,40,48.1%,27,56%,90,50%,77,45%,84,46%,0,0%,0,0%,0,0%
Keyon Dooling,26.5,ORL,Combo,1395,34,44.4%,45,54%,77,45%,25,34%,39,37%,19,29%,43,35%,38,33%
Quincy Douby,22.5,SAC,Combo,286,38,44.8%,34,53%,89,50%,91,44%,100,47%,0,25%,7,26%,10,26%
Chris Duhon,24.2,CHI,Point,1850,81,50.9%,53,53%,64,43%,2,27%,8,33%,23,33%,84,40%,80,38%
Tim Duncan,30.5,SAS,Big,2720,79,54.8%,84,68%,82,46%,67,43%,80,45%,0,50%,0,0%,0,17%
Mike Dunleavy,26.1,GSW,Forward,1001,55,50.3%,82,66%,41,36%,61,38%,51,38%,21,31%,62,38%,52,36%
Mike Dunleavy,26.1,IND,Wing,1518,47,49.2%,99,76%,36,35%,83,44%,68,42%,51,39%,8,25%,16,29%
