Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Lou Amundson,30.9,NOP,Big,165,1,-8.0%,0,-13.2%,48,-0.2%,34,-1.3%,39,-0.9%,2,-16.2%,15,-4.2%,3,-7.8%
Chris Andersen,35.3,MIA,Big,1368,23,-2.3%,28,-2.6%,86,+3.8%,35,-1.2%,66,+1.1%,20,-6.2%,23,-2.8%,14,-3.9%
Alan Anderson,31.0,BKN,Wing,1622,60,+0.3%,53,-0.0%,36,-1.5%,39,-0.9%,37,-1.2%,66,+2.1%,70,+1.5%,77,+1.7%
James Anderson,24.6,PHI,Wing,2289,44,-0.7%,41,-1.1%,91,+4.8%,16,-3.5%,69,+1.2%,54,+0.3%,40,-1.2%,45,-0.9%
Ryan Anderson,25.5,NOP,Big,778,87,+2.4%,66,+1.2%,60,+1.0%,59,+0.5%,63,+0.9%,59,+1.2%,40,-1.1%,49,-0.5%
Giannis Antetokounmpo,18.9,MIL,Forward,1796,81,+1.8%,92,+4.6%,60,+1.0%,21,-2.8%,36,-1.3%,29,-4.5%,53,-0.1%,43,-1.0%
Carmelo Anthony,29.4,NYK,Forward,2971,79,+1.5%,35,-1.8%,99,+9.9%,91,+4.1%,99,+6.5%,32,-3.4%,61,+0.5%,50,-0.5%
Joel Anthony,31.2,BOS,Big,128,32,-1.5%,91,+4.3%,64,+1.3%,21,-2.9%,30,-1.7%,47,-0.7%,6,-5.9%,10,-4.4%
Pero Antic,31.3,ATL,Big,898,33,-1.4%,56,+0.2%,15,-4.7%,30,-1.8%,13,-3.3%,68,+2.3%,14,-4.3%,22,-2.6%
Trevor Ariza,28.3,WAS,Wing,2715,92,+3.1%,70,+1.6%,37,-1.4%,78,+2.1%,61,+0.8%,74,+3.6%,91,+4.7%,91,+4.4%
Darrell Arthur,25.6,DEN,Big,1143,48,-0.4%,32,-2.1%,46,-0.5%,93,+4.4%,86,+2.7%,80,+5.2%,56,+0.1%,75,+1.5%
Omer Asik,27.3,HOU,Big,929,26,-2.1%,5,-7.5%,25,-2.9%,38,-1.0%,21,-2.5%,45,-1.2%,84,+3.4%,80,+2.2%
D.J. Augustin,26.0,CHI,Point,1813,77,+1.4%,78,+2.3%,34,-1.7%,30,-1.8%,24,-2.3%,20,-6.2%,91,+5.2%,83,+2.6%
Gustavo Ayon,28.6,ATL,Big,401,23,-2.4%,22,-3.5%,5,-7.8%,7,-5.0%,5,-6.4%,50,-0.3%,53,-0.1%,54,-0.1%
Jeff Ayres,26.5,SAS,Big,855,89,+2.6%,89,+4.1%,75,+2.2%,49,-0.3%,59,+0.6%,82,+5.4%,71,+1.6%,83,+2.7%
Chris Babb,23.7,BOS,Wing,106,4,-5.8%,84,+3.1%,3,-10.7%,4,-8.1%,2,-9.5%,0,-27.4%,3,-7.1%,1,-10.5%
Luke Babbitt,24.4,NOP,Big,453,100,+7.6%,97,+6.4%,85,+3.5%,35,-1.2%,75,+1.6%,76,+4.0%,99,+10.8%,99,+8.6%
Leandro Barbosa,30.9,PHX,Combo,366,4,-5.9%,3,-8.6%,7,-7.1%,85,+3.2%,35,-1.3%,5,-13.0%,31,-2.1%,7,-5.3%
J.J. Barea,29.3,MIN,Combo,1413,8,-4.4%,34,-1.8%,12,-5.2%,39,-0.9%,17,-2.9%,30,-4.1%,10,-5.1%,9,-4.7%
Andrea Bargnani,28.0,NYK,Big,1252,9,-4.2%,9,-6.3%,48,-0.3%,26,-2.2%,31,-1.7%,72,+3.3%,12,-4.7%,16,-3.4%
Harrison Barnes,21.4,GSW,Forward,2097,6,-5.0%,24,-3.2%,40,-1.1%,13,-3.8%,22,-2.5%,40,-1.9%,4,-6.8%,7,-5.5%
Matt Barnes,33.6,LAC,Forward,1701,93,+3.2%,94,+5.1%,38,-1.3%,12,-3.9%,16,-3.1%,57,+0.6%,89,+4.5%,85,+3.1%
Will Barton,22.8,POR,Wing,310,3,-5.9%,83,+3.0%,2,-12.4%,2,-12.6%,0,-12.6%,78,+4.6%,6,-5.8%,21,-2.7%
Brandon Bass,28.5,BOS,Big,2263,54,-0.0%,73,+1.8%,43,-0.8%,37,-1.1%,40,-0.9%,57,+0.7%,59,+0.4%,63,+0.6%
Shane Battier,35.1,MIA,Wing,1456,74,+1.2%,95,+5.4%,33,-1.8%,41,-0.8%,37,-1.2%,34,-3.2%,39,-1.3%,28,-2.0%
Nicolas Batum,24.9,POR,Wing,2951,83,+2.0%,89,+4.0%,44,-0.8%,81,+2.4%,67,+1.1%,15,-7.4%,83,+3.1%,59,+0.1%
Jerryd Bayless,25.2,MEM,Combo,640,66,+0.6%,19,-3.7%,96,+6.4%,41,-0.8%,87,+2.7%,65,+2.0%,52,-0.2%,57,+0.0%
Jerryd Bayless,25.2,BOS,Combo,1009,67,+0.7%,31,-2.2%,15,-4.5%,61,+0.7%,40,-0.8%,96,+10.7%,88,+4.0%,95,+5.6%
Aron Baynes,26.9,SAS,Big,381,16,-3.0%,25,-3.1%,17,-4.3%,34,-1.3%,19,-2.6%,86,+6.2%,9,-5.3%,33,-1.6%
Kent Bazemore,24.3,GSW,Wing,190,0,-13.6%,1,-11.4%,1,-16.4%,3,-9.2%,1,-12.4%,6,-12.8%,1,-11.4%,1,-11.8%
Kent Bazemore,24.3,LAL,Wing,609,52,-0.2%,54,+0.0%,67,+1.4%,48,-0.3%,58,+0.5%,38,-2.2%,37,-1.5%,32,-1.7%
Bradley Beal,20.3,WAS,Wing,2516,69,+0.8%,71,+1.6%,57,+0.6%,80,+2.3%,76,+1.7%,57,+0.7%,67,+1.2%,67,+1.0%
Michael Beasley,24.8,MIA,Big,746,37,-1.2%,23,-3.4%,32,-2.0%,74,+1.9%,57,+0.4%,80,+5.2%,57,+0.1%,77,+1.7%
Marco Belinelli,27.6,SAS,Wing,1942,93,+3.2%,68,+1.4%,61,+1.1%,86,+3.3%,84,+2.3%,95,+9.9%,59,+0.4%,87,+3.3%
Anthony Bennett,20.6,CLE,Big,590,51,-0.2%,32,-2.1%,25,-2.9%,29,-1.9%,25,-2.2%,13,-7.8%,92,+5.3%,77,+1.7%
Patrick Beverley,25.3,HOU,Combo,1741,85,+2.3%,69,+1.5%,85,+3.7%,89,+3.8%,93,+3.8%,43,-1.5%,83,+3.1%,79,+2.1%
Chauncey Billups,37.1,DET,Combo,298,67,+0.7%,87,+3.6%,18,-4.1%,45,-0.5%,25,-2.2%,90,+7.3%,25,-2.6%,39,-1.1%
Bismack Biyombo,21.2,CHA,Big,987,24,-2.3%,19,-3.7%,2,-11.6%,43,-0.7%,7,-4.9%,23,-5.5%,87,+3.9%,78,+1.8%
DeJuan Blair,24.5,DAL,Big,1183,27,-2.0%,26,-3.0%,60,+1.0%,58,+0.4%,60,+0.7%,38,-2.2%,35,-1.8%,29,-1.9%
Steve Blake,33.7,LAL,Combo,875,39,-1.0%,93,+4.8%,8,-6.7%,18,-3.1%,7,-4.7%,78,+4.7%,53,-0.2%,73,+1.4%
Steve Blake,33.7,GSW,Combo,542,1,-7.5%,10,-5.6%,46,-0.5%,6,-5.9%,14,-3.3%,9,-10.0%,4,-6.5%,3,-7.4%
Andray Blatche,27.2,BKN,Big,1576,55,+0.1%,61,+0.7%,19,-4.1%,37,-1.0%,19,-2.6%,79,+4.7%,50,-0.3%,66,+1.0%
Eric Bledsoe,23.9,PHX,Combo,1407,45,-0.6%,61,+0.7%,74,+2.1%,19,-3.1%,43,-0.6%,87,+6.3%,6,-6.1%,21,-2.7%
Andrew Bogut,28.9,GSW,Big,1764,97,+4.1%,83,+3.1%,89,+4.5%,64,+0.9%,86,+2.7%,84,+5.8%,79,+2.6%,88,+3.5%
Matt Bonner,33.6,SAS,Big,602,32,-1.5%,55,+0.2%,13,-5.0%,47,-0.3%,21,-2.5%,58,+0.8%,18,-3.3%,26,-2.2%
Trevor Booker,25.9,WAS,Big,1521,70,+0.8%,79,+2.5%,33,-1.9%,62,+0.8%,48,-0.2%,77,+4.4%,85,+3.6%,90,+3.9%
Carlos Boozer,31.9,CHI,Big,2131,32,-1.5%,56,+0.2%,33,-1.9%,41,-0.8%,38,-1.0%,89,+6.8%,27,-2.4%,52,-0.2%
Chris Bosh,29.6,MIA,Big,2521,89,+2.6%,93,+4.6%,28,-2.4%,84,+2.8%,56,+0.4%,77,+4.5%,56,+0.1%,76,+1.7%
Avery Bradley,22.9,BOS,Combo,1838,74,+1.1%,78,+2.4%,59,+0.9%,68,+1.4%,71,+1.3%,33,-3.3%,85,+3.5%,80,+2.1%
Elton Brand,34.6,ATL,Big,1388,88,+2.5%,74,+1.8%,96,+6.7%,65,+1.1%,95,+4.1%,42,-1.5%,91,+4.8%,84,+3.0%
Corey Brewer,27.7,MIN,Wing,2606,96,+4.0%,65,+1.2%,77,+2.6%,43,-0.7%,63,+0.9%,70,+2.6%,95,+6.7%,95,+5.7%
Ronnie Brewer,28.6,HOU,Wing,118,50,-0.4%,31,-2.2%,100,+11.5%,42,-0.8%,100,+7.5%,3,-15.0%,85,+3.6%,41,-1.1%
Aaron Brooks,28.8,HOU,Point,652,55,+0.1%,30,-2.4%,27,-2.8%,26,-2.1%,21,-2.5%,94,+9.6%,66,+1.2%,86,+3.3%
Aaron Brooks,28.8,DEN,Combo,803,23,-2.4%,28,-2.6%,41,-0.9%,57,+0.2%,46,-0.3%,75,+3.8%,5,-6.3%,14,-3.8%
MarShon Brooks,24.8,LAL,Wing,201,100,+6.8%,73,+1.8%,99,+10.0%,0,-16.1%,49,-0.1%,99,+25.7%,99,+12.0%,100,+15.6%
Lorenzo Brown,23.2,PHI,Point,157,28,-1.9%,56,+0.2%,98,+8.5%,1,-13.3%,26,-2.1%,86,+6.1%,33,-1.9%,53,-0.1%
Shannon Brown,27.9,SAS,Wing,100,2,-6.4%,91,+4.4%,4,-10.2%,8,-4.7%,4,-7.2%,12,-8.4%,1,-13.4%,1,-11.8%
Kobe Bryant,35.2,LAL,Combo,176,28,-1.9%,98,+7.2%,95,+6.0%,21,-2.9%,73,+1.4%,33,-3.3%,0,-18.0%,1,-12.6%
Chase Budinger,25.4,MIN,Wing,703,61,+0.3%,28,-2.6%,68,+1.5%,80,+2.3%,78,+1.8%,81,+5.2%,68,+1.3%,80,+2.3%
Reggie Bullock,22.6,LAC,Wing,342,5,-5.7%,10,-5.9%,43,-0.8%,29,-1.9%,34,-1.4%,55,+0.4%,11,-5.0%,11,-4.3%
Trey Burke,21.0,UTA,Point,2220,96,+4.1%,87,+3.8%,62,+1.1%,97,+5.7%,92,+3.6%,85,+6.1%,75,+2.2%,85,+3.0%
Alec Burks,22.3,UTA,Wing,2086,36,-1.3%,50,-0.4%,66,+1.4%,27,-2.1%,44,-0.5%,17,-7.0%,42,-0.9%,24,-2.4%
Caron Butler,33.6,MIL,Forward,805,69,+0.8%,62,+0.8%,76,+2.5%,94,+4.8%,94,+4.0%,64,+1.8%,36,-1.7%,43,-1.0%
Caron Butler,33.6,OKC,Wing,594,43,-0.8%,36,-1.6%,35,-1.6%,4,-8.1%,6,-5.3%,88,+6.6%,93,+5.5%,95,+5.7%
Jimmy Butler,24.1,CHI,Wing,2580,62,+0.4%,39,-1.3%,87,+4.0%,54,+0.0%,79,+1.9%,88,+6.4%,32,-2.0%,56,+0.0%
Rasual Butler,34.4,IND,Wing,301,51,-0.2%,46,-0.7%,18,-4.1%,40,-0.8%,29,-1.8%,12,-8.3%,96,+7.3%,82,+2.5%
Dwight Buycks,24.7,TOR,Combo,141,7,-4.8%,4,-7.8%,4,-9.1%,27,-2.1%,5,-5.4%,12,-8.5%,63,+0.7%,27,-2.2%
Andrew Bynum,26.0,CLE,Big,478,28,-1.9%,87,+3.8%,77,+2.6%,9,-4.6%,42,-0.7%,23,-5.5%,4,-6.9%,4,-6.4%
Will Bynum,30.8,DET,Combo,1008,59,+0.2%,54,+0.0%,62,+1.1%,78,+2.1%,75,+1.6%,10,-9.2%,31,-2.2%,15,-3.7%
Nick Calathes,24.7,MEM,Point,1099,78,+1.5%,79,+2.5%,79,+2.9%,79,+2.2%,85,+2.6%,88,+6.4%,24,-2.8%,50,-0.3%
Jose Calderon,32.1,DAL,Point,2459,59,+0.2%,44,-0.8%,69,+1.7%,88,+3.6%,87,+2.7%,74,+3.7%,44,-0.9%,58,+0.1%
Kentavious Caldwell-Pope,20.7,DET,Wing,1506,45,-0.7%,25,-3.0%,35,-1.7%,91,+4.0%,68,+1.1%,60,+1.2%,38,-1.4%,41,-1.1%
Isaiah Canaan,22.5,HOU,Combo,213,24,-2.3%,5,-7.6%,26,-2.9%,94,+4.7%,45,-0.4%,67,+2.1%,42,-1.0%,54,-0.1%
DeMarre Carroll,27.3,ATL,Wing,2332,86,+2.3%,62,+0.8%,66,+1.3%,30,-1.7%,49,-0.2%,69,+2.3%,89,+4.1%,89,+3.6%
Vince Carter,36.8,DAL,Wing,1958,17,-2.9%,45,-0.8%,23,-3.4%,4,-8.0%,5,-5.9%,35,-2.9%,29,-2.3%,22,-2.5%
Michael Carter-Williams,22.1,PHI,Point,2379,80,+1.6%,69,+1.5%,53,+0.3%,92,+4.1%,80,+2.0%,48,-0.6%,74,+2.0%,74,+1.4%
Omri Casspi,25.4,HOU,Forward,1183,62,+0.4%,63,+0.9%,86,+3.9%,14,-3.7%,77,+1.8%,81,+5.2%,25,-2.6%,48,-0.7%
Mario Chalmers,27.5,MIA,Point,2161,90,+2.7%,96,+6.2%,7,-7.0%,45,-0.6%,15,-3.2%,85,+6.1%,60,+0.4%,81,+2.4%
Tyson Chandler,31.1,NYK,Big,1653,83,+2.0%,69,+1.5%,77,+2.6%,58,+0.5%,70,+1.3%,64,+1.9%,81,+2.8%,83,+2.6%
Wilson Chandler,26.5,DEN,Forward,1922,54,-0.0%,94,+5.2%,23,-3.5%,36,-1.1%,24,-2.3%,22,-5.9%,28,-2.3%,20,-3.0%
Dionte Christmas,27.1,PHX,Wing,137,10,-4.1%,15,-4.3%,11,-5.4%,17,-3.3%,9,-4.1%,65,+2.0%,21,-3.0%,23,-2.5%
Earl Clark,25.8,CLE,Forward,656,56,+0.1%,16,-4.2%,73,+2.1%,90,+3.8%,89,+3.1%,22,-5.9%,65,+0.9%,38,-1.2%
Victor Claver,25.2,POR,Big,147,34,-1.3%,100,+10.7%,2,-11.4%,0,-16.1%,0,-14.1%,17,-6.9%,65,+0.9%,39,-1.1%
Norris Cole,25.1,MIA,Combo,1918,19,-2.7%,13,-4.9%,89,+4.4%,44,-0.6%,74,+1.5%,22,-6.0%,26,-2.6%,16,-3.5%
Jason Collins,34.9,BKN,Big,135,58,+0.2%,20,-3.6%,39,-1.3%,63,+0.8%,42,-0.6%,56,+0.5%,97,+8.0%,96,+6.0%
Darren Collison,26.2,LAC,Combo,2001,30,-1.7%,26,-2.9%,11,-5.5%,10,-4.1%,8,-4.6%,49,-0.4%,68,+1.4%,67,+1.0%
Nick Collison,33.0,OKC,Big,1333,67,+0.7%,14,-4.8%,61,+1.0%,81,+2.4%,78,+1.8%,17,-6.9%,95,+6.5%,86,+3.3%
Mike Conley,26.1,MEM,Point,2433,55,+0.0%,62,+0.8%,33,-1.8%,32,-1.6%,30,-1.7%,28,-4.5%,84,+3.3%,68,+1.0%
Chris Copeland,29.6,IND,Forward,181,94,+3.4%,14,-4.7%,88,+4.4%,2,-9.4%,17,-2.9%,78,+4.7%,97,+8.3%,98,+7.2%
DeMarcus Cousins,23.2,SAC,Big,2292,75,+1.3%,59,+0.5%,50,-0.1%,75,+2.0%,64,+0.9%,18,-6.8%,45,-0.8%,30,-1.9%
Jamal Crawford,33.6,LAC,Combo,2071,29,-1.8%,19,-3.7%,53,+0.3%,76,+2.0%,72,+1.4%,24,-5.3%,34,-1.8%,17,-3.2%
Jordan Crawford,25.0,BOS,Combo,1193,64,+0.5%,40,-1.3%,62,+1.1%,50,-0.2%,54,+0.1%,69,+2.5%,89,+4.3%,91,+4.4%
Jordan Crawford,25.0,GSW,Combo,587,1,-7.9%,16,-4.3%,41,-1.0%,7,-5.5%,14,-3.2%,9,-9.9%,1,-9.2%,1,-9.5%
Jae Crowder,23.3,DAL,Wing,1200,82,+1.8%,92,+4.6%,48,-0.3%,55,+0.1%,50,-0.1%,62,+1.6%,48,-0.6%,56,+0.0%
Dante Cunningham,26.5,MIN,Big,1564,30,-1.7%,66,+1.3%,37,-1.4%,57,+0.3%,39,-0.9%,46,-1.2%,35,-1.7%,34,-1.5%
Stephen Curry,25.6,GSW,Point,2838,100,+7.7%,85,+3.5%,89,+4.4%,90,+3.9%,96,+4.2%,94,+9.6%,98,+8.3%,99,+8.6%
Samuel Dalembert,33.5,DAL,Big,1601,44,-0.7%,38,-1.5%,29,-2.2%,75,+1.9%,53,+0.1%,34,-3.3%,66,+1.1%,59,+0.2%
Gigi Datome,25.9,DET,Wing,150,91,+2.8%,97,+6.5%,90,+4.5%,48,-0.3%,82,+2.2%,2,-17.1%,86,+3.6%,45,-0.8%
Brandon Davies,22.3,PHI,Big,473,78,+1.5%,52,-0.1%,49,-0.2%,10,-4.2%,26,-2.0%,100,+27.6%,74,+2.0%,98,+7.1%
Anthony Davis,20.6,NOP,Big,2337,71,+0.9%,82,+2.9%,63,+1.2%,70,+1.4%,74,+1.4%,13,-8.0%,79,+2.6%,55,-0.0%
Ed Davis,24.4,MEM,Big,899,44,-0.7%,21,-3.5%,34,-1.8%,12,-3.9%,18,-2.7%,91,+7.5%,58,+0.3%,81,+2.4%
Glen Davis,27.8,ORL,Big,1352,41,-0.9%,65,+1.1%,21,-3.8%,63,+0.8%,38,-1.0%,27,-4.8%,64,+0.8%,47,-0.7%
Glen Davis,27.8,LAC,Big,297,1,-7.0%,19,-3.7%,1,-16.9%,47,-0.3%,5,-6.2%,30,-4.0%,51,-0.3%,33,-1.6%
Nando De Colo,26.4,SAS,Wing,220,11,-3.8%,10,-6.0%,91,+4.8%,92,+4.3%,97,+4.5%,6,-12.6%,3,-7.5%,2,-8.9%
Nando De Colo,26.4,TOR,Combo,192,44,-0.7%,60,+0.6%,22,-3.5%,6,-6.8%,6,-5.2%,59,+1.0%,57,+0.2%,61,+0.5%
DeMar DeRozan,24.2,TOR,Wing,3012,35,-1.3%,64,+1.1%,69,+1.7%,74,+1.8%,75,+1.6%,46,-0.8%,19,-3.2%,22,-2.5%
Dewayne Dedmon,24.2,PHI,Big,138,34,-1.3%,38,-1.4%,20,-3.9%,97,+6.1%,67,+1.1%,80,+5.1%,61,+0.5%,75,+1.5%
Dewayne Dedmon,24.2,ORL,Big,220,18,-2.8%,14,-4.7%,42,-0.8%,62,+0.8%,52,+0.0%,16,-7.1%,31,-2.2%,16,-3.6%
Matthew Dellavedova,23.1,CLE,Combo,1162,81,+1.8%,77,+2.2%,59,+0.8%,87,+3.4%,83,+2.2%,33,-3.3%,57,+0.1%,46,-0.8%
Luol Deng,28.5,CHI,Wing,856,49,-0.4%,33,-2.1%,92,+5.0%,72,+1.7%,88,+3.0%,99,+20.5%,5,-6.5%,51,-0.3%
Luol Deng,28.5,CLE,Wing,1350,17,-2.9%,12,-5.1%,20,-3.9%,67,+1.2%,37,-1.1%,70,+2.8%,41,-1.0%,54,-0.1%
Boris Diaw,31.5,SAS,Big,1909,86,+2.3%,80,+2.6%,93,+5.2%,40,-0.8%,79,+2.0%,83,+5.8%,55,+0.0%,78,+1.8%
Gorgui Dieng,23.8,MIN,Big,707,30,-1.7%,48,-0.6%,47,-0.4%,29,-1.8%,36,-1.3%,49,-0.3%,15,-4.1%,18,-3.2%
Toney Douglas,27.6,GSW,Point,213,1,-8.1%,27,-2.7%,0,-17.5%,86,+3.2%,4,-6.5%,1,-18.2%,3,-7.1%,1,-9.8%
Toney Douglas,27.6,MIA,Combo,388,82,+1.8%,18,-4.0%,48,-0.3%,7,-5.5%,11,-3.7%,95,+10.2%,96,+7.2%,99,+7.7%
Chris Douglas-Roberts,26.8,CHA,Wing,941,24,-2.3%,15,-4.4%,16,-4.4%,62,+0.8%,35,-1.4%,27,-4.8%,50,-0.4%,37,-1.3%
Goran Dragic,27.5,PHX,Point,2658,94,+3.3%,85,+3.4%,77,+2.6%,92,+4.3%,91,+3.4%,33,-3.4%,69,+1.4%,58,+0.1%
Andre Drummond,20.2,DET,Big,2598,79,+1.6%,84,+3.2%,78,+2.8%,54,+0.0%,73,+1.4%,49,-0.3%,23,-2.8%,26,-2.3%
Jared Dudley,28.3,LAC,Wing,1702,35,-1.3%,21,-3.5%,57,+0.7%,82,+2.5%,78,+1.9%,56,+0.5%,46,-0.7%,52,-0.2%
Tim Duncan,37.5,SAS,Big,2152,40,-0.9%,58,+0.5%,51,-0.0%,53,-0.0%,52,-0.0%,20,-6.5%,86,+3.7%,62,+0.5%
Mike Dunleavy,33.1,CHI,Wing,2554,83,+2.0%,72,+1.7%,55,+0.4%,96,+5.4%,92,+3.7%,46,-0.9%,73,+1.9%,69,+1.1%
Kevin Durant,25.1,OKC,Forward,3109,96,+4.0%,100,+12.1%,64,+1.3%,79,+2.3%,78,+1.8%,76,+4.2%,7,-5.7%,15,-3.6%
Wayne Ellington,25.9,DAL,Wing,339,73,+1.0%,37,-1.5%,75,+2.3%,60,+0.6%,73,+1.4%,48,-0.4%,78,+2.5%,79,+1.9%
Monta Ellis,28.0,DAL,Wing,3007,68,+0.7%,62,+0.7%,81,+3.1%,93,+4.4%,93,+3.8%,72,+3.3%,16,-3.8%,25,-2.3%
Jeremy Evans,26.0,UTA,Big,1125,36,-1.3%,47,-0.7%,80,+3.0%,48,-0.3%,69,+1.2%,44,-1.3%,7,-5.6%,10,-4.4%
Reggie Evans,33.5,BKN,Big,362,5,-5.7%,1,-11.9%,12,-5.4%,27,-2.1%,11,-3.7%,11,-8.5%,79,+2.6%,49,-0.5%
Reggie Evans,33.5,SAC,Big,490,49,-0.4%,4,-7.9%,63,+1.2%,96,+5.2%,91,+3.4%,84,+5.9%,23,-2.8%,44,-0.9%
Tyreke Evans,24.1,NOP,Combo,2011,51,-0.3%,36,-1.6%,27,-2.6%,60,+0.7%,38,-1.0%,92,+8.1%,11,-4.9%,29,-1.9%
Kenneth Faried,24.0,DEN,Big,2160,92,+3.0%,86,+3.6%,72,+2.0%,34,-1.3%,51,-0.0%,56,+0.5%,86,+3.8%,84,+2.8%
Jordan Farmar,26.9,LAL,Combo,883,76,+1.4%,9,-6.0%,67,+1.5%,13,-3.9%,34,-1.5%,83,+5.7%,93,+5.6%,95,+5.7%
Vitor Faverani,25.5,BOS,Big,456,28,-1.8%,15,-4.4%,98,+9.7%,15,-3.5%,77,+1.7%,71,+3.0%,7,-5.6%,12,-4.1%
Derrick Favors,22.3,UTA,Big,2198,88,+2.4%,82,+3.0%,32,-1.9%,28,-1.9%,27,-1.9%,93,+8.6%,89,+4.5%,95,+5.7%
Raymond Felton,29.3,NYK,Combo,2014,76,+1.4%,67,+1.3%,71,+1.9%,76,+2.0%,81,+2.1%,39,-2.1%,66,+1.0%,61,+0.4%
Landry Fields,25.3,TOR,Forward,315,33,-1.4%,74,+1.9%,18,-4.1%,38,-0.9%,22,-2.4%,16,-7.0%,8,-5.5%,5,-6.0%
Derek Fisher,39.2,OKC,Combo,1397,53,-0.1%,61,+0.7%,63,+1.2%,15,-3.5%,34,-1.4%,5,-13.0%,90,+4.7%,62,+0.5%
Evan Fournier,21.0,DEN,Wing,1410,38,-1.1%,38,-1.5%,30,-2.1%,23,-2.5%,23,-2.3%,63,+1.6%,54,-0.0%,61,+0.5%
Randy Foye,30.1,DEN,Combo,2472,68,+0.7%,77,+2.2%,27,-2.6%,26,-2.1%,22,-2.4%,14,-7.6%,78,+2.5%,53,-0.1%
Jamaal Franklin,22.3,MEM,Wing,121,88,+2.5%,95,+5.8%,24,-3.2%,1,-13.7%,2,-9.0%,100,+30.8%,90,+4.6%,97,+6.9%
Jimmer Fredette,24.7,SAC,Combo,413,39,-1.0%,23,-3.4%,47,-0.4%,25,-2.3%,35,-1.3%,99,+19.6%,41,-1.1%,85,+3.0%
Joel Freeland,26.7,POR,Big,713,51,-0.2%,21,-3.5%,32,-2.0%,48,-0.3%,41,-0.7%,98,+14.5%,67,+1.2%,92,+4.8%
Channing Frye,30.5,PHX,Big,2306,96,+4.0%,71,+1.6%,72,+2.0%,79,+2.3%,80,+2.1%,74,+3.7%,93,+5.5%,93,+4.9%
Francisco Garcia,31.8,HOU,Wing,1021,36,-1.2%,30,-2.3%,31,-2.1%,19,-3.1%,24,-2.2%,91,+7.9%,32,-2.0%,59,+0.3%
Kevin Garnett,37.5,BKN,Big,1106,15,-3.1%,25,-3.0%,37,-1.4%,77,+2.1%,54,+0.3%,42,-1.5%,41,-1.1%,39,-1.2%
Diante Garrett,25.0,UTA,Combo,954,25,-2.2%,33,-2.0%,41,-0.9%,3,-8.3%,8,-4.6%,83,+5.7%,50,-0.4%,71,+1.2%
