Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Kevin Martin,30.7,MIN,Wing,2170,94,89.1%,70,11.1%,75,1.6%,35,18.5%
Roger Mason Jr.,33.1,MIA,Combo,218,0,100.0%,11,3.6%,0,0.0%,0,0.0%
Wesley Matthews,27.0,POR,Wing,2771,75,83.3%,69,10.9%,87,1.9%,31,17.5%
Jason Maxiell,30.7,ORL,Big,472,5,48.4%,43,11.7%,70,1.9%,58,23.1%
Eric Maynor,26.4,PHI,Point,108,0,50.0%,83,12.5%,2,0.4%,0,0.0%
Eric Maynor,26.4,WAS,Point,193,0,66.7%,12,2.9%,14,1.0%,95,50.0%
O.J. Mayo,26.0,MIL,Wing,1310,90,86.4%,25,5.5%,59,1.3%,27,16.1%
Luc Mbah a Moute,27.1,MIN,Forward,748,9,66.7%,77,14.5%,50,0.9%,61,20.8%
Luc Mbah a Moute,27.1,SAC,Forward,192,0,63.6%,70,13.9%,9,0.5%,50,20.0%
Ray McCallum,22.4,SAC,Combo,837,15,75.0%,18,4.3%,53,1.6%,93,33.3%
CJ McCollum,22.1,POR,Wing,434,14,67.9%,43,7.4%,24,0.7%,29,16.7%
Ben McLemore,20.7,SAC,Wing,2101,61,80.9%,48,8.2%,45,1.0%,32,17.9%
Josh McRoberts,26.7,CHA,Big,2350,54,72.9%,12,6.5%,9,0.7%,18,12.8%
Jodie Meeks,26.2,LAL,Combo,2534,78,85.5%,79,12.0%,14,1.0%,86,28.4%
Gal Mekel,25.7,DAL,Point,248,0,70.0%,20,3.8%,15,1.1%,0,0.0%
Khris Middleton,22.2,MIL,Wing,2418,89,86.2%,21,5.3%,46,1.1%,12,10.6%
CJ Miles,26.6,CLE,Wing,982,86,85.3%,45,7.9%,39,0.9%,73,26.5%
Andre Miller,37.6,DEN,Combo,555,12,74.5%,68,10.6%,96,2.4%,39,18.8%
Andre Miller,37.6,WAS,Point,387,60,83.3%,97,15.1%,61,1.7%,78,28.6%
Darius Miller,23.6,NOP,Forward,682,91,83.9%,27,6.2%,27,0.7%,100,50.0%
Mike Miller,33.7,MEM,Wing,1679,76,83.3%,9,3.4%,28,0.8%,21,13.3%
Quincy Miller,21.0,DEN,Wing,710,16,68.4%,55,9.1%,5,0.4%,34,18.2%
Patty Mills,25.2,SAS,Point,1408,95,88.6%,24,4.5%,64,1.8%,85,31.0%
Paul Millsap,28.7,ATL,Big,2474,57,73.1%,70,15.3%,91,2.8%,50,21.0%
Nazr Mohammed,36.2,CHI,Big,497,0,61.9%,32,9.4%,22,1.0%,40,20.0%
Greg Monroe,23.4,DET,Big,2675,32,65.7%,71,15.4%,64,1.8%,61,23.2%
E'Twaun Moore,24.7,ORL,Wing,1421,27,74.1%,28,5.9%,25,0.7%,89,34.6%
Darius Morris,22.8,PHI,Combo,167,0,70.6%,60,9.8%,91,2.3%,98,66.7%
Marcus Morris,24.2,PHX,Forward,1764,48,75.9%,43,9.2%,84,1.8%,59,20.6%
Markieff Morris,24.2,PHX,Big,2114,84,79.9%,60,13.9%,80,2.2%,37,19.4%
Anthony Morrow,28.1,NOP,Wing,1371,72,82.4%,17,4.7%,64,1.4%,86,33.3%
Donatas Motiejunas,23.1,HOU,Big,864,20,58.6%,49,12.2%,67,1.8%,76,25.7%
Arnett Moultrie,23.0,PHI,Big,164,0,80.0%,41,10.8%,1,0.3%,70,25.0%
Timofey Mozgov,27.3,DEN,Big,1709,66,75.5%,78,17.0%,92,2.9%,38,19.4%
Shabazz Muhammad,21.0,MIN,Wing,214,9,64.7%,98,20.2%,41,1.0%,90,38.1%
Byron Mullens,24.7,LAC,Big,132,0,33.3%,2,3.9%,20,1.0%,0,0.0%
Byron Mullens,24.7,PHI,Big,235,0,60.0%,2,3.9%,25,1.1%,0,0.0%
Toure Murry,24.0,NYK,Point,248,8,57.1%,92,13.4%,66,1.9%,32,18.2%
Mike Muscala,22.3,ATL,Big,196,0,100.0%,20,8.1%,68,1.9%,91,33.3%
Steve Nash,39.7,LAL,Point,311,0,91.7%,64,9.7%,22,1.1%,19,10.0%
Gary Neal,29.1,CHA,Wing,495,99,96.1%,65,10.3%,79,1.7%,78,28.6%
Gary Neal,29.1,MIL,Combo,570,68,83.0%,49,7.3%,49,1.5%,42,20.0%
Jameer Nelson,31.7,ORL,Point,2171,78,85.3%,29,5.3%,54,1.7%,42,19.5%
Andrew Nicholson,23.9,ORL,Big,1103,90,81.8%,11,6.3%,63,1.7%,95,34.6%
Joakim Noah,28.7,CHI,Big,2807,60,74.2%,74,15.8%,72,1.9%,48,20.8%
Steve Novak,30.4,TOR,Forward,530,0,100.0%,0,0.7%,23,0.6%,0,0.0%
Dirk Nowitzki,35.4,DAL,Big,2621,99,89.9%,31,9.4%,99,4.1%,56,22.5%
Jermaine O'Neal,35.1,GSW,Big,860,72,76.7%,90,20.1%,87,2.5%,46,20.7%
Kyle O'Quinn,23.6,ORL,Big,1103,33,66.7%,34,9.7%,25,1.1%,70,25.0%
Greg Oden,25.8,MIA,Big,199,0,57.1%,92,20.8%,82,2.3%,98,45.5%
Victor Oladipo,21.5,ORL,Combo,2434,22,77.5%,86,13.3%,74,2.0%,35,17.8%
Kelly Olynyk,22.5,BOS,Big,1330,90,81.8%,29,9.2%,63,1.7%,64,23.9%
Daniel Orton,23.2,PHI,Big,214,74,76.9%,87,19.1%,93,2.9%,91,33.3%
Travis Outlaw,29.1,SAC,Forward,1005,85,83.3%,14,5.1%,48,0.9%,9,6.3%
Zaza Pachulia,29.7,MIL,Big,1323,96,84.4%,55,13.2%,78,2.2%,20,13.5%
Jannero Pargo,34.0,CHA,Point,158,0,60.0%,10,2.7%,12,0.9%,0,0.0%
Tony Parker,31.5,SAS,Point,1991,48,81.5%,58,9.1%,81,2.3%,56,22.5%
Chandler Parsons,25.0,HOU,Forward,2776,36,74.2%,50,10.1%,59,1.0%,80,26.2%
Patrick Patterson,24.6,SAC,Big,411,0,56.3%,10,6.3%,16,0.9%,70,25.0%
Patrick Patterson,24.6,TOR,Big,1114,63,74.5%,11,6.4%,8,0.7%,15,12.0%
Chris Paul,28.5,LAC,Point,2166,80,85.5%,39,7.3%,100,3.8%,63,23.9%
Nikola Pekovic,27.8,MIN,Big,1657,64,74.7%,74,16.0%,73,1.9%,57,22.7%
Kendrick Perkins,29.0,OKC,Big,1205,13,54.5%,51,12.6%,35,1.3%,32,18.5%
Paul Pierce,36.1,BKN,Forward,2088,82,82.6%,84,15.7%,91,2.1%,43,18.8%
Mason Plumlee,23.7,BKN,Big,1113,28,64.0%,96,25.5%,49,1.5%,39,19.5%
Miles Plumlee,25.2,PHX,Big,1954,15,56.1%,42,11.1%,16,0.9%,63,23.9%
Quincy Pondexter,25.6,MEM,Wing,263,59,80.8%,89,15.1%,36,0.9%,59,23.1%
Otto Porter,20.4,WAS,Wing,266,0,66.7%,30,6.1%,33,0.8%,93,50.0%
Phil Pressey,22.7,BOS,Point,1052,5,56.3%,15,3.3%,41,1.5%,0,0.0%
Ronnie Price,30.4,ORL,Point,344,0,75.0%,31,5.7%,32,1.2%,0,0.0%
Pablo Prigioni,36.5,NYK,Point,1249,0,91.7%,8,2.7%,42,1.5%,0,0.0%
Tayshaun Prince,33.7,MEM,Wing,1945,2,56.7%,14,4.5%,20,0.7%,30,17.4%
Miroslav Raduljica,25.8,MIL,Big,387,85,80.0%,91,20.5%,58,1.6%,37,19.2%
Anthony Randolph,24.3,DEN,Forward,467,67,79.7%,82,15.4%,70,1.3%,20,11.5%
Zach Randolph,32.3,MEM,Big,2698,61,74.2%,40,10.8%,95,3.1%,55,22.1%
JJ Redick,29.4,LAC,Wing,984,96,91.5%,47,8.0%,57,1.3%,16,11.8%
Luke Ridnour,32.7,CHA,Point,365,0,57.1%,0,0.0%,68,1.9%,97,0.0%
Luke Ridnour,32.7,MIL,Point,736,0,68.4%,7,2.3%,25,1.1%,44,20.0%
Austin Rivers,21.3,NOP,Combo,1279,0,61.0%,95,15.4%,37,1.4%,63,23.7%
Andre Roberson,21.9,OKC,Wing,324,0,83.3%,23,5.5%,3,0.3%,0,0.0%
Brian Roberts,27.9,NOP,Point,1614,100,93.7%,44,7.7%,51,1.6%,54,22.2%
Nate Robinson,29.4,DEN,Combo,839,73,84.1%,56,8.7%,84,2.1%,28,14.3%
Thomas Robinson,22.6,POR,Big,810,11,53.8%,64,14.3%,74,2.1%,50,20.9%
Rajon Rondo,27.7,BOS,Point,982,10,61.5%,49,8.3%,46,1.6%,81,30.0%
Derrick Rose,25.1,CHI,Point,305,70,84.4%,47,8.2%,7,0.8%,51,21.4%
Terrence Ross,22.7,TOR,Wing,2147,80,83.7%,16,4.6%,34,0.9%,78,28.6%
Ricky Rubio,23.0,MIN,Point,2632,35,80.1%,88,13.0%,80,2.2%,36,18.6%
Brandon Rush,28.3,UTA,Wing,339,0,66.7%,5,2.9%,11,0.5%,93,50.0%
Robert Sacre,24.4,LAL,Big,1030,43,69.3%,51,12.8%,48,1.4%,23,14.6%
John Salmons,33.9,SAC,Wing,442,0,100.0%,3,1.7%,8,0.5%,93,50.0%
John Salmons,33.9,TOR,Wing,1278,23,73.3%,31,6.1%,31,0.8%,10,5.3%
Larry Sanders,24.9,MIL,Big,583,4,47.3%,56,13.3%,38,1.3%,48,20.8%
Dennis Schroder,20.1,ATL,Point,578,18,65.7%,54,8.5%,90,2.5%,86,33.3%
Luis Scola,33.5,IND,Big,1353,54,72.7%,36,10.2%,50,1.5%,8,6.6%
Mike Scott,25.3,ATL,Big,1410,76,77.5%,35,9.9%,36,1.3%,82,26.6%
Thabo Sefolosha,29.5,OKC,Wing,1565,37,76.8%,42,7.3%,19,0.7%,16,11.5%
Kevin Seraphin,23.9,WAS,Big,538,97,85.7%,7,5.8%,61,1.6%,98,50.0%
Ramon Sessions,27.6,CHA,Combo,1262,29,78.1%,98,17.7%,93,2.4%,30,15.1%
Ramon Sessions,27.6,MIL,Point,881,65,83.9%,100,18.5%,75,2.1%,24,13.8%
Iman Shumpert,23.4,NYK,Wing,1928,31,75.0%,12,3.9%,54,1.2%,49,21.1%
Alexey Shved,24.9,MIN,Wing,544,39,77.0%,94,16.7%,61,1.4%,52,21.6%
Henry Sims,23.6,CLE,Big,144,0,57.1%,70,15.2%,6,0.6%,0,0.0%
Henry Sims,23.6,PHI,Big,696,71,76.7%,80,17.4%,81,2.3%,39,19.6%
Kyle Singler,25.5,DET,Wing,2305,71,82.3%,75,11.9%,50,1.1%,20,13.0%
Chris Singleton,23.9,WAS,Forward,207,0,68.4%,95,17.5%,39,0.9%,82,27.3%
Peyton Siva,23.0,DET,Point,190,0,73.3%,93,14.0%,31,1.2%,25,14.3%
Donald Sloan,25.8,IND,Point,311,0,56.3%,25,4.7%,53,1.7%,0,0.0%
Ish Smith,25.3,PHX,Point,938,3,54.1%,36,6.8%,36,1.3%,92,38.9%
JR Smith,28.1,NYK,Wing,2396,8,64.4%,26,5.6%,76,1.6%,55,22.2%
Jason Smith,27.7,NOP,Big,826,77,78.0%,14,7.3%,62,1.6%,10,9.1%
Josh Smith,27.9,DET,Forward,2720,0,53.2%,55,10.7%,77,1.6%,93,30.3%
Tony Snell,22.0,CHI,Wing,1155,25,73.7%,22,5.4%,17,0.6%,55,22.2%
Marreese Speights,26.2,GSW,Big,859,88,81.4%,54,13.0%,45,1.4%,88,30.4%
Tiago Splitter,28.8,SAS,Big,1266,45,69.9%,92,20.8%,65,1.8%,51,21.2%
Lance Stephenson,23.2,IND,Wing,2731,18,70.8%,59,9.6%,66,1.4%,85,31.8%
Greg Stiemsma,28.1,NOP,Big,1000,21,59.4%,29,9.2%,27,1.1%,70,25.0%
Julyan Stone,24.9,TOR,Combo,104,0,0.0%,0,0.0%,2,0.5%,100,0.0%
Amar'e Stoudemire,31.0,NYK,Big,1456,63,74.4%,69,15.2%,86,2.4%,61,23.2%
Rodney Stuckey,27.5,DET,Wing,1926,77,83.4%,88,14.1%,67,1.5%,76,28.2%
Jared Sullinger,21.7,BOS,Big,2001,80,78.4%,22,8.2%,81,2.3%,91,31.6%
Jeff Taylor,24.4,CHA,Wing,618,1,55.3%,60,9.7%,7,0.5%,20,13.0%
Tyshawn Taylor,23.6,BKN,Combo,213,0,77.3%,75,11.8%,7,0.9%,0,0.0%
Jeff Teague,25.4,ATL,Point,2526,73,84.6%,86,12.9%,93,2.9%,61,23.8%
Marquis Teague,20.7,BKN,Point,127,0,100.0%,90,13.3%,0,0.4%,64,25.0%
Marquis Teague,20.7,CHI,Point,213,0,66.7%,76,11.7%,17,1.1%,78,28.6%
Mirza Teletovic,28.1,BKN,Forward,1227,52,76.4%,7,4.4%,57,1.0%,45,19.0%
Garrett Temple,27.5,WAS,Combo,586,5,67.6%,77,11.9%,81,2.1%,70,25.0%
Jason Terry,36.1,BKN,Combo,518,0,61.5%,30,5.6%,11,1.0%,95,50.0%
Hasheem Thabeet,26.7,OKC,Big,162,0,20.0%,73,15.8%,4,0.6%,91,33.3%
Isaiah Thomas,24.7,SAC,Point,2480,75,84.9%,66,9.9%,98,3.4%,69,25.2%
Hollis Thompson,22.6,PHI,Wing,1630,11,66.1%,54,9.0%,6,0.4%,64,25.0%
Jason Thompson,27.3,SAC,Big,1993,18,57.9%,44,11.7%,56,1.6%,26,17.2%
Klay Thompson,23.7,GSW,Wing,2858,54,79.2%,34,6.3%,48,1.1%,26,15.7%
Tristan Thompson,22.6,CLE,Big,2578,44,69.3%,75,16.3%,71,1.9%,32,18.3%
Marcus Thornton,26.4,BKN,Wing,578,57,80.0%,39,6.8%,68,1.5%,13,11.1%
Marcus Thornton,26.4,SAC,Wing,1107,59,80.8%,24,5.5%,29,0.8%,78,28.6%
Jamaal Tinsley,35.7,UTA,Point,110,0,0.0%,0,0.0%,8,0.8%,97,0.0%
Anthony Tolliver,28.4,CHA,Forward,1209,76,81.1%,11,4.9%,20,0.6%,86,28.6%
PJ Tucker,28.5,PHX,Wing,2485,47,77.6%,67,10.7%,86,1.8%,62,23.9%
Ronny Turiaf,30.8,MIN,Big,579,3,43.5%,85,18.9%,54,1.5%,53,21.7%
Hedo Turkoglu,34.6,LAC,Big,370,0,43.8%,5,5.6%,10,0.7%,25,16.7%
Evan Turner,25.0,IND,Wing,568,17,70.6%,53,9.0%,65,1.4%,86,33.3%
Evan Turner,25.0,PHI,Wing,1881,74,82.9%,63,10.2%,77,1.6%,27,16.1%
Jeremy Tyler,22.4,NYK,Big,287,8,51.6%,79,17.2%,37,1.3%,19,13.3%
Ekpe Udoh,26.5,MIL,Big,777,25,62.2%,45,11.8%,53,1.5%,6,5.6%
Beno Udrih,31.3,NYK,Point,543,0,83.3%,22,3.9%,39,1.4%,0,0.0%
Jonas Valanciunas,21.5,TOR,Big,2278,68,76.2%,72,15.7%,84,2.3%,82,26.7%
Anderson Varejao,31.1,CLE,Big,1791,37,68.1%,42,11.0%,67,1.8%,40,20.0%
Jarvis Varnado,25.7,PHI,Big,307,6,50.0%,98,29.2%,49,1.5%,35,19.0%
Greivis Vasquez,26.8,SAC,Combo,461,100,93.8%,23,5.2%,61,1.7%,70,25.0%
Greivis Vasquez,26.8,TOR,Point,1310,83,85.5%,27,5.1%,29,1.2%,34,18.5%
Jan Vesely,23.5,DEN,Big,282,0,50.0%,59,13.6%,4,0.6%,10,9.1%
Jan Vesely,23.5,WAS,Big,453,0,25.0%,56,13.4%,54,1.5%,58,23.1%
Charlie Villanueva,29.2,DET,Big,168,0,58.3%,4,5.4%,11,0.8%,40,20.0%
Nikola Vucevic,23.0,ORL,Big,1807,70,76.6%,22,8.2%,69,1.9%,28,18.0%
Dwyane Wade,31.8,MIA,Wing,1759,22,73.0%,90,15.7%,83,1.8%,71,26.1%
Dion Waiters,21.9,CLE,Wing,2032,15,68.3%,61,9.8%,73,1.6%,59,23.1%
Kemba Walker,23.5,CHA,Point,2603,63,83.7%,56,9.0%,88,2.5%,22,13.8%
John Wall,23.2,WAS,Point,2972,40,80.5%,78,11.8%,63,1.8%,68,25.1%
Gerald Wallace,31.3,BOS,Wing,1408,0,46.5%,92,15.8%,88,1.9%,23,14.3%
CJ Watson,29.5,IND,Point,1139,45,80.8%,46,8.0%,58,1.7%,17,7.4%
Earl Watson,34.4,POR,Combo,104,0,100.0%,63,10.0%,65,1.8%,0,0.0%
Martell Webster,26.9,WAS,Wing,2107,81,83.9%,56,9.4%,53,1.2%,84,29.8%
David West,33.2,IND,Big,2469,82,78.9%,33,9.5%,84,2.4%,40,19.8%
Russell Westbrook,25.0,OKC,Point,1408,55,82.5%,95,14.3%,78,2.2%,31,18.0%
Deron Williams,29.3,BKN,Point,2034,33,79.9%,71,10.2%,73,2.0%,75,26.9%
Derrick Williams,22.4,MIN,Forward,118,0,85.7%,98,18.2%,0,0.0%,70,25.0%
Derrick Williams,22.4,SAC,Forward,1592,24,71.1%,100,24.1%,34,0.8%,68,22.5%
Elliot Williams,24.4,PHI,Wing,1056,32,75.5%,80,12.4%,23,0.7%,29,16.7%
Lou Williams,27.0,ATL,Wing,1423,87,86.0%,77,12.1%,92,2.1%,61,23.4%
Marvin Williams,27.4,UTA,Big,1667,76,77.9%,9,5.9%,19,1.0%,85,28.1%
Mo Williams,30.9,POR,Combo,1809,93,88.2%,16,4.3%,32,1.2%,67,24.1%
Shawne Williams,27.7,LAL,Big,746,0,70.0%,0,3.6%,9,0.7%,0,0.0%
Jeff Withey,23.7,NOP,Big,634,36,67.8%,89,19.7%,46,1.4%,65,24.1%
Nate Wolters,22.5,MIL,Point,1237,15,62.7%,61,9.2%,24,1.1%,41,19.4%
Metta World Peace,34.0,NYK,Forward,337,0,62.5%,25,6.0%,89,1.9%,70,25.0%
Brandan Wright,26.1,DAL,Big,1064,53,72.5%,57,13.5%,28,1.1%,67,24.5%
Chris Wright,25.1,MIL,Wing,118,0,27.3%,97,18.4%,51,1.1%,78,28.6%
Dorell Wright,27.9,POR,Forward,969,45,75.4%,41,9.2%,7,0.4%,16,10.3%
Tony Wroten,20.6,PHI,Combo,1701,2,64.0%,96,17.5%,47,1.5%,54,20.9%
Nick Young,28.4,LAL,Wing,1796,70,82.2%,82,12.7%,81,1.8%,75,27.6%
Thaddeus Young,25.4,PHI,Big,2709,50,71.2%,20,8.0%,43,1.4%,70,24.8%
Cody Zeller,21.1,CHA,Big,1355,55,73.0%,88,19.7%,60,1.6%,27,17.8%
Tyler Zeller,23.8,CLE,Big,971,48,71.1%,86,19.0%,22,1.1%,35,19.0%
