Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,25.3,OKC,Big,159,35,+3.2%,28,+2.5%,84,-3.2%,99,-7.8%,99,-11.0%,0,+6.4%,28,+2.0%,2,+8.4%
LaMarcus Aldridge,33.3,SAS,Big,243,92,-6.6%,51,-0.2%,47,-0.0%,42,+0.1%,50,+0.1%,48,+0.5%,53,-0.3%,50,+0.1%
Al-Farouq Aminu,28.1,POR,Big,399,20,+5.8%,40,+1.2%,83,-3.1%,76,-1.5%,88,-4.6%,15,+2.5%,41,+0.8%,18,+3.4%
Giannis Antetokounmpo,23.9,MIL,Forward,513,67,-1.4%,38,+1.3%,75,-2.3%,40,+0.3%,68,-2.0%,68,-0.5%,34,+1.3%,45,+0.7%
D.J. Augustin,31.0,ORL,Point,140,10,+7.5%,5,+6.2%,50,-0.3%,77,-1.6%,67,-1.9%,13,+3.0%,97,-7.3%,90,-4.3%
Will Barton,27.8,DEN,Wing,320,66,-1.4%,53,-0.5%,78,-2.7%,41,+0.3%,72,-2.4%,66,-0.5%,14,+3.4%,23,+2.9%
Aron Baynes,31.9,BOS,Big,115,58,-0.5%,100,-9.8%,14,+3.6%,1,+7.9%,0,+11.4%,35,+1.1%,78,-2.8%,64,-1.6%
Malik Beasley,21.9,DEN,Wing,265,11,+7.4%,44,+0.6%,21,+2.7%,83,-2.2%,45,+0.5%,60,-0.3%,58,-0.8%,60,-1.1%
Marco Belinelli,32.6,SAS,Wing,130,59,-0.5%,31,+2.2%,41,+0.5%,50,-0.1%,48,+0.3%,63,-0.4%,74,-2.2%,78,-2.6%
Patrick Beverley,30.3,LAC,Combo,194,23,+5.3%,13,+4.3%,85,-3.6%,29,+1.3%,70,-2.3%,98,-4.7%,22,+2.7%,71,-2.0%
Eric Bledsoe,28.9,MIL,Point,422,80,-3.5%,68,-1.8%,38,+1.2%,75,-1.4%,52,-0.2%,21,+2.0%,48,+0.1%,28,+2.1%
Bojan Bogdanovic,29.5,IND,Forward,147,1,+12.7%,29,+2.3%,28,+1.9%,3,+5.3%,3,+7.2%,33,+1.3%,100,-10.7%,98,-9.5%
Andrew Bogut,33.9,GSW,Big,178,54,+0.0%,23,+2.8%,73,-2.2%,9,+3.8%,37,+1.6%,75,-1.0%,86,-3.4%,91,-4.4%
Malcolm Brogdon,25.9,MIL,Combo,194,74,-2.3%,84,-3.9%,70,-1.8%,8,+4.2%,31,+2.4%,34,+1.2%,44,+0.4%,34,+1.6%
Jaylen Brown,22.0,BOS,Wing,269,19,+5.9%,92,-5.6%,28,+2.0%,93,-3.8%,66,-1.8%,7,+4.0%,16,+3.3%,5,+7.4%
Jimmy Butler,29.1,PHI,Forward,421,93,-6.6%,94,-5.7%,1,+7.6%,78,-1.9%,8,+5.7%,42,+0.8%,57,-0.7%,52,+0.0%
Clint Capela,24.5,HOU,Big,330,57,-0.3%,53,-0.6%,31,+1.7%,85,-2.5%,56,-0.8%,25,+1.8%,53,-0.4%,37,+1.4%
DeMarre Carroll,32.3,BKN,Forward,119,50,+0.7%,87,-4.7%,33,+1.7%,52,-0.1%,38,+1.6%,27,+1.7%,32,+1.4%,21,+3.1%
Darren Collison,31.2,IND,Point,116,70,-1.9%,9,+5.3%,83,-3.1%,28,+1.3%,65,-1.8%,8,+3.7%,96,-7.2%,86,-3.5%
Pat Connaughton,25.8,MIL,Wing,294,85,-4.9%,59,-0.9%,16,+3.5%,58,-0.5%,21,+3.0%,73,-0.8%,65,-1.3%,72,-2.1%
DeMarcus Cousins,28.2,GSW,Big,133,73,-2.2%,96,-6.2%,0,+7.7%,59,-0.5%,5,+7.1%,19,+2.2%,83,-3.2%,59,-1.0%
Jae Crowder,28.3,UTA,Big,130,36,+3.1%,99,-9.4%,80,-2.9%,14,+2.4%,53,-0.5%,24,+1.8%,1,+8.1%,1,+9.9%
Seth Curry,28.2,POR,Wing,319,94,-7.7%,63,-1.3%,26,+2.1%,3,+5.1%,4,+7.2%,84,-1.8%,88,-4.1%,93,-5.9%
Stephen Curry,30.6,GSW,Point,845,72,-2.0%,97,-6.6%,53,-0.5%,62,-0.7%,61,-1.2%,37,+1.0%,2,+6.8%,4,+7.8%
DeMar DeRozan,29.2,SAS,Wing,248,9,+7.8%,78,-3.2%,12,+4.0%,48,-0.1%,13,+4.0%,54,+0.0%,59,-0.8%,57,-0.8%
Spencer Dinwiddie,25.6,BKN,Combo,131,82,-3.9%,55,-0.6%,90,-4.5%,46,+0.0%,87,-4.5%,82,-1.6%,3,+6.7%,11,+5.1%
Andre Drummond,25.2,DET,Big,127,0,+22.3%,79,-3.3%,56,-0.9%,11,+3.3%,30,+2.4%,57,-0.0%,38,+1.0%,44,+0.9%
Kevin Durant,30.1,GSW,Forward,441,64,-1.1%,24,+2.7%,98,-6.0%,57,-0.4%,96,-6.3%,78,-1.1%,6,+4.7%,16,+3.6%
Wayne Ellington,30.9,DET,Wing,128,48,+1.3%,73,-2.2%,33,+1.7%,33,+1.0%,25,+2.7%,20,+2.2%,76,-2.6%,53,-0.4%
Joel Embiid,24.6,PHI,Big,334,98,-12.7%,98,-8.1%,4,+4.9%,13,+3.0%,1,+7.9%,32,+1.4%,61,-1.1%,48,+0.2%
James Ennis,28.3,PHI,Wing,224,42,+2.2%,11,+5.0%,93,-5.2%,20,+2.1%,77,-3.0%,61,-0.3%,68,-1.6%,70,-1.9%
Derrick Favors,27.3,UTA,Big,103,89,-5.9%,3,+6.5%,81,-3.0%,54,-0.2%,78,-3.2%,97,-4.5%,33,+1.3%,83,-3.2%
Bryn Forbes,25.3,SAS,Combo,207,71,-2.0%,34,+1.8%,57,-0.9%,56,-0.3%,60,-1.2%,53,+0.1%,57,-0.7%,56,-0.6%
