Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Caron Butler,24.6,LAL,Wing,2730,35,46.6%,91,43%,60,13%,54,32%,50,46%,36,7%,20,5%,18,12%
Rasual Butler,25.4,MIA,Wing,1153,36,46.7%,6,10%,36,11%,78,42%,68,53%,57,10%,77,27%,71,37%
Zarko Cabarkapa,23.4,GSW,Big,448,80,52.5%,33,36%,37,20%,52,24%,39,44%,95,8%,89,12%,91,20%
Marcus Camby,30.6,DEN,Big,2015,44,46.6%,45,40%,14,13%,90,47%,66,59%,70,0%,60,0%,60,1%
Elden Campbell,36.3,DET,Big,329,3,35.5%,32,35%,80,35%,64,30%,79,65%,0,0%,0,0%,0,0%
Brian Cardinal,27.5,MEM,Big,1397,17,42.2%,13,25%,20,14%,69,32%,43,46%,94,8%,93,21%,93,29%
Matt Carroll,24.2,CHA,Wing,406,9,42.5%,22,17%,64,14%,89,49%,88,63%,64,11%,28,9%,39,20%
Anthony Carter,29.4,MIN,Point,673,13,39.2%,89,34%,9,6%,91,54%,78,60%,11,1%,9,4%,9,6%
Vince Carter,27.8,BKN,Wing,2229,79,50.9%,52,27%,93,25%,37,28%,68,53%,10,2%,58,18%,37,20%
Vince Carter,27.8,TOR,Wing,605,20,44.5%,40,23%,89,22%,65,36%,77,58%,18,4%,50,15%,34,19%
Sam Cassell,35.0,MIN,Point,1520,67,48.9%,2,9%,63,14%,100,63%,100,77%,28,2%,26,12%,26,14%
Kelvin Cato,30.2,ORL,Big,1514,84,53.6%,75,59%,30,18%,47,23%,32,41%,0,0%,0,0%,0,0%
Lionel Chalmers,24.0,LAC,Combo,383,23,41.5%,61,27%,42,10%,30,28%,23,38%,35,4%,89,31%,67,35%
Tyson Chandler,22.1,CHI,Big,2164,63,50.0%,84,65%,43,21%,31,14%,20,35%,0,0%,0,0%,0,0%
Calbert Cheaney,33.3,GSW,Wing,926,10,43.1%,42,23%,79,19%,96,57%,100,76%,4,0%,4,0%,4,1%
Josh Childress,21.4,ATL,Wing,2328,50,48.5%,99,64%,22,8%,14,20%,11,28%,27,6%,10,2%,12,8%
Doug Christie,34.5,ORL,Wing,527,2,38.7%,26,18%,23,8%,95,56%,90,64%,55,10%,25,8%,32,18%
Doug Christie,34.5,SAC,Wing,987,14,44.0%,63,29%,7,5%,87,48%,69,53%,46,9%,30,10%,32,18%
Speedy Claxton,26.5,GSW,Point,1500,37,44.6%,80,32%,96,24%,50,34%,70,58%,31,3%,19,7%,17,10%
Speedy Claxton,26.5,NOP,Point,365,7,38.1%,76,31%,91,20%,69,41%,81,61%,9,1%,15,6%,15,7%
Jason Collier,27.1,ATL,Big,927,48,47.3%,29,33%,55,23%,79,40%,76,63%,89,3%,64,1%,84,4%
Jarron Collins,25.9,UTA,Big,948,12,41.7%,52,45%,40,21%,72,35%,59,55%,0,0%,0,0%,0,0%
Jason Collins,25.9,BKN,Big,2541,11,41.6%,39,37%,24,16%,89,46%,72,62%,0,0%,75,1%,71,1%
Nick Collison,24.0,OKC,Big,1362,84,53.4%,93,73%,25,17%,20,9%,10,26%,77,0%,68,1%,71,1%
Brian Cook,23.9,LAL,Big,1021,66,50.4%,6,17%,3,7%,60,28%,19,35%,95,9%,98,39%,97,48%
Jamal Crawford,24.6,NYK,Wing,2667,57,49.1%,16,15%,48,12%,33,28%,31,39%,69,13%,92,32%,86,46%
Austin Croshere,29.5,IND,Forward,1783,13,42.1%,54,35%,15,8%,33,22%,13,30%,61,8%,89,27%,85,35%
Eddy Curry,21.9,CHI,Big,1789,83,53.3%,72,58%,84,37%,11,6%,36,42%,0,0%,0,0%,0,0%
Michael Curry,36.2,IND,Wing,242,33,46.4%,61,29%,18,7%,100,64%,98,71%,0,0%,0,0%,0,0%
Samuel Dalembert,24.5,PHI,Big,1771,80,52.5%,67,54%,72,32%,33,14%,42,46%,0,0%,0,0%,0,0%
Erick Dampier,29.3,DAL,Big,1598,91,55.1%,89,71%,48,22%,15,7%,14,29%,75,0%,58,0%,61,1%
Antonio Daniels,29.6,OKC,Combo,1998,74,48.4%,56,26%,82,19%,37,30%,47,48%,26,3%,60,22%,44,25%
Marquis Daniels,23.8,DAL,Combo,1355,47,44.9%,96,41%,100,33%,12,20%,60,53%,18,2%,12,4%,12,6%
Antonio Davis,36.0,CHI,Big,1825,40,46.0%,43,39%,59,25%,74,36%,69,61%,0,0%,0,0%,0,0%
Baron Davis,25.6,GSW,Point,985,61,48.6%,67,29%,35,11%,2,13%,6,24%,48,5%,94,43%,87,48%
Baron Davis,25.6,NOP,Combo,590,40,44.3%,51,26%,4,5%,25,25%,12,30%,53,7%,95,38%,89,45%
Dale Davis,35.6,GSW,Big,572,16,42.1%,80,62%,73,32%,14,7%,27,38%,0,0%,0,0%,0,0%
Dale Davis,35.6,IND,Big,726,85,53.6%,86,69%,46,22%,24,10%,18,31%,0,0%,0,0%,0,0%
Josh Davis,24.2,PHI,Big,293,36,45.8%,47,42%,0,3%,14,7%,1,9%,98,12%,96,36%,98,49%
Ricky Davis,25.1,BOS,Wing,2670,65,50.0%,50,26%,66,14%,81,44%,77,58%,37,7%,26,9%,23,16%
Carlos Delfino,22.2,DET,Wing,438,5,40.4%,86,41%,5,4%,32,27%,14,30%,43,8%,60,20%,55,28%
Tony Delk,30.8,ATL,Combo,1343,68,47.8%,42,22%,56,12%,47,32%,40,44%,46,6%,79,27%,61,33%
Luol Deng,19.5,CHI,Forward,1641,41,46.0%,57,36%,30,13%,72,33%,57,46%,57,7%,48,11%,52,18%
Boris Diaw,22.5,ATL,Wing,1168,16,44.2%,70,31%,76,19%,62,35%,70,53%,33,7%,29,9%,24,16%
Dan Dickau,26.1,NOP,Point,2023,44,46.8%,52,24%,61,14%,35,30%,41,44%,67,8%,70,25%,63,32%
DeSagana Diop,22.8,CLE,Big,237,1,28.9%,14,26%,62,26%,87,45%,92,71%,0,0%,83,3%,80,3%
Vlade Divac,36.7,LAL,Big,127,14,41.9%,89,71%,10,10%,41,19%,15,29%,0,0%,0,0%,0,0%
Juan Dixon,26.1,WAS,Combo,1018,70,47.8%,23,18%,63,14%,60,37%,54,50%,70,10%,56,21%,58,32%
Michael Doleac,27.4,MIA,Big,1138,30,45.2%,9,21%,23,16%,98,64%,97,79%,0,0%,59,0%,57,0%
Keyon Dooling,24.5,MIA,Point,1131,24,43.5%,22,19%,54,13%,83,47%,76,60%,39,4%,46,18%,41,21%
Predrag Drobnjak,29.0,ATL,Big,1416,39,46.0%,15,27%,32,19%,82,42%,67,60%,90,4%,87,9%,88,13%
Chris Duhon,22.2,CHI,Point,2134,39,44.8%,63,27%,39,11%,0,8%,0,20%,76,8%,96,45%,94,54%
Tim Duncan,28.5,SAS,Big,2192,63,49.9%,27,33%,95,42%,50,24%,81,66%,67,0%,72,1%,67,1%
Mike Dunleavy,24.1,GSW,Forward,2553,76,51.2%,24,27%,35,13%,57,29%,39,42%,65,9%,80,21%,78,30%
Ronald Dupree,23.8,DET,Wing,402,51,48.6%,97,60%,26,8%,44,29%,27,38%,6,1%,6,1%,5,2%
Howard Eisley,31.9,UTA,Combo,1356,33,43.1%,28,19%,12,7%,86,50%,70,56%,14,2%,61,22%,40,24%
Obinna Ekezie,29.2,ATL,Big,719,21,43.4%,45,40%,82,35%,51,24%,65,59%,0,0%,65,1%,61,1%
Francisco Elson,28.7,DEN,Big,882,46,47.0%,47,42%,22,15%,84,43%,64,58%,0,0%,0,0%,0,0%
Melvin Ely,26.5,CHA,Big,1621,19,43.0%,28,33%,99,55%,26,12%,83,67%,0,0%,0,0%,0,0%
Maurice Evans,26.0,SAC,Wing,1150,77,50.8%,81,38%,74,17%,19,22%,30,39%,82,16%,24,7%,45,23%
Reggie Evans,24.5,OKC,Big,1874,52,47.8%,95,77%,29,18%,5,4%,6,22%,0,0%,74,1%,66,1%
Michael Finley,31.7,DAL,Wing,2358,60,49.5%,5,9%,77,19%,77,42%,84,61%,51,9%,63,21%,59,31%
Derek Fisher,30.2,GSW,Combo,2196,58,46.6%,11,13%,26,9%,74,41%,51,49%,79,13%,70,25%,75,38%
Marcus Fizer,26.2,MIL,Big,833,24,44.4%,19,30%,78,34%,73,35%,86,69%,79,0%,77,1%,78,2%
Danny Fortson,28.6,OKC,Big,1039,79,52.5%,100,93%,3,7%,0,0%,0,7%,0,0%,0,0%,0,0%
Jeff Foster,27.8,IND,Big,1593,77,52.2%,91,72%,11,11%,37,17%,11,27%,78,0%,60,0%,64,1%
Adonal Foyle,29.7,GSW,Big,1687,64,50.2%,68,55%,85,37%,17,8%,40,45%,0,0%,0,0%,0,0%
Richie Frahm,27.2,POR,Wing,466,86,51.9%,32,19%,1,3%,14,20%,5,23%,96,28%,85,30%,95,57%
Steve Francis,27.7,ORL,Combo,2963,39,44.1%,75,33%,53,12%,77,46%,79,58%,16,2%,16,7%,14,9%
Matt Freije,23.1,NOP,Forward,426,2,36.7%,2,11%,26,12%,78,36%,61,48%,80,11%,93,31%,89,42%
Dan Gadzuric,26.7,MIL,Big,1770,88,53.9%,97,78%,33,19%,3,2%,5,22%,0,0%,0,0%,0,0%
Alex Garcia,24.7,NOP,Combo,145,14,39.4%,89,38%,5,6%,16,21%,11,27%,82,13%,54,21%,63,35%
Kevin Garnett,28.5,MIN,Big,3114,67,50.5%,17,29%,83,36%,70,33%,89,70%,0,0%,80,2%,79,2%
Pat Garrity,28.2,ORL,Big,901,55,48.8%,1,10%,5,7%,71,34%,34,42%,97,10%,97,39%,98,49%
Pau Gasol,24.3,MEM,Big,1776,75,51.5%,57,47%,93,40%,27,12%,52,53%,76,0%,67,1%,70,1%
Devean George,27.2,LAL,Wing,302,54,49.0%,7,10%,41,11%,23,24%,23,35%,95,23%,91,32%,95,55%
Eddie Gill,26.2,IND,Combo,941,30,42.8%,26,19%,39,10%,19,23%,18,33%,93,20%,82,29%,93,48%
Kendall Gill,36.4,MIL,Wing,271,15,44.1%,62,29%,23,8%,92,51%,81,59%,50,9%,12,3%,19,12%
Manu Ginobili,27.3,SAS,Wing,2187,91,53.8%,89,42%,70,16%,1,9%,7,25%,66,12%,61,21%,62,33%
Gordan Giricek,27.4,UTA,Wing,1599,45,48.1%,39,23%,69,16%,85,45%,85,61%,32,7%,32,10%,25,17%
Anthony Goldwire,33.2,MIL,Point,430,94,55.3%,13,15%,7,6%,4,16%,4,22%,87,13%,98,50%,98,63%
Drew Gooden,23.1,CLE,Big,2507,58,49.4%,44,40%,82,35%,45,22%,63,57%,81,1%,82,2%,82,3%
Ben Gordon,21.6,CHI,Wing,1979,48,48.3%,24,17%,77,19%,57,33%,66,52%,50,9%,64,22%,60,31%
Brian Grant,32.7,LAL,Big,1133,54,48.5%,51,45%,14,12%,86,44%,59,55%,0,0%,0,0%,0,0%
Willie Green,23.3,PHI,Combo,1015,21,40.9%,70,30%,65,14%,49,32%,42,46%,39,5%,53,20%,42,25%
Adrian Griffin,30.3,CHI,Wing,619,1,37.1%,41,23%,84,21%,91,51%,99,72%,11,2%,13,3%,10,5%
Eddie Griffin,22.4,MIN,Big,1456,36,45.8%,11,23%,45,21%,37,17%,26,38%,84,1%,97,38%,95,39%
Tom Gugliotta,34.9,ATL,Big,746,32,45.3%,3,16%,20,15%,96,57%,94,72%,89,3%,87,9%,87,12%
Tom Gugliotta,34.9,BOS,Big,189,0,25.0%,7,19%,9,9%,100,72%,98,81%,0,0%,0,0%,0,0%
Darvin Ham,31.3,DET,Forward,218,52,48.4%,100,71%,4,6%,35,23%,9,29%,0,0%,0,0%,0,0%
Richard Hamilton,26.7,DET,Wing,2928,30,45.7%,51,26%,95,25%,72,39%,91,64%,24,5%,19,4%,14,10%
Zendon Hamilton,29.5,MIL,Big,136,1,31.0%,91,72%,18,14%,32,14%,13,28%,0,0%,0,0%,0,0%
Ben Handlogten,31.0,UTA,Big,266,74,51.4%,83,64%,28,18%,39,18%,22,36%,0,0%,0,0%,0,0%
Anfernee Hardaway,33.3,NYK,Wing,883,23,45.1%,20,16%,83,21%,82,44%,93,64%,26,5%,48,14%,36,20%
Matt Harpring,28.4,UTA,Wing,2543,58,49.2%,93,46%,62,14%,64,36%,58,49%,12,2%,11,2%,9,5%
Al Harrington,24.7,ATL,Forward,2533,43,47.1%,89,45%,76,22%,50,26%,63,48%,33,3%,26,4%,24,7%
Junior Harrington,24.1,NOP,Combo,520,9,38.0%,58,26%,19,8%,95,56%,89,63%,12,2%,19,8%,16,10%
Othella Harrington,30.8,CHI,Big,1233,73,51.3%,20,30%,97,46%,49,24%,90,70%,0,0%,0,0%,0,0%
Devin Harris,21.7,DAL,Combo,1095,86,49.9%,82,35%,51,11%,11,19%,14,30%,61,8%,75,26%,65,35%
Lucious Harris,33.9,CLE,Wing,1058,11,43.1%,14,14%,25,8%,95,56%,92,64%,65,12%,32,10%,42,21%
David Harrison,22.2,IND,Big,722,95,57.7%,71,57%,76,33%,22,10%,37,43%,0,0%,0,0%,0,0%
Jason Hart,26.5,CHA,Combo,1842,72,48.3%,32,20%,72,14%,88,50%,91,65%,28,3%,25,12%,21,15%
Udonis Haslem,24.4,MIA,Big,2671,90,54.2%,62,50%,10,10%,80,40%,47,50%,0,0%,0,0%,0,0%
Trenton Hassell,25.7,MIN,Wing,2054,46,48.1%,72,31%,91,24%,84,44%,95,68%,0,0%,5,1%,3,1%
Jarvis Hayes,23.2,WAS,Forward,1542,22,42.9%,11,16%,78,22%,83,40%,89,62%,52,7%,65,16%,67,23%
Brendan Haywood,24.9,WAS,Big,1862,94,56.0%,75,59%,90,39%,3,3%,33,41%,0,0%,0,0%,0,0%
Alan Henderson,31.9,DAL,Big,1127,78,52.3%,87,69%,61,26%,9,5%,17,31%,0,0%,0,0%,0,0%
Nene Hilario,22.1,DEN,Big,1283,68,50.5%,79,61%,41,21%,39,18%,28,38%,74,0%,0,0%,55,0%
Grant Hill,32.1,ORL,Wing,2334,82,51.2%,56,28%,86,22%,90,50%,97,71%,5,0%,5,1%,5,1%
Kirk Hinrich,23.8,CHI,Combo,2789,60,46.7%,16,16%,61,13%,54,35%,49,48%,42,6%,88,30%,70,36%
Fred Hoiberg,32.0,MIN,Wing,1229,100,62.0%,17,15%,10,6%,42,29%,22,34%,77,15%,97,36%,92,51%
Robert Horry,34.2,SAS,Big,1359,55,49.0%,17,28%,25,16%,42,19%,21,36%,96,10%,95,26%,95,36%
Eddie House,26.5,CHA,Combo,290,89,50.8%,4,8%,70,14%,98,56%,98,70%,61,8%,28,13%,32,21%
Eddie House,26.5,SAC,Combo,501,95,52.7%,5,10%,7,6%,91,55%,86,61%,81,13%,40,16%,53,29%
Allan Houston,33.5,NYK,Wing,529,65,50.0%,1,2%,42,11%,86,48%,80,59%,78,15%,68,23%,74,38%
Dwight Howard,18.9,ORL,Big,2650,76,51.9%,81,62%,71,31%,16,7%,25,38%,0,0%,54,0%,49,0%
Josh Howard,24.5,DAL,Forward,2429,65,50.1%,72,41%,67,20%,46,24%,48,44%,41,4%,43,10%,41,14%
Juwan Howard,31.7,HOU,Big,1617,29,45.0%,6,18%,86,37%,87,45%,98,82%,0,0%,56,0%,52,0%
Troy Hudson,28.6,MIN,Point,1731,54,47.5%,9,14%,24,9%,65,39%,50,48%,43,4%,81,34%,76,39%
Larry Hughes,25.8,WAS,Combo,2348,51,45.7%,65,27%,84,19%,53,35%,61,54%,32,4%,33,15%,28,19%
Ryan Humphrey,25.3,MEM,Big,298,10,41.5%,74,59%,39,20%,44,20%,30,40%,0,0%,76,1%,72,1%
Kris Humphries,19.7,UTA,Forward,800,4,39.7%,70,41%,91,26%,65,32%,83,58%,9,1%,11,0%,7,1%
Brandon Hunter,23.9,ORL,Big,172,87,53.8%,73,58%,90,38%,6,4%,35,42%,0,0%,0,0%,0,0%
Lindsey Hunter,33.9,DET,Combo,1090,11,39.2%,77,34%,18,8%,42,31%,26,38%,61,8%,51,19%,47,27%
Steven Hunter,23.0,PHX,Big,1011,99,61.7%,98,79%,36,20%,2,1%,5,21%,0,0%,0,0%,0,0%
Andre Iguodala,20.8,PHI,Wing,2654,92,53.8%,94,47%,58,13%,8,15%,9,27%,73,14%,36,12%,50,25%
Zydrunas Ilgauskas,29.4,CLE,Big,2598,47,47.1%,56,46%,59,25%,60,28%,54,53%,0,0%,61,0%,59,0%
Allen Iverson,29.4,PHI,Point,3171,43,45.5%,81,32%,76,17%,46,33%,54,50%,20,2%,43,16%,31,18%
Royal Ivey,22.9,ATL,Point,784,31,43.9%,85,33%,98,27%,57,37%,89,64%,6,1%,0,2%,0,3%
Bobby Jackson,31.6,SAC,Combo,510,84,49.4%,53,26%,21,8%,39,30%,25,38%,74,12%,67,24%,72,36%
Jermaine Jackson,28.4,NYK,Point,216,93,53.3%,87,33%,30,10%,89,53%,87,63%,0,0%,6,3%,4,3%
Jim Jackson,34.1,HOU,Wing,993,84,51.6%,5,9%,47,12%,39,28%,33,40%,95,25%,74,27%,93,52%
Jim Jackson,34.1,PHX,Combo,968,98,53.8%,2,8%,35,9%,51,34%,37,43%,96,24%,68,25%,95,49%
Marc Jackson,29.8,PHI,Big,1943,44,46.5%,51,45%,56,24%,67,31%,58,55%,68,0%,52,0%,56,0%
Stephen Jackson,26.6,IND,Wing,1776,37,46.8%,49,26%,63,14%,28,26%,32,40%,61,11%,68,23%,67,34%
Casey Jacobsen,23.6,NOP,Combo,995,49,45.6%,93,39%,32,9%,9,16%,9,26%,75,12%,63,23%,68,36%
Casey Jacobsen,23.6,PHX,Combo,700,93,51.8%,46,23%,33,9%,2,10%,2,19%,100,34%,65,24%,98,58%
Jerome James,29.0,OKC,Big,1321,70,50.9%,35,36%,98,55%,18,9%,77,63%,0,0%,68,1%,62,1%
LeBron James,19.8,CLE,Wing,3375,77,50.6%,76,33%,72,17%,52,32%,55,49%,15,4%,49,14%,31,18%
Mike James,29.4,HOU,Combo,671,91,51.3%,47,25%,47,11%,33,28%,28,39%,89,17%,49,19%,74,36%
Mike James,29.4,MIL,Point,1117,85,51.4%,65,27%,52,13%,33,30%,37,42%,72,8%,63,23%,61,31%
Antawn Jamison,28.4,WAS,Wing,2605,39,46.9%,43,23%,97,27%,55,33%,82,60%,20,4%,41,13%,28,17%
Marko Jaric,25.9,LAC,Combo,1649,65,47.6%,54,26%,9,6%,56,35%,35,41%,21,3%,84,30%,60,33%
Al Jefferson,19.8,BOS,Big,991,86,53.8%,77,59%,81,35%,10,6%,29,40%,76,0%,0,0%,56,0%
Richard Jefferson,24.4,BKN,Wing,1360,22,45.0%,67,30%,67,14%,74,41%,73,55%,28,6%,33,10%,22,15%
Jared Jeffries,22.9,WAS,Forward,1983,54,48.5%,96,59%,70,21%,2,9%,15,30%,30,3%,39,8%,33,11%
Anthony Johnson,30.1,IND,Point,1719,65,48.9%,41,21%,93,22%,48,33%,69,55%,74,8%,41,15%,43,23%
DerMarr Johnson,24.5,DEN,Wing,1154,95,55.8%,90,42%,13,7%,6,12%,2,18%,93,22%,57,18%,77,40%
Ervin Johnson,36.9,MIN,Big,390,89,54.0%,88,70%,57,24%,11,6%,16,30%,0,0%,0,0%,0,0%
Joe Johnson,23.3,PHX,Wing,3202,93,53.9%,28,19%,81,20%,50,31%,62,51%,87,17%,43,13%,59,31%
