Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,22.0,DET,Wing,755,86,-2.2%,67,-1.1%,17,+1.4%,50,-0.1%,32,+1.4%,34,+0.5%,67,-0.7%,55,-0.3%
Blake Ahearn,23.4,MIA,Point,156,96,-4.8%,2,+5.3%,29,+0.7%,58,-0.6%,47,+0.2%,37,+0.4%,100,-5.8%,99,-5.4%
LaMarcus Aldridge,22.3,POR,Big,2637,27,+1.1%,30,+1.3%,34,+0.6%,19,+2.3%,15,+2.9%,82,-0.9%,95,-3.2%,95,-4.1%
Malik Allen,29.3,NJN,Big,719,19,+1.6%,98,-5.7%,49,-0.0%,3,+5.1%,3,+5.1%,68,-0.4%,35,+1.0%,43,+0.6%
Malik Allen,29.3,DAL,Big,313,78,-1.7%,49,+0.1%,99,-4.1%,41,+0.5%,86,-3.5%,18,+1.0%,12,+2.5%,12,+3.5%
Ray Allen,32.3,BOS,Wing,2609,20,+1.6%,36,+0.8%,53,-0.2%,19,+2.5%,21,+2.3%,81,-0.9%,88,-2.2%,90,-3.1%
Tony Allen,25.8,BOS,Wing,1239,70,-1.1%,61,-0.7%,13,+1.8%,81,-2.3%,55,-0.6%,27,+0.7%,43,+0.6%,36,+1.3%
Rafer Alston,31.3,HOU,Point,2520,49,-0.0%,15,+2.4%,92,-2.6%,77,-2.0%,93,-4.6%,16,+1.0%,31,+1.2%,23,+2.3%
Derek Anderson,33.3,CHA,Wing,336,58,-0.5%,18,+2.1%,72,-1.0%,41,+0.5%,55,-0.5%,69,-0.5%,73,-1.1%,75,-1.6%
Carmelo Anthony,23.4,DEN,Forward,2791,8,+2.9%,42,+0.4%,53,-0.1%,25,+1.7%,29,+1.6%,99,-2.3%,48,+0.3%,80,-2.0%
Joel Anthony,25.2,MIA,Big,461,75,-1.5%,10,+2.9%,8,+2.2%,100,-8.0%,96,-5.8%,17,+1.0%,20,+1.9%,16,+2.9%
Gilbert Arenas,25.8,WAS,Combo,423,80,-1.8%,86,-2.8%,76,-1.2%,51,-0.1%,64,-1.3%,79,-0.8%,2,+4.9%,8,+4.1%
Trevor Ariza,22.3,LAL,Wing,385,24,+1.2%,27,+1.5%,91,-2.4%,53,-0.3%,81,-2.7%,24,+0.8%,45,+0.4%,37,+1.2%
Darrell Armstrong,39.4,NJN,Combo,505,72,-1.2%,54,-0.3%,46,+0.2%,69,-1.5%,65,-1.3%,12,+1.3%,48,+0.3%,32,+1.6%
Hilton Armstrong,22.9,NOH,Big,663,26,+1.1%,14,+2.4%,97,-3.4%,54,-0.3%,87,-3.7%,86,-1.1%,13,+2.4%,36,+1.3%
Carlos Arroyo,28.3,ORL,Point,1216,15,+1.9%,51,-0.0%,3,+3.0%,81,-2.4%,40,+0.6%,42,+0.2%,68,-0.8%,59,-0.6%
Chucky Atkins,33.2,DEN,Combo,293,63,-0.7%,39,+0.6%,80,-1.5%,97,-5.4%,99,-6.9%,1,+3.5%,10,+2.8%,2,+6.3%
James Augustine,23.7,ORL,Big,106,10,+2.5%,77,-1.8%,76,-1.2%,25,+1.8%,42,+0.6%,54,-0.1%,29,+1.3%,37,+1.2%
Kelenna Azubuike,23.9,GSW,Wing,1680,39,+0.5%,64,-0.9%,33,+0.6%,76,-2.0%,65,-1.4%,31,+0.6%,23,+1.7%,22,+2.3%
Renaldo Balkman,23.3,NYK,Forward,895,94,-3.7%,56,-0.4%,87,-2.0%,70,-1.5%,86,-3.5%,35,+0.4%,6,+3.5%,9,+4.0%
Marcus Banks,25.9,PHX,Combo,240,22,+1.3%,82,-2.3%,70,-0.9%,92,-3.7%,93,-4.6%,14,+1.2%,1,+5.8%,1,+6.9%
Marcus Banks,25.9,MIA,Combo,239,9,+2.7%,63,-0.9%,100,-4.6%,10,+3.8%,59,-0.9%,68,-0.4%,16,+2.2%,30,+1.7%
Leandro Barbosa,24.9,PHX,Combo,2347,10,+2.5%,12,+2.6%,84,-1.8%,76,-1.9%,87,-3.7%,27,+0.7%,47,+0.3%,38,+1.0%
J.J. Barea,23.3,DAL,Point,414,60,-0.6%,72,-1.4%,2,+3.7%,91,-3.7%,48,+0.0%,46,+0.1%,28,+1.3%,35,+1.4%
Andrea Bargnani,22.0,TOR,Big,1827,20,+1.5%,24,+1.7%,29,+0.8%,42,+0.4%,33,+1.2%,17,+1.0%,97,-3.8%,88,-2.8%
Matt Barnes,27.6,GSW,Forward,1360,28,+1.0%,14,+2.4%,59,-0.4%,90,-3.5%,89,-3.9%,64,-0.4%,21,+1.8%,33,+1.5%
Earl Barron,26.2,MIA,Big,852,21,+1.4%,35,+0.8%,53,-0.2%,37,+0.7%,41,+0.6%,85,-1.0%,59,-0.4%,71,-1.4%
Brent Barry,35.8,SAS,Wing,520,2,+4.2%,34,+1.0%,4,+2.8%,97,-5.8%,83,-3.0%,26,+0.7%,31,+1.2%,26,+2.0%
Brandon Bass,22.5,DAL,Big,1508,16,+1.8%,16,+2.3%,52,-0.1%,75,-1.8%,73,-1.9%,78,-0.8%,45,+0.5%,56,-0.3%
Shane Battier,29.1,HOU,Forward,2901,62,-0.7%,16,+2.2%,97,-3.4%,28,+1.6%,71,-1.8%,70,-0.6%,50,+0.2%,58,-0.4%
Marco Belinelli,21.6,GSW,Wing,173,26,+1.1%,30,+1.2%,43,+0.2%,57,-0.6%,53,-0.3%,32,+0.5%,76,-1.4%,62,-0.8%
Charlie Bell,28.6,MIL,Combo,1522,71,-1.1%,8,+3.2%,79,-1.3%,92,-4.0%,95,-5.3%,24,+0.8%,29,+1.3%,25,+2.1%
Raja Bell,31.1,PHX,Wing,2633,86,-2.2%,66,-1.1%,13,+1.8%,46,+0.2%,24,+2.0%,63,-0.3%,65,-0.6%,64,-0.9%
Mike Bibby,29.5,SAC,Point,469,8,+2.9%,86,-2.8%,28,+0.8%,16,+2.9%,10,+3.7%,92,-1.4%,45,+0.5%,63,-0.9%
Mike Bibby,29.5,ATL,Point,1098,74,-1.5%,96,-4.4%,72,-1.0%,3,+5.0%,9,+4.0%,60,-0.2%,41,+0.7%,45,+0.5%
Andris Biedrins,21.6,GSW,Big,2072,84,-2.1%,80,-2.1%,60,-0.5%,2,+5.4%,3,+5.0%,55,-0.1%,92,-2.8%,89,-2.9%
Chauncey Billups,31.1,DET,Point,2519,9,+2.6%,66,-1.1%,14,+1.7%,12,+3.3%,3,+4.9%,85,-1.0%,93,-2.9%,94,-3.9%
Steve Blake,27.7,POR,Point,2415,25,+1.1%,6,+3.4%,22,+1.0%,29,+1.5%,19,+2.5%,93,-1.5%,99,-4.5%,100,-5.9%
Andray Blatche,21.2,WAS,Big,1579,19,+1.6%,17,+2.2%,61,-0.5%,91,-3.6%,90,-4.1%,29,+0.7%,32,+1.2%,27,+1.8%
Mark Blount,31.9,MIA,Big,1503,65,-0.8%,84,-2.5%,18,+1.3%,13,+3.1%,6,+4.4%,70,-0.6%,75,-1.3%,78,-1.9%
Keith Bogans,27.5,ORL,Wing,2167,66,-0.9%,68,-1.2%,39,+0.3%,79,-2.2%,71,-1.8%,39,+0.3%,11,+2.7%,15,+3.0%
Andrew Bogut,22.9,MIL,Big,2697,23,+1.3%,59,-0.6%,55,-0.2%,39,+0.6%,44,+0.4%,23,+0.8%,64,-0.6%,47,+0.2%
Matt Bonner,27.6,SAS,Big,748,70,-1.1%,74,-1.6%,3,+3.1%,71,-1.5%,30,+1.5%,76,-0.7%,39,+0.8%,49,+0.1%
Josh Boone,22.9,NJN,Big,1737,27,+1.1%,1,+5.7%,10,+2.0%,99,-6.5%,92,-4.5%,22,+0.8%,85,-2.0%,68,-1.2%
Calvin Booth,31.5,PHI,Big,200,91,-2.9%,53,-0.2%,79,-1.3%,31,+1.3%,50,-0.1%,15,+1.2%,69,-0.9%,47,+0.3%
Carlos Boozer,25.9,UTA,Big,2820,9,+2.8%,5,+3.5%,53,-0.1%,63,-1.0%,62,-1.1%,89,-1.2%,73,-1.2%,83,-2.4%
Chris Bosh,23.6,TOR,Big,2416,78,-1.7%,84,-2.5%,3,+3.0%,55,-0.4%,16,+2.7%,91,-1.3%,33,+1.2%,53,-0.1%
Bruce Bowen,36.4,SAS,Wing,2434,67,-0.9%,7,+3.3%,64,-0.7%,57,-0.6%,63,-1.2%,59,-0.2%,82,-1.8%,81,-2.1%
Ryan Bowen,31.9,NOH,Forward,600,87,-2.3%,81,-2.1%,69,-0.8%,13,+3.1%,21,+2.3%,78,-0.8%,42,+0.7%,53,-0.1%
Earl Boykins,31.4,CHA,Point,535,26,+1.1%,49,+0.1%,81,-1.5%,50,-0.0%,67,-1.6%,78,-0.8%,15,+2.3%,34,+1.5%
Elton Brand,28.6,LAC,Big,270,44,+0.2%,93,-4.0%,44,+0.2%,36,+0.9%,35,+1.1%,29,+0.6%,16,+2.2%,16,+2.9%
Corey Brewer,21.7,MIN,Wing,1757,48,+0.0%,87,-2.9%,52,-0.1%,13,+3.1%,14,+3.0%,61,-0.3%,49,+0.2%,51,-0.1%
Ronnie Brewer,22.6,UTA,Wing,2078,3,+3.7%,3,+4.0%,43,+0.2%,69,-1.5%,63,-1.2%,63,-0.3%,90,-2.5%,87,-2.8%
Primoz Brezec,28.1,CHA,Big,264,5,+3.3%,40,+0.6%,81,-1.6%,5,+4.6%,14,+3.0%,66,-0.4%,94,-3.2%,93,-3.6%
Aaron Brooks,22.8,HOU,Point,520,16,+1.8%,71,-1.3%,39,+0.4%,78,-2.1%,69,-1.7%,21,+0.8%,16,+2.2%,14,+3.1%
Andre Brown,26.5,MEM,Big,227,7,+3.0%,24,+1.7%,79,-1.5%,87,-3.1%,93,-4.6%,72,-0.6%,6,+3.5%,16,+2.9%
Devin Brown,28.8,CLE,Wing,1728,46,+0.1%,27,+1.4%,88,-2.1%,38,+0.7%,66,-1.5%,44,+0.2%,56,-0.2%,50,+0.0%
Kwame Brown,25.6,LAL,Big,488,47,+0.1%,53,-0.3%,47,+0.1%,29,+1.4%,31,+1.5%,85,-1.0%,57,-0.2%,69,-1.2%
Kwame Brown,25.6,MEM,Big,150,51,-0.2%,82,-2.3%,46,+0.2%,15,+3.0%,12,+3.2%,29,+0.6%,79,-1.6%,64,-0.9%
P.J. Brown,38.0,BOS,Big,167,14,+1.9%,92,-3.9%,23,+1.0%,38,+0.7%,28,+1.7%,79,-0.8%,9,+3.0%,24,+2.2%
Shannon Brown,21.9,CLE,Wing,189,17,+1.8%,14,+2.4%,99,-4.1%,9,+3.8%,54,-0.4%,89,-1.2%,68,-0.9%,81,-2.1%
Kobe Bryant,29.2,LAL,Wing,3187,63,-0.7%,83,-2.4%,9,+2.1%,58,-0.6%,31,+1.5%,54,-0.1%,35,+1.0%,40,+1.0%
Greg Buckner,31.1,MIN,Combo,511,1,+4.4%,17,+2.2%,68,-0.8%,94,-4.3%,94,-5.1%,34,+0.5%,13,+2.4%,16,+2.9%
Caron Butler,27.6,WAS,Wing,2306,36,+0.6%,44,+0.4%,63,-0.7%,31,+1.2%,42,+0.6%,57,-0.2%,67,-0.8%,64,-1.0%
Rasual Butler,28.4,NOH,Wing,821,95,-4.6%,15,+2.3%,60,-0.5%,35,+0.9%,44,+0.4%,84,-1.0%,82,-1.8%,87,-2.8%
Andrew Bynum,20.0,LAL,Big,981,71,-1.1%,62,-0.8%,21,+1.1%,28,+1.6%,16,+2.6%,87,-1.1%,66,-0.7%,78,-1.8%
Jose Calderon,26.1,TOR,Point,2434,3,+3.9%,7,+3.3%,66,-0.8%,74,-1.8%,79,-2.5%,53,-0.0%,66,-0.7%,61,-0.8%
Marcus Camby,33.6,DEN,Big,2751,33,+0.8%,55,-0.3%,90,-2.3%,5,+4.6%,20,+2.4%,88,-1.2%,69,-0.9%,81,-2.0%
Brian Cardinal,30.5,MEM,Forward,350,84,-2.1%,90,-3.5%,81,-1.6%,39,+0.6%,59,-0.9%,6,+1.8%,12,+2.5%,7,+4.4%
Rodney Carney,23.6,PHI,Forward,940,37,+0.6%,7,+3.4%,74,-1.1%,81,-2.4%,85,-3.5%,45,+0.1%,54,-0.0%,48,+0.1%
Matt Carroll,27.2,CHA,Wing,1924,79,-1.7%,49,+0.1%,65,-0.7%,70,-1.5%,76,-2.2%,44,+0.2%,19,+2.0%,25,+2.1%
Anthony Carter,32.4,DEN,Point,1913,21,+1.4%,39,+0.6%,75,-1.1%,21,+2.2%,35,+1.1%,97,-2.0%,46,+0.4%,75,-1.6%
Vince Carter,30.8,NJN,Wing,2939,76,-1.6%,40,+0.6%,51,-0.1%,91,-3.6%,87,-3.7%,18,+0.9%,17,+2.2%,14,+3.1%
Sam Cassell,38.0,LAC,Point,972,8,+2.9%,12,+2.6%,18,+1.3%,70,-1.5%,51,-0.2%,40,+0.3%,92,-2.7%,84,-2.4%
Sam Cassell,38.0,BOS,Combo,265,51,-0.2%,92,-3.7%,34,+0.6%,11,+3.3%,9,+3.9%,95,-1.8%,24,+1.6%,54,-0.2%
Tyson Chandler,25.1,NOH,Big,2775,32,+0.8%,81,-2.2%,5,+2.7%,18,+2.6%,3,+5.3%,16,+1.0%,98,-4.2%,92,-3.2%
Wilson Chandler,20.5,NYK,Forward,646,61,-0.6%,56,-0.5%,68,-0.8%,72,-1.6%,77,-2.4%,8,+1.6%,29,+1.3%,17,+2.9%
Josh Childress,24.4,ATL,Wing,2208,40,+0.5%,4,+4.0%,93,-2.7%,86,-2.9%,96,-5.7%,22,+0.8%,37,+0.8%,31,+1.7%
Jarron Collins,28.9,UTA,Big,616,65,-0.8%,91,-3.6%,46,+0.1%,7,+4.1%,8,+4.2%,72,-0.6%,52,+0.1%,59,-0.6%
Jason Collins,28.9,NJN,Big,677,19,+1.6%,100,-9.7%,52,-0.1%,0,+9.8%,0,+9.7%,55,-0.1%,50,+0.1%,50,+0.0%
Jason Collins,28.9,MEM,Big,482,88,-2.5%,92,-3.7%,30,+0.7%,39,+0.7%,31,+1.4%,56,-0.2%,12,+2.5%,21,+2.4%
Mardy Collins,23.2,NYK,Wing,579,86,-2.3%,5,+3.7%,97,-3.1%,89,-3.4%,98,-6.5%,28,+0.7%,18,+2.1%,18,+2.8%
Nick Collison,27.0,SEA,Big,2213,25,+1.2%,60,-0.7%,42,+0.3%,36,+0.8%,36,+1.0%,83,-0.9%,43,+0.6%,57,-0.4%
Mike Conley,20.1,MEM,Point,1354,2,+4.0%,55,-0.4%,27,+0.9%,63,-1.0%,51,-0.1%,35,+0.4%,52,+0.1%,44,+0.5%
Brian Cook,26.9,ORL,Big,536,39,+0.5%,82,-2.2%,17,+1.4%,42,+0.4%,27,+1.8%,61,-0.3%,42,+0.7%,45,+0.4%
Daequan Cook,20.5,MIA,Wing,1368,65,-0.8%,28,+1.3%,23,+1.0%,85,-2.8%,71,-1.9%,31,+0.6%,54,-0.1%,44,+0.5%
Jamal Crawford,27.6,NYK,Combo,3166,36,+0.7%,9,+3.0%,20,+1.2%,36,+0.8%,25,+2.0%,92,-1.4%,96,-3.6%,99,-5.0%
Javaris Crittenton,19.8,LAL,Combo,116,71,-1.1%,13,+2.5%,96,-3.1%,10,+3.6%,44,+0.5%,56,-0.1%,93,-2.9%,89,-3.0%
Javaris Crittenton,19.8,MEM,Wing,434,97,-5.3%,55,-0.4%,96,-3.1%,63,-1.1%,91,-4.2%,14,+1.2%,7,+3.4%,5,+4.5%
Austin Croshere,32.5,GSW,Big,390,43,+0.2%,94,-4.1%,9,+2.1%,65,-1.2%,37,+0.9%,3,+2.2%,36,+1.0%,13,+3.2%
Eddy Curry,24.9,NYK,Big,1520,18,+1.7%,20,+2.0%,20,+1.2%,51,-0.1%,34,+1.1%,89,-1.2%,83,-1.8%,90,-3.1%
Samuel Dalembert,27.5,PHI,Big,2716,43,+0.4%,56,-0.4%,10,+2.0%,44,+0.3%,21,+2.3%,47,+0.1%,84,-2.0%,79,-1.9%
Erick Dampier,32.3,DAL,Big,1749,52,-0.2%,85,-2.6%,19,+1.3%,16,+2.8%,8,+4.1%,53,-0.0%,78,-1.5%,72,-1.5%
Antonio Daniels,32.6,WAS,Point,2149,16,+1.8%,66,-1.1%,35,+0.5%,22,+2.1%,16,+2.7%,62,-0.3%,75,-1.3%,74,-1.6%
Marquis Daniels,26.8,IND,Combo,1504,77,-1.7%,63,-0.8%,74,-1.1%,68,-1.5%,79,-2.5%,20,+0.9%,13,+2.5%,12,+3.4%
Jermareo Davidson,23.0,CHA,Big,251,57,-0.4%,1,+6.1%,99,-4.6%,15,+3.0%,68,-1.6%,82,-0.9%,96,-3.6%,97,-4.5%
Baron Davis,28.6,GSW,Point,3183,36,+0.7%,67,-1.1%,28,+0.8%,26,+1.7%,19,+2.5%,75,-0.7%,66,-0.7%,71,-1.4%
Glen Davis,21.8,BOS,Big,815,56,-0.4%,65,-1.0%,78,-1.3%,43,+0.4%,60,-1.0%,6,+1.8%,50,+0.2%,27,+1.9%
Paul Davis,23.3,LAC,Big,182,69,-1.0%,79,-1.9%,19,+1.2%,24,+1.9%,13,+3.1%,96,-1.9%,40,+0.8%,68,-1.2%
Ricky Davis,28.1,MIA,Wing,2933,24,+1.2%,12,+2.7%,78,-1.3%,94,-4.4%,96,-5.7%,10,+1.5%,26,+1.5%,15,+3.0%
Carlos Delfino,25.2,TOR,Wing,1836,28,+1.0%,64,-0.9%,92,-2.6%,65,-1.2%,88,-3.8%,5,+1.9%,10,+2.7%,5,+4.7%
Luol Deng,22.5,CHI,Forward,2120,18,+1.7%,27,+1.5%,18,+1.3%,82,-2.4%,62,-1.1%,44,+0.1%,63,-0.5%,58,-0.4%
Boris Diaw,25.5,PHX,Big,2242,41,+0.5%,15,+2.3%,67,-0.8%,87,-3.1%,89,-3.9%,55,-0.1%,22,+1.7%,32,+1.6%
Yakhouba Diawara,25.2,DEN,Wing,427,95,-3.8%,77,-1.8%,2,+3.8%,32,+1.1%,4,+4.9%,72,-0.6%,90,-2.5%,91,-3.1%
Dan Dickau,29.1,LAC,Point,971,40,+0.5%,96,-4.5%,62,-0.6%,12,+3.3%,16,+2.7%,65,-0.4%,17,+2.2%,28,+1.8%
Travis Diener,25.7,IND,Point,1313,14,+1.9%,47,+0.2%,16,+1.5%,71,-1.5%,49,-0.1%,52,-0.0%,55,-0.1%,53,-0.1%
Ike Diogu,24.1,IND,Big,236,16,+1.8%,2,+4.9%,66,-0.8%,98,-5.9%,98,-6.7%,71,-0.6%,14,+2.3%,30,+1.7%
DeSagana Diop,25.8,DAL,Big,871,76,-1.6%,71,-1.3%,54,-0.2%,29,+1.5%,33,+1.3%,25,+0.8%,67,-0.7%,49,+0.1%
DeSagana Diop,25.8,NJN,Big,386,96,-4.8%,75,-1.7%,17,+1.4%,6,+4.2%,2,+5.6%,57,-0.2%,97,-3.8%,95,-4.0%
Juan Dixon,29.1,TOR,Combo,348,50,-0.1%,82,-2.2%,65,-0.7%,80,-2.3%,83,-3.0%,7,+1.7%,7,+3.5%,4,+5.1%
Juan Dixon,29.1,DET,Point,230,93,-3.3%,4,+3.7%,77,-1.3%,95,-4.8%,98,-6.1%,30,+0.6%,22,+1.8%,20,+2.4%
