Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Steven Adams,28.3,MEM,Big,1997,80,+5.1,+11,90,+6.4,80,+1.9%,38,+0.4%,96,+7.3%,26,-2.0,39,+1.3,31,+1.0%,1,-3.3%,83,-2.7%,97,-5.5
LaMarcus Aldridge,36.3,BKN,Big,1047,57,+0.7,+2,55,+0.1,50,-0.2%,74,-0.8%,18,-2.5%,51,+0.1,55,-0.6,71,-1.2%,4,-2.5%,89,-3.3%,74,-1.6
Justin Anderson,28.0,IND,Forward,260,16,-7.4,-15,43,-1.4,72,+1.3%,78,-1.0%,13,-3.1%,25,-2.0,9,+6.0,7,+3.4%,76,+1.2%,8,+3.9%,97,-5.2
Kyle Anderson,28.1,MEM,Forward,1458,18,-7.0,-16,34,-2.9,43,-0.8%,42,+0.3%,13,-3.1%,42,-0.8,18,+4.1,10,+2.7%,88,+1.9%,62,-0.8%,30,+1.5
Giannis Antetokounmpo,26.9,MIL,Big,2189,94,+10.8,+26,91,+6.5,97,+4.3%,59,-0.3%,16,-2.8%,97,+6.5,82,-4.3,81,-2.1%,13,-1.6%,94,-4.0%,44,+0.5
Thanasis Antetokounmpo,29.3,MIL,Big,359,6,-13.4,-31,24,-4.1,35,-1.3%,13,+1.7%,74,+1.9%,40,-0.8,2,+9.4,3,+4.7%,97,+3.2%,1,+7.4%,10,+4.3
Carmelo Anthony,37.4,LAL,Big,1784,64,+2.0,+5,72,+2.6,62,+0.6%,51,+0.0%,45,-0.3%,91,+4.0,45,+0.6,83,-2.2%,8,-2.0%,49,+0.1%,17,+3.1
Trevor Ariza,36.3,LAL,Forward,453,36,-2.9,-7,44,-1.4,19,-2.5%,82,-1.2%,31,-1.4%,55,+0.4,37,+1.5,60,-0.6%,16,-1.4%,51,-0.1%,61,-0.7
D.J. Augustin,34.0,HOU,Point,507,33,-3.4,-5,65,+1.6,65,+0.8%,60,-0.4%,55,+0.5%,84,+3.0,12,+4.9,26,+1.2%,72,+1.0%,3,+5.1%,36,+1.0
D.J. Augustin,34.0,LAL,Combo,357,25,-4.8,-9,38,-2.4,19,-2.5%,14,+1.6%,72,+1.7%,43,-0.7,29,+2.5,57,-0.5%,11,-1.7%,94,-4.0%,11,+4.0
