Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,25.1,NYK,Big,1141,25,51.9%,19,63%,21,35%,49,33%,19,35%,17,30%,0,25%,23,29%
Steven Adams,31.3,HOU,Big,784,39,54.9%,18,62%,41,40%,0,0%,37,40%,0,0%,0,0%,0,0%
Bam Adebayo,27.3,MIA,Big,2666,27,52.3%,59,70%,50,43%,75,45%,53,44%,86,45%,41,33%,63,37%
Ochai Agbaji,24.5,TOR,Wing,1711,86,59.1%,57,66%,11,31%,75,44%,18,33%,57,40%,75,39%,77,40%
Santi Aldama,23.8,MEM,Big,1634,56,57.7%,76,73%,72,49%,56,35%,69,48%,73,40%,54,36%,63,37%
Nickeil Alexander-Walker,26.2,MIN,Wing,2053,60,55.8%,53,65%,44,40%,69,43%,50,41%,86,47%,34,33%,67,39%
Grayson Allen,29.1,PHX,Wing,1532,90,60.1%,56,66%,17,32%,98,75%,24,34%,90,49%,80,40%,89,43%
Jarrett Allen,26.5,CLE,Big,2292,97,70.8%,93,77%,92,60%,49,33%,94,59%,0,0%,0,0%,0,0%
Jose Alvarado,26.6,NOP,Point,1332,33,49.6%,19,54%,31,40%,27,29%,25,38%,46,36%,52,35%,49,36%
Kyle Anderson,31.1,MIA,Big,444,23,51.6%,25,63%,52,44%,40,25%,42,41%,0,56%,0,14%,67,38%
Kyle Anderson,31.1,GSW,Big,508,18,50.7%,95,78%,32,39%,38,22%,24,37%,52,38%,84,41%,79,39%
Giannis Antetokounmpo,29.9,MIL,Big,2287,75,60.4%,84,75%,40,40%,78,47%,53,44%,0,0%,13,25%,11,24%
Cole Anthony,24.5,ORL,Point,1172,25,48.4%,50,62%,48,43%,50,38%,46,42%,80,44%,24,32%,37,34%
OG Anunoby,27.3,NYK,Forward,2701,69,56.2%,53,65%,35,39%,38,30%,24,35%,53,38%,69,37%,67,38%
Deni Avdija,23.8,POR,Forward,2166,62,55.4%,54,65%,25,36%,72,44%,31,37%,15,31%,79,39%,64,37%
Deandre Ayton,26.3,POR,Big,1205,52,57.3%,81,74%,78,51%,71,44%,70,48%,0,6%,33,31%,6,19%
Marcus Bagley,23.0,PHI,Forward,246,4,43.2%,72,69%,5,20%,6,0%,1,17%,0,29%,0,6%,1,16%
Marvin Bagley,25.6,WAS,Big,115,33,53.8%,59,70%,15,33%,97,100%,26,38%,0,50%,0,0%,0,25%
LaMelo Ball,23.2,CHA,Point,1501,35,49.7%,15,53%,65,45%,52,38%,60,44%,20,32%,43,35%,39,34%
Lonzo Ball,27.0,CHI,Wing,776,37,51.7%,11,55%,48,41%,50,36%,40,39%,46,39%,43,34%,45,35%
