Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jalen Brunson,25.2,DAL,Combo,627,5,0.1%,19,1.0%,67,2.4%,52,2.6%,76,12.2%,0,0.0%,0,0.0%
Reggie Bullock,30.6,DAL,Forward,707,4,0.1%,64,1.4%,64,3.0%,8,1.2%,40,11.9%,0,0.0%,20,5.4%
Jimmy Butler,32.1,MIA,Forward,628,64,1.0%,100,2.4%,96,1.6%,84,6.5%,80,14.6%,0,0.0%,36,12.1%
Jevon Carter,26.1,MIL,Combo,119,0,0.0%,95,3.0%,29,4.1%,67,3.0%,24,8.4%,0,0.0%,0,0.0%
Alex Caruso,27.7,CHI,Combo,113,90,1.9%,67,2.0%,19,4.4%,33,1.6%,33,8.6%,100,0.0%,0,0.0%
Brandon Clarke,25.1,MEM,Big,296,70,1.8%,68,1.2%,84,2.9%,81,11.1%,32,16.1%,0,0.0%,32,14.3%
Jordan Clarkson,29.4,UTA,Combo,170,14,0.3%,10,0.8%,33,3.9%,81,3.6%,29,8.5%,0,0.0%,0,0.0%
Nicolas Claxton,22.5,BKN,Big,126,100,5.6%,92,1.9%,100,1.9%,70,10.1%,38,16.8%,0,0.0%,84,50.0%
John Collins,24.1,ATL,Big,121,3,0.4%,41,0.8%,49,4.3%,0,1.9%,35,16.2%,0,0.0%,84,50.0%
Mike Conley,34.1,UTA,Point,174,62,0.7%,23,1.3%,8,4.7%,23,1.1%,38,10.6%,0,0.0%,0,0.0%
Pat Connaughton,28.8,MIL,Wing,317,54,0.6%,15,0.7%,100,1.8%,8,0.9%,88,14.5%,0,0.0%,0,0.0%
Jae Crowder,31.3,PHX,Forward,377,60,1.0%,72,1.6%,8,5.6%,36,2.5%,72,13.8%,0,0.0%,72,22.2%
Seth Curry,31.2,BKN,Wing,165,88,1.0%,8,0.6%,19,4.8%,27,1.5%,12,7.0%,0,0.0%,0,0.0%
Stephen Curry,33.6,GSW,Point,762,46,0.5%,31,1.5%,69,3.0%,31,1.4%,85,13.4%,85,2.7%,0,0.0%
DeMar DeRozan,32.2,CHI,Forward,203,16,0.3%,84,1.9%,92,2.4%,0,0.4%,52,13.0%,0,0.0%,48,15.4%
Dewayne Dedmon,32.2,MIA,Big,134,41,1.3%,5,0.3%,0,10.4%,73,10.4%,62,21.1%,95,14.3%,46,25.0%
Spencer Dinwiddie,28.6,DAL,Wing,494,58,0.7%,77,1.4%,38,3.5%,38,1.7%,15,7.5%,0,0.0%,69,13.6%
Luka Doncic,22.7,DAL,Point,551,77,0.9%,92,2.2%,54,3.5%,54,2.0%,100,24.4%,0,0.0%,100,50.0%
Kevin Durant,33.1,BKN,Forward,217,56,1.0%,40,1.2%,76,2.7%,4,1.2%,48,12.4%,0,0.0%,32,10.0%
Anthony Edwards,20.2,MIN,Wing,263,92,1.3%,50,1.3%,31,3.8%,12,1.2%,27,8.1%,96,5.6%,77,16.7%
Joel Embiid,27.6,PHI,Big,385,30,1.1%,22,0.5%,62,3.6%,41,6.6%,68,21.4%,0,0.0%,78,42.9%
Dorian Finney-Smith,28.5,DAL,Forward,687,36,0.6%,36,1.2%,52,3.4%,76,4.9%,16,10.3%,96,5.9%,40,12.5%
Danilo Gallinari,33.2,ATL,Forward,181,20,0.3%,0,0.2%,80,2.5%,28,2.3%,76,14.2%,0,0.0%,0,0.0%
Rudy Gobert,29.3,UTA,Big,196,62,1.7%,0,0.2%,57,4.0%,86,11.7%,92,28.8%,0,0.0%,100,77.8%
Aaron Gordon,26.1,DEN,Forward,160,96,2.0%,12,0.5%,68,2.9%,100,11.9%,36,11.8%,0,0.0%,48,15.4%
Danny Green,34.4,PHI,Wing,318,65,0.7%,88,1.7%,50,3.3%,88,3.4%,42,8.9%,0,0.0%,54,9.1%
Draymond Green,31.7,GSW,Big,698,54,1.5%,86,1.6%,30,4.9%,14,3.7%,41,17.1%,76,2.9%,57,30.3%
Jeff Green,35.2,DEN,Big,113,24,0.9%,38,0.8%,95,2.3%,35,6.4%,3,8.7%,0,0.0%,43,22.2%
James Harden,32.2,PHI,Point,478,85,1.0%,15,0.9%,92,2.2%,77,2.7%,54,11.2%,0,0.0%,92,35.3%
Tobias Harris,29.3,PHI,Forward,465,72,1.2%,56,1.3%,56,3.2%,32,2.5%,92,18.0%,0,0.0%,88,28.6%
Jaxson Hayes,21.4,NOP,Big,116,43,1.3%,11,0.4%,16,6.3%,11,3.5%,27,15.6%,0,0.0%,59,33.3%
Tyler Herro,21.8,MIA,Combo,373,62,0.9%,29,1.1%,71,2.4%,48,1.9%,81,12.9%,0,0.0%,95,45.5%
Jrue Holiday,31.4,MIL,Point,462,69,0.8%,54,2.0%,77,2.5%,69,2.5%,62,11.2%,0,0.0%,69,9.1%
Al Horford,35.4,BOS,Big,814,78,2.0%,59,1.0%,78,3.2%,16,4.5%,70,21.5%,73,2.4%,16,10.0%
Danuel House,28.4,UTA,Wing,107,42,0.5%,0,0.0%,73,2.7%,62,2.3%,77,12.6%,0,0.0%,0,0.0%
Kevin Huerter,23.2,ATL,Wing,212,73,0.7%,85,1.5%,15,5.3%,23,1.5%,54,9.4%,0,0.0%,0,0.0%
DeAndre Hunter,23.9,ATL,Forward,233,12,0.2%,24,0.8%,40,4.0%,24,1.9%,8,9.6%,0,0.0%,100,41.7%
Brandon Ingram,24.2,NOP,Forward,304,28,0.3%,16,0.6%,100,1.5%,16,1.8%,84,15.4%,0,0.0%,24,5.6%
Kyrie Irving,29.6,BKN,Combo,212,81,1.2%,62,1.7%,38,3.9%,76,3.5%,38,8.8%,0,0.0%,67,11.1%
Jaren Jackson,22.1,MEM,Big,331,95,4.6%,65,1.1%,19,5.7%,38,6.4%,19,14.2%,92,10.5%,73,40.0%
Cameron Johnson,25.7,PHX,Forward,311,8,0.2%,20,0.7%,28,4.2%,52,3.3%,32,11.6%,0,0.0%,60,16.7%
Nikola Jokic,26.7,DEN,Big,171,57,1.6%,97,2.0%,43,4.5%,76,10.5%,97,29.2%,0,0.0%,97,58.3%
Herbert Jones,23.1,NOP,Forward,292,84,1.5%,76,1.9%,24,4.3%,56,3.6%,0,7.3%,92,5.0%,48,15.4%
Tyus Jones,25.5,MEM,Combo,261,29,0.4%,81,2.2%,95,1.1%,14,1.0%,95,13.3%,95,8.3%,0,0.0%
Maxi Kleber,29.8,DAL,Big,455,73,1.8%,16,0.4%,35,4.7%,8,3.3%,30,15.9%,81,4.5%,49,27.3%
Zach LaVine,26.6,CHI,Wing,152,27,0.3%,23,0.9%,92,2.0%,0,0.0%,85,14.2%,0,0.0%,46,6.7%
Kevon Looney,25.7,GSW,Big,441,32,1.2%,51,0.9%,51,4.2%,95,13.9%,73,21.6%,84,5.3%,49,27.3%
Brook Lopez,33.6,MIL,Big,331,89,2.8%,49,0.8%,81,3.2%,30,6.3%,8,12.4%,100,33.3%,0,0.0%
Kyle Lowry,35.6,MIA,Point,294,92,1.2%,38,1.8%,15,4.2%,15,1.0%,77,13.1%,0,0.0%,54,7.7%
Caleb Martin,26.1,MIA,Forward,169,40,0.6%,80,1.9%,60,3.0%,92,6.7%,44,12.3%,0,0.0%,92,33.3%
Wesley Matthews,35.0,MIL,Wing,344,31,0.4%,46,1.2%,46,3.5%,65,2.6%,8,6.6%,0,0.0%,96,33.3%
Tyrese Maxey,21.0,PHI,Combo,484,10,0.2%,14,0.9%,81,2.1%,24,1.4%,14,7.9%,0,0.0%,0,0.0%
CJ McCollum,30.1,NOP,Combo,311,76,1.2%,0,0.5%,86,1.9%,86,3.6%,90,13.0%,0,0.0%,57,6.7%
Jaden McDaniels,21.1,MIN,Forward,151,100,3.7%,32,1.1%,0,6.4%,72,4.3%,4,7.6%,0,0.0%,80,25.0%
JaVale McGee,33.8,PHX,Big,125,65,1.7%,32,0.7%,5,7.5%,78,10.6%,84,25.9%,97,20.0%,84,50.0%
De'Anthony Melton,23.4,MEM,Combo,151,86,1.7%,90,2.7%,90,1.9%,90,5.4%,86,13.0%,0,0.0%,100,50.0%
Shake Milton,25.1,PHI,Combo,137,71,1.1%,76,2.1%,48,3.4%,43,1.9%,0,5.9%,0,0.0%,67,11.1%
Donovan Mitchell,25.1,UTA,Combo,229,48,0.7%,5,0.8%,62,2.6%,62,2.8%,52,9.8%,0,0.0%,0,0.0%
Ja Morant,22.2,MEM,Point,336,54,0.6%,77,2.1%,85,2.4%,92,3.2%,92,17.8%,92,7.7%,77,10.0%
Monte Morris,26.3,DEN,Point,155,0,0.0%,46,1.9%,23,3.9%,8,0.7%,8,7.9%,0,0.0%,0,0.0%
Trey Murphy III,21.4,NOP,Forward,162,24,0.3%,28,0.8%,84,2.5%,44,3.1%,20,11.1%,0,0.0%,80,25.0%
Larry Nance Jr.,28.8,NOP,Big,164,46,1.3%,46,0.8%,27,5.5%,97,18.1%,49,17.6%,0,0.0%,73,40.0%
Georges Niang,28.4,PHI,Big,194,0,0.0%,35,0.7%,8,7.1%,3,2.6%,0,6.4%,0,0.0%,24,13.3%
Frank Ntilikina,23.3,DAL,Wing,108,38,0.5%,100,3.5%,4,6.6%,42,1.8%,19,7.5%,0,0.0%,73,14.3%
Royce O'Neale,28.4,UTA,Wing,188,15,0.3%,19,0.7%,54,3.2%,85,3.4%,100,16.9%,0,0.0%,77,16.7%
Onyeka Okongwu,20.9,ATL,Big,153,51,1.4%,84,1.5%,14,6.6%,57,8.6%,46,17.4%,0,0.0%,54,28.6%
Victor Oladipo,29.5,MIA,Combo,345,33,0.7%,86,2.4%,52,3.4%,19,1.2%,100,14.1%,0,0.0%,0,0.0%
Chris Paul,36.5,PHX,Point,441,15,0.2%,62,2.0%,46,3.6%,46,1.9%,46,10.9%,0,0.0%,54,7.7%
Cameron Payne,27.2,PHX,Combo,151,24,0.4%,71,2.0%,0,6.1%,5,0.7%,48,9.4%,0,0.0%,90,22.2%
Gary Payton II,28.9,GSW,Combo,189,95,2.0%,100,3.3%,10,4.8%,95,7.5%,67,10.1%,0,0.0%,0,0.0%
Jordan Poole,22.4,GSW,Combo,588,38,0.7%,33,1.3%,14,4.4%,38,1.7%,19,8.0%,86,3.1%,52,5.6%
Otto Porter,28.4,GSW,Forward,370,52,0.9%,92,2.1%,48,3.6%,68,3.8%,68,13.7%,0,0.0%,72,22.2%
Bobby Portis,26.7,MIL,Big,297,8,0.5%,30,0.7%,86,2.9%,49,7.5%,95,29.0%,89,8.3%,70,38.5%
Dwight Powell,30.3,DAL,Big,247,38,1.3%,24,0.6%,11,6.9%,51,7.7%,5,11.6%,0,0.0%,24,13.3%
Payton Pritchard,23.8,BOS,Point,288,31,0.4%,8,0.8%,38,3.7%,100,3.6%,69,11.9%,0,0.0%,85,13.3%
Paul Reed,22.4,PHI,Big,125,81,2.1%,100,3.0%,3,8.6%,92,12.7%,59,20.9%,0,0.0%,19,11.1%
Duncan Robinson,27.5,MIA,Wing,130,0,0.0%,31,1.1%,0,7.5%,35,1.7%,38,8.6%,0,0.0%,65,12.5%
D'Angelo Russell,25.7,MIN,Point,233,0,0.0%,85,2.2%,62,3.3%,0,0.4%,15,8.3%,0,0.0%,0,0.0%
Landry Shamet,24.6,PHX,Wing,181,0,0.0%,81,1.5%,88,2.4%,46,1.8%,50,9.1%,0,0.0%,54,9.1%
Pascal Siakam,27.6,TOR,Forward,259,76,1.3%,48,1.3%,36,4.0%,48,3.2%,88,16.8%,0,0.0%,0,0.0%
Marcus Smart,27.7,BOS,Combo,759,19,0.3%,48,1.5%,43,3.7%,57,2.6%,43,9.4%,81,2.6%,81,12.9%
Max Strus,25.6,MIA,Wing,516,77,0.8%,35,1.1%,23,4.5%,69,2.7%,69,12.3%,100,6.3%,62,10.0%
Jayson Tatum,23.7,BOS,Forward,982,68,1.1%,52,1.3%,88,2.4%,40,2.6%,56,13.1%,0,0.0%,64,18.2%
Daniel Theis,29.6,BOS,Big,176,84,2.3%,57,1.0%,22,5.6%,54,8.0%,57,19.6%,0,0.0%,0,0.0%
Klay Thompson,31.7,GSW,Wing,784,85,1.0%,69,1.3%,85,2.5%,4,0.9%,46,9.0%,0,0.0%,88,25.0%
Matisse Thybulle,24.7,PHI,Wing,128,100,2.8%,96,2.3%,8,5.7%,50,1.8%,0,5.3%,0,0.0%,0,0.0%
Xavier Tillman,22.8,MEM,Big,117,5,0.4%,89,1.8%,38,4.6%,65,10.0%,14,13.5%,0,0.0%,0,0.0%
Karl-Anthony Towns,26.0,MIN,Big,245,86,2.5%,62,1.1%,68,3.5%,27,6.2%,65,21.3%,0,0.0%,65,35.3%
Gary Trent Jr.,22.8,TOR,Combo,199,52,0.8%,38,1.4%,76,2.3%,0,0.5%,5,6.2%,0,0.0%,0,0.0%
PJ Tucker,36.5,MIA,Big,509,11,0.6%,76,1.2%,59,4.0%,43,7.0%,11,13.0%,0,0.0%,68,37.0%
Jonas Valanciunas,29.5,NOP,Big,234,16,0.7%,54,0.9%,89,2.8%,100,18.7%,100,31.2%,84,5.3%,59,33.3%
Fred VanVleet,27.7,TOR,Point,139,100,1.6%,100,2.4%,31,3.8%,38,1.5%,23,8.8%,0,0.0%,0,0.0%
Jarred Vanderbilt,22.6,MIN,Big,155,14,0.6%,95,2.0%,32,4.8%,59,9.0%,78,23.9%,0,0.0%,24,13.3%
Gabe Vincent,25.4,MIA,Combo,394,43,0.7%,43,1.5%,24,4.2%,10,0.8%,10,7.0%,0,0.0%,62,8.3%
Nikola Vucevic,31.0,CHI,Big,180,68,1.8%,19,0.5%,92,2.7%,46,7.0%,89,28.2%,0,0.0%,38,18.2%
Derrick White,27.3,BOS,Combo,572,67,1.1%,57,1.6%,57,3.3%,29,1.5%,62,9.8%,0,0.0%,86,17.2%
Andrew Wiggins,26.7,GSW,Forward,766,88,1.5%,44,1.3%,72,2.9%,96,7.6%,60,13.4%,0,0.0%,68,18.9%
Grant Williams,22.9,BOS,Forward,636,80,1.4%,8,0.5%,12,5.2%,60,3.7%,12,10.1%,88,2.6%,28,6.3%
Patrick Williams,20.2,CHI,Big,144,27,1.0%,73,1.2%,46,4.3%,5,3.0%,16,13.7%,0,0.0%,41,20.0%
Robert Williams,24.0,BOS,Big,393,97,5.0%,70,1.2%,65,3.6%,84,11.3%,24,14.5%,0,0.0%,35,17.6%
Ziaire Williams,20.1,MEM,Wing,155,0,0.0%,54,1.3%,42,3.5%,54,1.8%,23,7.9%,0,0.0%,0,0.0%
Delon Wright,29.5,ATL,Combo,176,57,0.9%,24,1.0%,100,0.8%,100,10.1%,71,10.6%,0,0.0%,67,11.1%
Trae Young,23.1,ATL,Point,260,38,0.4%,0,0.7%,100,2.1%,62,2.1%,31,10.2%,0,0.0%,0,0.0%
