Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Ray Allen,32.3,BOS,Wing,984,37,-1.5%,80,+4.1%,89,+5.1%,15,-7.1%,36,-2.0%,52,+0.6%,35,-2.7%,37,-2.1%
Rafer Alston,31.3,HOU,Point,125,62,+2.2%,2,-8.8%,46,-0.1%,91,+9.0%,93,+8.9%,12,-3.5%,75,+3.4%,52,-0.1%
Carmelo Anthony,23.4,DEN,Forward,146,0,-14.2%,53,+0.1%,22,-3.3%,95,+13.0%,95,+9.7%,57,+0.8%,1,-10.5%,4,-9.7%
Leandro Barbosa,24.9,PHX,Combo,137,48,-0.2%,27,-3.2%,7,-5.2%,89,+7.5%,61,+2.3%,98,+5.6%,18,-4.7%,61,+0.9%
Andrea Bargnani,22.0,TOR,Big,103,19,-4.1%,45,-0.7%,36,-1.5%,98,+13.7%,98,+12.2%,3,-4.8%,7,-6.7%,2,-11.5%
Brent Barry,35.8,SAS,Wing,190,72,+3.2%,98,+12.1%,13,-4.2%,7,-9.8%,2,-14.0%,20,-2.2%,79,+4.0%,68,+1.8%
Brandon Bass,22.5,DAL,Big,131,69,+2.9%,65,+1.9%,52,+0.3%,43,-1.0%,43,-0.7%,38,-0.9%,52,-0.3%,45,-1.2%
Shane Battier,29.1,HOU,Forward,245,67,+2.7%,2,-8.6%,95,+7.8%,23,-4.9%,67,+2.9%,66,+1.2%,83,+4.5%,80,+5.7%
Raja Bell,31.1,PHX,Wing,212,93,+10.0%,51,-0.1%,93,+6.2%,30,-3.0%,69,+3.2%,2,-6.7%,75,+3.5%,30,-3.1%
Mike Bibby,29.5,ATL,Point,250,81,+4.8%,9,-6.4%,44,-0.2%,13,-7.2%,16,-7.4%,93,+4.4%,98,+9.5%,100,+13.8%
Chauncey Billups,31.1,DET,Point,479,70,+3.2%,39,-1.5%,42,-0.4%,16,-6.3%,16,-6.7%,60,+0.9%,91,+7.3%,87,+8.2%
Keith Bogans,27.5,ORL,Wing,291,20,-3.4%,42,-1.1%,31,-2.0%,79,+4.8%,66,+2.8%,84,+2.9%,20,-4.6%,41,-1.6%
Carlos Boozer,25.9,UTA,Big,440,60,+1.9%,70,+3.1%,70,+2.3%,83,+5.6%,90,+7.9%,24,-1.9%,2,-9.1%,3,-11.0%
Chris Bosh,23.6,TOR,Big,198,1,-9.4%,90,+6.8%,65,+1.4%,29,-3.4%,35,-2.1%,59,+0.8%,13,-5.6%,23,-4.7%
Bruce Bowen,36.4,SAS,Wing,505,12,-5.4%,7,-7.2%,63,+1.3%,88,+7.2%,92,+8.5%,76,+2.3%,27,-3.6%,43,-1.3%
Ronnie Brewer,22.6,UTA,Wing,304,56,+1.5%,69,+2.5%,43,-0.2%,84,+6.8%,87,+6.5%,21,-2.1%,6,-7.0%,5,-9.1%
P.J. Brown,38.0,BOS,Big,329,14,-5.0%,17,-5.2%,48,-0.1%,81,+5.3%,81,+5.2%,49,+0.3%,52,-0.3%,54,+0.0%
Kobe Bryant,29.2,LAL,Wing,859,27,-2.7%,76,+3.7%,70,+2.2%,22,-4.9%,34,-2.7%,44,+0.0%,45,-1.0%,46,-1.0%
Caron Butler,27.6,WAS,Wing,245,45,-0.5%,94,+9.0%,1,-9.5%,7,-9.8%,0,-19.3%,73,+1.7%,95,+8.5%,94,+10.2%
Jose Calderon,26.1,TOR,Point,118,57,+1.8%,28,-3.0%,20,-3.5%,14,-7.2%,7,-10.7%,87,+3.4%,99,+10.3%,99,+13.7%
Marcus Camby,33.6,DEN,Big,123,7,-6.9%,78,+3.8%,45,-0.2%,80,+4.9%,80,+4.8%,14,-3.1%,16,-5.5%,7,-8.6%
Sam Cassell,38.0,BOS,Combo,259,35,-1.8%,11,-6.0%,49,+0.1%,71,+2.2%,62,+2.4%,68,+1.3%,67,+2.3%,75,+3.6%
Tyson Chandler,25.1,NOH,Big,409,93,+9.0%,16,-5.3%,77,+2.6%,54,+0.4%,68,+2.9%,51,+0.3%,66,+2.0%,70,+2.4%
Josh Childress,24.4,ATL,Wing,193,85,+6.4%,98,+11.0%,94,+6.9%,1,-19.8%,2,-12.8%,23,-2.0%,77,+3.8%,66,+1.8%
Samuel Dalembert,27.5,PHI,Big,192,8,-6.3%,66,+2.1%,71,+2.3%,16,-6.2%,26,-3.9%,48,+0.3%,62,+1.6%,67,+1.8%
Antonio Daniels,32.6,WAS,Point,151,40,-1.4%,73,+3.3%,66,+1.6%,55,+0.4%,57,+2.0%,11,-3.6%,41,-1.7%,20,-5.3%
Glen Davis,21.8,BOS,Big,112,52,+1.0%,36,-1.7%,2,-7.9%,40,-1.2%,11,-9.1%,80,+2.6%,93,+8.2%,95,+10.8%
Carlos Delfino,25.2,TOR,Wing,120,95,+10.8%,50,-0.2%,20,-3.5%,11,-8.1%,5,-11.6%,93,+4.4%,92,+7.4%,97,+11.8%
Boris Diaw,25.5,PHX,Big,174,29,-2.6%,13,-5.9%,17,-3.9%,72,+2.5%,39,-1.4%,94,+4.5%,70,+2.8%,84,+7.3%
Keyon Dooling,27.5,ORL,Combo,141,6,-6.9%,16,-5.5%,78,+2.6%,64,+1.3%,71,+3.9%,2,-5.2%,90,+6.8%,64,+1.6%
Tim Duncan,31.5,SAS,Big,662,46,-0.4%,61,+1.2%,98,+8.3%,10,-9.0%,43,-0.7%,48,+0.2%,47,-0.8%,49,-0.5%
Maurice Evans,29.0,ORL,Wing,277,61,+2.1%,38,-1.5%,48,-0.1%,59,+0.9%,50,+0.9%,36,-1.0%,63,+1.6%,60,+0.6%
Reggie Evans,27.5,PHI,Big,139,87,+6.4%,10,-6.4%,30,-2.1%,86,+7.0%,80,+4.9%,39,-0.7%,66,+2.1%,62,+1.5%
Jordan Farmar,20.9,LAL,Point,341,21,-3.4%,23,-3.8%,18,-3.8%,58,+0.9%,32,-2.9%,77,+2.3%,82,+4.4%,82,+6.7%
Michael Finley,34.7,SAS,Forward,373,75,+3.9%,77,+3.8%,76,+2.6%,35,-1.9%,48,+0.7%,7,-4.1%,51,-0.4%,25,-4.4%
Derek Fisher,33.2,LAL,Point,663,70,+3.1%,74,+3.4%,84,+3.5%,38,-1.5%,57,+2.0%,29,-1.4%,25,-4.0%,20,-5.4%
T.J. Ford,24.6,TOR,Point,124,22,-3.2%,84,+5.1%,86,+4.1%,75,+3.6%,89,+7.7%,4,-4.3%,2,-8.5%,2,-12.8%
Kevin Garnett,31.5,BOS,Big,984,80,+4.7%,44,-0.8%,93,+6.8%,34,-2.2%,77,+4.6%,42,-0.5%,30,-3.3%,29,-3.8%
Pau Gasol,27.3,LAL,Big,834,65,+2.5%,71,+3.3%,89,+5.4%,30,-3.0%,64,+2.4%,34,-1.1%,19,-4.7%,18,-5.7%
Daniel Gibson,21.7,CLE,Combo,276,64,+2.3%,67,+2.4%,60,+0.9%,17,-6.1%,20,-5.2%,95,+4.6%,40,-1.8%,71,+2.8%
Manu Ginobili,30.3,SAS,Wing,554,43,-0.7%,70,+2.6%,25,-2.6%,8,-9.2%,4,-11.8%,90,+4.0%,84,+5.3%,93,+9.3%
Willie Green,26.3,PHI,Wing,141,31,-2.3%,96,+9.4%,80,+2.9%,12,-7.5%,24,-4.6%,63,+1.1%,11,-5.9%,22,-4.8%
Richard Hamilton,29.7,DET,Wing,648,74,+3.4%,86,+5.6%,38,-1.2%,57,+0.5%,45,-0.7%,43,-0.1%,17,-4.9%,21,-4.9%
Matt Harpring,31.4,UTA,Wing,208,23,-3.0%,3,-7.9%,81,+3.2%,76,+3.8%,88,+7.0%,70,+1.5%,49,-0.6%,61,+0.9%
Chuck Hayes,24.4,HOU,Big,103,3,-8.0%,99,+12.9%,50,+0.2%,20,-5.3%,21,-5.0%,31,-1.2%,9,-6.7%,10,-7.9%
Brendan Haywood,27.9,WAS,Big,178,16,-4.3%,15,-5.6%,84,+3.5%,69,+2.1%,84,+5.5%,79,+2.5%,38,-2.3%,55,+0.1%
Al Horford,21.4,ATL,Big,265,34,-2.0%,43,-0.8%,12,-4.2%,74,+3.2%,41,-1.0%,56,+0.7%,61,+1.1%,66,+1.8%
Robert Horry,37.2,SAS,Big,137,26,-2.8%,12,-5.9%,34,-1.6%,36,-1.7%,30,-3.3%,98,+6.0%,74,+3.2%,92,+9.2%
Eddie House,29.5,BOS,Combo,136,84,+6.2%,30,-2.6%,41,-0.8%,25,-3.9%,23,-4.7%,97,+5.4%,65,+1.8%,83,+7.2%
Dwight Howard,21.9,ORL,Big,421,76,+3.9%,95,+9.1%,0,-10.7%,62,+1.3%,10,-9.4%,100,+8.8%,3,-8.5%,57,+0.3%
Josh Howard,27.5,DAL,Wing,170,2,-8.5%,75,+3.7%,34,-1.7%,98,+14.2%,99,+12.5%,0,-10.8%,15,-5.5%,0,-16.2%
Lindsey Hunter,36.9,DET,Point,115,50,+0.5%,57,+0.6%,97,+7.8%,19,-5.7%,60,+2.1%,69,+1.3%,24,-4.1%,32,-2.7%
Andre Iguodala,23.8,PHI,Wing,228,78,+4.2%,0,-10.6%,75,+2.5%,93,+9.6%,98,+12.1%,80,+2.6%,22,-4.2%,43,-1.6%
Zydrunas Ilgauskas,32.4,CLE,Big,392,53,+1.1%,63,+1.8%,25,-2.7%,87,+7.2%,76,+4.5%,17,-2.5%,25,-3.8%,16,-6.3%
Allen Iverson,32.4,DEN,Combo,157,80,+4.5%,48,-0.5%,11,-4.4%,96,+13.3%,94,+8.9%,43,-0.2%,4,-8.2%,7,-8.4%
Bobby Jackson,34.6,HOU,Combo,137,11,-5.7%,54,+0.1%,90,+5.5%,28,-3.5%,58,+2.0%,71,+1.5%,26,-3.7%,36,-2.1%
LeBron James,22.8,CLE,Forward,550,94,+10.3%,5,-7.7%,2,-8.8%,90,+8.6%,46,-0.2%,40,-0.6%,96,+8.6%,85,+7.9%
Antawn Jamison,31.4,WAS,Forward,236,15,-4.6%,68,+2.5%,100,+8.8%,3,-14.1%,19,-5.3%,75,+1.9%,59,+0.9%,70,+2.7%
Joe Johnson,26.3,ATL,Wing,274,61,+2.1%,20,-4.3%,11,-4.5%,48,-0.3%,22,-4.8%,91,+4.0%,84,+5.1%,91,+9.1%
Jason Kapono,26.7,TOR,Forward,151,92,+8.4%,40,-1.2%,67,+1.8%,4,-13.2%,6,-11.4%,84,+3.0%,98,+9.7%,98,+12.7%
Jason Kidd,34.6,DAL,Point,179,96,+11.3%,87,+6.1%,29,-2.1%,44,-0.9%,31,-3.0%,65,+1.2%,21,-4.3%,30,-3.1%
Andrei Kirilenko,26.7,UTA,Wing,386,83,+6.0%,97,+10.5%,5,-5.6%,31,-2.6%,14,-8.3%,19,-2.3%,54,-0.0%,34,-2.3%
Linas Kleiza,22.8,DEN,Wing,119,30,-2.6%,26,-3.2%,82,+3.4%,82,+5.4%,93,+8.8%,62,+1.1%,10,-6.6%,19,-5.6%
Kyle Korver,26.6,UTA,Wing,258,25,-2.8%,34,-2.3%,40,-0.8%,18,-5.8%,17,-6.5%,86,+3.1%,87,+5.7%,90,+8.8%
Carl Landry,24.1,HOU,Big,103,13,-5.3%,39,-1.4%,64,+1.4%,65,+1.4%,66,+2.7%,27,-1.5%,56,+0.2%,44,-1.3%
Rashard Lewis,28.2,ORL,Big,415,84,+6.1%,56,+0.5%,88,+4.9%,61,+1.1%,86,+6.0%,9,-3.7%,34,-2.7%,14,-6.5%
Kenyon Martin,29.8,DEN,Big,117,18,-4.2%,93,+8.3%,8,-4.6%,94,+11.8%,89,+7.2%,30,-1.3%,0,-14.2%,1,-15.5%
