Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Arron Afflalo,24.0,DEN,Wing,2157,90,55.7%,65,49.1%,94,43.0%,23,72.4%,24,73%,55,53%,37,59%,24,98%
LaMarcus Aldridge,24.3,POR,Big,2911,43,49.9%,43,49.8%,0,35.7%,71,75.7%,74,57%,18,70%,87,49%,65,100%
Malik Allen,31.3,DEN,Big,383,3,38.3%,4,38.8%,0,20.0%,0,90.9%,57,64%,100,10%,25,82%,65,100%
Ray Allen,34.3,BOS,Wing,2813,88,55.2%,93,55.7%,50,36.3%,99,91.7%,24,73%,40,58%,20,70%,47,92%
Tony Allen,27.8,BOS,Wing,838,76,52.2%,84,52.4%,0,0.0%,0,58.8%,49,64%,23,65%,35,61%,0,0%
Rafer Alston,33.3,BKN,Combo,744,4,39.2%,2,35.1%,28,32.5%,51,81.5%,91,28%,100,7%,94,11%,60,77%
Rafer Alston,33.3,MIA,Point,652,20,44.6%,0,34.1%,59,37.5%,0,55.6%,18,53%,69,21%,80,13%,29,90%
Lou Amundson,26.9,PHX,Big,1029,78,55.8%,79,55.8%,0,0.0%,6,50.0%,27,71%,25,67%,14,88%,0,0%
Chris Andersen,31.3,DEN,Big,1668,89,57.9%,89,58.1%,0,0.0%,46,70.0%,28,71%,29,66%,2,100%,0,0%
David Andersen,29.4,HOU,Big,848,30,48.5%,20,46.7%,63,36.5%,43,68.9%,24,72%,45,61%,50,68%,93,96%
Ryan Anderson,21.5,ORL,Big,837,66,53.2%,57,51.2%,66,36.5%,97,84.7%,44,67%,93,42%,79,54%,94,93%
Carmelo Anthony,25.4,DEN,Wing,2624,33,47.9%,54,47.7%,27,32.6%,74,83.0%,91,42%,74,45%,87,30%,67,85%
Joel Anthony,27.2,MIA,Big,1249,36,49.0%,36,49.0%,0,0.0%,51,70.9%,61,63%,46,61%,50,68%,0,0%
Gilbert Arenas,27.8,WAS,Combo,1166,26,46.1%,38,43.7%,43,35.1%,13,73.9%,96,25%,96,13%,72,18%,96,51%
Trevor Ariza,24.3,HOU,Wing,2625,25,46.6%,28,43.6%,37,33.9%,9,65.2%,63,59%,53,53%,90,26%,67,85%
Hilton Armstrong,24.9,NOP,Big,197,0,34.1%,0,34.1%,0,0.0%,0,36.4%,1,93%,1,92%,2,100%,0,0%
Carlos Arroyo,30.3,MIA,Point,1503,41,47.7%,61,48.1%,15,28.0%,71,82.9%,43,40%,65,22%,16,40%,73,71%
Darrell Arthur,21.6,MEM,Big,444,16,44.4%,15,44.4%,0,0.0%,15,56.7%,45,67%,59,58%,41,73%,0,0%
Chucky Atkins,35.2,DET,Point,607,6,42.2%,6,40.0%,28,29.9%,98,92.3%,22,50%,41,29%,27,33%,57,80%
D.J. Augustin,22.0,CHA,Point,1392,49,48.8%,4,39.1%,87,41.9%,37,76.8%,20,51%,24,39%,65,17%,47,83%
Jeff Ayres,22.5,POR,Big,376,100,68.3%,100,68.3%,0,0.0%,0,85.7%,9,78%,14,71%,11,92%,0,0%
Kelenna Azubuike,25.9,GSW,Wing,220,98,60.8%,100,62.7%,63,37.5%,0,66.7%,57,61%,39,59%,75,38%,55,89%
Marcus Banks,28.0,TOR,Point,183,96,55.8%,100,58.8%,33,33.3%,0,84.2%,35,46%,8,50%,100,0%,45,83%
Leandro Barbosa,26.9,PHX,Wing,688,49,49.5%,67,49.2%,30,33.3%,84,85.5%,63,59%,52,54%,59,45%,79,81%
J.J. Barea,25.3,DAL,Combo,1484,53,49.3%,62,47.8%,46,35.4%,79,83.9%,98,25%,94,15%,87,14%,87,58%
Andrea Bargnani,24.0,TOR,Big,2794,61,52.3%,52,50.8%,72,37.4%,77,77.4%,14,76%,31,65%,45,71%,88,99%
Matt Barnes,29.6,ORL,Wing,2039,86,55.0%,97,58.9%,21,32.1%,29,73.8%,21,74%,20,68%,18,72%,46,92%
Earl Barron,28.2,NYK,Big,231,15,44.1%,14,44.1%,0,0.0%,72,75.9%,6,83%,43,62%,2,100%,0,0%
Brandon Bass,24.5,ORL,Big,552,54,51.0%,56,51.0%,0,0.0%,91,81.8%,75,57%,75,53%,67,61%,0,0%
Tony Battie,33.7,BKN,Big,115,1,36.4%,3,37.5%,0,0.0%,0,83.3%,1,92%,0,100%,13,90%,0,0%
Shane Battier,31.1,HOU,Forward,2163,78,51.2%,22,45.8%,69,36.3%,40,72.6%,18,79%,56,58%,82,45%,58,99%
Nicolas Batum,20.9,POR,Wing,911,99,62.0%,99,62.2%,90,41.2%,78,84.3%,7,85%,7,79%,19,71%,24,98%
Jerryd Bayless,21.2,POR,Combo,1264,21,44.2%,30,42.9%,35,33.3%,74,83.2%,64,39%,64,30%,47,30%,21,93%
Michael Beasley,20.8,MIA,Forward,2264,20,46.5%,31,46.9%,9,28.1%,77,79.4%,89,54%,82,48%,62,55%,9,100%
Rodrigue Beaubois,21.7,DAL,Wing,620,95,58.7%,95,58.6%,82,39.4%,71,82.5%,90,44%,81,39%,91,25%,93,68%
Marco Belinelli,23.6,TOR,Wing,1022,39,48.4%,15,40.7%,81,39.3%,70,82.5%,41,68%,46,57%,9,79%,92,71%
Charlie Bell,30.6,MIL,Wing,1567,24,46.3%,10,38.6%,57,37.2%,20,71.2%,15,77%,28,62%,29,64%,37,94%
Raja Bell,33.1,CHA,Wing,157,73,51.8%,60,48.4%,63,37.5%,0,100.0%,13,79%,1,100%,28,64%,5,100%
Jonathan Bender,28.8,NYK,Big,249,18,44.9%,12,44.0%,25,31.0%,0,100.0%,74,58%,97,31%,54,67%,65,100%
Mike Bibby,31.5,ATL,Point,2191,63,51.4%,33,44.4%,70,38.9%,85,85.7%,0,79%,2,65%,6,66%,12,95%
Andris Biedrins,23.6,GSW,Big,761,94,59.6%,94,59.6%,0,0.0%,0,16.0%,31,70%,13,72%,64,63%,0,0%
Chauncey Billups,33.1,DEN,Combo,2483,60,50.1%,40,43.9%,70,39.0%,95,90.9%,74,37%,85,20%,40,33%,94,53%
DeJuan Blair,20.5,SAS,Big,1409,81,56.1%,84,56.2%,0,0.0%,11,54.9%,70,60%,56,59%,59,66%,0,0%
Steve Blake,29.7,LAC,Point,737,92,55.2%,43,45.5%,93,43.4%,0,75.0%,12,59%,94,10%,31,32%,16,94%
Steve Blake,29.7,POR,Point,1392,73,52.2%,27,43.5%,65,38.8%,24,75.0%,4,73%,16,41%,14,47%,14,95%
Andray Blatche,23.2,WAS,Big,2214,33,48.8%,34,48.7%,41,33.3%,69,75.0%,87,54%,74,53%,80,53%,95,92%
Keith Bogans,29.5,SAS,Wing,1515,75,51.9%,58,48.0%,48,36.1%,25,72.9%,11,81%,50,55%,25,67%,22,98%
Andrew Bogut,24.9,MIL,Big,2225,58,52.0%,60,52.1%,0,0.0%,24,62.9%,91,52%,62,57%,93,46%,0,0%
Matt Bonner,29.6,SAS,Big,1138,84,56.6%,71,54.3%,78,38.7%,58,72.9%,14,76%,95,38%,76,56%,89,99%
Josh Boone,24.9,BKN,Big,992,57,51.6%,59,51.6%,0,0.0%,0,32.7%,45,67%,32,65%,31,78%,0,0%
Carlos Boozer,27.9,UTA,Big,2668,82,56.2%,82,56.2%,0,0.0%,64,74.2%,19,74%,8,74%,38,74%,0,0%
Chris Bosh,25.6,TOR,Big,2522,62,52.4%,62,52.2%,84,40.0%,84,79.7%,96,50%,88,48%,82,51%,97,88%
Earl Boykins,33.4,WAS,Point,1100,29,45.6%,35,44.6%,39,33.9%,88,86.5%,86,24%,39,31%,76,13%,69,74%
Elton Brand,30.6,PHI,Big,2294,29,48.2%,30,48.2%,0,0.0%,61,73.8%,79,57%,75,53%,73,58%,0,0%
Corey Brewer,23.7,MIN,Wing,2468,29,47.3%,41,45.9%,43,34.6%,8,65.1%,45,66%,45,57%,34,61%,33,96%
Ronnie Brewer,24.6,UTA,Wing,1650,65,51.1%,82,51.7%,8,28.6%,7,63.3%,23,74%,11,75%,24,67%,5,100%
Jon Brockman,22.6,SAC,Big,637,64,53.0%,65,53.0%,0,0.0%,24,62.7%,84,55%,83,50%,31,78%,0,0%
Aaron Brooks,24.8,HOU,Point,2904,69,51.7%,47,45.7%,85,40.7%,68,82.6%,47,39%,47,27%,69,16%,76,71%
Bobby Brown,25.1,LAC,Combo,157,11,41.5%,6,36.6%,35,33.3%,0,66.7%,38,48%,36,40%,70,20%,43,88%
Bobby Brown,25.1,NOP,Combo,301,32,47.0%,72,49.3%,20,29.3%,0,100.0%,45,46%,23,47%,81,15%,51,82%
Derrick Brown,22.1,CHA,Big,443,30,48.3%,28,47.8%,0,40.0%,29,63.3%,33,70%,30,66%,26,82%,65,100%
Devin Brown,30.8,NOP,Wing,962,33,48.0%,19,41.5%,60,37.2%,58,79.8%,37,69%,48,56%,41,57%,62,87%
Kwame Brown,27.6,DET,Big,600,67,53.6%,68,53.6%,0,0.0%,1,34.8%,62,63%,37,63%,65,61%,0,0%
Shannon Brown,23.9,LAL,Combo,1596,43,48.0%,60,47.3%,33,33.0%,67,82.4%,19,59%,9,62%,34,36%,21,93%
Kobe Bryant,31.2,LAL,Wing,2824,43,49.0%,63,48.6%,36,33.9%,64,81.2%,93,40%,76,43%,83,33%,96,63%
Chase Budinger,21.4,HOU,Wing,1404,76,52.3%,72,49.8%,53,36.9%,44,77.8%,7,84%,9,77%,10,78%,35,96%
Caron Butler,29.6,DAL,Wing,926,23,46.3%,39,45.6%,39,34.0%,40,76.0%,74,54%,59,51%,50,52%,77,81%
Caron Butler,29.6,WAS,Wing,1847,18,44.2%,33,44.6%,9,28.7%,94,87.3%,85,49%,67,48%,54,47%,97,60%
Rasual Butler,30.4,LAC,Wing,2670,45,49.2%,57,47.9%,33,33.6%,75,83.8%,16,77%,12,72%,28,64%,48,91%
Andrew Bynum,22.0,LAL,Big,1968,87,57.2%,87,57.2%,0,0.0%,62,73.9%,72,59%,36,63%,89,48%,0,0%
Will Bynum,26.8,DET,Point,1622,31,45.9%,55,47.0%,9,23.4%,54,80.7%,94,21%,80,16%,59,19%,49,82%
Jose Calderon,28.1,TOR,Point,1804,88,54.2%,88,52.2%,78,39.4%,49,79.8%,63,33%,90,12%,71,16%,22,92%
Marcus Camby,35.6,LAC,Big,1594,21,46.9%,21,46.9%,0,33.3%,36,66.3%,48,66%,65,56%,18,85%,65,100%
Marcus Camby,35.6,POR,Big,717,40,49.7%,44,50.0%,0,0.0%,12,55.2%,53,65%,72,54%,28,81%,0,0%
Brian Cardinal,32.5,MIN,Big,218,9,42.2%,3,37.5%,0,37.5%,0,100.0%,17,75%,83,50%,45,71%,65,100%
Rodney Carney,25.6,PHI,Wing,813,30,47.4%,51,47.5%,19,31.5%,85,85.7%,12,79%,21,67%,21,70%,27,98%
DeMarre Carroll,23.3,MEM,Forward,706,7,40.0%,13,40.4%,0,0.0%,6,63.9%,40,71%,47,60%,13,79%,0,0%
Anthony Carter,34.4,DEN,Point,810,37,47.0%,69,49.1%,22,28.6%,0,84.6%,10,66%,12,45%,4,70%,2,100%
Vince Carter,32.8,ORL,Wing,2303,42,48.9%,38,45.6%,58,37.2%,77,83.9%,95,38%,98,26%,98,20%,85,78%
Omri Casspi,21.4,SAC,Forward,1901,56,50.1%,38,47.6%,74,37.1%,17,67.3%,51,65%,58,57%,64,54%,87,93%
Mario Chalmers,23.5,MIA,Combo,1737,64,50.5%,81,50.5%,41,33.6%,21,75.0%,51,44%,85,20%,66,20%,62,77%
Tyson Chandler,27.1,CHA,Big,1157,88,57.4%,88,57.4%,0,0.0%,60,73.2%,68,61%,47,61%,75,57%,0,0%
Wilson Chandler,22.5,NYK,Wing,2299,59,50.1%,83,52.2%,6,26.8%,61,80.3%,76,52%,58,52%,68,41%,5,100%
Earl Clark,21.8,PHX,Forward,254,4,36.0%,4,34.4%,0,50.0%,0,66.7%,64,63%,96,40%,24,70%,9,100%
Jarron Collins,30.9,PHX,Big,217,44,50.0%,44,50.0%,0,0.0%,0,38.1%,97,45%,98,29%,36,75%,0,0%
Mardy Collins,25.2,LAC,Wing,424,7,39.9%,13,40.2%,0,25.0%,0,61.9%,98,31%,86,38%,97,22%,95,67%
Darren Collison,22.2,NOP,Combo,2057,66,50.6%,68,48.6%,89,41.7%,85,85.2%,85,33%,45,36%,68,20%,72,69%
Nick Collison,29.0,OKC,Big,1544,93,59.5%,93,59.4%,0,50.0%,42,68.6%,53,65%,34,64%,49,69%,65,100%
Mike Conley,22.1,MEM,Point,2558,53,49.7%,51,46.5%,76,39.3%,22,74.7%,76,29%,82,16%,98,5%,18,94%
