Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,27.9,POR,Forward,1856,66,+0.8%,44,-0.7%,54,-0.1%,72,+2.6%,71,+2.5%,51,+0.0%,27,-1.8%,34,-1.8%
Cory Alexander,31.4,CHA,Point,169,12,-3.6%,17,-3.4%,35,-1.1%,22,-2.6%,18,-3.7%,95,+2.5%,92,+4.6%,95,+7.1%
Malik Allen,26.3,MIA,Big,243,24,-2.1%,0,-10.7%,63,+0.7%,98,+8.9%,98,+9.6%,25,-0.8%,74,+1.9%,62,+1.1%
Malik Allen,26.3,CHA,Big,238,36,-1.0%,5,-6.1%,9,-3.5%,98,+10.1%,92,+6.6%,38,-0.5%,48,-0.1%,46,-0.5%
Ray Allen,29.3,SEA,Wing,3057,93,+3.4%,38,-1.2%,15,-2.4%,34,-1.5%,17,-3.9%,94,+2.4%,82,+2.8%,89,+5.1%
Tony Allen,22.8,BOS,Wing,1207,43,-0.6%,99,+8.5%,53,-0.1%,9,-5.3%,11,-5.4%,10,-1.7%,32,-1.4%,19,-3.1%
Rafer Alston,28.3,TOR,Point,2714,43,-0.6%,35,-1.4%,84,+2.3%,25,-2.4%,48,-0.1%,5,-2.3%,89,+3.8%,67,+1.5%
Chris Andersen,26.3,NOH,Big,1388,92,+3.2%,80,+2.5%,8,-3.8%,63,+1.5%,29,-2.3%,68,+0.6%,40,-0.8%,50,-0.2%
Derek Anderson,30.3,POR,Wing,1234,20,-2.5%,9,-4.7%,86,+2.6%,67,+1.9%,85,+4.5%,27,-0.8%,64,+1.0%,52,+0.2%
Kenny Anderson,34.1,ATL,Point,715,46,-0.4%,65,+1.0%,65,+0.8%,66,+1.8%,72,+2.6%,59,+0.3%,8,-3.9%,16,-3.6%
Shandon Anderson,30.8,MIA,Forward,1116,45,-0.5%,32,-1.8%,49,-0.4%,82,+4.0%,78,+3.6%,62,+0.4%,22,-2.2%,33,-1.8%
Carmelo Anthony,20.4,DEN,Forward,2597,85,+2.3%,99,+10.2%,16,-2.4%,20,-3.0%,10,-5.4%,13,-1.5%,13,-3.3%,10,-4.8%
Rafael Araujo,24.2,TOR,Big,706,47,-0.3%,91,+4.3%,65,+0.8%,54,+0.7%,63,+1.5%,5,-2.3%,11,-3.5%,6,-5.8%
Gilbert Arenas,22.8,WAS,Wing,3266,77,+1.6%,99,+7.2%,72,+1.3%,3,-7.9%,7,-6.6%,33,-0.6%,51,+0.0%,44,-0.6%
Trevor Ariza,19.3,NYK,Wing,1333,49,-0.2%,98,+6.4%,18,-2.3%,65,+1.7%,42,-0.6%,2,-3.2%,18,-2.6%,5,-5.8%
Darrell Armstrong,36.4,NOH,Point,415,10,-3.9%,9,-4.8%,82,+2.0%,5,-6.1%,16,-4.1%,92,+2.2%,98,+6.7%,99,+8.9%
Darrell Armstrong,36.4,DAL,Point,508,9,-4.0%,7,-5.4%,32,-1.2%,63,+1.5%,51,+0.3%,80,+1.2%,90,+3.9%,89,+5.1%
Carlos Arroyo,25.3,UTA,Point,738,14,-3.2%,73,+1.8%,73,+1.4%,57,+0.9%,69,+2.3%,41,-0.4%,9,-3.8%,13,-4.1%
Carlos Arroyo,25.3,DET,Point,653,2,-6.8%,59,+0.5%,5,-4.3%,97,+8.8%,85,+4.5%,2,-3.2%,28,-1.8%,8,-5.0%
Chucky Atkins,30.2,LAL,Point,2904,87,+2.4%,78,+2.2%,38,-0.9%,61,+1.4%,53,+0.5%,7,-1.9%,41,-0.8%,24,-2.8%
Stacey Augmon,36.3,ORL,Wing,604,22,-2.3%,37,-1.2%,90,+3.4%,32,-1.7%,64,+1.7%,35,-0.6%,54,+0.1%,46,-0.5%
Vin Baker,32.9,NYK,Big,156,74,+1.3%,84,+3.1%,48,-0.5%,48,+0.2%,47,-0.2%,30,-0.7%,22,-2.2%,22,-2.9%
Marcus Banks,23.0,BOS,Point,1062,9,-4.0%,71,+1.6%,58,+0.2%,67,+1.9%,67,+2.1%,30,-0.7%,15,-3.0%,15,-3.7%
Leandro Barbosa,21.9,PHX,Combo,981,11,-3.8%,41,-0.9%,51,-0.3%,58,+1.0%,55,+0.7%,52,+0.1%,54,+0.1%,52,+0.2%
Matt Barnes,24.6,SAC,Wing,638,45,-0.5%,43,-0.7%,85,+2.3%,83,+4.1%,92,+6.4%,8,-1.9%,10,-3.7%,7,-5.6%
Andre Barrett,22.7,HOU,Point,287,56,+0.2%,82,+2.6%,60,+0.5%,2,-9.5%,2,-9.0%,99,+3.9%,78,+2.5%,92,+6.3%
Andre Barrett,22.7,ORL,Point,153,19,-2.7%,56,+0.2%,86,+2.6%,20,-3.0%,44,-0.4%,98,+3.4%,13,-3.2%,53,+0.2%
Brent Barry,32.8,SAS,Wing,1652,39,-0.7%,12,-4.3%,37,-1.0%,39,-0.9%,32,-1.8%,39,-0.4%,98,+6.5%,92,+6.1%
Jon Barry,35.3,ATL,Combo,274,83,+2.1%,48,-0.4%,54,-0.1%,20,-3.0%,24,-3.0%,65,+0.5%,83,+2.9%,80,+3.4%
Jon Barry,35.3,HOU,Wing,1190,88,+2.7%,45,-0.6%,43,-0.7%,44,-0.4%,37,-1.1%,21,-1.0%,80,+2.7%,68,+1.7%
Tony Battie,28.7,ORL,Big,1900,40,-0.7%,13,-4.2%,83,+2.2%,55,+0.8%,75,+3.0%,71,+0.8%,59,+0.4%,63,+1.2%
Shane Battier,26.1,MEM,Forward,2493,66,+0.8%,26,-2.3%,76,+1.6%,45,-0.3%,61,+1.3%,50,-0.0%,66,+1.1%,61,+1.0%
Raja Bell,28.1,UTA,Wing,1783,53,-0.0%,3,-7.1%,40,-0.8%,93,+6.4%,88,+5.6%,70,+0.7%,63,+0.9%,67,+1.6%
Travis Best,32.3,NJN,Combo,1389,31,-1.4%,58,+0.4%,31,-1.3%,52,+0.5%,41,-0.8%,64,+0.5%,49,-0.1%,55,+0.5%
Mike Bibby,26.5,SAC,Point,3083,59,+0.3%,37,-1.2%,17,-2.3%,56,+0.9%,34,-1.5%,29,-0.7%,87,+3.5%,75,+2.7%
Andris Biedrins,18.6,GSW,Big,357,99,+5.7%,78,+2.2%,9,-3.6%,6,-6.1%,1,-9.7%,99,+4.1%,86,+3.3%,96,+7.5%
Chauncey Billups,28.1,DET,Combo,2860,95,+3.6%,22,-2.8%,80,+1.8%,8,-5.4%,20,-3.6%,91,+1.9%,92,+4.5%,93,+6.4%
Steve Blake,24.7,WAS,Point,607,28,-1.7%,35,-1.4%,39,-0.8%,24,-2.4%,22,-3.2%,97,+3.0%,72,+1.7%,87,+4.6%
Mark Blount,28.9,BOS,Big,2129,41,-0.6%,5,-6.1%,62,+0.6%,99,+10.4%,99,+11.0%,9,-1.8%,14,-3.1%,9,-4.9%
Keith Bogans,24.5,CHA,Wing,1762,70,+1.1%,94,+5.1%,73,+1.4%,12,-4.5%,22,-3.2%,17,-1.2%,41,-0.7%,32,-1.9%
Matt Bonner,24.6,TOR,Big,1506,39,-0.7%,37,-1.2%,29,-1.4%,53,+0.6%,40,-0.8%,91,+2.1%,50,-0.0%,71,+2.1%
Calvin Booth,28.5,DAL,Big,224,2,-6.4%,52,-0.1%,55,+0.0%,71,+2.3%,70,+2.3%,24,-0.9%,34,-1.4%,30,-2.2%
Calvin Booth,28.5,MIL,Big,153,62,+0.5%,0,-14.8%,95,+4.5%,45,-0.3%,83,+4.2%,87,+1.6%,100,+8.9%,99,+10.5%
Carlos Boozer,22.9,UTA,Big,1776,89,+2.7%,58,+0.3%,81,+1.9%,54,+0.6%,72,+2.5%,48,-0.1%,17,-2.8%,23,-2.8%
Curtis Borchardt,24.1,UTA,Big,819,17,-2.8%,27,-2.3%,59,+0.4%,74,+2.8%,77,+3.3%,27,-0.8%,47,-0.2%,41,-1.0%
Chris Bosh,20.6,TOR,Big,2994,94,+3.6%,51,-0.1%,64,+0.8%,57,+0.9%,64,+1.7%,5,-2.3%,62,+0.8%,35,-1.6%
Bruce Bowen,33.4,SAS,Wing,2602,55,+0.0%,37,-1.3%,95,+4.6%,48,+0.2%,87,+4.8%,73,+0.9%,7,-4.4%,16,-3.5%
Ryan Bowen,29.0,HOU,Forward,531,12,-3.6%,70,+1.5%,36,-1.0%,88,+4.9%,81,+3.9%,6,-2.1%,12,-3.4%,7,-5.5%
Earl Boykins,28.4,DEN,Point,2087,10,-4.0%,1,-9.9%,41,-0.8%,79,+3.3%,71,+2.5%,89,+1.8%,96,+5.7%,96,+7.4%
Shawn Bradley,32.6,DAL,Big,848,84,+2.2%,33,-1.7%,44,-0.7%,74,+2.8%,67,+2.1%,45,-0.2%,47,-0.2%,47,-0.4%
Elton Brand,25.6,LAC,Big,2999,85,+2.2%,29,-2.1%,46,-0.7%,75,+2.9%,69,+2.2%,47,-0.1%,50,-0.0%,50,-0.1%
Jamison Brewer,24.0,NYK,Combo,156,18,-2.8%,100,+10.4%,8,-3.6%,10,-5.0%,3,-8.6%,66,+0.6%,21,-2.3%,35,-1.7%
Primoz Brezec,25.1,CHA,Big,2264,65,+0.8%,86,+3.5%,41,-0.8%,43,-0.4%,36,-1.2%,24,-0.9%,33,-1.4%,29,-2.3%
Damone Brown,25.3,WAS,Forward,135,9,-4.0%,22,-2.8%,2,-5.8%,90,+5.7%,48,-0.0%,59,+0.3%,79,+2.5%,76,+2.9%
Devin Brown,25.8,SAS,Wing,1122,11,-3.7%,83,+2.9%,10,-3.3%,76,+3.0%,46,-0.3%,6,-2.1%,43,-0.5%,25,-2.6%
Kwame Brown,22.6,WAS,Big,896,18,-2.8%,16,-3.7%,95,+4.7%,56,+0.9%,89,+5.6%,54,+0.2%,23,-2.1%,33,-1.9%
P.J. Brown,35.0,NOH,Big,2820,68,+1.0%,37,-1.3%,46,-0.6%,85,+4.3%,78,+3.6%,27,-0.8%,30,-1.6%,27,-2.4%
Tierre Brown,25.4,LAL,Combo,1015,41,-0.6%,31,-1.8%,69,+1.1%,30,-2.0%,39,-0.9%,83,+1.4%,69,+1.4%,75,+2.8%
Rick Brunson,32.4,LAC,Point,1906,44,-0.6%,20,-3.0%,18,-2.3%,85,+4.3%,65,+2.0%,91,+1.9%,40,-0.9%,62,+1.1%
Kobe Bryant,26.2,LAL,Wing,2679,83,+2.1%,46,-0.5%,74,+1.5%,26,-2.3%,41,-0.8%,49,-0.0%,69,+1.4%,65,+1.3%
Greg Buckner,28.1,DEN,Wing,1490,76,+1.5%,55,+0.1%,67,+1.0%,46,-0.2%,57,+0.8%,34,-0.6%,45,-0.3%,41,-0.9%
Rodney Buford,27.0,NJN,Wing,1251,5,-5.0%,16,-3.6%,16,-2.4%,93,+6.4%,82,+4.0%,73,+0.9%,36,-1.2%,48,-0.3%
Antonio Burks,24.7,MEM,Point,191,23,-2.2%,3,-7.1%,65,+0.8%,96,+8.1%,97,+8.9%,46,-0.1%,28,-1.7%,33,-1.9%
Caron Butler,24.6,LAL,Wing,2730,44,-0.5%,97,+6.2%,77,+1.6%,70,+2.1%,78,+3.7%,1,-3.6%,1,-6.3%,0,-9.9%
Rasual Butler,25.4,MIA,Wing,1153,8,-4.3%,7,-5.4%,81,+2.0%,80,+3.4%,87,+5.4%,50,-0.0%,54,+0.1%,52,+0.1%
Zarko Cabarkapa,23.4,GSW,Big,448,44,-0.5%,59,+0.5%,59,+0.3%,35,-1.5%,37,-1.2%,68,+0.6%,52,+0.0%,57,+0.7%
Marcus Camby,30.6,DEN,Big,2015,71,+1.2%,95,+5.3%,58,+0.3%,42,-0.6%,47,-0.3%,10,-1.7%,12,-3.4%,8,-5.0%
Elden Campbell,36.3,DET,Big,329,30,-1.5%,83,+2.8%,70,+1.2%,44,-0.3%,57,+0.9%,8,-1.9%,28,-1.8%,15,-3.7%
