Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Arron Afflalo,22.0,DET,Wing,755,86,-2.2%,61,-1.1%,27,+2.3%,62,-1.0%,49,+0.1%,99,-21.7%,51,-0.4%,94,-5.9%
Blake Ahearn,23.4,MIA,Point,156,96,-4.8%,18,+3.2%,95,-7.2%,95,-6.1%,98,-6.6%,96,-11.8%,98,-10.0%,99,-10.7%
LaMarcus Aldridge,22.3,POR,Big,2637,27,+1.1%,31,+1.8%,47,+0.1%,48,+0.2%,47,+0.2%,57,-1.2%,18,+3.6%,25,+2.2%
Malik Allen,29.3,NJN,Big,719,19,+1.6%,21,+2.8%,21,+3.0%,22,+2.1%,13,+2.3%,78,-5.2%,15,+4.2%,30,+1.6%
Malik Allen,29.3,DAL,Big,313,78,-1.7%,84,-3.6%,1,+10.9%,97,-7.0%,55,-0.3%,99,-19.4%,32,+1.9%,85,-3.8%
Ray Allen,32.3,BOS,Wing,2609,20,+1.6%,27,+2.0%,76,-2.5%,9,+4.0%,24,+1.5%,52,-0.5%,32,+2.0%,34,+1.3%
Tony Allen,25.8,BOS,Wing,1239,70,-1.1%,68,-1.8%,52,-0.3%,68,-1.5%,68,-1.1%,16,+6.0%,70,-2.4%,48,+0.0%
Rafer Alston,31.3,HOU,Point,2520,49,-0.0%,81,-3.4%,44,+0.4%,44,+0.5%,42,+0.4%,10,+8.0%,75,-2.9%,50,-0.3%
Derek Anderson,33.3,CHA,Wing,336,58,-0.5%,79,-3.2%,34,+1.5%,89,-4.2%,82,-2.2%,27,+3.9%,10,+5.2%,9,+4.8%
Carmelo Anthony,23.4,DEN,Forward,2791,8,+2.9%,15,+3.5%,39,+0.9%,8,+4.3%,8,+3.1%,71,-3.8%,13,+4.4%,32,+1.5%
Joel Anthony,25.2,MIA,Big,461,75,-1.5%,96,-7.8%,21,+3.0%,75,-2.1%,48,+0.2%,62,-2.1%,41,+0.7%,49,-0.1%
Gilbert Arenas,25.8,WAS,Combo,423,80,-1.8%,60,-1.0%,84,-3.7%,36,+1.0%,61,-0.6%,53,-0.7%,79,-3.6%,81,-3.2%
Trevor Ariza,22.3,LAL,Wing,385,24,+1.2%,22,+2.7%,50,-0.2%,4,+5.5%,5,+3.6%,98,-16.2%,58,-1.2%,93,-5.6%
Darrell Armstrong,39.4,NJN,Combo,505,72,-1.2%,14,+3.6%,40,+0.8%,29,+1.5%,27,+1.2%,97,-13.6%,95,-7.4%,98,-9.1%
Hilton Armstrong,22.9,NOH,Big,663,26,+1.1%,47,+0.1%,1,+11.3%,84,-3.3%,29,+1.2%,88,-8.2%,25,+2.7%,49,-0.2%
Carlos Arroyo,28.3,ORL,Point,1216,15,+1.9%,43,+0.5%,24,+2.5%,43,+0.5%,31,+1.1%,27,+3.8%,14,+4.4%,10,+4.3%
Chucky Atkins,33.2,DEN,Combo,293,63,-0.7%,7,+5.1%,100,-16.0%,54,-0.2%,97,-6.1%,67,-2.9%,69,-2.3%,73,-2.4%
James Augustine,23.7,ORL,Big,106,10,+2.5%,1,+9.4%,85,-3.8%,40,+0.7%,62,-0.7%,61,-2.0%,26,+2.6%,32,+1.4%
Kelenna Azubuike,23.9,GSW,Wing,1680,39,+0.5%,28,+2.0%,34,+1.5%,87,-4.0%,76,-1.7%,74,-4.7%,16,+4.0%,34,+1.4%
Renaldo Balkman,23.3,NYK,Forward,895,94,-3.7%,91,-5.1%,96,-8.0%,38,+0.8%,82,-2.3%,48,+0.1%,92,-6.3%,89,-4.6%
Marcus Banks,25.9,PHX,Combo,240,22,+1.3%,4,+6.5%,45,+0.4%,19,+2.4%,26,+1.4%,23,+4.7%,95,-7.2%,91,-4.9%
Marcus Banks,25.9,MIA,Combo,239,9,+2.7%,5,+6.1%,37,+1.1%,37,+1.0%,30,+1.1%,82,-6.6%,25,+2.7%,39,+0.7%
Leandro Barbosa,24.9,PHX,Combo,2347,10,+2.5%,34,+1.4%,9,+5.0%,49,+0.1%,16,+2.2%,47,+0.2%,37,+1.2%,35,+1.2%
J.J. Barea,23.3,DAL,Point,414,60,-0.6%,36,+1.2%,50,-0.2%,26,+1.7%,34,+0.9%,92,-9.5%,82,-4.1%,92,-5.6%
Andrea Bargnani,22.0,TOR,Big,1827,20,+1.5%,1,+7.5%,93,-5.9%,69,-1.6%,88,-3.2%,30,+3.4%,38,+1.0%,28,+1.9%
Matt Barnes,27.6,GSW,Forward,1360,28,+1.0%,75,-2.7%,29,+2.1%,67,-1.4%,49,+0.1%,36,+2.3%,13,+4.5%,12,+3.7%
Earl Barron,26.2,MIA,Big,852,21,+1.4%,26,+2.1%,10,+4.6%,52,-0.1%,22,+1.7%,44,+0.7%,49,-0.1%,47,+0.0%
Brent Barry,35.8,SAS,Wing,520,2,+4.2%,21,+2.7%,6,+6.1%,23,+2.0%,5,+3.8%,9,+8.3%,29,+2.2%,11,+3.9%
