Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jon Brockman,24.6,MIL,Big,169,0,30.0%,54,13.5%,46,1.3%,0,0.0%
MarShon Brooks,22.8,BKN,Wing,1611,38,77.1%,63,10.1%,62,1.3%,84,27.9%
Derrick Brown,24.1,CHA,Forward,1292,14,66.4%,92,16.2%,58,1.2%,88,27.0%
Kwame Brown,29.6,GSW,Big,186,5,44.1%,99,30.2%,84,2.2%,45,18.8%
Shannon Brown,25.9,PHX,Wing,1309,55,79.3%,35,6.6%,16,0.6%,46,17.9%
Kobe Bryant,33.2,LAL,Wing,2228,77,84.4%,80,12.0%,100,3.2%,76,25.0%
Chase Budinger,23.4,HOU,Wing,1268,32,75.4%,27,5.7%,29,0.8%,89,29.6%
Alec Burks,20.3,UTA,Wing,884,25,71.4%,92,14.9%,65,1.3%,55,20.4%
Caron Butler,31.6,LAC,Wing,1866,63,81.0%,29,6.0%,22,0.7%,29,15.9%
Jimmy Butler,22.1,CHI,Wing,269,31,75.0%,100,29.3%,19,0.7%,47,18.2%
Rasual Butler,32.4,TOR,Wing,439,0,58.3%,9,3.0%,16,0.5%,76,25.0%
Andrew Bynum,24.0,LAL,Big,2109,55,69.2%,81,18.0%,90,2.5%,71,24.2%
Will Bynum,28.8,DET,Point,450,17,76.4%,91,13.7%,56,1.8%,83,28.0%
Jose Calderon,30.1,TOR,Point,1789,95,88.2%,11,3.1%,39,1.4%,89,33.3%
Marcus Camby,37.6,HOU,Big,458,3,42.3%,23,9.0%,36,1.1%,91,33.3%
Marcus Camby,37.6,POR,Big,891,7,47.4%,24,9.4%,39,1.1%,96,37.5%
Brian Cardinal,34.5,DAL,Forward,213,0,83.3%,8,2.3%,44,1.1%,0,0.0%
DeMarre Carroll,25.3,UTA,Wing,318,0,87.5%,38,6.9%,3,0.3%,0,0.0%
Matt Carroll,31.2,CHA,Wing,455,0,75.0%,44,7.9%,60,1.2%,51,20.0%
Anthony Carter,36.4,TOR,Point,187,0,80.0%,38,6.4%,31,1.3%,0,0.0%
Vince Carter,34.8,DAL,Wing,1507,69,82.3%,55,8.8%,86,1.6%,20,13.7%
Omri Casspi,23.4,CLE,Forward,1261,17,67.0%,63,12.1%,56,1.2%,29,15.7%
Mario Chalmers,25.5,MIA,Point,1795,33,79.2%,22,5.0%,53,1.7%,72,24.0%
Tyson Chandler,29.1,NYK,Big,2055,56,69.3%,99,30.0%,87,2.3%,51,19.3%
Wilson Chandler,24.5,DEN,Forward,210,0,83.3%,31,7.6%,0,0.4%,92,33.3%
Josh Childress,28.4,PHX,Wing,443,0,0.0%,3,1.1%,9,0.4%,0,0.0%
Earl Clark,23.8,ORL,Big,499,70,74.1%,27,9.6%,5,0.6%,11,7.7%
Norris Cole,23.0,MIA,Point,1143,31,78.8%,48,7.2%,20,1.1%,88,29.0%
Jason Collins,32.9,ATL,Big,265,0,36.4%,50,13.2%,55,1.5%,53,20.0%
Darren Collison,24.2,IND,Point,1870,67,83.0%,63,8.6%,50,1.6%,61,20.8%
Nick Collison,31.0,OKC,Big,1249,71,74.1%,47,12.9%,17,0.8%,64,22.2%
Mike Conley,24.1,MEM,Point,2167,83,86.1%,45,7.0%,38,1.4%,72,24.0%
Brian Cook,30.9,WAS,Big,124,0,75.0%,7,4.8%,12,0.7%,0,0.0%
Daequan Cook,24.5,OKC,Wing,917,0,60.0%,6,2.2%,2,0.2%,34,16.7%
DeMarcus Cousins,21.2,SAC,Big,1922,61,70.5%,69,15.7%,95,2.9%,83,26.4%
Jamal Crawford,31.6,POR,Combo,1580,100,92.6%,64,9.7%,49,1.5%,38,17.3%
Jordan Crawford,23.0,WAS,Wing,1713,56,79.5%,57,9.0%,89,1.7%,75,24.7%
Dante Cunningham,24.5,MEM,Big,1080,30,63.6%,37,10.8%,6,0.6%,62,21.9%
Stephen Curry,23.6,GSW,Point,728,50,80.9%,13,3.3%,36,1.4%,19,10.0%
Samuel Dalembert,31.5,HOU,Big,1432,86,79.3%,43,12.2%,35,1.1%,15,9.3%
Marquis Daniels,30.8,BOS,Wing,440,0,73.9%,48,8.2%,82,1.6%,97,45.5%
Baron Davis,32.6,NYK,Point,584,0,66.7%,36,6.3%,14,0.9%,30,16.7%
Ed Davis,22.4,TOR,Big,1459,40,66.0%,53,13.5%,53,1.4%,75,25.0%
Glen Davis,25.8,ORL,Big,1395,50,67.9%,65,14.9%,35,1.1%,68,23.3%
Austin Daye,23.4,DET,Wing,494,82,84.8%,43,7.9%,25,0.7%,48,18.8%
DeMar DeRozan,22.2,TOR,Wing,2180,62,80.7%,93,15.1%,88,1.7%,50,19.6%
Carlos Delfino,29.2,MIL,Wing,1517,53,79.2%,22,5.0%,28,0.8%,63,21.7%
Luol Deng,26.5,CHI,Wing,2114,35,76.3%,50,8.4%,59,1.2%,58,20.9%
Boris Diaw,29.5,CHA,Forward,1007,6,63.0%,17,4.1%,40,0.9%,15,8.3%
Boris Diaw,29.5,SAS,Big,366,0,62.5%,10,6.0%,2,0.4%,0,0.0%
DeSagana Diop,29.8,CHA,Big,300,0,25.0%,3,2.4%,1,0.3%,0,0.0%
Keyon Dooling,31.5,BOS,Combo,629,9,74.2%,33,6.6%,67,1.7%,11,9.1%
Toney Douglas,25.6,NYK,Combo,617,71,84.6%,11,4.3%,4,0.6%,91,33.3%
Goran Dragic,25.5,HOU,Combo,1707,37,80.2%,69,9.9%,93,2.8%,62,21.0%
Jared Dudley,26.3,PHX,Wing,2009,28,72.2%,72,11.2%,75,1.5%,84,28.6%
Chris Duhon,29.2,ORL,Point,1199,0,83.3%,8,2.5%,3,0.7%,47,20.0%
Tim Duncan,35.5,SAS,Big,1630,57,69.5%,68,15.2%,76,1.9%,67,23.0%
Mike Dunleavy,31.1,MIL,Wing,1403,67,81.1%,70,10.9%,69,1.3%,41,16.9%
Kevin Durant,23.1,OKC,Forward,2535,94,86.1%,75,13.6%,83,2.2%,75,24.5%
Jerome Dyson,24.5,NOP,Point,178,21,77.8%,100,24.1%,97,3.3%,86,28.6%
Devin Ebanks,22.0,LAL,Wing,377,15,65.7%,97,17.5%,22,0.7%,9,5.9%
Wayne Ellington,23.9,MIN,Wing,935,48,78.9%,28,5.8%,23,0.7%,87,29.4%
Monta Ellis,26.0,GSW,Combo,1360,40,81.0%,58,8.4%,96,3.2%,60,20.6%
Monta Ellis,26.0,MIL,Wing,752,37,76.4%,64,10.2%,73,1.4%,62,21.6%
Semih Erden,25.3,CLE,Big,303,9,48.6%,91,21.5%,79,2.0%,10,5.9%
Jeremy Evans,24.0,UTA,Forward,162,0,50.0%,83,14.3%,85,2.2%,0,0.0%
Maurice Evans,33.0,WAS,Wing,318,0,80.0%,15,3.9%,10,0.4%,97,50.0%
Reggie Evans,31.5,LAC,Big,739,11,49.3%,98,28.9%,98,3.8%,50,19.2%
Tyreke Evans,22.1,SAC,Wing,2152,44,77.9%,83,12.4%,33,0.9%,64,22.1%
Kenneth Faried,21.9,DEN,Big,996,36,64.9%,86,19.5%,75,1.8%,35,17.1%
Jordan Farmar,24.9,BKN,Combo,796,94,90.3%,42,7.2%,51,1.6%,40,17.4%
Derrick Favors,20.3,UTA,Big,1349,35,64.2%,84,18.3%,45,1.3%,46,18.9%
Raymond Felton,27.3,POR,Point,1899,43,80.6%,34,6.3%,47,1.5%,64,21.4%
Rudy Fernandez,26.6,DEN,Wing,685,19,69.8%,41,7.4%,68,1.3%,72,23.5%
Landry Fields,23.3,NYK,Wing,1855,0,55.7%,72,11.1%,55,1.2%,59,21.3%
Derek Fisher,37.2,LAL,Point,1100,69,83.0%,39,6.7%,6,0.8%,25,11.8%
Derek Fisher,37.2,OKC,Point,361,0,90.9%,23,5.1%,2,0.5%,47,20.0%
Jonny Flynn,22.7,POR,Point,270,0,73.9%,70,9.6%,88,2.6%,66,22.2%
Gary Forbes,26.7,TOR,Wing,649,20,70.1%,74,11.4%,90,1.7%,34,16.7%
T.J. Ford,28.6,SAS,Point,160,0,81.8%,61,8.6%,55,1.7%,0,0.0%
Jeff Foster,34.8,IND,Big,140,0,66.7%,93,22.7%,1,0.3%,53,20.0%
Randy Foye,28.1,LAC,Wing,1632,89,87.5%,22,4.8%,34,0.9%,66,22.6%
Jimmer Fredette,22.7,SAC,Combo,1056,57,83.3%,7,4.2%,22,0.9%,13,11.1%
Channing Frye,28.5,PHX,Big,1653,99,89.0%,8,5.2%,58,1.5%,88,30.3%
Sundiata Gaines,25.5,BKN,Combo,723,0,59.7%,91,13.1%,58,1.7%,71,23.5%
Danilo Gallinari,23.2,DEN,Forward,1347,97,87.1%,88,15.2%,90,2.5%,21,12.3%
Francisco Garcia,29.8,SAC,Wing,770,47,78.6%,11,3.5%,53,1.1%,0,0.0%
Kevin Garnett,35.5,BOS,Big,1855,96,85.7%,19,8.5%,92,2.6%,22,12.7%
Marc Gasol,26.8,MEM,Big,2363,74,74.8%,73,16.2%,96,2.9%,52,19.7%
Pau Gasol,31.3,LAL,Big,2425,83,78.2%,34,10.3%,85,2.2%,59,21.4%
Rudy Gay,25.2,MEM,Forward,2415,69,78.8%,44,10.1%,54,1.2%,60,21.4%
Alonzo Gee,24.4,CLE,Wing,1785,46,78.5%,95,17.1%,21,0.7%,73,23.8%
Paul George,21.5,IND,Wing,1937,65,81.0%,69,10.7%,76,1.5%,34,16.2%
Daniel Gibson,25.7,CLE,Wing,885,49,79.1%,12,3.6%,66,1.3%,0,0.0%
Taj Gibson,26.4,CHI,Big,1199,25,61.4%,61,14.3%,45,1.2%,27,14.5%
Manu Ginobili,34.3,SAS,Wing,787,88,87.1%,77,11.6%,96,2.1%,49,19.4%
Mickell Gladness,25.3,GSW,Big,222,0,50.0%,41,11.5%,6,0.6%,87,28.6%
Ryan Gomes,29.2,LAC,Forward,366,0,72.7%,23,5.7%,8,0.6%,44,20.0%
Drew Gooden,30.1,MIL,Big,1462,96,85.7%,48,12.9%,52,1.4%,40,18.1%
Ben Gordon,28.6,DET,Combo,1343,77,85.7%,71,10.1%,44,1.4%,80,25.5%
Eric Gordon,22.9,NOP,Combo,303,14,76.2%,100,17.6%,100,4.1%,98,37.0%
Marcin Gortat,27.7,PHX,Big,2108,37,64.9%,51,13.2%,73,1.8%,45,18.6%
Andrew Goudelock,22.9,LAL,Combo,399,0,90.0%,0,1.2%,20,0.8%,0,0.0%
Danny Granger,28.5,IND,Wing,2060,91,87.6%,66,10.3%,81,1.6%,45,17.9%
Aaron Gray,26.9,TOR,Big,804,17,53.2%,52,13.4%,9,0.7%,58,20.8%
Danny Green,24.4,SAS,Wing,1471,58,79.6%,54,8.8%,39,0.9%,81,26.2%
Gerald Green,25.8,BKN,Forward,753,49,76.3%,40,9.1%,42,1.1%,83,26.7%
Willie Green,30.3,ATL,Wing,784,86,86.0%,42,7.8%,32,0.9%,67,22.7%
Donte Greene,23.7,SAC,Big,736,85,79.2%,22,8.8%,26,0.9%,9,4.2%
Blake Griffin,22.6,LAC,Big,2383,14,52.2%,80,17.7%,99,4.2%,86,28.2%
Hamed Haddadi,26.5,MEM,Big,184,0,68.0%,87,20.0%,78,1.9%,16,10.0%
Jordan Hamilton,21.1,DEN,Wing,229,0,40.0%,9,3.0%,8,0.4%,91,33.3%
Richard Hamilton,33.7,CHI,Wing,695,45,78.4%,23,5.0%,83,1.6%,97,50.0%
Tyler Hansbrough,26.0,IND,Big,1371,91,80.8%,90,20.9%,91,2.5%,57,20.5%
Luke Harangody,23.8,CLE,Big,173,0,66.7%,9,5.6%,18,0.8%,91,33.3%
James Harden,22.2,OKC,Wing,1873,81,84.6%,99,21.0%,94,2.0%,43,17.6%
Josh Harrellson,22.7,NYK,Big,475,26,61.5%,16,8.0%,16,0.8%,0,0.0%
Al Harrington,31.7,DEN,Big,1751,50,68.0%,25,9.5%,37,1.1%,47,19.0%
Devin Harris,28.7,UTA,Point,1738,10,74.4%,84,12.5%,70,2.1%,47,20.0%
Manny Harris,22.1,CLE,Wing,391,27,72.0%,96,17.3%,72,1.4%,57,20.8%
Terrel Harris,24.2,MIA,Combo,277,0,69.2%,62,9.1%,16,0.8%,22,14.3%
Tobias Harris,19.3,MIL,Forward,403,80,83.8%,81,14.2%,15,0.7%,71,23.8%
Udonis Haslem,31.4,MIA,Big,1548,89,80.4%,26,9.5%,47,1.3%,17,11.1%
Spencer Hawes,23.5,PHI,Big,918,65,72.7%,11,6.9%,20,0.9%,61,21.7%
Chuck Hayes,28.4,SAC,Big,1026,43,66.7%,37,10.9%,3,0.5%,75,25.0%
Gordon Hayward,21.6,UTA,Wing,1999,71,83.3%,78,11.9%,97,2.3%,76,25.0%
Brendan Haywood,31.9,DAL,Big,1143,6,46.9%,78,17.6%,29,1.0%,34,17.0%
Gerald Henderson,23.9,CHA,Wing,1811,34,76.0%,79,11.9%,98,2.5%,61,21.5%
Xavier Henry,20.6,NOP,Wing,721,3,61.3%,91,14.7%,74,1.5%,24,14.3%
Roy Hibbert,24.9,IND,Big,1933,62,71.1%,58,13.9%,93,2.7%,84,27.2%
JJ Hickson,23.2,POR,Big,595,35,64.9%,71,16.1%,60,1.5%,75,25.0%
JJ Hickson,23.2,SAC,Big,620,30,63.6%,56,13.6%,67,1.7%,19,11.5%
Cory Higgins,22.4,CHA,Combo,285,11,75.0%,82,11.6%,82,2.1%,31,15.4%
Nene Hilario,29.1,DEN,Big,825,47,67.7%,83,18.3%,94,2.7%,44,18.3%
Nene Hilario,29.1,WAS,Big,271,30,63.6%,68,15.3%,97,3.8%,96,38.9%
George Hill,25.5,IND,Combo,1253,29,79.1%,80,10.8%,76,1.9%,58,20.5%
Grant Hill,39.1,PHX,Forward,1376,43,76.1%,52,10.3%,38,0.9%,19,11.8%
Jordan Hill,24.3,HOU,Big,438,29,63.3%,47,12.7%,12,0.7%,17,11.1%
Kirk Hinrich,30.8,ATL,Combo,1211,23,78.1%,16,4.4%,11,0.8%,64,23.1%
Jrue Holiday,21.4,PHI,Combo,2177,26,78.3%,36,6.7%,24,1.0%,73,24.1%
Ryan Hollins,27.1,BOS,Big,147,0,27.8%,98,27.6%,30,1.0%,75,25.0%
Ryan Hollins,27.1,CLE,Big,346,23,60.4%,96,26.4%,94,2.8%,16,10.5%
Al Horford,25.4,ATL,Big,347,69,73.3%,70,15.9%,44,1.2%,98,44.4%
Dwight Howard,25.9,ORL,Big,2063,10,49.1%,96,26.4%,100,4.9%,72,24.4%
Josh Howard,31.5,UTA,Wing,972,40,77.4%,58,9.4%,70,1.3%,34,16.7%
Juwan Howard,38.7,MIA,Big,118,0,75.0%,30,10.0%,14,0.8%,75,25.0%
Lester Hudson,27.2,CLE,Combo,261,66,83.9%,53,8.0%,84,2.1%,44,18.2%
Larry Hughes,32.8,ORL,Combo,102,0,50.0%,18,4.8%,0,0.0%,0,0.0%
Kris Humphries,26.7,BKN,Big,2154,75,75.1%,62,14.7%,88,2.4%,39,17.9%
Serge Ibaka,22.1,OKC,Big,1786,41,66.1%,36,10.5%,24,0.9%,60,21.4%
Andre Iguodala,27.8,PHI,Wing,2194,4,61.7%,84,12.5%,91,1.7%,21,13.8%
Ersan Ilyasova,24.5,MIL,Big,1643,82,78.1%,50,13.1%,62,1.6%,36,17.2%
Kyrie Irving,19.6,CLE,Combo,1551,83,87.1%,67,9.8%,62,1.7%,64,23.1%
Royal Ivey,29.9,OKC,Wing,264,0,0.0%,0,0.0%,13,0.5%,99,0.0%
Jarrett Jack,28.0,NOP,Point,1526,88,87.0%,55,7.8%,91,2.8%,39,18.8%
Reggie Jackson,21.5,OKC,Point,405,0,100.0%,17,3.8%,25,1.2%,47,20.0%
Stephen Jackson,33.6,MIL,Wing,709,72,83.3%,59,9.6%,84,1.6%,44,17.9%
Stephen Jackson,33.6,SAS,Wing,471,72,83.3%,84,12.7%,61,1.3%,27,15.0%
Damion James,24.1,BKN,Forward,166,0,66.7%,67,13.2%,63,1.4%,0,0.0%
LeBron James,26.8,MIA,Forward,2317,57,77.1%,90,16.0%,100,3.0%,73,24.1%
Antawn Jamison,35.4,CLE,Forward,2146,23,68.3%,46,10.2%,71,1.8%,67,22.6%
Al Jefferson,26.8,UTA,Big,2065,80,77.4%,17,8.1%,22,0.9%,81,25.6%
Richard Jefferson,31.4,GSW,Forward,576,29,69.7%,21,5.7%,75,1.9%,44,20.0%
Richard Jefferson,31.4,SAS,Wing,1152,25,71.4%,31,6.1%,27,0.8%,11,10.0%
Jared Jeffries,29.9,NYK,Big,715,51,68.6%,73,16.2%,70,1.7%,17,11.1%
Charles Jenkins,22.7,GSW,Point,852,90,87.2%,31,6.2%,11,0.9%,81,27.8%
Brandon Jennings,22.1,MIL,Combo,2317,49,81.4%,40,7.2%,29,1.3%,51,19.0%
Jonas Jerebko,24.7,DET,Big,1370,87,79.4%,33,10.2%,40,1.1%,48,19.1%
Amir Johnson,24.5,TOR,Big,1537,54,69.0%,29,9.9%,49,1.3%,86,27.8%
Armon Johnson,22.7,BKN,Combo,115,0,100.0%,20,4.9%,0,0.0%,0,0.0%
Carldell Johnson,28.8,NOP,Point,105,0,0.0%,0,0.0%,64,1.9%,100,0.0%
Ivan Johnson,27.6,ATL,Big,833,58,69.9%,74,16.2%,75,1.8%,95,36.4%
JaJuan Johnson,22.7,BOS,Big,206,0,0.0%,1,1.3%,0,0.2%,99,100.0%
James Johnson,24.7,TOR,Forward,1519,31,70.6%,48,10.2%,13,0.7%,44,20.0%
Joe Johnson,30.3,ATL,Wing,2119,83,84.9%,28,5.8%,97,2.3%,31,16.1%
Wesley Johnson,24.3,MIN,Wing,1458,24,70.6%,16,4.2%,5,0.3%,87,29.4%
Dahntay Jones,30.8,IND,Wing,920,76,83.8%,87,13.0%,37,0.9%,65,22.2%
Dominique Jones,23.0,DAL,Point,204,0,80.0%,97,17.2%,67,2.0%,47,20.0%
James Jones,31.1,MIA,Wing,578,0,82.6%,13,3.8%,80,1.5%,0,0.0%
Solomon Jones,27.3,NOP,Big,193,0,83.3%,63,14.8%,83,2.1%,0,0.0%
DeAndre Jordan,23.3,LAC,Big,1789,15,52.5%,58,13.8%,80,2.0%,63,22.0%
Cory Joseph,20.2,SAS,Combo,227,0,64.7%,31,6.6%,73,1.8%,76,25.0%
Chris Kaman,29.5,NOP,Big,1367,81,78.1%,14,7.4%,34,1.0%,48,19.1%
Enes Kanter,19.4,UTA,Big,823,44,67.0%,88,20.3%,50,1.3%,75,25.0%
Jason Kapono,30.7,LAL,Wing,254,0,100.0%,0,0.0%,0,0.0%,99,0.0%
Jason Kidd,38.6,DAL,Point,1375,29,78.6%,8,2.5%,5,0.8%,0,0.0%
Linas Kleiza,26.8,TOR,Forward,1018,77,81.0%,42,9.2%,60,1.3%,52,20.5%
Brandon Knight,19.9,DET,Point,2081,14,75.7%,33,6.3%,69,2.0%,75,24.5%
Kyle Korver,30.6,CHI,Wing,1384,78,84.5%,3,1.6%,59,1.2%,91,33.3%
Kosta Koufos,22.7,DEN,Big,759,24,61.2%,35,10.4%,38,1.1%,26,14.3%
Carl Landry,28.1,NOP,Big,988,87,79.9%,92,22.2%,89,2.4%,85,27.4%
Ty Lawson,24.0,DEN,Point,2114,64,82.5%,73,9.7%,73,2.2%,47,20.0%
Courtney Lee,26.1,HOU,Wing,1733,70,82.6%,14,3.8%,40,0.9%,83,27.3%
David Lee,28.5,GSW,Big,2116,83,78.2%,57,13.6%,74,1.8%,75,25.0%
Malcolm Lee,21.4,MIN,Combo,198,0,84.6%,89,12.1%,42,1.4%,22,14.3%
Kawhi Leonard,20.3,SAS,Forward,1477,46,76.2%,54,10.8%,4,0.5%,83,26.7%
Jon Leuer,22.5,MIL,Big,513,0,75.0%,12,7.3%,22,0.9%,98,46.2%
Rashard Lewis,32.2,WAS,Forward,718,80,83.8%,33,8.5%,69,1.5%,81,25.0%
Jeremy Lin,23.2,NYK,Point,910,38,79.5%,94,15.0%,98,3.6%,69,23.8%
Shaun Livingston,26.1,MIL,Wing,1020,56,79.5%,89,13.4%,50,1.1%,91,32.4%
Brook Lopez,23.6,BKN,Big,135,28,62.5%,91,21.1%,48,1.3%,91,31.6%
Robin Lopez,23.6,PHX,Big,796,65,72.7%,89,20.4%,83,2.1%,36,17.2%
Kevin Love,23.1,MIN,Big,2136,94,82.3%,64,14.8%,98,3.9%,40,18.1%
Kyle Lowry,25.6,HOU,Point,1505,86,86.1%,86,12.9%,94,2.8%,45,19.2%
John Lucas III,28.9,CHI,Point,622,100,92.6%,14,3.5%,27,1.2%,16,9.1%
Shelvin Mack,21.5,WAS,Point,665,5,69.0%,80,10.4%,22,1.1%,17,9.5%
Corey Maggette,32.0,CHA,Wing,860,85,85.7%,97,18.5%,99,2.6%,26,14.8%
Jamaal Magloire,33.4,TOR,Big,370,0,25.9%,70,15.7%,80,2.0%,75,25.0%
Ian Mahinmi,25.0,DAL,Big,1112,34,64.1%,94,23.7%,64,1.6%,35,17.1%
Shawn Marion,33.5,DAL,Forward,1915,71,79.6%,25,5.9%,21,0.7%,27,15.0%
Cartier Martin,26.9,WAS,Wing,364,0,55.6%,32,6.2%,64,1.3%,16,12.5%
Kenyon Martin,33.8,LAC,Big,933,1,37.0%,18,8.4%,10,0.7%,0,0.0%
Kevin Martin,28.7,HOU,Wing,1260,96,89.4%,71,11.0%,87,1.7%,22,13.8%
Roger Mason Jr.,31.1,WAS,Wing,624,0,78.3%,7,2.6%,4,0.3%,34,16.7%
Wesley Matthews,25.0,POR,Wing,2187,84,85.5%,49,8.3%,63,1.3%,16,11.9%
Jason Maxiell,28.7,DET,Big,1437,19,54.6%,40,11.4%,47,1.3%,23,12.8%
Eric Maynor,24.4,OKC,Point,114,0,100.0%,27,5.9%,0,0.4%,0,0.0%
O.J. Mayo,24.0,MEM,Combo,1736,20,77.8%,47,7.5%,64,1.7%,33,15.8%
Luc Mbah a Moute,25.1,MIL,Forward,972,11,64.2%,96,17.3%,50,1.1%,75,24.5%
JaVale McGee,23.8,DEN,Big,404,2,37.5%,59,13.9%,68,1.7%,82,26.1%
JaVale McGee,23.8,WAS,Big,1121,12,50.0%,60,14.0%,42,1.2%,88,29.0%
Tracy McGrady,32.4,ATL,Wing,783,14,64.9%,91,14.8%,49,1.1%,22,13.9%
Dominic McGuire,26.0,GSW,Forward,1088,37,75.6%,38,8.9%,25,0.8%,56,21.1%
