Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,78,-4.5%,89,-6.1%,73,-1.7%,24,+3.4%,40,+1.7%,49,-0.1%,11,+4.5%,15,+4.4%
Malik Allen,27.3,CHI,Big,116,53,-0.6%,33,+1.6%,56,-0.7%,76,-3.2%,77,-3.9%,98,-4.9%,1,+7.2%,25,+2.3%
Carmelo Anthony,21.4,DEN,Forward,192,99,-12.0%,86,-4.9%,54,-0.6%,7,+6.9%,16,+6.3%,9,+3.6%,91,-5.0%,65,-1.3%
Gilbert Arenas,23.8,WAS,Combo,283,1,+12.2%,100,-14.8%,97,-5.7%,0,+13.7%,9,+8.0%,24,+1.9%,8,+4.9%,6,+6.8%
Chucky Atkins,31.2,MEM,Point,101,3,+10.5%,16,+4.4%,65,-1.1%,64,-2.1%,71,-3.2%,59,-0.4%,56,-0.8%,62,-1.2%
Leandro Barbosa,22.9,PHX,Wing,625,43,+0.9%,47,+0.2%,79,-2.4%,43,+0.9%,61,-1.5%,44,+0.3%,41,+1.0%,33,+1.3%
Brent Barry,33.8,SAS,Wing,281,16,+5.6%,48,+0.2%,61,-1.0%,53,-0.5%,60,-1.5%,70,-1.1%,27,+2.4%,34,+1.3%
Shane Battier,27.1,MEM,Forward,128,86,-5.7%,98,-13.3%,29,+2.6%,6,+6.9%,6,+9.5%,88,-2.6%,4,+6.5%,18,+3.8%
Raja Bell,29.1,PHX,Wing,673,40,+1.8%,73,-3.3%,28,+2.8%,42,+0.9%,27,+3.7%,72,-1.2%,44,+0.8%,50,-0.4%
Mike Bibby,27.5,SAC,Point,255,12,+6.3%,0,+13.2%,1,+11.0%,100,-15.0%,78,-4.0%,100,-7.8%,59,-1.4%,100,-9.1%
Chauncey Billups,29.1,DET,Point,702,77,-4.3%,34,+1.5%,76,-1.8%,9,+6.1%,24,+4.3%,90,-2.7%,76,-3.1%,93,-5.7%
Andrew Bogut,20.9,MIL,Big,168,54,-0.7%,84,-4.5%,48,+0.1%,28,+2.9%,30,+3.0%,4,+4.5%,75,-3.0%,32,+1.5%
Bruce Bowen,34.4,SAS,Wing,440,59,-1.3%,42,+0.7%,44,+0.8%,49,+0.3%,45,+1.1%,33,+1.0%,73,-2.8%,69,-1.8%
Earl Boykins,29.4,DEN,Point,139,2,+11.1%,1,+9.6%,78,-2.2%,91,-6.9%,98,-9.1%,73,-1.4%,45,+0.8%,53,-0.6%
Elton Brand,26.6,LAC,Big,516,5,+9.3%,35,+1.4%,68,-1.4%,82,-4.5%,88,-5.8%,28,+1.2%,19,+3.2%,16,+4.4%
Kwame Brown,23.6,LAL,Big,224,9,+6.6%,96,-8.3%,27,+2.9%,31,+2.6%,18,+5.5%,32,+1.1%,32,+1.8%,23,+2.8%
Kobe Bryant,27.2,LAL,Combo,313,47,+0.2%,9,+5.7%,74,-1.7%,87,-5.9%,96,-7.6%,34,+0.8%,40,+1.1%,28,+1.9%
Greg Buckner,29.1,DEN,Wing,137,78,-4.3%,97,-9.1%,12,+4.4%,13,+5.2%,4,+9.7%,73,-1.4%,45,+0.8%,53,-0.6%
Caron Butler,25.6,WAS,Wing,261,100,-12.4%,90,-6.6%,20,+3.8%,1,+10.2%,1,+14.0%,50,-0.1%,97,-7.3%,98,-7.4%
Marcus Camby,31.6,DEN,Big,175,97,-10.0%,99,-14.4%,9,+4.8%,11,+5.8%,3,+10.6%,6,+4.1%,50,-0.3%,19,+3.8%
Vince Carter,28.8,NJN,Wing,449,64,-1.8%,21,+3.3%,92,-4.1%,48,+0.4%,76,-3.7%,3,+4.5%,83,-4.1%,44,+0.4%
Sam Cassell,36.0,LAC,Point,403,8,+7.3%,3,+6.9%,53,-0.4%,90,-5.9%,91,-6.3%,25,+1.8%,70,-2.4%,54,-0.6%
Tyson Chandler,23.1,CHI,Big,103,22,+4.4%,39,+1.4%,47,+0.5%,25,+3.3%,26,+3.8%,13,+2.8%,100,-7.9%,89,-5.1%
Jason Collins,26.9,NJN,Big,302,20,+4.6%,93,-7.3%,6,+7.3%,8,+6.4%,2,+13.7%,67,-0.8%,95,-5.6%,96,-6.5%
Austin Croshere,30.5,IND,Forward,173,0,+12.8%,97,-12.8%,8,+6.1%,3,+8.3%,0,+14.4%,85,-2.3%,48,+0.7%,66,-1.5%
Erick Dampier,30.3,DAL,Big,447,52,-0.3%,22,+3.2%,34,+2.1%,59,-1.4%,49,+0.7%,28,+1.3%,93,-5.2%,84,-3.9%
