Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Samuel Dalembert,28.5,PHI,Big,133,15,11.1%,98,129.6,25,3.9%,38,0.36,8,20.0%
Erick Dampier,33.3,DAL,Big,254,18,11.4%,88,126.7,23,3.8%,33,0.33,0,31.4%
Glen Davis,22.8,BOS,Big,509,68,18.5%,40,107.3,57,8.2%,55,0.44,83,9.8%
Tim Duncan,32.5,SAS,Big,163,100,28.7%,48,111.2,100,18.8%,83,0.66,90,7.4%
Maurice Evans,30.0,ATL,Wing,244,9,11.5%,18,98.1,21,6.0%,48,0.52,91,7.5%
Jordan Farmar,21.9,LAL,Point,246,53,21.2%,35,97.7,18,19.4%,24,0.91,47,15.2%
Rudy Fernandez,23.6,POR,Wing,158,24,14.2%,82,118.4,24,6.8%,39,0.48,0,19.8%
Michael Finley,35.7,SAS,Forward,143,10,11.8%,80,114.3,30,5.6%,40,0.48,70,8.6%
Derek Fisher,34.2,LAL,Point,635,6,14.7%,41,100.0,6,11.5%,6,0.78,76,11.9%
Pau Gasol,28.3,LAL,Big,926,70,18.7%,80,123.5,78,10.2%,75,0.55,63,11.5%
Daniel Gibson,22.7,CLE,Combo,152,0,12.6%,50,102.7,0,4.8%,0,0.38,17,15.0%
Ben Gordon,25.6,CHI,Wing,303,70,24.3%,55,110.4,61,12.2%,42,0.50,97,4.9%
Marcin Gortat,24.7,ORL,Big,263,8,10.1%,100,130.5,3,1.8%,5,0.18,10,18.3%
Willie Green,27.3,PHI,Wing,147,45,18.2%,3,90.4,30,8.0%,27,0.44,79,9.4%
Richard Hamilton,30.7,DET,Wing,153,82,26.1%,0,85.5,94,27.0%,97,1.04,36,13.0%
Udonis Haslem,28.4,MIA,Big,203,23,12.5%,65,115.7,10,2.6%,15,0.21,50,12.6%
Chuck Hayes,25.4,HOU,Big,168,3,7.4%,20,100.0,63,9.1%,100,1.22,28,15.4%
Nene Hilario,26.1,DEN,Big,521,40,15.6%,75,119.5,88,12.2%,90,0.78,18,17.5%
Kirk Hinrich,27.8,CHI,Combo,207,33,17.3%,83,119.7,42,16.7%,67,0.96,50,8.9%
Al Horford,22.4,ATL,Big,251,33,14.8%,8,91.2,90,12.4%,95,0.84,98,5.5%
Eddie House,30.5,BOS,Combo,224,8,13.6%,92,135.1,17,10.3%,25,0.76,92,6.0%
Dwight Howard,22.9,ORL,Big,900,80,22.5%,83,124.9,65,9.3%,50,0.41,25,16.0%
Josh Howard,28.5,DAL,Wing,294,79,26.0%,36,105.3,33,8.1%,9,0.31,42,12.8%
Andre Iguodala,24.8,PHI,Wing,268,88,27.5%,61,111.2,97,27.6%,91,1.00,12,15.9%
Zydrunas Ilgauskas,33.4,CLE,Big,406,53,17.1%,13,96.7,40,6.5%,43,0.38,93,6.2%
LeBron James,23.8,CLE,Forward,578,100,38.2%,100,122.5,100,39.1%,100,1.02,80,8.2%
Anthony Johnson,34.1,ORL,Point,277,47,21.0%,6,90.1,53,22.9%,53,1.09,94,10.3%
Joe Johnson,27.3,ATL,Wing,428,85,27.2%,15,96.8,82,19.9%,73,0.73,30,13.9%
Dahntay Jones,27.8,DEN,Wing,262,42,17.7%,64,111.7,18,5.8%,12,0.33,55,11.1%
James Jones,28.1,MIA,Wing,234,3,8.7%,100,167.5,6,3.6%,21,0.41,70,10.3%
Jason Kidd,35.6,DAL,Point,386,12,15.8%,88,119.8,59,23.3%,82,1.48,41,15.4%
Andrei Kirilenko,27.7,UTA,Forward,135,60,17.4%,40,101.9,70,13.2%,80,0.76,50,9.2%
Linas Kleiza,23.8,DEN,Forward,181,30,13.3%,90,119.0,20,4.5%,20,0.34,100,1.8%
Kyle Korver,27.6,UTA,Wing,136,27,15.3%,58,110.4,76,15.7%,94,1.02,100,4.2%
Carl Landry,25.1,HOU,Big,220,60,17.8%,53,113.0,0,1.7%,0,0.10,15,17.7%
Courtney Lee,23.1,ORL,Wing,548,36,15.8%,33,104.3,36,8.1%,45,0.51,52,11.2%
Rashard Lewis,29.2,ORL,Big,983,75,21.3%,57,114.0,93,12.7%,80,0.60,60,11.6%
Kyle Lowry,22.6,HOU,Point,228,41,19.9%,12,91.3,29,21.0%,47,1.05,18,17.8%
Stephon Marbury,31.7,BOS,Combo,156,92,25.1%,0,74.6,83,25.3%,75,1.01,33,11.0%
Kenyon Martin,30.8,DEN,Big,536,35,15.3%,35,104.2,75,10.1%,85,0.66,40,14.0%
Roger Mason Jr.,28.1,SAS,Wing,108,48,18.2%,21,100.0,64,12.7%,64,0.70,76,10.0%
Antonio McDyess,34.2,DET,Big,135,45,15.8%,55,113.0,18,3.2%,13,0.20,53,12.0%
Andre Miller,32.6,PHI,Point,257,88,27.1%,71,110.4,65,23.4%,18,0.86,59,13.4%
Brad Miller,32.6,CHI,Big,185,65,18.3%,63,114.8,55,7.9%,53,0.43,3,27.6%
Paul Millsap,23.7,UTA,Big,155,48,15.9%,30,103.5,68,9.3%,78,0.59,78,10.5%
Yao Ming,28.1,HOU,Big,322,73,19.2%,93,127.3,35,5.3%,20,0.28,45,13.4%
Ronald Murray,29.3,ATL,Combo,323,58,22.4%,25,97.7,58,17.7%,33,0.79,67,7.7%
Joakim Noah,23.7,CHI,Big,271,20,12.3%,60,114.5,70,9.7%,93,0.79,68,11.3%
Dirk Nowitzki,30.4,DAL,Big,393,95,27.5%,95,127.6,98,14.8%,73,0.54,80,10.0%
Jermaine O'Neal,30.1,MIA,Big,161,85,23.9%,73,119.4,83,10.8%,60,0.45,43,13.5%
Lamar Odom,29.0,LAL,Big,733,50,16.6%,70,117.9,60,8.9%,70,0.54,35,14.3%
Travis Outlaw,24.1,POR,Forward,166,70,20.5%,10,75.0,10,3.1%,0,0.15,90,7.2%
Zaza Pachulia,24.7,ATL,Big,249,43,15.7%,28,101.5,5,2.4%,3,0.15,13,18.2%
Tony Parker,26.5,SAS,Point,181,100,41.5%,82,118.2,88,42.0%,35,1.01,53,13.8%
Chris Paul,23.5,NOP,Point,201,94,31.0%,47,101.2,100,57.1%,100,1.84,12,18.4%
Kendrick Perkins,24.0,BOS,Big,511,30,14.6%,78,120.3,43,6.5%,57,0.45,5,20.6%
Paul Pierce,31.1,BOS,Wing,555,76,25.2%,48,109.7,70,13.7%,55,0.54,61,10.9%
Mickael Pietrus,26.7,ORL,Wing,609,30,15.3%,88,126.3,9,4.2%,6,0.27,58,10.9%
James Posey,31.8,NOP,Wing,113,64,22.3%,42,106.5,12,4.5%,3,0.20,3,18.5%
Tayshaun Prince,28.7,DET,Forward,128,20,13.1%,0,55.6,50,7.0%,50,0.54,0,15.4%
Joel Przybilla,29.1,POR,Big,161,5,8.2%,45,109.5,53,7.8%,98,0.96,55,12.0%
JJ Redick,24.4,ORL,Combo,320,17,14.3%,67,110.3,25,15.0%,83,1.05,83,7.3%
Rajon Rondo,22.7,BOS,Point,576,82,26.9%,18,92.8,82,39.4%,76,1.46,82,11.1%
Derrick Rose,20.1,CHI,Point,313,71,26.1%,53,107.8,76,26.8%,41,1.03,6,19.8%
Brandon Roy,24.3,POR,Wing,237,97,34.5%,70,113.5,73,15.5%,30,0.45,88,8.3%
John Salmons,28.9,CHI,Wing,312,55,19.4%,30,104.1,42,8.7%,33,0.45,82,9.1%
Brian Scalabrine,30.6,BOS,Forward,240,0,10.8%,60,111.5,60,7.7%,70,0.72,40,9.4%
Luis Scola,28.5,HOU,Big,416,78,21.5%,33,104.0,73,9.8%,63,0.46,65,11.4%
JR Smith,23.1,DEN,Wing,409,73,24.9%,52,109.8,79,17.8%,70,0.72,73,10.2%
Joe Smith,33.3,CLE,Big,205,28,14.3%,50,111.5,8,2.6%,8,0.18,57,11.8%
Josh Smith,22.9,ATL,Big,409,90,24.4%,18,98.9,95,12.7%,68,0.52,73,10.6%
Peja Stojakovic,31.4,NOP,Forward,162,40,15.5%,50,103.7,0,2.8%,10,0.18,20,11.3%
Rodney Stuckey,22.5,DET,Combo,127,100,32.4%,17,90.9,100,35.6%,92,1.10,75,7.6%
Wally Szczerbiak,31.7,CLE,Wing,134,18,13.4%,21,100.0,27,7.4%,58,0.55,9,16.4%
Jason Terry,31.1,DAL,Wing,322,61,21.3%,27,102.2,48,10.1%,36,0.47,67,10.3%
Tyrus Thomas,22.2,CHI,Big,187,63,18.0%,10,92.6,38,5.7%,30,0.32,33,15.3%
Hedo Turkoglu,29.6,ORL,Wing,931,67,23.3%,45,108.6,88,21.8%,88,0.93,27,14.3%
Anderson Varejao,26.1,CLE,Big,419,13,10.7%,43,107.8,15,3.0%,23,0.28,23,16.1%
Sasha Vujacic,24.7,LAL,Combo,235,25,17.1%,8,78.4,8,6.7%,8,0.39,58,8.8%
Dwyane Wade,26.8,MIA,Wing,284,100,38.5%,73,114.0,100,30.6%,82,0.79,45,11.7%
Von Wafer,23.3,HOU,Wing,164,91,27.9%,39,105.4,52,10.4%,15,0.37,48,11.2%
Ben Wallace,34.1,CLE,Big,176,0,5.0%,20,100.0,20,3.5%,88,0.70,20,17.1%
Rasheed Wallace,34.1,DET,Big,121,25,13.5%,3,86.7,33,4.7%,35,0.35,85,9.7%
Luke Walton,28.6,LAL,Wing,316,33,15.8%,12,93.7,85,20.2%,100,1.28,15,15.7%
David West,28.2,NOP,Big,178,93,27.1%,15,97.8,50,7.6%,25,0.28,38,14.1%
Delonte West,25.3,CLE,Combo,589,42,18.5%,58,109.7,33,15.8%,42,0.85,8,15.2%
Deron Williams,24.4,UTA,Point,210,76,26.6%,65,110.1,94,43.9%,88,1.65,29,16.2%
Lou Williams,22.0,PHI,Combo,148,67,22.9%,42,101.8,75,21.3%,50,0.93,0,16.6%
Mo Williams,25.9,CLE,Point,540,59,21.9%,59,109.2,12,18.0%,12,0.82,71,12.3%
Metta World Peace,29.0,HOU,Forward,487,80,26.0%,20,95.3,90,19.9%,90,0.77,10,12.0%
Antoine Wright,24.7,DAL,Wing,151,15,13.4%,97,140.0,39,8.5%,61,0.63,94,7.1%
Thaddeus Young,20.4,PHI,Forward,229,50,16.3%,30,101.4,40,6.1%,30,0.37,30,10.7%
