Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Andray Blatche,27.2,BKN,Big,1576,33,1.3%,95,2.1%,56,4.4%,45,8.3%,53,17.4%,50,3.8%,50,26.9%
Eric Bledsoe,23.9,PHX,Combo,1407,72,0.5%,89,2.2%,77,2.8%,58,2.0%,91,12.4%,77,1.3%,77,6.7%
Andrew Bogut,28.9,GSW,Big,1764,91,3.6%,57,1.2%,56,4.5%,84,11.2%,98,26.3%,26,1.1%,64,30.5%
Matt Bonner,33.6,SAS,Big,602,15,0.9%,31,0.9%,92,2.9%,1,2.5%,36,15.9%,0,0.0%,44,25.6%
Trevor Booker,25.9,WAS,Big,1521,43,1.6%,58,1.2%,75,3.5%,67,10.1%,36,15.9%,0,0.0%,23,19.4%
Carlos Boozer,31.9,CHI,Big,2131,6,0.6%,53,1.1%,69,3.8%,23,6.4%,89,23.4%,60,4.5%,80,36.5%
Chris Bosh,29.6,MIA,Big,2521,48,1.7%,78,1.5%,82,3.4%,12,5.1%,50,17.2%,0,0.0%,38,23.7%
Avery Bradley,22.9,BOS,Combo,1838,47,0.3%,44,1.5%,60,3.4%,75,2.6%,81,10.3%,0,0.0%,30,1.7%
Elton Brand,34.6,ATL,Big,1388,86,3.3%,65,1.3%,21,6.0%,40,8.1%,62,18.4%,0,0.0%,65,30.8%
Corey Brewer,27.7,MIN,Wing,2606,63,0.6%,98,2.4%,52,3.1%,53,2.3%,0,5.6%,81,2.3%,43,7.1%
Ronnie Brewer,28.6,HOU,Wing,118,36,0.4%,70,1.6%,98,1.6%,9,1.0%,3,6.5%,0,0.0%,0,0.0%
Aaron Brooks,28.8,DEN,Combo,803,65,0.4%,39,1.4%,58,3.4%,72,2.4%,23,7.3%,0,0.0%,46,3.2%
Aaron Brooks,28.8,HOU,Point,652,75,0.4%,34,1.3%,12,4.6%,93,3.4%,2,5.3%,100,7.8%,42,2.0%
MarShon Brooks,24.8,LAL,Wing,201,70,0.7%,83,2.0%,44,3.3%,89,4.6%,27,8.7%,0,0.0%,75,14.3%
Lorenzo Brown,23.2,PHI,Point,157,92,0.7%,76,2.2%,29,3.8%,97,3.5%,5,5.6%,98,6.7%,88,9.1%
Shannon Brown,27.9,SAS,Wing,100,0,0.0%,2,0.5%,3,5.5%,11,1.1%,66,11.1%,0,0.0%,0,0.0%
Kobe Bryant,35.2,LAL,Combo,176,44,0.3%,68,1.8%,95,2.0%,26,1.3%,95,13.4%,0,0.0%,0,0.0%
Chase Budinger,25.4,MIN,Wing,703,4,0.1%,28,1.1%,40,3.4%,46,2.1%,48,9.9%,75,1.9%,74,13.6%
Reggie Bullock,22.6,LAC,Wing,342,8,0.1%,16,0.9%,58,3.0%,45,2.1%,26,8.7%,91,3.3%,89,20.8%
Trey Burke,21.0,UTA,Point,2220,22,0.1%,14,0.9%,63,2.8%,37,1.6%,42,8.5%,85,2.6%,47,2.5%
Alec Burks,22.3,UTA,Wing,2086,32,0.3%,65,1.4%,32,3.6%,64,2.7%,53,10.3%,80,2.2%,17,3.1%
Caron Butler,33.6,MIL,Forward,805,39,0.7%,39,1.3%,64,3.0%,14,2.1%,95,18.6%,0,0.0%,45,18.2%
Caron Butler,33.6,OKC,Wing,594,59,0.5%,79,1.8%,14,4.2%,5,0.9%,59,10.6%,0,0.0%,69,12.2%
Jimmy Butler,24.1,CHI,Wing,2580,72,0.8%,95,2.3%,98,1.7%,75,3.6%,45,9.7%,0,0.0%,26,4.4%
Rasual Butler,34.4,IND,Wing,301,91,1.2%,6,0.6%,17,4.1%,31,1.8%,39,9.2%,0,0.0%,53,8.7%
Dwight Buycks,24.7,TOR,Combo,141,0,0.0%,98,2.5%,51,3.5%,79,2.8%,100,15.4%,0,0.0%,0,0.0%
Andrew Bynum,26.0,CLE,Big,478,81,3.0%,7,0.6%,99,1.9%,58,9.4%,39,16.2%,0,0.0%,9,13.6%
Will Bynum,30.8,DET,Combo,1008,54,0.4%,47,1.6%,16,4.7%,67,2.3%,37,7.8%,0,0.0%,33,2.3%
Nick Calathes,24.7,MEM,Point,1099,76,0.4%,93,2.7%,17,4.5%,76,2.5%,76,10.2%,0,0.0%,0,0.0%
Jose Calderon,32.1,DAL,Point,2459,42,0.2%,32,1.3%,80,2.4%,25,1.3%,25,7.3%,0,0.0%,0,0.0%
Kentavious Caldwell-Pope,20.7,DET,Wing,1506,44,0.4%,82,2.0%,28,3.7%,54,2.3%,16,8.0%,53,0.8%,18,3.2%
Isaiah Canaan,22.5,HOU,Combo,213,98,0.9%,11,1.0%,26,4.2%,82,2.9%,25,7.4%,0,0.0%,0,0.0%
DeMarre Carroll,27.3,ATL,Wing,2332,52,0.5%,89,2.1%,41,3.4%,93,5.1%,77,12.0%,57,0.8%,95,27.7%
Vince Carter,36.8,DAL,Wing,1958,82,0.9%,57,1.3%,11,4.4%,73,3.5%,69,11.3%,93,3.4%,72,12.9%
Michael Carter-Williams,22.1,PHI,Point,2379,98,0.9%,83,2.3%,36,3.4%,98,3.9%,98,14.5%,80,1.9%,95,11.1%
Omri Casspi,25.4,HOU,Forward,1183,27,0.6%,57,1.5%,59,3.3%,52,4.1%,50,13.2%,95,10.5%,86,30.1%
Mario Chalmers,27.5,MIA,Point,2161,73,0.4%,88,2.6%,22,4.2%,71,2.3%,49,8.8%,75,1.6%,54,3.2%
Tyson Chandler,31.1,NYK,Big,1653,57,2.1%,40,1.0%,76,3.5%,69,10.2%,91,23.8%,41,2.9%,47,26.3%
Wilson Chandler,26.5,DEN,Forward,1922,50,0.8%,20,1.0%,36,3.9%,18,2.6%,36,11.8%,80,5.7%,23,14.1%
Dionte Christmas,27.1,PHX,Wing,137,92,1.2%,5,0.6%,20,4.0%,94,5.8%,98,16.5%,98,7.1%,39,6.7%
Earl Clark,25.8,CLE,Forward,656,77,1.4%,32,1.1%,30,4.0%,30,3.1%,84,16.5%,0,0.0%,2,7.4%
Victor Claver,25.2,POR,Big,147,20,1.0%,34,0.9%,70,3.8%,22,6.3%,20,14.5%,0,0.0%,0,0.0%
Norris Cole,25.1,MIA,Combo,1918,25,0.1%,74,1.9%,44,3.6%,7,0.9%,39,7.9%,72,0.9%,60,4.6%
Jason Collins,34.9,BKN,Big,135,4,0.4%,97,2.5%,15,6.3%,8,4.3%,0,8.1%,100,25.0%,6,12.5%
Darren Collison,26.2,LAC,Combo,2001,53,0.3%,84,1.9%,70,3.0%,70,2.3%,16,7.0%,68,0.7%,25,1.5%
Nick Collison,33.0,OKC,Big,1333,25,1.1%,39,1.0%,25,5.8%,51,9.0%,10,12.5%,92,9.0%,22,18.6%
Mike Conley,26.1,MEM,Point,2433,53,0.3%,66,2.1%,75,2.5%,44,1.8%,34,8.0%,63,0.8%,31,1.0%
Chris Copeland,29.6,IND,Forward,181,82,1.5%,0,0.3%,2,6.6%,0,0.6%,20,10.5%,93,10.0%,30,15.4%
DeMarcus Cousins,23.2,SAC,Big,2292,60,2.2%,94,2.1%,64,4.1%,61,9.7%,97,25.7%,97,9.8%,97,53.2%
Jamal Crawford,33.6,LAC,Combo,2071,51,0.3%,28,1.2%,91,2.4%,46,1.6%,2,5.7%,86,1.7%,58,3.9%
Jordan Crawford,25.0,BOS,Combo,1193,21,0.1%,30,1.3%,89,2.4%,42,1.5%,61,8.8%,0,0.0%,0,0.0%
Jordan Crawford,25.0,GSW,Combo,587,26,0.2%,9,1.0%,93,2.3%,40,1.5%,49,8.5%,0,0.0%,0,0.0%
Jae Crowder,23.3,DAL,Wing,1200,85,1.0%,92,2.2%,34,3.5%,89,4.4%,81,12.4%,0,0.0%,66,10.4%
Dante Cunningham,26.5,MIN,Big,1564,53,1.9%,80,1.6%,71,3.8%,29,6.7%,11,12.7%,53,4.2%,37,23.6%
Stephen Curry,25.6,GSW,Point,2838,51,0.3%,64,2.0%,64,2.8%,42,1.7%,78,10.3%,0,0.0%,34,1.3%
Samuel Dalembert,33.5,DAL,Big,1601,85,3.1%,54,1.1%,33,5.4%,99,13.8%,85,21.2%,0,0.0%,68,31.8%
Gigi Datome,25.9,DET,Wing,150,0,0.0%,12,0.9%,60,2.9%,67,2.8%,96,15.3%,0,0.0%,49,8.3%
Brandon Davies,22.3,PHI,Big,473,13,0.8%,86,1.7%,11,6.9%,28,6.7%,4,10.9%,70,5.1%,25,20.0%
Anthony Davis,20.6,NOP,Big,2337,98,4.4%,87,1.7%,87,3.3%,63,9.8%,73,19.7%,24,0.8%,83,38.0%
Ed Davis,24.4,MEM,Big,899,73,2.6%,29,0.9%,39,5.1%,75,10.6%,55,17.5%,0,0.0%,40,24.0%
Glen Davis,27.8,LAC,Big,297,27,1.2%,80,1.5%,32,5.4%,30,6.9%,22,14.6%,0,0.0%,49,26.7%
Glen Davis,27.8,ORL,Big,1352,15,0.9%,82,1.6%,87,3.3%,26,6.6%,21,14.5%,60,4.5%,40,24.1%
Nando De Colo,26.4,SAS,Wing,220,54,0.5%,66,1.4%,37,3.5%,41,2.0%,84,12.4%,0,0.0%,46,7.7%
Nando De Colo,26.4,TOR,Combo,192,95,0.9%,61,1.7%,9,5.2%,95,4.0%,75,9.9%,100,7.7%,100,22.2%
DeMar DeRozan,24.2,TOR,Wing,3012,55,0.5%,55,1.3%,67,2.7%,30,1.8%,44,9.7%,61,1.1%,73,13.2%
Dewayne Dedmon,24.2,ORL,Big,220,89,3.4%,74,1.5%,9,7.1%,94,12.7%,91,24.0%,0,0.0%,96,50.0%
Dewayne Dedmon,24.2,PHI,Big,138,94,3.8%,0,0.0%,4,8.2%,35,7.5%,100,27.9%,0,0.0%,90,41.7%
Matthew Dellavedova,23.1,CLE,Combo,1162,30,0.2%,14,1.1%,25,4.3%,65,2.2%,19,7.3%,93,2.5%,72,5.9%
Luol Deng,28.5,CHI,Wing,856,23,0.3%,49,1.3%,84,2.4%,91,4.9%,89,13.2%,0,0.0%,76,14.9%
Luol Deng,28.5,CLE,Wing,1350,16,0.2%,47,1.3%,97,1.9%,88,4.4%,58,10.5%,64,1.3%,77,15.7%
Boris Diaw,31.5,SAS,Big,1909,14,0.8%,46,1.1%,94,2.8%,6,4.2%,8,11.9%,43,3.1%,50,26.9%
Gorgui Dieng,23.8,MIN,Big,707,84,3.1%,74,1.5%,40,5.1%,95,12.8%,87,21.8%,0,0.0%,96,51.3%
Toney Douglas,27.6,GSW,Point,213,49,0.3%,10,0.8%,5,5.6%,14,0.9%,75,10.2%,0,0.0%,81,7.1%
Toney Douglas,27.6,MIA,Combo,388,67,0.4%,58,1.6%,4,5.6%,98,4.2%,93,13.3%,0,0.0%,67,5.0%
Chris Douglas-Roberts,26.8,CHA,Wing,941,80,0.9%,52,1.3%,70,2.7%,27,1.7%,51,10.2%,0,0.0%,59,9.8%
Goran Dragic,27.5,PHX,Point,2658,78,0.4%,54,1.7%,51,3.0%,85,2.8%,12,6.8%,58,0.6%,51,3.1%
Andre Drummond,20.2,DET,Big,2598,76,2.7%,85,1.7%,65,4.1%,100,16.7%,90,23.7%,79,6.3%,98,54.9%
Jared Dudley,28.3,LAC,Wing,1702,27,0.3%,26,1.0%,35,3.5%,44,2.1%,5,6.8%,71,1.6%,68,11.2%
Tim Duncan,37.5,SAS,Big,2152,89,3.4%,33,0.9%,97,2.5%,43,8.2%,96,25.2%,37,2.6%,84,38.0%
Mike Dunleavy,33.1,CHI,Wing,2554,87,1.0%,34,1.1%,71,2.7%,36,1.9%,76,12.0%,58,1.0%,34,5.9%
Kevin Durant,25.1,OKC,Forward,3109,59,1.0%,50,1.4%,98,2.1%,11,2.0%,70,15.7%,27,1.3%,80,28.0%
Wayne Ellington,25.9,DAL,Wing,339,28,0.3%,70,1.6%,16,4.1%,47,2.2%,67,11.1%,0,0.0%,0,0.0%
Monta Ellis,28.0,DAL,Wing,3007,35,0.4%,90,2.1%,70,2.7%,16,1.4%,28,8.7%,0,0.0%,60,9.8%
Jeremy Evans,26.0,UTA,Big,1125,55,2.0%,83,1.6%,42,5.0%,79,11.0%,43,16.7%,0,0.0%,57,28.8%
Reggie Evans,33.5,BKN,Big,362,2,0.3%,78,1.5%,43,5.0%,97,13.4%,94,24.8%,91,8.0%,89,40.9%
Reggie Evans,33.5,SAC,Big,490,1,0.1%,93,2.1%,43,5.0%,98,13.5%,95,24.9%,58,4.4%,86,39.3%
Tyreke Evans,24.1,NOP,Combo,2011,77,0.6%,79,1.9%,68,3.0%,96,4.1%,96,13.6%,70,0.8%,98,15.1%
Kenneth Faried,24.0,DEN,Big,2160,44,1.6%,64,1.3%,85,3.3%,77,10.8%,74,20.1%,51,3.8%,56,28.2%
Jordan Farmar,26.9,LAL,Combo,883,61,0.4%,67,1.8%,79,2.7%,61,2.0%,63,9.1%,84,1.7%,65,4.9%
Vitor Faverani,25.5,BOS,Big,456,77,2.7%,58,1.2%,20,6.0%,59,9.5%,47,16.9%,88,7.4%,68,31.8%
Derrick Favors,22.3,UTA,Big,2198,74,2.7%,81,1.6%,55,4.5%,60,9.6%,77,20.6%,35,2.4%,71,32.3%
Raymond Felton,29.3,NYK,Combo,2014,88,0.7%,70,1.8%,47,3.5%,81,2.9%,42,7.9%,0,0.0%,39,2.9%
Landry Fields,25.3,TOR,Forward,315,16,0.5%,52,1.5%,48,3.6%,75,4.9%,39,11.9%,86,6.7%,93,35.5%
Derek Fisher,39.2,OKC,Combo,1397,19,0.1%,91,2.2%,12,4.9%,11,0.9%,44,8.0%,0,0.0%,68,5.2%
Evan Fournier,21.0,DEN,Wing,1410,24,0.3%,20,1.0%,8,4.6%,42,2.0%,52,10.3%,85,2.7%,81,16.7%
Randy Foye,30.1,DEN,Combo,2472,89,0.8%,18,1.1%,61,3.3%,32,1.3%,35,7.8%,89,2.3%,74,6.0%
Jamaal Franklin,22.3,MEM,Wing,121,84,0.9%,1,0.4%,2,6.3%,80,3.8%,39,9.2%,0,0.0%,81,16.7%
Jimmer Fredette,24.7,SAC,Combo,413,56,0.4%,33,1.3%,74,2.9%,12,1.0%,28,7.7%,0,0.0%,88,8.1%
Joel Freeland,26.7,POR,Big,713,42,1.5%,11,0.6%,35,5.3%,88,11.8%,32,15.6%,70,5.1%,37,23.7%
Channing Frye,30.5,PHX,Big,2306,39,1.4%,54,1.2%,64,4.1%,4,3.4%,19,14.4%,25,0.9%,48,26.6%
Francisco Garcia,31.8,HOU,Wing,1021,97,1.5%,29,1.1%,7,4.7%,48,2.2%,34,9.0%,63,1.2%,11,1.3%
Kevin Garnett,37.5,BKN,Big,1106,56,2.1%,91,1.9%,53,4.6%,19,6.0%,99,27.6%,39,2.8%,87,40.0%
Diante Garrett,25.0,UTA,Combo,954,46,0.3%,72,1.9%,56,3.4%,23,1.1%,67,9.3%,0,0.0%,0,0.0%
Marc Gasol,28.8,MEM,Big,1962,61,2.2%,71,1.4%,88,3.1%,9,4.6%,57,18.0%,53,4.2%,64,30.5%
Pau Gasol,33.3,LAL,Big,1874,64,2.4%,13,0.6%,95,2.8%,25,6.6%,87,22.0%,67,4.9%,81,36.9%
Rudy Gay,27.2,SAC,Wing,1882,83,0.9%,69,1.6%,80,2.5%,92,4.9%,80,12.3%,54,0.8%,61,9.8%
Rudy Gay,27.2,TOR,Forward,636,93,2.0%,80,1.9%,89,2.5%,64,4.5%,91,16.8%,52,2.6%,68,25.0%
Alonzo Gee,26.4,CLE,Wing,974,65,0.6%,73,1.7%,21,4.0%,72,3.5%,52,10.2%,94,3.5%,96,28.8%
Paul George,23.5,IND,Wing,2887,42,0.4%,98,2.4%,72,2.6%,56,2.4%,94,14.4%,66,1.5%,100,40.6%
Taj Gibson,28.4,CHI,Big,2301,73,2.6%,27,0.8%,79,3.4%,58,9.4%,17,14.0%,51,3.9%,42,24.3%
Manu Ginobili,36.3,SAS,Wing,1526,62,0.6%,85,2.1%,33,3.6%,55,2.3%,73,11.5%,0,0.0%,10,1.3%
Rudy Gobert,21.3,UTA,Big,314,99,4.7%,8,0.6%,24,5.8%,98,13.5%,58,18.2%,81,6.7%,95,48.1%
Drew Gooden,32.1,WAS,Big,376,22,1.1%,61,1.3%,23,5.9%,66,10.0%,74,20.2%,95,9.5%,81,36.8%
Archie Goodwin,19.2,PHX,Wing,465,90,1.2%,78,1.8%,39,3.4%,93,5.3%,65,11.0%,86,2.9%,49,8.3%
Ben Gordon,30.6,CHA,Wing,261,43,0.4%,68,1.5%,61,2.9%,11,1.1%,32,8.8%,0,0.0%,0,0.0%
Eric Gordon,24.9,NOP,Wing,2053,29,0.3%,71,1.6%,88,2.2%,24,1.5%,7,6.9%,57,0.9%,57,9.7%
Marcin Gortat,29.7,WAS,Big,2646,70,2.5%,16,0.7%,91,2.9%,40,8.0%,84,21.2%,46,3.5%,82,37.1%
Danny Granger,30.5,IND,Wing,617,86,1.0%,7,0.6%,77,2.6%,80,3.8%,75,11.9%,89,3.1%,83,17.1%
Danny Granger,30.5,LAC,Forward,181,64,1.1%,7,0.7%,18,4.7%,50,3.9%,18,10.3%,0,0.0%,25,14.3%
Aaron Gray,28.9,SAC,Big,311,26,1.2%,69,1.4%,16,6.2%,87,11.6%,76,20.4%,0,0.0%,5,11.1%
Danny Green,26.4,SAS,Wing,1622,98,1.9%,75,1.8%,66,2.7%,23,1.5%,78,12.2%,67,1.5%,27,4.5%
Draymond Green,23.7,GSW,Forward,1706,95,2.1%,91,2.5%,7,5.1%,73,4.9%,68,15.7%,75,5.4%,98,36.5%
Gerald Green,27.8,PHX,Wing,2301,84,1.0%,53,1.3%,22,3.9%,51,2.2%,48,10.0%,0,0.0%,43,7.1%
Jeff Green,27.2,BOS,Wing,2789,80,0.9%,15,0.9%,86,2.3%,34,1.8%,71,11.4%,73,1.6%,93,23.5%
Willie Green,32.3,LAC,Wing,810,69,0.7%,34,1.1%,5,5.1%,14,1.2%,7,7.0%,68,1.5%,22,3.6%
Blake Griffin,24.6,LAC,Big,2857,18,0.9%,70,1.4%,84,3.3%,34,7.4%,60,18.3%,46,3.4%,74,33.9%
Jorge Gutierrez,24.8,BKN,Combo,204,0,0.0%,54,1.6%,2,7.2%,16,1.1%,56,8.7%,0,0.0%,86,7.7%
Jordan Hamilton,23.1,DEN,Wing,621,74,0.8%,84,2.0%,95,2.0%,75,3.5%,100,16.6%,0,0.0%,62,10.0%
Jordan Hamilton,23.1,HOU,Wing,320,81,0.9%,40,1.2%,12,4.3%,61,2.6%,80,12.2%,0,0.0%,36,6.3%
Tyler Hansbrough,28.0,TOR,Big,963,25,1.1%,63,1.3%,34,5.3%,92,12.3%,48,16.9%,84,7.0%,62,30.1%
Tim Hardaway Jr.,21.6,NYK,Wing,1723,11,0.2%,22,1.0%,43,3.3%,6,0.9%,1,6.1%,75,2.0%,24,3.8%
James Harden,24.2,HOU,Wing,2773,56,0.5%,77,1.8%,87,2.3%,52,2.3%,43,9.5%,70,1.5%,62,10.0%
Maurice Harkless,20.5,ORL,Forward,1890,73,1.4%,89,2.1%,75,2.8%,48,3.9%,16,10.0%,20,0.9%,20,12.8%
Josh Harrellson,24.7,DET,Big,285,70,2.5%,22,0.8%,29,5.6%,56,9.3%,14,13.4%,83,6.9%,35,23.1%
Al Harrington,33.7,WAS,Big,491,0,0.0%,63,1.3%,26,5.7%,3,3.3%,18,14.1%,0,0.0%,13,15.4%
Devin Harris,30.7,DAL,Combo,808,23,0.1%,49,1.6%,40,3.7%,21,1.1%,82,10.4%,0,0.0%,28,1.7%
Manny Harris,24.1,LAL,Wing,179,25,0.3%,25,1.0%,85,2.3%,78,3.8%,95,15.1%,0,0.0%,33,5.6%
Michael Harris,30.4,UTA,Forward,163,68,1.3%,100,3.3%,0,7.4%,80,5.0%,2,6.5%,89,7.1%,0,0.0%
Tobias Harris,21.3,ORL,Forward,1824,34,0.7%,23,1.0%,61,3.1%,68,4.8%,93,18.2%,0,0.0%,89,30.8%
