Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Ryan Hollins,27.1,CLE,Big,346,45,1.7%,3,0.4%,21,5.7%,25,6.9%,1,7.3%,0,0.0%,44,27.3%
Al Horford,25.4,ATL,Big,347,63,2.3%,65,1.4%,97,2.4%,35,7.8%,37,15.4%,83,7.1%,29,23.1%
Dwight Howard,25.9,ORL,Big,2063,77,3.1%,89,1.8%,96,2.6%,80,11.1%,99,28.1%,29,1.0%,83,38.0%
Josh Howard,31.5,UTA,Wing,972,55,0.6%,49,1.3%,21,3.8%,82,4.1%,89,13.1%,70,1.9%,73,16.1%
Juwan Howard,38.7,MIA,Big,118,6,0.5%,15,0.8%,57,4.1%,66,10.2%,48,16.3%,100,33.3%,34,25.0%
Lester Hudson,27.2,CLE,Combo,261,76,0.7%,76,1.9%,53,3.1%,69,2.5%,100,15.4%,0,0.0%,84,8.3%
Larry Hughes,32.8,ORL,Combo,102,0,0.0%,7,1.0%,42,3.4%,13,1.1%,0,4.1%,0,0.0%,0,0.0%
Kris Humphries,26.7,BKN,Big,2154,50,1.8%,42,1.1%,83,3.2%,80,11.0%,84,20.9%,95,10.8%,78,35.8%
Serge Ibaka,22.1,OKC,Big,1786,99,6.9%,22,0.8%,61,4.1%,88,12.1%,39,15.5%,55,3.4%,16,18.9%
Andre Iguodala,27.8,PHI,Wing,2194,70,0.7%,91,2.3%,92,1.8%,47,2.6%,91,13.8%,68,1.8%,92,24.3%
Ersan Ilyasova,24.5,MIL,Big,1643,35,1.4%,46,1.1%,81,3.3%,81,11.3%,76,19.8%,82,7.0%,66,31.6%
Kyrie Irving,19.6,CLE,Combo,1551,80,0.7%,38,1.5%,82,2.6%,78,2.9%,78,10.5%,67,0.8%,38,1.7%
Royal Ivey,29.9,OKC,Wing,264,0,0.0%,79,1.9%,3,5.3%,0,0.5%,5,6.1%,0,0.0%,0,0.0%
Jarrett Jack,28.0,NOP,Point,1526,59,0.3%,9,1.0%,69,2.6%,44,1.6%,86,11.0%,81,1.3%,61,3.4%
Reggie Jackson,21.5,OKC,Point,405,31,0.1%,67,2.0%,72,2.5%,94,3.1%,25,7.3%,0,0.0%,0,0.0%
Stephen Jackson,33.6,MIL,Wing,709,41,0.5%,66,1.6%,37,3.3%,40,2.3%,45,9.3%,0,0.0%,78,17.9%
Stephen Jackson,33.6,SAS,Wing,471,65,0.7%,94,2.4%,41,3.2%,24,1.5%,94,14.9%,0,0.0%,73,16.1%
Damion James,24.1,BKN,Forward,166,94,2.3%,83,1.9%,35,3.8%,42,4.2%,40,12.7%,0,0.0%,98,35.7%
LeBron James,26.8,MIA,Forward,2317,73,1.2%,96,2.3%,98,1.6%,58,4.6%,94,16.4%,54,2.2%,92,30.1%
Antawn Jamison,35.4,CLE,Forward,2146,60,1.1%,29,1.1%,48,3.1%,69,5.4%,48,13.4%,83,5.4%,69,22.8%
Al Jefferson,26.8,UTA,Big,2065,70,2.7%,39,1.0%,80,3.3%,24,6.8%,81,20.7%,71,5.2%,93,46.4%
Richard Jefferson,31.4,GSW,Forward,576,19,0.6%,27,1.0%,60,2.9%,6,1.3%,23,11.6%,77,5.0%,65,20.6%
Richard Jefferson,31.4,SAS,Wing,1152,42,0.5%,18,1.0%,47,3.1%,19,1.4%,70,11.2%,97,5.1%,50,9.8%
Jared Jeffries,29.9,NYK,Big,715,50,1.8%,90,1.8%,26,5.3%,65,10.0%,10,12.1%,0,0.0%,2,3.0%
Charles Jenkins,22.7,GSW,Point,852,63,0.4%,56,1.7%,14,4.5%,6,0.7%,20,7.1%,94,2.8%,0,0.0%
Brandon Jennings,22.1,MIL,Combo,2317,64,0.5%,78,2.0%,96,2.0%,62,2.1%,38,8.1%,0,0.0%,44,2.4%
Jonas Jerebko,24.7,DET,Big,1370,17,0.9%,60,1.2%,35,4.9%,28,7.2%,29,14.9%,41,2.4%,56,30.1%
Amir Johnson,24.5,TOR,Big,1537,67,2.5%,35,1.0%,25,5.4%,72,10.5%,44,15.8%,83,7.0%,57,30.4%
Armon Johnson,22.7,BKN,Combo,115,0,0.0%,47,1.6%,38,3.5%,4,0.8%,58,8.8%,0,0.0%,100,16.7%
Carldell Johnson,28.8,NOP,Point,105,0,0.0%,100,3.3%,9,4.8%,22,1.2%,13,6.8%,0,0.0%,97,15.4%
Ivan Johnson,27.6,ATL,Big,833,14,0.8%,96,2.2%,27,5.3%,38,8.0%,52,16.6%,60,4.0%,80,36.7%
JaJuan Johnson,22.7,BOS,Big,206,80,3.2%,29,0.9%,55,4.1%,22,6.6%,4,10.4%,92,10.0%,14,18.2%
James Johnson,24.7,TOR,Forward,1519,98,3.0%,94,2.1%,15,4.7%,67,5.2%,54,13.9%,48,1.4%,71,23.0%
Joe Johnson,30.3,ATL,Wing,2119,30,0.3%,24,1.1%,99,1.4%,59,2.8%,21,7.7%,0,0.0%,77,16.7%
Wesley Johnson,24.3,MIN,Wing,1458,97,1.7%,20,1.0%,34,3.4%,23,1.5%,52,9.9%,96,4.8%,78,18.3%
Dahntay Jones,30.8,IND,Wing,920,49,0.5%,16,1.0%,2,5.3%,41,2.3%,42,9.1%,66,1.6%,64,12.9%
Dominique Jones,23.0,DAL,Point,204,94,1.0%,61,1.8%,8,4.8%,77,2.5%,92,11.5%,0,0.0%,97,15.4%
James Jones,31.1,MIA,Wing,578,73,0.8%,29,1.1%,45,3.2%,15,1.2%,11,6.9%,0,0.0%,27,5.3%
Solomon Jones,27.3,NOP,Big,193,44,1.7%,52,1.2%,18,5.9%,60,9.4%,6,11.2%,90,8.3%,2,6.7%
DeAndre Jordan,23.3,LAC,Big,1789,92,4.1%,18,0.8%,52,4.3%,84,11.7%,68,18.9%,94,10.5%,76,34.8%
Cory Joseph,20.2,SAS,Combo,227,82,0.7%,24,1.2%,78,2.6%,58,1.8%,22,7.2%,0,0.0%,0,0.0%
Chris Kaman,29.5,NOP,Big,1367,80,3.1%,24,0.9%,84,3.2%,32,7.5%,75,19.8%,0,0.0%,84,39.7%
Enes Kanter,19.4,UTA,Big,823,36,1.4%,27,0.9%,60,4.1%,88,12.3%,83,20.7%,66,4.8%,47,27.9%
Jason Kapono,30.7,LAL,Wing,254,0,0.0%,3,0.6%,25,3.7%,1,0.5%,1,4.4%,0,0.0%,0,0.0%
Jason Kidd,38.6,DAL,Point,1375,67,0.4%,94,2.7%,59,2.7%,20,1.1%,98,13.9%,0,0.0%,81,6.3%
Linas Kleiza,26.8,TOR,Forward,1018,2,0.2%,23,1.0%,10,4.7%,40,4.0%,63,14.3%,98,8.6%,67,22.1%
Brandon Knight,19.9,DET,Point,2081,48,0.3%,13,1.0%,52,3.0%,42,1.5%,72,9.5%,91,2.5%,36,2.0%
Kyle Korver,30.6,CHI,Wing,1384,59,0.6%,31,1.1%,34,3.4%,26,1.6%,46,9.5%,79,2.5%,19,4.2%
Kosta Koufos,22.7,DEN,Big,759,73,2.8%,67,1.4%,29,5.1%,89,12.4%,80,20.5%,99,15.4%,55,30.0%
Carl Landry,28.1,NOP,Big,988,11,0.7%,10,0.6%,76,3.5%,51,8.9%,17,13.2%,70,5.2%,87,41.1%
Ty Lawson,24.0,DEN,Point,2114,36,0.2%,52,1.7%,97,1.5%,86,2.8%,56,8.7%,72,0.7%,31,1.8%
Courtney Lee,26.1,HOU,Wing,1733,69,0.7%,74,1.7%,62,2.6%,27,1.6%,26,8.1%,0,0.0%,18,4.0%
David Lee,28.5,GSW,Big,2116,7,0.5%,48,1.2%,78,3.4%,43,8.6%,57,17.2%,46,2.8%,61,31.1%
Malcolm Lee,21.4,MIN,Combo,198,91,0.8%,51,1.6%,22,4.1%,82,3.2%,33,7.8%,0,0.0%,0,0.0%
Kawhi Leonard,20.3,SAS,Forward,1477,33,0.9%,98,2.4%,85,2.4%,90,7.1%,71,14.6%,79,5.2%,48,17.7%
Jon Leuer,22.5,MIL,Big,513,48,1.8%,56,1.2%,27,5.3%,40,8.3%,16,13.1%,86,7.7%,18,20.7%
Rashard Lewis,32.2,WAS,Forward,718,27,0.7%,44,1.3%,69,2.8%,54,4.6%,4,9.6%,60,2.9%,56,19.0%
Jeremy Lin,23.2,NYK,Point,910,75,0.5%,89,2.5%,53,3.0%,61,2.0%,69,9.3%,83,1.4%,88,8.9%
Shaun Livingston,26.1,MIL,Wing,1020,90,1.1%,28,1.1%,48,3.0%,72,3.5%,23,7.8%,0,0.0%,22,4.8%
Brook Lopez,23.6,BKN,Big,135,39,1.5%,2,0.3%,94,2.6%,17,6.0%,0,7.0%,0,0.0%,3,10.0%
Robin Lopez,23.6,PHX,Big,796,89,3.7%,23,0.9%,22,5.7%,59,9.3%,11,12.2%,93,10.2%,9,16.7%
Kevin Love,23.1,MIN,Big,2136,11,0.7%,33,1.0%,93,2.6%,75,10.8%,94,23.4%,29,0.8%,71,33.3%
Kyle Lowry,25.6,HOU,Point,1505,78,0.5%,75,2.2%,38,3.5%,80,2.6%,94,12.5%,0,0.0%,75,5.3%
John Lucas III,28.9,CHI,Point,622,23,0.1%,22,1.2%,56,2.8%,89,2.9%,28,7.4%,91,2.5%,55,3.0%
Shelvin Mack,21.5,WAS,Point,665,19,0.1%,55,1.7%,45,3.2%,47,1.6%,81,10.2%,0,0.0%,77,5.7%
Corey Maggette,32.0,CHA,Wing,860,5,0.1%,33,1.2%,29,3.6%,43,2.4%,75,11.4%,0,0.0%,81,19.3%
Jamaal Magloire,33.4,TOR,Big,370,40,1.6%,6,0.5%,6,7.2%,41,8.3%,95,23.9%,0,0.0%,42,25.8%
Ian Mahinmi,25.0,DAL,Big,1112,39,1.5%,77,1.5%,8,6.8%,68,10.2%,37,15.5%,0,0.0%,50,28.1%
Shawn Marion,33.5,DAL,Forward,1915,56,1.0%,65,1.6%,92,2.0%,94,7.8%,88,16.1%,69,3.4%,96,32.4%
Cartier Martin,26.9,WAS,Wing,364,26,0.3%,55,1.4%,19,3.9%,73,3.6%,82,12.1%,0,0.0%,91,23.5%
Kenyon Martin,33.8,LAC,Big,933,69,2.7%,96,2.2%,33,4.9%,13,5.6%,34,15.2%,30,1.4%,4,12.3%
Kevin Martin,28.7,HOU,Wing,1260,8,0.1%,16,1.0%,78,2.3%,9,1.1%,20,7.6%,0,0.0%,32,6.9%
Roger Mason Jr.,31.1,WAS,Wing,624,31,0.4%,5,0.8%,76,2.3%,3,0.7%,34,8.6%,0,0.0%,34,7.0%
Wesley Matthews,25.0,POR,Wing,2187,35,0.4%,83,2.0%,56,2.8%,47,2.6%,27,8.2%,75,2.1%,41,7.9%
Jason Maxiell,28.7,DET,Big,1437,53,1.9%,38,1.0%,49,4.4%,56,9.1%,27,14.6%,58,3.8%,34,25.0%
Eric Maynor,24.4,OKC,Point,114,0,0.0%,73,2.1%,20,4.3%,16,1.1%,38,7.9%,0,0.0%,0,0.0%
O.J. Mayo,24.0,MEM,Combo,1736,89,0.7%,64,1.8%,58,3.1%,49,1.7%,91,11.3%,80,1.7%,42,1.8%
Luc Mbah a Moute,25.1,MIL,Forward,972,63,1.1%,79,1.8%,31,3.8%,96,8.0%,63,14.3%,52,1.8%,58,19.0%
JaVale McGee,23.8,DEN,Big,404,91,4.0%,47,1.1%,38,4.8%,73,10.6%,57,17.2%,78,6.1%,92,45.5%
JaVale McGee,23.8,WAS,Big,1121,97,4.6%,35,1.0%,62,4.0%,75,10.7%,74,19.6%,80,6.6%,83,37.7%
Tracy McGrady,32.4,ATL,Wing,783,86,1.0%,11,0.9%,91,1.8%,66,3.2%,96,15.1%,0,0.0%,52,10.0%
Dominic McGuire,26.0,GSW,Forward,1088,85,1.6%,88,1.9%,23,4.1%,88,7.0%,69,14.6%,0,0.0%,63,19.8%
Josh McRoberts,24.7,LAL,Big,696,35,1.4%,29,0.9%,48,4.4%,58,9.3%,34,15.2%,72,5.4%,6,14.3%
Jodie Meeks,24.2,PHI,Wing,1578,7,0.1%,28,1.1%,82,2.2%,9,1.1%,40,8.7%,0,0.0%,16,3.5%
CJ Miles,24.6,UTA,Wing,1118,82,0.9%,77,1.8%,9,4.4%,48,2.6%,24,8.0%,0,0.0%,42,8.0%
Darko Milicic,26.4,MIN,Big,471,72,2.8%,24,0.9%,32,5.0%,32,7.6%,12,12.7%,0,0.0%,19,21.1%
Andre Miller,35.6,DEN,Combo,1785,27,0.3%,53,1.6%,56,3.1%,89,3.4%,73,9.9%,78,1.7%,0,0.0%
Brad Miller,35.6,MIN,Big,126,16,0.9%,70,1.4%,82,3.2%,3,3.3%,1,9.0%,0,0.0%,89,42.9%
Mike Miller,31.7,MIA,Wing,712,43,0.5%,13,0.9%,27,3.7%,76,3.7%,93,14.8%,0,0.0%,34,7.0%
Patty Mills,23.2,SAS,Point,226,44,0.2%,45,1.6%,91,2.1%,34,1.4%,55,8.7%,0,0.0%,95,12.5%
Paul Millsap,26.7,UTA,Big,2091,34,1.4%,99,2.5%,52,4.3%,55,9.1%,66,18.5%,58,3.8%,43,26.3%
Nazr Mohammed,34.2,OKC,Big,636,76,3.0%,68,1.4%,7,6.8%,78,11.0%,45,15.9%,53,3.3%,7,15.4%
Greg Monroe,21.4,DET,Big,2076,27,1.2%,89,1.8%,75,3.5%,91,12.5%,84,21.0%,63,4.3%,63,31.3%
E'Twaun Moore,22.7,BOS,Combo,258,78,0.7%,73,1.9%,7,4.9%,31,1.2%,82,11.0%,0,0.0%,62,4.3%
Mikki Moore,36.0,GSW,Big,116,32,1.3%,54,1.2%,1,8.8%,17,6.0%,9,12.1%,0,0.0%,0,0.0%
Darius Morris,20.8,LAL,Point,157,0,0.0%,3,0.6%,28,3.9%,38,1.4%,52,8.6%,0,0.0%,0,0.0%
Marcus Morris,22.2,HOU,Wing,103,85,1.0%,12,0.9%,7,4.5%,61,2.9%,56,10.3%,0,0.0%,0,0.0%
Markieff Morris,22.2,PHX,Big,1091,53,1.9%,76,1.5%,9,6.6%,12,5.6%,50,16.5%,89,7.9%,55,29.9%
Anthony Morrow,26.1,BKN,Wing,1591,19,0.3%,45,1.3%,80,2.3%,35,2.0%,7,6.2%,0,0.0%,46,9.0%
Timofey Mozgov,25.3,DEN,Big,672,78,3.1%,20,0.8%,45,4.6%,42,8.5%,59,17.5%,43,2.6%,88,42.4%
Byron Mullens,22.7,CHA,Big,1346,47,1.7%,14,0.7%,66,3.9%,20,6.4%,36,15.4%,62,4.2%,81,36.9%
Troy Murphy,31.5,LAL,Big,946,19,0.9%,17,0.8%,45,4.5%,6,4.7%,40,15.6%,42,2.4%,9,16.7%
Eduardo Najera,35.3,CHA,Forward,249,50,0.9%,100,3.6%,2,6.5%,60,4.8%,90,16.1%,0,0.0%,54,18.8%
Steve Nash,37.7,PHX,Point,1959,42,0.2%,6,0.9%,100,1.2%,39,1.5%,44,8.1%,0,0.0%,53,3.0%
Gary Neal,27.1,SAS,Combo,1141,11,0.1%,11,1.0%,76,2.6%,24,1.1%,64,9.1%,0,0.0%,91,8.6%
Jameer Nelson,29.7,ORL,Point,1702,38,0.2%,11,1.0%,42,3.3%,58,1.9%,70,9.4%,0,0.0%,92,10.3%
Joakim Noah,26.7,CHI,Big,1942,68,2.5%,32,1.0%,72,3.6%,96,13.5%,68,18.9%,49,3.0%,68,31.9%
Steve Novak,28.4,NYK,Forward,941,17,0.5%,0,0.7%,77,2.5%,0,0.7%,2,9.6%,81,5.3%,44,16.3%
Dirk Nowitzki,33.4,DAL,Big,2075,14,0.8%,30,0.9%,95,2.6%,1,2.4%,60,17.6%,0,0.0%,66,31.7%
Jermaine O'Neal,33.1,BOS,Big,567,94,4.2%,12,0.7%,14,6.1%,29,7.2%,51,16.5%,75,5.9%,95,47.6%
Lamar Odom,32.0,DAL,Forward,999,44,0.9%,17,0.9%,25,4.1%,33,3.5%,96,16.9%,88,6.0%,42,16.1%
Emeka Okafor,29.1,NOP,Big,779,52,1.9%,34,1.0%,71,3.7%,63,9.8%,76,19.8%,36,1.9%,33,24.3%
Mehmet Okur,32.4,BKN,Big,441,10,0.7%,31,1.0%,61,4.0%,10,5.2%,30,15.0%,0,0.0%,21,21.4%
Daniel Orton,21.2,ORL,Big,156,73,2.8%,88,1.8%,5,7.3%,81,11.4%,7,11.3%,0,0.0%,23,22.2%
Travis Outlaw,27.1,SAC,Forward,462,92,2.1%,67,1.6%,58,2.9%,29,2.8%,0,9.3%,0,0.0%,6,8.3%
Zaza Pachulia,27.7,ATL,Big,1618,20,0.9%,78,1.6%,51,4.4%,62,9.7%,69,19.0%,85,7.3%,50,28.2%
Jannero Pargo,32.0,ATL,Point,552,28,0.1%,25,1.2%,13,4.6%,45,1.6%,78,9.9%,97,4.3%,64,3.6%
Jeremy Pargo,25.6,MEM,Point,388,0,0.0%,53,1.7%,11,4.8%,83,2.7%,3,5.9%,0,0.0%,48,2.9%
Anthony Parker,36.4,CLE,Wing,1276,22,0.3%,51,1.3%,84,2.2%,3,0.7%,68,11.1%,62,1.2%,38,7.4%
Tony Parker,29.5,SAS,Point,1916,33,0.1%,31,1.4%,94,1.6%,23,1.2%,39,7.9%,86,1.8%,42,2.4%
Chandler Parsons,23.0,HOU,Forward,1757,35,0.9%,75,1.8%,46,3.3%,65,5.2%,21,11.5%,44,1.3%,21,12.8%
Patrick Patterson,22.6,HOU,Big,1461,33,1.4%,21,0.8%,87,3.1%,37,7.8%,9,12.0%,0,0.0%,13,18.1%
Chris Paul,26.5,LAC,Point,2172,30,0.1%,98,3.2%,66,2.7%,63,2.0%,61,8.9%,69,0.7%,45,2.7%
Sasha Pavlovic,28.0,BOS,Forward,446,88,1.7%,92,2.0%,8,5.1%,4,1.1%,31,12.3%,0,0.0%,38,15.4%
Nikola Pekovic,25.8,MIN,Big,1257,28,1.3%,37,1.0%,91,2.8%,100,15.0%,13,12.7%,0,0.0%,20,21.2%
Kendrick Perkins,27.0,OKC,Big,1742,58,2.2%,11,0.6%,63,4.0%,31,7.4%,47,16.1%,71,5.4%,42,25.7%
Johan Petro,25.8,BKN,Big,865,37,1.5%,32,1.0%,20,5.7%,30,7.3%,43,15.7%,0,0.0%,86,40.4%
Paul Pierce,34.1,BOS,Forward,2065,23,0.7%,60,1.6%,63,2.9%,17,2.0%,46,13.3%,38,1.1%,46,16.7%
Mickael Pietrus,29.7,BOS,Wing,896,60,0.6%,17,1.0%,13,4.2%,36,2.0%,80,12.0%,78,2.4%,29,6.8%
Dexter Pittman,23.7,MIA,Big,257,34,1.4%,59,1.2%,0,10.6%,71,10.5%,18,13.3%,75,5.9%,48,28.0%
Quincy Pondexter,23.6,MEM,Wing,966,22,0.3%,44,1.3%,12,4.2%,92,5.5%,16,7.3%,88,3.6%,43,8.3%
A.J. Price,25.1,IND,Point,450,47,0.3%,42,1.5%,81,2.3%,70,2.2%,84,10.6%,0,0.0%,0,0.0%
Ronnie Price,28.4,PHX,Combo,436,24,0.2%,96,3.0%,0,5.5%,93,4.3%,20,7.1%,0,0.0%,96,12.0%
Tayshaun Prince,31.7,DET,Wing,2083,78,0.8%,3,0.6%,96,1.6%,72,3.5%,59,10.5%,93,4.1%,86,20.2%
Joel Przybilla,32.1,POR,Big,441,55,2.0%,1,0.3%,12,6.2%,25,6.9%,97,25.0%,0,0.0%,98,52.6%
Vladimir Radmanovic,30.9,ATL,Forward,660,48,0.9%,31,1.2%,38,3.8%,71,5.4%,44,13.1%,60,2.9%,81,25.0%
Anthony Randolph,22.3,MIN,Big,497,86,3.6%,36,1.0%,55,4.2%,49,8.8%,25,14.4%,0,0.0%,59,30.8%
Zach Randolph,30.3,MEM,Big,730,2,0.3%,58,1.2%,88,3.1%,84,11.7%,79,20.5%,0,0.0%,78,36.4%
Michael Redd,32.2,PHX,Wing,710,0,0.0%,9,0.8%,97,1.5%,32,1.9%,39,8.7%,77,2.3%,71,15.4%
JJ Redick,27.4,ORL,Wing,1750,11,0.2%,4,0.7%,78,2.3%,11,1.2%,22,7.7%,0,0.0%,56,11.1%
Jason Richardson,30.8,ORL,Wing,1586,72,0.8%,62,1.5%,71,2.5%,42,2.4%,59,10.5%,57,0.8%,35,7.1%
Quentin Richardson,31.6,ORL,Wing,845,28,0.3%,60,1.5%,15,4.1%,16,1.3%,84,12.3%,98,5.8%,98,27.3%
Luke Ridnour,30.7,MIN,Combo,1748,62,0.5%,31,1.4%,44,3.3%,16,1.1%,18,7.1%,71,1.0%,87,8.4%
Nate Robinson,27.4,GSW,Point,1169,14,0.0%,83,2.3%,19,4.3%,31,1.3%,34,7.9%,0,0.0%,69,3.8%
Rajon Rondo,25.7,BOS,Point,1949,20,0.1%,80,2.3%,89,2.2%,97,3.6%,77,9.9%,0,0.0%,91,10.2%
Derrick Rose,23.1,CHI,Point,1373,95,1.0%,16,1.2%,98,1.4%,66,2.1%,27,7.4%,0,0.0%,84,6.8%
Ricky Rubio,21.0,MIN,Combo,1396,38,0.3%,93,2.9%,62,3.0%,40,1.6%,84,11.0%,0,0.0%,64,5.0%
Brandon Rush,26.3,GSW,Forward,1683,90,1.8%,15,0.9%,100,1.6%,15,2.0%,38,12.7%,46,1.3%,23,13.0%
Walker Russell,29.1,DET,Point,292,41,0.2%,69,2.0%,41,3.4%,72,2.2%,0,5.7%,0,0.0%,0,0.0%
John Salmons,31.9,SAC,Wing,1241,23,0.3%,50,1.3%,60,2.7%,29,1.6%,43,9.1%,0,0.0%,72,15.5%
Samardo Samuels,22.8,CLE,Big,732,29,1.3%,47,1.1%,24,5.5%,43,8.6%,19,13.3%,36,1.9%,27,22.7%
Larry Sanders,22.9,MIL,Big,570,99,7.0%,97,2.3%,1,8.9%,76,10.8%,16,13.1%,0,0.0%,78,36.4%
Luis Scola,31.5,HOU,Big,2064,8,0.6%,17,0.8%,58,4.1%,19,6.3%,25,14.2%,30,1.4%,65,31.5%
Thabo Sefolosha,27.5,OKC,Wing,906,84,1.0%,76,1.8%,38,3.3%,53,2.7%,66,10.9%,0,0.0%,9,2.3%
Josh Selby,20.6,MEM,Point,190,0,0.0%,23,1.2%,48,3.1%,3,0.6%,2,5.7%,0,0.0%,0,0.0%
Kevin Seraphin,21.9,WAS,Big,1095,84,3.3%,13,0.7%,43,4.6%,48,8.8%,20,13.5%,88,7.8%,60,30.9%
Ramon Sessions,25.6,CLE,Point,972,17,0.1%,17,1.2%,75,2.4%,50,1.7%,91,11.4%,95,3.7%,73,5.1%
Ramon Sessions,25.6,LAL,Combo,695,16,0.1%,16,1.1%,93,2.1%,56,1.8%,76,10.4%,87,2.0%,82,8.0%
Iman Shumpert,21.3,NYK,Combo,1647,31,0.3%,91,2.6%,20,4.1%,73,2.6%,53,8.8%,0,0.0%,98,12.1%
Bobby Simmons,31.4,LAC,Forward,401,13,0.5%,71,1.7%,21,4.1%,46,4.3%,8,10.2%,67,3.3%,17,12.1%
Chris Singleton,21.9,WAS,Wing,1375,92,1.1%,89,2.2%,3,5.3%,56,2.8%,90,13.6%,94,4.4%,63,12.8%
James Singleton,30.3,WAS,Big,220,56,2.0%,83,1.7%,42,4.7%,61,9.7%,86,21.1%,83,7.1%,29,23.1%
Donald Sloan,23.8,CLE,Point,542,53,0.3%,5,0.8%,78,2.4%,78,2.6%,23,7.2%,0,0.0%,72,4.5%
Craig Smith,28.0,POR,Big,382,12,0.7%,68,1.4%,28,5.1%,33,7.6%,55,17.0%,73,5.6%,69,32.0%
Ish Smith,23.3,ORL,Point,129,91,0.9%,36,1.5%,27,4.0%,84,2.7%,100,15.5%,0,0.0%,0,0.0%
JR Smith,26.1,NYK,Wing,915,34,0.4%,99,2.6%,18,3.9%,58,2.8%,64,10.8%,97,5.5%,84,20.0%
Jason Smith,25.7,NOP,Big,940,66,2.4%,43,1.1%,39,4.8%,44,8.6%,12,12.6%,65,4.4%,40,25.5%
Josh Smith,25.9,ATL,Big,2323,71,2.7%,91,1.9%,84,3.2%,21,6.5%,88,21.6%,0,0.0%,53,29.4%
Nolan Smith,23.3,POR,Combo,466,44,0.3%,42,1.5%,16,4.2%,87,3.3%,36,8.0%,0,0.0%,0,0.0%
Marreese Speights,24.2,MEM,Big,1338,23,1.2%,14,0.7%,37,4.8%,69,10.2%,71,19.2%,77,6.0%,60,31.0%
Tiago Splitter,26.8,SAS,Big,1074,61,2.2%,25,0.9%,37,4.8%,63,9.8%,64,18.2%,34,1.8%,48,28.0%
Jerry Stackhouse,37.0,ATL,Wing,173,27,0.3%,96,2.4%,100,1.3%,14,1.2%,0,4.2%,0,0.0%,84,20.0%
Lance Stephenson,21.2,IND,Wing,353,64,0.6%,98,2.6%,77,2.3%,50,2.6%,53,10.0%,92,4.0%,0,0.0%
DeShawn Stevenson,30.6,BKN,Wing,946,13,0.2%,15,0.9%,59,2.7%,4,0.8%,48,9.7%,0,0.0%,66,13.2%
Greg Stiemsma,26.1,BOS,Big,699,98,6.3%,98,2.4%,2,8.4%,29,7.2%,39,15.5%,50,3.0%,22,21.7%
Julyan Stone,22.9,DEN,Combo,160,100,2.0%,67,1.8%,18,4.1%,60,1.9%,98,12.8%,100,11.1%,0,0.0%
Amar'e Stoudemire,29.0,NYK,Big,1539,41,1.6%,45,1.1%,80,3.4%,24,6.7%,53,16.7%,91,9.3%,70,32.6%
Rodney Stuckey,25.5,DET,Wing,1635,29,0.3%,43,1.3%,54,2.9%,46,2.5%,14,7.2%,60,1.1%,6,1.3%
DaJuan Summers,23.8,NOP,Wing,190,0,0.0%,58,1.5%,0,6.4%,85,4.1%,8,6.3%,0,0.0%,39,7.7%
Jeff Teague,23.4,ATL,Point,2177,92,0.9%,78,2.3%,58,2.8%,17,1.1%,14,6.8%,0,0.0%,38,2.0%
Sebastian Telfair,26.4,PHX,Point,784,89,0.8%,66,2.0%,2,6.1%,67,2.2%,66,9.2%,88,2.1%,61,3.4%
Jason Terry,34.1,DAL,Wing,1982,18,0.3%,70,1.7%,98,1.5%,7,0.9%,12,7.0%,0,0.0%,12,2.8%
Hasheem Thabeet,24.7,POR,Big,104,89,3.8%,4,0.5%,11,6.4%,91,12.5%,35,15.4%,0,0.0%,96,50.0%
Isaiah Thomas,22.7,SAC,Point,1616,45,0.3%,27,1.3%,50,3.1%,91,2.9%,31,7.5%,73,1.0%,80,6.0%
Kurt Thomas,39.1,POR,Big,776,57,2.1%,66,1.4%,11,6.4%,9,5.0%,65,18.4%,52,3.2%,54,29.8%
Lance Thomas,23.5,NOP,Big,610,9,0.7%,19,0.8%,25,5.4%,48,8.8%,8,11.9%,47,2.9%,43,26.3%
Tyrus Thomas,25.2,CHA,Big,960,82,3.3%,81,1.7%,19,5.9%,8,4.8%,35,15.3%,75,5.9%,32,24.1%
Jason Thompson,25.3,SAC,Big,1624,37,1.4%,41,1.1%,76,3.5%,66,10.1%,58,17.5%,36,1.9%,33,24.3%
Klay Thompson,21.7,GSW,Wing,1557,66,0.7%,47,1.3%,14,4.1%,28,1.6%,44,9.2%,0,0.0%,23,4.9%
Tristan Thompson,20.6,CLE,Big,1372,63,2.3%,19,0.8%,71,3.6%,94,13.0%,28,14.6%,72,5.4%,9,16.7%
Marcus Thornton,24.4,SAC,Combo,1773,47,0.4%,60,1.7%,91,2.2%,96,4.5%,13,6.4%,0,0.0%,31,1.1%
Jamaal Tinsley,33.7,UTA,Point,463,81,0.6%,30,1.3%,23,4.2%,33,1.4%,33,7.7%,0,0.0%,47,2.8%
Anthony Tolliver,26.4,MIN,Forward,861,69,1.2%,13,0.9%,19,4.2%,77,5.7%,17,11.3%,85,5.7%,31,14.6%
Ronny Turiaf,28.8,MIA,Big,212,88,3.7%,88,1.8%,7,6.9%,58,9.3%,70,19.0%,0,0.0%,23,22.2%
