Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Arron Afflalo,26.0,DEN,Wing,228,38,43.8%,59,30%,81,21%,54,23%,70,44%,43,9%,32,17%,27,26%
Lavoy Allen,22.7,PHI,Big,234,87,55.7%,28,39%,57,23%,83,38%,81,61%,0,0%,0,0%,0,0%
Ray Allen,36.3,BOS,Wing,610,57,47.9%,24,19%,41,11%,41,17%,35,28%,68,15%,89,38%,81,53%
Tony Allen,29.8,MEM,Wing,170,19,40.0%,100,62%,19,8%,46,21%,38,29%,27,6%,8,4%,11,10%
Ryan Anderson,23.5,ORL,Big,172,49,47.7%,6,26%,0,0%,30,11%,4,11%,100,30%,98,34%,98,64%
Carmelo Anthony,27.4,NYK,Forward,203,25,43.5%,88,37%,50,19%,100,30%,88,49%,13,2%,25,12%,13,14%
Joel Anthony,29.2,MIA,Big,319,83,55.6%,74,64%,87,36%,0,0%,34,36%,0,0%,0,0%,0,0%
Omer Asik,25.3,CHI,Big,128,60,50.0%,91,85%,13,10%,19,5%,9,15%,0,0%,0,0%,0,0%
Leandro Barbosa,28.9,IND,Wing,214,16,39.0%,70,32%,78,21%,49,22%,62,42%,54,10%,24,15%,24,26%
Matt Barnes,31.6,LAL,Wing,173,3,30.6%,62,30%,49,13%,5,7%,19,20%,95,34%,27,16%,76,50%
Brandon Bass,26.5,BOS,Big,603,45,46.8%,26,39%,38,17%,98,44%,83,61%,0,0%,0,0%,0,0%
Shane Battier,33.1,MIA,Wing,761,86,54.8%,3,8%,46,12%,0,3%,8,15%,100,42%,84,35%,100,77%
Mike Bibby,33.5,NYK,Point,108,100,62.5%,0,5%,0,0%,47,24%,12,24%,94,29%,94,43%,100,71%
Steve Blake,31.7,LAL,Point,298,94,58.3%,6,8%,6,5%,24,18%,6,23%,100,32%,88,37%,94,68%
Eric Bledsoe,21.9,LAC,Combo,184,100,59.8%,100,55%,70,19%,20,16%,30,34%,40,6%,10,5%,10,11%
Matt Bonner,31.6,SAS,Big,156,9,41.1%,0,3%,28,14%,28,10%,28,24%,98,28%,100,45%,100,72%
Carlos Boozer,29.9,CHI,Big,200,13,42.2%,4,24%,77,27%,100,48%,98,76%,0,0%,0,0%,0,0%
Chris Bosh,27.6,MIA,Big,438,66,51.7%,38,44%,45,19%,66,29%,57,48%,94,5%,87,3%,91,8%
Avery Bradley,20.9,BOS,Combo,247,20,40.4%,80,44%,0,4%,80,22%,10,26%,100,26%,0,4%,40,30%
Elton Brand,32.6,PHI,Big,355,40,46.5%,11,26%,89,38%,77,36%,96,74%,0,0%,0,0%,0,0%
Corey Brewer,25.7,DEN,Wing,112,81,53.1%,92,40%,43,12%,32,15%,32,27%,78,23%,16,10%,46,33%
Kobe Bryant,33.2,LAL,Wing,475,46,47.0%,51,25%,86,22%,89,35%,92,57%,8,1%,30,17%,14,18%
Caron Butler,31.6,LAC,Wing,266,22,40.2%,22,18%,65,16%,92,35%,81,51%,32,7%,46,24%,43,31%
Andrew Bynum,24.0,LAL,Big,450,47,47.7%,72,63%,85,34%,13,3%,36,37%,0,0%,0,0%,0,0%
Vince Carter,34.8,DAL,Wing,106,5,32.9%,81,36%,76,20%,43,20%,57,41%,43,9%,22,14%,22,23%
Mario Chalmers,25.5,MIA,Point,801,76,52.7%,53,30%,71,21%,6,8%,24,29%,76,15%,71,26%,82,41%
Tyson Chandler,29.1,NYK,Big,166,32,44.0%,96,88%,21,13%,0,0%,6,13%,0,0%,0,0%,0,0%
Norris Cole,23.0,MIA,Point,142,12,38.3%,88,39%,18,12%,18,12%,18,24%,82,18%,35,18%,71,36%
Darren Collison,24.2,IND,Point,195,82,52.9%,71,33%,53,19%,76,32%,76,51%,59,7%,6,8%,18,15%
Nick Collison,31.0,OKC,Big,319,100,67.3%,81,76%,17,12%,32,12%,23,24%,0,0%,0,0%,0,0%
Mike Conley,24.1,MEM,Point,276,65,49.3%,76,35%,47,19%,29,20%,35,39%,71,8%,29,18%,53,26%
Glen Davis,25.8,ORL,Big,190,30,43.8%,47,49%,15,10%,91,41%,66,51%,0,0%,0,0%,0,0%
Luol Deng,26.5,CHI,Wing,227,76,51.9%,32,21%,73,19%,84,34%,86,53%,24,5%,38,21%,27,26%
Boris Diaw,29.5,SAS,Big,342,89,57.9%,66,58%,6,8%,26,10%,17,18%,89,3%,94,22%,94,25%
Keyon Dooling,31.5,BOS,Combo,197,70,54.5%,30,18%,10,9%,30,16%,0,25%,90,25%,80,32%,100,57%
Tim Duncan,35.5,SAS,Big,460,53,49.5%,19,37%,83,33%,68,29%,87,63%,77,0%,0,0%,66,0%
Kevin Durant,23.1,OKC,Forward,834,88,57.2%,25,28%,75,26%,25,20%,75,46%,25,2%,100,23%,63,26%
Devin Ebanks,22.0,LAL,Wing,118,27,41.2%,73,32%,68,16%,100,49%,97,65%,14,3%,0,0%,0,3%
Reggie Evans,31.5,LAC,Big,197,74,53.3%,100,92%,4,4%,17,4%,0,8%,0,0%,0,0%,0,0%
Kenneth Faried,21.9,DEN,Big,191,74,53.3%,85,80%,21,13%,21,8%,19,20%,0,0%,0,0%,0,0%
Derrick Favors,20.3,UTA,Big,109,17,42.9%,55,53%,70,26%,53,21%,53,47%,0,0%,0,0%,0,0%
Landry Fields,23.3,NYK,Wing,105,70,50.0%,57,29%,100,39%,30,14%,89,54%,65,14%,5,4%,16,18%
Derek Fisher,37.2,OKC,Point,419,71,51.9%,12,11%,29,16%,82,33%,71,49%,88,25%,24,14%,76,40%
Randy Foye,28.1,LAC,Wing,286,68,49.3%,19,18%,35,10%,73,29%,49,40%,62,13%,70,29%,68,42%
Danilo Gallinari,23.2,DEN,Forward,219,0,38.3%,75,35%,38,17%,63,26%,38,43%,50,3%,75,19%,38,22%
Kevin Garnett,35.5,BOS,Big,733,55,49.7%,9,26%,81,33%,89,41%,94,73%,74,0%,74,1%,72,1%
Marc Gasol,26.8,MEM,Big,260,68,52.2%,36,43%,94,41%,38,15%,72,56%,0,0%,79,1%,74,1%
Pau Gasol,31.3,LAL,Big,439,23,43.3%,40,44%,64,23%,64,29%,68,52%,91,3%,0,0%,81,3%
Rudy Gay,25.2,MEM,Forward,279,38,44.6%,0,22%,100,35%,88,30%,100,65%,0,2%,13,11%,0,13%
Paul George,21.5,IND,Wing,368,41,44.7%,89,40%,14,7%,22,13%,16,20%,73,16%,49,25%,57,40%
Taj Gibson,26.4,CHI,Big,137,38,45.7%,64,57%,49,20%,57,23%,43,43%,0,0%,0,0%,0,0%
Manu Ginobili,34.3,SAS,Wing,386,78,52.8%,84,40%,30,10%,14,8%,14,18%,49,9%,81,33%,65,42%
Danny Granger,28.5,IND,Wing,418,49,47.1%,35,21%,59,15%,57,24%,46,38%,59,11%,68,29%,54,40%
Danny Green,24.4,SAS,Wing,283,84,53.3%,54,26%,5,5%,8,8%,5,13%,92,32%,65,29%,86,61%
Blake Griffin,22.6,LAC,Big,391,57,49.7%,57,54%,79,32%,36,14%,49,46%,0,0%,70,1%,68,1%
Richard Hamilton,33.7,CHI,Wing,170,35,43.5%,38,22%,95,28%,97,43%,100,72%,14,3%,11,4%,8,7%
Tyler Hansbrough,26.0,IND,Big,152,0,34.8%,49,49%,40,17%,72,34%,64,51%,0,0%,0,0%,0,0%
James Harden,22.2,OKC,Wing,621,73,51.2%,97,46%,57,15%,16,10%,27,25%,11,2%,59,27%,38,30%
Al Harrington,31.7,DEN,Big,162,6,38.7%,17,32%,9,9%,43,15%,26,24%,96,11%,96,33%,96,44%
Devin Harris,28.7,UTA,Point,119,29,45.7%,47,27%,76,21%,65,27%,65,48%,12,2%,65,23%,47,25%
Udonis Haslem,31.4,MIA,Big,444,28,43.5%,21,37%,51,21%,94,42%,85,63%,0,0%,0,0%,0,0%
Spencer Hawes,23.5,PHI,Big,328,43,46.7%,32,41%,34,16%,85,38%,70,54%,85,2%,85,3%,85,4%
Gordon Hayward,21.6,UTA,Wing,122,0,19.7%,43,23%,35,10%,95,36%,76,46%,22,5%,51,26%,41,31%
Roy Hibbert,24.9,IND,Big,339,64,51.0%,53,51%,91,40%,23,8%,55,48%,0,0%,77,1%,70,1%
George Hill,25.5,IND,Combo,344,50,51.5%,40,20%,90,23%,70,22%,80,45%,70,10%,60,25%,70,35%
Jordan Hill,24.3,LAL,Big,210,21,43.1%,77,70%,30,14%,45,16%,32,30%,0,0%,0,0%,0,0%
Kirk Hinrich,30.8,ATL,Combo,140,80,55.2%,20,17%,40,17%,0,14%,20,31%,80,17%,90,34%,90,52%
Jrue Holiday,21.4,PHI,Combo,492,40,47.5%,60,35%,50,18%,90,23%,70,41%,10,4%,40,21%,30,24%
Ryan Hollins,27.1,BOS,Big,146,60,50.0%,83,78%,53,22%,0,0%,21,22%,0,0%,0,0%,0,0%
Al Horford,25.4,ATL,Big,107,91,58.8%,60,54%,26,14%,70,32%,51,46%,0,0%,0,0%,0,0%
Serge Ibaka,22.1,OKC,Big,567,79,53.5%,45,49%,19,12%,79,38%,60,50%,81,1%,72,1%,77,2%
Andre Iguodala,27.8,PHI,Wing,504,43,45.3%,65,31%,24,9%,81,32%,59,41%,35,7%,41,21%,32,28%
Stephen Jackson,33.6,SAS,Wing,282,100,74.6%,49,25%,11,6%,3,4%,0,10%,81,24%,95,41%,89,65%
LeBron James,26.8,MIA,Forward,978,75,52.1%,100,40%,63,22%,38,24%,63,46%,38,2%,38,12%,25,14%
Al Jefferson,26.8,UTA,Big,140,81,53.7%,2,19%,96,41%,87,40%,100,81%,0,0%,0,0%,0,0%
Joe Johnson,30.3,ATL,Wing,242,30,41.7%,27,19%,89,26%,51,22%,78,48%,30,6%,54,26%,49,33%
James Jones,31.1,MIA,Wing,149,11,36.4%,0,6%,8,6%,38,17%,24,23%,89,29%,97,43%,95,71%
DeAndre Jordan,23.3,LAC,Big,245,72,52.5%,87,83%,43,17%,0,0%,15,17%,0,0%,0,0%,0,0%
Jason Kidd,38.6,DAL,Point,143,18,45.1%,29,23%,12,9%,0,5%,0,14%,65,7%,100,56%,88,63%
Ty Lawson,24.0,DEN,Point,241,88,56.0%,82,35%,35,16%,59,25%,41,41%,29,3%,59,21%,35,24%
Kawhi Leonard,20.3,SAS,Forward,376,100,60.0%,63,34%,25,16%,13,8%,0,24%,100,28%,50,14%,100,42%
Shawn Marion,33.5,DAL,Forward,139,50,47.5%,38,30%,88,34%,0,5%,25,39%,88,20%,0,11%,75,32%
Kenyon Martin,33.8,LAC,Big,191,70,52.4%,34,43%,57,23%,74,34%,74,57%,0,0%,0,0%,0,0%
O.J. Mayo,24.0,MEM,Combo,163,0,33.1%,50,29%,30,17%,50,20%,50,37%,30,6%,70,29%,60,34%
JaVale McGee,23.8,DEN,Big,181,26,43.4%,79,73%,62,23%,15,3%,30,27%,0,0%,0,0%,0,0%
