Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Ray Allen,32.3,BOS,Wing,984,81,-8.5,83,-9.0,64,-2.4%,34,-1.3%,49,+0.3,48,+0.4,50,0.0
Rafer Alston,31.3,HOU,Point,125,52,-1.1,50,-0.2,77,-4.0%,15,-3.6%,42,+2.0,39,+1.0,47,+2.2
Carmelo Anthony,23.4,DEN,Forward,146,74,-6.3,57,-1.4,66,-2.9%,74,+1.5%,88,-7.4,53,+0.0,94,-42.8
Leandro Barbosa,24.9,PHX,Combo,137,5,+14.8,4,+14.1,30,+3.7%,16,-3.5%,57,-0.4,18,+4.3,92,-41.4
Andrea Bargnani,22.0,TOR,Big,103,21,+7.3,39,+2.6,17,+5.4%,0,-10.5%,2,+22.1,17,+4.4,3,+74.7
Brent Barry,35.8,SAS,Wing,190,31,+4.3,52,-0.5,48,+0.6%,65,+0.6%,50,+0.3,78,-2.2,20,+23.2
Brandon Bass,22.5,DAL,Big,131,68,-4.2,91,-11.3,67,-3.0%,56,+0.3%,30,+4.0,77,-2.1,10,+41.0
Shane Battier,29.1,HOU,Forward,245,11,+10.0,67,-3.5,0,+21.0%,62,+0.5%,0,+23.3,1,+14.6,0,+117.5
Raja Bell,31.1,PHX,Wing,212,20,+7.6,6,+13.6,90,-7.4%,75,+1.6%,39,+2.4,46,+0.5,34,+11.5
Mike Bibby,29.5,ATL,Point,250,88,-9.8,47,+1.1,100,-17.1%,91,+3.5%,97,-11.9,98,-8.4,56,-3.4
Chauncey Billups,31.1,DET,Point,479,33,+3.8,19,+6.4,35,+2.7%,49,+0.0%,20,+6.0,47,+0.4,17,+28.2
Keith Bogans,27.5,ORL,Wing,291,61,-2.7,63,-2.8,70,-3.5%,67,+1.0%,66,-2.0,69,-1.3,58,-4.3
Carlos Boozer,25.9,UTA,Big,440,52,-1.0,46,+1.4,83,-5.6%,80,+2.1%,89,-7.5,95,-5.7,55,-3.1
Chris Bosh,23.6,TOR,Big,198,1,+25.3,54,-1.1,10,+7.2%,2,-8.2%,2,+23.0,2,+9.2,2,+77.8
Bruce Bowen,36.4,SAS,Wing,505,66,-3.7,66,-3.5,18,+5.2%,37,-1.0%,32,+3.7,29,+1.9,30,+13.6
Ronnie Brewer,22.6,UTA,Wing,304,63,-3.0,31,+4.1,87,-6.5%,76,+1.8%,91,-8.4,89,-4.8,70,-15.8
P.J. Brown,38.0,BOS,Big,329,9,+10.7,11,+9.1,53,-0.1%,77,+1.9%,47,+1.1,36,+1.1,57,-4.0
Kobe Bryant,29.2,LAL,Wing,859,56,-2.3,49,+0.0,79,-4.4%,30,-1.6%,20,+6.1,37,+1.1,18,+25.2
Caron Butler,27.6,WAS,Wing,245,100,-25.3,100,-22.8,99,-15.9%,5,-6.7%,60,-1.2,20,+4.0,90,-39.2
Jose Calderon,26.1,TOR,Point,118,91,-12.6,43,+2.0,80,-4.4%,86,+2.9%,93,-10.6,70,-1.3,91,-40.0
Marcus Camby,33.6,DEN,Big,123,11,+10.0,17,+6.7,48,+0.5%,4,-6.7%,3,+18.4,2,+13.7,7,+51.7
Sam Cassell,38.0,BOS,Combo,259,65,-3.2,72,-4.5,29,+3.7%,71,+1.2%,41,+2.0,31,+1.6,49,+0.8
Tyson Chandler,25.1,NOH,Big,409,95,-13.7,93,-12.6,46,+1.0%,13,-4.0%,90,-8.2,34,+1.3,99,-70.0
Josh Childress,24.4,ATL,Wing,193,80,-8.3,81,-8.5,40,+1.5%,64,+0.6%,96,-11.4,43,+0.6,98,-62.7
Samuel Dalembert,27.5,PHI,Big,192,24,+7.1,18,+6.6,91,-7.7%,44,-0.4%,79,-5.0,79,-2.3,67,-12.5
Antonio Daniels,32.6,WAS,Point,151,60,-2.7,64,-2.8,44,+1.0%,57,+0.3%,84,-6.0,58,-0.4,86,-30.7
Glen Davis,21.8,BOS,Big,112,6,+14.1,2,+18.2,84,-6.1%,43,-0.8%,73,-3.1,80,-2.7,46,+2.4
Carlos Delfino,25.2,TOR,Wing,120,97,-16.5,61,-2.3,95,-9.5%,99,+10.7%,100,-19.5,93,-5.2,98,-58.1
Boris Diaw,25.5,PHX,Big,174,64,-3.0,84,-9.4,50,+0.3%,30,-1.5%,22,+5.7,33,+1.4,15,+31.0
Keyon Dooling,27.5,ORL,Combo,141,76,-7.3,85,-9.5,51,+0.2%,94,+4.6%,75,-4.5,80,-2.6,68,-12.8
Tim Duncan,31.5,SAS,Big,662,16,+8.6,34,+3.4,9,+7.3%,7,-5.6%,27,+4.3,14,+5.1,72,-17.1
Maurice Evans,29.0,ORL,Wing,277,67,-3.9,60,-2.2,41,+1.2%,52,+0.1%,34,+3.2,21,+3.5,62,-6.8
Reggie Evans,27.5,PHI,Big,139,93,-13.1,93,-14.4,26,+4.0%,43,-0.7%,81,-5.3,64,-0.9,75,-19.9
Jordan Farmar,20.9,LAL,Point,341,8,+10.8,7,+12.6,62,-1.8%,81,+2.2%,87,-7.1,88,-4.4,66,-11.2
Michael Finley,34.7,SAS,Forward,373,18,+7.9,20,+6.3,43,+1.1%,36,-1.2%,29,+4.1,20,+3.8,53,-1.8
Derek Fisher,33.2,LAL,Point,663,85,-9.3,87,-9.9,19,+5.0%,23,-2.7%,11,+8.6,9,+6.9,41,+4.7
T.J. Ford,24.6,TOR,Point,124,3,+17.6,30,+4.2,21,+4.4%,20,-3.1%,6,+10.6,34,+1.3,11,+40.0
Kevin Garnett,31.5,BOS,Big,984,89,-11.8,90,-10.8,68,-3.4%,51,+0.1%,68,-2.2,87,-4.2,25,+17.5
Pau Gasol,27.3,LAL,Big,834,59,-2.7,77,-6.7,43,+1.2%,29,-1.6%,16,+6.9,24,+3.0,22,+19.4
Daniel Gibson,21.7,CLE,Combo,276,34,+3.5,57,-1.5,36,+2.7%,70,+1.2%,48,+0.5,61,-0.8,36,+9.7
