Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,25.3,OKC,Big,159,95,68.3%,65,72%,88,60%,98,100%,98,63%,0,0%,0,0%,0,0%
LaMarcus Aldridge,33.3,SAS,Big,243,25,46.7%,43,63%,70,44%,45,33%,53,39%,0,33%,0,20%,0,27%
Jarrett Allen,20.5,BKN,Big,110,68,59.4%,55,66%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
Al-Farouq Aminu,28.1,POR,Big,399,10,41.7%,0,47%,25,29%,45,33%,20,29%,50,39%,0,17%,23,29%
Giannis Antetokounmpo,23.9,MIL,Forward,513,73,52.7%,82,67%,18,20%,45,28%,18,22%,0,0%,56,34%,50,33%
D.J. Augustin,31.0,ORL,Point,140,100,61.0%,14,45%,29,33%,100,100%,86,56%,0,67%,100,44%,92,48%
Will Barton,27.8,DEN,Wing,320,9,41.5%,21,45%,52,34%,58,33%,48,34%,0,17%,41,32%,9,30%
Aron Baynes,31.9,BOS,Big,115,85,64.3%,93,83%,100,100%,15,0%,78,50%,0,0%,0,33%,0,33%
Malik Beasley,21.9,DEN,Wing,265,24,45.3%,30,50%,70,39%,33,10%,27,29%,0,40%,63,35%,56,37%
Marco Belinelli,32.6,SAS,Wing,130,27,45.8%,15,43%,0,0%,55,30%,36,30%,0,50%,59,35%,63,37%
Patrick Beverley,30.3,LAC,Combo,194,78,56.4%,100,71%,11,20%,0,0%,6,20%,0,25%,100,46%,87,43%
Eric Bledsoe,28.9,MIL,Point,422,21,45.9%,93,68%,14,29%,50,40%,7,33%,0,21%,0,25%,8,24%
Bojan Bogdanovic,29.5,IND,Forward,147,27,46.0%,64,62%,27,27%,27,22%,27,25%,0,50%,33,32%,58,33%
Andrew Bogut,33.9,GSW,Big,178,88,64.9%,88,78%,28,30%,0,0%,23,30%,0,0%,0,0%,0,0%
Malcolm Brogdon,25.9,MIL,Combo,194,72,55.4%,56,57%,6,17%,94,60%,39,36%,0,50%,57,37%,60,40%
Jaylen Brown,22.0,BOS,Wing,269,94,59.3%,91,78%,79,48%,88,67%,82,50%,0,73%,7,21%,53,36%
Sterling Brown,23.7,MIL,Wing,138,21,44.8%,24,46%,82,50%,0,0%,82,50%,0,33%,0,25%,0,29%
Jimmy Butler,29.1,PHI,Forward,421,36,48.8%,73,63%,100,54%,36,23%,64,45%,0,31%,11,27%,17,28%
Clint Capela,24.5,HOU,Big,330,63,56.1%,57,67%,20,13%,0,0%,10,13%,0,0%,0,0%,0,0%
DeMarre Carroll,32.3,BKN,Forward,119,0,32.9%,0,20%,9,14%,18,0%,9,11%,0,17%,44,33%,25,29%
