Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,24.1,NYK,Big,181,18,51.2%,85,77%,44,19%,0,0%,32,19%,59,4%,0,0%,32,4%
Bam Adebayo,26.3,MIA,Big,254,24,52.2%,18,23%,100,49%,82,17%,100,66%,32,1%,53,10%,38,11%
Nickeil Alexander-Walker,25.2,MIN,Wing,374,32,47.2%,21,17%,25,8%,36,4%,21,12%,89,32%,75,40%,89,71%
Jarrett Allen,25.5,CLE,Big,126,91,67.6%,74,69%,65,24%,62,7%,56,31%,0,0%,0,0%,0,0%
Jose Alvarado,25.6,NOP,Point,104,7,38.2%,29,18%,64,24%,0,3%,43,26%,100,21%,57,35%,79,56%
Kyle Anderson,30.1,MIN,Forward,227,16,47.4%,32,23%,100,51%,80,13%,100,64%,28,11%,0,2%,0,13%
OG Anunoby,26.3,NYK,Forward,324,96,57.7%,72,39%,52,15%,76,12%,64,27%,40,14%,32,20%,28,34%
Paolo Banchero,21.0,ORL,Big,260,21,51.4%,26,32%,62,23%,88,21%,82,44%,50,2%,62,22%,62,24%
Nicolas Batum,34.9,PHI,Wing,197,96,64.6%,29,21%,0,0%,46,5%,0,5%,96,35%,71,40%,96,74%
Bradley Beal,30.3,PHX,Combo,153,39,52.5%,72,30%,67,23%,50,10%,56,33%,61,13%,11,25%,28,38%
Malik Beasley,26.9,MIL,Combo,126,94,64.1%,33,15%,44,21%,17,5%,44,26%,83,15%,72,44%,78,59%
Patrick Beverley,35.3,MIL,Wing,209,25,46.2%,57,28%,100,47%,0,0%,93,47%,14,5%,21,21%,11,26%
Devin Booker,27.0,PHX,Point,165,86,54.6%,86,41%,43,20%,64,13%,57,33%,7,1%,36,25%,21,26%
Christian Braun,22.5,DEN,Wing,202,29,46.3%,100,57%,36,11%,14,2%,25,13%,29,8%,25,21%,25,30%
Jaylen Brown,27.0,BOS,Wing,706,86,57.4%,82,38%,75,24%,68,9%,79,33%,25,7%,29,22%,21,29%
Jalen Brunson,27.2,NYK,Point,517,21,48.4%,43,21%,93,38%,71,18%,93,56%,21,2%,21,20%,14,23%
Alec Burks,32.3,NYK,Wing,114,100,64.8%,18,16%,82,25%,82,15%,82,40%,50,16%,50,27%,36,44%
Kentavious Caldwell-Pope,30.7,DEN,Wing,420,39,50.0%,4,13%,32,10%,79,14%,54,24%,79,28%,61,35%,75,64%
Wendell Carter,24.5,ORL,Big,185,3,48.9%,35,34%,15,10%,74,8%,29,18%,91,18%,76,30%,88,48%
Amir Coffey,26.4,LAC,Forward,102,4,38.6%,16,18%,88,27%,44,5%,76,32%,80,27%,52,23%,52,50%
Mike Conley,36.1,MIN,Point,472,57,53.5%,50,21%,50,22%,7,5%,50,27%,79,13%,71,39%,64,52%
Pat Connaughton,30.8,MIL,Wing,122,39,50.0%,96,48%,21,8%,0,0%,14,8%,46,12%,54,32%,39,44%
Anthony Davis,30.6,LAL,Big,248,62,59.6%,59,53%,88,36%,71,7%,76,43%,35,1%,35,3%,29,4%
Donte DiVincenzo,26.7,NYK,Wing,465,79,54.2%,68,30%,39,12%,43,4%,36,16%,39,10%,82,43%,57,53%
Luka Doncic,24.7,DAL,Point,898,36,52.1%,0,13%,79,31%,79,18%,79,49%,0,1%,64,36%,50,38%
Luguentz Dort,24.5,OKC,Wing,349,39,50.0%,50,27%,18,6%,21,2%,18,8%,61,19%,86,46%,79,65%
Kevin Durant,35.1,PHX,Big,167,53,59.0%,21,27%,79,31%,100,27%,97,58%,62,5%,50,10%,50,15%
Anthony Edwards,22.2,MIN,Combo,647,61,55.6%,100,34%,39,18%,94,16%,61,34%,6,3%,28,28%,6,32%
Joel Embiid,29.6,PHI,Big,286,6,49.3%,24,31%,59,22%,94,24%,85,46%,41,1%,59,21%,59,23%
Dante Exum,28.3,DAL,Wing,117,0,40.3%,39,24%,64,21%,75,11%,71,32%,57,18%,46,26%,50,45%
Daniel Gafford,25.1,DAL,Big,445,85,63.4%,88,84%,29,15%,26,1%,24,16%,0,0%,0,0%,0,0%
Darius Garland,23.8,CLE,Point,426,43,52.1%,57,24%,71,24%,57,13%,64,37%,57,5%,50,34%,57,39%
Paul George,33.5,LAC,Forward,222,32,50.5%,8,16%,48,14%,96,19%,88,34%,20,10%,88,40%,52,50%
Josh Giddey,21.1,OKC,Forward,179,68,54.1%,52,29%,80,22%,52,6%,68,28%,76,26%,20,17%,44,42%
Shai Gilgeous-Alexander,25.3,OKC,Point,396,64,53.6%,64,25%,86,38%,100,23%,100,60%,29,3%,7,12%,7,15%
Rudy Gobert,31.3,MIN,Big,510,76,61.5%,91,86%,24,14%,0,0%,18,14%,0,0%,0,0%,0,0%
Aaron Gordon,28.1,DEN,Big,444,82,63.1%,68,62%,18,10%,65,7%,26,17%,82,14%,41,7%,56,21%
Eric Gordon,34.9,PHX,Wing,116,18,44.6%,61,30%,46,13%,0,0%,29,13%,54,17%,79,40%,64,57%
Josh Green,23.0,DAL,Forward,378,72,55.4%,44,26%,12,6%,24,1%,4,7%,96,46%,40,21%,92,67%
Rui Hachimura,25.7,LAL,Forward,185,60,53.4%,96,49%,20,8%,68,10%,40,18%,60,20%,8,12%,20,33%
Tyrese Haliburton,23.7,IND,Point,521,100,61.6%,14,16%,7,10%,36,10%,0,20%,36,3%,100,60%,100,64%
Tim Hardaway Jr.,31.6,DAL,Wing,161,11,42.0%,14,15%,29,9%,93,19%,64,28%,64,21%,68,36%,61,57%
