Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
LaMarcus Aldridge,23.3,POR,Big,236,40,50.5%,100,85%,73,53%,60,40%,53,45%,0,0%,0,100%,0,50%
Ray Allen,33.3,BOS,Wing,564,55,48.8%,6,38%,91,59%,64,44%,88,49%,0,25%,67,39%,31,35%
Rafer Alston,32.3,ORL,Point,739,24,44.9%,12,38%,59,49%,76,43%,76,46%,0,31%,64,33%,45,33%
Chris Andersen,30.3,DEN,Big,317,95,62.3%,57,67%,25,33%,90,57%,68,50%,0,0%,0,0%,0,0%
Carmelo Anthony,24.4,DEN,Forward,610,60,49.8%,50,55%,90,52%,50,37%,70,42%,0,50%,100,38%,60,39%
Trevor Ariza,23.3,LAL,Wing,720,88,60.5%,67,61%,33,28%,33,38%,12,32%,100,47%,100,48%,88,48%
J.J. Barea,24.4,DAL,Combo,207,50,47.8%,75,55%,8,18%,100,55%,42,36%,0,100%,0,23%,0,33%
Brandon Bass,23.5,DAL,Big,186,63,54.2%,48,63%,63,50%,75,50%,68,50%,0,0%,0,0%,0,0%
Tony Battie,32.7,ORL,Big,124,15,44.2%,95,78%,78,56%,23,28%,25,35%,0,0%,0,0%,0,0%
Shane Battier,30.1,HOU,Wing,495,70,51.2%,88,71%,15,17%,94,75%,45,40%,60,31%,22,32%,15,31%
Michael Beasley,19.8,MIA,Big,163,3,40.1%,43,60%,13,22%,33,31%,10,29%,0,20%,0,33%,0,27%
Mike Bibby,30.5,ATL,Point,387,94,59.6%,59,64%,6,22%,47,37%,24,34%,0,33%,100,60%,100,57%
Chauncey Billups,32.1,DEN,Combo,616,83,57.1%,58,50%,50,40%,58,43%,67,42%,0,56%,83,46%,89,47%
Steve Blake,28.7,POR,Point,229,100,60.0%,100,88%,65,50%,41,36%,35,38%,0,33%,82,44%,73,42%
Carlos Boozer,26.9,UTA,Big,185,55,52.8%,23,54%,95,61%,68,46%,83,52%,0,0%,0,0%,0,0%
Bruce Bowen,37.4,SAS,Wing,122,97,66.7%,0,0%,6,0%,97,100%,97,67%,0,57%,0,0%,0,50%
Ronnie Brewer,23.6,UTA,Wing,157,3,40.8%,73,65%,42,33%,12,30%,9,30%,0,0%,0,0%,0,0%
Aaron Brooks,23.8,HOU,Combo,438,75,54.3%,67,54%,33,33%,75,48%,58,41%,0,44%,67,45%,78,45%
Shannon Brown,22.9,LAL,Point,260,76,51.2%,18,39%,94,55%,35,35%,65,43%,0,43%,91,53%,91,50%
Kobe Bryant,30.2,LAL,Wing,939,58,49.4%,61,59%,58,38%,70,49%,70,45%,0,67%,17,31%,38,36%
Rasual Butler,29.4,NOP,Wing,155,91,61.1%,76,67%,42,33%,18,33%,18,33%,0,62%,0,40%,100,56%
Andrew Bynum,21.0,LAL,Big,399,23,45.7%,25,54%,53,44%,10,0%,35,39%,0,0%,0,0%,0,0%
Anthony Carter,33.4,DEN,Point,212,12,43.8%,53,59%,100,75%,6,33%,59,42%,0,25%,0,13%,0,17%
Mario Chalmers,22.5,MIA,Point,230,41,46.0%,94,77%,0,0%,6,33%,0,25%,0,0%,36,30%,18,29%
Daequan Cook,21.5,MIA,Wing,142,27,46.1%,76,67%,6,0%,6,29%,3,22%,0,0%,78,41%,27,35%
Samuel Dalembert,28.5,PHI,Big,133,98,64.0%,68,69%,88,60%,75,50%,90,56%,0,0%,0,0%,0,0%
Erick Dampier,33.3,DAL,Big,254,90,61.1%,45,62%,83,57%,98,67%,98,60%,0,0%,0,0%,0,0%
Glen Davis,22.8,BOS,Big,509,28,49.1%,53,64%,43,43%,53,38%,38,39%,0,0%,0,0%,0,0%
Tim Duncan,32.5,SAS,Big,163,57,53.2%,75,70%,38,41%,93,60%,55,46%,0,0%,0,0%,0,0%
Maurice Evans,30.0,ATL,Wing,244,39,48.1%,36,53%,0,0%,88,54%,91,54%,0,25%,0,33%,4,28%
Jordan Farmar,21.9,LAL,Point,246,47,46.3%,29,50%,65,50%,6,33%,47,41%,0,57%,18,27%,36,32%
Rudy Fernandez,23.6,POR,Wing,158,79,54.3%,18,50%,42,33%,73,50%,45,40%,0,25%,0,47%,73,42%
Michael Finley,35.7,SAS,Forward,143,80,54.4%,20,50%,80,50%,20,29%,40,33%,0,67%,0,33%,0,47%
Derek Fisher,34.2,LAL,Point,635,35,45.3%,18,39%,65,50%,94,51%,94,51%,50,33%,9,24%,0,27%
Pau Gasol,28.3,LAL,Big,926,85,58.0%,78,70%,75,55%,43,33%,65,48%,0,0%,0,0%,0,0%
Daniel Gibson,22.7,CLE,Combo,152,33,45.6%,0,0%,0,0%,17,29%,17,29%,0,54%,0,17%,33,36%
Ben Gordon,25.6,CHI,Wing,303,24,45.8%,15,48%,39,32%,48,40%,30,37%,0,40%,61,38%,65,39%
Marcin Gortat,24.7,ORL,Big,263,100,65.4%,73,69%,63,50%,98,67%,88,54%,0,0%,0,0%,0,0%
Willie Green,27.3,PHI,Wing,147,9,45.1%,9,40%,94,60%,45,40%,64,43%,0,33%,0,40%,0,36%
Richard Hamilton,30.7,DET,Wing,153,0,37.9%,39,54%,18,20%,21,35%,18,33%,0,20%,0,25%,0,22%
Udonis Haslem,28.4,MIA,Big,203,65,54.3%,88,71%,25,33%,73,48%,57,47%,0,0%,0,0%,0,0%
Chuck Hayes,25.4,HOU,Big,168,30,50.0%,5,50%,78,56%,0,0%,90,56%,0,0%,0,0%,0,0%
Nene Hilario,26.1,DEN,Big,521,73,55.2%,55,66%,5,20%,63,40%,20,33%,0,0%,0,0%,0,0%
Kirk Hinrich,27.8,CHI,Combo,207,92,57.6%,42,45%,67,50%,83,53%,92,52%,0,58%,0,33%,67,44%
Al Horford,22.4,ATL,Big,251,10,43.1%,93,74%,10,21%,48,37%,13,29%,0,0%,0,0%,0,0%
Eddie House,30.5,BOS,Combo,224,100,64.3%,92,67%,100,100%,92,53%,100,54%,0,50%,100,50%,100,50%
Dwight Howard,22.9,ORL,Big,900,88,60.3%,90,72%,35,41%,0,0%,43,41%,0,0%,0,0%,0,0%
Josh Howard,28.5,DAL,Wing,294,30,46.9%,70,63%,79,50%,55,42%,79,46%,0,27%,0,24%,0,25%
Andre Iguodala,24.8,PHI,Wing,268,73,52.1%,58,59%,24,22%,58,44%,36,39%,0,50%,83,42%,81,44%
Zydrunas Ilgauskas,33.4,CLE,Big,406,20,45.7%,65,68%,50,44%,57,39%,40,41%,0,17%,0,0%,0,15%
LeBron James,23.8,CLE,Forward,578,90,55.0%,80,66%,70,44%,90,48%,100,47%,0,0%,75,37%,40,32%
Anthony Johnson,34.1,ORL,Point,277,18,44.0%,76,65%,24,30%,59,40%,18,32%,0,56%,0,20%,27,31%
