Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Marcin Gortat,25.7,ORL,Big,190,100,68.4%,98,68.4%,0,0.0%,0,70.0%,44,69%,16,82%,98,0%,0,0%
Jeff Green,23.2,OKC,Forward,216,0,39.1%,0,35.7%,50,29.6%,0,85.0%,10,74%,20,73%,100,25%,20,100%
Udonis Haslem,29.4,MIA,Big,141,9,35.1%,9,35.1%,0,0.0%,0,66.7%,16,85%,79,50%,2,100%,0,0%
Brendan Haywood,29.9,DAL,Big,133,88,57.1%,86,57.1%,0,0.0%,0,60.0%,95,50%,91,45%,2,100%,0,0%
Nene Hilario,27.1,DEN,Big,168,98,62.1%,95,62.1%,0,0.0%,17,58.3%,26,78%,26,76%,2,100%,0,0%
George Hill,23.5,SAS,Combo,343,83,51.0%,67,47.9%,78,39.3%,80,83.8%,25,57%,17,58%,50,35%,0,100%
Grant Hill,37.1,PHX,Wing,449,46,49.2%,83,52.3%,7,18.8%,78,87.9%,66,56%,6,92%,46,42%,3,100%
Kirk Hinrich,28.8,CHI,Combo,195,67,50.0%,8,38.9%,100,50.0%,0,71.4%,8,64%,0,0%,17,43%,0,100%
Al Horford,23.4,ATL,Big,386,67,53.2%,56,52.4%,0,100.0%,89,83.9%,70,61%,72,56%,60,63%,74,100%
Dwight Howard,23.9,ORL,Big,494,95,61.4%,93,61.4%,0,0.0%,6,51.9%,72,60%,44,65%,70,52%,0,0%
Serge Ibaka,20.1,OKC,Big,132,93,58.1%,88,58.1%,0,0.0%,0,70.0%,35,72%,53,63%,40,80%,0,0%
Ersan Ilyasova,22.5,MIL,Big,150,79,54.3%,49,51.4%,0,41.7%,0,83.3%,33,74%,33,70%,65,63%,74,100%
Stephen Jackson,31.6,CHA,Wing,155,6,38.6%,37,42.9%,3,17.6%,22,80.8%,71,50%,80,33%,23,56%,3,100%
LeBron James,24.8,CLE,Forward,459,100,54.8%,80,53.4%,100,38.8%,60,73.3%,100,36%,90,37%,90,35%,100,37%
Antawn Jamison,33.4,CLE,Forward,373,70,50.4%,90,55.1%,0,25.6%,20,72.5%,0,81%,10,74%,10,84%,20,100%
Richard Jefferson,29.4,SAS,Forward,331,60,50.0%,60,50.8%,0,25.0%,80,75.8%,20,68%,0,75%,50,59%,20,100%
Brandon Jennings,20.1,MIL,Combo,248,33,46.2%,58,46.8%,11,30.0%,40,80.8%,100,20%,67,24%,92,0%,92,42%
Joe Johnson,28.3,ATL,Wing,440,14,41.2%,43,43.0%,10,22.5%,28,81.0%,100,27%,89,25%,69,21%,89,67%
Jason Kidd,36.6,DAL,Point,243,0,40.2%,0,27.8%,11,32.1%,0,91.7%,0,71%,73,0%,0,67%,40,89%
Kyle Korver,28.6,UTA,Wing,209,80,61.5%,91,55.3%,93,47.8%,0,88.9%,9,81%,43,50%,6,82%,54,91%
Nenad Krstic,26.3,OKC,Big,129,12,40.5%,12,40.5%,0,0.0%,0,92.9%,51,67%,65,57%,44,75%,0,0%
Ty Lawson,22.0,DEN,Combo,115,50,47.1%,33,41.7%,0,40.0%,0,70.6%,67,36%,100,0%,0,100%,0,100%
Rashard Lewis,30.2,ORL,Big,511,84,55.9%,84,55.9%,100,37.3%,0,80.0%,79,58%,98,36%,95,26%,98,96%
Robin Lopez,21.6,PHX,Big,100,81,54.3%,77,54.3%,0,0.0%,0,100.0%,47,68%,47,64%,40,80%,0,0%
Shawn Marion,31.5,DAL,Forward,148,20,41.4%,20,43.6%,0,0.0%,0,80.0%,30,67%,40,64%,40,70%,0,0%
Kenyon Martin,31.8,DEN,Big,204,33,49.0%,37,49.0%,0,0.0%,0,63.2%,51,67%,58,61%,35,83%,0,0%
Wesley Matthews,23.0,UTA,Wing,368,29,46.0%,31,40.7%,38,35.7%,33,81.3%,43,69%,40,57%,51,33%,37,93%
Luc Mbah a Moute,23.1,MIL,Forward,172,90,54.2%,100,55.3%,0,0.0%,0,60.0%,80,58%,60,56%,0,100%,0,0%
Antonio McDyess,35.2,SAS,Big,245,70,53.2%,72,53.2%,0,0.0%,0,100.0%,7,91%,19,80%,23,96%,0,0%
CJ Miles,22.6,UTA,Wing,336,69,51.4%,89,53.3%,28,32.6%,83,89.7%,49,68%,43,50%,20,58%,3,100%
Andre Miller,33.6,POR,Combo,208,0,42.6%,17,40.3%,0,42.9%,20,76.3%,50,43%,50,36%,25,38%,0,100%
Paul Millsap,24.7,UTA,Big,322,91,57.9%,91,58.3%,0,0.0%,44,69.0%,40,71%,30,71%,49,72%,0,0%
Steve Nash,35.7,PHX,Point,536,100,57.1%,100,56.7%,56,38.0%,100,89.3%,100,16%,73,0%,87,10%,87,53%
Jameer Nelson,27.7,ORL,Point,479,93,57.1%,93,54.7%,89,41.3%,71,82.3%,80,25%,40,23%,93,7%,100,42%
Joakim Noah,24.7,CHI,Big,187,58,52.8%,60,52.8%,0,0.0%,0,94.7%,81,57%,49,63%,81,44%,0,0%
Dirk Nowitzki,31.4,DAL,Big,229,86,56.6%,81,54.5%,0,57.1%,100,95.2%,98,47%,74,55%,88,40%,74,100%
Jermaine O'Neal,31.1,MIA,Big,116,2,20.5%,2,20.5%,0,0.0%,0,42.9%,9,89%,19,80%,2,100%,0,0%
Shaquille O'Neal,37.7,CLE,Big,242,49,51.6%,51,51.6%,0,0.0%,39,66.0%,74,58%,56,62%,81,44%,0,0%
Lamar Odom,30.0,LAL,Big,650,42,49.7%,70,53.0%,0,25.0%,28,59.2%,93,52%,77,53%,93,30%,100,90%
Zaza Pachulia,25.7,ATL,Big,135,26,46.2%,28,46.2%,0,0.0%,0,37.5%,74,58%,93,44%,2,100%,0,0%
Anthony Parker,34.4,CLE,Wing,327,89,63.5%,74,50.0%,83,45.5%,0,73.3%,0,90%,3,100%,29,50%,3,100%
Tony Parker,27.5,SAS,Point,333,47,48.1%,40,47.0%,0,66.7%,0,59.5%,93,19%,60,20%,80,15%,7,100%
Kendrick Perkins,25.0,BOS,Big,571,47,51.1%,47,51.1%,0,0.0%,22,58.5%,51,67%,40,68%,58,64%,0,0%
Paul Pierce,32.1,BOS,Wing,926,51,49.7%,46,45.7%,55,39.2%,39,82.4%,80,44%,71,38%,74,19%,57,90%
Mickael Pietrus,27.7,ORL,Wing,258,86,63.4%,23,40.0%,90,46.4%,0,58.3%,6,84%,43,50%,29,50%,43,92%
JJ Redick,25.4,ORL,Wing,244,74,52.4%,29,40.6%,76,41.9%,89,90.9%,43,69%,89,25%,23,56%,43,92%
Jason Richardson,28.8,PHX,Wing,531,83,61.5%,86,52.5%,100,48.5%,11,75.9%,40,70%,31,66%,63,30%,63,90%
Quentin Richardson,29.6,MIA,Wing,148,54,50.0%,20,39.1%,69,40.9%,0,80.0%,31,72%,17,75%,49,40%,66,89%
Luke Ridnour,28.7,MIL,Point,116,80,53.4%,87,53.3%,0,35.7%,0,83.3%,60,29%,73,0%,60,23%,80,60%
Nate Robinson,25.4,BOS,Combo,105,42,46.2%,25,40.7%,44,34.6%,0,90.9%,58,40%,33,40%,92,0%,75,67%
Rajon Rondo,23.7,BOS,Point,972,40,47.8%,47,47.2%,44,37.5%,14,59.6%,47,38%,13,38%,47,35%,67,67%
Derrick Rose,21.1,CHI,Point,211,27,46.8%,33,46.6%,0,33.3%,0,81.8%,73,26%,20,31%,67,21%,7,100%
John Salmons,29.9,MIL,Wing,283,20,42.2%,49,46.5%,0,17.4%,100,96.4%,94,30%,100,11%,60,32%,3,100%
Thabo Sefolosha,25.5,OKC,Wing,124,3,35.2%,14,35.7%,0,23.1%,0,88.9%,54,63%,63,40%,0,0%,3,100%
JR Smith,24.1,DEN,Wing,156,66,51.0%,23,40.0%,62,40.7%,0,83.3%,63,57%,83,29%,51,33%,74,82%
Josh Smith,23.9,ATL,Big,390,37,49.2%,35,48.8%,0,40.0%,33,65.9%,100,45%,95,41%,79,47%,74,100%
Jerry Stackhouse,35.0,MIL,Wing,134,17,41.3%,9,33.3%,0,38.5%,0,85.7%,34,71%,34,60%,29,50%,3,100%
Amar'e Stoudemire,27.0,PHX,Big,581,53,52.3%,58,52.8%,0,0.0%,72,75.4%,67,63%,51,63%,60,63%,0,0%
Jason Terry,32.1,DAL,Wing,166,31,46.1%,11,35.1%,62,40.7%,0,71.4%,14,79%,26,67%,9,80%,74,82%
Kurt Thomas,37.1,MIL,Big,198,28,48.6%,33,48.6%,0,0.0%,0,80.0%,23,82%,42,67%,26,91%,0,0%
Anderson Varejao,27.1,CLE,Big,255,14,41.7%,16,42.6%,0,0.0%,61,74.2%,14,85%,5,94%,74,50%,0,0%
Dwyane Wade,27.8,MIA,Wing,209,91,63.8%,97,64.4%,72,41.7%,6,67.5%,97,27%,77,35%,77,19%,100,20%
Gerald Wallace,27.3,CHA,Forward,163,80,52.3%,50,46.9%,0,45.5%,0,65.7%,60,60%,100,25%,30,71%,20,100%
Rasheed Wallace,35.1,BOS,Big,404,35,49.2%,30,47.1%,25,34.5%,83,82.8%,16,85%,9,89%,51,71%,74,100%
Martell Webster,22.9,POR,Forward,132,50,48.8%,40,46.4%,0,35.7%,0,57.1%,50,61%,70,44%,70,50%,20,100%
Delonte West,26.3,CLE,Combo,261,17,44.7%,92,52.1%,0,16.7%,0,92.9%,67,36%,83,14%,58,33%,0,100%
Russell Westbrook,21.0,OKC,Point,211,53,50.6%,73,48.1%,0,45.5%,86,84.2%,87,21%,67,10%,73,17%,60,80%
Deron Williams,25.3,UTA,Point,397,60,52.4%,67,48.0%,67,40.8%,29,80.2%,53,37%,47,23%,53,29%,73,65%
Jason Williams,34.0,ORL,Point,172,7,42.4%,20,45.5%,0,27.3%,0,100.0%,67,27%,73,0%,100,0%,93,50%
Marvin Williams,23.4,ATL,Forward,329,10,40.7%,10,39.2%,0,100.0%,100,93.3%,90,53%,50,60%,80,43%,20,100%
Mo Williams,26.9,CLE,Point,409,33,47.6%,27,45.9%,22,33.3%,43,80.4%,27,55%,33,27%,40,48%,53,82%
Metta World Peace,30.0,LAL,Wing,837,34,46.6%,71,48.9%,17,29.3%,0,57.9%,69,54%,69,40%,40,46%,83,79%
Dorell Wright,23.9,MIA,Wing,107,11,40.0%,34,41.2%,0,25.0%,0,100.0%,77,44%,26,67%,89,0%,3,100%
