Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,26.3,OKC,Big,1680,47,+0.4,68,-0.7,96,-2.2%,48,+1.0,70,-0.4,87,-6.5%,44,+1.5,67,-0.5,80,-2.4%,61,-3.4
LaMarcus Aldridge,34.3,SAS,Big,1753,35,+2.2,10,+1.8,29,+0.8%,7,+15.7,29,+0.4,69,-2.5%,17,+17.8,11,+1.5,33,+1.4%,9,+18.7
Al-Farouq Aminu,29.1,ORL,Forward,380,92,-7.0,72,-0.9,3,+3.2%,76,-8.0,18,+0.8,38,+1.9%,25,+12.3,94,-1.8,6,+5.2%,89,-17.9
Kyle Anderson,26.1,MEM,Forward,1296,77,-3.5,73,-1.0,63,-0.4%,74,-7.6,88,-0.9,37,+1.9%,91,-24.7,47,+0.1,82,-2.7%,47,+1.1
Giannis Antetokounmpo,24.9,MIL,Big,1915,98,-10.6,82,-1.3,98,-2.8%,72,-6.4,81,-0.7,97,-12.0%,64,-6.7,77,-0.8,84,-2.9%,67,-5.6
Carmelo Anthony,35.4,POR,Big,1897,93,-7.5,89,-1.8,71,-0.7%,80,-9.9,56,-0.1,52,+0.1%,30,+7.9,92,-1.6,62,-0.9%,91,-19.6
Trevor Ariza,34.3,SAC,Forward,783,85,-5.3,80,-1.2,54,-0.0%,88,-12.7,89,-1.0,67,-2.2%,91,-24.7,58,-0.2,73,-1.7%,66,-5.1
Trevor Ariza,34.3,POR,Wing,701,95,-8.2,75,-1.0,80,-0.9%,63,-3.0,6,+1.4,28,+3.6%,10,+24.3,95,-1.9,99,-6.7%,79,-10.0
D.J. Augustin,32.0,ORL,Point,1419,91,-6.8,19,+1.3,6,+2.3%,23,+8.8,18,+0.8,32,+2.7%,22,+13.5,35,+0.4,10,+4.4%,34,+5.5
J.J. Barea,35.3,DAL,Point,388,45,+0.8,86,-1.6,19,+1.2%,82,-10.3,61,-0.2,4,+10.1%,73,-10.7,78,-0.8,87,-3.3%,71,-6.8
