Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Malik Allen,25.3,MIA,Big,132,86,+14.2,92,+16.7,32,-2.7%,1,+6.4%,60,+1.6,30,-2.6,74,+22.1
Rafer Alston,27.3,MIA,Point,288,1,-15.1,3,-14.8,90,+7.7%,60,-1.2%,41,-1.2,84,+4.5,11,-29.6
Shandon Anderson,29.8,NYK,Wing,111,19,-7.0,3,-15.1,77,+4.6%,93,-5.0%,90,+9.2,94,+7.8,55,+6.9
Carmelo Anthony,19.4,DEN,Wing,144,27,-4.6,17,-8.7,70,+2.6%,39,+0.8%,38,-1.4,73,+2.8,12,-29.0
Darrell Armstrong,35.4,NOH,Point,149,14,-9.3,32,-4.0,31,-3.0%,23,+1.8%,3,-16.9,9,-7.3,4,-47.9
Chucky Atkins,29.2,BOS,Point,134,40,-1.2,29,-4.2,86,+6.0%,73,-2.1%,21,-4.8,57,+0.3,17,-23.8
Stacey Augmon,35.2,NOH,Wing,165,63,+3.6,30,-4.1,46,-1.4%,89,-3.6%,80,+6.0,96,+8.5,22,-20.4
Jonathan Bender,22.8,IND,Big,186,50,+1.3,43,-0.5,78,+4.8%,55,-0.5%,91,+11.4,97,+9.9,49,+0.4
Mike Bibby,25.5,SAC,Point,498,85,+14.2,83,+12.7,12,-7.8%,29,+1.4%,34,-1.6,6,-8.5,87,+32.7
Chauncey Billups,27.1,DET,Combo,882,89,+15.5,93,+17.7,63,+1.4%,54,-0.4%,72,+4.4,51,-0.2,77,+24.0
Mark Blount,27.9,BOS,Big,144,46,+0.8,83,+12.6,0,-20.3%,11,+3.6%,5,-15.1,1,-21.9,85,+31.3
Bruce Bowen,32.4,SAS,Wing,297,30,-4.2,28,-4.3,24,-3.6%,13,+3.2%,30,-2.9,17,-5.4,64,+14.6
Earl Boykins,27.4,DEN,Point,116,79,+10.2,48,+0.1,97,+12.8%,94,-5.3%,69,+4.0,98,+12.7,1,-69.9
Devin Brown,24.8,SAS,Combo,124,24,-5.4,22,-6.5,92,+9.5%,64,-1.7%,68,+3.9,87,+5.4,37,-5.8
P.J. Brown,34.0,NOH,Big,254,76,+8.9,34,-3.6,98,+12.8%,92,-4.5%,98,+16.2,88,+6.0,97,+64.6
