Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Jrue Holiday,31.4,MIL,Point,462,2,+10.0%,83,-4.1%,81,-4.2%,28,+1.1%,79,-3.2%,3,+5.2%,32,+2.1%,5,+7.3%
Al Horford,35.4,BOS,Big,814,60,-0.7%,72,-1.9%,50,+0.1%,29,+1.0%,36,+1.2%,83,-2.7%,18,+3.5%,44,+0.7%
Danuel House,28.4,UTA,Wing,107,84,-4.2%,65,-0.9%,100,-11.3%,51,-0.0%,100,-11.3%,2,+5.3%,2,+7.0%,0,+12.3%
Brandon Ingram,24.2,NOP,Forward,304,42,+0.9%,95,-6.7%,61,-0.8%,16,+2.3%,29,+1.4%,71,-1.1%,5,+6.4%,12,+5.2%
Kyrie Irving,29.6,BKN,Combo,212,39,+1.2%,2,+8.9%,94,-6.1%,17,+2.0%,87,-4.2%,45,+0.1%,93,-4.8%,87,-4.8%
Nikola Jokic,26.7,DEN,Big,171,35,+1.8%,7,+6.1%,99,-9.7%,64,-0.5%,98,-10.2%,87,-2.9%,3,+6.9%,18,+4.0%
Tyus Jones,25.5,MEM,Combo,261,80,-3.2%,93,-5.9%,6,+5.0%,74,-1.3%,14,+3.7%,55,-0.3%,29,+2.5%,29,+2.2%
Zach LaVine,26.6,CHI,Wing,152,63,-1.2%,51,+0.0%,55,-0.2%,29,+1.0%,39,+0.8%,96,-4.1%,21,+3.2%,63,-0.9%
Kevon Looney,25.7,GSW,Big,441,72,-2.3%,60,-0.8%,10,+4.4%,90,-3.2%,33,+1.2%,9,+3.1%,87,-3.6%,56,-0.4%
Brook Lopez,33.6,MIL,Big,331,44,+0.8%,80,-3.0%,79,-3.9%,44,+0.4%,83,-3.4%,13,+2.3%,13,+4.2%,6,+6.4%
Kyle Lowry,35.6,MIA,Point,294,29,+2.1%,57,-0.5%,28,+2.0%,40,+0.8%,21,+2.8%,67,-1.0%,67,-1.3%,72,-2.3%
Wesley Matthews,35.0,MIL,Wing,344,59,-0.7%,21,+2.8%,24,+2.3%,56,-0.1%,25,+2.2%,66,-0.8%,90,-4.2%,88,-5.0%
CJ McCollum,30.1,NOP,Combo,311,54,-0.4%,29,+1.8%,16,+3.1%,7,+3.8%,5,+6.9%,86,-2.9%,94,-5.8%,99,-8.6%
JaVale McGee,33.8,PHX,Big,125,21,+3.6%,84,-4.3%,70,-2.0%,34,+0.9%,60,-1.1%,58,-0.4%,7,+5.8%,11,+5.4%
Larry Nance Jr.,28.8,NOP,Big,164,96,-7.7%,5,+7.3%,89,-5.3%,72,-1.1%,94,-6.4%,60,-0.4%,57,-0.4%,63,-0.8%
Georges Niang,28.4,PHI,Big,194,78,-2.9%,30,+1.7%,48,+0.2%,68,-0.7%,54,-0.5%,46,+0.1%,68,-1.3%,67,-1.2%
Victor Oladipo,29.5,MIA,Combo,345,58,-0.7%,67,-1.5%,74,-2.8%,57,-0.2%,76,-3.0%,28,+0.9%,17,+3.6%,17,+4.5%
Chris Paul,36.5,PHX,Point,441,61,-1.1%,34,+0.9%,65,-1.4%,17,+2.2%,40,+0.8%,84,-2.7%,43,+1.0%,67,-1.7%
Cameron Payne,27.2,PHX,Combo,151,89,-4.7%,54,-0.1%,13,+3.5%,87,-2.5%,38,+0.9%,35,+0.4%,67,-1.3%,62,-0.8%
Otto Porter,28.4,GSW,Forward,370,56,-0.6%,79,-2.8%,45,+0.5%,35,+0.9%,31,+1.4%,53,-0.2%,36,+1.6%,38,+1.4%
Bobby Portis,26.7,MIL,Big,297,74,-2.4%,26,+2.0%,60,-0.7%,92,-3.3%,86,-4.0%,65,-0.8%,25,+2.8%,32,+2.0%
Dwight Powell,30.3,DAL,Big,247,83,-4.1%,52,+0.0%,54,-0.2%,82,-2.0%,68,-2.2%,68,-1.1%,21,+3.2%,30,+2.2%
D'Angelo Russell,25.7,MIN,Point,233,27,+2.6%,73,-2.0%,78,-3.6%,37,+0.9%,72,-2.8%,44,+0.2%,10,+4.7%,16,+4.8%
Pascal Siakam,27.6,TOR,Forward,259,17,+4.8%,91,-5.6%,83,-4.4%,56,-0.2%,87,-4.6%,1,+6.4%,17,+3.8%,2,+10.2%
Marcus Smart,27.7,BOS,Combo,759,21,+3.8%,64,-0.8%,67,-1.5%,39,+0.8%,57,-0.7%,52,-0.1%,35,+1.7%,36,+1.6%
Klay Thompson,31.7,GSW,Wing,784,24,+3.3%,62,-0.8%,2,+7.2%,60,-0.4%,6,+6.8%,81,-2.3%,88,-3.7%,94,-6.0%
Karl-Anthony Towns,26.0,MIN,Big,245,5,+8.6%,25,+2.4%,82,-4.3%,63,-0.4%,88,-4.7%,38,+0.3%,34,+2.0%,28,+2.3%
PJ Tucker,36.5,MIA,Big,509,49,+0.3%,75,-2.2%,40,+1.1%,49,+0.1%,35,+1.2%,51,-0.0%,41,+1.1%,40,+1.0%
Jonas Valanciunas,29.5,NOP,Big,234,11,+5.9%,98,-10.7%,3,+6.7%,20,+1.7%,2,+8.4%,48,+0.0%,31,+2.3%,27,+2.3%
Fred VanVleet,27.7,TOR,Point,139,37,+1.4%,86,-4.9%,6,+5.5%,12,+3.1%,2,+8.6%,83,-2.5%,66,-1.2%,80,-3.7%
Nikola Vucevic,31.0,CHI,Big,180,46,+0.6%,20,+2.9%,92,-5.9%,13,+2.9%,78,-3.0%,29,+0.7%,60,-0.6%,52,+0.1%
Andrew Wiggins,26.7,GSW,Forward,766,75,-2.4%,83,-3.6%,22,+2.4%,19,+1.8%,13,+4.2%,92,-3.4%,26,+2.8%,60,-0.6%
Delon Wright,29.5,ATL,Combo,176,100,-9.7%,39,+0.8%,21,+2.4%,36,+0.9%,17,+3.3%,82,-2.3%,73,-1.7%,84,-4.1%
Gary Payton II,28.9,GSW,Combo,189,86,-4.4%,46,+0.4%,64,-1.2%,8,+3.6%,25,+2.4%,90,-3.4%,49,+0.7%,73,-2.7%
Chris Boucher,28.8,TOR,Big,129,48,+0.4%,97,-7.5%,10,+4.5%,21,+1.5%,7,+6.0%,14,+2.0%,59,-0.5%,37,+1.5%
Monte Morris,26.3,DEN,Point,155,8,+7.0%,28,+2.0%,1,+7.9%,94,-3.8%,13,+4.1%,77,-1.7%,91,-4.4%,95,-6.1%
Alex Caruso,27.7,CHI,Combo,113,69,-2.0%,32,+1.4%,94,-6.2%,48,+0.2%,94,-6.0%,87,-3.0%,1,+7.6%,17,+4.6%
OG Anunoby,24.3,TOR,Wing,216,95,-7.2%,1,+11.6%,98,-8.8%,30,+1.0%,97,-7.8%,100,-6.8%,25,+3.0%,81,-3.8%
Bam Adebayo,24.3,MIA,Big,612,87,-4.5%,31,+1.6%,20,+2.6%,32,+1.0%,17,+3.6%,56,-0.4%,92,-4.8%,90,-5.2%
John Collins,24.1,ATL,Big,121,20,+3.9%,79,-2.9%,23,+2.4%,46,+0.2%,23,+2.6%,61,-0.5%,48,+0.8%,49,+0.3%
Dillon Brooks,25.8,MEM,Wing,335,87,-4.5%,63,-0.8%,79,-4.0%,14,+2.7%,64,-1.3%,13,+2.0%,52,+0.1%,31,+2.1%
Jayson Tatum,23.7,BOS,Forward,982,66,-1.8%,49,+0.2%,87,-4.9%,67,-0.7%,91,-5.6%,11,+2.9%,29,+2.5%,10,+5.4%
Daniel Theis,29.6,BOS,Big,176,22,+3.5%,47,+0.4%,59,-0.7%,1,+6.1%,10,+5.4%,27,+1.0%,97,-6.7%,93,-5.7%
Maxi Kleber,29.8,DAL,Big,455,17,+4.8%,53,-0.1%,17,+3.1%,50,+0.0%,18,+3.1%,67,-0.9%,79,-2.2%,74,-3.0%
Bogdan Bogdanovic,29.2,ATL,Wing,160,71,-2.3%,56,-0.3%,85,-4.7%,9,+3.5%,63,-1.2%,91,-3.4%,9,+5.0%,35,+1.6%
Derrick White,27.3,BOS,Combo,572,63,-1.2%,61,-0.8%,18,+2.8%,77,-1.4%,29,+1.4%,76,-1.5%,45,+0.9%,59,-0.6%
Frank Ntilikina,23.3,DAL,Wing,108,85,-4.4%,23,+2.6%,91,-5.9%,13,+2.9%,75,-2.9%,30,+0.7%,56,-0.4%,48,+0.3%
Donovan Mitchell,25.1,UTA,Combo,229,7,+7.5%,48,+0.3%,11,+4.4%,66,-0.7%,15,+3.7%,97,-5.0%,44,+1.0%,82,-4.0%
Royce O'Neale,28.4,UTA,Wing,188,2,+10.1%,21,+2.9%,0,+9.3%,37,+0.8%,0,+10.2%,89,-3.2%,100,-9.9%,100,-13.1%
Kevin Huerter,23.2,ATL,Wing,212,10,+6.1%,66,-1.2%,63,-1.0%,87,-2.7%,84,-3.7%,4,+4.7%,51,+0.2%,15,+4.9%
Trae Young,23.1,ATL,Point,260,52,-0.3%,14,+4.3%,30,+1.8%,61,-0.4%,30,+1.4%,94,-3.5%,79,-2.2%,92,-5.7%
Robert Williams,24.0,BOS,Big,393,79,-2.9%,67,-1.3%,46,+0.5%,97,-4.2%,85,-3.7%,10,+3.0%,33,+2.0%,14,+5.0%
Luka Doncic,22.7,DAL,Point,551,68,-1.9%,52,+0.0%,67,-1.5%,47,+0.2%,65,-1.3%,22,+1.5%,55,-0.2%,39,+1.3%
Jaren Jackson,22.1,MEM,Big,331,94,-5.5%,90,-5.3%,58,-0.7%,59,-0.3%,59,-1.0%,43,+0.2%,6,+6.2%,7,+6.3%
Landry Shamet,24.6,PHX,Wing,181,37,+1.6%,82,-3.3%,17,+2.9%,4,+4.5%,3,+7.4%,93,-3.5%,62,-0.7%,85,-4.1%
Deandre Ayton,23.3,PHX,Big,390,60,-0.9%,16,+3.9%,13,+3.5%,38,+0.8%,11,+4.3%,37,+0.4%,98,-8.6%,98,-8.2%
Mikal Bridges,25.2,PHX,Wing,491,77,-2.8%,8,+6.1%,84,-4.5%,21,+1.5%,75,-3.0%,69,-1.1%,77,-2.1%,76,-3.2%
Grayson Allen,26.1,MIL,Wing,305,13,+5.4%,42,+0.6%,44,+0.5%,65,-0.6%,52,-0.1%,25,+1.2%,71,-1.7%,57,-0.5%
Jalen Brunson,25.2,DAL,Combo,627,45,+0.8%,55,-0.1%,36,+1.5%,70,-0.8%,42,+0.7%,78,-1.8%,40,+1.2%,58,-0.6%
Jevon Carter,26.1,MIL,Combo,119,90,-4.8%,56,-0.2%,48,+0.4%,52,-0.0%,44,+0.3%,36,+0.4%,60,-0.6%,53,-0.1%
Jarred Vanderbilt,22.6,MIN,Big,155,31,+1.9%,44,+0.4%,75,-3.1%,55,-0.1%,79,-3.2%,75,-1.3%,13,+4.1%,25,+2.8%
Bruce Brown,25.2,BKN,Forward,179,71,-2.3%,6,+6.7%,86,-4.7%,54,-0.1%,90,-4.8%,80,-2.3%,50,+0.4%,69,-1.9%
De'Anthony Melton,23.4,MEM,Combo,151,41,+0.9%,41,+0.6%,33,+1.6%,88,-2.8%,62,-1.2%,33,+0.6%,53,+0.0%,47,+0.6%
Shake Milton,25.1,PHI,Combo,137,67,-1.9%,10,+5.7%,29,+1.8%,78,-1.5%,45,+0.3%,90,-3.3%,83,-2.6%,94,-5.9%
Duncan Robinson,27.5,MIA,Wing,130,55,-0.4%,63,-0.8%,44,+0.6%,43,+0.6%,37,+1.1%,21,+1.5%,75,-1.8%,55,-0.3%
Gary Trent Jr.,22.8,TOR,Combo,199,25,+2.9%,27,+2.0%,38,+1.3%,95,-3.9%,71,-2.6%,18,+1.7%,65,-1.1%,46,+0.6%
Ja Morant,22.2,MEM,Point,336,26,+2.9%,0,+13.4%,98,-8.2%,33,+0.9%,95,-7.3%,43,+0.2%,95,-6.3%,96,-6.2%
DeAndre Hunter,23.9,ATL,Forward,233,10,+6.0%,48,+0.3%,56,-0.5%,73,-1.2%,67,-1.7%,12,+2.4%,64,-1.0%,37,+1.4%
Jaxson Hayes,21.4,NOP,Big,116,33,+1.8%,88,-5.2%,9,+4.7%,83,-2.1%,24,+2.5%,50,-0.0%,27,+2.7%,26,+2.7%
Cameron Johnson,25.7,PHX,Forward,311,32,+1.8%,76,-2.3%,37,+1.5%,75,-1.3%,48,+0.1%,73,-1.1%,19,+3.3%,29,+2.2%
Tyler Herro,21.8,MIA,Combo,373,6,+8.0%,43,+0.6%,60,-0.7%,40,+0.8%,50,+0.0%,40,+0.2%,63,-0.9%,60,-0.6%
Matisse Thybulle,24.7,PHI,Wing,128,14,+5.4%,15,+4.0%,71,-2.5%,18,+1.9%,55,-0.6%,85,-2.8%,61,-0.6%,78,-3.5%
Brandon Clarke,25.1,MEM,Big,296,30,+1.9%,45,+0.4%,52,+0.1%,75,-1.4%,63,-1.3%,71,-1.1%,33,+2.0%,41,+0.9%
Grant Williams,22.9,BOS,Forward,636,40,+1.0%,18,+3.1%,47,+0.5%,60,-0.4%,48,+0.1%,74,-1.3%,75,-1.9%,77,-3.2%
Jordan Poole,22.4,GSW,Combo,588,51,-0.1%,17,+3.8%,63,-1.2%,63,-0.5%,67,-1.7%,63,-0.6%,69,-1.6%,70,-2.1%
Nicolas Claxton,22.5,BKN,Big,126,98,-8.2%,17,+3.8%,29,+2.0%,98,-5.0%,77,-3.0%,95,-4.1%,20,+3.3%,61,-0.8%
Caleb Martin,26.1,MIA,Forward,169,43,+0.9%,33,+1.3%,34,+1.6%,22,+1.5%,19,+3.1%,98,-5.2%,47,+0.8%,86,-4.4%
Max Strus,25.6,MIA,Wing,516,90,-4.8%,77,-2.3%,25,+2.3%,80,-1.7%,43,+0.6%,41,+0.2%,37,+1.5%,33,+1.8%
Gabe Vincent,25.4,MIA,Combo,394,88,-4.6%,44,+0.6%,62,-0.9%,25,+1.3%,44,+0.4%,56,-0.3%,63,-0.7%,64,-1.0%
Anthony Edwards,20.2,MIN,Wing,263,99,-8.6%,13,+4.3%,90,-5.4%,3,+4.6%,58,-0.8%,47,+0.0%,85,-3.5%,79,-3.5%
Patrick Williams,20.2,CHI,Big,144,0,+13.8%,10,+5.5%,42,+0.7%,69,-0.8%,51,-0.1%,79,-1.8%,87,-3.6%,91,-5.5%
Onyeka Okongwu,20.9,ATL,Big,153,92,-5.0%,35,+0.9%,51,+0.1%,42,+0.7%,40,+0.8%,29,+0.8%,81,-2.5%,68,-1.7%
Precious Achiuwa,22.1,TOR,Big,166,56,-0.5%,59,-0.6%,43,+0.6%,79,-1.7%,60,-1.0%,8,+3.4%,72,-1.7%,34,+1.6%
Tyrese Maxey,21.0,PHI,Combo,484,38,+1.4%,25,+2.4%,97,-8.1%,90,-3.1%,98,-11.2%,23,+1.5%,2,+7.4%,3,+8.9%
Payton Pritchard,23.8,BOS,Point,288,52,-0.1%,33,+1.3%,33,+1.6%,27,+1.1%,22,+2.7%,59,-0.4%,86,-3.6%,83,-4.0%
Jaden McDaniels,21.1,MIN,Forward,151,83,-3.6%,68,-1.5%,21,+2.4%,79,-1.7%,41,+0.7%,32,+0.6%,52,+0.2%,43,+0.8%
Desmond Bane,23.4,MEM,Wing,426,98,-8.1%,50,+0.1%,41,+1.0%,15,+2.6%,16,+3.6%,94,-3.6%,54,-0.1%,79,-3.7%
Xavier Tillman,22.8,MEM,Big,117,4,+8.9%,4,+7.3%,73,-2.5%,67,-0.7%,81,-3.3%,20,+1.6%,94,-5.6%,83,-4.0%
Paul Reed,22.4,PHI,Big,125,25,+3.1%,36,+0.9%,2,+7.8%,100,-6.5%,33,+1.3%,16,+1.9%,90,-4.1%,71,-2.2%
Scottie Barnes,20.3,TOR,Forward,132,76,-2.8%,2,+9.1%,93,-6.1%,48,+0.2%,93,-6.0%,63,-0.6%,82,-2.6%,75,-3.2%
Ziaire Williams,20.1,MEM,Wing,155,12,+5.8%,96,-7.3%,4,+6.5%,84,-2.2%,12,+4.2%,52,-0.1%,22,+3.1%,22,+3.0%
Herbert Jones,23.1,NOP,Forward,292,47,+0.5%,100,-11.9%,26,+2.2%,6,+4.1%,6,+6.3%,39,+0.3%,8,+5.2%,10,+5.5%
Trey Murphy III,21.4,NOP,Forward,162,75,-2.7%,3,+8.0%,40,+1.1%,94,-3.9%,73,-2.8%,88,-3.1%,78,-2.1%,89,-5.2%
Jose Alvarado,23.6,NOP,Point,150,33,+1.8%,22,+2.7%,96,-7.3%,5,+4.5%,74,-2.8%,17,+1.9%,71,-1.7%,51,+0.1%
