Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Amir Johnson,28.5,BOS,Big,133,58,-0.5%,23,+2.9%,75,-2.3%,47,-0.0%,75,-2.3%,35,+1.2%,75,-1.9%,58,-0.7%
Joe Johnson,34.3,MIA,Wing,489,51,-0.0%,68,-2.2%,88,-3.9%,3,+5.9%,31,+2.0%,62,-0.3%,42,+0.5%,48,+0.2%
DeAndre Jordan,27.3,LAC,Big,197,71,-2.1%,79,-3.6%,90,-4.0%,73,-1.3%,87,-5.3%,49,+0.6%,0,+8.4%,2,+9.0%
Cory Joseph,24.2,TOR,Combo,437,36,+1.1%,58,-1.5%,62,-1.3%,42,+0.5%,61,-0.8%,82,-1.8%,10,+4.1%,31,+2.3%
Frank Kaminsky,22.6,CHA,Big,184,69,-1.9%,92,-5.9%,80,-2.8%,19,+2.6%,54,-0.2%,81,-1.6%,1,+7.6%,11,+6.1%
Enes Kanter,23.4,OKC,Big,296,68,-1.8%,47,-0.6%,19,+3.0%,65,-0.9%,30,+2.1%,74,-1.1%,53,-0.4%,66,-1.5%
Kyle Korver,34.6,ATL,Wing,315,89,-5.7%,22,+3.1%,74,-2.0%,58,-0.5%,76,-2.4%,75,-1.3%,40,+0.6%,59,-0.7%
Courtney Lee,30.1,CHA,Wing,256,32,+1.6%,96,-6.5%,11,+4.8%,18,+2.7%,4,+7.5%,36,+1.2%,77,-2.2%,64,-1.0%
Kawhi Leonard,24.3,SAS,Wing,337,24,+2.7%,41,+0.0%,61,-1.1%,84,-2.3%,81,-3.4%,46,+0.6%,19,+2.7%,20,+3.4%
Damian Lillard,25.3,POR,Point,436,11,+6.5%,58,-1.4%,97,-5.6%,90,-3.4%,96,-8.9%,6,+4.1%,3,+6.3%,1,+10.4%
Jeremy Lin,27.2,CHA,Combo,188,99,-13.0%,29,+2.3%,66,-1.7%,81,-1.9%,81,-3.6%,60,-0.2%,34,+1.5%,41,+1.3%
Shaun Livingston,30.1,GSW,Combo,507,80,-3.7%,48,-0.8%,28,+1.7%,71,-1.2%,49,+0.5%,53,+0.4%,50,-0.1%,47,+0.3%
Kevin Love,27.1,CLE,Big,611,44,+0.5%,19,+3.3%,57,-0.8%,47,+0.0%,59,-0.7%,36,+1.1%,86,-3.7%,77,-2.5%
Kyle Lowry,29.6,TOR,Point,765,86,-4.8%,8,+4.8%,73,-1.9%,75,-1.3%,80,-3.3%,17,+2.7%,89,-4.2%,67,-1.5%
Ian Mahinmi,29.0,IND,Big,171,81,-3.9%,45,-0.4%,30,+1.7%,78,-1.7%,53,-0.1%,28,+1.7%,64,-1.2%,47,+0.5%
Wesley Matthews,29.0,DAL,Wing,173,8,+7.9%,15,+3.4%,3,+6.9%,81,-2.0%,16,+4.8%,51,+0.5%,98,-8.8%,99,-8.3%
CJ McCollum,24.1,POR,Combo,441,87,-5.4%,35,+1.0%,3,+6.4%,95,-4.1%,29,+2.2%,32,+1.4%,92,-4.7%,84,-3.3%
Josh McRoberts,28.7,MIA,Big,121,49,+0.2%,37,+0.4%,23,+2.4%,63,-0.7%,36,+1.6%,64,-0.5%,70,-1.6%,73,-2.1%
Patty Mills,27.2,SAS,Combo,160,64,-1.3%,87,-4.9%,13,+4.1%,27,+1.6%,11,+5.7%,66,-0.7%,51,-0.1%,60,-0.8%
Paul Millsap,30.7,ATL,Big,364,96,-8.9%,12,+4.0%,53,-0.3%,74,-1.3%,69,-1.7%,8,+3.6%,97,-5.9%,75,-2.4%
Marcus Morris,26.2,DET,Wing,143,5,+8.9%,60,-1.6%,45,+0.3%,88,-2.8%,77,-2.5%,30,+1.6%,20,+2.5%,16,+4.1%
Dirk Nowitzki,37.4,DAL,Big,169,92,-7.9%,92,-6.0%,87,-3.9%,1,+6.6%,24,+2.7%,92,-2.7%,4,+6.0%,21,+3.3%
Zaza Pachulia,31.7,DAL,Big,106,45,+0.3%,57,-1.4%,1,+7.9%,37,+0.7%,3,+8.6%,16,+2.7%,99,-9.9%,97,-7.1%
Tony Parker,33.5,SAS,Point,263,54,-0.3%,25,+2.7%,64,-1.6%,51,-0.2%,72,-1.8%,47,+0.6%,69,-1.6%,63,-0.9%
Patrick Patterson,26.6,TOR,Big,582,33,+1.5%,38,+0.3%,82,-3.0%,82,-2.1%,86,-5.1%,14,+2.8%,29,+1.9%,14,+4.7%
Chris Paul,30.5,LAC,Point,124,91,-6.3%,2,+8.4%,94,-4.7%,97,-4.9%,98,-9.6%,58,+0.1%,37,+1.1%,42,+1.3%
Mason Plumlee,25.7,POR,Big,303,61,-1.0%,97,-8.0%,34,+1.4%,34,+1.4%,22,+2.7%,20,+2.1%,14,+3.2%,14,+5.3%
Norman Powell,22.4,TOR,Wing,173,52,-0.1%,39,+0.3%,25,+1.8%,5,+4.6%,9,+6.4%,76,-1.3%,96,-5.4%,95,-6.8%
Zach Randolph,34.3,MEM,Big,119,56,-0.3%,84,-4.4%,10,+5.0%,31,+1.4%,10,+6.4%,31,+1.5%,84,-3.4%,72,-1.9%
JJ Redick,31.4,LAC,Wing,166,7,+8.0%,64,-1.9%,64,-1.6%,93,-4.0%,88,-5.7%,23,+1.9%,6,+5.6%,3,+7.5%
Josh Richardson,22.1,MIA,Combo,378,29,+2.2%,24,+2.8%,36,+1.3%,92,-4.0%,78,-2.7%,64,-0.5%,42,+0.4%,52,-0.1%
Austin Rivers,23.2,LAC,Combo,139,15,+4.8%,95,-6.3%,0,+8.2%,20,+2.5%,0,+10.7%,52,+0.4%,92,-4.8%,89,-4.4%
Andre Roberson,23.9,OKC,Wing,464,35,+1.3%,59,-1.6%,70,-1.8%,35,+1.1%,60,-0.8%,43,+0.7%,31,+1.6%,29,+2.4%
Terrence Ross,24.7,TOR,Wing,313,25,+2.5%,36,+0.6%,24,+2.0%,38,+0.7%,25,+2.6%,91,-2.5%,57,-0.7%,85,-3.3%
Dennis Schroder,22.1,ATL,Point,186,83,-4.2%,75,-3.1%,19,+2.9%,42,+0.4%,21,+3.3%,87,-2.3%,26,+2.1%,53,-0.2%
Luis Scola,35.5,TOR,Big,131,59,-0.9%,11,+4.3%,97,-5.4%,10,+4.1%,64,-1.2%,83,-1.9%,64,-1.2%,81,-3.0%
Mike Scott,27.3,ATL,Big,153,23,+3.1%,36,+0.9%,58,-0.8%,32,+1.4%,48,+0.6%,97,-3.0%,33,+1.5%,65,-1.4%
Thabo Sefolosha,31.5,ATL,Wing,200,47,+0.2%,14,+3.8%,52,-0.3%,61,-0.7%,63,-1.0%,55,+0.2%,82,-3.0%,80,-2.7%
Iman Shumpert,25.3,CLE,Wing,347,47,+0.2%,69,-2.5%,46,+0.3%,8,+4.4%,17,+4.7%,78,-1.4%,58,-0.8%,74,-2.2%
Marcus Smart,21.7,BOS,Wing,191,62,-1.1%,19,+3.4%,37,+1.0%,98,-8.0%,92,-7.0%,45,+0.7%,16,+2.9%,19,+3.6%
JR Smith,30.1,CLE,Wing,729,30,+1.9%,9,+4.7%,77,-2.3%,91,-3.9%,89,-6.2%,25,+1.8%,52,-0.2%,36,+1.6%
Marreese Speights,28.2,GSW,Big,163,28,+2.3%,47,-0.6%,44,+0.3%,80,-1.9%,69,-1.6%,27,+1.8%,43,+0.4%,31,+2.2%
Rodney Stuckey,29.5,IND,Wing,123,84,-4.4%,44,-0.4%,79,-2.8%,29,+1.5%,65,-1.3%,77,-1.3%,14,+3.0%,35,+1.7%
Jeff Teague,27.4,ATL,Point,278,17,+4.8%,34,+1.1%,69,-1.8%,45,+0.2%,70,-1.7%,22,+2.0%,67,-1.4%,46,+0.6%
Jason Terry,38.1,HOU,Wing,119,3,+12.5%,69,-2.6%,67,-1.8%,8,+4.2%,26,+2.5%,24,+1.9%,74,-1.7%,49,+0.1%
Isaiah Thomas,26.7,BOS,Point,219,31,+1.8%,42,-0.0%,98,-5.6%,79,-1.8%,95,-7.4%,3,+4.5%,15,+2.9%,4,+7.4%
Klay Thompson,25.7,GSW,Wing,847,50,-0.0%,70,-2.7%,51,-0.3%,68,-1.1%,67,-1.4%,47,+0.6%,13,+3.4%,18,+4.0%
Tristan Thompson,24.6,CLE,Big,620,67,-1.7%,63,-1.7%,42,+0.4%,72,-1.2%,62,-0.8%,34,+1.3%,35,+1.3%,27,+2.6%
Evan Turner,27.0,BOS,Wing,214,70,-2.1%,76,-3.2%,42,+0.4%,48,-0.1%,50,+0.4%,79,-1.4%,9,+4.2%,25,+2.8%
Myles Turner,19.6,IND,Big,197,18,+4.2%,72,-3.0%,48,-0.0%,36,+0.8%,47,+0.8%,29,+1.7%,41,+0.5%,33,+2.2%
Jonas Valanciunas,23.5,TOR,Big,314,63,-1.1%,71,-2.9%,4,+5.7%,15,+3.3%,2,+9.0%,89,-2.4%,87,-3.8%,94,-6.1%
Dwyane Wade,33.8,MIA,Combo,471,22,+3.2%,53,-1.2%,72,-1.9%,16,+3.2%,41,+1.3%,42,+0.8%,58,-0.9%,53,-0.1%
Dion Waiters,23.9,OKC,Wing,463,66,-1.7%,13,+3.8%,81,-2.8%,94,-4.1%,92,-6.9%,54,+0.3%,18,+2.8%,22,+3.1%
Kemba Walker,25.5,CHA,Point,259,0,+14.7%,85,-4.5%,38,+1.0%,6,+4.5%,13,+5.5%,61,-0.3%,54,-0.6%,62,-0.9%
David West,35.2,SAS,Big,157,9,+7.3%,81,-4.1%,31,+1.6%,55,-0.4%,43,+1.1%,41,+0.9%,25,+2.1%,23,+3.0%
Russell Westbrook,27.0,OKC,Point,672,40,+0.9%,74,-3.1%,76,-2.3%,66,-0.9%,79,-3.2%,50,+0.5%,5,+5.7%,9,+6.2%
Hassan Whiteside,26.4,MIA,Big,290,64,-1.3%,81,-4.0%,20,+2.9%,75,-1.4%,37,+1.5%,53,+0.3%,24,+2.2%,28,+2.5%
Marvin Williams,29.4,CHA,Forward,226,19,+4.1%,10,+4.6%,21,+2.8%,92,-4.0%,64,-1.2%,73,-1.0%,80,-2.4%,86,-3.4%
Justise Winslow,19.6,MIA,Forward,321,42,+0.7%,5,+6.1%,86,-3.8%,89,-3.2%,93,-7.0%,42,+0.8%,47,+0.1%,44,+0.9%
Cody Zeller,23.1,CHA,Big,136,98,-10.7%,18,+3.4%,63,-1.3%,87,-2.7%,84,-4.1%,2,+4.6%,88,-3.9%,45,+0.7%
