Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Quincy Acy,23.1,SAC,Big,744,15,+4.8,23,+3.1,4,+5.9%,44,-0.3%,7,+5.2,7,+3.3,26,+8.0
Steven Adams,20.3,OKC,Big,1115,23,+3.3,12,+4.9,71,-1.3%,95,+2.2%,98,-6.5,94,-3.4,93,-20.0
Jeff Adrien,27.7,CHA,Big,226,86,-4.8,64,-1.6,31,+1.8%,45,-0.2%,92,-4.1,67,-0.8,95,-22.2
Jeff Adrien,27.7,MIL,Big,676,62,-1.3,39,+0.9,91,-3.5%,77,+1.0%,98,-6.8,100,-5.8,58,-1.8
Arron Afflalo,28.0,ORL,Wing,2543,10,+6.1,5,+6.9,90,-3.4%,24,-1.0%,38,+1.0,66,-0.8,18,+12.0
Alexis Ajinca,25.5,NOP,Big,934,55,-0.4,52,-0.5,82,-2.5%,46,-0.2%,79,-2.5,95,-3.5,22,+10.1
Cole Aldrich,25.0,NYK,Big,210,30,+2.3,66,-1.7,29,+2.0%,64,+0.5%,48,+0.1,75,-1.4,22,+9.6
LaMarcus Aldridge,28.3,POR,Big,2496,77,-3.1,77,-2.9,94,-4.2%,94,+2.1%,90,-3.7,95,-3.6,43,+2.2
Lavoy Allen,24.7,PHI,Big,905,71,-2.5,28,+2.4,85,-2.6%,96,+2.4%,95,-4.9,99,-4.8,33,+5.1
Ray Allen,38.3,MIA,Wing,1897,17,+4.3,29,+2.2,27,+2.2%,62,+0.4%,30,+1.8,45,+0.4,26,+8.0
Tony Allen,31.8,MEM,Wing,1271,63,-1.4,51,-0.3,58,-0.3%,93,+1.8%,90,-3.6,59,-0.3,93,-20.3
Al-Farouq Aminu,23.1,NOP,Forward,2032,47,+0.4,48,+0.1,55,-0.1%,76,+0.9%,41,+0.7,50,+0.1,38,+3.7
Lou Amundson,30.9,NOP,Big,165,84,-4.4,94,-6.8,16,+3.4%,3,-3.2%,99,-7.6,76,-1.5,99,-38.1
Chris Andersen,35.3,MIA,Big,1368,80,-3.5,92,-5.7,26,+2.4%,62,+0.4%,33,+1.5,36,+0.9,42,+2.3
Alan Anderson,31.0,BKN,Wing,1622,68,-2.1,83,-3.6,16,+3.4%,37,-0.5%,51,-0.2,52,-0.1,55,-0.8
James Anderson,24.6,PHI,Wing,2289,70,-2.4,55,-0.8,98,-5.8%,45,-0.2%,97,-5.9,96,-3.6,76,-8.6
Ryan Anderson,25.5,NOP,Big,778,29,+2.5,22,+3.1,50,+0.3%,62,+0.4%,63,-1.1,28,+1.4,90,-16.2
Giannis Antetokounmpo,18.9,MIL,Forward,1796,54,-0.4,69,-2.0,17,+3.3%,74,+0.8%,56,-0.5,35,+1.0,77,-8.9
