Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Lindsey Hunter,33.9,DET,Combo,352,0,34.6%,8,37.0%,14,19.4%,0,72.7%,17,58%,8,57%,33,38%,17,100%
Steven Hunter,23.0,PHX,Big,209,61,53.7%,63,53.7%,0,0.0%,0,60.0%,54,64%,24,68%,95,33%,0,0%
Andre Iguodala,20.8,PHI,Wing,193,48,50.0%,69,50.0%,0,33.3%,0,50.0%,45,65%,38,58%,28,60%,0,100%
Allen Iverson,29.4,PHI,Point,237,65,50.8%,59,48.5%,69,39.3%,83,89.7%,76,26%,41,24%,76,15%,88,55%
Jim Jackson,34.1,PHX,Combo,466,92,60.5%,58,46.3%,86,50.8%,0,83.3%,8,65%,67,18%,50,35%,17,100%
Stephen Jackson,26.6,IND,Wing,471,24,44.9%,34,43.5%,19,31.7%,60,81.7%,55,63%,28,63%,72,33%,59,85%
Jerome James,29.0,OKC,Big,294,56,51.8%,59,51.8%,0,0.0%,89,76.7%,56,63%,34,65%,61,61%,0,0%
Mike James,29.4,HOU,Combo,170,50,46.7%,92,54.9%,0,0.0%,0,95.7%,92,14%,75,15%,83,13%,0,0%
Antawn Jamison,28.4,WAS,Wing,378,59,50.3%,38,43.8%,88,50.0%,7,68.8%,62,60%,55,50%,45,50%,41,94%
Al Jefferson,19.8,BOS,Big,121,5,40.5%,10,40.5%,0,0.0%,0,80.0%,95,40%,93,36%,71,50%,0,0%
Richard Jefferson,24.4,BKN,Wing,139,14,42.9%,52,46.2%,0,20.0%,13,69.0%,7,85%,7,92%,17,67%,0,100%
Jared Jeffries,22.9,WAS,Forward,244,73,50.0%,55,47.6%,0,40.0%,0,75.0%,100,32%,82,26%,100,0%,18,100%
Anthony Johnson,30.1,IND,Point,309,18,40.8%,12,35.2%,46,36.4%,50,82.4%,35,41%,24,38%,35,27%,65,63%
Joe Johnson,23.3,PHX,Wing,351,90,57.4%,62,48.3%,100,54.5%,20,69.7%,76,43%,59,43%,100,10%,38,94%
Damon Jones,28.2,MIA,Point,501,94,63.2%,100,60.5%,85,42.9%,0,60.0%,6,58%,0,50%,47,23%,53,72%
Eddie Jones,33.0,MIA,Wing,601,79,55.2%,79,51.3%,58,39.2%,27,73.8%,24,74%,48,55%,28,60%,31,97%
Fred Jones,25.6,IND,Wing,210,3,38.3%,0,20.7%,77,44.4%,0,90.9%,31,71%,69,33%,72,33%,0,100%
James Jones,24.1,IND,Forward,181,73,50.0%,36,43.8%,80,36.8%,0,33.3%,18,79%,0,100%,64,50%,18,100%
Jason Kidd,31.6,BKN,Point,182,59,47.0%,18,40.5%,54,36.7%,0,54.5%,18,54%,65,9%,6,50%,12,100%
Kyle Korver,23.6,PHI,Wing,140,10,42.6%,3,25.0%,12,30.4%,0,100.0%,0,88%,0,0%,0,100%,55,86%
Nenad Krstic,21.3,BKN,Big,154,78,56.3%,78,56.3%,0,0.0%,0,79.2%,15,78%,59,56%,32,89%,0,0%
Raef LaFrentz,28.4,BOS,Big,185,37,48.8%,2,32.0%,100,50.0%,0,80.0%,5,88%,0,100%,95,33%,80,100%
Christian Laettner,35.2,MIA,Big,130,32,47.6%,39,47.6%,0,0.0%,0,83.3%,10,80%,7,75%,37,83%,0,0%
Rashard Lewis,25.2,OKC,Forward,311,27,42.9%,45,46.9%,0,20.0%,100,88.0%,82,44%,91,25%,82,45%,18,100%
Shawn Marion,26.5,PHX,Forward,631,100,52.9%,82,50.3%,100,42.9%,33,75.7%,36,69%,27,65%,45,60%,18,100%
Kenyon Martin,26.8,DEN,Big,163,27,46.6%,34,47.4%,0,0.0%,0,61.5%,22,74%,41,60%,27,92%,0,0%
Antonio McDyess,30.2,DET,Big,493,41,48.9%,49,48.9%,0,0.0%,50,70.6%,24,74%,68,55%,41,83%,0,0%
Tracy McGrady,25.4,HOU,Wing,301,66,50.9%,66,49.2%,42,37.0%,67,82.4%,100,29%,97,16%,72,33%,100,47%
Andre Miller,28.6,DEN,Combo,183,25,42.3%,33,41.9%,0,33.3%,17,70.0%,100,11%,83,9%,83,13%,100,0%
Brad Miller,28.6,SAC,Big,138,85,57.5%,85,60.5%,0,0.0%,0,71.4%,51,65%,51,57%,49,69%,0,0%
Mike Miller,24.7,MEM,Wing,108,97,59.5%,69,50.0%,85,47.1%,0,100.0%,41,67%,83,25%,0,100%,86,63%
Reggie Miller,39.2,IND,Wing,427,62,50.7%,86,53.2%,23,31.8%,100,93.9%,10,84%,10,83%,14,77%,34,95%
Yao Ming,24.1,HOU,Big,219,95,66.3%,95,66.3%,0,0.0%,56,71.7%,34,71%,12,74%,56,65%,0,0%
Cuttino Mobley,29.2,SAC,Wing,158,48,50.0%,90,53.3%,8,29.2%,0,71.4%,93,35%,93,17%,93,28%,79,71%
Nazr Mohammed,27.2,SAS,Big,529,59,53.2%,61,52.4%,0,100.0%,39,63.8%,76,55%,85,48%,46,71%,80,100%
Alonzo Mourning,34.7,MIA,Big,252,100,72.1%,100,72.1%,0,0.0%,17,56.0%,59,61%,37,64%,71,50%,0,0%
Dikembe Mutombo,38.4,HOU,Big,100,68,54.5%,71,54.5%,0,0.0%,0,76.9%,100,33%,98,20%,5,100%,0,0%
Steve Nash,30.7,PHX,Point,610,82,56.6%,88,55.3%,77,41.2%,100,91.9%,94,10%,76,3%,94,2%,94,52%
Andres Nocioni,24.9,CHI,Forward,197,55,44.8%,18,42.0%,60,35.3%,0,73.9%,45,67%,45,56%,55,58%,18,100%
Dirk Nowitzki,26.4,DAL,Big,553,12,42.4%,15,41.2%,0,33.3%,100,82.9%,93,44%,95,33%,80,46%,100,50%
Jermaine O'Neal,26.1,IND,Big,477,2,36.7%,7,37.0%,0,0.0%,83,75.0%,39,69%,15,72%,51,67%,0,0%
Shaquille O'Neal,32.7,MIA,Big,428,76,55.8%,76,55.8%,0,0.0%,11,47.2%,88,50%,76,53%,88,44%,0,0%
Scott Padgett,28.5,HOU,Big,102,49,50.0%,5,36.4%,0,41.7%,0,100.0%,0,89%,7,75%,0,0%,80,100%
Tony Parker,22.5,SAS,Point,848,53,46.9%,65,49.4%,8,20.0%,17,63.2%,53,35%,29,34%,29,32%,47,78%
Gary Payton,36.3,BOS,Point,238,47,45.9%,82,53.3%,0,7.1%,0,83.3%,29,42%,0,50%,59,20%,12,100%
Paul Pierce,27.1,BOS,Wing,276,76,54.9%,100,60.6%,4,26.9%,87,88.1%,86,38%,69,33%,97,25%,0,100%
Tayshaun Prince,24.7,DET,Wing,1016,38,47.1%,48,44.9%,46,37.3%,53,80.0%,69,55%,52,54%,66,44%,66,82%
Vladimir Radmanovic,24.0,OKC,Forward,123,45,44.3%,100,57.1%,20,23.8%,0,50.0%,9,85%,0,100%,27,67%,18,100%
Quentin Richardson,24.6,PHX,Wing,561,48,50.0%,28,41.7%,50,38.3%,0,64.7%,48,64%,62,38%,45,50%,52,87%
Luke Ridnour,23.7,OKC,Point,374,24,41.1%,29,42.2%,23,23.5%,0,95.0%,41,36%,82,0%,24,32%,12,100%
Glenn Robinson,31.8,SAS,Forward,102,9,37.5%,0,32.1%,0,37.5%,0,84.6%,27,75%,36,60%,18,75%,18,100%
Michael Ruffin,27.8,WAS,Big,154,98,70.0%,98,70.0%,0,0.0%,0,56.3%,32,71%,17,71%,0,0%,0,0%
Jerry Stackhouse,30.0,DAL,Wing,403,17,43.9%,21,38.2%,65,43.2%,80,86.4%,72,49%,66,37%,72,33%,45,94%
Peja Stojakovic,27.4,SAC,Wing,201,72,53.0%,83,51.9%,35,36.7%,0,95.5%,28,74%,17,77%,45,50%,0,100%
Amar'e Stoudemire,22.0,PHX,Big,599,63,54.1%,68,54.4%,0,0.0%,94,78.1%,68,56%,71,55%,66,58%,0,0%
Bob Sura,31.6,HOU,Point,180,71,52.2%,24,40.6%,0,53.8%,0,66.7%,12,55%,0,50%,82,14%,12,100%
Jason Terry,27.1,DAL,Point,499,88,59.1%,71,51.4%,100,49.1%,67,88.4%,71,28%,82,0%,71,18%,82,59%
Etan Thomas,26.6,WAS,Big,126,93,64.3%,93,64.3%,0,0.0%,0,45.5%,80,50%,73,53%,95,33%,0,0%
Kenny Thomas,27.3,SAC,Big,153,54,51.1%,56,51.1%,0,0.0%,0,70.0%,98,39%,90,40%,90,38%,0,0%
Jamaal Tinsley,26.7,IND,Point,249,6,37.1%,35,42.3%,0,11.1%,0,57.1%,100,6%,71,7%,100,0%,100,50%
Beno Udrih,22.3,SAS,Point,224,41,45.7%,53,47.2%,38,29.4%,0,85.7%,0,63%,18,45%,12,33%,12,100%
Dwyane Wade,22.8,MIA,Combo,572,58,48.7%,83,50.0%,0,12.5%,50,79.9%,75,25%,33,34%,75,16%,17,100%
Antoine Walker,28.2,BOS,Big,223,22,45.1%,22,42.4%,50,38.9%,0,63.6%,71,56%,83,48%,83,45%,80,100%
Ben Wallace,30.1,DET,Big,973,39,48.8%,51,49.3%,0,0.0%,6,46.1%,49,66%,22,69%,68,52%,0,0%
Rasheed Wallace,30.1,DET,Big,822,44,49.0%,41,48.0%,25,34.5%,78,74.1%,41,68%,49,58%,59,61%,95,97%
Chris Webber,31.7,PHI,Big,185,17,43.7%,20,42.0%,0,35.7%,0,75.0%,20,77%,80,50%,37,83%,80,100%
David Wesley,34.0,HOU,Wing,279,28,45.3%,7,27.3%,88,50.0%,0,69.2%,21,79%,21,67%,45,50%,0,100%
Delonte West,21.3,BOS,Combo,100,100,65.8%,100,62.5%,0,45.5%,0,50.0%,0,90%,0,100%,0,75%,17,100%
Damien Wilkins,24.8,OKC,Forward,132,64,48.5%,64,50.0%,0,30.0%,0,37.5%,91,40%,100,11%,27,67%,18,100%
Jason Williams,29.0,MEM,Point,115,100,63.5%,94,56.3%,92,47.6%,0,100.0%,41,36%,35,29%,65,18%,71,60%
