Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,82,-2.0%,46,+0.4%,11,+2.2%,70,-1.3%,33,+0.9%,29,+0.5%,86,-1.8%,75,-1.3%
Shareef Abdur-Rahim,26.9,POR,Forward,708,80,-1.9%,73,-1.6%,26,+1.2%,88,-2.6%,70,-1.5%,8,+1.3%,16,+1.8%,10,+3.0%
Malik Allen,25.3,MIA,Big,576,21,+1.6%,10,+3.4%,99,-4.9%,15,+2.6%,79,-2.3%,65,-0.3%,67,-0.7%,71,-1.1%
Ray Allen,28.3,SEA,Combo,2147,66,-0.8%,58,-0.4%,23,+1.4%,74,-1.6%,49,-0.2%,81,-0.7%,22,+1.4%,37,+0.6%
Rafer Alston,27.3,MIA,Point,2546,72,-1.2%,72,-1.5%,88,-2.2%,8,+3.6%,27,+1.4%,77,-0.6%,33,+0.7%,49,+0.1%
Chris Andersen,25.3,DEN,Big,1016,95,-3.8%,57,-0.3%,12,+2.1%,28,+1.3%,11,+3.4%,41,+0.2%,97,-3.2%,93,-3.0%
Derek Anderson,29.3,POR,Wing,1807,69,-1.0%,46,+0.3%,38,+0.6%,71,-1.4%,61,-0.8%,35,+0.3%,47,+0.1%,41,+0.5%
Kenny Anderson,33.1,IND,Point,862,41,+0.5%,21,+2.1%,7,+2.7%,78,-1.9%,33,+0.8%,93,-1.4%,82,-1.6%,92,-3.0%
Shandon Anderson,29.8,NYK,Wing,1916,65,-0.7%,8,+3.6%,81,-1.7%,80,-2.0%,93,-3.7%,30,+0.5%,58,-0.4%,48,+0.1%
Carmelo Anthony,19.4,DEN,Wing,2984,1,+6.2%,16,+2.5%,92,-2.7%,83,-2.3%,97,-5.0%,84,-0.9%,4,+3.3%,15,+2.4%
Robert Archibald,23.6,TOR,Big,232,86,-2.3%,87,-3.0%,17,+1.8%,73,-1.5%,42,+0.3%,40,+0.2%,9,+2.5%,12,+2.7%
Gilbert Arenas,21.8,WAS,Combo,2047,11,+2.8%,57,-0.3%,20,+1.6%,64,-1.0%,38,+0.6%,90,-1.2%,31,+0.9%,55,-0.3%
Brandon Armstrong,23.4,NJN,Combo,329,1,+6.3%,22,+2.0%,89,-2.2%,63,-0.9%,88,-3.2%,80,-0.7%,15,+1.9%,29,+1.1%
Darrell Armstrong,35.4,NOH,Point,2212,44,+0.3%,18,+2.5%,56,-0.4%,90,-2.9%,89,-3.3%,24,+0.6%,46,+0.2%,33,+0.8%
Carlos Arroyo,24.3,UTA,Point,1999,20,+1.7%,19,+2.3%,12,+2.2%,72,-1.5%,36,+0.7%,82,-0.8%,89,-2.2%,93,-3.0%
Chucky Atkins,29.2,DET,Point,717,93,-3.5%,77,-1.8%,98,-4.1%,10,+3.2%,62,-0.9%,22,+0.7%,14,+2.0%,13,+2.7%
Chucky Atkins,29.2,BOS,Point,793,97,-4.4%,7,+3.6%,81,-1.7%,29,+1.2%,56,-0.5%,88,-1.1%,88,-2.1%,94,-3.2%
Stacey Augmon,35.2,NOH,Wing,1409,48,+0.1%,14,+2.7%,53,-0.2%,83,-2.2%,81,-2.4%,73,-0.6%,42,+0.3%,55,-0.3%
Vin Baker,31.9,BOS,Big,1003,45,+0.2%,6,+3.9%,64,-0.7%,55,-0.4%,67,-1.2%,42,+0.2%,96,-2.9%,90,-2.7%
Vin Baker,31.9,NYK,Big,301,19,+1.8%,11,+3.4%,78,-1.5%,3,+4.5%,13,+3.0%,96,-1.7%,100,-4.7%,100,-6.4%
Marcus Banks,21.9,BOS,Point,1319,35,+0.8%,78,-1.9%,7,+2.7%,86,-2.4%,41,+0.3%,45,+0.1%,20,+1.5%,21,+1.6%
Leandro Barbosa,20.9,PHX,Combo,1485,18,+1.9%,34,+1.3%,61,-0.7%,19,+2.1%,28,+1.4%,63,-0.3%,92,-2.3%,89,-2.6%
Matt Barnes,23.6,LAC,Forward,699,43,+0.4%,11,+3.2%,86,-2.0%,88,-2.7%,96,-4.7%,8,+1.3%,47,+0.1%,23,+1.4%
Brent Barry,31.8,SEA,Wing,1798,23,+1.5%,48,+0.1%,57,-0.4%,62,-0.9%,68,-1.3%,72,-0.5%,18,+1.7%,28,+1.2%
Jon Barry,34.3,DEN,Wing,1042,75,-1.4%,70,-1.3%,1,+4.6%,33,+0.9%,3,+5.5%,47,+0.1%,100,-4.3%,99,-4.3%
Tony Battie,27.7,BOS,Big,491,62,-0.6%,32,+1.4%,62,-0.7%,30,+1.0%,40,+0.4%,81,-0.7%,73,-1.0%,79,-1.8%
Tony Battie,27.7,CLE,Big,951,91,-2.9%,99,-5.3%,5,+3.1%,67,-1.1%,22,+2.0%,9,+1.2%,11,+2.1%,8,+3.4%
Shane Battier,25.1,MEM,Wing,1919,98,-4.8%,95,-4.1%,52,-0.2%,35,+0.7%,38,+0.6%,20,+0.7%,6,+2.9%,6,+3.6%
Lonny Baxter,24.8,CHI,Big,124,86,-2.2%,4,+4.3%,36,+0.6%,74,-1.6%,63,-0.9%,31,+0.5%,99,-3.9%,95,-3.4%
Lonny Baxter,24.8,TOR,Big,477,79,-1.9%,99,-5.8%,4,+3.5%,14,+2.7%,1,+6.2%,74,-0.6%,45,+0.2%,58,-0.4%
Lonny Baxter,24.8,WAS,Big,114,0,+6.6%,86,-3.0%,16,+1.9%,18,+2.2%,6,+4.1%,41,+0.2%,77,-1.3%,72,-1.1%
Raja Bell,27.1,UTA,Wing,1987,70,-1.1%,86,-2.9%,79,-1.5%,71,-1.4%,86,-2.9%,17,+0.9%,0,+4.9%,0,+5.8%
Jonathan Bender,22.8,IND,Big,247,28,+1.1%,36,+1.1%,84,-1.8%,68,-1.1%,86,-2.9%,29,+0.5%,23,+1.3%,20,+1.8%
Travis Best,31.3,DAL,Point,727,96,-3.8%,98,-5.2%,41,+0.5%,2,+4.9%,3,+5.4%,57,-0.2%,51,-0.0%,53,-0.2%
Mike Bibby,25.5,SAC,Point,2977,14,+2.5%,44,+0.5%,74,-1.3%,72,-1.4%,84,-2.7%,9,+1.2%,30,+0.9%,17,+2.2%
Chauncey Billups,27.1,DET,Combo,2755,32,+0.9%,14,+2.7%,3,+3.9%,96,-4.2%,50,-0.3%,70,-0.5%,88,-2.0%,87,-2.5%
Steve Blake,23.7,WAS,Point,1290,79,-1.8%,24,+1.9%,66,-0.9%,75,-1.7%,82,-2.5%,25,+0.6%,50,+0.0%,38,+0.6%
Corie Blount,34.8,CHI,Big,727,82,-2.0%,18,+2.3%,40,+0.5%,64,-1.0%,55,-0.5%,60,-0.2%,83,-1.6%,81,-1.9%
Corie Blount,34.8,TOR,Big,290,92,-3.1%,2,+5.2%,98,-4.5%,98,-4.8%,100,-9.2%,40,+0.2%,2,+3.8%,3,+4.0%
Mark Blount,27.9,BOS,Big,2397,38,+0.6%,47,+0.2%,58,-0.5%,16,+2.5%,22,+2.0%,94,-1.5%,65,-0.6%,84,-2.2%
Keith Bogans,23.5,ORL,Wing,1735,21,+1.7%,58,-0.4%,85,-1.8%,27,+1.3%,56,-0.5%,76,-0.6%,20,+1.5%,32,+0.9%
Calvin Booth,27.5,SEA,Big,1188,68,-0.9%,88,-3.0%,37,+0.6%,16,+2.4%,13,+3.1%,69,-0.4%,40,+0.4%,51,-0.0%
Carlos Boozer,21.9,CLE,Big,2585,29,+1.1%,12,+2.9%,80,-1.6%,45,+0.2%,69,-1.4%,89,-1.1%,58,-0.4%,77,-1.5%
Curtis Borchardt,23.1,UTA,Big,248,5,+3.9%,37,+1.0%,97,-3.8%,27,+1.4%,81,-2.4%,95,-1.7%,5,+3.1%,24,+1.4%
Chris Bosh,19.6,TOR,Big,2501,9,+3.1%,20,+2.2%,93,-2.8%,12,+3.0%,42,+0.2%,55,-0.1%,91,-2.3%,87,-2.4%
Bruce Bowen,32.4,SAS,Wing,2615,84,-2.1%,39,+0.9%,30,+0.9%,53,-0.3%,37,+0.6%,86,-1.0%,60,-0.5%,76,-1.5%
Ryan Bowen,27.9,DEN,Forward,321,100,-7.0%,84,-2.7%,2,+3.9%,27,+1.4%,3,+5.3%,4,+1.8%,100,-4.4%,89,-2.6%
Earl Boykins,27.4,DEN,Point,1757,65,-0.7%,14,+2.6%,18,+1.7%,84,-2.3%,57,-0.6%,32,+0.4%,93,-2.5%,82,-2.0%
Shawn Bradley,31.6,DAL,Big,731,78,-1.7%,87,-3.0%,100,-5.5%,5,+4.1%,70,-1.5%,5,+1.5%,5,+3.0%,1,+4.5%
Torraye Braggs,27.5,HOU,Big,121,55,-0.2%,37,+1.1%,1,+4.8%,100,-9.4%,96,-4.6%,17,+0.9%,7,+2.7%,6,+3.5%
Elton Brand,24.6,LAC,Big,2670,59,-0.5%,63,-0.7%,3,+3.7%,45,+0.2%,7,+3.9%,89,-1.1%,88,-2.0%,94,-3.2%
J.R. Bremer,23.1,CLE,Combo,385,20,+1.7%,85,-2.9%,29,+1.0%,14,+2.6%,9,+3.6%,16,+0.9%,83,-1.6%,64,-0.8%
Jamison Brewer,22.9,IND,Combo,149,92,-3.1%,87,-3.0%,76,-1.3%,11,+3.2%,23,+1.9%,91,-1.3%,10,+2.4%,28,+1.1%
Devin Brown,24.8,SAS,Combo,514,9,+3.0%,68,-1.1%,62,-0.7%,44,+0.2%,55,-0.5%,7,+1.3%,43,+0.3%,22,+1.6%
Kedrick Brown,22.6,BOS,Wing,398,48,+0.2%,13,+2.8%,64,-0.7%,63,-1.0%,72,-1.7%,6,+1.4%,94,-2.5%,72,-1.1%
Kedrick Brown,22.6,CLE,Combo,546,72,-1.2%,50,+0.1%,100,-6.8%,1,+5.7%,66,-1.1%,56,-0.1%,26,+1.1%,30,+1.0%
Kwame Brown,21.6,WAS,Big,2191,30,+1.1%,90,-3.3%,47,+0.1%,44,+0.3%,40,+0.4%,15,+0.9%,14,+1.9%,12,+2.9%
P.J. Brown,34.0,NOH,Big,2751,90,-2.7%,59,-0.5%,26,+1.1%,82,-2.1%,65,-1.0%,34,+0.4%,28,+1.1%,23,+1.5%
Rick Brunson,31.4,CHI,Point,354,0,+6.5%,4,+4.3%,99,-5.4%,26,+1.5%,94,-3.9%,82,-0.8%,39,+0.4%,57,-0.4%
Kobe Bryant,25.2,LAL,Wing,2441,36,+0.7%,10,+3.4%,55,-0.3%,95,-3.8%,95,-4.1%,53,-0.1%,32,+0.8%,35,+0.7%
Greg Buckner,27.1,PHI,Wing,645,75,-1.4%,30,+1.5%,83,-1.7%,80,-2.0%,93,-3.7%,23,+0.7%,20,+1.6%,16,+2.2%
Caron Butler,23.6,MIA,Wing,2000,40,+0.5%,35,+1.1%,43,+0.3%,35,+0.8%,31,+1.1%,50,+0.0%,90,-2.2%,85,-2.2%
Mitchell Butler,32.9,WAS,Wing,521,98,-4.8%,86,-3.0%,31,+0.9%,20,+2.0%,14,+2.9%,11,+1.2%,75,-1.1%,50,+0.1%
Rasual Butler,24.4,MIA,Wing,625,91,-2.9%,59,-0.5%,73,-1.2%,42,+0.3%,63,-0.9%,54,-0.1%,21,+1.4%,25,+1.3%
Zarko Cabarkapa,22.4,PHX,Forward,559,22,+1.6%,41,+0.7%,70,-1.0%,73,-1.6%,83,-2.6%,22,+0.7%,27,+1.1%,20,+1.8%
Marcus Camby,29.6,DEN,Big,2161,21,+1.6%,68,-1.1%,71,-1.1%,28,+1.3%,43,+0.2%,77,-0.7%,19,+1.6%,31,+0.9%
Elden Campbell,35.3,DET,Big,885,31,+1.0%,71,-1.4%,3,+3.9%,28,+1.3%,3,+5.2%,93,-1.4%,93,-2.4%,96,-3.8%
Brian Cardinal,26.5,GSW,Forward,1603,40,+0.5%,97,-5.0%,49,+0.1%,20,+2.0%,21,+2.0%,32,+0.4%,9,+2.5%,11,+2.9%
Vince Carter,26.8,TOR,Wing,2781,27,+1.2%,24,+1.9%,67,-0.9%,87,-2.6%,91,-3.5%,18,+0.8%,33,+0.8%,22,+1.6%
Sam Cassell,34.0,MIN,Point,2840,54,-0.2%,69,-1.2%,37,+0.6%,65,-1.0%,54,-0.4%,40,+0.2%,22,+1.4%,22,+1.6%
Kelvin Cato,29.2,HOU,Big,1743,71,-1.1%,31,+1.4%,60,-0.6%,3,+4.4%,7,+3.8%,98,-2.1%,97,-3.2%,100,-5.3%
Tyson Chandler,21.1,CHI,Big,744,56,-0.3%,51,-0.0%,97,-3.8%,11,+3.1%,58,-0.6%,58,-0.2%,32,+0.8%,37,+0.6%
Calbert Cheaney,32.3,GSW,Wing,2042,24,+1.4%,63,-0.6%,34,+0.8%,61,-0.8%,46,-0.0%,48,+0.0%,35,+0.6%,36,+0.7%
Doug Christie,33.5,SAC,Wing,2765,14,+2.5%,35,+1.2%,35,+0.8%,82,-2.2%,69,-1.4%,51,-0.0%,44,+0.2%,45,+0.2%
Speedy Claxton,25.5,GSW,Point,1575,64,-0.6%,52,-0.0%,24,+1.3%,56,-0.5%,34,+0.8%,54,-0.1%,64,-0.6%,63,-0.7%
Derrick Coleman,36.4,PHI,Big,841,15,+2.4%,2,+5.1%,55,-0.3%,57,-0.6%,62,-0.8%,97,-2.0%,91,-2.3%,99,-4.3%
Bimbo Coles,35.5,MIA,Combo,148,4,+4.1%,96,-4.7%,26,+1.1%,31,+1.0%,21,+2.1%,95,-1.6%,1,+4.3%,14,+2.7%
Jason Collier,26.1,ATL,Big,544,83,-2.1%,96,-4.7%,8,+2.5%,21,+1.8%,5,+4.4%,17,+0.9%,62,-0.5%,43,+0.3%
Jarron Collins,24.9,UTA,Big,1689,8,+3.2%,53,-0.1%,32,+0.8%,88,-2.6%,73,-1.8%,18,+0.9%,29,+1.0%,20,+1.9%
Jason Collins,24.9,NJN,Big,2205,49,+0.1%,63,-0.8%,56,-0.4%,16,+2.4%,21,+2.0%,38,+0.3%,81,-1.5%,74,-1.2%
Brian Cook,22.9,LAL,Big,392,20,+1.7%,62,-0.6%,73,-1.2%,17,+2.4%,31,+1.2%,75,-0.6%,50,+0.0%,61,-0.6%
Omar Cook,21.8,POR,Point,133,4,+4.0%,89,-3.1%,89,-2.2%,4,+4.4%,20,+2.2%,18,+0.8%,48,+0.1%,32,+0.9%
Chris Crawford,28.5,ATL,Forward,1149,2,+5.1%,32,+1.4%,84,-1.8%,81,-2.1%,93,-3.9%,12,+1.1%,21,+1.4%,14,+2.5%
Jamal Crawford,23.6,CHI,Combo,2770,47,+0.2%,49,+0.1%,3,+3.9%,61,-0.8%,12,+3.1%,90,-1.2%,88,-2.0%,94,-3.2%
Austin Croshere,28.5,IND,Forward,949,51,-0.0%,85,-2.8%,43,+0.4%,51,-0.1%,42,+0.3%,28,+0.5%,13,+2.0%,14,+2.5%
Eddy Curry,20.9,CHI,Big,2130,71,-1.2%,93,-3.6%,11,+2.2%,43,+0.3%,17,+2.5%,20,+0.7%,42,+0.3%,30,+1.0%
Michael Curry,35.2,TOR,Combo,1220,89,-2.7%,53,-0.1%,87,-2.1%,45,+0.2%,75,-1.9%,35,+0.3%,17,+1.7%,18,+2.0%
Samuel Dalembert,23.5,PHI,Big,2172,87,-2.4%,81,-2.2%,6,+2.8%,68,-1.1%,25,+1.6%,34,+0.4%,45,+0.2%,38,+0.6%
Erick Dampier,28.3,GSW,Big,2400,81,-1.9%,94,-3.8%,8,+2.6%,5,+4.1%,0,+6.7%,83,-0.8%,89,-2.1%,92,-2.9%
Antonio Daniels,28.6,SEA,Point,1486,88,-2.5%,36,+1.1%,69,-1.0%,37,+0.6%,52,-0.3%,14,+1.0%,85,-1.7%,64,-0.8%
