Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Serge Ibaka,26.1,OKC,Big,599,65,-4.6,61,-2.6,67,-3.1%,21,-2.4%,56,-1.0,56,-0.2,55,-5.3
Andre Iguodala,31.8,GSW,Forward,765,23,+6.6,19,+6.8,79,-4.7%,69,+1.2%,54,-0.8,91,-4.1,25,+20.6
Kyrie Irving,23.6,CLE,Combo,771,8,+15.2,8,+17.1,47,-0.4%,63,+0.8%,31,+2.7,78,-2.8,8,+39.7
Reggie Jackson,25.5,DET,Point,147,96,-17.9,94,-14.8,50,-0.7%,16,-3.1%,4,+9.3,8,+5.1,4,+45.8
LeBron James,30.8,CLE,Forward,819,94,-16.5,87,-11.3,64,-2.7%,37,-0.6%,81,-4.6,32,+1.7,94,-56.8
Al Jefferson,30.8,CHA,Big,168,2,+21.4,6,+18.2,4,+8.7%,81,+2.0%,9,+7.1,38,+1.1,9,+39.7
Richard Jefferson,35.4,CLE,Forward,338,46,+0.6,46,+0.9,48,-0.6%,47,-0.0%,42,+1.0,30,+1.9,58,-7.0
Jonas Jerebko,28.7,BOS,Forward,162,32,+4.2,44,+1.2,11,+5.9%,30,-1.3%,45,+0.8,24,+2.5,75,-20.6
Amir Johnson,28.5,BOS,Big,133,37,+2.7,28,+4.5,9,+6.0%,10,-3.6%,58,-1.3,7,+5.4,97,-72.2
Joe Johnson,34.3,MIA,Wing,489,40,+2.1,63,-2.9,63,-2.5%,32,-1.0%,90,-6.0,63,-1.0,88,-41.3
DeAndre Jordan,27.3,LAC,Big,197,87,-10.7,77,-5.9,69,-3.2%,67,+1.1%,99,-15.6,97,-7.1,87,-40.0
Cory Joseph,24.2,TOR,Combo,437,38,+2.5,41,+1.6,36,+2.1%,46,-0.1%,21,+5.3,31,+1.9,19,+25.4
Frank Kaminsky,22.6,CHA,Big,184,90,-12.7,91,-12.4,28,+3.2%,41,-0.5%,53,-0.6,39,+1.0,69,-13.9
Enes Kanter,23.4,OKC,Big,296,53,-0.9,69,-4.2,29,+3.2%,52,+0.1%,30,+2.8,37,+1.1,32,+12.3
Kyle Korver,34.6,ATL,Wing,315,98,-19.6,97,-17.0,47,-0.6%,3,-5.1%,23,+4.9,2,+8.8,79,-23.2
Courtney Lee,30.1,CHA,Wing,256,78,-8.5,64,-3.0,25,+3.9%,86,+3.0%,14,+5.9,54,-0.1,5,+44.4
Kawhi Leonard,24.3,SAS,Wing,337,25,+6.3,27,+4.7,45,+0.6%,18,-3.0%,28,+2.9,9,+4.9,69,-14.0
Damian Lillard,25.3,POR,Point,436,7,+16.2,10,+14.5,19,+4.8%,1,-7.3%,50,+0.2,5,+5.6,95,-57.1
Jeremy Lin,27.2,CHA,Combo,188,97,-19.2,99,-20.6,70,-3.4%,11,-3.6%,84,-5.1,48,+0.5,89,-42.0
Shaun Livingston,30.1,GSW,Combo,507,63,-3.9,60,-2.5,34,+2.5%,22,-2.3%,51,-0.0,13,+3.9,80,-23.8
Kevin Love,27.1,CLE,Big,611,31,+4.7,35,+2.9,66,-3.0%,36,-0.7%,18,+5.4,53,-0.1,6,+42.9
Kyle Lowry,29.6,TOR,Point,765,99,-19.7,96,-15.9,82,-5.4%,44,-0.2%,68,-3.4,69,-1.8,64,-9.4
Ian Mahinmi,29.0,IND,Big,171,92,-13.9,97,-19.5,76,-4.0%,6,-4.8%,11,+6.8,3,+6.6,44,+2.8
Wesley Matthews,29.0,DAL,Wing,173,3,+19.5,3,+20.6,88,-6.8%,7,-4.0%,98,-11.6,99,-11.6,29,+16.2
CJ McCollum,24.1,POR,Combo,441,76,-8.0,25,+5.0,93,-7.6%,98,+6.2%,64,-2.5,65,-1.6,48,0.0
Josh McRoberts,28.7,MIA,Big,121,79,-8.5,72,-4.6,92,-7.5%,79,+2.0%,75,-3.9,92,-4.4,46,+2.0
Patty Mills,27.2,SAS,Combo,160,75,-7.7,79,-6.4,18,+4.8%,64,+0.9%,44,+0.8,45,+0.7,47,+0.5
Paul Millsap,30.7,ATL,Big,364,92,-14.7,84,-8.5,16,+5.0%,2,-7.1%,6,+7.8,4,+6.4,33,+9.8
Marcus Morris,26.2,DET,Wing,143,54,-1.1,32,+3.3,68,-3.1%,91,+3.5%,3,+10.7,70,-1.9,0,+105.1
Dirk Nowitzki,37.4,DAL,Big,169,81,-9.0,81,-7.0,99,-13.3%,90,+3.5%,82,-5.0,60,-0.7,72,-19.0
Zaza Pachulia,31.7,DAL,Big,106,6,+16.4,18,+6.9,39,+1.4%,66,+1.1%,8,+7.1,58,-0.5,16,+27.3
Tony Parker,33.5,SAS,Point,263,24,+6.6,26,+4.7,57,-1.6%,20,-2.6%,32,+2.7,33,+1.7,42,+5.2
Patrick Patterson,26.6,TOR,Big,582,14,+8.8,17,+8.3,73,-3.8%,65,+0.9%,47,+0.6,92,-4.3,8,+41.4
Chris Paul,30.5,LAC,Point,124,93,-15.7,92,-13.7,7,+7.3%,26,-1.8%,40,+1.3,25,+2.3,51,-1.9
Mason Plumlee,25.7,POR,Big,303,55,-1.1,25,+4.8,51,-0.9%,15,-3.2%,66,-2.9,14,+3.8,92,-52.2
Norman Powell,22.4,TOR,Wing,173,59,-2.9,36,+2.9,64,-2.6%,54,+0.3%,53,-0.6,53,-0.1,54,-4.0
Zach Randolph,34.3,MEM,Big,119,75,-8.0,45,+1.1,96,-9.2%,48,+0.0%,74,-3.8,29,+2.1,90,-43.1
JJ Redick,31.4,LAC,Wing,166,13,+9.6,7,+17.8,31,+3.0%,23,-2.2%,94,-8.3,84,-3.5,76,-22.2
Josh Richardson,22.1,MIA,Combo,378,33,+4.2,15,+9.4,35,+2.5%,53,+0.2%,38,+1.5,43,+0.7,35,+8.2
Austin Rivers,23.2,LAC,Combo,139,8,+14.2,16,+8.6,77,-4.2%,81,+2.1%,15,+5.8,23,+2.6,27,+16.8
Andre Roberson,23.9,OKC,Wing,464,71,-6.6,59,-2.5,87,-6.8%,43,-0.3%,80,-4.5,83,-3.3,65,-11.0
Terrence Ross,24.7,TOR,Wing,313,30,+4.8,24,+5.2,3,+10.0%,64,+0.9%,34,+2.2,22,+2.8,57,-6.2
Dennis Schroder,22.1,ATL,Point,186,60,-3.2,70,-4.4,83,-5.6%,96,+4.4%,73,-3.7,69,-1.7,67,-12.7
Luis Scola,35.5,TOR,Big,131,56,-1.4,69,-4.2,42,+1.2%,34,-0.7%,71,-3.6,20,+2.8,91,-48.6
Mike Scott,27.3,ATL,Big,153,27,+5.4,22,+5.7,95,-8.8%,99,+8.3%,92,-8.1,98,-9.4,34,+9.2
Thabo Sefolosha,31.5,ATL,Wing,200,29,+4.8,39,+1.8,23,+4.1%,82,+2.1%,64,-2.5,86,-3.7,37,+7.1
Iman Shumpert,25.3,CLE,Wing,347,39,+2.2,42,+1.5,20,+4.3%,75,+1.8%,57,-1.3,58,-0.5,58,-7.3
Marcus Smart,21.7,BOS,Wing,191,69,-5.7,93,-14.1,41,+1.3%,92,+3.8%,10,+7.0,59,-0.6,1,+65.0
JR Smith,30.1,CLE,Wing,729,25,+5.6,20,+6.0,38,+1.6%,42,-0.4%,63,-2.4,52,+0.0,71,-18.9
Marreese Speights,28.2,GSW,Big,163,58,-2.5,34,+3.1,37,+2.0%,84,+2.4%,41,+1.2,75,-2.3,21,+24.5
Rodney Stuckey,29.5,IND,Wing,123,81,-9.0,86,-11.2,12,+5.6%,50,+0.1%,29,+2.8,66,-1.6,20,+25.2
Jeff Teague,27.4,ATL,Point,278,36,+3.4,21,+5.8,25,+4.0%,9,-3.8%,39,+1.4,49,+0.4,36,+7.3
Jason Terry,38.1,HOU,Wing,119,4,+17.1,1,+24.5,94,-7.9%,78,+1.9%,96,-9.2,97,-8.5,24,+24.0
Isaiah Thomas,26.7,BOS,Point,219,58,-2.3,13,+10.5,86,-5.8%,33,-0.9%,100,-15.9,90,-4.1,98,-77.8
Klay Thompson,25.7,GSW,Wing,847,43,+1.3,40,+1.7,54,-1.5%,27,-1.7%,69,-3.5,62,-0.8,70,-14.9
Tristan Thompson,24.6,CLE,Big,620,62,-3.7,68,-4.1,42,+1.1%,28,-1.6%,25,+3.8,18,+3.3,42,+3.7
Evan Turner,27.0,BOS,Wing,214,68,-5.7,51,+0.1,62,-2.5%,14,-3.3%,65,-2.8,72,-2.2,52,-2.3
Myles Turner,19.6,IND,Big,197,28,+4.9,19,+6.1,65,-2.9%,77,+1.9%,36,+1.8,95,-5.9,11,+35.5
Jonas Valanciunas,23.5,TOR,Big,314,85,-10.3,80,-7.0,74,-3.9%,25,-1.9%,97,-9.4,64,-1.1,96,-66.4
Dwyane Wade,33.8,MIA,Combo,471,11,+10.3,33,+3.3,14,+5.4%,17,-3.1%,25,+4.0,28,+2.1,26,+20.0
Dion Waiters,23.9,OKC,Wing,463,45,+0.8,52,-0.3,10,+6.0%,80,+2.0%,48,+0.4,34,+1.7,61,-8.7
Kemba Walker,25.5,CHA,Point,259,1,+22.3,2,+22.4,36,+2.2%,94,+4.2%,95,-9.0,61,-0.8,93,-56.7
David West,35.2,SAS,Big,157,35,+4.0,38,+1.9,1,+12.7%,88,+3.1%,31,+2.8,44,+0.7,31,+12.5
Russell Westbrook,27.0,OKC,Point,672,50,-0.4,49,+0.4,58,-1.6%,25,-2.0%,79,-4.4,57,-0.3,84,-29.3
Hassan Whiteside,26.4,MIA,Big,290,66,-4.7,55,-1.0,81,-5.2%,69,+1.1%,89,-5.7,77,-2.5,85,-29.8
Marvin Williams,29.4,CHA,Forward,226,9,+13.3,12,+12.3,24,+4.0%,74,+1.6%,22,+5.1,51,+0.2,13,+34.6
Justise Winslow,19.6,MIA,Forward,321,16,+8.6,31,+4.0,5,+7.6%,40,-0.6%,12,+6.5,19,+3.1,15,+31.3
Cody Zeller,23.1,CHA,Big,136,91,-13.7,86,-10.8,80,-4.9%,8,-3.8%,58,-1.4,31,+1.9,83,-26.8
